Wavelength (nm),Sum,Mg I (3.8e-02),Mg II (9.5e-01),Mg III (8.2e-03)
383.809,1.616e+10,1.616e+10,,
383.814,1.819e+10,1.819e+10,,
383.819,1.980e+10,1.980e+10,,
383.824,2.084e+10,2.084e+10,,
383.829,2.119e+10,2.119e+10,,
383.834,2.084e+10,2.084e+10,,
383.839,1.980e+10,1.980e+10,,
383.844,1.819e+10,1.819e+10,,
383.849,1.616e+10,1.616e+10,,
383.854,1.387e+10,1.387e+10,,
383.859,1.151e+10,1.151e+10,,
383.864,9.228e+9,9.228e+9,,
383.869,7.154e+9,7.154e+9,,
383.874,5.362e+9,5.362e+9,,
383.879,3.884e+9,3.884e+9,,
383.884,2.720e+9,2.720e+9,,
383.889,1.841e+9,1.841e+9,,
383.894,1.204e+9,1.204e+9,,
383.899,7.617e+8,7.617e+8,,
383.904,4.656e+8,4.656e+8,,
383.909,2.752e+8,2.752e+8,,
383.914,1.572e+8,1.572e+8,,
383.919,8.679e+7,8.679e+7,,
383.924,4.632e+7,4.632e+7,,
383.929,2.390e+7,2.390e+7,,
383.934,1.192e+7,1.192e+7,,
383.939,5.745e+6,5.745e+6,,
383.944,2.677e+6,2.677e+6,,
383.949,1.206e+6,1.206e+6,,
383.954,5.250e+5,5.250e+5,,
383.959,2.210e+5,2.210e+5,,
383.964,8.990e+4,8.990e+4,,
383.969,3.535e+4,3.535e+4,,
383.974,1.344e+4,1.344e+4,,
383.979,4.938e+3,4.938e+3,,
383.984,1.754e+3,1.754e+3,,
383.989,6.021e+2,6.021e+2,,
383.994,1.998e+2,1.998e+2,,
383.999,6.410e+1,6.410e+1,,
384.004,1.988e+1,1.988e+1,,
384.009,5.958e+0,5.958e+0,,
384.014,1.726e+0,1.726e+0,,
384.019,4.835e-1,4.835e-1,,
384.024,1.309e-1,1.309e-1,,
384.029,3.426e-2,3.426e-2,,
384.034,8.666e-3,8.666e-3,,
384.039,2.119e-3,2.119e-3,,
384.044,5.008e-4,5.008e-4,,
384.049,1.144e-4,1.144e-4,,
384.054,2.527e-5,2.527e-5,,
384.059,5.395e-6,5.395e-6,,
388.786,2.661e-8,2.661e-8,,
388.791,1.212e-7,1.212e-7,,
388.796,5.344e-7,5.344e-7,,
388.801,2.279e-6,2.279e-6,,
388.806,9.404e-6,9.404e-6,,
388.811,3.754e-5,3.754e-5,,
388.816,1.450e-4,1.450e-4,,
388.821,5.419e-4,5.419e-4,,
388.826,1.959e-3,1.959e-3,,
388.831,6.853e-3,6.853e-3,,
388.836,2.319e-2,2.319e-2,,
388.841,7.594e-2,7.594e-2,,
388.846,2.406e-1,2.406e-1,,
388.851,7.374e-1,7.374e-1,,
388.856,2.187e+0,2.187e+0,,
388.861,6.273e+0,6.273e+0,,
388.866,1.741e+1,1.741e+1,,
388.871,4.676e+1,4.676e+1,,
388.876,1.215e+2,1.215e+2,,
388.881,3.054e+2,3.054e+2,,
388.886,7.428e+2,7.428e+2,,
388.891,1.748e+3,1.748e+3,,
388.896,3.979e+3,3.979e+3,,
388.901,8.765e+3,8.765e+3,,
388.906,1.868e+4,1.868e+4,,
388.911,3.851e+4,3.851e+4,,
388.916,7.682e+4,7.682e+4,,
388.921,1.483e+5,1.483e+5,,
388.926,2.768e+5,2.768e+5,,
388.931,5.001e+5,5.001e+5,,
388.936,8.740e+5,8.740e+5,,
388.941,1.478e+6,1.478e+6,,
388.946,2.418e+6,2.418e+6,,
388.951,3.828e+6,3.828e+6,,
388.956,5.862e+6,5.862e+6,,
388.961,8.685e+6,8.685e+6,,
388.966,1.245e+7,1.245e+7,,
388.971,1.727e+7,1.727e+7,,
388.976,2.317e+7,2.317e+7,,
388.981,3.008e+7,3.008e+7,,
388.986,3.778e+7,3.778e+7,,
388.991,4.592e+7,4.592e+7,,
388.996,5.398e+7,5.398e+7,,
389.001,6.141e+7,6.141e+7,,
389.006,6.758e+7,6.758e+7,,
389.011,7.196e+7,7.196e+7,,
389.016,7.413e+7,7.413e+7,,
389.021,7.389e+7,7.389e+7,,
389.026,7.125e+7,7.125e+7,,
389.031,6.648e+7,6.648e+7,,
389.036,6.000e+7,6.000e+7,,
389.041,5.240e+7,5.240e+7,,
389.046,4.428e+7,4.428e+7,,
389.051,3.620e+7,3.620e+7,,
389.056,2.863e+7,2.863e+7,,
389.061,2.191e+7,2.191e+7,,
389.066,1.622e+7,1.622e+7,,
389.071,1.163e+7,1.163e+7,,
389.076,8.077e+6,8.077e+6,,
389.081,5.454e+6,5.454e+6,,
389.086,3.616e+6,3.616e+6,,
389.091,2.424e+6,2.424e+6,,
389.096,1.766e+6,1.766e+6,,
389.101,1.579e+6,1.579e+6,,
389.106,1.862e+6,1.862e+6,,
389.111,2.687e+6,2.687e+6,,
389.116,4.204e+6,4.204e+6,,
389.121,6.642e+6,6.642e+6,,
389.126,1.030e+7,1.030e+7,,
389.131,1.553e+7,1.553e+7,,
389.136,2.268e+7,2.268e+7,,
389.141,3.207e+7,3.207e+7,,
389.146,4.388e+7,4.388e+7,,
389.151,5.809e+7,5.809e+7,,
389.156,7.440e+7,7.440e+7,,
389.161,9.221e+7,9.221e+7,,
389.166,1.106e+8,1.106e+8,,
389.171,1.283e+8,1.283e+8,,
389.176,1.440e+8,1.440e+8,,
389.181,1.564e+8,1.564e+8,,
389.186,1.643e+8,1.643e+8,,
389.191,1.670e+8,1.670e+8,,
389.196,1.643e+8,1.643e+8,,
389.201,1.564e+8,1.564e+8,,
389.206,1.440e+8,1.440e+8,,
389.211,1.283e+8,1.283e+8,,
389.216,1.106e+8,1.106e+8,,
389.221,9.223e+7,9.223e+7,,
389.226,7.445e+7,7.445e+7,,
389.231,5.817e+7,5.817e+7,,
389.236,4.404e+7,4.404e+7,,
389.241,3.236e+7,3.236e+7,,
389.246,2.320e+7,2.320e+7,,
389.251,1.642e+7,1.642e+7,,
389.256,1.177e+7,1.177e+7,,
389.261,8.978e+6,8.978e+6,,
389.266,7.800e+6,7.800e+6,,
389.271,8.034e+6,8.034e+6,,
389.276,9.533e+6,9.533e+6,,
389.281,1.220e+7,1.220e+7,,
389.286,1.593e+7,1.593e+7,,
389.291,2.060e+7,2.060e+7,,
389.296,2.604e+7,2.604e+7,,
389.301,3.196e+7,3.196e+7,,
389.306,3.803e+7,3.803e+7,,
389.311,4.381e+7,4.381e+7,,
389.316,4.884e+7,4.884e+7,,
389.321,5.268e+7,5.268e+7,,
389.326,5.499e+7,5.499e+7,,
389.331,5.554e+7,5.554e+7,,
389.336,5.427e+7,5.427e+7,,
389.341,5.131e+7,5.131e+7,,
389.346,4.694e+7,4.694e+7,,
389.351,4.154e+7,4.154e+7,,
389.356,3.558e+7,3.558e+7,,
389.361,2.948e+7,2.948e+7,,
389.366,2.363e+7,2.363e+7,,
389.371,1.833e+7,1.833e+7,,
389.376,1.376e+7,1.376e+7,,
389.381,9.992e+6,9.992e+6,,
389.386,7.020e+6,7.020e+6,,
389.391,4.772e+6,4.772e+6,,
389.396,3.139e+6,3.139e+6,,
389.401,1.998e+6,1.998e+6,,
389.406,1.230e+6,1.230e+6,,
389.411,7.331e+5,7.331e+5,,
389.416,4.231e+5,4.231e+5,,
389.421,2.372e+5,2.372e+5,,
389.426,1.310e+5,1.310e+5,,
389.431,7.524e+4,7.524e+4,,
389.436,5.351e+4,5.351e+4,,
389.441,6.000e+4,6.000e+4,,
389.446,9.986e+4,9.986e+4,,
389.451,1.918e+5,1.918e+5,,
389.456,3.740e+5,3.740e+5,,
389.461,7.134e+5,7.134e+5,,
389.466,1.320e+6,1.320e+6,,
389.471,2.365e+6,2.365e+6,,
389.476,4.099e+6,4.099e+6,,
389.481,6.877e+6,6.877e+6,,
389.486,1.116e+7,1.116e+7,,
389.491,1.753e+7,1.753e+7,,
389.496,2.664e+7,2.664e+7,,
389.501,3.916e+7,3.916e+7,,
389.506,5.572e+7,5.572e+7,,
389.511,7.670e+7,7.670e+7,,
389.516,1.022e+8,1.022e+8,,
389.521,1.317e+8,1.317e+8,,
389.526,1.642e+8,1.642e+8,,
389.531,1.981e+8,1.981e+8,,
389.536,2.313e+8,2.313e+8,,
389.541,2.613e+8,2.613e+8,,
389.546,2.856e+8,2.856e+8,,
389.551,3.020e+8,3.020e+8,,
389.556,3.091e+8,3.091e+8,,
389.561,3.060e+8,3.060e+8,,
389.566,2.932e+8,2.932e+8,,
389.571,2.718e+8,2.718e+8,,
389.576,2.438e+8,2.438e+8,,
389.581,2.116e+8,2.116e+8,,
389.586,1.777e+8,1.777e+8,,
389.591,1.444e+8,1.444e+8,,
389.596,1.135e+8,1.135e+8,,
389.601,8.636e+7,8.636e+7,,
389.606,6.357e+7,6.357e+7,,
389.611,4.527e+7,4.527e+7,,
389.616,3.120e+7,3.120e+7,,
389.621,2.080e+7,2.080e+7,,
389.626,1.342e+7,1.342e+7,,
389.631,8.380e+6,8.380e+6,,
389.636,5.062e+6,5.062e+6,,
389.641,2.958e+6,2.958e+6,,
389.646,1.673e+6,1.673e+6,,
389.651,9.155e+5,9.155e+5,,
389.656,4.847e+5,4.847e+5,,
389.661,2.484e+5,2.484e+5,,
389.666,1.232e+5,1.232e+5,,
389.671,5.938e+4,5.938e+4,,
389.676,2.822e+4,2.822e+4,,
389.681,1.420e+4,1.420e+4,,
389.686,9.583e+3,9.583e+3,,
389.691,1.143e+4,1.143e+4,,
389.696,2.017e+4,2.017e+4,,
389.701,3.942e+4,3.942e+4,,
389.706,7.682e+4,7.682e+4,,
389.711,1.457e+5,1.457e+5,,
389.716,2.678e+5,2.678e+5,,
389.721,4.763e+5,4.763e+5,,
389.726,8.197e+5,8.197e+5,,
389.731,1.365e+6,1.365e+6,,
389.736,2.200e+6,2.200e+6,,
389.741,3.430e+6,3.430e+6,,
389.746,5.175e+6,5.175e+6,,
389.751,7.556e+6,7.556e+6,,
389.756,1.067e+7,1.067e+7,,
389.761,1.459e+7,1.459e+7,,
389.766,1.930e+7,1.930e+7,,
389.771,2.470e+7,2.470e+7,,
389.776,3.059e+7,3.059e+7,,
389.781,3.666e+7,3.666e+7,,
389.786,4.251e+7,4.251e+7,,
389.791,4.770e+7,4.770e+7,,
389.796,5.179e+7,5.179e+7,,
389.801,5.441e+7,5.441e+7,,
389.806,5.532e+7,5.532e+7,,
389.811,5.441e+7,5.441e+7,,
389.816,5.179e+7,5.179e+7,,
389.821,4.770e+7,4.770e+7,,
389.826,4.251e+7,4.251e+7,,
389.831,3.666e+7,3.666e+7,,
389.836,3.059e+7,3.059e+7,,
389.841,2.470e+7,2.470e+7,,
389.846,1.930e+7,1.930e+7,,
389.851,1.459e+7,1.459e+7,,
389.856,1.067e+7,1.067e+7,,
389.861,7.556e+6,7.556e+6,,
389.866,5.175e+6,5.175e+6,,
389.871,3.430e+6,3.430e+6,,
389.876,2.200e+6,2.200e+6,,
389.881,1.365e+6,1.365e+6,,
389.886,8.197e+5,8.197e+5,,
389.891,4.763e+5,4.763e+5,,
389.896,2.678e+5,2.678e+5,,
389.901,1.457e+5,1.457e+5,,
389.906,7.668e+4,7.668e+4,,
389.911,3.906e+4,3.906e+4,,
389.916,1.925e+4,1.925e+4,,
389.921,9.182e+3,9.182e+3,,
389.926,4.237e+3,4.237e+3,,
389.931,1.892e+3,1.892e+3,,
389.936,8.176e+2,8.176e+2,,
389.941,3.419e+2,3.419e+2,,
389.946,1.383e+2,1.383e+2,,
389.951,5.415e+1,5.415e+1,,
389.956,2.051e+1,2.051e+1,,
389.961,7.518e+0,7.518e+0,,
389.966,2.667e+0,2.667e+0,,
389.971,9.152e-1,9.152e-1,,
389.976,3.039e-1,3.039e-1,,
389.981,9.766e-2,9.766e-2,,
389.986,3.037e-2,3.037e-2,,
389.991,9.137e-3,9.137e-3,,
389.996,2.660e-3,2.660e-3,,
390.001,7.493e-4,7.493e-4,,
390.006,2.043e-4,2.043e-4,,
390.011,5.388e-5,5.388e-5,,
390.016,1.375e-5,1.375e-5,,
390.021,3.396e-6,3.396e-6,,
390.026,8.116e-7,8.116e-7,,
390.031,1.877e-7,1.877e-7,,
390.036,4.199e-8,4.199e-8,,
390.041,9.092e-9,9.092e-9,,
393.602,1.218e-8,1.218e-8,,
393.607,5.561e-8,5.561e-8,,
393.612,2.458e-7,2.458e-7,,
393.617,1.052e-6,1.052e-6,,
393.622,4.358e-6,4.358e-6,,
393.627,1.748e-5,1.748e-5,,
393.632,6.792e-5,6.792e-5,,
393.638,3.317e-4,3.317e-4,,
393.643,1.201e-3,1.201e-3,,
393.648,4.207e-3,4.207e-3,,
393.653,1.427e-2,1.427e-2,,
393.658,4.690e-2,4.690e-2,,
393.663,1.492e-1,1.492e-1,,
393.668,4.595e-1,4.595e-1,,
393.673,1.371e+0,1.371e+0,,
393.678,3.958e+0,3.958e+0,,
393.683,1.107e+1,1.107e+1,,
393.688,2.997e+1,2.997e+1,,
393.693,7.857e+1,7.857e+1,,
393.698,1.994e+2,1.994e+2,,
393.703,4.902e+2,4.902e+2,,
393.708,1.167e+3,1.167e+3,,
393.713,2.689e+3,2.689e+3,,
393.718,6.000e+3,6.000e+3,,
393.723,1.297e+4,1.297e+4,,
393.728,2.712e+4,2.712e+4,,
393.733,5.495e+4,5.495e+4,,
393.738,1.078e+5,1.078e+5,,
393.743,2.047e+5,2.047e+5,,
393.748,3.765e+5,3.765e+5,,
393.753,6.704e+5,6.704e+5,,
393.758,1.156e+6,1.156e+6,,
393.763,1.930e+6,1.930e+6,,
393.768,3.120e+6,3.120e+6,,
393.773,4.883e+6,4.883e+6,,
393.778,7.401e+6,7.401e+6,,
393.783,1.086e+7,1.086e+7,,
393.788,1.543e+7,1.543e+7,,
393.793,2.124e+7,2.124e+7,,
393.798,2.829e+7,2.829e+7,,
393.803,3.650e+7,3.650e+7,,
393.808,4.559e+7,4.559e+7,,
393.813,5.514e+7,5.514e+7,,
393.818,6.457e+7,6.457e+7,,
393.823,7.322e+7,7.322e+7,,
393.828,8.040e+7,8.040e+7,,
393.833,8.548e+7,8.548e+7,,
393.838,8.799e+7,8.799e+7,,
393.843,8.771e+7,8.771e+7,,
393.848,8.466e+7,8.466e+7,,
393.853,7.911e+7,7.911e+7,,
393.858,7.159e+7,7.159e+7,,
393.863,6.273e+7,6.273e+7,,
393.868,5.322e+7,5.322e+7,,
393.873,4.372e+7,4.372e+7,,
393.878,3.478e+7,3.478e+7,,
393.883,2.678e+7,2.678e+7,,
393.888,1.997e+7,1.997e+7,,
393.893,1.442e+7,1.442e+7,,
393.898,1.009e+7,1.009e+7,,
393.903,6.828e+6,6.828e+6,,
393.908,4.476e+6,4.476e+6,,
393.913,2.841e+6,2.841e+6,,
393.918,1.746e+6,1.746e+6,,
393.923,1.039e+6,1.039e+6,,
393.928,5.989e+5,5.989e+5,,
393.933,3.341e+5,3.341e+5,,
393.938,1.805e+5,1.805e+5,,
393.943,9.444e+4,9.444e+4,,
393.948,4.784e+4,4.784e+4,,
393.953,2.346e+4,2.346e+4,,
393.958,1.114e+4,1.114e+4,,
393.963,5.124e+3,5.124e+3,,
393.968,2.281e+3,2.281e+3,,
393.973,9.836e+2,9.836e+2,,
393.978,4.106e+2,4.106e+2,,
393.983,1.660e+2,1.660e+2,,
393.988,6.496e+1,6.496e+1,,
393.993,2.462e+1,2.462e+1,,
393.998,9.034e+0,9.034e+0,,
394.003,3.210e+0,3.210e+0,,
394.008,1.104e+0,1.104e+0,,
394.013,3.679e-1,3.679e-1,,
394.018,1.187e-1,1.187e-1,,
394.023,3.706e-2,3.706e-2,,
394.028,1.121e-2,1.121e-2,,
394.033,3.282e-3,3.282e-3,,
394.038,9.307e-4,9.307e-4,,
394.043,2.555e-4,2.555e-4,,
394.048,6.792e-5,6.792e-5,,
394.053,1.748e-5,1.748e-5,,
394.058,4.358e-6,4.358e-6,,
394.063,1.052e-6,1.052e-6,,
394.068,2.458e-7,2.458e-7,,
394.073,5.561e-8,5.561e-8,,
394.078,1.218e-8,1.218e-8,,
398.434,1.610e-8,1.610e-8,,
398.439,7.219e-8,7.219e-8,,
398.444,3.137e-7,3.137e-7,,
398.449,1.321e-6,1.321e-6,,
398.454,5.389e-6,5.389e-6,,
398.459,2.131e-5,2.131e-5,,
398.464,8.165e-5,8.165e-5,,
398.469,3.031e-4,3.031e-4,,
398.474,1.091e-3,1.091e-3,,
398.479,3.803e-3,3.803e-3,,
398.484,1.285e-2,1.285e-2,,
398.489,4.206e-2,4.206e-2,,
398.494,1.334e-1,1.334e-1,,
398.499,4.102e-1,4.102e-1,,
398.504,1.222e+0,1.222e+0,,
398.509,3.527e+0,3.527e+0,,
398.514,9.868e+0,9.868e+0,,
398.519,2.675e+1,2.675e+1,,
398.524,7.026e+1,7.026e+1,,
398.529,1.788e+2,1.788e+2,,
398.534,4.412e+2,4.412e+2,,
398.539,1.054e+3,1.054e+3,,
398.544,2.442e+3,2.442e+3,,
398.549,5.482e+3,5.482e+3,,
398.554,1.192e+4,1.192e+4,,
398.559,2.513e+4,2.513e+4,,
398.564,5.132e+4,5.132e+4,,
398.569,1.016e+5,1.016e+5,,
398.574,1.948e+5,1.948e+5,,
398.579,3.620e+5,3.620e+5,,
398.584,6.519e+5,6.519e+5,,
398.589,1.138e+6,1.138e+6,,
398.594,1.924e+6,1.924e+6,,
398.599,3.152e+6,3.152e+6,,
398.604,5.006e+6,5.006e+6,,
398.609,7.703e+6,7.703e+6,,
398.614,1.149e+7,1.149e+7,,
398.619,1.660e+7,1.660e+7,,
398.624,2.324e+7,2.324e+7,,
398.629,3.153e+7,3.153e+7,,
398.634,4.145e+7,4.145e+7,,
398.639,5.282e+7,5.282e+7,,
398.644,6.521e+7,6.521e+7,,
398.649,7.802e+7,7.802e+7,,
398.654,9.045e+7,9.045e+7,,
398.659,1.016e+8,1.016e+8,,
398.664,1.106e+8,1.106e+8,,
398.669,1.167e+8,1.167e+8,,
398.674,1.193e+8,1.193e+8,,
398.679,1.182e+8,1.182e+8,,
398.684,1.134e+8,1.134e+8,,
398.689,1.055e+8,1.055e+8,,
398.694,9.512e+7,9.512e+7,,
398.699,8.308e+7,8.308e+7,,
398.704,7.032e+7,7.032e+7,,
398.709,5.768e+7,5.768e+7,,
398.714,4.584e+7,4.584e+7,,
398.719,3.531e+7,3.531e+7,,
398.724,2.635e+7,2.635e+7,,
398.729,1.906e+7,1.906e+7,,
398.734,1.336e+7,1.336e+7,,
398.739,9.072e+6,9.072e+6,,
398.744,5.970e+6,5.970e+6,,
398.749,3.807e+6,3.807e+6,,
398.754,2.353e+6,2.353e+6,,
398.759,1.409e+6,1.409e+6,,
398.764,8.176e+5,8.176e+5,,
398.769,4.598e+5,4.598e+5,,
398.774,2.505e+5,2.505e+5,,
398.779,1.323e+5,1.323e+5,,
398.784,6.769e+4,6.769e+4,,
398.789,3.356e+4,3.356e+4,,
398.794,1.613e+4,1.613e+4,,
398.799,7.508e+3,7.508e+3,,
398.804,3.388e+3,3.388e+3,,
398.809,1.481e+3,1.481e+3,,
398.814,6.275e+2,6.275e+2,,
398.819,2.576e+2,2.576e+2,,
398.824,1.025e+2,1.025e+2,,
398.829,3.951e+1,3.951e+1,,
398.834,1.476e+1,1.476e+1,,
398.839,5.343e+0,5.343e+0,,
398.844,1.874e+0,1.874e+0,,
398.849,6.372e-1,6.372e-1,,
398.854,2.099e-1,2.099e-1,,
398.859,6.700e-2,6.700e-2,,
398.864,2.072e-2,2.072e-2,,
398.869,6.212e-3,6.212e-3,,
398.874,1.804e-3,1.804e-3,,
398.879,5.078e-4,5.078e-4,,
398.884,1.385e-4,1.385e-4,,
398.889,3.661e-5,3.661e-5,,
398.894,9.375e-6,9.375e-6,,
398.899,2.327e-6,2.327e-6,,
398.904,5.596e-7,5.596e-7,,
398.909,1.304e-7,1.304e-7,,
398.914,2.945e-8,2.945e-8,,
405.506,2.490e-8,2.490e-8,,
405.511,1.086e-7,1.086e-7,,
405.516,4.596e-7,4.596e-7,,
405.521,1.887e-6,1.887e-6,,
405.526,7.513e-6,7.513e-6,,
405.531,2.902e-5,2.902e-5,,
405.536,1.088e-4,1.088e-4,,
405.541,3.954e-4,3.954e-4,,
405.546,1.395e-3,1.395e-3,,
405.551,4.771e-3,4.771e-3,,
405.556,1.584e-2,1.584e-2,,
405.561,5.098e-2,5.098e-2,,
405.566,1.592e-1,1.592e-1,,
405.571,4.825e-1,4.825e-1,,
405.576,1.418e+0,1.418e+0,,
405.581,4.044e+0,4.044e+0,,
405.586,1.118e+1,1.118e+1,,
405.591,3.001e+1,3.001e+1,,
405.596,7.812e+1,7.812e+1,,
405.601,1.973e+2,1.973e+2,,
405.606,4.832e+2,4.832e+2,,
405.611,1.148e+3,1.148e+3,,
405.616,2.647e+3,2.647e+3,,
405.621,5.920e+3,5.920e+3,,
405.626,1.284e+4,1.284e+4,,
405.631,2.703e+4,2.703e+4,,
405.636,5.518e+4,5.518e+4,,
405.641,1.093e+5,1.093e+5,,
405.646,2.099e+5,2.099e+5,,
405.651,3.913e+5,3.913e+5,,
405.656,7.074e+5,7.074e+5,,
405.661,1.241e+6,1.241e+6,,
405.666,2.111e+6,2.111e+6,,
405.671,3.485e+6,3.485e+6,,
405.676,5.579e+6,5.579e+6,,
405.681,8.666e+6,8.666e+6,,
405.686,1.306e+7,1.306e+7,,
405.691,1.909e+7,1.909e+7,,
405.696,2.707e+7,2.707e+7,,
405.701,3.723e+7,3.723e+7,,
405.706,4.969e+7,4.969e+7,,
405.711,6.432e+7,6.432e+7,,
405.716,8.078e+7,8.078e+7,,
405.721,9.840e+7,9.840e+7,,
405.726,1.163e+8,1.163e+8,,
405.731,1.333e+8,1.333e+8,,
405.736,1.483e+8,1.483e+8,,
405.741,1.600e+8,1.600e+8,,
405.746,1.674e+8,1.674e+8,,
405.751,1.700e+8,1.700e+8,,
405.756,1.674e+8,1.674e+8,,
405.761,1.600e+8,1.600e+8,,
405.766,1.483e+8,1.483e+8,,
405.771,1.333e+8,1.333e+8,,
405.776,1.163e+8,1.163e+8,,
405.781,9.840e+7,9.840e+7,,
405.786,8.078e+7,8.078e+7,,
405.791,6.432e+7,6.432e+7,,
405.796,4.969e+7,4.969e+7,,
405.801,3.723e+7,3.723e+7,,
405.806,2.707e+7,2.707e+7,,
405.811,1.909e+7,1.909e+7,,
405.816,1.306e+7,1.306e+7,,
405.821,8.666e+6,8.666e+6,,
405.826,5.579e+6,5.579e+6,,
405.831,3.485e+6,3.485e+6,,
405.836,2.111e+6,2.111e+6,,
405.841,1.241e+6,1.241e+6,,
405.846,7.074e+5,7.074e+5,,
405.851,3.913e+5,3.913e+5,,
405.856,2.099e+5,2.099e+5,,
405.861,1.093e+5,1.093e+5,,
405.866,5.518e+4,5.518e+4,,
405.871,2.703e+4,2.703e+4,,
405.876,1.284e+4,1.284e+4,,
405.881,5.920e+3,5.920e+3,,
405.886,2.647e+3,2.647e+3,,
405.891,1.148e+3,1.148e+3,,
405.896,4.832e+2,4.832e+2,,
405.901,1.973e+2,1.973e+2,,
405.906,7.812e+1,7.812e+1,,
405.911,3.001e+1,3.001e+1,,
405.916,1.118e+1,1.118e+1,,
405.921,4.044e+0,4.044e+0,,
405.926,1.418e+0,1.418e+0,,
405.931,4.825e-1,4.825e-1,,
405.936,1.592e-1,1.592e-1,,
405.941,5.098e-2,5.098e-2,,
405.946,1.584e-2,1.584e-2,,
405.951,4.771e-3,4.771e-3,,
405.956,1.395e-3,1.395e-3,,
405.961,3.954e-4,3.954e-4,,
405.966,1.088e-4,1.088e-4,,
405.971,2.902e-5,2.902e-5,,
405.976,7.513e-6,7.513e-6,,
405.981,1.887e-6,1.887e-6,,
405.987,3.452e-7,3.452e-7,,
405.992,8.109e-8,8.109e-8,,
416.475,3.107e-8,3.107e-8,,
416.48,1.307e-7,1.307e-7,,
416.485,5.342e-7,5.342e-7,,
416.49,2.122e-6,2.122e-6,,
416.495,8.187e-6,8.187e-6,,
416.5,3.069e-5,3.069e-5,,
416.505,1.118e-4,1.118e-4,,
416.51,3.957e-4,3.957e-4,,
416.515,1.361e-3,1.361e-3,,
416.52,4.547e-3,4.547e-3,,
416.525,1.476e-2,1.476e-2,,
416.53,4.657e-2,4.657e-2,,
416.535,1.427e-1,1.427e-1,,
416.54,4.250e-1,4.250e-1,,
416.545,1.230e+0,1.230e+0,,
416.55,3.457e+0,3.457e+0,,
416.555,9.442e+0,9.442e+0,,
416.56,2.506e+1,2.506e+1,,
416.565,6.462e+1,6.462e+1,,
416.57,1.619e+2,1.619e+2,,
416.575,3.941e+2,3.941e+2,,
416.58,9.321e+2,9.321e+2,,
416.585,2.142e+3,2.142e+3,,
416.59,4.783e+3,4.783e+3,,
416.595,1.038e+4,1.038e+4,,
416.6,2.187e+4,2.187e+4,,
416.605,4.480e+4,4.480e+4,,
416.61,8.915e+4,8.915e+4,,
416.615,1.724e+5,1.724e+5,,
416.62,3.238e+5,3.238e+5,,
416.625,5.911e+5,5.911e+5,,
416.63,1.048e+6,1.048e+6,,
416.635,1.806e+6,1.806e+6,,
416.64,3.024e+6,3.024e+6,,
416.645,4.920e+6,4.920e+6,,
416.65,7.776e+6,7.776e+6,,
416.655,1.194e+7,1.194e+7,,
416.66,1.782e+7,1.782e+7,,
416.665,2.583e+7,2.583e+7,,
416.67,3.639e+7,3.639e+7,,
416.675,4.980e+7,4.980e+7,,
416.68,6.623e+7,6.623e+7,,
416.685,8.557e+7,8.557e+7,,
416.69,1.074e+8,1.074e+8,,
416.695,1.310e+8,1.310e+8,,
416.7,1.553e+8,1.553e+8,,
416.705,1.788e+8,1.788e+8,,
416.71,2.001e+8,2.001e+8,,
416.715,2.175e+8,2.175e+8,,
416.72,2.297e+8,2.297e+8,,
416.725,2.358e+8,2.358e+8,,
416.73,2.351e+8,2.351e+8,,
416.735,2.278e+8,2.278e+8,,
416.74,2.144e+8,2.144e+8,,
416.745,1.961e+8,1.961e+8,,
416.75,1.743e+8,1.743e+8,,
416.755,1.505e+8,1.505e+8,,
416.76,1.262e+8,1.262e+8,,
416.765,1.029e+8,1.029e+8,,
416.77,8.148e+7,8.148e+7,,
416.775,6.270e+7,6.270e+7,,
416.78,4.688e+7,4.688e+7,,
416.785,3.406e+7,3.406e+7,,
416.79,2.404e+7,2.404e+7,,
416.795,1.649e+7,1.649e+7,,
416.8,1.098e+7,1.098e+7,,
416.805,7.112e+6,7.112e+6,,
416.81,4.474e+6,4.474e+6,,
416.815,2.734e+6,2.734e+6,,
416.82,1.624e+6,1.624e+6,,
416.825,9.369e+5,9.369e+5,,
416.83,5.252e+5,5.252e+5,,
416.835,2.861e+5,2.861e+5,,
416.84,1.514e+5,1.514e+5,,
416.845,7.786e+4,7.786e+4,,
416.85,3.890e+4,3.890e+4,,
416.855,1.889e+4,1.889e+4,,
416.86,8.908e+3,8.908e+3,,
416.865,4.082e+3,4.082e+3,,
416.87,1.818e+3,1.818e+3,,
416.875,7.865e+2,7.865e+2,,
416.88,3.306e+2,3.306e+2,,
416.885,1.350e+2,1.350e+2,,
416.89,5.359e+1,5.359e+1,,
416.895,2.066e+1,2.066e+1,,
416.9,7.741e+0,7.741e+0,,
416.905,2.818e+0,2.818e+0,,
416.91,9.966e-1,9.966e-1,,
416.915,3.425e-1,3.425e-1,,
416.92,1.143e-1,1.143e-1,,
416.925,3.709e-2,3.709e-2,,
416.93,1.169e-2,1.169e-2,,
416.935,3.581e-3,3.581e-3,,
416.94,1.065e-3,1.065e-3,,
416.945,3.080e-4,3.080e-4,,
416.95,8.653e-5,8.653e-5,,
416.955,2.362e-5,2.362e-5,,
416.96,6.264e-6,6.264e-6,,
416.965,1.614e-6,1.614e-6,,
416.97,4.040e-7,4.040e-7,,
416.975,9.828e-8,9.828e-8,,
416.98,2.323e-8,2.323e-8,,
434.931,1.033e-7,1.033e-7,,
