Wavelength (nm),Sum,Mg I (3.8e-02),Mg II (9.5e-01),Mg III (8.2e-03)
280.326,4.332e+10,,4.332e+10,
280.331,2.083e+10,,2.083e+10,
280.336,9.402e+9,,9.402e+9,
280.341,3.981e+9,,3.981e+9,
280.346,1.582e+9,,1.582e+9,
280.351,5.898e+8,,5.898e+8,
280.356,2.063e+8,,2.063e+8,
280.361,6.773e+7,,6.773e+7,
280.366,2.086e+7,,2.086e+7,
280.371,6.030e+6,,6.030e+6,
280.376,1.635e+6,,1.635e+6,
280.381,4.162e+5,,4.162e+5,
280.386,9.938e+4,,9.938e+4,
280.391,2.227e+4,,2.227e+4,
280.396,4.682e+3,,4.682e+3,
280.401,9.236e+2,,9.236e+2,
280.406,1.710e+2,,1.710e+2,
280.411,2.970e+1,,2.970e+1,
280.416,4.840e+0,,4.840e+0,
280.421,7.402e-1,,7.402e-1,
280.426,1.062e-1,,1.062e-1,
280.431,1.430e-2,,1.430e-2,
280.436,1.807e-3,,1.807e-3,
280.441,2.143e-4,,2.143e-4,
280.806,9.002e-8,9.002e-8,,
280.811,7.512e-7,7.512e-7,,
280.816,5.884e-6,5.884e-6,,
280.821,4.326e-5,4.326e-5,,
280.826,2.985e-4,2.985e-4,,
280.831,1.934e-3,1.934e-3,,
280.836,1.176e-2,1.176e-2,,
280.841,6.710e-2,6.710e-2,,
280.846,3.594e-1,3.594e-1,,
280.851,1.807e+0,1.807e+0,,
280.856,8.528e+0,8.528e+0,,
280.861,3.778e+1,3.778e+1,,
280.866,1.571e+2,1.571e+2,,
280.871,6.130e+2,6.130e+2,,
280.876,2.246e+3,2.246e+3,,
280.881,7.721e+3,7.721e+3,,
280.886,2.492e+4,2.492e+4,,
280.891,7.549e+4,7.549e+4,,
280.896,2.146e+5,2.146e+5,,
280.901,5.729e+5,5.729e+5,,
280.906,1.435e+6,1.435e+6,,
280.911,3.374e+6,3.374e+6,,
280.916,7.448e+6,7.448e+6,,
280.921,1.543e+7,1.543e+7,,
280.926,3.000e+7,3.000e+7,,
280.931,5.476e+7,5.476e+7,,
280.936,9.381e+7,9.381e+7,,
280.941,1.508e+8,1.508e+8,,
280.946,2.277e+8,2.277e+8,,
280.951,3.225e+8,3.225e+8,,
280.956,4.289e+8,4.289e+8,,
280.961,5.353e+8,5.353e+8,,
280.966,6.272e+8,6.272e+8,,
280.971,6.897e+8,6.897e+8,,
280.976,7.119e+8,7.119e+8,,
280.981,6.897e+8,6.897e+8,,
280.986,6.272e+8,6.272e+8,,
280.991,5.353e+8,5.353e+8,,
280.996,4.289e+8,4.289e+8,,
281.001,3.225e+8,3.225e+8,,
281.006,2.277e+8,2.277e+8,,
281.011,1.509e+8,1.509e+8,,
281.016,9.383e+7,9.383e+7,,
281.021,5.483e+7,5.483e+7,,
281.026,3.019e+7,3.019e+7,,
281.031,1.593e+7,1.593e+7,,
281.036,8.681e+6,8.681e+6,,
281.041,6.236e+6,6.236e+6,,
281.046,7.666e+6,7.666e+6,,
281.051,1.331e+7,1.331e+7,,
281.056,2.465e+7,2.465e+7,,
281.061,4.410e+7,4.410e+7,,
281.066,7.445e+7,7.445e+7,,
281.071,1.181e+8,1.181e+8,,
281.076,1.760e+8,1.760e+8,,
281.081,2.461e+8,2.461e+8,,
281.086,3.231e+8,3.231e+8,,
281.091,3.981e+8,3.981e+8,,
281.096,4.605e+8,4.605e+8,,
281.101,5.001e+8,5.001e+8,,
281.106,5.099e+8,5.099e+8,,
281.111,4.885e+8,4.885e+8,,
281.116,4.401e+8,4.401e+8,,
281.121,3.740e+8,3.740e+8,,
281.126,3.019e+8,3.019e+8,,
281.131,2.355e+8,2.355e+8,,
281.136,1.840e+8,1.840e+8,,
281.141,1.530e+8,1.530e+8,,
281.146,1.444e+8,1.444e+8,,
281.151,1.566e+8,1.566e+8,,
281.156,1.846e+8,1.846e+8,,
281.161,2.216e+8,2.216e+8,,
281.166,2.592e+8,2.592e+8,,
281.171,2.892e+8,2.892e+8,,
281.176,3.048e+8,3.048e+8,,
281.181,3.024e+8,3.024e+8,,
281.186,2.819e+8,2.819e+8,,
281.191,2.468e+8,2.468e+8,,
281.196,2.028e+8,2.028e+8,,
281.201,1.565e+8,1.565e+8,,
281.206,1.133e+8,1.133e+8,,
281.211,7.706e+7,7.706e+7,,
281.216,4.918e+7,4.918e+7,,
281.221,2.947e+7,2.947e+7,,
281.226,1.657e+7,1.657e+7,,
281.231,8.750e+6,8.750e+6,,
281.236,4.336e+6,4.336e+6,,
281.241,2.017e+6,2.017e+6,,
281.246,8.810e+5,8.810e+5,,
281.251,3.612e+5,3.612e+5,,
281.256,1.390e+5,1.390e+5,,
281.261,5.021e+4,5.021e+4,,
281.266,1.703e+4,1.703e+4,,
281.271,5.420e+3,5.420e+3,,
281.276,1.620e+3,1.620e+3,,
281.281,4.543e+2,4.543e+2,,
281.286,1.196e+2,1.196e+2,,
281.291,2.957e+1,2.957e+1,,
281.296,6.861e+0,6.861e+0,,
281.301,1.494e+0,1.494e+0,,
281.306,3.055e-1,3.055e-1,,
281.311,5.864e-2,5.864e-2,,
281.316,1.056e-2,1.056e-2,,
281.321,1.787e-3,1.787e-3,,
281.326,2.837e-4,2.837e-4,,
281.331,4.228e-5,4.228e-5,,
281.336,5.915e-6,5.915e-6,,
281.341,7.767e-7,7.767e-7,,
281.346,9.575e-8,9.575e-8,,
284.502,1.213e-7,1.213e-7,,
284.507,9.580e-7,9.580e-7,,
284.512,7.116e-6,7.116e-6,,
284.517,4.969e-5,4.969e-5,,
284.522,3.262e-4,3.262e-4,,
284.527,2.014e-3,2.014e-3,,
284.532,1.169e-2,1.169e-2,,
284.537,6.377e-2,6.377e-2,,
284.542,3.271e-1,3.271e-1,,
284.547,1.577e+0,1.577e+0,,
284.552,7.152e+0,7.152e+0,,
284.557,3.049e+1,3.049e+1,,
284.562,1.222e+2,1.222e+2,,
284.567,4.604e+2,4.604e+2,,
284.572,1.631e+3,1.631e+3,,
284.577,5.432e+3,5.432e+3,,
284.582,1.701e+4,1.701e+4,,
284.587,5.008e+4,5.008e+4,,
284.592,1.386e+5,1.386e+5,,
284.597,3.607e+5,3.607e+5,,
284.602,8.824e+5,8.824e+5,,
284.607,2.030e+6,2.030e+6,,
284.612,4.389e+6,4.389e+6,,
284.617,8.923e+6,8.923e+6,,
284.622,1.705e+7,1.705e+7,,
284.627,3.065e+7,3.065e+7,,
284.632,5.178e+7,5.178e+7,,
284.637,8.225e+7,8.225e+7,,
284.642,1.228e+8,1.228e+8,,
284.647,1.725e+8,1.725e+8,,
284.652,2.276e+8,2.276e+8,,
284.657,2.825e+8,2.825e+8,,
284.662,3.296e+8,3.296e+8,,
284.667,3.616e+8,3.616e+8,,
284.672,3.729e+8,3.729e+8,,
284.677,3.616e+8,3.616e+8,,
284.682,3.296e+8,3.296e+8,,
284.687,2.825e+8,2.825e+8,,
284.692,2.276e+8,2.276e+8,,
284.697,1.725e+8,1.725e+8,,
284.702,1.228e+8,1.228e+8,,
284.707,8.225e+7,8.225e+7,,
284.712,5.178e+7,5.178e+7,,
284.717,3.065e+7,3.065e+7,,
284.722,1.705e+7,1.705e+7,,
284.727,8.923e+6,8.923e+6,,
284.732,4.391e+6,4.391e+6,,
284.737,2.038e+6,2.038e+6,,
284.742,9.103e+5,9.103e+5,,
284.747,4.456e+5,4.456e+5,,
284.752,3.813e+5,3.813e+5,,
284.757,7.024e+5,7.024e+5,,
284.762,1.665e+6,1.665e+6,,
284.767,3.922e+6,3.922e+6,,
284.772,8.753e+6,8.753e+6,,
284.777,1.838e+7,1.838e+7,,
284.782,3.631e+7,3.631e+7,,
284.787,6.744e+7,6.744e+7,,
284.792,1.178e+8,1.178e+8,,
284.797,1.934e+8,1.934e+8,,
284.802,2.985e+8,2.985e+8,,
284.807,4.333e+8,4.333e+8,,
284.812,5.914e+8,5.914e+8,,
284.817,7.590e+8,7.590e+8,,
284.822,9.159e+8,9.159e+8,,
284.827,1.039e+9,1.039e+9,,
284.832,1.109e+9,1.109e+9,,
284.837,1.112e+9,1.112e+9,,
284.842,1.049e+9,1.049e+9,,
284.847,9.301e+8,9.301e+8,,
284.852,7.755e+8,7.755e+8,,
284.857,6.080e+8,6.080e+8,,
284.862,4.482e+8,4.482e+8,,
284.867,3.107e+8,3.107e+8,,
284.872,2.025e+8,2.025e+8,,
284.877,1.241e+8,1.241e+8,,
284.882,7.149e+7,7.149e+7,,
284.887,3.873e+7,3.873e+7,,
284.892,1.973e+7,1.973e+7,,
284.897,9.449e+6,9.449e+6,,
284.902,4.255e+6,4.255e+6,,
284.907,1.802e+6,1.802e+6,,
284.912,7.174e+5,7.174e+5,,
284.917,2.686e+5,2.686e+5,,
284.922,9.453e+4,9.453e+4,,
284.927,3.129e+4,3.129e+4,,
284.932,9.736e+3,9.736e+3,,
284.937,2.849e+3,2.849e+3,,
284.942,7.837e+2,7.837e+2,,
284.947,2.027e+2,2.027e+2,,
284.952,4.931e+1,4.931e+1,,
284.957,1.128e+1,1.128e+1,,
284.962,2.425e+0,2.425e+0,,
284.967,4.902e-1,4.902e-1,,
284.972,9.319e-2,9.319e-2,,
284.977,1.666e-2,1.666e-2,,
284.982,2.799e-3,2.799e-3,,
284.987,4.424e-4,4.424e-4,,
284.992,6.586e-5,6.586e-5,,
284.997,1.029e-5,1.029e-5,,
285.002,9.731e-6,9.731e-6,,
285.007,6.210e-5,6.210e-5,,
285.012,4.234e-4,4.234e-4,,
285.017,2.721e-3,2.721e-3,,
285.022,1.645e-2,1.645e-2,,
285.027,9.347e-2,9.347e-2,,
285.032,4.996e-1,4.996e-1,,
285.037,2.511e+0,2.511e+0,,
285.042,1.187e+1,1.187e+1,,
285.047,5.275e+1,5.275e+1,,
285.052,2.205e+2,2.205e+2,,
285.057,8.666e+2,8.666e+2,,
285.062,3.203e+3,3.203e+3,,
285.067,1.114e+4,1.114e+4,,
285.072,3.640e+4,3.640e+4,,
285.077,1.119e+5,1.119e+5,,
285.082,3.235e+5,3.235e+5,,
285.087,8.798e+5,8.798e+5,,
285.092,2.250e+6,2.250e+6,,
285.097,5.416e+6,5.416e+6,,
285.102,1.227e+7,1.227e+7,,
285.107,2.617e+7,2.617e+7,,
285.112,5.265e+7,5.265e+7,,
285.117,1.001e+8,1.001e+8,,
285.122,1.805e+8,1.805e+8,,
285.127,3.105e+8,3.105e+8,,
285.132,5.145e+8,5.145e+8,,
285.137,8.329e+8,8.329e+8,,
285.142,1.340e+9,1.340e+9,,
285.147,2.181e+9,2.181e+9,,
285.152,3.623e+9,3.623e+9,,
285.157,6.129e+9,6.129e+9,,
285.162,1.042e+10,1.042e+10,,
285.167,1.747e+10,1.747e+10,,
285.172,2.845e+10,2.845e+10,,
285.177,4.443e+10,4.443e+10,,
285.182,6.602e+10,6.602e+10,,
285.187,9.290e+10,9.290e+10,,
285.192,1.234e+11,1.234e+11,,
285.197,1.545e+11,1.545e+11,,
285.202,1.821e+11,1.821e+11,,
285.207,2.019e+11,2.019e+11,,
285.212,2.107e+11,2.107e+11,,
285.217,2.068e+11,2.068e+11,,
285.222,1.909e+11,1.909e+11,,
285.227,1.657e+11,1.657e+11,,
285.232,1.353e+11,1.353e+11,,
285.237,1.039e+11,1.039e+11,,
285.242,7.498e+10,7.498e+10,,
285.247,5.091e+10,5.091e+10,,
285.252,3.250e+10,3.250e+10,,
285.257,1.951e+10,1.951e+10,,
285.262,1.102e+10,1.102e+10,,
285.267,5.850e+9,5.850e+9,,
285.272,2.921e+9,2.921e+9,,
285.277,1.371e+9,1.371e+9,,
285.282,6.055e+8,6.055e+8,,
285.287,2.514e+8,2.514e+8,,
285.292,9.817e+7,9.817e+7,,
285.297,3.604e+7,3.604e+7,,
285.302,1.245e+7,1.245e+7,,
285.307,4.041e+6,4.041e+6,,
285.312,1.234e+6,1.234e+6,,
285.317,3.544e+5,3.544e+5,,
285.322,9.569e+4,9.569e+4,,
285.327,2.430e+4,2.430e+4,,
285.332,5.802e+3,5.802e+3,,
285.337,1.303e+3,1.303e+3,,
285.342,2.751e+2,2.751e+2,,
285.347,5.464e+1,5.464e+1,,
285.352,1.020e+1,1.020e+1,,
285.357,1.792e+0,1.792e+0,,
285.362,2.959e-1,2.959e-1,,
285.367,4.596e-2,4.596e-2,,
285.372,6.711e-3,6.711e-3,,
285.377,9.217e-4,9.217e-4,,
285.382,1.190e-4,1.190e-4,,
291.369,1.455e-7,1.455e-7,,
291.374,1.120e-6,1.120e-6,,
291.379,8.132e-6,8.132e-6,,
291.384,5.567e-5,5.567e-5,,
291.389,3.593e-4,3.593e-4,,
291.394,2.186e-3,2.186e-3,,
291.399,1.255e-2,1.255e-2,,
291.404,6.787e-2,6.787e-2,,
291.409,3.462e-1,3.462e-1,,
291.414,1.665e+0,1.665e+0,,
291.419,7.551e+0,7.551e+0,,
291.424,3.229e+1,3.229e+1,,
291.429,1.302e+2,1.302e+2,,
291.434,4.948e+2,4.948e+2,,
291.439,1.773e+3,1.773e+3,,
291.444,5.992e+3,5.992e+3,,
291.449,1.909e+4,1.909e+4,,
291.454,5.736e+4,5.736e+4,,
291.459,1.625e+5,1.625e+5,,
291.464,4.339e+5,4.339e+5,,
291.469,1.093e+6,1.093e+6,,
291.474,2.595e+6,2.595e+6,,
291.479,5.809e+6,5.809e+6,,
291.484,1.226e+7,1.226e+7,,
291.489,2.440e+7,2.440e+7,,
291.494,4.579e+7,4.579e+7,,
291.499,8.102e+7,8.102e+7,,
291.504,1.352e+8,1.352e+8,,
291.509,2.126e+8,2.126e+8,,
291.514,3.153e+8,3.153e+8,,
291.519,4.409e+8,4.409e+8,,
291.524,5.813e+8,5.813e+8,,
291.529,7.227e+8,7.227e+8,,
291.534,8.471e+8,8.471e+8,,
291.539,9.361e+8,9.361e+8,,
291.544,9.755e+8,9.755e+8,,
291.549,9.584e+8,9.584e+8,,
291.554,8.879e+8,8.879e+8,,
291.559,7.755e+8,7.755e+8,,
291.564,6.387e+8,6.387e+8,,
291.569,4.959e+8,4.959e+8,,
291.574,3.631e+8,3.631e+8,,
291.579,2.507e+8,2.507e+8,,
291.584,1.632e+8,1.632e+8,,
291.589,1.001e+8,1.001e+8,,
291.594,5.794e+7,5.794e+7,,
291.599,3.161e+7,3.161e+7,,
291.604,1.626e+7,1.626e+7,,
291.609,7.887e+6,7.887e+6,,
291.614,3.607e+6,3.607e+6,,
291.619,1.555e+6,1.555e+6,,
291.624,6.323e+5,6.323e+5,,
291.629,2.424e+5,2.424e+5,,
291.634,8.761e+4,8.761e+4,,
291.639,2.986e+4,2.986e+4,,
291.644,9.594e+3,9.594e+3,,
291.649,2.907e+3,2.907e+3,,
291.654,8.303e+2,8.303e+2,,
291.659,2.236e+2,2.236e+2,,
291.664,5.679e+1,5.679e+1,,
291.669,1.360e+1,1.360e+1,,
291.674,3.070e+0,3.070e+0,,
291.679,6.535e-1,6.535e-1,,
291.684,1.312e-1,1.312e-1,,
291.689,2.482e-2,2.482e-2,,
291.694,4.429e-3,4.429e-3,,
291.699,7.451e-4,7.451e-4,,
291.704,1.182e-4,1.182e-4,,
291.709,1.768e-5,1.768e-5,,
291.714,2.493e-6,2.493e-6,,
291.719,3.315e-7,3.315e-7,,
292.685,1.097e-6,,1.097e-6,
292.69,8.492e-6,,8.492e-6,
292.695,6.199e-5,,6.199e-5,
292.7,4.269e-4,,4.269e-4,
292.705,2.774e-3,,2.774e-3,
292.71,1.700e-2,,1.700e-2,
292.715,9.828e-2,,9.828e-2,
292.72,5.361e-1,,5.361e-1,
292.725,2.758e+0,,2.758e+0,
292.73,1.339e+1,,1.339e+1,
292.735,6.131e+1,,6.131e+1,
292.74,2.649e+2,,2.649e+2,
292.745,1.079e+3,,1.079e+3,
292.75,4.150e+3,,4.150e+3,
292.755,1.505e+4,,1.505e+4,
292.76,5.149e+4,,5.149e+4,
292.765,1.662e+5,,1.662e+5,
292.77,5.061e+5,,5.061e+5,
292.775,1.454e+6,,1.454e+6,
292.78,3.939e+6,,3.939e+6,
292.785,1.007e+7,,1.007e+7,
292.79,2.428e+7,,2.428e+7,
292.795,5.524e+7,,5.524e+7,
292.8,1.186e+8,,1.186e+8,
292.805,2.400e+8,,2.400e+8,
292.81,4.585e+8,,4.585e+8,
292.815,8.261e+8,,8.261e+8,
292.82,1.404e+9,,1.404e+9,
292.825,2.252e+9,,2.252e+9,
292.83,3.406e+9,,3.406e+9,
292.835,4.860e+9,,4.860e+9,
292.84,6.543e+9,,6.543e+9,
292.845,8.310e+9,,8.310e+9,
292.85,9.956e+9,,9.956e+9,
292.855,1.125e+10,,1.125e+10,
292.86,1.200e+10,,1.200e+10,
292.865,1.207e+10,,1.207e+10,
292.87,1.145e+10,,1.145e+10,
292.875,1.025e+10,,1.025e+10,
292.88,8.656e+9,,8.656e+9,
292.885,6.896e+9,,6.896e+9,
292.89,5.182e+9,,5.182e+9,
292.895,3.674e+9,,3.674e+9,
292.9,2.457e+9,,2.457e+9,
292.905,1.550e+9,,1.550e+9,
292.91,9.228e+8,,9.228e+8,
292.915,5.182e+8,,5.182e+8,
292.92,2.745e+8,,2.745e+8,
292.925,1.372e+8,,1.372e+8,
292.93,6.466e+7,,6.466e+7,
292.935,2.876e+7,,2.876e+7,
292.94,1.206e+7,,1.206e+7,
292.945,4.775e+6,,4.775e+6,
292.95,1.783e+6,,1.783e+6,
292.955,6.279e+5,,6.279e+5,
292.96,2.086e+5,,2.086e+5,
292.965,6.540e+4,,6.540e+4,
292.97,1.934e+4,,1.934e+4,
292.975,5.395e+3,,5.395e+3,
292.98,1.420e+3,,1.420e+3,
292.985,3.524e+2,,3.524e+2,
292.99,8.254e+1,,8.254e+1,
292.995,1.824e+1,,1.824e+1,
293,3.801e+0,,3.801e+0,
293.005,7.474e-1,,7.474e-1,
293.01,1.386e-1,,1.386e-1,
293.015,2.426e-2,,2.426e-2,
293.02,4.004e-3,,4.004e-3,
293.025,6.236e-4,,6.236e-4,
293.03,9.161e-5,,9.161e-5,
293.035,1.270e-5,,1.270e-5,
293.04,1.660e-6,,1.660e-6,
293.475,6.047e-6,,6.047e-6,
293.48,4.523e-5,,4.523e-5,
293.485,3.192e-4,,3.192e-4,
293.49,2.126e-3,,2.126e-3,
293.495,1.336e-2,,1.336e-2,
293.5,7.922e-2,,7.922e-2,
293.505,4.433e-1,,4.433e-1,
293.51,2.341e+0,,2.341e+0,
293.515,1.167e+1,,1.167e+1,
293.52,5.487e+1,,5.487e+1,
293.525,2.435e+2,,2.435e+2,
293.53,1.020e+3,,1.020e+3,
293.535,4.031e+3,,4.031e+3,
293.54,1.503e+4,,1.503e+4,
293.545,5.290e+4,,5.290e+4,
293.55,1.757e+5,,1.757e+5,
293.555,5.506e+5,,5.506e+5,
293.56,1.628e+6,,1.628e+6,
293.565,4.544e+6,,4.544e+6,
293.57,1.197e+7,,1.197e+7,
293.575,2.974e+7,,2.974e+7,
293.58,6.974e+7,,6.974e+7,
293.585,1.543e+8,,1.543e+8,
293.59,3.223e+8,,3.223e+8,
293.595,6.352e+8,,6.352e+8,
293.6,1.181e+9,,1.181e+9,
293.605,2.073e+9,,2.073e+9,
293.61,3.433e+9,,3.433e+9,
293.615,5.366e+9,,5.366e+9,
293.62,7.913e+9,,7.913e+9,
293.625,1.101e+10,,1.101e+10,
293.63,1.446e+10,,1.446e+10,
293.635,1.792e+10,,1.792e+10,
293.64,2.096e+10,,2.096e+10,
293.645,2.313e+10,,2.313e+10,
293.65,2.409e+10,,2.409e+10,
293.655,2.368e+10,,2.368e+10,
293.66,2.196e+10,,2.196e+10,
293.665,1.922e+10,,1.922e+10,
293.67,1.587e+10,,1.587e+10,
293.675,1.237e+10,,1.237e+10,
293.68,9.095e+9,,9.095e+9,
293.685,6.312e+9,,6.312e+9,
293.69,4.134e+9,,4.134e+9,
293.695,2.555e+9,,2.555e+9,
293.7,1.490e+9,,1.490e+9,
293.705,8.199e+8,,8.199e+8,
293.71,4.258e+8,,4.258e+8,
293.715,2.087e+8,,2.087e+8,
293.72,9.650e+7,,9.650e+7,
293.725,4.211e+7,,4.211e+7,
293.73,1.734e+7,,1.734e+7,
293.735,6.740e+6,,6.740e+6,
293.74,2.472e+6,,2.472e+6,
293.745,8.554e+5,,8.554e+5,
293.75,2.794e+5,,2.794e+5,
293.755,8.609e+4,,8.609e+4,
293.76,2.504e+4,,2.504e+4,
293.765,6.871e+3,,6.871e+3,
293.77,1.779e+3,,1.779e+3,
293.775,4.349e+2,,4.349e+2,
293.78,1.003e+2,,1.003e+2,
293.785,2.183e+1,,2.183e+1,
293.79,4.482e+0,,4.482e+0,
293.795,8.687e-1,,8.687e-1,
293.8,1.589e-1,,1.589e-1,
293.805,2.742e-2,,2.742e-2,
293.81,4.465e-3,,4.465e-3,
293.815,6.862e-4,,6.862e-4,
293.82,9.951e-5,,9.951e-5,
293.825,1.362e-5,,1.362e-5,
293.83,1.759e-6,,1.759e-6,
294.02,1.742e-8,1.742e-8,,
294.025,1.339e-7,1.339e-7,,
294.03,9.710e-7,9.710e-7,,
294.035,6.648e-6,6.648e-6,,
294.04,4.296e-5,4.296e-5,,
294.045,2.620e-4,2.620e-4,,
294.05,1.508e-3,1.508e-3,,
294.055,8.195e-3,8.195e-3,,
294.06,4.203e-2,4.203e-2,,
294.065,2.034e-1,2.034e-1,,
294.07,9.295e-1,9.295e-1,,
294.075,4.009e+0,4.009e+0,,
294.08,1.632e+1,1.632e+1,,
294.085,6.269e+1,6.269e+1,,
294.09,2.273e+2,2.273e+2,,
294.095,7.781e+2,7.781e+2,,
294.1,2.514e+3,2.514e+3,,
294.105,7.666e+3,7.666e+3,,
294.11,2.206e+4,2.206e+4,,
294.115,5.994e+4,5.994e+4,,
294.12,1.537e+5,1.537e+5,,
294.125,3.719e+5,3.719e+5,,
294.13,8.497e+5,8.497e+5,,
294.135,1.832e+6,1.832e+6,,
294.14,3.728e+6,3.728e+6,,
294.145,7.161e+6,7.161e+6,,
294.15,1.298e+7,1.298e+7,,
294.155,2.222e+7,2.222e+7,,
294.16,3.589e+7,3.589e+7,,
294.165,5.472e+7,5.472e+7,,
294.17,7.873e+7,7.873e+7,,
294.175,1.069e+8,1.069e+8,,
294.18,1.371e+8,1.371e+8,,
294.185,1.659e+8,1.659e+8,,
294.19,1.895e+8,1.895e+8,,
294.195,2.042e+8,2.042e+8,,
294.2,2.078e+8,2.078e+8,,
294.205,1.996e+8,1.996e+8,,
294.21,1.809e+8,1.809e+8,,
294.215,1.548e+8,1.548e+8,,
294.22,1.250e+8,1.250e+8,,
294.225,9.527e+7,9.527e+7,,
294.23,6.854e+7,6.854e+7,,
294.235,4.654e+7,4.654e+7,,
294.24,2.983e+7,2.983e+7,,
294.245,1.805e+7,1.805e+7,,
294.25,1.031e+7,1.031e+7,,
294.255,5.554e+6,5.554e+6,,
294.26,2.825e+6,2.825e+6,,
294.265,1.357e+6,1.357e+6,,
294.27,6.148e+5,6.148e+5,,
294.275,2.630e+5,2.630e+5,,
294.28,1.062e+5,1.062e+5,,
294.285,4.047e+4,4.047e+4,,
294.29,1.456e+4,1.456e+4,,
294.295,4.942e+3,4.942e+3,,
294.3,1.584e+3,1.584e+3,,
294.305,4.790e+2,4.790e+2,,
294.31,1.367e+2,1.367e+2,,
294.315,3.685e+1,3.685e+1,,
294.32,9.371e+0,9.371e+0,,
294.325,2.250e+0,2.250e+0,,
294.33,5.097e-1,5.097e-1,,
294.335,1.090e-1,1.090e-1,,
294.34,2.201e-2,2.201e-2,,
294.345,4.193e-3,4.193e-3,,
294.35,7.540e-4,7.540e-4,,
294.355,1.280e-4,1.280e-4,,
294.36,2.051e-5,2.051e-5,,
294.365,3.101e-6,3.101e-6,,
294.37,4.426e-7,4.426e-7,,
294.375,5.963e-8,5.963e-8,,
308.92,1.982e-7,1.982e-7,,
308.925,1.353e-6,1.353e-6,,
308.93,8.761e-6,8.761e-6,,
308.935,5.385e-5,5.385e-5,,
308.94,3.141e-4,3.141e-4,,
308.945,1.739e-3,1.739e-3,,
308.95,9.134e-3,9.134e-3,,
308.955,4.554e-2,4.554e-2,,
308.96,2.155e-1,2.155e-1,,
308.965,9.675e-1,9.675e-1,,
308.97,4.123e+0,4.123e+0,,
308.975,1.667e+1,1.667e+1,,
308.98,6.398e+1,6.398e+1,,
308.985,2.330e+2,2.330e+2,,
308.99,8.054e+2,8.054e+2,,
308.995,2.642e+3,2.642e+3,,
309,8.224e+3,8.224e+3,,
309.005,2.430e+4,2.430e+4,,
309.01,6.812e+4,6.812e+4,,
309.015,1.812e+5,1.812e+5,,
309.02,4.576e+5,4.576e+5,,
309.025,1.097e+6,1.097e+6,,
309.03,2.494e+6,2.494e+6,,
309.035,5.382e+6,5.382e+6,,
309.04,1.102e+7,1.102e+7,,
309.045,2.143e+7,2.143e+7,,
309.05,3.952e+7,3.952e+7,,
309.055,6.919e+7,6.919e+7,,
309.06,1.149e+8,1.149e+8,,
309.065,1.812e+8,1.812e+8,,
309.07,2.711e+8,2.711e+8,,
309.075,3.850e+8,3.850e+8,,
309.08,5.188e+8,5.188e+8,,
309.085,6.635e+8,6.635e+8,,
309.09,8.052e+8,8.052e+8,,
309.095,9.274e+8,9.274e+8,,
309.1,1.014e+9,1.014e+9,,
309.105,1.052e+9,1.052e+9,,
309.11,1.035e+9,1.035e+9,,
309.115,9.670e+8,9.670e+8,,
309.12,8.574e+8,8.574e+8,,
309.125,7.214e+8,7.214e+8,,
309.13,5.760e+8,5.760e+8,,
309.135,4.365e+8,4.365e+8,,
309.14,3.139e+8,3.139e+8,,
309.145,2.142e+8,2.142e+8,,
309.15,1.388e+8,1.388e+8,,
309.155,8.529e+7,8.529e+7,,
309.16,4.976e+7,4.976e+7,,
309.165,2.754e+7,2.754e+7,,
309.17,1.447e+7,1.447e+7,,
309.175,7.215e+6,7.215e+6,,
309.18,3.415e+6,3.415e+6,,
309.185,1.537e+6,1.537e+6,,
309.19,6.654e+5,6.654e+5,,
309.195,3.011e+5,3.011e+5,,
309.2,2.076e+5,2.076e+5,,
309.205,3.274e+5,3.274e+5,,
309.21,7.664e+5,7.664e+5,,
309.215,1.860e+6,1.860e+6,,
309.22,4.339e+6,4.339e+6,,
309.225,9.623e+6,9.623e+6,,
309.23,2.026e+7,2.026e+7,,
309.235,4.048e+7,4.048e+7,,
309.24,7.677e+7,7.677e+7,,
309.245,1.382e+8,1.382e+8,,
309.25,2.360e+8,2.360e+8,,
309.255,3.827e+8,3.827e+8,,
309.26,5.889e+8,5.889e+8,,
309.265,8.601e+8,8.601e+8,,
309.27,1.192e+9,1.192e+9,,
309.275,1.569e+9,1.569e+9,,
309.28,1.958e+9,1.958e+9,,
309.285,2.321e+9,2.321e+9,,
309.29,2.610e+9,2.610e+9,,
309.295,2.787e+9,2.787e+9,,
309.3,2.823e+9,2.823e+9,,
309.305,2.715e+9,2.715e+9,,
309.31,2.478e+9,2.478e+9,,
309.315,2.146e+9,2.146e+9,,
309.32,1.764e+9,1.764e+9,,
309.325,1.376e+9,1.376e+9,,
309.33,1.019e+9,1.019e+9,,
309.335,7.164e+8,7.164e+8,,
309.34,4.779e+8,4.779e+8,,
309.345,3.025e+8,3.025e+8,,
309.35,1.818e+8,1.818e+8,,
309.355,1.037e+8,1.037e+8,,
309.36,5.611e+7,5.611e+7,,
309.365,2.882e+7,2.882e+7,,
309.37,1.405e+7,1.405e+7,,
309.375,6.502e+6,6.502e+6,,
309.38,2.855e+6,2.855e+6,,
309.385,1.190e+6,1.190e+6,,
309.39,4.708e+5,4.708e+5,,
309.395,1.768e+5,1.768e+5,,
309.4,6.299e+4,6.299e+4,,
309.405,2.130e+4,2.130e+4,,
309.41,6.838e+3,6.838e+3,,
309.415,2.083e+3,2.083e+3,,
