Wavelength (nm),Sum,Pb I (4.4e-02),Pb II (9.5e-01)
202.08,7.956e-8,7.956e-8,
202.085,1.479e-6,1.479e-6,
202.09,2.434e-5,2.434e-5,
202.095,3.543e-4,3.543e-4,
202.1,4.565e-3,4.565e-3,
202.105,5.204e-2,5.204e-2,
202.11,5.250e-1,5.250e-1,
202.115,4.686e+0,4.686e+0,
202.12,3.702e+1,3.702e+1,
202.125,2.587e+2,2.587e+2,
202.13,1.600e+3,1.600e+3,
202.135,8.759e+3,8.759e+3,
202.14,4.242e+4,4.242e+4,
202.145,1.818e+5,1.818e+5,
202.15,6.895e+5,6.895e+5,
202.155,2.314e+6,2.314e+6,
202.16,6.871e+6,6.871e+6,
202.165,1.805e+7,1.805e+7,
202.17,4.198e+7,4.198e+7,
202.175,8.638e+7,8.638e+7,
202.18,1.573e+8,1.573e+8,
202.185,2.534e+8,2.534e+8,
202.19,3.612e+8,3.612e+8,
202.195,4.557e+8,4.557e+8,
202.2,5.088e+8,5.088e+8,
202.205,5.026e+8,5.026e+8,
202.21,4.393e+8,4.393e+8,
202.216,3.181e+8,3.181e+8,
202.221,2.125e+8,2.125e+8,
202.226,1.256e+8,1.256e+8,
202.231,6.568e+7,6.568e+7,
202.236,3.040e+7,3.040e+7,
202.241,1.245e+7,1.245e+7,
202.246,4.511e+6,4.511e+6,
202.251,1.447e+6,1.447e+6,
202.256,4.105e+5,4.105e+5,
202.261,1.031e+5,1.031e+5,
202.266,2.290e+4,2.290e+4,
202.271,4.503e+3,4.503e+3,
202.276,7.835e+2,7.835e+2,
202.281,1.206e+2,1.206e+2,
202.286,1.643e+1,1.643e+1,
202.291,1.981e+0,1.981e+0,
202.296,2.113e-1,2.113e-1,
202.301,1.995e-2,1.995e-2,
202.306,1.666e-3,1.666e-3,
202.311,1.232e-4,1.232e-4,
202.316,8.057e-6,8.057e-6,
202.321,4.663e-7,4.663e-7,
202.326,2.388e-8,2.388e-8,
205.206,4.400e-7,4.400e-7,
205.211,7.489e-6,7.489e-6,
205.216,1.132e-4,1.132e-4,
205.221,1.520e-3,1.520e-3,
205.226,1.813e-2,1.813e-2,
205.231,1.920e-1,1.920e-1,
205.236,1.806e+0,1.806e+0,
205.241,1.509e+1,1.509e+1,
205.246,1.120e+2,1.120e+2,
205.251,7.381e+2,7.381e+2,
205.256,4.321e+3,4.321e+3,
205.261,2.247e+4,2.247e+4,
205.266,1.037e+5,1.037e+5,
205.271,4.255e+5,4.255e+5,
205.276,1.550e+6,1.550e+6,
205.281,5.014e+6,5.014e+6,
205.286,1.441e+7,1.441e+7,
205.291,3.677e+7,3.677e+7,
205.296,8.334e+7,8.334e+7,
205.302,1.903e+8,1.903e+8,
205.307,3.322e+8,3.322e+8,
205.312,5.152e+8,5.152e+8,
205.317,7.097e+8,7.097e+8,
205.322,8.682e+8,8.682e+8,
205.327,9.434e+8,9.434e+8,
205.332,9.104e+8,9.104e+8,
205.337,7.803e+8,7.803e+8,
205.342,5.940e+8,5.940e+8,
205.347,4.016e+8,4.016e+8,
205.352,2.412e+8,2.412e+8,
205.357,1.286e+8,1.286e+8,
205.362,6.094e+7,6.094e+7,
205.367,2.564e+7,2.564e+7,
205.372,9.581e+6,9.581e+6,
205.377,3.180e+6,3.180e+6,
205.382,9.373e+5,9.373e+5,
205.387,2.454e+5,2.454e+5,
205.392,5.706e+4,5.706e+4,
205.397,1.178e+4,1.178e+4,
205.402,2.162e+3,2.162e+3,
205.407,3.522e+2,3.522e+2,
205.412,5.096e+1,5.096e+1,
205.417,6.548e+0,6.548e+0,
205.422,7.474e-1,7.474e-1,
205.427,7.577e-2,7.577e-2,
205.432,6.823e-3,6.823e-3,
205.437,5.456e-4,5.456e-4,
205.442,3.875e-5,3.875e-5,
205.447,2.445e-6,2.445e-6,
205.452,1.370e-7,1.370e-7,
216.87,4.374e-6,4.374e-6,
216.875,6.558e-5,6.558e-5,
216.88,8.842e-4,8.842e-4,
216.885,1.072e-2,1.072e-2,
216.89,1.169e-1,1.169e-1,
216.895,1.146e+0,1.146e+0,
216.9,1.011e+1,1.011e+1,
216.905,8.013e+1,8.013e+1,
216.91,5.714e+2,5.714e+2,
216.915,3.664e+3,3.664e+3,
216.92,2.113e+4,2.113e+4,
216.925,1.095e+5,1.095e+5,
216.93,5.108e+5,5.108e+5,
216.935,2.142e+6,2.142e+6,
216.94,8.076e+6,8.076e+6,
216.945,2.738e+7,2.738e+7,
216.95,8.350e+7,8.350e+7,
216.955,2.290e+8,2.290e+8,
216.96,5.646e+8,5.646e+8,
216.965,1.252e+9,1.252e+9,
216.97,2.497e+9,2.497e+9,
216.975,4.477e+9,4.477e+9,
216.98,7.219e+9,7.219e+9,
216.985,1.047e+10,1.047e+10,
216.99,1.365e+10,1.365e+10,
216.995,1.601e+10,1.601e+10,
217,1.688e+10,1.688e+10,
217.005,1.601e+10,1.601e+10,
217.01,1.365e+10,1.365e+10,
217.015,1.047e+10,1.047e+10,
217.02,7.219e+9,7.219e+9,
217.025,4.477e+9,4.477e+9,
217.03,2.497e+9,2.497e+9,
217.035,1.252e+9,1.252e+9,
217.04,5.646e+8,5.646e+8,
217.045,2.290e+8,2.290e+8,
217.05,8.350e+7,8.350e+7,
217.055,2.738e+7,2.738e+7,
217.06,8.076e+6,8.076e+6,
217.065,2.142e+6,2.142e+6,
217.07,5.108e+5,5.108e+5,
217.075,1.095e+5,1.095e+5,
217.08,2.113e+4,2.113e+4,
217.085,3.664e+3,3.664e+3,
217.09,5.714e+2,5.714e+2,
217.095,8.013e+1,8.013e+1,
217.1,1.011e+1,1.011e+1,
217.105,1.146e+0,1.146e+0,
217.11,1.169e-1,1.169e-1,
217.115,1.072e-2,1.072e-2,
217.12,8.842e-4,8.842e-4,
217.125,6.558e-5,6.558e-5,
217.13,4.374e-6,4.374e-6,
220.221,6.602e-5,,6.602e-5
220.226,9.505e-4,,9.505e-4
220.231,1.235e-2,,1.235e-2
220.236,1.447e-1,,1.447e-1
220.241,1.529e+0,,1.529e+0
220.246,1.458e+1,,1.458e+1
220.251,1.255e+2,,1.255e+2
220.256,9.739e+2,,9.739e+2
220.261,6.819e+3,,6.819e+3
220.266,4.308e+4,,4.308e+4
220.271,2.455e+5,,2.455e+5
220.276,1.262e+6,,1.262e+6
220.281,5.854e+6,,5.854e+6
220.286,2.450e+7,,2.450e+7
220.291,9.247e+7,,9.247e+7
220.296,3.149e+8,,3.149e+8
220.301,9.675e+8,,9.675e+8
220.306,2.682e+9,,2.682e+9
220.311,6.705e+9,,6.705e+9
220.316,1.513e+10,,1.513e+10
220.321,3.078e+10,,3.078e+10
220.326,5.651e+10,,5.651e+10
220.331,9.360e+10,,9.360e+10
220.336,1.399e+11,,1.399e+11
220.341,1.885e+11,,1.885e+11
220.346,2.293e+11,,2.293e+11
220.351,2.515e+11,,2.515e+11
220.356,2.490e+11,,2.490e+11
220.361,2.223e+11,,2.223e+11
220.366,1.791e+11,,1.791e+11
220.371,1.301e+11,,1.301e+11
220.376,8.531e+10,,8.531e+10
220.381,5.046e+10,,5.046e+10
220.386,2.692e+10,,2.692e+10
220.391,1.296e+10,,1.296e+10
220.396,5.628e+9,,5.628e+9
220.401,2.205e+9,,2.205e+9
220.406,7.793e+8,,7.793e+8
220.411,2.485e+8,,2.485e+8
220.416,7.148e+7,,7.148e+7
220.421,1.855e+7,,1.855e+7
220.426,4.343e+6,,4.343e+6
220.431,9.172e+5,,9.172e+5
220.436,1.748e+5,,1.748e+5
220.441,3.004e+4,,3.004e+4
220.446,4.659e+3,,4.659e+3
220.451,6.518e+2,,6.518e+2
220.456,8.226e+1,,8.226e+1
220.461,9.366e+0,,9.366e+0
220.466,9.621e-1,,9.621e-1
220.471,8.916e-2,,8.916e-2
220.476,7.454e-3,,7.454e-3
220.481,5.622e-4,,5.622e-4
220.486,3.825e-5,,3.825e-5
240.048,1.332e-7,1.332e-7,
240.053,1.603e-6,1.603e-6,
240.058,1.768e-5,1.768e-5,
240.063,1.788e-4,1.788e-4,
240.068,1.658e-3,1.658e-3,
240.073,1.410e-2,1.410e-2,
240.078,1.100e-1,1.100e-1,
240.083,7.866e-1,7.866e-1,
240.088,5.158e+0,5.158e+0,
240.093,3.102e+1,3.102e+1,
240.098,1.710e+2,1.710e+2,
240.103,8.648e+2,8.648e+2,
240.108,4.010e+3,4.010e+3,
240.113,1.705e+4,1.705e+4,
240.118,6.647e+4,6.647e+4,
240.123,2.376e+5,2.376e+5,
240.128,7.790e+5,7.790e+5,
240.133,2.342e+6,2.342e+6,
240.138,6.455e+6,6.455e+6,
240.143,1.632e+7,1.632e+7,
240.148,3.782e+7,3.782e+7,
240.153,8.038e+7,8.038e+7,
240.158,1.567e+8,1.567e+8,
240.163,2.800e+8,2.800e+8,
240.168,4.589e+8,4.589e+8,
240.173,6.896e+8,6.896e+8,
240.178,9.503e+8,9.503e+8,
240.183,1.201e+9,1.201e+9,
240.188,1.391e+9,1.391e+9,
240.193,1.479e+9,1.479e+9,
240.198,1.441e+9,1.441e+9,
240.203,1.287e+9,1.287e+9,
240.208,1.054e+9,1.054e+9,
240.213,7.922e+8,7.922e+8,
240.218,5.457e+8,5.457e+8,
240.223,3.447e+8,3.447e+8,
240.228,1.997e+8,1.997e+8,
240.233,1.061e+8,1.061e+8,
240.238,5.167e+7,5.167e+7,
240.243,2.308e+7,2.308e+7,
240.248,9.452e+6,9.452e+6,
240.253,3.550e+6,3.550e+6,
240.258,1.222e+6,1.222e+6,
240.263,3.861e+5,3.861e+5,
240.268,1.118e+5,1.118e+5,
240.273,2.969e+4,2.969e+4,
240.278,7.229e+3,7.229e+3,
240.283,1.614e+3,1.614e+3,
240.288,3.305e+2,3.305e+2,
240.293,6.205e+1,6.205e+1,
240.298,1.068e+1,1.068e+1,
240.303,1.686e+0,1.686e+0,
240.308,2.441e-1,2.441e-1,
240.313,3.241e-2,3.241e-2,
240.318,3.945e-3,3.945e-3,
240.323,4.403e-4,4.403e-4,
240.328,4.507e-5,4.507e-5,
240.333,4.230e-6,4.230e-6,
240.338,3.641e-7,3.641e-7,
244.469,9.363e-8,9.363e-8,
244.474,1.083e-6,1.083e-6,
244.479,1.153e-5,1.153e-5,
244.484,1.128e-4,1.128e-4,
244.489,1.016e-3,1.016e-3,
244.494,8.412e-3,8.412e-3,
244.499,6.408e-2,6.408e-2,
244.504,4.490e-1,4.490e-1,
244.509,2.894e+0,2.894e+0,
244.514,1.716e+1,1.716e+1,
244.519,9.357e+1,9.357e+1,
244.524,4.694e+2,4.694e+2,
244.529,2.166e+3,2.166e+3,
244.534,9.192e+3,9.192e+3,
244.539,3.589e+4,3.589e+4,
244.544,1.289e+5,1.289e+5,
244.549,4.257e+5,4.257e+5,
244.554,1.293e+6,1.293e+6,
244.559,3.615e+6,3.615e+6,
244.564,9.293e+6,9.293e+6,
244.569,2.198e+7,2.198e+7,
244.574,4.780e+7,4.780e+7,
244.579,9.564e+7,9.564e+7,
244.584,1.760e+8,1.760e+8,
244.589,2.980e+8,2.980e+8,
244.594,4.640e+8,4.640e+8,
244.599,6.646e+8,6.646e+8,
244.604,8.756e+8,8.756e+8,
244.609,1.061e+9,1.061e+9,
244.614,1.183e+9,1.183e+9,
244.619,1.213e+9,1.213e+9,
244.624,1.144e+9,1.144e+9,
244.629,9.925e+8,9.925e+8,
244.634,7.920e+8,7.920e+8,
244.639,5.814e+8,5.814e+8,
244.644,3.926e+8,3.926e+8,
244.649,2.438e+8,2.438e+8,
244.654,1.393e+8,1.393e+8,
244.659,7.320e+7,7.320e+7,
244.664,3.538e+7,3.538e+7,
244.669,1.573e+7,1.573e+7,
244.674,6.434e+6,6.434e+6,
244.679,2.421e+6,2.421e+6,
244.684,8.376e+5,8.376e+5,
244.689,2.666e+5,2.666e+5,
244.694,7.806e+4,7.806e+4,
244.699,2.102e+4,2.102e+4,
244.704,5.208e+3,5.208e+3,
244.709,1.187e+3,1.187e+3,
244.714,2.487e+2,2.487e+2,
244.719,4.795e+1,4.795e+1,
244.724,8.504e+0,8.504e+0,
244.729,1.387e+0,1.387e+0,
244.734,2.082e-1,2.082e-1,
244.739,2.873e-2,2.873e-2,
244.744,3.648e-3,3.648e-3,
244.749,4.260e-4,4.260e-4,
244.754,4.576e-5,4.576e-5,
244.759,4.521e-6,4.521e-6,
244.764,4.109e-7,4.109e-7,
247.49,9.033e-7,9.033e-7,
247.495,9.688e-6,9.688e-6,
247.5,9.577e-5,9.577e-5,
247.505,8.727e-4,8.727e-4,
247.51,7.329e-3,7.329e-3,
247.515,5.673e-2,5.673e-2,
247.52,4.047e-1,4.047e-1,
247.525,2.662e+0,2.662e+0,
247.53,1.613e+1,1.613e+1,
247.535,9.012e+1,9.012e+1,
247.54,4.641e+2,4.641e+2,
247.545,2.202e+3,2.202e+3,
247.55,9.634e+3,9.634e+3,
247.555,3.884e+4,3.884e+4,
247.56,1.443e+5,1.443e+5,
247.565,4.944e+5,4.944e+5,
247.57,1.561e+6,1.561e+6,
247.575,4.542e+6,4.542e+6,
247.58,1.218e+7,1.218e+7,
247.585,3.011e+7,3.011e+7,
247.59,6.861e+7,6.861e+7,
247.595,1.441e+8,1.441e+8,
247.6,2.789e+8,2.789e+8,
247.605,4.975e+8,4.975e+8,
247.61,8.181e+8,8.181e+8,
247.615,1.240e+9,1.240e+9,
247.62,1.732e+9,1.732e+9,
247.625,2.230e+9,2.230e+9,
247.63,2.647e+9,2.647e+9,
247.635,2.895e+9,2.895e+9,
247.64,2.919e+9,2.919e+9,
247.645,2.712e+9,2.712e+9,
247.65,2.323e+9,2.323e+9,
247.655,1.834e+9,1.834e+9,
247.66,1.334e+9,1.334e+9,
247.665,8.949e+8,8.949e+8,
247.67,5.532e+8,5.532e+8,
247.675,3.152e+8,3.152e+8,
247.68,1.655e+8,1.655e+8,
247.685,8.010e+7,8.010e+7,
247.69,3.573e+7,3.573e+7,
247.695,1.469e+7,1.469e+7,
247.7,5.569e+6,5.569e+6,
247.705,1.945e+6,1.945e+6,
247.71,6.263e+5,6.263e+5,
247.715,1.859e+5,1.859e+5,
247.72,5.083e+4,5.083e+4,
247.725,1.282e+4,1.282e+4,
247.73,2.978e+3,2.978e+3,
247.735,6.378e+2,6.378e+2,
247.74,1.259e+2,1.259e+2,
247.745,2.291e+1,2.291e+1,
247.75,3.841e+0,3.841e+0,
247.755,5.938e-1,5.938e-1,
247.76,8.459e-2,8.459e-2,
247.765,1.111e-2,1.111e-2,
247.77,1.344e-3,1.344e-3,
247.775,1.500e-4,1.500e-4,
247.78,1.542e-5,1.542e-5,
247.785,1.461e-6,1.461e-6,
257.573,1.352e-6,1.352e-6,
257.578,1.304e-5,1.304e-5,
257.583,1.165e-4,1.165e-4,
257.588,9.663e-4,9.663e-4,
257.593,7.431e-3,7.431e-3,
257.598,5.300e-2,5.300e-2,
257.603,3.507e-1,3.507e-1,
257.608,2.152e+0,2.152e+0,
257.613,1.224e+1,1.224e+1,
257.618,6.463e+1,6.463e+1,
257.623,3.164e+2,3.164e+2,
257.628,1.437e+3,1.437e+3,
257.633,6.050e+3,6.050e+3,
257.638,2.363e+4,2.363e+4,
257.643,8.560e+4,8.560e+4,
257.648,2.876e+5,2.876e+5,
257.653,8.963e+5,8.963e+5,
257.658,2.591e+6,2.591e+6,
257.663,6.945e+6,6.945e+6,
257.668,1.727e+7,1.727e+7,
257.673,3.982e+7,3.982e+7,
257.678,8.517e+7,8.517e+7,
257.683,1.690e+8,1.690e+8,
257.688,3.109e+8,3.109e+8,
257.693,5.305e+8,5.305e+8,
257.698,8.397e+8,8.397e+8,
257.703,1.233e+9,1.233e+9,
257.708,1.678e+9,1.678e+9,
257.713,2.120e+9,2.120e+9,
257.718,2.483e+9,2.483e+9,
257.723,2.697e+9,2.697e+9,
257.728,2.717e+9,2.717e+9,
257.733,2.539e+9,2.539e+9,
257.738,2.201e+9,2.201e+9,
257.743,1.769e+9,1.769e+9,
257.748,1.319e+9,1.319e+9,
257.753,9.122e+8,9.122e+8,
257.758,5.851e+8,5.851e+8,
257.763,3.481e+8,3.481e+8,
257.768,1.920e+8,1.920e+8,
257.773,9.827e+7,9.827e+7,
257.778,4.664e+7,4.664e+7,
257.783,2.053e+7,2.053e+7,
257.789,6.945e+6,6.945e+6,
257.794,2.591e+6,2.591e+6,
257.799,8.963e+5,8.963e+5,
257.804,2.876e+5,2.876e+5,
257.809,8.560e+4,8.560e+4,
257.814,2.363e+4,2.363e+4,
257.819,6.050e+3,6.050e+3,
257.824,1.437e+3,1.437e+3,
257.829,3.164e+2,3.164e+2,
257.834,6.463e+1,6.463e+1,
257.839,1.224e+1,1.224e+1,
257.844,2.152e+0,2.152e+0,
257.849,3.507e-1,3.507e-1,
257.854,5.300e-2,5.300e-2,
257.859,7.431e-3,7.431e-3,
257.864,9.663e-4,9.663e-4,
257.869,1.165e-4,1.165e-4,
257.874,1.304e-5,1.304e-5,
257.879,1.352e-6,1.352e-6,
261.21,5.879e-7,5.879e-7,
261.215,5.561e-6,5.561e-6,
261.22,4.889e-5,4.889e-5,
261.225,3.995e-4,3.995e-4,
261.23,3.034e-3,3.034e-3,
261.235,2.142e-2,2.142e-2,
261.24,1.405e-1,1.405e-1,
261.245,8.568e-1,8.568e-1,
261.25,4.856e+0,4.856e+0,
261.255,2.558e+1,2.558e+1,
261.26,1.252e+2,1.252e+2,
261.265,5.697e+2,5.697e+2,
261.27,2.409e+3,2.409e+3,
261.275,9.468e+3,9.468e+3,
261.28,3.459e+4,3.459e+4,
261.285,1.174e+5,1.174e+5,
261.29,3.705e+5,3.705e+5,
261.295,1.087e+6,1.087e+6,
261.3,2.962e+6,2.962e+6,
261.305,7.505e+6,7.505e+6,
261.31,1.767e+7,1.767e+7,
261.315,3.867e+7,3.867e+7,
261.32,7.868e+7,7.868e+7,
261.325,1.488e+8,1.488e+8,
261.33,2.616e+8,2.616e+8,
261.335,4.280e+8,4.280e+8,
261.34,6.519e+8,6.519e+8,
261.345,9.265e+8,9.265e+8,
261.35,1.234e+9,1.234e+9,
261.355,1.553e+9,1.553e+9,
261.36,1.877e+9,1.877e+9,
261.365,2.239e+9,2.239e+9,
261.37,2.733e+9,2.733e+9,
261.375,3.525e+9,3.525e+9,
261.38,4.833e+9,4.833e+9,
261.385,6.868e+9,6.868e+9,
261.39,9.744e+9,9.744e+9,
261.395,1.338e+10,1.338e+10,
261.4,1.744e+10,1.744e+10,
261.405,2.136e+10,2.136e+10,
261.41,2.443e+10,2.443e+10,
261.415,2.604e+10,2.604e+10,
261.42,2.582e+10,2.582e+10,
261.425,2.381e+10,2.381e+10,
261.43,2.042e+10,2.042e+10,
261.435,1.627e+10,1.627e+10,
261.44,1.205e+10,1.205e+10,
261.445,8.299e+9,8.299e+9,
261.45,5.311e+9,5.311e+9,
261.455,3.159e+9,3.159e+9,
261.46,1.747e+9,1.747e+9,
261.465,8.976e+8,8.976e+8,
261.47,4.287e+8,4.287e+8,
261.475,1.903e+8,1.903e+8,
261.48,7.852e+7,7.852e+7,
261.485,3.011e+7,3.011e+7,
261.49,1.073e+7,1.073e+7,
261.495,3.555e+6,3.555e+6,
261.5,1.095e+6,1.095e+6,
261.505,3.133e+5,3.133e+5,
261.51,8.334e+4,8.334e+4,
261.515,2.060e+4,2.060e+4,
261.52,4.734e+3,4.734e+3,
261.525,1.011e+3,1.011e+3,
261.53,2.007e+2,2.007e+2,
261.535,3.703e+1,3.703e+1,
261.54,6.350e+0,6.350e+0,
261.545,1.012e+0,1.012e+0,
261.55,1.499e-1,1.499e-1,
261.555,2.065e-2,2.065e-2,
261.56,2.642e-3,2.642e-3,
261.565,3.143e-4,3.143e-4,
261.57,3.474e-5,3.474e-5,
261.575,3.570e-6,3.570e-6,
262.67,1.162e-7,1.162e-7,
262.675,1.072e-6,1.072e-6,
262.68,9.204e-6,9.204e-6,
262.685,7.348e-5,7.348e-5,
262.69,5.457e-4,5.457e-4,
262.695,3.769e-3,3.769e-3,
262.7,2.422e-2,2.422e-2,
262.705,1.447e-1,1.447e-1,
262.71,8.047e-1,8.047e-1,
262.715,4.161e+0,4.161e+0,
262.72,2.001e+1,2.001e+1,
262.725,8.955e+1,8.955e+1,
262.73,3.727e+2,3.727e+2,
262.735,1.443e+3,1.443e+3,
262.74,5.195e+3,5.195e+3,
262.745,1.740e+4,1.740e+4,
262.75,5.421e+4,5.421e+4,
262.755,1.571e+5,1.571e+5,
262.76,4.235e+5,4.235e+5,
262.765,1.062e+6,1.062e+6,
262.77,2.477e+6,2.477e+6,
262.775,5.373e+6,5.373e+6,
262.78,1.084e+7,1.084e+7,
262.785,2.035e+7,2.035e+7,
262.79,3.554e+7,3.554e+7,
262.795,5.771e+7,5.771e+7,
262.8,8.719e+7,8.719e+7,
262.805,1.225e+8,1.225e+8,
262.81,1.601e+8,1.601e+8,
262.815,1.947e+8,1.947e+8,
262.82,2.202e+8,2.202e+8,
262.825,2.317e+8,2.317e+8,
262.83,2.267e+8,2.267e+8,
262.835,2.063e+8,2.063e+8,
262.84,1.747e+8,1.747e+8,
262.845,1.376e+8,1.376e+8,
262.85,1.008e+8,1.008e+8,
262.855,6.866e+7,6.866e+7,
262.86,4.352e+7,4.352e+7,
262.865,2.566e+7,2.566e+7,
262.87,1.407e+7,1.407e+7,
262.875,7.177e+6,7.177e+6,
262.88,3.405e+6,3.405e+6,
262.885,1.503e+6,1.503e+6,
262.89,6.170e+5,6.170e+5,
262.895,2.356e+5,2.356e+5,
262.9,8.369e+4,8.369e+4,
262.905,2.765e+4,2.765e+4,
262.91,8.498e+3,8.498e+3,
262.915,2.429e+3,2.429e+3,
262.92,6.460e+2,6.460e+2,
262.925,1.598e+2,1.598e+2,
262.93,3.676e+1,3.676e+1,
262.935,7.867e+0,7.867e+0,
262.94,1.566e+0,1.566e+0,
262.945,2.900e-1,2.900e-1,
262.95,4.995e-2,4.995e-2,
262.955,8.002e-3,8.002e-3,
262.96,1.192e-3,1.192e-3,
262.965,1.653e-4,1.653e-4,
262.97,2.131e-5,2.131e-5,
262.975,2.556e-6,2.556e-6,
262.98,2.852e-7,2.852e-7,
262.985,2.959e-8,2.959e-8,
266.156,2.165e-6,2.165e-6,
266.161,1.967e-5,1.967e-5,
266.166,1.665e-4,1.665e-4,
266.171,1.314e-3,1.314e-3,
266.176,9.660e-3,9.660e-3,
266.181,6.619e-2,6.619e-2,
266.186,4.227e-1,4.227e-1,
266.191,2.516e+0,2.516e+0,
266.196,1.395e+1,1.395e+1,
266.201,7.211e+1,7.211e+1,
266.206,3.474e+2,3.474e+2,
266.211,1.559e+3,1.559e+3,
266.216,6.523e+3,6.523e+3,
266.221,2.543e+4,2.543e+4,
266.226,9.239e+4,9.239e+4,
266.231,3.128e+5,3.128e+5,
266.236,9.871e+5,9.871e+5,
266.241,2.903e+6,2.903e+6,
266.246,7.955e+6,7.955e+6,
266.251,2.032e+7,2.032e+7,
266.256,4.835e+7,4.835e+7,
266.261,1.073e+8,1.073e+8,
266.266,2.217e+8,2.217e+8,
266.271,4.271e+8,4.271e+8,
266.276,7.667e+8,7.667e+8,
266.281,1.283e+9,1.283e+9,
266.286,2.000e+9,2.000e+9,
266.291,2.906e+9,2.906e+9,
266.296,3.935e+9,3.935e+9,
266.301,4.966e+9,4.966e+9,
266.306,5.840e+9,5.840e+9,
266.311,6.400e+9,6.400e+9,
266.316,6.537e+9,6.537e+9,
266.321,6.222e+9,6.222e+9,
266.326,5.519e+9,5.519e+9,
266.331,4.563e+9,4.563e+9,
266.336,3.515e+9,3.515e+9,
266.341,2.524e+9,2.524e+9,
266.346,1.689e+9,1.689e+9,
266.351,1.053e+9,1.053e+9,
266.356,6.118e+8,6.118e+8,
266.361,3.313e+8,3.313e+8,
266.366,1.672e+8,1.672e+8,
266.371,7.865e+7,7.865e+7,
266.376,3.447e+7,3.447e+7,
266.381,1.408e+7,1.408e+7,
266.386,5.360e+6,5.360e+6,
266.391,1.902e+6,1.902e+6,
266.396,6.287e+5,6.287e+5,
266.401,1.937e+5,1.937e+5,
266.406,5.562e+4,5.562e+4,
266.411,1.488e+4,1.488e+4,
266.416,3.711e+3,3.711e+3,
266.421,8.625e+2,8.625e+2,
266.426,1.868e+2,1.868e+2,
266.431,3.770e+1,3.770e+1,
266.436,7.091e+0,7.091e+0,
266.441,1.243e+0,1.243e+0,
266.446,2.031e-1,2.031e-1,
266.451,3.091e-2,3.091e-2,
266.456,4.386e-3,4.386e-3,
266.461,5.799e-4,5.799e-4,
266.466,7.146e-5,7.146e-5,
266.471,8.205e-6,8.205e-6,
266.476,8.781e-7,8.781e-7,
280.031,3.982e-6,3.982e-6,
280.036,3.320e-5,3.320e-5,
280.041,2.597e-4,2.597e-4,
280.046,1.906e-3,1.906e-3,
280.051,1.313e-2,1.313e-2,
280.056,8.484e-2,8.484e-2,
280.061,5.144e-1,5.144e-1,
280.066,2.927e+0,2.927e+0,
280.071,1.562e+1,1.562e+1,
280.076,7.825e+1,7.825e+1,
280.081,3.678e+2,3.678e+2,
280.086,1.622e+3,1.622e+3,
280.091,6.711e+3,6.711e+3,
280.096,2.606e+4,2.606e+4,
280.101,9.492e+4,9.492e+4,
280.106,3.245e+5,3.245e+5,
280.111,1.041e+6,1.041e+6,
280.116,3.132e+6,3.132e+6,
280.121,8.843e+6,8.843e+6,
280.126,2.343e+7,2.343e+7,
280.131,5.825e+7,5.825e+7,
280.136,1.359e+8,1.359e+8,
280.141,2.974e+8,2.974e+8,
280.146,6.107e+8,6.107e+8,
280.151,1.177e+9,1.177e+9,
280.156,2.128e+9,2.128e+9,
280.161,3.610e+9,3.610e+9,
280.166,5.747e+9,5.747e+9,
280.171,8.583e+9,8.583e+9,
280.176,1.203e+10,1.203e+10,
280.181,1.582e+10,1.582e+10,
280.186,1.952e+10,1.952e+10,
280.191,2.260e+10,2.260e+10,
280.196,2.455e+10,2.455e+10,
280.201,2.502e+10,2.502e+10,
280.206,2.393e+10,2.393e+10,
280.211,2.148e+10,2.148e+10,
280.216,1.808e+10,1.808e+10,
280.221,1.429e+10,1.429e+10,
280.226,1.059e+10,1.059e+10,
280.231,7.367e+9,7.367e+9,
280.236,4.808e+9,4.808e+9,
280.241,2.944e+9,2.944e+9,
280.246,1.692e+9,1.692e+9,
280.251,9.122e+8,9.122e+8,
280.256,4.615e+8,4.615e+8,
280.261,2.191e+8,2.191e+8,
280.266,9.757e+7,9.757e+7,
280.271,4.078e+7,4.078e+7,
280.276,1.599e+7,1.599e+7,
280.281,5.883e+6,5.883e+6,
280.286,2.031e+6,2.031e+6,
280.291,6.579e+5,6.579e+5,
280.296,2.000e+5,2.000e+5,
280.301,5.703e+4,5.703e+4,
280.306,1.526e+4,1.526e+4,
280.311,3.832e+3,3.832e+3,
280.316,9.028e+2,9.028e+2,
280.321,1.996e+2,1.996e+2,
280.326,4.139e+1,4.139e+1,
280.331,8.056e+0,8.056e+0,
280.336,1.471e+0,1.471e+0,
280.341,2.521e-1,2.521e-1,
280.346,4.053e-2,4.053e-2,
280.351,6.114e-3,6.114e-3,
280.356,8.654e-4,8.654e-4,
280.361,1.149e-4,1.149e-4,
280.366,1.432e-5,1.432e-5,
282.151,1.277e-6,1.277e-6,
282.156,1.019e-5,1.019e-5,
282.161,7.632e-5,7.632e-5,
282.166,5.370e-4,5.370e-4,
282.171,3.548e-3,3.548e-3,
282.176,2.202e-2,2.202e-2,
282.181,1.283e-1,1.283e-1,
282.186,7.026e-1,7.026e-1,
282.191,3.612e+0,3.612e+0,
282.196,1.744e+1,1.744e+1,
282.201,7.910e+1,7.910e+1,
282.206,3.369e+2,3.369e+2,
282.211,1.348e+3,1.348e+3,
282.216,5.064e+3,5.064e+3,
282.221,1.787e+4,1.787e+4,
