Wavelength (nm),Sum(calc),Ti I (1.8e-2),Ti II (9.6e-1),Ti III (2.1e-2)
424.716,1.824e+1,8.548e-10,3.732e-8,1.824e+1
424.721,2.296e+1,8.539e-10,3.731e-8,2.296e+1
424.726,2.811e+1,8.530e-10,3.729e-8,2.811e+1
424.731,3.347e+1,8.520e-10,3.727e-8,3.347e+1
424.736,3.878e+1,8.511e-10,3.726e-8,3.878e+1
424.741,4.371e+1,8.501e-10,3.724e-8,4.371e+1
424.746,4.794e+1,8.492e-10,3.722e-8,4.794e+1
424.751,5.116e+1,8.483e-10,3.721e-8,5.116e+1
424.756,5.317e+1,8.473e-10,3.719e-8,5.317e+1
424.761,5.382e+1,8.464e-10,3.717e-8,5.382e+1
424.766,5.314e+1,8.454e-10,3.716e-8,5.314e+1
424.771,5.125e+1,8.445e-10,3.714e-8,5.125e+1
424.776,4.844e+1,8.436e-10,3.712e-8,4.844e+1
424.781,4.505e+1,8.426e-10,3.711e-8,4.505e+1
424.786,4.151e+1,8.417e-10,3.709e-8,4.151e+1
424.791,3.828e+1,8.407e-10,3.707e-8,3.828e+1
424.796,3.575e+1,8.398e-10,3.706e-8,3.575e+1
424.801,3.426e+1,8.389e-10,3.704e-8,3.426e+1
424.806,3.404e+1,8.379e-10,3.702e-8,3.404e+1
424.811,3.518e+1,8.370e-10,3.701e-8,3.518e+1
424.816,3.762e+1,8.360e-10,3.699e-8,3.762e+1
424.821,4.116e+1,8.351e-10,3.697e-8,4.116e+1
424.826,4.548e+1,8.342e-10,3.696e-8,4.548e+1
424.831,5.015e+1,8.332e-10,3.694e-8,5.015e+1
424.836,5.469e+1,8.323e-10,3.692e-8,5.469e+1
424.841,5.864e+1,8.313e-10,3.691e-8,5.864e+1
424.846,6.154e+1,8.304e-10,3.689e-8,6.154e+1
424.851,6.308e+1,8.295e-10,3.687e-8,6.308e+1
424.856,6.303e+1,8.285e-10,3.686e-8,6.303e+1
424.861,6.136e+1,8.276e-10,3.684e-8,6.136e+1
424.866,5.814e+1,8.266e-10,3.682e-8,5.814e+1
424.871,5.362e+1,8.257e-10,3.681e-8,5.362e+1
424.876,4.812e+1,8.248e-10,3.679e-8,4.812e+1
424.881,4.202e+1,8.238e-10,3.677e-8,4.202e+1
424.886,3.572e+1,8.229e-10,3.676e-8,3.572e+1
424.891,2.959e+1,8.219e-10,3.674e-8,2.959e+1
424.896,2.393e+1,8.210e-10,3.672e-8,2.393e+1
424.901,1.899e+1,8.200e-10,3.671e-8,1.899e+1
424.906,1.495e+1,8.191e-10,3.669e-8,1.495e+1
424.911,1.195e+1,8.182e-10,3.667e-8,1.195e+1
424.916,1.013e+1,8.172e-10,3.666e-8,1.013e+1
424.921,9.606e+0,8.163e-10,3.664e-8,9.606e+0
424.926,1.059e+1,8.153e-10,3.662e-8,1.059e+1
424.931,1.333e+1,8.144e-10,3.661e-8,1.333e+1
424.936,1.819e+1,8.135e-10,3.659e-8,1.819e+1
424.941,2.558e+1,8.125e-10,3.657e-8,2.558e+1
424.946,3.598e+1,8.116e-10,3.656e-8,3.598e+1
424.951,4.983e+1,8.106e-10,3.654e-8,4.983e+1
424.956,6.748e+1,8.097e-10,3.652e-8,6.748e+1
424.961,8.910e+1,8.088e-10,3.651e-8,8.910e+1
424.966,1.145e+2,8.078e-10,3.649e-8,1.145e+2
424.971,1.433e+2,8.069e-10,3.647e-8,1.433e+2
424.976,1.744e+2,8.059e-10,3.646e-8,1.744e+2
424.981,2.064e+2,8.050e-10,3.644e-8,2.064e+2
424.986,2.377e+2,8.041e-10,3.642e-8,2.377e+2
424.991,2.663e+2,8.031e-10,3.641e-8,2.663e+2
424.996,2.902e+2,8.022e-10,3.639e-8,2.902e+2
425.001,3.075e+2,8.012e-10,3.637e-8,3.075e+2
425.006,3.170e+2,8.003e-10,3.636e-8,3.170e+2
425.011,3.179e+2,7.994e-10,3.634e-8,3.179e+2
425.016,3.101e+2,7.984e-10,3.632e-8,3.101e+2
425.021,2.942e+2,7.975e-10,3.631e-8,2.942e+2
425.026,2.715e+2,7.965e-10,3.629e-8,2.715e+2
425.031,2.437e+2,7.956e-10,3.627e-8,2.437e+2
425.036,2.128e+2,7.947e-10,3.625e-8,2.128e+2
425.041,1.807e+2,7.937e-10,3.624e-8,1.807e+2
425.046,1.493e+2,7.928e-10,3.622e-8,1.493e+2
425.051,1.200e+2,7.918e-10,3.620e-8,1.200e+2
425.056,9.379e+1,7.909e-10,3.619e-8,9.379e+1
425.061,7.131e+1,7.899e-10,3.617e-8,7.131e+1
425.066,5.274e+1,7.890e-10,3.615e-8,5.274e+1
425.071,3.794e+1,7.881e-10,3.614e-8,3.794e+1
425.076,2.655e+1,7.871e-10,3.612e-8,2.655e+1
425.081,1.807e+1,7.862e-10,3.610e-8,1.807e+1
425.086,1.196e+1,7.852e-10,3.609e-8,1.196e+1
425.091,7.702e+0,7.843e-10,3.607e-8,7.702e+0
425.096,4.825e+0,7.834e-10,3.605e-8,4.825e+0
425.101,2.940e+0,7.824e-10,3.604e-8,2.940e+0
425.106,1.742e+0,7.815e-10,3.602e-8,1.742e+0
425.111,1.004e+0,7.805e-10,3.600e-8,1.004e+0
425.116,5.631e-1,7.796e-10,3.599e-8,5.631e-1
425.121,3.071e-1,7.787e-10,3.597e-8,3.071e-1
425.126,1.629e-1,7.777e-10,3.595e-8,1.629e-1
425.131,8.409e-2,7.768e-10,3.594e-8,8.409e-2
425.136,4.221e-2,7.758e-10,3.592e-8,4.221e-2
425.141,2.061e-2,7.749e-10,3.590e-8,2.061e-2
425.146,9.787e-3,7.740e-10,3.589e-8,9.787e-3
425.151,4.521e-3,7.730e-10,3.587e-8,4.521e-3
425.156,2.032e-3,7.721e-10,3.585e-8,2.032e-3
425.161,8.879e-4,7.711e-10,3.584e-8,8.879e-4
425.166,3.775e-4,7.702e-10,3.582e-8,3.775e-4
425.171,1.561e-4,7.693e-10,3.580e-8,1.561e-4
425.176,6.280e-5,7.683e-10,3.579e-8,6.280e-5
425.181,2.457e-5,7.674e-10,3.577e-8,2.457e-5
425.186,9.351e-6,7.664e-10,3.575e-8,9.351e-6
425.191,3.462e-6,7.655e-10,3.574e-8,3.462e-6
425.196,1.247e-6,7.646e-10,3.572e-8,1.247e-6
425.201,4.371e-7,7.636e-10,3.570e-8,4.371e-7
425.206,1.502e-7,7.627e-10,3.569e-8,1.502e-7
425.211,5.374e-8,7.617e-10,3.567e-8,5.374e-8
425.216,2.913e-8,7.608e-10,3.565e-8,2.913e-8
425.221,4.335e-8,7.599e-10,3.564e-8,4.335e-8
425.226,1.096e-7,7.589e-10,3.562e-8,1.096e-7
425.231,2.969e-7,7.580e-10,3.560e-8,2.969e-7
425.236,7.905e-7,7.570e-10,3.559e-8,7.905e-7
425.241,2.050e-6,7.561e-10,3.557e-8,2.050e-6
425.246,5.173e-6,7.551e-10,3.555e-8,5.173e-6
425.251,1.270e-5,7.542e-10,3.554e-8,1.270e-5
425.256,3.032e-5,7.533e-10,3.552e-8,3.032e-5
425.261,7.041e-5,7.523e-10,3.550e-8,7.041e-5
425.266,1.591e-4,7.514e-10,3.549e-8,1.591e-4
425.271,3.496e-4,7.504e-10,3.547e-8,3.496e-4
425.276,7.474e-4,7.495e-10,3.545e-8,7.474e-4
425.281,1.554e-3,7.486e-10,3.544e-8,1.554e-3
425.286,3.144e-3,7.476e-10,3.542e-8,3.144e-3
425.291,6.187e-3,7.467e-10,3.540e-8,6.187e-3
425.296,1.184e-2,7.457e-10,3.539e-8,1.184e-2
425.301,2.205e-2,7.448e-10,3.537e-8,2.205e-2
425.306,3.994e-2,7.439e-10,3.535e-8,3.994e-2
425.311,7.036e-2,7.429e-10,3.534e-8,7.036e-2
425.316,1.206e-1,7.420e-10,3.532e-8,1.206e-1
425.321,2.010e-1,7.410e-10,3.530e-8,2.010e-1
425.326,3.260e-1,7.401e-10,3.529e-8,3.260e-1
425.331,5.143e-1,7.392e-10,3.527e-8,5.143e-1
425.336,7.893e-1,7.382e-10,3.525e-8,7.893e-1
425.341,1.178e+0,7.373e-10,3.524e-8,1.178e+0
425.346,1.711e+0,7.363e-10,3.522e-8,1.711e+0
425.351,2.417e+0,7.354e-10,3.520e-8,2.417e+0
425.355,3.123e+0,7.346e-10,3.519e-8,3.123e+0
425.360,4.197e+0,7.337e-10,3.517e-8,4.197e+0
425.365,5.487e+0,7.328e-10,3.516e-8,5.487e+0
425.370,6.978e+0,7.318e-10,3.514e-8,6.978e+0
425.375,8.632e+0,7.309e-10,3.512e-8,8.632e+0
425.380,1.039e+1,7.299e-10,3.511e-8,1.039e+1
425.385,1.216e+1,7.290e-10,3.509e-8,1.216e+1
425.390,1.384e+1,7.281e-10,3.507e-8,1.384e+1
425.395,1.533e+1,7.271e-10,3.506e-8,1.533e+1
425.400,1.652e+1,7.262e-10,3.504e-8,1.652e+1
425.405,1.732e+1,7.252e-10,3.502e-8,1.732e+1
425.410,1.765e+1,7.243e-10,3.500e-8,1.765e+1
425.415,1.751e+1,7.234e-10,3.499e-8,1.751e+1
425.420,1.689e+1,7.224e-10,3.497e-8,1.689e+1
425.425,1.585e+1,7.215e-10,3.495e-8,1.585e+1
425.430,1.447e+1,7.205e-10,3.494e-8,1.447e+1
425.435,1.285e+1,7.196e-10,3.492e-8,1.285e+1
425.440,1.110e+1,7.187e-10,3.490e-8,1.110e+1
425.445,9.326e+0,7.177e-10,3.489e-8,9.326e+0
425.450,7.623e+0,7.168e-10,3.487e-8,7.623e+0
425.455,6.061e+0,7.158e-10,3.485e-8,6.061e+0
425.460,4.687e+0,7.149e-10,3.484e-8,4.687e+0
425.465,3.526e+0,7.140e-10,3.482e-8,3.526e+0
425.470,2.581e+0,7.130e-10,3.480e-8,2.581e+0
425.475,1.837e+0,7.121e-10,3.479e-8,1.837e+0
425.480,1.272e+0,7.111e-10,3.477e-8,1.272e+0
425.485,8.570e-1,7.102e-10,3.475e-8,8.570e-1
425.490,5.616e-1,7.092e-10,3.474e-8,5.616e-1
425.495,3.580e-1,7.083e-10,3.472e-8,3.580e-1
425.500,2.220e-1,7.074e-10,3.470e-8,2.220e-1
425.505,1.339e-1,7.064e-10,3.469e-8,1.339e-1
425.510,7.854e-2,7.055e-10,3.467e-8,7.854e-2
425.515,4.483e-2,7.045e-10,3.465e-8,4.483e-2
425.520,2.489e-2,7.036e-10,3.464e-8,2.489e-2
425.525,1.344e-2,7.027e-10,3.462e-8,1.344e-2
425.530,7.060e-3,7.017e-10,3.460e-8,7.060e-3
425.535,3.608e-3,7.008e-10,3.459e-8,3.608e-3
425.540,1.793e-3,6.998e-10,3.457e-8,1.793e-3
425.545,8.672e-4,6.989e-10,3.455e-8,8.672e-4
425.550,4.079e-4,6.980e-10,3.454e-8,4.079e-4
425.555,1.866e-4,6.970e-10,3.452e-8,1.866e-4
425.560,8.306e-5,6.961e-10,3.450e-8,8.306e-5
425.565,3.596e-5,6.951e-10,3.449e-8,3.596e-5
425.570,1.515e-5,6.942e-10,3.447e-8,1.515e-5
425.575,6.205e-6,6.933e-10,3.445e-8,6.205e-6
425.580,2.473e-6,6.923e-10,3.444e-8,2.473e-6
425.585,9.585e-7,6.914e-10,3.442e-8,9.585e-7
425.590,3.614e-7,6.904e-10,3.440e-8,3.614e-7
425.595,1.326e-7,6.895e-10,3.439e-8,1.326e-7
425.600,4.731e-8,6.886e-10,3.437e-8,4.731e-8
425.605,1.642e-8,6.876e-10,3.435e-8,1.642e-8
425.610,5.544e-9,6.867e-10,3.434e-8,5.544e-9
425.615,1.821e-9,6.857e-10,3.432e-8,1.821e-9
425.620,5.817e-10,6.848e-10,3.430e-8,5.817e-10
425.625,1.808e-10,6.839e-10,3.429e-8,1.808e-10
425.630,5.466e-11,6.829e-10,3.427e-8,5.466e-11
425.635,1.607e-11,6.820e-10,3.425e-8,1.607e-11
425.640,4.600e-12,6.810e-10,3.424e-8,4.600e-12
425.645,1.288e-12,6.801e-10,3.422e-8,1.288e-12
425.650,3.829e-13,6.791e-10,3.420e-8,3.829e-13
425.655,2.353e-13,6.782e-10,3.419e-8,2.353e-13
425.660,5.750e-13,6.773e-10,3.417e-8,5.750e-13
425.665,2.060e-12,6.763e-10,3.415e-8,2.060e-12
425.670,7.444e-12,6.754e-10,3.414e-8,7.444e-12
425.675,2.623e-11,6.744e-10,3.412e-8,2.623e-11
425.680,8.994e-11,6.735e-10,3.410e-8,8.994e-11
425.685,3.000e-10,6.726e-10,3.409e-8,3.000e-10
425.690,9.733e-10,6.716e-10,3.407e-8,9.733e-10
425.695,3.072e-9,6.707e-10,3.405e-8,3.072e-9
425.700,9.434e-9,6.697e-10,3.404e-8,9.434e-9
425.705,2.818e-8,6.688e-10,3.402e-8,2.818e-8
425.710,8.189e-8,6.679e-10,3.400e-8,8.189e-8
425.715,2.315e-7,6.669e-10,3.399e-8,2.315e-7
425.720,6.366e-7,6.660e-10,3.397e-8,6.366e-7
425.725,1.703e-6,6.650e-10,3.395e-8,1.703e-6
425.730,4.432e-6,6.641e-10,3.394e-8,4.432e-6
425.735,1.122e-5,6.632e-10,3.392e-8,1.122e-5
425.740,2.764e-5,6.622e-10,3.390e-8,2.764e-5
425.745,6.622e-5,6.613e-10,3.389e-8,6.622e-5
425.750,1.544e-4,6.603e-10,3.387e-8,1.544e-4
425.755,3.500e-4,6.594e-10,3.385e-8,3.500e-4
425.760,7.721e-4,6.585e-10,3.384e-8,7.721e-4
425.765,1.657e-3,6.575e-10,3.382e-8,1.657e-3
425.770,3.458e-3,6.566e-10,3.380e-8,3.458e-3
425.775,7.023e-3,6.556e-10,3.378e-8,7.023e-3
425.780,1.387e-2,6.547e-10,3.377e-8,1.387e-2
425.785,2.667e-2,6.538e-10,3.375e-8,2.667e-2
425.790,4.985e-2,6.528e-10,3.373e-8,4.985e-2
425.795,9.067e-2,6.519e-10,3.372e-8,9.067e-2
425.800,1.604e-1,6.509e-10,3.370e-8,1.604e-1
425.805,2.761e-1,6.500e-10,3.368e-8,2.761e-1
425.810,4.623e-1,6.490e-10,3.367e-8,4.623e-1
425.815,7.531e-1,6.481e-10,3.365e-8,7.531e-1
425.820,1.193e+0,6.472e-10,3.363e-8,1.193e+0
425.825,1.840e+0,6.462e-10,3.362e-8,1.840e+0
425.830,2.759e+0,6.453e-10,3.360e-8,2.759e+0
425.835,4.024e+0,6.443e-10,3.358e-8,4.024e+0
425.840,5.711e+0,6.434e-10,3.357e-8,5.711e+0
425.845,7.885e+0,6.425e-10,3.355e-8,7.885e+0
425.850,1.059e+1,6.415e-10,3.353e-8,1.059e+1
425.855,1.384e+1,6.406e-10,3.352e-8,1.384e+1
425.860,1.759e+1,6.396e-10,3.350e-8,1.759e+1
425.865,2.174e+1,6.387e-10,3.348e-8,2.174e+1
425.870,2.615e+1,6.378e-10,3.347e-8,2.615e+1
425.875,3.060e+1,6.368e-10,3.345e-8,3.060e+1
425.880,3.484e+1,6.359e-10,3.343e-8,3.484e+1
425.885,3.858e+1,6.349e-10,3.342e-8,3.858e+1
425.890,4.156e+1,6.340e-10,3.340e-8,4.156e+1
425.895,4.355e+1,6.331e-10,3.338e-8,4.355e+1
425.900,4.440e+1,6.321e-10,3.337e-8,4.440e+1
425.905,4.404e+1,6.312e-10,3.335e-8,4.404e+1
425.910,4.249e+1,6.302e-10,3.333e-8,4.249e+1
425.915,3.988e+1,6.293e-10,3.332e-8,3.988e+1
425.920,3.641e+1,6.284e-10,3.330e-8,3.641e+1
425.925,3.234e+1,6.274e-10,3.328e-8,3.234e+1
425.930,2.794e+1,6.265e-10,3.327e-8,2.794e+1
425.935,2.349e+1,6.255e-10,3.325e-8,2.349e+1
425.940,1.921e+1,6.246e-10,3.323e-8,1.921e+1
425.945,1.528e+1,6.237e-10,3.322e-8,1.528e+1
425.950,1.182e+1,6.227e-10,3.320e-8,1.182e+1
425.955,8.902e+0,6.218e-10,3.318e-8,8.902e+0
425.960,6.519e+0,6.208e-10,3.317e-8,6.519e+0
425.965,4.645e+0,6.199e-10,3.315e-8,4.645e+0
425.970,3.219e+0,6.190e-10,3.313e-8,3.219e+0
425.975,2.170e+0,6.180e-10,3.312e-8,2.170e+0
425.980,1.424e+0,6.171e-10,3.310e-8,1.424e+0
425.985,9.084e-1,6.161e-10,3.308e-8,9.084e-1
425.990,5.638e-1,6.152e-10,3.307e-8,5.638e-1
425.995,3.405e-1,6.142e-10,3.305e-8,3.405e-1
426.000,2.000e-1,6.133e-10,3.303e-8,2.000e-1
426.005,1.143e-1,6.124e-10,3.302e-8,1.143e-1
426.010,6.354e-2,6.114e-10,3.300e-8,6.354e-2
426.015,3.436e-2,6.105e-10,3.298e-8,3.436e-2
426.020,1.808e-2,6.095e-10,3.297e-8,1.808e-2
426.025,9.252e-3,6.086e-10,3.295e-8,9.252e-3
426.030,4.607e-3,6.077e-10,3.293e-8,4.607e-3
426.035,2.231e-3,6.067e-10,3.292e-8,2.231e-3
426.040,1.051e-3,6.058e-10,3.290e-8,1.051e-3
426.045,4.819e-4,6.048e-10,3.288e-8,4.819e-4
426.050,2.149e-4,6.039e-10,3.287e-8,2.149e-4
426.055,9.321e-5,6.030e-10,3.285e-8,9.321e-5
426.060,3.933e-5,6.020e-10,3.283e-8,3.933e-5
426.065,1.615e-5,6.011e-10,3.282e-8,1.615e-5
426.070,6.448e-6,6.001e-10,3.280e-8,6.448e-6
426.075,2.505e-6,5.992e-10,3.278e-8,2.505e-6
426.080,9.468e-7,5.983e-10,3.277e-8,9.468e-7
426.085,3.481e-7,5.973e-10,3.275e-8,3.481e-7
426.090,1.245e-7,5.964e-10,3.273e-8,1.245e-7
426.095,4.332e-8,5.954e-10,3.272e-8,4.332e-8
426.100,1.466e-8,5.945e-10,3.270e-8,1.466e-8
426.105,4.828e-9,5.936e-10,3.268e-8,4.828e-9
426.110,1.547e-9,5.926e-10,3.267e-8,1.547e-9
426.115,4.819e-10,5.917e-10,3.265e-8,4.819e-10
426.120,1.461e-10,5.907e-10,3.263e-8,1.461e-10
426.125,4.308e-11,5.898e-10,3.262e-8,4.308e-11
426.130,1.236e-11,5.889e-10,3.260e-8,1.236e-11
426.135,3.449e-12,5.879e-10,3.258e-8,3.449e-12
426.140,9.365e-13,5.870e-10,3.257e-8,9.365e-13
426.145,2.473e-13,5.860e-10,3.255e-8,2.473e-13
426.150,6.355e-14,5.851e-10,3.253e-8,6.355e-14
426.155,1.588e-14,5.841e-10,3.251e-8,1.588e-14
426.160,3.862e-15,5.832e-10,3.250e-8,3.862e-15
426.165,9.136e-16,5.823e-10,3.248e-8,9.136e-16
426.170,2.102e-16,5.813e-10,3.246e-8,2.102e-16
426.355,5.465e-10,5.465e-10,3.185e-8,2.747e-16
426.359,1.744e-9,1.744e-9,3.183e-8,2.761e-16
426.364,7.257e-9,7.257e-9,3.182e-8,2.778e-16
426.369,2.938e-8,2.938e-8,3.180e-8,2.796e-16
426.374,1.157e-7,1.157e-7,3.178e-8,2.813e-16
426.379,4.434e-7,4.434e-7,3.177e-8,2.831e-16
426.384,1.653e-6,1.653e-6,3.175e-8,2.848e-16
426.389,5.996e-6,5.996e-6,3.173e-8,2.866e-16
426.394,2.116e-5,2.116e-5,3.172e-8,2.883e-16
426.399,7.264e-5,7.264e-5,3.170e-8,2.900e-16
426.404,2.426e-4,2.426e-4,3.168e-8,2.918e-16
426.409,7.885e-4,7.885e-4,3.167e-8,2.935e-16
426.414,2.493e-3,2.493e-3,3.165e-8,2.953e-16
426.419,7.667e-3,7.667e-3,3.163e-8,2.970e-16
426.424,2.295e-2,2.295e-2,3.162e-8,2.988e-16
426.429,6.680e-2,6.680e-2,3.160e-8,3.005e-16
426.434,1.892e-1,1.892e-1,3.158e-8,3.022e-16
426.439,5.215e-1,5.215e-1,3.157e-8,3.040e-16
426.444,1.398e+0,1.398e+0,3.155e-8,3.057e-16
426.449,3.647e+0,3.647e+0,3.153e-8,3.075e-16
426.454,9.255e+0,9.255e+0,3.152e-8,3.092e-16
426.459,2.285e+1,2.285e+1,3.150e-8,3.110e-16
426.464,5.489e+1,5.489e+1,3.148e-8,3.127e-16
426.469,1.283e+2,1.283e+2,3.147e-8,3.144e-16
426.474,2.917e+2,2.917e+2,3.145e-8,3.162e-16
426.479,6.452e+2,6.452e+2,3.143e-8,3.179e-16
426.484,1.389e+3,1.389e+3,3.142e-8,3.197e-16
426.489,2.907e+3,2.907e+3,3.140e-8,3.214e-16
426.494,5.923e+3,5.923e+3,3.138e-8,3.232e-16
426.499,1.174e+4,1.174e+4,3.137e-8,3.249e-16
426.504,2.263e+4,2.263e+4,3.135e-8,3.266e-16
426.509,4.246e+4,4.246e+4,3.133e-8,3.284e-16
426.514,7.749e+4,7.749e+4,3.132e-8,3.301e-16
426.519,1.376e+5,1.376e+5,3.130e-8,3.319e-16
426.524,2.377e+5,2.377e+5,3.128e-8,3.336e-16
426.529,3.995e+5,3.995e+5,3.126e-8,3.354e-16
426.534,6.532e+5,6.532e+5,3.125e-8,3.371e-16
426.539,1.039e+6,1.039e+6,3.123e-8,3.388e-16
426.544,1.608e+6,1.608e+6,3.121e-8,3.406e-16
426.549,2.422e+6,2.422e+6,3.120e-8,3.423e-16
426.554,3.548e+6,3.548e+6,3.118e-8,3.441e-16
426.559,5.057e+6,5.057e+6,3.116e-8,3.458e-16
426.564,7.013e+6,7.013e+6,3.115e-8,3.475e-16
426.569,9.461e+6,9.461e+6,3.113e-8,3.493e-16
426.574,1.242e+7,1.242e+7,3.111e-8,3.510e-16
426.579,1.586e+7,1.586e+7,3.110e-8,3.528e-16
426.584,1.970e+7,1.970e+7,3.108e-8,3.545e-16
426.589,2.381e+7,2.381e+7,3.106e-8,3.563e-16
426.594,2.800e+7,2.800e+7,3.105e-8,3.580e-16
426.599,3.204e+7,3.204e+7,3.103e-8,3.597e-16
426.604,3.566e+7,3.566e+7,3.101e-8,3.615e-16
426.609,3.862e+7,3.862e+7,3.100e-8,3.632e-16
426.614,4.069e+7,4.069e+7,3.098e-8,3.650e-16
426.619,4.171e+7,4.171e+7,3.096e-8,3.667e-16
426.624,4.159e+7,4.159e+7,3.095e-8,3.685e-16
426.629,4.035e+7,4.035e+7,3.093e-8,3.702e-16
426.634,3.809e+7,3.809e+7,3.091e-8,3.719e-16
426.639,3.498e+7,3.498e+7,3.090e-8,3.737e-16
426.644,3.126e+7,3.126e+7,3.088e-8,3.754e-16
426.649,2.717e+7,2.717e+7,3.086e-8,3.772e-16
426.654,2.298e+7,2.298e+7,3.085e-8,3.789e-16
426.659,1.891e+7,1.891e+7,3.083e-8,3.807e-16
426.664,1.513e+7,1.513e+7,3.081e-8,3.824e-16
426.669,1.179e+7,1.179e+7,3.080e-8,3.841e-16
426.674,8.931e+6,8.931e+6,3.078e-8,3.859e-16
426.679,6.583e+6,6.583e+6,3.076e-8,3.876e-16
426.684,4.722e+6,4.722e+6,3.075e-8,3.894e-16
426.689,3.295e+6,3.295e+6,3.073e-8,3.911e-16
426.694,2.236e+6,2.236e+6,3.071e-8,3.929e-16
426.699,1.477e+6,1.477e+6,3.070e-8,3.946e-16
426.704,9.491e+5,9.491e+5,3.068e-8,3.963e-16
426.709,5.933e+5,5.933e+5,3.066e-8,3.981e-16
426.714,3.609e+5,3.609e+5,3.065e-8,3.998e-16
426.719,2.135e+5,2.135e+5,3.063e-8,1.725e-15
426.724,1.229e+5,1.229e+5,3.061e-8,7.238e-15
426.729,6.885e+4,6.885e+4,3.060e-8,2.956e-14
426.734,3.752e+4,3.752e+4,3.058e-8,1.174e-13
426.739,1.989e+4,1.989e+4,3.056e-8,4.539e-13
426.744,1.026e+4,1.026e+4,3.055e-8,1.707e-12
426.749,5.148e+3,5.148e+3,3.053e-8,6.246e-12
426.754,2.513e+3,2.513e+3,3.051e-8,2.224e-11
426.759,1.194e+3,1.194e+3,3.050e-8,7.702e-11
426.764,5.517e+2,5.517e+2,3.048e-8,2.596e-10
426.769,2.480e+2,2.480e+2,3.046e-8,8.511e-10
426.774,1.085e+2,1.085e+2,3.045e-8,2.715e-9
426.779,4.617e+1,4.617e+1,3.043e-8,8.427e-9
426.784,1.911e+1,1.911e+1,3.041e-8,2.545e-8
426.789,7.699e+0,7.699e+0,3.040e-8,7.478e-8
426.794,3.017e+0,3.017e+0,3.038e-8,2.138e-7
426.799,1.150e+0,1.150e+0,3.036e-8,5.946e-7
426.804,4.267e-1,4.267e-1,3.035e-8,1.609e-6
426.809,1.540e-1,1.540e-1,3.033e-8,4.237e-6
426.814,5.408e-2,5.407e-2,3.031e-8,1.085e-5
426.819,1.850e-2,1.847e-2,3.030e-8,2.705e-5
426.824,6.203e-3,6.138e-3,3.028e-8,6.560e-5
426.829,2.139e-3,1.985e-3,3.026e-8,1.548e-4
426.834,9.795e-4,6.243e-4,3.025e-8,3.553e-4
426.839,9.846e-4,1.910e-4,3.023e-8,7.935e-4
426.844,1.781e-3,5.688e-5,3.021e-8,1.724e-3
426.849,3.662e-3,1.648e-5,3.020e-8,3.646e-3
426.854,7.504e-3,4.644e-6,3.018e-8,7.499e-3
426.859,1.501e-2,1.273e-6,3.016e-8,1.501e-2
426.864,2.923e-2,3.397e-7,3.015e-8,2.923e-2
426.869,5.537e-2,8.816e-8,3.013e-8,5.537e-2
426.874,1.021e-1,2.226e-8,3.011e-8,1.021e-1
426.879,1.831e-1,5.469e-9,3.010e-8,1.831e-1
426.884,3.194e-1,1.307e-9,3.008e-8,3.194e-1
426.889,5.423e-1,3.039e-10,3.006e-8,5.423e-1
426.894,8.958e-1,3.031e-10,3.004e-8,8.958e-1
426.899,1.440e+0,3.022e-10,3.003e-8,1.440e+0
426.904,2.251e+0,3.014e-10,3.001e-8,2.251e+0
426.909,3.425e+0,3.005e-10,2.999e-8,3.425e+0
426.914,5.070e+0,2.996e-10,2.998e-8,5.070e+0
426.919,7.301e+0,2.988e-10,2.996e-8,7.301e+0
426.924,1.023e+1,2.979e-10,2.994e-8,1.023e+1
426.929,1.395e+1,2.971e-10,2.993e-8,1.395e+1
426.934,1.850e+1,2.962e-10,2.991e-8,1.850e+1
426.939,2.387e+1,2.954e-10,2.989e-8,2.387e+1
426.944,2.998e+1,2.945e-10,2.988e-8,2.998e+1
426.949,3.662e+1,2.936e-10,2.986e-8,3.662e+1
426.954,4.353e+1,2.928e-10,2.984e-8,4.353e+1
426.959,5.034e+1,2.919e-10,2.983e-8,5.034e+1
426.964,5.664e+1,2.911e-10,2.981e-8,5.664e+1
426.969,6.200e+1,2.902e-10,2.979e-8,6.200e+1
426.974,6.604e+1,2.893e-10,2.978e-8,6.604e+1
426.979,6.844e+1,2.885e-10,2.976e-8,6.844e+1
426.984,6.900e+1,2.876e-10,2.974e-8,6.900e+1
426.989,6.769e+1,2.868e-10,2.973e-8,6.769e+1
426.994,6.461e+1,2.859e-10,2.971e-8,6.461e+1
426.999,6.000e+1,2.851e-10,2.969e-8,6.000e+1
427.004,5.421e+1,2.842e-10,2.968e-8,5.421e+1
427.009,4.765e+1,2.833e-10,2.966e-8,4.765e+1
427.014,4.076e+1,2.825e-10,2.964e-8,4.076e+1
427.019,3.391e+1,2.816e-10,2.963e-8,3.391e+1
427.024,2.746e+1,2.808e-10,2.961e-8,2.746e+1
427.029,2.163e+1,2.799e-10,2.959e-8,2.163e+1
427.034,1.658e+1,2.791e-10,2.958e-8,1.658e+1
427.039,1.236e+1,2.782e-10,2.956e-8,1.236e+1
427.044,8.969e+0,2.773e-10,2.954e-8,8.969e+0
427.049,6.331e+0,2.765e-10,2.953e-8,6.331e+0
427.054,4.348e+0,2.756e-10,2.951e-8,4.348e+0
427.059,2.905e+0,2.748e-10,2.949e-8,2.905e+0
427.064,1.889e+0,2.739e-10,2.948e-8,1.889e+0
