Wavelength (nm),Sum(calc),Ti I (1.8e-2),Ti II (9.6e-1),Ti III (2.1e-2)
427.069,1.195e+0,2.731e-10,2.946e-8,1.195e+0
427.074,7.353e-1,2.722e-10,2.944e-8,7.353e-1
427.079,4.403e-1,2.713e-10,2.943e-8,4.403e-1
427.084,2.565e-1,2.705e-10,2.941e-8,2.565e-1
427.089,1.454e-1,2.696e-10,2.939e-8,1.454e-1
427.094,8.019e-2,2.688e-10,2.938e-8,8.019e-2
427.099,4.303e-2,2.679e-10,2.936e-8,4.303e-2
427.104,2.246e-2,2.671e-10,2.934e-8,2.246e-2
427.109,1.141e-2,2.662e-10,2.933e-8,1.141e-2
427.114,5.638e-3,2.653e-10,2.931e-8,5.638e-3
427.119,2.711e-3,2.645e-10,2.929e-8,2.711e-3
427.124,1.268e-3,2.636e-10,2.928e-8,1.268e-3
427.129,5.773e-4,2.628e-10,2.926e-8,5.773e-4
427.134,2.556e-4,2.619e-10,2.924e-8,2.556e-4
427.139,1.102e-4,2.610e-10,2.923e-8,1.102e-4
427.144,4.618e-5,2.602e-10,2.921e-8,4.618e-5
427.149,1.883e-5,2.593e-10,2.919e-8,1.883e-5
427.154,7.474e-6,2.585e-10,2.918e-8,7.474e-6
427.159,2.886e-6,2.576e-10,2.916e-8,2.886e-6
427.164,1.084e-6,2.568e-10,2.914e-8,1.084e-6
427.169,3.962e-7,2.559e-10,2.913e-8,3.962e-7
427.174,1.409e-7,2.550e-10,2.911e-8,1.409e-7
427.179,4.875e-8,2.542e-10,2.909e-8,4.875e-8
427.184,1.641e-8,2.533e-10,2.908e-8,1.641e-8
427.189,5.375e-9,2.525e-10,2.906e-8,5.375e-9
427.194,1.713e-9,2.516e-10,2.904e-8,1.713e-9
427.199,5.310e-10,2.508e-10,2.903e-8,5.310e-10
427.204,1.602e-10,2.499e-10,2.901e-8,1.602e-10
427.209,4.701e-11,2.490e-10,2.899e-8,4.701e-11
427.214,1.342e-11,2.482e-10,2.898e-8,1.342e-11
427.219,3.730e-12,2.473e-10,2.896e-8,3.730e-12
427.224,1.008e-12,2.465e-10,2.894e-8,1.008e-12
427.229,2.651e-13,2.456e-10,2.893e-8,2.651e-13
427.234,6.785e-14,2.448e-10,2.891e-8,6.785e-14
427.239,1.689e-14,2.439e-10,2.889e-8,1.689e-14
427.244,4.092e-15,2.430e-10,2.888e-8,4.092e-15
427.249,9.643e-16,2.422e-10,2.886e-8,9.643e-16
427.868,1.360e-10,1.360e-10,2.679e-8,1.388e-15
427.873,5.821e-10,5.821e-10,2.677e-8,1.392e-15
427.878,2.424e-9,2.424e-9,2.676e-8,1.395e-15
427.883,9.824e-9,9.824e-9,2.674e-8,1.398e-15
427.888,3.874e-8,3.874e-8,2.672e-8,1.402e-15
427.893,1.487e-7,1.487e-7,2.671e-8,1.405e-15
427.898,5.551e-7,5.551e-7,2.669e-8,1.409e-15
427.903,2.017e-6,2.017e-6,2.667e-8,1.412e-15
427.908,7.132e-6,7.132e-6,2.666e-8,1.416e-15
427.913,2.454e-5,2.454e-5,2.664e-8,1.419e-15
427.918,8.216e-5,8.216e-5,2.662e-8,1.422e-15
427.923,2.677e-4,2.677e-4,2.661e-8,1.426e-15
427.928,8.486e-4,8.486e-4,2.659e-8,1.429e-15
427.933,2.618e-3,2.618e-3,2.657e-8,1.433e-15
427.938,7.859e-3,7.859e-3,2.656e-8,1.436e-15
427.943,2.296e-2,2.296e-2,2.654e-8,1.439e-15
427.948,6.526e-2,6.526e-2,2.652e-8,1.443e-15
427.953,1.805e-1,1.805e-1,2.651e-8,1.446e-15
427.958,4.859e-1,4.859e-1,2.649e-8,1.450e-15
427.963,1.273e+0,1.273e+0,2.647e-8,1.453e-15
427.968,3.244e+0,3.244e+0,2.646e-8,1.457e-15
427.973,8.046e+0,8.046e+0,2.644e-8,1.460e-15
427.978,1.942e+1,1.942e+1,2.642e-8,1.463e-15
427.983,4.561e+1,4.561e+1,2.641e-8,1.467e-15
427.988,1.042e+2,1.042e+2,2.639e-8,1.470e-15
427.993,2.318e+2,2.318e+2,2.637e-8,1.474e-15
427.998,5.016e+2,5.016e+2,2.636e-8,1.477e-15
428.003,1.056e+3,1.056e+3,2.634e-8,1.481e-15
428.008,2.164e+3,2.164e+3,2.632e-8,1.484e-15
428.013,4.315e+3,4.315e+3,2.630e-8,1.487e-15
428.018,8.373e+3,8.373e+3,2.629e-8,1.491e-15
428.023,1.581e+4,1.581e+4,2.627e-8,1.494e-15
428.028,2.905e+4,2.905e+4,2.625e-8,1.498e-15
428.033,5.193e+4,5.193e+4,2.624e-8,1.501e-15
428.038,9.034e+4,9.034e+4,2.622e-8,1.505e-15
428.043,1.529e+5,1.529e+5,2.620e-8,1.508e-15
428.048,2.520e+5,2.520e+5,2.619e-8,1.511e-15
428.053,4.039e+5,4.039e+5,2.617e-8,1.515e-15
428.058,6.300e+5,6.300e+5,2.615e-8,1.518e-15
428.063,9.563e+5,9.563e+5,2.614e-8,1.522e-15
428.068,1.413e+6,1.413e+6,2.612e-8,1.525e-15
428.073,2.030e+6,2.030e+6,2.610e-8,1.528e-15
428.078,2.840e+6,2.840e+6,2.609e-8,1.532e-15
428.083,3.865e+6,3.865e+6,2.607e-8,1.535e-15
428.088,5.119e+6,5.119e+6,2.605e-8,1.539e-15
428.093,6.597e+6,6.597e+6,2.604e-8,1.542e-15
428.098,8.273e+6,8.273e+6,2.602e-8,1.546e-15
428.103,1.010e+7,1.010e+7,2.600e-8,1.549e-15
428.108,1.199e+7,1.199e+7,2.599e-8,1.552e-15
428.113,1.385e+7,1.385e+7,2.597e-8,1.556e-15
428.118,1.558e+7,1.558e+7,2.595e-8,1.559e-15
428.123,1.705e+7,1.705e+7,2.594e-8,1.563e-15
428.128,1.815e+7,1.815e+7,2.592e-8,1.566e-15
428.133,1.880e+7,1.880e+7,2.590e-8,1.570e-15
428.138,1.896e+7,1.896e+7,2.589e-8,1.573e-15
428.143,1.860e+7,1.860e+7,2.587e-8,1.576e-15
428.148,1.776e+7,1.776e+7,2.585e-8,1.580e-15
428.153,1.650e+7,1.650e+7,2.584e-8,1.583e-15
428.158,1.491e+7,1.491e+7,2.582e-8,1.587e-15
428.163,1.312e+7,1.312e+7,2.580e-8,1.590e-15
428.168,1.123e+7,1.123e+7,2.579e-8,1.594e-15
428.173,9.354e+6,9.354e+6,2.577e-8,1.597e-15
428.178,7.582e+6,7.582e+6,2.575e-8,1.600e-15
428.183,5.980e+6,5.980e+6,2.574e-8,1.604e-15
428.188,4.590e+6,4.590e+6,2.572e-8,1.607e-15
428.193,3.428e+6,3.428e+6,2.570e-8,1.611e-15
428.198,2.491e+6,2.491e+6,2.569e-8,1.614e-15
428.203,1.762e+6,1.762e+6,2.567e-8,1.618e-15
428.208,1.212e+6,1.212e+6,2.565e-8,1.621e-15
428.213,8.120e+5,8.120e+5,2.564e-8,1.624e-15
428.218,5.291e+5,5.291e+5,2.562e-8,1.628e-15
428.223,3.355e+5,3.355e+5,2.560e-8,1.631e-15
428.228,2.070e+5,2.070e+5,2.559e-8,1.635e-15
428.233,1.243e+5,1.243e+5,2.557e-8,1.638e-15
428.238,7.263e+4,7.263e+4,2.555e-8,1.641e-15
428.243,4.130e+4,4.130e+4,2.554e-8,1.645e-15
428.248,2.285e+4,2.285e+4,2.552e-8,1.648e-15
428.253,1.230e+4,1.230e+4,2.550e-8,1.652e-15
428.258,6.444e+3,6.444e+3,2.549e-8,1.655e-15
428.263,3.285e+3,3.285e+3,2.547e-8,1.659e-15
428.268,1.630e+3,1.630e+3,2.545e-8,1.662e-15
428.273,7.867e+2,7.867e+2,2.544e-8,1.665e-15
428.278,3.695e+2,3.695e+2,2.542e-8,1.669e-15
428.283,1.689e+2,1.689e+2,2.540e-8,1.672e-15
428.288,7.513e+1,7.513e+1,2.539e-8,1.676e-15
428.293,3.253e+1,3.253e+1,2.537e-8,1.679e-15
428.298,1.372e+1,1.372e+1,2.535e-8,7.127e-15
428.303,5.690e+0,5.690e+0,2.534e-8,2.944e-14
428.308,2.457e+0,2.457e+0,2.532e-8,1.183e-13
428.313,1.476e+0,1.476e+0,2.530e-8,4.628e-13
428.318,1.969e+0,1.969e+0,2.529e-8,1.761e-12
428.323,4.436e+0,4.436e+0,2.527e-8,6.525e-12
428.328,1.109e+1,1.109e+1,2.525e-8,2.352e-11
428.333,2.751e+1,2.751e+1,2.524e-8,8.250e-11
428.338,6.662e+1,6.662e+1,2.522e-8,2.816e-10
428.343,1.571e+2,1.571e+2,2.520e-8,9.356e-10
428.348,3.605e+2,3.605e+2,2.519e-8,3.024e-9
428.353,8.049e+2,8.049e+2,2.517e-8,9.515e-9
428.358,1.749e+3,1.749e+3,2.515e-8,2.913e-8
428.362,3.191e+3,3.191e+3,2.514e-8,6.991e-8
428.367,6.602e+3,6.602e+3,2.512e-8,2.038e-7
428.372,1.329e+4,1.329e+4,2.511e-8,5.781e-7
428.377,2.605e+4,2.605e+4,2.509e-8,1.596e-6
428.382,4.966e+4,4.966e+4,2.507e-8,4.287e-6
428.387,9.215e+4,9.215e+4,2.505e-8,1.121e-5
428.392,1.664e+5,1.664e+5,2.504e-8,2.852e-5
428.397,2.924e+5,2.924e+5,2.502e-8,7.060e-5
428.402,4.999e+5,4.999e+5,2.500e-8,1.701e-4
428.407,8.319e+5,8.319e+5,2.499e-8,3.988e-4
428.412,1.347e+6,1.347e+6,2.497e-8,9.099e-4
428.417,2.123e+6,2.123e+6,2.495e-8,2.020e-3
428.422,3.255e+6,3.255e+6,2.494e-8,4.365e-3
428.427,4.858e+6,4.858e+6,2.492e-8,9.178e-3
428.432,7.054e+6,7.054e+6,2.490e-8,1.878e-2
428.437,9.969e+6,9.969e+6,2.489e-8,3.740e-2
428.442,1.371e+7,1.371e+7,2.487e-8,7.246e-2
428.447,1.835e+7,1.835e+7,2.485e-8,1.366e-1
428.452,2.389e+7,2.389e+7,2.484e-8,2.508e-1
428.457,3.028e+7,3.028e+7,2.482e-8,4.478e-1
428.462,3.735e+7,3.735e+7,2.480e-8,7.782e-1
428.467,4.482e+7,4.482e+7,2.479e-8,1.316e+0
428.472,5.235e+7,5.235e+7,2.477e-8,2.166e+0
428.477,5.949e+7,5.949e+7,2.475e-8,3.469e+0
428.482,6.580e+7,6.580e+7,2.474e-8,5.406e+0
428.487,7.082e+7,7.082e+7,2.472e-8,8.199e+0
428.492,7.418e+7,7.418e+7,2.470e-8,1.210e+1
428.497,7.560e+7,7.560e+7,2.469e-8,1.738e+1
428.502,7.499e+7,7.499e+7,2.467e-8,2.430e+1
428.507,7.238e+7,7.238e+7,2.465e-8,3.305e+1
428.512,6.799e+7,6.799e+7,2.464e-8,4.374e+1
428.517,6.214e+7,6.214e+7,2.462e-8,5.634e+1
428.522,5.528e+7,5.528e+7,2.460e-8,7.063e+1
428.527,4.785e+7,4.785e+7,2.459e-8,8.616e+1
428.532,4.030e+7,4.030e+7,2.457e-8,1.023e+2
428.537,3.304e+7,3.304e+7,2.455e-8,1.182e+2
428.542,2.635e+7,2.635e+7,2.454e-8,1.328e+2
428.547,2.046e+7,2.046e+7,2.452e-8,1.453e+2
428.552,1.545e+7,1.545e+7,2.450e-8,1.547e+2
428.557,1.136e+7,1.136e+7,2.449e-8,1.603e+2
428.562,8.128e+6,8.127e+6,2.447e-8,1.616e+2
428.567,5.658e+6,5.658e+6,2.445e-8,1.585e+2
428.572,3.833e+6,3.833e+6,2.444e-8,1.514e+2
428.577,2.527e+6,2.527e+6,2.442e-8,1.406e+2
428.582,1.621e+6,1.621e+6,2.440e-8,1.272e+2
428.587,1.013e+6,1.013e+6,2.439e-8,1.119e+2
428.592,6.160e+5,6.159e+5,2.437e-8,9.581e+1
428.597,3.659e+5,3.658e+5,2.435e-8,7.983e+1
428.602,2.141e+5,2.140e+5,2.434e-8,6.474e+1
428.607,1.273e+5,1.273e+5,2.432e-8,5.108e+1
428.612,8.449e+4,8.445e+4,2.430e-8,3.923e+1
428.617,7.472e+4,7.469e+4,2.429e-8,2.932e+1
428.622,9.619e+4,9.617e+4,2.427e-8,2.132e+1
428.627,1.563e+5,1.563e+5,2.425e-8,1.509e+1
428.632,2.734e+5,2.734e+5,2.424e-8,1.039e+1
428.637,4.799e+5,4.799e+5,2.422e-8,6.964e+0
428.642,8.264e+5,8.264e+5,2.420e-8,4.542e+0
428.647,1.388e+6,1.388e+6,2.419e-8,2.883e+0
428.652,2.271e+6,2.271e+6,2.417e-8,1.780e+0
428.657,3.615e+6,3.615e+6,2.415e-8,1.070e+0
428.662,5.602e+6,5.602e+6,2.414e-8,6.259e-1
428.667,8.448e+6,8.448e+6,2.412e-8,3.563e-1
428.672,1.240e+7,1.240e+7,2.410e-8,1.973e-1
428.677,1.770e+7,1.770e+7,2.409e-8,1.064e-1
428.682,2.460e+7,2.460e+7,2.407e-8,5.580e-2
428.687,3.327e+7,3.327e+7,2.405e-8,2.848e-2
428.692,4.379e+7,4.379e+7,2.404e-8,1.415e-2
428.697,5.609e+7,5.609e+7,2.402e-8,6.848e-3
428.702,6.992e+7,6.992e+7,2.400e-8,3.237e-3
428.707,8.482e+7,8.482e+7,2.399e-8,1.520e-3
428.712,1.001e+8,1.001e+8,2.397e-8,7.674e-4
428.717,1.150e+8,1.150e+8,2.395e-8,5.391e-4
428.722,1.286e+8,1.286e+8,2.394e-8,6.877e-4
428.727,1.399e+8,1.399e+8,2.392e-8,1.281e-3
428.732,1.481e+8,1.481e+8,2.390e-8,2.621e-3
428.737,1.526e+8,1.526e+8,2.389e-8,5.355e-3
428.742,1.530e+8,1.530e+8,2.387e-8,1.070e-2
428.747,1.493e+8,1.493e+8,2.385e-8,2.082e-2
428.752,1.418e+8,1.418e+8,2.384e-8,3.944e-2
428.757,1.311e+8,1.311e+8,1.014e-7,7.270e-2
428.762,1.179e+8,1.179e+8,4.198e-7,1.304e-1
428.767,1.032e+8,1.032e+8,1.691e-6,2.277e-1
428.772,8.788e+7,8.788e+7,6.633e-6,3.869e-1
428.777,7.285e+7,7.285e+7,2.531e-5,6.398e-1
428.782,5.879e+7,5.879e+7,9.400e-5,1.029e+0
428.787,4.619e+7,4.619e+7,3.398e-4,1.612e+0
428.792,3.537e+7,3.537e+7,1.195e-3,2.457e+0
428.797,2.644e+7,2.644e+7,4.091e-3,3.644e+0
428.802,1.939e+7,1.939e+7,1.363e-2,5.260e+0
428.807,1.412e+7,1.412e+7,4.419e-2,7.389e+0
428.812,1.046e+7,1.046e+7,1.394e-1,1.010e+1
428.817,8.277e+6,8.277e+6,4.282e-1,1.344e+1
428.822,7.467e+6,7.467e+6,1.280e+0,1.740e+1
428.827,7.996e+6,7.996e+6,3.721e+0,2.192e+1
428.832,9.914e+6,9.914e+6,1.053e+1,2.688e+1
428.837,1.335e+7,1.335e+7,2.901e+1,3.207e+1
428.842,1.847e+7,1.847e+7,7.778e+1,3.724e+1
428.847,2.550e+7,2.550e+7,2.029e+2,4.209e+1
428.852,3.460e+7,3.460e+7,5.152e+2,4.629e+1
428.857,4.590e+7,4.590e+7,1.273e+3,4.954e+1
428.862,5.936e+7,5.935e+7,3.061e+3,5.161e+1
428.867,7.475e+7,7.475e+7,7.164e+3,5.231e+1
428.872,9.165e+7,9.163e+7,1.632e+4,5.161e+1
428.877,1.094e+8,1.093e+8,3.617e+4,4.954e+1
428.882,1.270e+8,1.270e+8,7.802e+4,4.629e+1
428.887,1.436e+8,1.435e+8,1.638e+5,4.209e+1
428.892,1.581e+8,1.578e+8,3.346e+5,3.724e+1
428.897,1.695e+8,1.689e+8,6.653e+5,3.207e+1
428.902,1.772e+8,1.759e+8,1.287e+6,2.688e+1
428.907,1.807e+8,1.783e+8,2.424e+6,2.192e+1
428.912,1.803e+8,1.759e+8,4.443e+6,1.740e+1
428.917,1.768e+8,1.689e+8,7.924e+6,1.344e+1
428.922,1.715e+8,1.578e+8,1.376e+7,1.010e+1
428.927,1.667e+8,1.435e+8,2.324e+7,7.389e+0
428.932,1.651e+8,1.269e+8,3.820e+7,5.260e+0
428.937,1.704e+8,1.093e+8,6.112e+7,3.644e+0
428.942,1.868e+8,9.162e+7,9.516e+7,2.457e+0
428.947,2.189e+8,7.472e+7,1.442e+8,1.612e+0
428.952,2.720e+8,5.931e+7,2.127e+8,1.029e+0
428.957,3.510e+8,4.582e+7,3.052e+8,6.398e-1
428.962,4.607e+8,3.445e+7,4.263e+8,3.869e-1
428.967,6.047e+8,2.522e+7,5.794e+8,2.277e-1
428.972,7.845e+8,1.799e+7,7.665e+8,1.304e-1
428.977,9.993e+8,1.254e+7,9.868e+8,7.270e-2
428.982,1.245e+9,8.580e+6,1.236e+9,3.943e-2
428.987,1.513e+9,5.860e+6,1.508e+9,2.082e-2
428.992,1.793e+9,4.145e+6,1.789e+9,1.070e-2
428.997,2.069e+9,3.264e+6,2.066e+9,5.347e-3
429.002,2.325e+9,3.117e+6,2.322e+9,2.602e-3
429.007,2.543e+9,3.683e+6,2.540e+9,1.232e-3
429.012,2.709e+9,5.019e+6,2.704e+9,5.677e-4
429.017,2.808e+9,7.253e+6,2.801e+9,2.546e-4
429.022,2.834e+9,1.058e+7,2.824e+9,1.111e-4
429.027,2.786e+9,1.522e+7,2.770e+9,4.719e-5
429.032,2.667e+9,2.142e+7,2.645e+9,1.951e-5
429.037,2.488e+9,2.940e+7,2.458e+9,7.846e-6
429.042,2.263e+9,3.930e+7,2.223e+9,3.071e-6
429.047,2.008e+9,5.114e+7,1.957e+9,1.170e-6
429.052,1.741e+9,6.477e+7,1.676e+9,4.338e-7
429.057,1.477e+9,7.983e+7,1.397e+9,1.565e-7
429.062,1.229e+9,9.576e+7,1.133e+9,5.496e-8
429.067,1.007e+9,1.118e+8,8.949e+8,1.878e-8
429.072,8.146e+8,1.270e+8,6.876e+8,6.245e-9
429.077,6.546e+8,1.404e+8,5.142e+8,2.021e-9
429.082,5.253e+8,1.511e+8,3.742e+8,6.365e-10
429.087,4.232e+8,1.583e+8,2.650e+8,1.951e-10
429.092,3.439e+8,1.613e+8,1.826e+8,5.819e-11
429.097,2.825e+8,1.600e+8,1.225e+8,1.689e-11
429.102,2.344e+8,1.544e+8,7.997e+7,4.772e-12
429.107,1.959e+8,1.451e+8,5.081e+7,1.312e-12
429.112,1.641e+8,1.326e+8,3.141e+7,3.510e-13
429.117,1.369e+8,1.180e+8,1.890e+7,9.139e-14
429.122,1.133e+8,1.022e+8,1.107e+7,2.316e-14
429.127,9.244e+7,8.613e+7,6.308e+6,5.710e-15
429.132,7.414e+7,7.064e+7,3.498e+6,1.370e-15
429.137,5.828e+7,5.639e+7,1.888e+6,1.363e-15
429.142,4.480e+7,4.380e+7,9.919e+5,1.356e-15
429.147,3.362e+7,3.312e+7,5.070e+5,1.349e-15
429.152,2.462e+7,2.436e+7,2.523e+5,1.343e-15
429.157,1.757e+7,1.745e+7,1.221e+5,1.336e-15
429.162,1.221e+7,1.216e+7,5.755e+4,1.329e-15
429.167,8.271e+6,8.245e+6,2.639e+4,1.322e-15
429.172,5.454e+6,5.442e+6,1.178e+4,1.315e-15
429.177,3.501e+6,3.495e+6,5.115e+3,1.308e-15
429.182,2.187e+6,2.185e+6,2.162e+3,1.301e-15
429.187,1.330e+6,1.329e+6,8.894e+2,1.294e-15
429.192,7.875e+5,7.871e+5,3.561e+2,1.287e-15
429.197,4.537e+5,4.535e+5,1.388e+2,1.280e-15
429.202,2.544e+5,2.543e+5,5.273e+1,1.273e-15
429.207,1.388e+5,1.388e+5,1.982e+1,1.266e-15
429.212,7.373e+4,7.373e+4,8.187e+0,1.259e-15
429.217,3.812e+4,3.811e+4,5.932e+0,1.252e-15
429.222,1.918e+4,1.917e+4,1.060e+1,1.245e-15
429.227,9.413e+3,9.386e+3,2.685e+1,1.238e-15
429.232,4.542e+3,4.472e+3,7.044e+1,1.231e-15
429.237,2.255e+3,2.074e+3,1.813e+2,1.224e-15
429.242,1.390e+3,9.358e+2,4.544e+2,1.217e-15
429.247,1.520e+3,4.110e+2,1.109e+3,1.210e-15
429.252,2.809e+3,1.757e+2,2.634e+3,1.203e-15
429.257,6.161e+3,7.307e+1,6.088e+3,1.196e-15
429.262,1.373e+4,2.958e+1,1.370e+4,1.189e-15
429.267,3.000e+4,1.165e+1,2.999e+4,1.182e-15
429.272,6.390e+4,4.469e+0,6.390e+4,1.175e-15
429.277,1.325e+5,1.667e+0,1.325e+5,1.168e-15
429.282,2.675e+5,6.056e-1,2.675e+5,1.161e-15
429.287,5.254e+5,2.140e-1,5.254e+5,1.154e-15
429.292,1.005e+6,7.361e-2,1.005e+6,1.148e-15
429.297,1.869e+6,2.464e-2,1.869e+6,1.141e-15
429.302,3.385e+6,8.028e-3,3.385e+6,1.134e-15
429.307,5.966e+6,2.545e-3,5.966e+6,1.127e-15
429.312,1.023e+7,7.853e-4,1.023e+7,1.120e-15
429.317,1.708e+7,2.359e-4,1.708e+7,1.113e-15
429.322,2.776e+7,6.905e-5,2.776e+7,1.106e-15
429.327,4.389e+7,2.012e-5,4.389e+7,1.099e-15
429.332,6.755e+7,7.398e-6,6.755e+7,1.092e-15
429.337,1.012e+8,8.722e-6,1.012e+8,1.085e-15
429.342,1.475e+8,2.640e-5,1.475e+8,1.078e-15
429.347,2.093e+8,9.081e-5,2.093e+8,1.071e-15
429.352,2.890e+8,3.079e-4,2.890e+8,1.064e-15
429.357,3.884e+8,1.017e-3,3.884e+8,1.057e-15
429.361,4.824e+8,2.594e-3,4.824e+8,1.051e-15
429.366,6.174e+8,8.161e-3,6.174e+8,1.044e-15
429.371,7.691e+8,2.499e-2,7.691e+8,1.037e-15
429.376,9.324e+8,7.447e-2,9.324e+8,1.031e-15
429.381,1.100e+9,2.160e-1,1.100e+9,1.024e-15
429.386,1.263e+9,6.097e-1,1.263e+9,1.017e-15
429.391,1.412e+9,1.675e+0,1.412e+9,1.010e-15
429.396,1.536e+9,4.479e+0,1.536e+9,1.003e-15
429.401,1.626e+9,1.166e+1,1.626e+9,9.957e-16
429.406,1.675e+9,2.952e+1,1.675e+9,4.195e-15
429.411,1.679e+9,7.278e+1,1.679e+9,1.720e-14
429.416,1.639e+9,1.746e+2,1.639e+9,6.863e-14
429.421,1.557e+9,4.078e+2,1.557e+9,2.666e-13
429.426,1.439e+9,9.268e+2,1.439e+9,1.008e-12
429.431,1.294e+9,2.050e+3,1.294e+9,3.708e-12
429.436,1.133e+9,4.413e+3,1.133e+9,1.328e-11
429.441,9.659e+8,9.247e+3,9.659e+8,4.627e-11
429.446,8.011e+8,1.886e+4,8.010e+8,1.570e-10
429.451,6.466e+8,3.743e+4,6.466e+8,5.182e-10
429.456,5.080e+8,7.230e+4,5.079e+8,1.665e-9
429.461,3.885e+8,1.359e+5,3.884e+8,5.208e-9
429.466,2.892e+8,2.487e+5,2.890e+8,1.585e-8
429.471,2.097e+8,4.430e+5,2.093e+8,4.696e-8
429.476,1.483e+8,7.678e+5,1.475e+8,1.354e-7
429.481,1.025e+8,1.295e+6,1.012e+8,3.800e-7
429.486,6.968e+7,2.127e+6,6.755e+7,1.038e-6
429.491,4.729e+7,3.398e+6,4.389e+7,2.759e-6
429.496,3.304e+7,5.286e+6,2.776e+7,7.139e-6
429.501,2.508e+7,8.001e+6,1.708e+7,1.798e-5
429.506,2.202e+7,1.179e+7,1.023e+7,4.406e-5
429.511,2.287e+7,1.690e+7,5.966e+6,1.051e-4
429.516,2.697e+7,2.359e+7,3.385e+6,2.440e-4
429.521,3.390e+7,3.203e+7,1.869e+6,5.514e-4
429.526,4.335e+7,4.235e+7,1.005e+6,1.213e-3
429.531,5.501e+7,5.448e+7,5.254e+5,2.596e-3
429.536,6.849e+7,6.822e+7,2.675e+5,5.407e-3
429.541,8.328e+7,8.314e+7,1.325e+5,1.096e-2
429.546,9.868e+7,9.862e+7,6.390e+4,2.164e-2
429.551,1.139e+8,1.138e+8,2.999e+4,4.156e-2
429.556,1.279e+8,1.279e+8,1.370e+4,7.769e-2
429.561,1.399e+8,1.399e+8,6.088e+3,1.414e-1
429.566,1.489e+8,1.489e+8,2.634e+3,2.503e-1
429.571,1.542e+8,1.542e+8,1.109e+3,4.314e-1
429.576,1.555e+8,1.555e+8,4.544e+2,7.237e-1
429.581,1.525e+8,1.525e+8,1.812e+2,1.182e+0
429.586,1.457e+8,1.457e+8,7.035e+1,1.878e+0
429.591,1.354e+8,1.354e+8,2.658e+1,2.904e+0
429.596,1.225e+8,1.225e+8,9.771e+0,4.371e+0
429.601,1.078e+8,1.078e+8,3.496e+0,6.404e+0
429.606,9.241e+7,9.241e+7,1.218e+0,9.131e+0
429.611,7.707e+7,7.707e+7,4.127e-1,1.267e+1
429.616,6.256e+7,6.256e+7,1.361e-1,1.712e+1
429.621,4.942e+7,4.942e+7,4.371e-2,2.250e+1
429.626,3.800e+7,3.800e+7,1.366e-2,2.879e+1
429.631,2.843e+7,2.843e+7,4.153e-3,3.585e+1
429.636,2.071e+7,2.071e+7,1.229e-3,4.345e+1
429.641,1.468e+7,1.468e+7,3.541e-4,5.126e+1
429.646,1.013e+7,1.013e+7,9.926e-5,5.885e+1
429.651,6.800e+6,6.800e+6,2.708e-5,6.576e+1
429.656,4.444e+6,4.444e+6,7.191e-6,7.152e+1
429.661,2.827e+6,2.827e+6,1.859e-6,7.571e+1
429.666,1.750e+6,1.750e+6,4.675e-7,7.800e+1
429.671,1.054e+6,1.054e+6,1.144e-7,7.821e+1
429.676,6.183e+5,6.182e+5,2.726e-8,7.633e+1
429.681,3.529e+5,3.528e+5,3.295e-8,7.250e+1
429.686,1.960e+5,1.960e+5,3.865e-8,6.702e+1
429.691,1.060e+5,1.059e+5,4.434e-8,6.030e+1
429.696,5.580e+4,5.574e+4,5.003e-8,5.281e+1
429.701,2.859e+4,2.855e+4,5.572e-8,4.501e+1
429.706,1.426e+4,1.423e+4,6.141e-8,3.734e+1
429.711,6.931e+3,6.901e+3,6.710e-8,3.015e+1
429.716,3.282e+3,3.258e+3,7.279e-8,2.369e+1
429.721,1.515e+3,1.497e+3,7.848e-8,1.812e+1
429.726,6.830e+2,6.695e+2,8.417e-8,1.349e+1
429.731,3.012e+2,2.914e+2,8.986e-8,9.771e+0
429.736,1.303e+2,1.234e+2,9.555e-8,6.890e+0
429.741,5.563e+1,5.090e+1,4.016e-7,4.728e+0
429.746,2.358e+1,2.042e+1,1.643e-6,3.158e+0
429.751,1.003e+1,7.976e+0,6.543e-6,2.053e+0
429.756,4.331e+0,3.032e+0,2.536e-5,1.299e+0
429.761,1.922e+0,1.122e+0,9.567e-5,8.000e-1
429.766,8.837e-1,4.039e-1,3.513e-4,4.795e-1
429.771,4.225e-1,1.415e-1,1.255e-3,2.797e-1
429.776,2.115e-1,4.827e-2,4.367e-3,1.588e-1
429.781,1.186e-1,1.602e-2,1.479e-2,8.776e-2
429.786,1.011e-1,5.177e-3,4.872e-2,4.720e-2
429.791,1.826e-1,1.628e-3,1.563e-1,2.471e-2
429.796,5.010e-1,4.981e-4,4.879e-1,1.259e-2
429.801,1.489e+0,1.484e-4,1.482e+0,6.242e-3
429.806,4.387e+0,4.301e-5,4.384e+0,3.012e-3
429.811,1.262e+1,1.214e-5,1.262e+1,1.415e-3
429.816,3.536e+1,3.332e-6,3.536e+1,6.469e-4
429.821,9.643e+1,8.906e-7,9.643e+1,2.878e-4
429.826,2.560e+2,2.317e-7,2.560e+2,1.247e-4
429.831,6.613e+2,5.865e-8,6.613e+2,5.254e-5
429.836,1.663e+3,1.445e-8,1.663e+3,2.155e-5
429.841,4.070e+3,3.465e-9,4.070e+3,8.605e-6
429.846,9.695e+3,3.464e-9,9.695e+3,3.344e-6
429.851,2.248e+4,3.463e-9,2.248e+4,1.265e-6
