Wavelength (nm),Sum(calc),Cr I (2.7e-2),Cr II (9.7e-1)
293.615,6.545e+4,1.285e-9,6.545e+4
293.620,1.946e+4,1.285e-9,1.946e+4
293.625,5.459e+3,1.286e-9,5.459e+3
293.630,1.445e+3,1.287e-9,1.445e+3
293.635,3.610e+2,1.287e-9,3.610e+2
293.640,8.509e+1,1.288e-9,8.509e+1
293.645,1.892e+1,1.289e-9,1.892e+1
293.650,3.972e+0,1.289e-9,3.972e+0
293.655,7.866e-1,1.290e-9,7.866e-1
293.661,1.044e-1,1.291e-9,1.044e-1
293.666,1.819e-2,1.292e-9,1.819e-2
293.671,2.992e-3,1.292e-9,2.992e-3
293.676,4.644e-4,1.293e-9,4.644e-4
293.681,6.802e-5,1.294e-9,6.802e-5
293.686,9.399e-6,1.294e-9,9.399e-6
293.691,1.226e-6,1.295e-9,1.226e-6
293.696,1.508e-7,1.296e-9,1.508e-7
293.702,1.130e-8,1.296e-9,1.130e-8
295.146,5.343e-9,1.492e-9,5.343e-9
295.151,4.533e-8,1.492e-9,4.533e-8
295.156,3.631e-7,1.493e-9,3.631e-7
295.161,2.747e-6,1.494e-9,2.747e-6
295.166,1.963e-5,1.494e-9,1.963e-5
295.171,1.324e-4,1.495e-9,1.324e-4
295.177,1.213e-3,1.496e-9,1.213e-3
295.182,7.212e-3,1.496e-9,7.212e-3
295.187,4.050e-2,1.497e-9,4.050e-2
295.192,2.147e-1,1.498e-9,2.147e-1
295.197,1.075e+0,1.498e-9,1.075e+0
295.202,5.083e+0,1.499e-9,5.083e+0
295.207,2.269e+1,1.500e-9,2.269e+1
295.212,9.567e+1,1.501e-9,9.567e+1
295.217,3.809e+2,1.501e-9,3.809e+2
295.223,1.853e+3,1.502e-9,1.853e+3
295.228,6.503e+3,1.503e-9,6.503e+3
295.233,2.155e+4,1.503e-9,2.155e+4
295.238,6.743e+4,1.504e-9,6.743e+4
295.243,1.992e+5,1.505e-9,1.992e+5
295.248,5.559e+5,1.505e-9,5.559e+5
295.253,1.465e+6,1.506e-9,1.465e+6
295.258,3.644e+6,1.507e-9,3.644e+6
295.264,1.009e+7,1.508e-9,1.009e+7
295.269,2.212e+7,1.508e-9,2.212e+7
295.274,4.581e+7,1.509e-9,4.581e+7
295.279,8.959e+7,1.510e-9,8.959e+7
295.284,1.654e+8,1.510e-9,1.654e+8
295.289,2.885e+8,1.511e-9,2.885e+8
295.294,4.750e+8,1.512e-9,4.750e+8
295.299,7.386e+8,1.512e-9,7.386e+8
295.305,1.163e+9,1.513e-9,1.163e+9
295.310,1.594e+9,1.514e-9,1.594e+9
295.315,2.063e+9,1.514e-9,2.063e+9
295.320,2.522e+9,1.515e-9,2.522e+9
295.325,2.910e+9,1.516e-9,2.910e+9
295.330,3.172e+9,1.516e-9,3.172e+9
295.335,3.264e+9,1.517e-9,3.264e+9
295.340,3.172e+9,1.518e-9,3.172e+9
295.346,2.841e+9,1.519e-9,2.841e+9
295.351,2.434e+9,1.519e-9,2.434e+9
295.356,1.969e+9,1.520e-9,1.969e+9
295.361,1.504e+9,1.521e-9,1.504e+9
295.366,1.085e+9,1.521e-9,1.085e+9
295.371,7.386e+8,1.522e-9,7.386e+8
295.376,4.750e+8,1.523e-9,4.750e+8
295.381,2.885e+8,1.523e-9,2.885e+8
295.386,1.654e+8,1.524e-9,1.654e+8
295.392,7.871e+7,1.525e-9,7.871e+7
295.397,3.979e+7,1.525e-9,3.979e+7
295.402,1.899e+7,1.526e-9,1.899e+7
295.407,8.561e+6,1.527e-9,8.561e+6
295.412,3.644e+6,1.528e-9,3.644e+6
295.417,1.465e+6,1.528e-9,1.465e+6
295.422,5.559e+5,1.529e-9,5.559e+5
295.427,1.992e+5,1.530e-9,1.992e+5
295.433,5.392e+4,1.530e-9,5.392e+4
295.438,1.704e+4,1.531e-9,1.704e+4
295.443,5.082e+3,1.532e-9,5.082e+3
295.448,1.432e+3,1.532e-9,1.432e+3
295.453,3.809e+2,1.533e-9,3.809e+2
295.458,9.567e+1,1.534e-9,9.567e+1
295.463,2.269e+1,1.534e-9,2.269e+1
295.468,5.083e+0,1.535e-9,5.083e+0
295.474,7.826e-1,1.536e-9,7.826e-1
295.479,1.545e-1,1.537e-9,1.545e-1
295.484,2.881e-2,1.537e-9,2.881e-2
295.489,5.072e-3,1.538e-9,5.072e-3
295.494,8.433e-4,1.539e-9,8.433e-4
295.499,1.324e-4,1.539e-9,1.324e-4
295.504,1.963e-5,1.540e-9,1.963e-5
295.509,2.747e-6,1.541e-9,2.747e-6
295.515,2.406e-7,1.541e-9,2.406e-7
295.520,2.969e-8,1.542e-9,2.969e-8
296.416,1.204e-8,1.663e-9,1.204e-8
296.421,9.919e-8,1.664e-9,9.919e-8
296.426,7.719e-7,1.665e-9,7.719e-7
296.431,5.674e-6,1.665e-9,5.674e-6
296.436,3.941e-5,1.666e-9,3.941e-5
296.441,2.586e-4,1.667e-9,2.586e-4
296.447,2.293e-3,1.667e-9,2.293e-3
296.452,1.328e-2,1.668e-9,1.328e-2
296.457,7.264e-2,1.669e-9,7.264e-2
296.462,3.754e-1,1.669e-9,3.754e-1
296.467,1.833e+0,1.670e-9,1.833e+0
296.472,8.456e+0,1.671e-9,8.456e+0
296.477,3.685e+1,1.671e-9,3.685e+1
296.482,1.517e+2,1.672e-9,1.517e+2
296.488,7.691e+2,1.673e-9,7.691e+2
296.493,2.795e+3,1.674e-9,2.795e+3
296.498,9.593e+3,1.674e-9,9.593e+3
296.503,3.111e+4,1.675e-9,3.111e+4
296.508,9.531e+4,1.676e-9,9.531e+4
296.513,2.759e+5,1.676e-9,2.759e+5
296.518,7.544e+5,1.677e-9,7.544e+5
296.523,1.949e+6,1.678e-9,1.949e+6
296.529,5.648e+6,1.678e-9,5.648e+6
296.534,1.288e+7,1.679e-9,1.288e+7
296.539,2.773e+7,1.680e-9,2.773e+7
296.544,5.643e+7,1.680e-9,5.643e+7
296.549,1.085e+8,1.681e-9,1.085e+8
296.554,1.970e+8,1.682e-9,1.970e+8
296.559,3.381e+8,1.683e-9,3.381e+8
296.564,5.481e+8,1.683e-9,5.481e+8
296.570,9.079e+8,1.684e-9,9.079e+8
296.575,1.299e+9,1.685e-9,1.299e+9
296.580,1.755e+9,1.400e-8,1.755e+9
296.585,2.241e+9,1.100e-7,2.241e+9
296.590,2.704e+9,8.158e-7,2.704e+9
296.595,3.081e+9,5.719e-6,3.081e+9
296.600,3.318e+9,3.788e-5,3.318e+9
296.605,3.375e+9,2.370e-4,3.375e+9
296.610,3.243e+9,1.401e-3,3.243e+9
296.616,2.868e+9,1.097e-2,2.868e+9
296.621,2.433e+9,5.723e-2,2.433e+9
296.626,1.949e+9,2.821e-1,1.949e+9
296.631,1.475e+9,1.314e+0,1.475e+9
296.636,1.055e+9,5.783e+0,1.055e+9
296.641,7.127e+8,2.405e+1,7.127e+8
296.646,4.549e+8,9.446e+1,4.549e+8
296.651,2.743e+8,3.506e+2,2.743e+8
296.657,1.387e+8,1.569e+3,1.387e+8
296.662,7.380e+7,5.141e+3,7.380e+7
296.667,3.712e+7,1.591e+4,3.710e+7
296.672,1.767e+7,4.653e+4,1.762e+7
296.677,8.035e+6,1.286e+5,7.907e+6
296.682,3.687e+6,3.356e+5,3.352e+6
296.687,2.170e+6,8.276e+5,1.342e+6
296.692,2.436e+6,1.928e+6,5.079e+5
296.698,5.085e+6,4.938e+6,1.468e+5
296.703,1.020e+7,1.015e+7,4.902e+4
296.708,1.975e+7,1.973e+7,1.546e+4
296.713,3.623e+7,3.622e+7,4.608e+3
296.718,6.283e+7,6.283e+7,1.297e+3
296.723,1.030e+8,1.030e+8,3.451e+2
296.728,1.594e+8,1.594e+8,8.673e+1
296.733,2.332e+8,2.332e+8,2.059e+1
296.739,3.415e+8,3.415e+8,3.402e+0
296.744,4.409e+8,4.409e+8,7.128e-1
296.749,5.378e+8,5.378e+8,1.411e-1
296.754,6.199e+8,6.199e+8,2.638e-2
296.759,6.750e+8,6.750e+8,4.661e-3
296.764,6.944e+8,6.944e+8,7.780e-4
296.769,6.750e+8,6.750e+8,1.227e-4
296.774,6.199e+8,6.199e+8,1.828e-5
296.779,5.378e+8,5.378e+8,2.572e-6
296.785,4.209e+8,4.209e+8,2.269e-7
296.790,3.223e+8,3.223e+8,2.818e-8
296.795,2.332e+8,2.332e+8,2.854e-8
296.800,1.594e+8,1.594e+8,2.890e-8
296.805,1.030e+8,1.030e+8,2.926e-8
296.810,6.283e+7,6.283e+7,2.962e-8
296.815,3.622e+7,3.622e+7,2.997e-8
296.820,1.973e+7,1.973e+7,3.033e-8
296.826,8.831e+6,8.831e+6,3.076e-8
296.831,4.246e+6,4.246e+6,3.112e-8
296.836,1.928e+6,1.928e+6,3.148e-8
296.841,8.276e+5,8.276e+5,3.184e-8
296.846,3.356e+5,3.356e+5,3.220e-8
296.851,1.286e+5,1.286e+5,3.256e-8
296.856,4.653e+4,4.653e+4,3.291e-8
296.861,1.591e+4,1.591e+4,3.327e-8
296.867,4.074e+3,4.074e+3,3.370e-8
296.872,1.230e+3,1.230e+3,3.406e-8
296.877,3.506e+2,3.506e+2,3.442e-8
296.882,9.446e+1,9.446e+1,3.478e-8
296.887,2.405e+1,2.405e+1,3.514e-8
296.892,5.783e+0,5.783e+0,3.549e-8
296.897,1.314e+0,1.314e+0,3.585e-8
296.902,2.821e-1,2.821e-1,3.621e-8
296.908,4.131e-2,4.131e-2,3.664e-8
296.913,7.828e-3,7.828e-3,3.700e-8
296.918,1.401e-3,1.401e-3,3.736e-8
296.923,2.370e-4,2.370e-4,3.772e-8
296.928,3.791e-5,3.791e-5,3.807e-8
296.933,5.979e-6,5.979e-6,3.843e-8
296.938,2.714e-6,2.714e-6,3.879e-8
296.943,1.321e-5,1.321e-5,3.915e-8
296.948,8.540e-5,8.540e-5,3.951e-8
296.954,7.516e-4,7.516e-4,3.994e-8
296.959,4.326e-3,4.326e-3,4.030e-8
296.964,2.353e-2,2.353e-2,4.065e-8
296.969,1.209e-1,1.209e-1,4.101e-8
296.974,5.872e-1,5.872e-1,4.137e-8
296.979,2.695e+0,2.695e+0,4.173e-8
296.984,1.169e+1,1.169e+1,4.209e-8
296.989,4.788e+1,4.788e+1,4.245e-8
296.995,2.414e+2,2.414e+2,4.288e-8
297.000,8.732e+2,8.732e+2,4.323e-8
297.005,2.985e+3,2.985e+3,3.612e-7
297.010,9.640e+3,9.640e+3,2.852e-6
297.015,2.942e+4,2.942e+4,2.128e-5
297.020,8.486e+4,8.486e+4,1.500e-4
297.025,2.313e+5,2.313e+5,9.996e-4
297.030,5.955e+5,5.955e+5,6.293e-3
297.036,1.719e+6,1.719e+6,5.312e-2
297.041,3.909e+6,3.909e+6,2.953e-1
297.046,8.398e+6,8.398e+6,1.551e+0
297.051,1.705e+7,1.705e+7,7.698e+0
297.056,3.270e+7,3.270e+7,3.610e+1
297.061,5.927e+7,5.927e+7,1.600e+2
297.066,1.015e+8,1.015e+8,6.702e+2
297.071,1.643e+8,1.643e+8,2.652e+3
297.077,2.717e+8,2.717e+8,1.283e+4
297.082,3.882e+8,3.882e+8,4.482e+4
297.087,5.242e+8,5.241e+8,1.480e+5
297.092,6.691e+8,6.686e+8,4.617e+5
297.097,8.074e+8,8.060e+8,1.361e+6
297.102,9.220e+8,9.182e+8,3.793e+6
297.107,9.983e+8,9.884e+8,9.986e+6
297.112,1.030e+9,1.005e+9,2.484e+7
297.117,1.025e+9,9.662e+8,5.841e+7
297.123,1.006e+9,8.550e+8,1.512e+8
297.128,1.039e+9,7.254e+8,3.138e+8
297.133,1.197e+9,5.817e+8,6.155e+8
297.138,1.582e+9,4.407e+8,1.141e+9
297.143,2.314e+9,3.155e+8,1.998e+9
297.148,3.520e+9,2.134e+8,3.307e+9
297.153,5.308e+9,1.364e+8,5.172e+9
297.158,7.726e+9,8.241e+7,7.644e+9
297.164,1.138e+10,4.177e+7,1.134e+10
297.169,1.481e+10,2.227e+7,1.479e+10
297.174,1.825e+10,1.122e+7,1.824e+10
297.179,2.125e+10,5.344e+6,2.125e+10
297.184,2.340e+10,2.405e+6,2.339e+10
297.189,2.434e+10,1.022e+6,2.434e+10
297.194,2.393e+10,4.107e+5,2.393e+10
297.199,2.223e+10,1.559e+5,2.223e+10
297.205,1.889e+10,4.525e+4,1.889e+10
297.210,1.549e+10,1.517e+4,1.549e+10
297.215,1.201e+10,4.803e+3,1.201e+10
297.220,8.796e+9,1.437e+3,8.796e+9
297.225,6.088e+9,4.065e+2,6.088e+9
297.230,3.982e+9,1.086e+2,3.982e+9
297.235,2.461e+9,2.742e+1,2.461e+9
297.240,1.437e+9,6.543e+0,1.437e+9
297.246,6.995e+8,1.088e+0,6.995e+8
297.251,3.607e+8,2.291e-1,3.607e+8
297.256,1.758e+8,4.559e-2,1.758e+8
297.261,8.092e+7,8.575e-3,8.092e+7
297.266,3.521e+7,1.524e-3,3.521e+7
297.271,1.448e+7,2.559e-4,1.448e+7
297.276,5.624e+6,4.061e-5,5.624e+6
297.281,2.065e+6,6.089e-6,2.065e+6
297.287,5.758e+5,5.797e-7,5.758e+5
297.292,1.866e+5,7.674e-8,1.866e+5
297.297,5.717e+4,9.599e-9,5.717e+4
297.302,1.655e+4,1.135e-9,1.655e+4
297.307,4.526e+3,1.194e-9,4.526e+3
297.312,1.170e+3,1.253e-9,1.170e+3
297.317,2.857e+2,1.312e-9,2.857e+2
297.322,6.594e+1,1.371e-9,6.594e+1
297.327,1.438e+1,1.430e-9,1.438e+1
297.333,2.146e+0,1.500e-9,2.146e+0
297.338,4.133e-1,1.559e-9,4.133e-1
297.343,7.520e-2,1.618e-9,7.520e-2
297.348,1.293e-2,1.677e-9,1.293e-2
297.353,2.101e-3,1.736e-9,2.101e-3
297.358,3.225e-4,1.795e-9,3.225e-4
297.363,4.681e-5,1.492e-8,4.680e-5
297.368,6.533e-6,1.173e-7,6.416e-6
297.374,1.840e-6,1.291e-6,5.486e-7
297.379,9.026e-6,8.960e-6,6.640e-8
297.384,5.875e-5,5.875e-5,6.592e-8
297.389,3.641e-4,3.641e-4,6.544e-8
297.394,2.133e-3,2.133e-3,6.495e-8
297.399,1.181e-2,1.181e-2,6.447e-8
297.404,6.176e-2,6.176e-2,6.399e-8
297.409,3.054e-1,3.054e-1,6.351e-8
297.415,1.929e+0,1.929e+0,6.293e-8
297.420,8.424e+0,8.424e+0,6.244e-8
297.425,3.477e+1,3.477e+1,6.196e-8
297.430,1.356e+2,1.356e+2,6.148e-8
297.435,4.998e+2,4.998e+2,6.099e-8
297.440,1.741e+3,1.741e+3,6.051e-8
297.445,5.733e+3,5.733e+3,6.003e-8
297.450,1.784e+4,1.784e+4,5.955e-8
297.456,6.465e+4,6.465e+4,5.897e-8
297.461,1.777e+5,1.777e+5,5.848e-8
297.466,4.614e+5,4.614e+5,5.800e-8
297.471,1.133e+6,1.133e+6,5.752e-8
297.476,2.627e+6,2.627e+6,5.703e-8
297.481,5.760e+6,5.760e+6,5.655e-8
297.486,1.194e+7,1.194e+7,5.607e-8
297.491,2.337e+7,2.337e+7,5.559e-8
297.496,4.326e+7,4.326e+7,5.510e-8
297.502,8.404e+7,8.404e+7,5.452e-8
297.507,1.374e+8,1.374e+8,5.404e-8
297.512,2.122e+8,2.122e+8,5.356e-8
297.517,3.098e+8,3.098e+8,5.307e-8
297.522,4.274e+8,4.274e+8,5.259e-8
297.527,5.574e+8,5.574e+8,5.211e-8
297.532,6.869e+8,6.869e+8,5.163e-8
297.537,8.000e+8,8.000e+8,5.114e-8
297.543,8.917e+8,8.917e+8,5.056e-8
297.548,9.172e+8,9.172e+8,5.008e-8
297.553,8.917e+8,8.917e+8,4.960e-8
297.558,8.192e+8,8.192e+8,4.911e-8
297.563,7.114e+8,7.114e+8,4.863e-8
297.568,5.838e+8,5.838e+8,4.815e-8
297.573,4.528e+8,4.528e+8,4.767e-8
297.578,3.319e+8,3.319e+8,4.718e-8
297.584,2.122e+8,2.122e+8,4.660e-8
297.589,1.374e+8,1.374e+8,4.612e-8
297.594,8.404e+7,8.404e+7,4.564e-8
297.599,4.859e+7,4.859e+7,4.515e-8
297.604,2.655e+7,2.655e+7,4.467e-8
297.609,1.371e+7,1.371e+7,4.419e-8
297.614,6.694e+6,6.694e+6,4.371e-8
297.619,3.088e+6,3.088e+6,4.322e-8
297.625,1.133e+6,1.133e+6,4.264e-8
297.630,4.614e+5,4.614e+5,4.216e-8
297.635,1.777e+5,1.777e+5,4.168e-8
297.640,6.465e+4,6.465e+4,4.119e-8
297.645,2.223e+4,2.223e+4,4.071e-8
297.650,7.227e+3,7.227e+3,4.023e-8
297.655,2.220e+3,2.220e+3,3.975e-8
297.660,6.444e+2,6.444e+2,3.926e-8
297.665,1.768e+2,1.768e+2,3.878e-8
297.671,3.477e+1,3.477e+1,3.820e-8
297.676,8.424e+0,8.424e+0,3.772e-8
297.681,1.929e+0,1.929e+0,3.723e-8
297.686,4.176e-1,4.176e-1,3.675e-8
297.691,8.541e-2,8.541e-2,3.627e-8
297.696,1.651e-2,1.651e-2,3.579e-8
297.701,3.017e-3,3.017e-3,3.530e-8
297.706,5.209e-4,5.209e-4,3.482e-8
297.712,5.875e-5,5.875e-5,3.424e-8
297.717,8.960e-6,8.960e-6,3.376e-8
297.722,1.291e-6,1.291e-6,3.328e-8
297.727,1.759e-7,1.759e-7,3.279e-8
297.732,2.264e-8,2.264e-8,3.231e-8
297.737,2.755e-9,2.755e-9,3.183e-8
297.783,2.738e-8,2.437e-9,2.738e-8
297.788,2.288e-7,2.402e-9,2.288e-7
297.794,2.714e-6,2.361e-9,2.714e-6
297.799,2.004e-5,2.326e-9,2.004e-5
297.804,1.398e-4,2.292e-9,1.398e-4
297.809,9.224e-4,2.257e-9,9.224e-4
297.814,5.751e-3,2.222e-9,5.751e-3
297.819,3.390e-2,2.188e-9,3.390e-2
297.824,1.888e-1,2.153e-9,1.888e-1
297.829,9.944e-1,2.119e-9,9.944e-1
297.834,4.950e+0,2.084e-9,4.950e+0
297.840,3.153e+1,2.043e-9,3.153e+1
297.845,1.387e+2,2.008e-9,1.387e+2
297.850,5.763e+2,1.974e-9,5.763e+2
297.855,2.265e+3,1.939e-9,2.265e+3
297.860,8.411e+3,1.904e-9,8.411e+3
297.865,2.953e+4,1.870e-9,2.953e+4
297.870,9.798e+4,1.835e-9,9.798e+4
297.875,3.073e+5,1.801e-9,3.073e+5
297.881,1.125e+6,1.759e-9,1.125e+6
297.886,3.117e+6,1.725e-9,3.117e+6
297.891,8.165e+6,1.690e-9,8.165e+6
297.896,2.022e+7,1.363e-8,2.022e+7
297.901,4.732e+7,1.040e-7,4.732e+7
297.906,1.047e+8,7.494e-7,1.047e+8
297.911,2.189e+8,5.106e-6,2.189e+8
297.916,4.327e+8,3.289e-5,4.327e+8
297.922,9.099e+8,2.855e-4,9.099e+8
297.927,1.589e+9,1.624e-3,1.589e+9
297.932,2.623e+9,8.739e-3,2.623e+9
297.937,4.093e+9,4.444e-2,4.093e+9
297.942,6.036e+9,2.136e-1,6.036e+9
297.947,8.415e+9,9.706e-1,8.415e+9
297.952,1.109e+10,4.169e+0,1.109e+10
297.957,1.381e+10,1.693e+1,1.381e+10
297.963,1.669e+10,8.444e+1,1.669e+10
297.968,1.837e+10,3.029e+2,1.837e+10
297.973,1.910e+10,1.027e+3,1.910e+10
297.978,1.878e+10,3.293e+3,1.878e+10
297.983,1.746e+10,9.977e+3,1.746e+10
297.988,1.534e+10,2.858e+4,1.534e+10
297.993,1.274e+10,7.738e+4,1.274e+10
297.998,9.997e+9,1.980e+5,9.997e+9
298.003,7.418e+9,4.791e+5,7.418e+9
298.009,4.814e+9,1.284e+6,4.813e+9
298.014,3.158e+9,2.745e+6,3.155e+9
298.019,1.960e+9,5.547e+6,1.955e+9
298.024,1.156e+9,1.060e+7,1.145e+9
298.029,6.530e+8,1.913e+7,6.339e+8
298.034,3.643e+8,3.265e+7,3.317e+8
298.039,2.167e+8,5.268e+7,1.641e+8
298.044,1.571e+8,8.034e+7,7.671e+7
298.050,1.524e+8,1.238e+8,2.860e+7
298.055,1.786e+8,1.668e+8,1.181e+7
298.060,2.171e+8,2.124e+8,4.613e+6
298.065,2.575e+8,2.558e+8,1.703e+6
298.070,2.917e+8,2.911e+8,5.940e+5
298.075,3.134e+8,3.132e+8,1.959e+5
298.080,3.186e+8,3.186e+8,6.105e+4
298.085,3.063e+8,3.063e+8,1.799e+4
298.091,2.712e+8,2.712e+8,3.853e+3
298.096,2.304e+8,2.304e+8,1.003e+3
298.101,1.850e+8,1.850e+8,2.468e+2
298.106,1.404e+8,1.404e+8,5.740e+1
298.111,1.007e+8,1.007e+8,1.262e+1
298.116,6.832e+7,6.832e+7,2.622e+0
298.121,4.380e+7,4.380e+7,5.151e-1
298.126,2.654e+7,2.654e+7,9.564e-2
298.132,1.351e+7,1.351e+7,1.177e-2
298.137,7.235e+6,7.235e+6,1.931e-3
298.142,3.662e+6,3.662e+6,2.994e-4
298.147,1.752e+6,1.752e+6,4.388e-5
298.152,7.924e+5,7.924e+5,6.080e-6
298.157,3.388e+5,3.388e+5,7.961e-7
298.162,1.369e+5,1.369e+5,9.855e-8
298.167,5.230e+4,5.230e+4,9.671e-8
298.172,1.889e+4,1.889e+4,9.488e-8
298.178,5.165e+3,5.165e+3,9.268e-8
298.183,1.648e+3,1.648e+3,9.085e-8
298.188,4.970e+2,4.970e+2,8.902e-8
298.193,1.417e+2,1.417e+2,8.719e-8
298.198,3.819e+1,3.819e+1,8.536e-8
298.203,9.729e+0,9.729e+0,8.353e-8
298.208,2.343e+0,2.343e+0,8.170e-8
298.213,5.333e-1,5.333e-1,7.986e-8
298.219,8.384e-2,8.384e-2,7.767e-8
298.224,1.686e-2,1.686e-2,7.583e-8
298.229,3.206e-3,3.206e-3,7.400e-8
298.234,5.762e-4,5.762e-4,7.217e-8
298.239,9.788e-5,9.788e-5,7.034e-8
298.244,1.572e-5,1.572e-5,6.851e-8
298.249,2.386e-6,2.386e-6,6.668e-8
298.254,3.424e-7,3.424e-7,6.484e-8
298.260,3.094e-8,3.094e-8,6.265e-8
298.265,3.922e-9,3.922e-9,6.082e-8
298.270,4.701e-10,4.701e-10,5.898e-8
298.341,3.298e-8,6.375e-10,3.298e-8
298.347,4.145e-7,6.517e-10,4.145e-7
298.352,3.213e-6,6.635e-10,3.213e-6
298.357,2.354e-5,6.753e-10,2.354e-5
298.362,1.631e-4,6.871e-10,1.631e-4
298.367,1.068e-3,6.989e-10,1.068e-3
298.372,6.616e-3,7.106e-10,6.616e-3
298.377,3.873e-2,7.224e-10,3.873e-2
298.382,2.144e-1,7.342e-10,2.144e-1
298.388,1.552e+0,7.484e-10,1.552e+0
298.393,7.592e+0,7.602e-10,7.592e+0
298.398,3.512e+1,7.720e-10,3.512e+1
298.403,1.536e+2,7.838e-10,1.536e+2
298.408,6.350e+2,7.955e-10,6.350e+2
298.413,2.482e+3,8.073e-10,2.482e+3
298.418,9.175e+3,8.191e-10,9.175e+3
298.423,3.206e+4,8.309e-10,3.206e+4
298.429,1.336e+5,8.451e-10,1.336e+5
298.434,4.126e+5,8.569e-10,4.126e+5
298.439,1.205e+6,8.687e-10,1.205e+6
298.444,3.326e+6,8.805e-10,3.326e+6
298.449,8.681e+6,8.922e-10,8.681e+6
298.454,2.142e+7,9.040e-10,2.142e+7
298.459,4.998e+7,9.158e-10,4.998e+7
298.464,1.102e+8,9.276e-10,1.102e+8
298.470,2.645e+8,9.418e-10,2.645e+8
298.475,5.157e+8,9.536e-10,5.157e+8
298.480,9.505e+8,9.654e-10,9.505e+8
298.485,1.656e+9,9.771e-10,1.656e+9
298.490,2.729e+9,9.889e-10,2.729e+9
298.495,4.251e+9,1.001e-9,4.251e+9
298.500,6.261e+9,1.013e-9,6.261e+9
298.505,8.717e+9,1.024e-9,8.717e+9
298.510,1.148e+10,1.036e-9,1.148e+10
298.516,1.482e+10,1.050e-9,1.482e+10
298.521,1.725e+10,1.062e-9,1.725e+10
298.526,1.897e+10,1.074e-9,1.897e+10
298.531,1.973e+10,1.086e-9,1.973e+10
298.536,1.940e+10,1.097e-9,1.940e+10
298.541,1.804e+10,1.109e-9,1.804e+10
298.546,1.585e+10,1.121e-9,1.585e+10
298.551,1.317e+10,1.133e-9,1.317e+10
298.557,9.796e+9,1.147e-9,9.796e+9
298.562,7.195e+9,1.159e-9,7.195e+9
298.567,4.997e+9,1.171e-9,4.997e+9
298.572,3.281e+9,1.182e-9,3.281e+9
298.577,2.036e+9,1.194e-9,2.036e+9
298.582,1.195e+9,1.206e-9,1.195e+9
298.587,6.630e+8,1.218e-9,6.630e+8
298.592,3.478e+8,1.229e-9,3.478e+8
298.598,1.489e+8,1.244e-9,1.489e+8
298.603,6.904e+7,1.255e-9,6.904e+7
298.608,3.027e+7,1.267e-9,3.027e+7
298.613,1.254e+7,1.279e-9,1.254e+7
298.618,4.915e+6,1.291e-9,4.915e+6
298.623,1.821e+6,1.303e-9,1.821e+6
298.628,6.377e+5,1.314e-9,6.377e+5
298.633,2.112e+5,1.326e-9,2.112e+5
298.639,5.205e+4,1.340e-9,5.205e+4
298.644,1.524e+4,1.352e-9,1.524e+4
298.649,4.216e+3,1.364e-9,4.216e+3
298.654,1.103e+3,1.376e-9,1.103e+3
298.659,2.728e+2,1.388e-9,2.728e+2
298.664,6.380e+1,1.399e-9,6.380e+1
298.669,1.411e+1,1.411e-9,1.411e+1
298.674,2.948e+0,1.423e-9,2.948e+0
298.679,5.827e-1,1.174e-8,5.827e-1
298.685,7.732e-2,1.372e-7,7.732e-2
298.690,1.351e-2,1.001e-6,1.351e-2
298.695,2.237e-3,6.906e-6,2.230e-3
298.700,3.933e-4,4.504e-5,3.482e-4
298.705,3.292e-4,2.778e-4,5.141e-5
298.710,1.627e-3,1.620e-3,7.175e-6
298.715,8.935e-3,8.934e-3,9.467e-7
298.720,4.658e-2,4.658e-2,1.181e-7
298.726,3.139e-1,3.139e-1,1.255e-8
298.731,1.447e+0,1.447e+0,1.058e-7
298.736,6.307e+0,6.307e+0,8.435e-7
298.741,2.600e+1,2.600e+1,6.359e-6
298.746,1.013e+2,1.013e+2,4.533e-5
298.751,3.733e+2,3.733e+2,3.056e-4
298.756,1.301e+3,1.301e+3,1.948e-3
298.761,4.286e+3,4.286e+3,1.174e-2
298.767,1.665e+4,1.665e+4,9.412e-2
298.772,4.850e+4,4.850e+4,5.015e-1
298.777,1.336e+5,1.336e+5,2.527e+0
298.782,3.479e+5,3.479e+5,1.204e+1
298.787,8.568e+5,8.568e+5,5.425e+1
298.792,1.995e+6,1.995e+6,2.311e+2
298.797,4.394e+6,4.393e+6,9.310e+2
298.802,9.150e+6,9.146e+6,3.546e+3
298.808,2.050e+7,2.048e+7,1.639e+4
298.813,3.775e+7,3.770e+7,5.522e+4
298.818,6.579e+7,6.561e+7,1.758e+5
298.823,1.085e+8,1.080e+8,5.295e+5
298.828,1.695e+8,1.680e+8,1.508e+6
298.833,2.513e+8,2.473e+8,4.060e+6
298.838,3.544e+8,3.440e+8,1.034e+7
298.843,4.775e+8,4.526e+8,2.488e+7
298.848,6.197e+8,5.630e+8,5.664e+7
298.854,8.207e+8,6.795e+8,1.412e+8
298.859,1.032e+9,7.474e+8,2.841e+8
298.864,1.318e+9,7.773e+8,5.407e+8
298.869,1.737e+9,7.643e+8,9.731e+8
298.874,2.367e+9,7.107e+8,1.656e+9
298.879,3.289e+9,6.248e+8,2.664e+9
298.884,4.573e+9,5.194e+8,4.054e+9
298.889,6.241e+9,4.083e+8,5.832e+9
298.895,8.665e+9,2.841e+8,8.381e+9
298.900,1.086e+10,1.974e+8,1.066e+10
298.905,1.295e+10,1.297e+8,1.282e+10
