Wavelength (nm),Sum(calc),Cr I (2.7e-2),Cr II (9.7e-1)
480.332,1.035e-2,1.035e-2,
480.337,3.775e-3,3.775e-3,
480.342,1.347e-3,1.347e-3,
480.347,4.704e-4,4.704e-4,
480.353,1.294e-4,1.294e-4,
480.358,4.307e-5,4.307e-5,
480.363,1.403e-5,1.403e-5,
480.368,4.473e-6,4.473e-6,
480.373,1.395e-6,1.395e-6,
480.378,4.260e-7,4.260e-7,
480.383,1.273e-7,1.273e-7,
480.388,3.720e-8,3.720e-8,
480.394,8.262e-9,8.262e-9,
480.399,2.303e-9,2.303e-9,
481.315,3.227e-10,3.227e-10,
481.321,1.492e-9,1.492e-9,
481.326,5.221e-9,5.221e-9,
481.331,1.788e-8,1.788e-8,
481.336,5.991e-8,5.991e-8,
481.341,1.965e-7,1.965e-7,
481.346,6.307e-7,6.307e-7,
481.351,1.981e-6,1.981e-6,
481.356,6.091e-6,6.091e-6,
481.361,1.833e-5,1.833e-5,
481.367,6.680e-5,6.680e-5,
481.372,1.917e-4,1.917e-4,
481.377,5.383e-4,5.383e-4,
481.382,1.479e-3,1.479e-3,
481.387,3.979e-3,3.979e-3,
481.392,1.047e-2,1.047e-2,
481.397,2.698e-2,2.698e-2,
481.402,6.803e-2,6.803e-2,
481.408,2.006e-1,2.006e-1,
481.413,4.823e-1,4.823e-1,
481.418,1.135e+0,1.135e+0,
481.423,2.614e+0,2.614e+0,
481.428,5.891e+0,5.891e+0,
481.433,1.299e+1,1.299e+1,
481.438,2.805e+1,2.805e+1,
481.443,5.927e+1,5.927e+1,
481.449,1.414e+2,1.414e+2,
481.454,2.848e+2,2.848e+2,
481.459,5.616e+2,5.616e+2,
481.464,1.084e+3,1.084e+3,
481.469,2.047e+3,2.047e+3,
481.474,3.784e+3,3.784e+3,
481.479,6.846e+3,6.846e+3,
481.484,1.212e+4,1.212e+4,
481.490,2.338e+4,2.338e+4,
481.495,3.948e+4,3.948e+4,
481.500,6.523e+4,6.523e+4,
