Wavelength (nm),Sum(calc),Fe I (4.4e-2),Fe II (9.5e-1),Fe III (2.2e-3)
271.112,4.398e+6,2.136e+6,2.263e+6,2.488e-8
271.117,1.007e+7,4.244e+6,5.821e+6,4.888e-9
271.122,2.187e+7,7.880e+6,1.399e+7,8.972e-10
271.127,4.510e+7,1.367e+7,3.143e+7,1.538e-10
271.132,8.809e+7,2.215e+7,6.594e+7,2.464e-11
271.137,1.628e+8,3.354e+7,1.293e+8,3.687e-12
271.142,2.842e+8,4.744e+7,2.367e+8,5.154e-13
271.147,4.678e+8,6.270e+7,4.051e+8,6.730e-14
271.152,7.250e+8,7.741e+7,6.476e+8,8.210e-15
271.157,1.057e+9,8.929e+7,9.672e+8,9.357e-16
271.162,1.446e+9,9.622e+7,1.350e+9,9.961e-17
271.167,1.857e+9,9.688e+7,1.760e+9,9.907e-18
271.172,2.236e+9,9.113e+7,2.145e+9,9.204e-19
271.177,2.523e+9,8.008e+7,2.443e+9,7.989e-20
271.182,2.668e+9,6.575e+7,2.602e+9,6.477e-21
271.187,2.645e+9,5.044e+7,2.595e+9,4.906e-22
271.192,2.464e+9,3.614e+7,2.428e+9,3.472e-23
271.197,2.165e+9,2.420e+7,2.141e+9,2.295e-24
271.202,1.809e+9,1.514e+7,1.794e+9,1.417e-25
271.207,1.461e+9,8.846e+6,1.452e+9,8.174e-27
271.212,1.170e+9,4.829e+6,1.166e+9,8.172e-27
271.217,9.636e+8,2.463e+6,9.611e+8,8.169e-27
271.222,8.405e+8,1.174e+6,8.393e+8,8.167e-27
271.227,7.809e+8,5.227e+5,7.804e+8,8.164e-27
271.232,7.545e+8,2.174e+5,7.543e+8,8.161e-27
271.237,7.316e+8,8.448e+4,7.315e+8,8.159e-27
271.242,6.907e+8,3.067e+4,6.906e+8,8.156e-27
271.247,6.229e+8,1.040e+4,6.228e+8,8.154e-27
271.252,5.308e+8,3.297e+3,5.308e+8,8.151e-27
271.257,4.252e+8,9.761e+2,4.252e+8,8.149e-27
271.262,3.193e+8,2.700e+2,3.193e+8,8.146e-27
271.267,2.244e+8,6.977e+1,2.244e+8,8.144e-27
271.272,1.475e+8,1.685e+1,1.475e+8,8.141e-27
271.277,9.065e+7,3.800e+0,9.065e+7,8.139e-27
271.282,5.208e+7,8.007e-1,5.208e+7,8.136e-27
271.287,2.797e+7,1.576e-1,2.797e+7,8.134e-27
271.292,1.405e+7,2.900e-2,1.405e+7,8.131e-27
271.297,6.609e+6,4.983e-3,6.609e+6,8.128e-27
271.302,2.941e+6,8.000e-4,2.941e+6,8.126e-27
271.307,1.303e+6,1.200e-4,1.303e+6,8.123e-27
271.312,7.032e+5,1.681e-5,7.032e+5,8.121e-27
271.317,6.521e+5,2.201e-6,6.521e+5,8.118e-27
271.322,9.509e+5,2.693e-7,9.509e+5,8.116e-27
271.327,1.550e+6,3.077e-8,1.550e+6,8.113e-27
271.332,2.456e+6,3.285e-9,2.456e+6,8.111e-27
271.337,3.663e+6,3.276e-10,3.663e+6,8.108e-27
271.342,5.121e+6,3.053e-11,5.121e+6,8.106e-27
271.347,6.724e+6,2.658e-12,6.724e+6,8.103e-27
271.352,8.363e+6,2.162e-13,8.363e+6,8.100e-27
271.357,1.008e+7,1.643e-14,1.008e+7,8.098e-27
271.362,1.244e+7,1.166e-15,1.244e+7,8.095e-27
271.367,1.721e+7,7.736e-17,1.721e+7,8.093e-27
271.372,2.879e+7,4.794e-18,2.879e+7,8.090e-27
271.377,5.658e+7,2.775e-19,5.658e+7,8.088e-27
271.382,1.187e+8,2.801e-19,1.187e+8,8.085e-27
271.387,2.467e+8,2.827e-19,2.467e+8,8.083e-27
271.392,4.900e+8,2.853e-19,4.900e+8,8.080e-27
271.397,9.168e+8,2.879e-19,9.168e+8,8.078e-27
271.402,1.608e+9,2.905e-19,1.608e+9,8.075e-27
271.407,2.637e+9,2.931e-19,2.637e+9,8.072e-27
271.412,4.043e+9,2.957e-19,4.043e+9,8.070e-27
271.417,5.793e+9,2.983e-19,5.793e+9,8.067e-27
271.422,7.755e+9,3.009e-19,7.755e+9,8.065e-27
271.427,9.702e+9,3.035e-19,9.702e+9,8.062e-27
271.432,1.134e+10,3.061e-19,1.134e+10,8.060e-27
271.437,1.239e+10,3.087e-19,1.239e+10,8.057e-27
271.442,1.264e+10,3.113e-19,1.264e+10,8.055e-27
271.447,1.205e+10,3.139e-19,1.205e+10,8.052e-27
271.452,1.074e+10,3.165e-19,1.074e+10,8.050e-27
271.457,8.943e+9,3.191e-19,8.943e+9,8.047e-27
271.462,6.957e+9,3.216e-19,6.957e+9,8.044e-27
271.467,5.057e+9,3.242e-19,5.057e+9,8.042e-27
271.472,3.435e+9,3.268e-19,3.435e+9,8.039e-27
271.477,2.180e+9,3.294e-19,2.180e+9,8.037e-27
271.482,1.293e+9,3.320e-19,1.293e+9,8.034e-27
271.487,7.164e+8,3.346e-19,7.164e+8,8.032e-27
271.492,3.709e+8,3.372e-19,3.709e+8,8.029e-27
271.497,1.795e+8,3.398e-19,1.795e+8,8.027e-27
271.502,8.117e+7,3.424e-19,8.117e+7,8.024e-27
271.507,3.439e+7,3.450e-19,3.439e+7,8.022e-27
271.511,1.662e+7,3.471e-19,1.662e+7,8.020e-27
271.516,6.632e+6,3.497e-19,6.632e+6,8.017e-27
271.521,3.138e+6,3.523e-19,3.138e+6,8.014e-27
271.526,2.531e+6,3.549e-19,2.531e+6,8.012e-27
271.531,3.361e+6,3.574e-19,3.361e+6,8.009e-27
271.536,5.137e+6,3.600e-19,5.137e+6,8.007e-27
271.541,7.749e+6,3.626e-19,7.749e+6,8.004e-27
271.546,1.125e+7,3.652e-19,1.125e+7,8.002e-27
271.551,1.589e+7,3.678e-19,1.589e+7,7.999e-27
271.556,2.251e+7,3.704e-19,2.251e+7,7.997e-27
271.561,3.308e+7,3.730e-19,3.308e+7,7.994e-27
271.566,5.169e+7,3.756e-19,5.169e+7,7.992e-27
271.571,8.548e+7,3.782e-19,8.548e+7,7.989e-27
271.576,1.452e+8,3.808e-19,1.452e+8,7.986e-27
271.581,2.447e+8,3.834e-19,2.447e+8,7.984e-27
271.586,3.985e+8,3.860e-19,3.985e+8,7.981e-27
271.591,6.170e+8,3.886e-19,6.170e+8,7.979e-27
271.596,9.005e+8,3.912e-19,9.005e+8,7.976e-27
271.601,1.233e+9,3.938e-19,1.233e+9,7.974e-27
271.606,1.582e+9,3.964e-19,1.582e+9,7.971e-27
271.611,1.898e+9,3.990e-19,1.898e+9,7.969e-27
271.616,2.128e+9,4.016e-19,2.128e+9,7.966e-27
271.621,2.231e+9,4.042e-19,2.231e+9,7.964e-27
271.626,2.186e+9,4.067e-19,2.186e+9,7.961e-27
271.631,2.002e+9,4.093e-19,2.002e+9,7.958e-27
271.636,1.713e+9,7.066e-18,1.713e+9,7.956e-27
271.641,1.369e+9,1.140e-16,1.369e+9,7.953e-27
271.646,1.023e+9,1.719e-15,1.023e+9,7.951e-27
271.651,7.145e+8,2.422e-14,7.145e+8,7.948e-27
271.656,4.662e+8,3.189e-13,4.662e+8,7.946e-27
271.661,2.843e+8,3.925e-12,2.843e+8,7.943e-27
271.666,1.620e+8,4.514e-11,1.620e+8,7.941e-27
271.671,8.624e+7,4.853e-10,8.624e+7,7.938e-27
271.676,4.291e+7,4.875e-9,4.291e+7,7.936e-27
271.681,1.995e+7,4.577e-8,1.995e+7,7.933e-27
271.686,8.669e+6,4.016e-7,8.669e+6,7.930e-27
271.691,3.520e+6,3.294e-6,3.520e+6,7.928e-27
271.696,1.337e+6,2.524e-5,1.337e+6,7.925e-27
271.701,4.783e+5,1.808e-4,4.783e+5,7.923e-27
271.706,1.719e+5,1.210e-3,1.719e+5,7.920e-27
271.711,9.231e+4,7.573e-3,9.231e+4,7.918e-27
271.716,1.327e+5,4.428e-2,1.327e+5,7.915e-27
271.721,3.048e+5,2.420e-1,3.048e+5,7.913e-27
271.726,7.147e+5,1.236e+0,7.147e+5,7.910e-27
271.731,1.582e+6,5.898e+0,1.582e+6,7.908e-27
271.736,3.279e+6,2.631e+1,3.279e+6,7.905e-27
271.741,6.351e+6,1.097e+2,6.351e+6,7.902e-27
271.746,1.150e+7,4.273e+2,1.150e+7,7.900e-27
271.751,1.948e+7,1.556e+3,1.948e+7,7.897e-27
271.756,3.084e+7,5.294e+3,3.084e+7,7.895e-27
271.761,4.566e+7,1.684e+4,4.565e+7,7.892e-27
271.766,6.323e+7,5.005e+4,6.318e+7,7.890e-27
271.771,8.190e+7,1.390e+5,8.176e+7,7.887e-27
271.776,9.931e+7,3.609e+5,9.895e+7,7.885e-27
271.781,1.129e+8,8.756e+5,1.120e+8,7.882e-27
271.786,1.205e+8,1.986e+6,1.185e+8,7.880e-27
271.791,1.216e+8,4.208e+6,1.174e+8,7.877e-27
271.796,1.172e+8,8.334e+6,1.089e+8,7.875e-27
271.801,1.102e+8,1.543e+7,9.482e+7,7.872e-27
271.806,1.047e+8,2.670e+7,7.804e+7,7.869e-27
271.811,1.050e+8,4.319e+7,6.179e+7,7.867e-27
271.816,1.144e+8,6.534e+7,4.911e+7,7.864e-27
271.821,1.350e+8,9.255e+7,4.241e+7,7.862e-27
271.826,1.663e+8,1.230e+8,4.336e+7,7.859e-27
271.831,2.066e+8,1.539e+8,5.275e+7,7.857e-27
271.836,2.535e+8,1.831e+8,7.039e+7,7.854e-27
271.841,3.059e+8,2.111e+8,9.484e+7,7.852e-27
271.846,3.667e+8,2.433e+8,1.234e+8,7.849e-27
271.851,4.457e+8,2.935e+8,1.522e+8,7.847e-27
271.856,5.612e+8,3.843e+8,1.769e+8,7.844e-27
271.861,7.404e+8,5.464e+8,1.940e+8,7.841e-27
271.866,1.015e+9,8.137e+8,2.014e+8,7.839e-27
271.871,1.413e+9,1.213e+9,1.995e+8,7.836e-27
271.876,1.944e+9,1.753e+9,1.915e+8,7.834e-27
271.881,2.591e+9,2.409e+9,1.820e+8,7.831e-27
271.886,3.296e+9,3.119e+9,1.764e+8,7.829e-27
271.891,3.970e+9,3.790e+9,1.796e+8,7.826e-27
271.896,4.508e+9,4.313e+9,1.950e+8,7.824e-27
271.901,4.817e+9,4.594e+9,2.237e+8,7.821e-27
271.906,4.842e+9,4.578e+9,2.641e+8,7.819e-27
271.911,4.583e+9,4.272e+9,3.115e+8,7.816e-27
271.916,4.093e+9,3.734e+9,3.588e+8,7.813e-27
271.921,3.461e+9,3.064e+9,3.971e+8,7.811e-27
271.926,2.784e+9,2.366e+9,4.182e+8,7.808e-27
271.931,2.143e+9,1.727e+9,4.164e+8,7.806e-27
271.936,1.590e+9,1.199e+9,3.905e+8,7.803e-27
271.941,1.144e+9,7.996e+8,3.441e+8,7.801e-27
271.946,8.027e+8,5.184e+8,2.843e+8,7.798e-27
271.951,5.514e+8,3.313e+8,2.201e+8,7.796e-27
271.956,3.704e+8,2.109e+8,1.595e+8,7.793e-27
271.961,2.425e+8,1.344e+8,1.081e+8,7.791e-27
271.966,1.539e+8,8.528e+7,6.859e+7,7.788e-27
271.971,9.400e+7,5.332e+7,4.068e+7,7.785e-27
271.976,5.496e+7,3.240e+7,2.256e+7,7.783e-27
271.981,3.060e+7,1.890e+7,1.170e+7,7.780e-27
271.986,1.616e+7,1.049e+7,5.668e+6,7.778e-27
271.991,8.071e+6,5.503e+6,2.568e+6,7.775e-27
271.996,3.816e+6,2.728e+6,1.089e+6,7.773e-27
272.001,1.740e+6,1.306e+6,4.344e+5,7.770e-27
272.006,8.753e+5,7.051e+5,1.702e+5,7.768e-27
272.011,7.859e+5,7.028e+5,8.309e+4,7.765e-27
272.016,1.522e+6,1.437e+6,8.480e+4,7.763e-27
272.021,3.740e+6,3.585e+6,1.551e+5,7.760e-27
272.026,9.052e+6,8.738e+6,3.141e+5,7.757e-27
272.031,2.064e+7,2.003e+7,6.104e+5,7.755e-27
272.036,4.408e+7,4.297e+7,1.113e+6,7.752e-27
272.041,8.804e+7,8.614e+7,1.897e+6,7.750e-27
272.046,1.645e+8,1.614e+8,3.024e+6,7.747e-27
272.051,2.873e+8,2.828e+8,4.504e+6,7.745e-27
272.056,4.693e+8,4.630e+8,6.271e+6,7.742e-27
272.061,7.167e+8,7.085e+8,8.161e+6,7.740e-27
272.066,1.023e+9,1.013e+9,9.927e+6,7.737e-27
272.071,1.366e+9,1.355e+9,1.129e+7,7.735e-27
272.076,1.705e+9,1.693e+9,1.199e+7,7.732e-27
272.081,1.990e+9,1.978e+9,1.191e+7,7.729e-27
272.086,2.170e+9,2.159e+9,1.106e+7,7.727e-27
272.091,2.213e+9,2.204e+9,9.597e+6,7.724e-27
272.096,2.110e+9,2.102e+9,7.784e+6,7.722e-27
272.101,1.880e+9,1.874e+9,5.901e+6,7.719e-27
272.106,1.566e+9,1.561e+9,4.182e+6,7.717e-27
272.111,1.219e+9,1.216e+9,2.771e+6,7.714e-27
272.116,8.871e+8,8.854e+8,1.721e+6,7.712e-27
272.121,6.035e+8,6.025e+8,1.014e+6,7.709e-27
272.126,3.838e+8,3.832e+8,6.046e+5,7.707e-27
272.131,2.283e+8,2.278e+8,4.651e+5,7.704e-27
272.136,1.272e+8,1.266e+8,6.439e+5,7.702e-27
272.141,6.709e+7,6.575e+7,1.339e+6,7.699e-27
272.146,3.492e+7,3.192e+7,3.004e+6,7.696e-27
272.151,2.097e+7,1.448e+7,6.486e+6,7.694e-27
272.156,1.930e+7,6.143e+6,1.316e+7,7.691e-27
272.161,2.741e+7,2.435e+6,2.498e+7,7.689e-27
272.166,4.522e+7,9.024e+5,4.432e+7,7.686e-27
272.171,7.383e+7,3.125e+5,7.352e+7,7.684e-27
272.176,1.141e+8,1.012e+5,1.140e+8,7.681e-27
272.181,1.653e+8,3.061e+4,1.652e+8,7.679e-27
272.186,2.239e+8,8.658e+3,2.239e+8,7.676e-27
272.191,2.835e+8,2.289e+3,2.835e+8,7.674e-27
272.196,3.356e+8,5.655e+2,3.356e+8,7.671e-27
272.201,3.714e+8,1.306e+2,3.714e+8,7.668e-27
272.206,3.843e+8,2.819e+1,3.843e+8,7.666e-27
272.211,3.719e+8,5.688e+0,3.719e+8,7.663e-27
272.216,3.370e+8,1.074e+0,3.370e+8,7.661e-27
272.221,2.864e+8,1.963e-1,2.864e+8,7.658e-27
272.226,2.297e+8,7.524e-2,2.297e+8,7.656e-27
272.231,1.759e+8,2.574e-1,1.759e+8,7.653e-27
272.236,1.325e+8,1.354e+0,1.325e+8,7.651e-27
272.241,1.034e+8,6.777e+0,1.034e+8,7.648e-27
272.246,8.940e+7,3.172e+1,8.940e+7,7.646e-27
272.251,8.856e+7,1.388e+2,8.856e+7,7.643e-27
272.256,9.700e+7,5.679e+2,9.700e+7,7.640e-27
272.261,1.098e+8,2.172e+3,1.098e+8,7.638e-27
272.266,1.221e+8,7.764e+3,1.220e+8,7.635e-27
272.271,1.296e+8,2.595e+4,1.295e+8,7.633e-27
272.275,1.303e+8,6.489e+4,1.303e+8,7.631e-27
272.280,1.241e+8,1.921e+5,1.240e+8,7.628e-27
272.285,1.110e+8,5.315e+5,1.105e+8,7.626e-27
272.290,9.365e+7,1.375e+6,9.227e+7,7.623e-27
272.295,7.561e+7,3.325e+6,7.229e+7,7.621e-27
272.300,6.090e+7,7.516e+6,5.339e+7,7.618e-27
272.305,5.349e+7,1.588e+7,3.761e+7,7.616e-27
272.310,5.733e+7,3.138e+7,2.595e+7,7.613e-27
272.315,7.637e+7,5.794e+7,1.843e+7,7.610e-27
272.320,1.144e+8,1.000e+8,1.442e+7,7.608e-27
272.325,1.743e+8,1.614e+8,1.292e+7,7.605e-27
272.330,2.564e+8,2.435e+8,1.287e+7,7.603e-27
272.335,3.567e+8,3.434e+8,1.334e+7,7.600e-27
272.340,4.663e+8,4.527e+8,1.363e+7,7.598e-27
272.345,5.712e+8,5.579e+8,1.332e+7,7.595e-27
272.350,6.550e+8,6.428e+8,1.229e+7,7.593e-27
272.355,7.029e+8,6.922e+8,1.064e+7,7.590e-27
272.360,7.055e+8,6.969e+8,8.623e+6,7.588e-27
272.365,6.624e+8,6.559e+8,6.538e+6,7.585e-27
272.370,5.817e+8,5.770e+8,4.635e+6,7.582e-27
272.375,4.777e+8,4.746e+8,3.072e+6,7.580e-27
272.380,3.668e+8,3.649e+8,1.904e+6,7.577e-27
272.385,2.633e+8,2.622e+8,1.104e+6,7.575e-27
272.390,1.768e+8,1.762e+8,6.020e+5,7.572e-27
272.395,1.110e+8,1.107e+8,3.200e+5,7.570e-27
272.400,6.518e+7,6.497e+7,2.033e+5,7.567e-27
272.405,3.592e+7,3.566e+7,2.538e+5,7.565e-27
272.410,1.889e+7,1.830e+7,5.897e+5,7.562e-27
272.415,1.034e+7,8.777e+6,1.568e+6,7.560e-27
272.420,7.965e+6,3.935e+6,4.030e+6,7.557e-27
272.425,1.138e+7,1.649e+6,9.729e+6,7.554e-27
272.430,2.262e+7,6.463e+5,2.197e+7,7.552e-27
272.435,4.664e+7,2.367e+5,4.640e+7,7.549e-27
272.440,9.168e+7,8.106e+4,9.160e+7,7.547e-27
272.445,1.691e+8,2.595e+4,1.691e+8,7.544e-27
272.450,2.917e+8,7.764e+3,2.917e+8,7.542e-27
272.455,4.705e+8,2.172e+3,4.705e+8,7.539e-27
272.460,7.095e+8,5.679e+2,7.095e+8,7.537e-27
272.465,1.000e+9,1.388e+2,1.000e+9,7.534e-27
272.470,1.318e+9,3.173e+1,1.318e+9,7.532e-27
272.475,1.624e+9,6.789e+0,1.624e+9,7.529e-27
272.480,1.871e+9,1.420e+0,1.871e+9,7.526e-27
272.485,2.015e+9,5.990e-1,2.015e+9,7.524e-27
272.490,2.029e+9,1.728e+0,2.029e+9,7.521e-27
272.495,1.909e+9,7.658e+0,1.909e+9,7.519e-27
272.500,1.680e+9,3.251e+1,1.680e+9,7.516e-27
272.505,1.382e+9,1.291e+2,1.382e+9,7.514e-27
272.510,1.063e+9,4.795e+2,1.063e+9,7.511e-27
272.515,7.641e+8,1.665e+3,7.641e+8,7.509e-27
272.520,5.136e+8,5.404e+3,5.135e+8,7.506e-27
272.525,3.227e+8,1.640e+4,3.227e+8,7.504e-27
272.530,1.896e+8,4.653e+4,1.896e+8,7.501e-27
272.535,1.042e+8,1.234e+5,1.041e+8,7.498e-27
272.540,5.375e+7,3.061e+5,5.345e+7,7.496e-27
272.545,2.636e+7,7.099e+5,2.565e+7,7.493e-27
272.550,1.305e+7,1.539e+6,1.151e+7,7.491e-27
272.555,7.954e+6,3.119e+6,4.835e+6,7.488e-27
272.560,7.819e+6,5.910e+6,1.908e+6,7.486e-27
272.565,1.120e+7,1.047e+7,7.291e+5,7.483e-27
272.570,1.766e+7,1.734e+7,3.154e+5,7.481e-27
272.575,2.710e+7,2.686e+7,2.373e+5,7.478e-27
272.580,3.922e+7,3.889e+7,3.363e+5,7.476e-27
272.585,5.321e+7,5.264e+7,5.769e+5,7.473e-27
272.590,6.758e+7,6.661e+7,9.724e+5,7.470e-27
272.595,8.036e+7,7.881e+7,1.545e+6,7.468e-27
272.600,8.948e+7,8.718e+7,2.297e+6,7.465e-27
272.605,9.336e+7,9.017e+7,3.196e+6,7.463e-27
272.610,9.134e+7,8.718e+7,4.160e+6,7.460e-27
272.615,8.388e+7,7.881e+7,5.069e+6,7.458e-27
272.620,7.240e+7,6.661e+7,5.790e+6,7.455e-27
272.625,5.885e+7,5.264e+7,6.218e+6,7.453e-27
272.630,4.520e+7,3.889e+7,6.315e+6,7.450e-27
272.635,3.299e+7,2.686e+7,6.135e+6,7.448e-27
272.640,2.316e+7,1.734e+7,5.820e+6,7.445e-27
272.645,1.604e+7,1.047e+7,5.570e+6,7.443e-27
272.650,1.150e+7,5.910e+6,5.591e+6,7.440e-27
272.655,9.179e+6,3.119e+6,6.060e+6,7.437e-27
272.660,8.669e+6,1.539e+6,7.130e+6,7.435e-27
272.665,9.758e+6,7.099e+5,9.048e+6,7.432e-27
272.670,1.278e+7,3.061e+5,1.247e+7,7.430e-27
272.675,1.926e+7,1.234e+5,1.914e+7,7.427e-27
272.680,3.312e+7,4.653e+4,3.308e+7,7.425e-27
272.685,6.265e+7,1.640e+4,6.263e+7,7.422e-27
272.690,1.235e+8,5.404e+3,1.235e+8,7.420e-27
272.695,2.425e+8,1.665e+3,2.425e+8,7.417e-27
272.700,4.619e+8,4.795e+2,4.619e+8,7.415e-27
272.705,8.410e+8,1.291e+2,8.410e+8,7.412e-27
272.710,1.454e+9,3.251e+1,1.454e+9,7.409e-27
272.715,2.380e+9,7.651e+0,2.380e+9,7.407e-27
272.720,3.678e+9,1.684e+0,3.678e+9,7.404e-27
272.725,5.362e+9,3.464e-1,5.362e+9,7.402e-27
272.730,7.362e+9,6.664e-2,7.362e+9,7.399e-27
272.735,9.514e+9,1.201e-2,9.514e+9,7.397e-27
272.740,1.156e+10,2.195e-3,1.156e+10,7.394e-27
272.745,1.319e+10,1.491e-3,1.319e+10,7.392e-27
272.750,1.413e+10,7.195e-3,1.413e+10,7.389e-27
272.755,1.421e+10,4.069e-2,1.421e+10,7.387e-27
272.760,1.339e+10,2.166e-1,1.339e+10,7.384e-27
272.765,1.182e+10,1.078e+0,1.182e+10,7.381e-27
272.770,9.781e+9,5.016e+0,9.781e+9,7.379e-27
272.775,7.578e+9,2.182e+1,7.578e+9,7.376e-27
272.780,5.496e+9,8.880e+1,5.496e+9,7.374e-27
272.785,3.731e+9,3.378e+2,3.731e+9,7.371e-27
272.790,2.371e+9,1.202e+3,2.371e+9,7.369e-27
272.795,1.409e+9,3.998e+3,1.409e+9,7.366e-27
272.800,7.839e+8,1.244e+4,7.839e+8,7.364e-27
272.805,4.079e+8,3.617e+4,4.079e+8,7.361e-27
272.810,1.987e+8,9.836e+4,1.986e+8,7.359e-27
272.815,9.083e+7,2.501e+5,9.058e+7,7.356e-27
272.820,3.959e+7,5.948e+5,3.899e+7,7.353e-27
272.825,1.789e+7,1.322e+6,1.657e+7,7.351e-27
272.830,1.134e+7,2.749e+6,8.594e+6,7.348e-27
272.835,1.365e+7,5.345e+6,8.302e+6,7.346e-27
272.840,2.330e+7,9.715e+6,1.359e+7,7.343e-27
272.845,4.153e+7,1.651e+7,2.501e+7,7.341e-27
272.850,7.081e+7,2.624e+7,4.456e+7,7.338e-27
272.855,1.137e+8,3.900e+7,7.465e+7,7.336e-27
272.860,1.712e+8,5.420e+7,1.170e+8,7.333e-27
272.865,2.421e+8,7.042e+7,1.716e+8,7.331e-27
272.870,3.209e+8,8.556e+7,2.354e+8,7.328e-27
272.875,3.991e+8,9.720e+7,3.019e+8,7.325e-27
272.880,4.653e+8,1.033e+8,3.621e+8,7.323e-27
272.885,5.089e+8,1.026e+8,4.063e+8,7.320e-27
272.890,5.220e+8,9.527e+7,4.267e+8,7.318e-27
272.895,5.024e+8,8.274e+7,4.197e+8,7.315e-27
272.900,4.541e+8,6.719e+7,3.869e+8,7.313e-27
272.905,3.861e+8,5.102e+7,3.351e+8,7.310e-27
272.910,3.097e+8,3.623e+7,2.734e+8,7.308e-27
272.915,2.355e+8,2.405e+7,2.114e+8,7.305e-27
272.920,1.711e+8,1.493e+7,1.561e+8,7.303e-27
272.925,1.202e+8,8.667e+6,1.115e+8,7.300e-27
272.930,8.300e+7,4.705e+6,7.829e+7,7.297e-27
272.935,5.727e+7,2.388e+6,5.488e+7,7.295e-27
272.940,3.997e+7,1.133e+6,3.884e+7,7.292e-27
272.945,2.827e+7,5.029e+5,2.777e+7,7.290e-27
272.950,2.006e+7,2.087e+5,1.985e+7,7.287e-27
272.955,1.404e+7,8.096e+4,1.396e+7,7.285e-27
272.960,9.538e+6,2.937e+4,9.508e+6,7.282e-27
272.965,6.203e+6,9.964e+3,6.193e+6,7.280e-27
272.970,3.829e+6,3.161e+3,3.826e+6,7.277e-27
272.975,2.236e+6,9.375e+2,2.235e+6,7.275e-27
272.980,1.252e+6,2.600e+2,1.252e+6,7.272e-27
272.985,7.426e+5,6.743e+1,7.425e+5,7.270e-27
272.990,6.733e+5,1.635e+1,6.733e+5,7.267e-27
272.995,1.235e+6,3.708e+0,1.235e+6,7.264e-27
273.000,3.085e+6,7.861e-1,3.085e+6,7.262e-27
273.005,7.815e+6,1.558e-1,7.815e+6,7.259e-27
273.010,1.876e+7,2.889e-2,1.876e+7,7.257e-27
273.015,4.222e+7,5.008e-3,4.222e+7,7.254e-27
273.020,8.885e+7,8.116e-4,8.885e+7,7.252e-27
273.025,1.749e+8,1.230e-4,1.749e+8,7.249e-27
273.030,3.219e+8,1.743e-5,3.219e+8,7.247e-27
273.035,5.540e+8,2.310e-6,5.540e+8,7.244e-27
273.040,8.917e+8,2.862e-7,8.917e+8,7.242e-27
273.044,1.243e+9,5.131e-8,1.243e+9,7.239e-27
273.049,1.774e+9,5.633e-9,1.774e+9,7.237e-27
273.054,2.367e+9,5.784e-10,2.367e+9,7.234e-27
273.059,2.953e+9,5.552e-11,2.953e+9,7.232e-27
273.064,3.445e+9,4.984e-12,3.445e+9,7.229e-27
273.069,3.758e+9,4.184e-13,3.758e+9,7.227e-27
273.074,3.835e+9,3.283e-14,3.835e+9,7.224e-27
273.079,3.660e+9,2.410e-15,3.660e+9,7.222e-27
273.084,3.266e+9,1.654e-16,3.266e+9,7.219e-27
273.089,2.727e+9,1.061e-17,2.727e+9,7.217e-27
273.094,2.131e+9,6.366e-19,2.131e+9,7.214e-27
273.099,1.559e+9,8.690e-19,1.559e+9,7.211e-27
273.104,1.070e+9,1.101e-18,1.070e+9,7.209e-27
273.109,6.897e+8,1.334e-18,6.897e+8,7.206e-27
273.114,4.202e+8,1.566e-18,4.202e+8,7.204e-27
273.119,2.440e+8,1.799e-18,2.440e+8,7.201e-27
273.124,1.372e+8,2.031e-18,1.372e+8,7.199e-27
273.129,7.648e+7,2.263e-18,7.648e+7,7.196e-27
273.134,4.353e+7,2.496e-18,4.353e+7,7.194e-27
273.139,2.587e+7,2.728e-18,2.587e+7,7.191e-27
273.144,1.609e+7,2.960e-18,1.609e+7,7.189e-27
273.149,1.027e+7,5.018e-17,1.027e+7,7.186e-27
273.154,6.537e+6,7.957e-16,6.537e+6,7.184e-27
273.159,4.043e+6,1.180e-14,4.043e+6,7.181e-27
273.164,2.389e+6,1.636e-13,2.389e+6,7.178e-27
273.169,1.335e+6,2.123e-12,1.335e+6,7.176e-27
273.174,7.020e+5,2.575e-11,7.020e+5,7.173e-27
273.179,3.462e+5,2.922e-10,3.462e+5,7.171e-27
273.184,1.599e+5,3.101e-9,1.599e+5,7.168e-27
273.189,6.918e+4,3.078e-8,6.918e+4,7.166e-27
273.194,2.813e+4,2.857e-7,2.813e+4,7.163e-27
273.199,1.122e+4,2.480e-6,1.122e+4,7.161e-27
273.204,5.970e+3,2.014e-5,5.970e+3,7.158e-27
273.209,8.427e+3,1.530e-4,8.427e+3,7.156e-27
273.214,2.208e+4,1.087e-3,2.208e+4,7.153e-27
273.219,6.134e+4,7.218e-3,6.134e+4,7.150e-27
273.224,1.617e+5,4.485e-2,1.617e+5,7.148e-27
273.229,3.991e+5,2.606e-1,3.991e+5,7.145e-27
273.234,9.214e+5,1.417e+0,9.214e+5,7.143e-27
273.239,1.990e+6,7.201e+0,1.990e+6,7.140e-27
273.244,4.018e+6,3.424e+1,4.018e+6,7.138e-27
273.249,7.590e+6,1.522e+2,7.590e+6,7.135e-27
273.254,1.341e+7,6.331e+2,1.341e+7,7.133e-27
273.259,2.215e+7,2.463e+3,2.215e+7,7.130e-27
273.264,3.424e+7,8.959e+3,3.423e+7,7.128e-27
273.269,4.950e+7,3.048e+4,4.947e+7,7.125e-27
273.274,6.696e+7,9.700e+4,6.686e+7,7.122e-27
273.279,8.481e+7,2.887e+5,8.452e+7,7.120e-27
