Wavelength (nm),Sum(calc),Fe I (4.4e-2),Fe II (9.5e-1),Fe III (2.2e-3)
397.677,1.479e+7,1.479e+7,1.356e-16,1.527e-8
397.682,1.316e+7,1.316e+7,1.356e-16,4.209e-8
397.687,1.134e+7,1.134e+7,1.356e-16,1.124e-7
397.692,9.470e+6,9.470e+6,1.357e-16,2.910e-7
397.697,7.662e+6,7.662e+6,1.357e-16,7.296e-7
397.702,6.007e+6,6.007e+6,1.357e-16,1.773e-6
397.707,4.562e+6,4.562e+6,1.357e-16,4.173e-6
397.712,3.357e+6,3.357e+6,1.357e-16,9.517e-6
397.717,2.393e+6,2.393e+6,1.358e-16,2.103e-5
397.722,1.653e+6,1.653e+6,1.358e-16,4.503e-5
397.727,1.107e+6,1.107e+6,1.358e-16,9.341e-5
397.732,7.175e+5,7.175e+5,1.358e-16,1.878e-4
397.737,4.508e+5,4.508e+5,1.358e-16,3.657e-4
397.742,2.744e+5,2.744e+5,1.359e-16,6.900e-4
397.747,1.618e+5,1.618e+5,1.359e-16,1.261e-3
397.752,9.248e+4,9.248e+4,1.359e-16,2.235e-3
397.757,5.120e+4,5.120e+4,1.359e-16,3.835e-3
397.762,2.746e+4,2.746e+4,1.359e-16,6.378e-3
397.767,1.427e+4,1.427e+4,1.360e-16,1.028e-2
397.772,7.186e+3,7.186e+3,1.360e-16,1.604e-2
397.777,3.506e+3,3.506e+3,1.360e-16,2.427e-2
397.782,1.657e+3,1.657e+3,1.360e-16,3.557e-2
397.787,7.589e+2,7.589e+2,1.361e-16,5.050e-2
397.792,3.368e+2,3.367e+2,1.361e-16,6.948e-2
397.797,1.448e+2,1.447e+2,1.361e-16,9.263e-2
397.802,6.041e+1,6.029e+1,1.361e-16,1.196e-1
397.807,2.448e+1,2.433e+1,1.361e-16,1.497e-1
397.812,9.694e+0,9.513e+0,1.362e-16,1.815e-1
397.817,3.817e+0,3.604e+0,1.362e-16,2.133e-1
397.822,1.565e+0,1.323e+0,1.362e-16,2.428e-1
397.827,7.382e-1,4.703e-1,1.362e-16,2.678e-1
397.832,4.483e-1,1.621e-1,1.362e-16,2.863e-1
397.837,3.507e-1,5.410e-2,1.363e-16,2.966e-1
397.842,3.153e-1,1.750e-2,1.363e-16,2.978e-1
397.847,2.956e-1,5.482e-3,1.363e-16,2.901e-1
397.852,2.760e-1,1.665e-3,1.363e-16,2.743e-1
397.857,2.527e-1,4.896e-4,1.363e-16,2.522e-1
397.862,2.263e-1,1.395e-4,1.364e-16,2.262e-1
397.867,1.990e-1,3.853e-5,1.364e-16,1.990e-1
397.872,1.735e-1,1.031e-5,1.364e-16,1.735e-1
397.877,1.522e-1,2.672e-6,1.364e-16,1.522e-1
397.882,1.374e-1,6.711e-7,1.365e-16,1.374e-1
397.887,1.309e-1,1.633e-7,1.365e-16,1.309e-1
397.892,1.335e-1,3.850e-8,1.365e-16,1.335e-1
397.897,1.456e-1,8.793e-9,1.365e-16,1.456e-1
397.902,1.667e-1,1.946e-9,1.365e-16,1.667e-1
397.907,1.956e-1,4.173e-10,1.366e-16,1.956e-1
397.912,2.301e-1,8.668e-11,1.366e-16,2.301e-1
397.917,2.676e-1,1.745e-11,1.366e-16,2.676e-1
397.922,3.051e-1,3.403e-12,1.366e-16,3.051e-1
397.927,3.394e-1,6.429e-13,1.366e-16,3.394e-1
397.932,3.673e-1,1.177e-13,1.367e-16,3.673e-1
397.937,3.866e-1,2.087e-14,1.367e-16,3.866e-1
397.942,3.958e-1,3.587e-15,1.367e-16,3.958e-1
397.947,3.945e-1,5.972e-16,1.367e-16,3.945e-1
397.952,3.836e-1,5.957e-16,1.367e-16,3.836e-1
397.957,3.649e-1,5.942e-16,1.368e-16,3.649e-1
397.962,3.411e-1,5.926e-16,1.368e-16,3.411e-1
397.967,3.149e-1,5.911e-16,1.368e-16,3.149e-1
397.972,2.890e-1,5.896e-16,1.368e-16,2.890e-1
397.977,2.657e-1,5.881e-16,1.368e-16,2.657e-1
397.982,2.462e-1,5.865e-16,1.369e-16,2.462e-1
397.987,2.308e-1,5.850e-16,1.369e-16,2.308e-1
397.992,2.192e-1,5.835e-16,1.369e-16,2.192e-1
397.997,2.102e-1,5.819e-16,1.369e-16,2.102e-1
398.002,2.022e-1,5.804e-16,1.370e-16,2.022e-1
398.007,1.940e-1,5.789e-16,1.370e-16,1.940e-1
398.012,1.842e-1,5.773e-16,1.370e-16,1.842e-1
398.017,1.721e-1,5.758e-16,1.370e-16,1.721e-1
398.022,1.575e-1,5.743e-16,1.370e-16,1.575e-1
398.027,1.407e-1,5.727e-16,1.371e-16,1.407e-1
398.032,1.224e-1,5.712e-16,1.371e-16,1.224e-1
398.037,1.035e-1,5.697e-16,1.371e-16,1.035e-1
398.042,8.500e-2,5.681e-16,1.371e-16,8.500e-2
398.047,6.774e-2,5.666e-16,1.371e-16,6.774e-2
398.052,5.236e-2,5.651e-16,1.372e-16,5.236e-2
398.057,3.924e-2,5.635e-16,1.372e-16,3.924e-2
398.062,2.851e-2,5.620e-16,1.372e-16,2.851e-2
398.067,2.007e-2,5.605e-16,1.372e-16,2.007e-2
398.072,1.369e-2,5.589e-16,1.372e-16,1.369e-2
398.077,9.055e-3,5.574e-16,1.373e-16,9.055e-3
398.082,5.802e-3,5.559e-16,1.373e-16,5.802e-3
398.087,3.602e-3,5.543e-16,1.373e-16,3.602e-3
398.092,2.167e-3,5.528e-16,1.373e-16,2.167e-3
398.097,1.263e-3,5.513e-16,1.374e-16,1.263e-3
398.102,7.133e-4,5.497e-16,1.374e-16,7.133e-4
398.107,3.903e-4,5.482e-16,1.374e-16,3.903e-4
398.112,2.070e-4,5.467e-16,1.374e-16,2.070e-4
398.117,1.063e-4,5.452e-16,1.374e-16,1.063e-4
398.122,5.293e-5,5.436e-16,1.375e-16,5.293e-5
398.127,2.553e-5,5.421e-16,1.375e-16,2.553e-5
398.132,1.193e-5,5.406e-16,1.375e-16,1.193e-5
398.137,5.403e-6,5.390e-16,1.375e-16,5.403e-6
398.142,2.371e-6,5.375e-16,1.375e-16,2.371e-6
398.147,1.008e-6,5.360e-16,1.376e-16,1.008e-6
398.152,4.151e-7,5.344e-16,1.376e-16,4.151e-7
398.157,1.657e-7,5.329e-16,1.376e-16,1.657e-7
398.162,6.407e-8,5.314e-16,1.376e-16,6.407e-8
398.167,2.401e-8,5.298e-16,1.376e-16,2.401e-8
398.172,8.717e-9,5.283e-16,1.377e-16,8.717e-9
398.177,3.066e-9,5.268e-16,1.377e-16,3.066e-9
398.182,1.045e-9,5.252e-16,1.377e-16,1.045e-9
398.187,3.452e-10,5.237e-16,1.377e-16,3.452e-10
398.192,1.105e-10,5.222e-16,1.377e-16,1.105e-10
398.197,3.425e-11,5.206e-16,1.378e-16,3.425e-11
398.202,1.029e-11,5.191e-16,1.378e-16,1.029e-11
398.207,2.995e-12,5.176e-16,1.378e-16,2.995e-12
398.212,8.447e-13,5.160e-16,1.378e-16,8.447e-13
398.217,2.308e-13,5.145e-16,1.379e-16,2.308e-13
398.222,6.113e-14,5.130e-16,1.379e-16,6.113e-14
398.227,1.568e-14,5.114e-16,1.379e-16,1.568e-14
398.232,3.899e-15,5.099e-16,1.379e-16,3.899e-15
398.236,1.251e-15,5.087e-16,1.379e-16,1.251e-15
398.241,2.939e-16,5.072e-16,1.380e-16,2.939e-16
398.246,6.689e-17,5.056e-16,1.380e-16,6.689e-17
398.251,1.475e-17,5.041e-16,1.380e-16,1.475e-17
398.256,3.151e-18,5.026e-16,1.380e-16,3.151e-18
398.261,6.522e-19,5.010e-16,1.380e-16,6.522e-19
398.266,1.308e-19,4.995e-16,1.381e-16,1.308e-19
398.271,2.542e-20,4.980e-16,1.381e-16,2.542e-20
398.276,4.787e-21,4.964e-16,1.381e-16,4.787e-21
398.281,8.735e-22,4.949e-16,1.381e-16,8.735e-22
398.286,1.544e-22,4.934e-16,1.381e-16,1.544e-22
398.291,2.645e-23,4.918e-16,1.382e-16,2.645e-23
398.296,4.390e-24,4.903e-16,1.382e-16,4.390e-24
399.405,1.505e-16,1.505e-16,1.428e-16,9.567e-25
399.410,9.157e-16,9.157e-16,1.428e-16,9.412e-25
399.415,5.401e-15,5.401e-15,1.429e-16,9.258e-25
399.420,3.087e-14,3.087e-14,1.429e-16,9.103e-25
399.425,1.710e-13,1.710e-13,1.429e-16,8.948e-25
399.430,9.182e-13,9.182e-13,1.429e-16,8.793e-25
399.435,4.778e-12,4.778e-12,1.430e-16,8.638e-25
399.440,2.410e-11,2.410e-11,1.430e-16,8.484e-25
399.445,1.178e-10,1.178e-10,1.430e-16,8.329e-25
399.450,5.580e-10,5.580e-10,1.430e-16,8.174e-25
399.455,2.562e-9,2.562e-9,1.430e-16,8.019e-25
399.460,1.140e-8,1.140e-8,1.431e-16,7.864e-25
399.465,4.917e-8,4.917e-8,1.431e-16,7.710e-25
399.470,2.055e-7,2.055e-7,1.431e-16,7.555e-25
399.475,8.327e-7,8.327e-7,1.431e-16,7.400e-25
399.480,3.269e-6,3.269e-6,1.431e-16,7.245e-25
399.485,1.244e-5,1.244e-5,1.432e-16,7.091e-25
399.490,4.588e-5,4.588e-5,1.432e-16,6.936e-25
399.495,1.640e-4,1.640e-4,1.432e-16,6.781e-25
399.500,5.682e-4,5.682e-4,1.432e-16,6.626e-25
399.505,1.908e-3,1.908e-3,1.432e-16,6.471e-25
399.510,6.208e-3,6.208e-3,1.433e-16,6.317e-25
399.515,1.958e-2,1.958e-2,1.433e-16,6.162e-25
399.520,5.985e-2,5.985e-2,1.433e-16,6.007e-25
399.525,1.773e-1,1.773e-1,1.433e-16,5.852e-25
399.530,5.091e-1,5.091e-1,1.433e-16,5.697e-25
399.535,1.417e+0,1.417e+0,1.434e-16,5.543e-25
399.540,3.821e+0,3.821e+0,1.434e-16,5.388e-25
399.545,9.990e+0,9.990e+0,1.434e-16,5.233e-25
399.550,2.531e+1,2.531e+1,1.434e-16,5.078e-25
399.555,6.216e+1,6.216e+1,1.435e-16,4.924e-25
399.560,1.480e+2,1.480e+2,1.435e-16,4.769e-25
399.565,3.413e+2,3.413e+2,1.435e-16,4.614e-25
399.570,7.633e+2,7.633e+2,1.435e-16,4.459e-25
399.575,1.654e+3,1.654e+3,1.435e-16,4.304e-25
399.580,3.476e+3,3.476e+3,1.436e-16,4.150e-25
399.585,7.081e+3,7.081e+3,1.436e-16,3.995e-25
399.590,1.398e+4,1.398e+4,1.436e-16,3.840e-25
399.595,2.677e+4,2.677e+4,1.436e-16,3.685e-25
399.600,4.970e+4,4.970e+4,1.436e-16,3.530e-25
399.605,8.948e+4,8.948e+4,1.437e-16,3.376e-25
399.610,1.563e+5,1.563e+5,1.437e-16,3.221e-25
399.615,2.648e+5,2.648e+5,1.437e-16,3.066e-25
399.620,4.356e+5,4.356e+5,1.437e-16,2.911e-25
399.625,6.956e+5,6.956e+5,1.437e-16,2.757e-25
399.630,1.079e+6,1.079e+6,1.438e-16,2.602e-25
399.635,1.628e+6,1.628e+6,1.438e-16,2.447e-25
399.640,2.388e+6,2.388e+6,1.438e-16,2.292e-25
399.645,3.414e+6,3.414e+6,1.438e-16,2.137e-25
399.650,4.758e+6,4.758e+6,1.439e-16,1.983e-25
399.655,6.476e+6,6.476e+6,1.439e-16,1.828e-25
399.660,8.622e+6,8.622e+6,1.439e-16,1.673e-25
399.665,1.125e+7,1.125e+7,1.439e-16,1.518e-25
399.670,1.441e+7,1.441e+7,1.439e-16,1.363e-25
399.675,1.815e+7,1.815e+7,1.440e-16,1.209e-25
399.680,2.253e+7,2.253e+7,1.440e-16,1.054e-25
399.685,2.757e+7,2.757e+7,1.440e-16,8.991e-26
399.690,3.329e+7,3.329e+7,1.440e-16,5.526e-25
399.695,3.968e+7,3.968e+7,1.440e-16,3.292e-24
399.700,4.662e+7,4.662e+7,1.441e-16,1.943e-23
399.705,5.396e+7,5.396e+7,1.441e-16,1.089e-22
399.710,6.141e+7,6.141e+7,1.441e-16,5.916e-22
399.715,6.860e+7,6.860e+7,1.441e-16,3.116e-21
399.720,7.509e+7,7.509e+7,1.441e-16,1.591e-20
399.725,8.038e+7,8.038e+7,1.442e-16,7.871e-20
399.730,8.401e+7,8.401e+7,1.442e-16,3.775e-19
399.735,8.562e+7,8.562e+7,1.442e-16,1.756e-18
399.740,8.498e+7,8.498e+7,1.442e-16,7.913e-18
399.745,8.206e+7,8.206e+7,1.442e-16,3.458e-17
399.750,7.702e+7,7.702e+7,1.443e-16,1.465e-16
399.755,7.023e+7,7.023e+7,1.443e-16,6.015e-16
399.760,6.218e+7,6.218e+7,1.443e-16,2.394e-15
399.765,5.343e+7,5.343e+7,1.443e-16,9.240e-15
399.770,4.454e+7,4.454e+7,1.444e-16,3.457e-14
399.774,3.767e+7,3.767e+7,1.444e-16,9.715e-14
399.779,2.973e+7,2.973e+7,1.444e-16,3.437e-13
399.784,2.275e+7,2.275e+7,1.444e-16,1.179e-12
399.789,1.688e+7,1.688e+7,1.444e-16,3.921e-12
399.794,1.214e+7,1.214e+7,1.445e-16,1.264e-11
399.799,8.463e+6,8.463e+6,1.445e-16,3.953e-11
399.804,5.720e+6,5.720e+6,1.445e-16,1.198e-10
399.809,3.748e+6,3.748e+6,1.445e-16,3.521e-10
399.814,2.380e+6,2.380e+6,1.445e-16,1.003e-9
399.819,1.465e+6,1.465e+6,1.446e-16,2.772e-9
399.824,8.740e+5,8.740e+5,1.446e-16,7.428e-9
399.829,5.054e+5,5.054e+5,1.446e-16,1.930e-8
399.834,2.833e+5,2.833e+5,1.446e-16,4.861e-8
399.839,1.539e+5,1.539e+5,1.446e-16,1.188e-7
399.844,8.101e+4,8.101e+4,1.447e-16,2.813e-7
399.849,4.134e+4,4.134e+4,1.447e-16,6.463e-7
399.854,2.044e+4,2.044e+4,1.447e-16,1.440e-6
399.859,9.800e+3,9.800e+3,1.447e-16,3.112e-6
399.864,4.553e+3,4.553e+3,1.447e-16,6.521e-6
399.869,2.050e+3,2.050e+3,1.448e-16,1.326e-5
399.874,8.945e+2,8.945e+2,1.448e-16,2.613e-5
399.879,3.783e+2,3.783e+2,1.448e-16,4.997e-5
399.884,1.551e+2,1.551e+2,1.448e-16,9.269e-5
399.889,6.162e+1,6.162e+1,1.449e-16,1.668e-4
399.894,2.373e+1,2.373e+1,1.449e-16,2.911e-4
399.899,8.855e+0,8.854e+0,1.449e-16,4.928e-4
399.904,3.203e+0,3.202e+0,1.449e-16,8.094e-4
399.909,1.124e+0,1.123e+0,1.449e-16,1.290e-3
399.914,3.834e-1,3.814e-1,1.450e-16,1.994e-3
399.919,1.286e-1,1.256e-1,1.450e-16,2.990e-3
399.924,4.443e-2,4.008e-2,1.450e-16,4.350e-3
399.929,1.854e-2,1.240e-2,1.450e-16,6.142e-3
399.934,1.213e-2,3.717e-3,1.450e-16,8.413e-3
399.939,1.226e-2,1.080e-3,1.451e-16,1.118e-2
399.944,1.472e-2,3.041e-4,1.451e-16,1.442e-2
399.949,1.813e-2,8.300e-5,1.451e-16,1.804e-2
399.954,2.193e-2,2.195e-5,1.451e-16,2.191e-2
399.959,2.582e-2,5.628e-6,1.451e-16,2.582e-2
399.964,2.952e-2,1.398e-6,1.452e-16,2.952e-2
399.969,3.276e-2,3.368e-7,1.452e-16,3.276e-2
399.974,3.528e-2,7.860e-8,1.452e-16,3.528e-2
399.979,3.689e-2,1.778e-8,1.452e-16,3.689e-2
399.984,3.745e-2,3.898e-9,1.452e-16,3.745e-2
399.989,3.693e-2,8.282e-10,1.453e-16,3.693e-2
399.994,3.541e-2,1.706e-10,1.453e-16,3.541e-2
399.999,3.306e-2,3.404e-11,1.453e-16,3.306e-2
400.004,3.013e-2,6.585e-12,1.453e-16,3.013e-2
400.009,2.692e-2,1.235e-12,1.454e-16,2.692e-2
400.014,2.376e-2,2.243e-13,1.454e-16,2.376e-2
400.019,2.093e-2,3.951e-14,1.454e-16,2.093e-2
400.024,1.869e-2,6.744e-15,1.454e-16,1.869e-2
400.029,1.720e-2,1.116e-15,1.454e-16,1.720e-2
400.034,1.655e-2,1.168e-15,1.455e-16,1.655e-2
400.039,1.674e-2,1.220e-15,1.455e-16,1.674e-2
400.044,1.768e-2,1.272e-15,1.455e-16,1.768e-2
400.049,1.918e-2,1.325e-15,1.455e-16,1.918e-2
400.054,2.104e-2,1.377e-15,1.455e-16,2.104e-2
400.059,2.297e-2,1.429e-15,1.456e-16,2.297e-2
400.064,2.472e-2,1.481e-15,1.456e-16,2.472e-2
400.069,2.604e-2,1.534e-15,1.456e-16,2.604e-2
400.074,2.674e-2,1.586e-15,1.456e-16,2.674e-2
400.079,2.671e-2,1.638e-15,1.456e-16,2.671e-2
400.084,2.590e-2,1.691e-15,1.457e-16,2.590e-2
400.089,2.437e-2,1.743e-15,1.457e-16,2.437e-2
400.094,2.225e-2,1.795e-15,1.457e-16,2.225e-2
400.099,1.968e-2,1.847e-15,1.457e-16,1.968e-2
400.104,1.689e-2,1.900e-15,1.458e-16,1.689e-2
400.109,1.404e-2,1.952e-15,1.458e-16,1.404e-2
400.114,1.132e-2,2.004e-15,1.458e-16,1.132e-2
400.119,8.843e-3,2.056e-15,1.458e-16,8.843e-3
400.124,6.696e-3,2.109e-15,1.458e-16,6.696e-3
400.129,4.915e-3,2.161e-15,1.459e-16,4.915e-3
400.134,3.496e-3,2.213e-15,1.459e-16,3.496e-3
400.139,2.411e-3,2.265e-15,1.459e-16,2.411e-3
400.144,1.611e-3,2.318e-15,1.459e-16,1.611e-3
400.149,1.044e-3,2.370e-15,1.459e-16,1.044e-3
400.154,6.553e-4,2.422e-15,1.460e-16,6.553e-4
400.159,3.988e-4,2.474e-15,1.460e-16,3.988e-4
400.164,2.352e-4,2.527e-15,1.460e-16,2.352e-4
400.169,1.345e-4,2.579e-15,1.460e-16,1.345e-4
400.174,7.455e-5,2.631e-15,1.460e-16,7.455e-5
400.179,4.010e-5,2.684e-15,1.461e-16,4.010e-5
400.184,2.104e-5,2.736e-15,1.461e-16,2.104e-5
400.189,1.100e-5,2.788e-15,1.461e-16,1.100e-5
400.194,6.250e-6,2.840e-15,1.461e-16,6.250e-6
400.199,4.881e-6,2.893e-15,1.461e-16,4.881e-6
400.204,6.337e-6,2.945e-15,1.462e-16,6.337e-6
400.209,1.130e-5,2.997e-15,1.462e-16,1.130e-5
400.214,2.187e-5,3.049e-15,1.462e-16,2.187e-5
400.219,4.219e-5,3.102e-15,1.462e-16,4.219e-5
400.224,7.937e-5,3.154e-15,1.463e-16,7.937e-5
400.229,1.449e-4,3.206e-15,1.463e-16,1.449e-4
400.234,2.566e-4,3.258e-15,1.463e-16,2.566e-4
400.239,4.405e-4,1.956e-14,1.463e-16,4.405e-4
400.244,7.330e-4,1.138e-13,1.463e-16,7.330e-4
400.249,1.182e-3,6.418e-13,1.464e-16,1.182e-3
400.254,1.849e-3,3.508e-12,1.464e-16,1.849e-3
400.259,2.804e-3,1.859e-11,1.464e-16,2.804e-3
400.264,4.121e-3,9.549e-11,1.464e-16,4.121e-3
400.269,5.873e-3,4.754e-10,1.464e-16,5.873e-3
400.274,8.117e-3,2.294e-9,1.465e-16,8.117e-3
400.279,1.088e-2,1.073e-8,1.465e-16,1.088e-2
400.284,1.414e-2,4.866e-8,1.465e-16,1.414e-2
400.289,1.782e-2,2.139e-7,1.465e-16,1.782e-2
400.294,2.179e-2,9.112e-7,1.465e-16,2.179e-2
400.299,2.585e-2,3.763e-6,1.466e-16,2.585e-2
400.304,2.977e-2,1.506e-5,1.466e-16,2.976e-2
400.309,3.331e-2,5.844e-5,1.466e-16,3.325e-2
400.314,3.629e-2,2.198e-4,1.466e-16,3.607e-2
400.319,3.880e-2,8.012e-4,1.467e-16,3.800e-2
400.324,4.173e-2,2.831e-3,1.467e-16,3.889e-2
400.329,4.839e-2,9.697e-3,1.467e-16,3.869e-2
400.334,6.962e-2,3.219e-2,1.467e-16,3.742e-2
400.339,1.388e-1,1.036e-1,1.467e-16,3.522e-2
400.344,3.554e-1,3.232e-1,1.468e-16,3.226e-2
400.349,1.006e+0,9.772e-1,1.468e-16,2.878e-2
400.354,2.889e+0,2.864e+0,1.468e-16,2.503e-2
400.359,8.158e+0,8.136e+0,1.468e-16,2.124e-2
400.364,2.242e+1,2.241e+1,1.468e-16,1.758e-2
400.369,5.982e+1,5.981e+1,1.469e-16,1.422e-2
400.374,1.548e+2,1.547e+2,1.469e-16,1.124e-2
400.379,3.881e+2,3.881e+2,1.469e-16,8.685e-3
400.384,9.434e+2,9.434e+2,1.469e-16,6.565e-3
400.389,2.223e+3,2.223e+3,1.469e-16,4.855e-3
400.394,5.078e+3,5.078e+3,1.470e-16,3.512e-3
400.399,1.124e+4,1.124e+4,1.470e-16,2.486e-3
400.404,2.413e+4,2.413e+4,1.470e-16,1.721e-3
400.409,5.019e+4,5.019e+4,1.470e-16,1.164e-3
400.414,1.012e+5,1.012e+5,1.470e-16,7.697e-4
400.419,1.978e+5,1.978e+5,1.471e-16,4.968e-4
400.424,3.747e+5,3.747e+5,1.471e-16,3.129e-4
400.429,6.880e+5,6.880e+5,1.471e-16,1.921e-4
400.434,1.225e+6,1.225e+6,1.471e-16,1.150e-4
400.439,2.113e+6,2.113e+6,1.472e-16,6.698e-5
400.444,3.534e+6,3.534e+6,1.472e-16,3.798e-5
400.449,5.729e+6,5.729e+6,1.472e-16,2.094e-5
400.454,9.002e+6,9.002e+6,1.472e-16,1.123e-5
400.459,1.371e+7,1.371e+7,1.472e-16,5.849e-6
400.464,2.024e+7,2.024e+7,1.473e-16,2.960e-6
400.469,2.897e+7,2.897e+7,1.473e-16,1.454e-6
400.474,4.019e+7,4.019e+7,1.473e-16,6.935e-7
400.479,5.404e+7,5.404e+7,1.473e-16,3.210e-7
400.484,7.043e+7,7.043e+7,1.473e-16,1.442e-7
400.489,8.897e+7,8.897e+7,1.474e-16,6.281e-8
400.494,1.090e+8,1.090e+8,1.474e-16,2.655e-8
400.499,1.293e+8,1.293e+8,1.474e-16,1.088e-8
400.504,1.488e+8,1.488e+8,1.474e-16,4.325e-9
400.509,1.660e+8,1.660e+8,1.474e-16,1.667e-9
400.514,1.794e+8,1.794e+8,1.475e-16,6.230e-10
400.519,1.880e+8,1.880e+8,1.475e-16,2.257e-10
400.524,1.909e+8,1.909e+8,1.475e-16,7.931e-11
400.529,1.880e+8,1.880e+8,1.475e-16,2.701e-11
400.534,1.794e+8,1.794e+8,1.476e-16,8.918e-12
400.539,1.660e+8,1.660e+8,1.476e-16,2.854e-12
400.543,1.525e+8,1.525e+8,1.476e-16,1.122e-12
400.548,1.333e+8,1.333e+8,1.476e-16,3.396e-13
400.553,1.130e+8,1.130e+8,1.476e-16,9.962e-14
400.558,9.288e+7,9.288e+7,1.477e-16,2.833e-14
400.563,7.398e+7,7.398e+7,1.477e-16,7.809e-15
400.568,5.712e+7,5.712e+7,1.477e-16,2.087e-15
400.573,4.275e+7,4.275e+7,1.477e-16,5.405e-16
400.578,3.101e+7,3.101e+7,1.477e-16,1.357e-16
400.583,2.180e+7,2.180e+7,1.478e-16,3.302e-17
400.588,1.486e+7,1.486e+7,1.478e-16,7.789e-18
400.593,9.817e+6,9.817e+6,1.478e-16,1.781e-18
400.598,6.287e+6,6.287e+6,1.478e-16,3.948e-19
400.603,3.902e+6,3.902e+6,1.478e-16,8.529e-20
400.608,2.348e+6,2.348e+6,1.479e-16,2.033e-20
400.613,1.369e+6,1.369e+6,1.479e-16,1.745e-20
400.618,7.741e+5,7.741e+5,1.479e-16,7.051e-20
400.623,4.242e+5,4.242e+5,1.479e-16,3.403e-19
400.628,2.253e+5,2.253e+5,1.479e-16,1.607e-18
400.633,1.160e+5,1.160e+5,1.480e-16,7.358e-18
400.638,5.789e+4,5.789e+4,1.480e-16,3.266e-17
400.643,2.800e+4,2.800e+4,1.480e-16,1.405e-16
400.648,1.313e+4,1.313e+4,1.480e-16,5.861e-16
400.653,5.967e+3,5.967e+3,1.480e-16,2.370e-15
400.658,2.629e+3,2.629e+3,1.481e-16,9.287e-15
400.663,1.123e+3,1.123e+3,1.481e-16,3.528e-14
400.668,4.647e+2,4.647e+2,1.481e-16,1.299e-13
400.673,1.864e+2,1.864e+2,1.481e-16,4.639e-13
400.678,7.251e+1,7.251e+1,1.482e-16,1.605e-12
400.683,2.734e+1,2.734e+1,1.482e-16,5.385e-12
400.688,9.989e+0,9.989e+0,1.482e-16,1.751e-11
400.693,3.538e+0,3.538e+0,1.482e-16,5.520e-11
400.698,1.215e+0,1.215e+0,1.482e-16,1.687e-10
400.703,4.042e-1,4.042e-1,1.483e-16,4.996e-10
400.708,1.304e-1,1.304e-1,1.483e-16,1.435e-9
400.713,4.077e-2,4.077e-2,1.483e-16,3.993e-9
400.718,1.236e-2,1.236e-2,1.483e-16,1.077e-8
400.723,3.630e-3,3.630e-3,1.483e-16,2.817e-8
400.728,1.034e-3,1.034e-3,1.484e-16,7.143e-8
400.733,2.855e-4,2.854e-4,1.484e-16,1.755e-7
400.738,7.677e-5,7.635e-5,1.484e-16,4.182e-7
400.743,2.077e-5,1.980e-5,1.484e-16,9.658e-7
400.748,7.140e-6,4.978e-6,1.484e-16,2.162e-6
400.753,5.904e-6,1.213e-6,1.485e-16,4.691e-6
400.758,1.016e-5,2.865e-7,1.485e-16,9.869e-6
400.763,2.019e-5,6.559e-8,1.485e-16,2.012e-5
400.768,3.979e-5,1.456e-8,1.485e-16,3.978e-5
400.773,7.622e-5,3.131e-9,1.486e-16,7.621e-5
400.778,1.416e-4,6.529e-10,1.486e-16,1.416e-4
400.783,2.549e-4,1.320e-10,1.486e-16,2.549e-4
400.788,4.448e-4,2.585e-11,1.486e-16,4.448e-4
400.793,7.526e-4,4.909e-12,1.486e-16,7.526e-4
400.798,1.234e-3,9.037e-13,1.487e-16,1.234e-3
400.803,1.962e-3,1.612e-13,1.487e-16,1.962e-3
400.808,3.024e-3,2.789e-14,1.487e-16,3.024e-3
400.813,4.517e-3,4.675e-15,1.487e-16,4.517e-3
400.818,6.541e-3,4.622e-15,1.487e-16,6.541e-3
400.823,9.182e-3,4.569e-15,1.488e-16,9.182e-3
400.828,1.249e-2,4.517e-15,1.488e-16,1.249e-2
400.833,1.648e-2,4.464e-15,1.488e-16,1.648e-2
400.838,2.107e-2,4.411e-15,1.488e-16,2.107e-2
400.843,2.612e-2,4.358e-15,1.488e-16,2.612e-2
400.848,3.138e-2,4.306e-15,1.489e-16,3.138e-2
400.853,3.655e-2,4.253e-15,1.489e-16,3.655e-2
400.858,4.127e-2,4.200e-15,1.489e-16,4.127e-2
400.863,4.516e-2,4.148e-15,1.489e-16,4.516e-2
400.868,4.792e-2,4.095e-15,1.489e-16,4.792e-2
400.873,4.928e-2,4.042e-15,1.490e-16,4.928e-2
400.878,4.912e-2,3.990e-15,1.490e-16,4.912e-2
400.883,4.747e-2,3.937e-15,1.490e-16,4.747e-2
400.888,4.447e-2,3.884e-15,1.490e-16,4.447e-2
400.893,4.038e-2,3.831e-15,1.491e-16,4.038e-2
400.898,3.554e-2,3.779e-15,1.491e-16,3.554e-2
400.903,3.033e-2,3.726e-15,1.491e-16,3.033e-2
400.908,2.509e-2,3.673e-15,1.491e-16,2.509e-2
400.913,2.011e-2,3.621e-15,1.491e-16,2.011e-2
400.918,1.563e-2,3.568e-15,1.492e-16,1.563e-2
400.923,1.178e-2,3.515e-15,1.492e-16,1.178e-2
400.928,8.602e-3,3.463e-15,1.492e-16,8.602e-3
400.933,6.090e-3,3.410e-15,1.492e-16,6.090e-3
400.938,4.179e-3,3.357e-15,1.492e-16,4.179e-3
400.943,2.780e-3,3.304e-15,1.493e-16,2.780e-3
400.948,1.793e-3,3.252e-15,1.493e-16,1.793e-3
