Wavelength (nm),Sum,Sn I (5.3e-02),Sn II (9.4e-01)
358.426,5.607e-6,,5.607e-6
358.431,1.241e-6,,1.241e-6
358.436,2.643e-7,,2.643e-7
358.441,5.413e-8,,5.413e-8
358.446,1.066e-8,,1.066e-8
358.451,2.020e-9,,2.020e-9
361.762,3.634e-9,,3.634e-9
361.767,1.868e-8,,1.868e-8
361.772,9.241e-8,,9.241e-8
361.777,4.401e-7,,4.401e-7
361.782,2.017e-6,,2.017e-6
361.787,8.901e-6,,8.901e-6
361.792,3.780e-5,,3.780e-5
361.797,1.546e-4,,1.546e-4
361.802,6.082e-4,,6.082e-4
361.807,2.304e-3,,2.304e-3
361.812,8.399e-3,,8.399e-3
361.817,2.947e-2,,2.947e-2
361.822,9.957e-2,,9.957e-2
361.827,3.237e-1,,3.237e-1
361.832,1.013e+0,,1.013e+0
361.837,3.053e+0,,3.053e+0
361.842,8.852e+0,,8.852e+0
361.847,2.471e+1,,2.471e+1
361.852,6.639e+1,,6.639e+1
361.857,1.717e+2,,1.717e+2
361.862,4.274e+2,,4.274e+2
361.867,1.024e+3,,1.024e+3
361.872,2.362e+3,,2.362e+3
361.877,5.244e+3,,5.244e+3
361.882,1.121e+4,,1.121e+4
361.887,2.305e+4,,2.305e+4
361.892,4.563e+4,,4.563e+4
361.897,8.697e+4,,8.697e+4
361.902,1.595e+5,,1.595e+5
361.907,2.817e+5,,2.817e+5
361.912,4.788e+5,,4.788e+5
361.917,7.833e+5,,7.833e+5
361.922,1.234e+6,,1.234e+6
361.927,1.870e+6,,1.870e+6
361.932,2.728e+6,,2.728e+6
361.937,3.831e+6,,3.831e+6
361.942,5.179e+6,,5.179e+6
361.947,6.740e+6,,6.740e+6
361.952,8.441e+6,,8.441e+6
361.957,1.018e+7,,1.018e+7
361.962,1.181e+7,,1.181e+7
361.967,1.319e+7,,1.319e+7
361.972,1.418e+7,,1.418e+7
361.977,1.468e+7,,1.468e+7
361.982,1.462e+7,,1.462e+7
361.987,1.402e+7,,1.402e+7
361.992,1.294e+7,,1.294e+7
361.997,1.150e+7,,1.150e+7
362.002,9.833e+6,,9.833e+6
362.007,8.094e+6,,8.094e+6
362.012,6.413e+6,,6.413e+6
362.017,4.891e+6,,4.891e+6
362.022,3.591e+6,,3.591e+6
362.027,2.537e+6,,2.537e+6
362.032,1.726e+6,,1.726e+6
362.037,1.130e+6,,1.130e+6
362.042,7.120e+5,,7.120e+5
362.047,4.319e+5,,4.319e+5
362.052,2.522e+5,,2.522e+5
362.057,1.417e+5,,1.417e+5
362.062,7.668e+4,,7.668e+4
362.067,3.993e+4,,3.993e+4
362.072,2.001e+4,,2.001e+4
362.077,9.656e+3,,9.656e+3
362.082,4.484e+3,,4.484e+3
362.087,2.004e+3,,2.004e+3
362.092,8.625e+2,,8.625e+2
362.097,3.572e+2,,3.572e+2
362.102,1.424e+2,,1.424e+2
362.107,5.465e+1,,5.465e+1
362.112,2.018e+1,,2.018e+1
362.117,7.176e+0,,7.176e+0
362.122,2.456e+0,,2.456e+0
362.127,8.090e-1,,8.090e-1
362.132,2.565e-1,,2.565e-1
362.137,7.829e-2,,7.829e-2
362.142,2.300e-2,,2.300e-2
362.147,6.504e-3,,6.504e-3
362.152,1.770e-3,,1.770e-3
362.157,4.638e-4,,4.638e-4
362.162,1.170e-4,,1.170e-4
362.167,2.840e-5,,2.840e-5
362.172,6.635e-6,,6.635e-6
362.177,1.492e-6,,1.492e-6
362.182,3.231e-7,,3.231e-7
362.187,6.732e-8,,6.732e-8
362.192,1.350e-8,,1.350e-8
362.197,2.607e-9,,2.607e-9
371.29,1.655e-9,,1.655e-9
371.295,8.297e-9,,8.297e-9
371.3,4.012e-8,,4.012e-8
371.305,1.870e-7,,1.870e-7
371.31,8.411e-7,,8.411e-7
371.315,3.648e-6,,3.648e-6
371.32,1.526e-5,,1.526e-5
371.325,6.154e-5,,6.154e-5
371.33,2.394e-4,,2.394e-4
371.335,8.982e-4,,8.982e-4
371.34,3.250e-3,,3.250e-3
371.345,1.134e-2,,1.134e-2
371.35,3.817e-2,,3.817e-2
371.355,1.239e-1,,1.239e-1
371.36,3.878e-1,,3.878e-1
371.365,1.171e+0,,1.171e+0
371.37,3.408e+0,,3.408e+0
371.375,9.570e+0,,9.570e+0
371.38,2.592e+1,,2.592e+1
371.385,6.768e+1,,6.768e+1
371.39,1.705e+2,,1.705e+2
371.395,4.141e+2,,4.141e+2
371.4,9.701e+2,,9.701e+2
371.405,2.192e+3,,2.192e+3
371.41,4.776e+3,,4.776e+3
371.415,1.004e+4,,1.004e+4
371.42,2.034e+4,,2.034e+4
371.425,3.976e+4,,3.976e+4
371.43,7.495e+4,,7.495e+4
371.435,1.363e+5,,1.363e+5
371.44,2.389e+5,,2.389e+5
371.445,4.039e+5,,4.039e+5
371.45,6.587e+5,,6.587e+5
371.455,1.036e+6,,1.036e+6
371.46,1.571e+6,,1.571e+6
371.465,2.299e+6,,2.299e+6
371.47,3.243e+6,,3.243e+6
371.475,4.412e+6,,4.412e+6
371.48,5.790e+6,,5.790e+6
371.485,7.327e+6,,7.327e+6
371.49,8.942e+6,,8.942e+6
371.495,1.053e+7,,1.053e+7
371.5,1.195e+7,,1.195e+7
371.505,1.308e+7,,1.308e+7
371.51,1.381e+7,,1.381e+7
371.515,1.406e+7,,1.406e+7
371.52,1.381e+7,,1.381e+7
371.525,1.308e+7,,1.308e+7
371.53,1.195e+7,,1.195e+7
371.535,1.053e+7,,1.053e+7
371.54,8.942e+6,,8.942e+6
371.545,7.327e+6,,7.327e+6
371.55,5.790e+6,,5.790e+6
371.555,4.412e+6,,4.412e+6
371.56,3.243e+6,,3.243e+6
371.565,2.299e+6,,2.299e+6
371.57,1.571e+6,,1.571e+6
371.575,1.036e+6,,1.036e+6
371.58,6.587e+5,,6.587e+5
371.585,4.039e+5,,4.039e+5
371.59,2.389e+5,,2.389e+5
371.595,1.363e+5,,1.363e+5
371.6,7.495e+4,,7.495e+4
371.605,3.976e+4,,3.976e+4
371.61,2.034e+4,,2.034e+4
371.615,1.004e+4,,1.004e+4
371.62,4.776e+3,,4.776e+3
371.625,2.192e+3,,2.192e+3
371.63,9.701e+2,,9.701e+2
371.635,4.141e+2,,4.141e+2
371.64,1.705e+2,,1.705e+2
371.645,6.768e+1,,6.768e+1
371.65,2.592e+1,,2.592e+1
371.655,9.570e+0,,9.570e+0
371.66,3.408e+0,,3.408e+0
371.665,1.171e+0,,1.171e+0
371.67,3.878e-1,,3.878e-1
371.675,1.239e-1,,1.239e-1
371.68,3.817e-2,,3.817e-2
371.685,1.134e-2,,1.134e-2
371.69,3.250e-3,,3.250e-3
371.695,8.982e-4,,8.982e-4
371.7,2.394e-4,,2.394e-4
371.705,6.154e-5,,6.154e-5
371.71,1.526e-5,,1.526e-5
371.715,3.648e-6,,3.648e-6
371.72,8.411e-7,,8.411e-7
371.725,1.870e-7,,1.870e-7
371.73,4.012e-8,,4.012e-8
371.735,8.297e-9,,8.297e-9
371.74,1.655e-9,,1.655e-9
379.873,5.595e-7,5.595e-7,
379.878,2.665e-6,2.665e-6,
379.883,1.226e-5,1.226e-5,
379.888,5.449e-5,5.449e-5,
379.893,2.339e-4,2.339e-4,
379.898,9.700e-4,9.700e-4,
379.903,3.886e-3,3.886e-3,
379.908,1.504e-2,1.504e-2,
379.913,5.621e-2,5.621e-2,
379.918,2.030e-1,2.030e-1,
379.923,7.079e-1,7.079e-1,
379.928,2.385e+0,2.385e+0,
379.933,7.763e+0,7.763e+0,
379.938,2.441e+1,2.441e+1,
379.943,7.413e+1,7.413e+1,
379.948,2.175e+2,2.175e+2,
379.953,6.163e+2,6.163e+2,
379.958,1.687e+3,1.687e+3,
379.963,4.462e+3,4.462e+3,
379.968,1.140e+4,1.140e+4,
379.973,2.813e+4,2.813e+4,
379.978,6.705e+4,6.705e+4,
379.983,1.544e+5,1.544e+5,
379.988,3.434e+5,3.434e+5,
379.993,7.378e+5,7.378e+5,
379.998,1.531e+6,1.531e+6,
380.003,3.070e+6,3.070e+6,
380.008,5.946e+6,5.946e+6,
380.013,1.112e+7,1.112e+7,
380.018,2.011e+7,2.011e+7,
380.023,3.510e+7,3.510e+7,
380.028,5.919e+7,5.919e+7,
380.033,9.642e+7,9.642e+7,
380.038,1.517e+8,1.517e+8,
380.043,2.306e+8,2.306e+8,
380.048,3.386e+8,3.386e+8,
380.053,4.803e+8,4.803e+8,
380.058,6.581e+8,6.581e+8,
380.063,8.711e+8,8.711e+8,
380.068,1.114e+9,1.114e+9,
380.073,1.375e+9,1.375e+9,
380.078,1.641e+9,1.641e+9,
380.083,1.891e+9,1.891e+9,
380.088,2.105e+9,2.105e+9,
380.093,2.264e+9,2.264e+9,
380.098,2.352e+9,2.352e+9,
380.103,2.360e+9,2.360e+9,
380.108,2.288e+9,2.288e+9,
380.113,2.142e+9,2.142e+9,
380.118,1.938e+9,1.938e+9,
380.123,1.693e+9,1.693e+9,
380.128,1.429e+9,1.429e+9,
380.133,1.165e+9,1.165e+9,
380.138,9.175e+8,9.175e+8,
380.143,6.980e+8,6.980e+8,
380.148,5.130e+8,5.130e+8,
380.153,3.642e+8,3.642e+8,
380.158,2.497e+8,2.497e+8,
380.163,1.654e+8,1.654e+8,
380.168,1.059e+8,1.059e+8,
380.173,6.544e+7,6.544e+7,
380.178,3.907e+7,3.907e+7,
380.183,2.254e+7,2.254e+7,
380.188,1.256e+7,1.256e+7,
380.193,6.759e+6,6.759e+6,
380.198,3.514e+6,3.514e+6,
380.203,1.765e+6,1.765e+6,
380.208,8.562e+5,8.562e+5,
380.213,4.013e+5,4.013e+5,
380.218,1.817e+5,1.817e+5,
380.223,7.944e+4,7.944e+4,
380.228,3.356e+4,3.356e+4,
380.233,1.369e+4,1.369e+4,
380.238,5.398e+3,5.398e+3,
380.243,2.055e+3,2.055e+3,
380.248,7.560e+2,7.560e+2,
380.253,2.686e+2,2.686e+2,
380.258,9.219e+1,9.219e+1,
380.263,3.057e+1,3.057e+1,
380.268,9.789e+0,9.789e+0,
380.273,3.029e+0,3.029e+0,
380.278,9.051e-1,9.051e-1,
380.283,2.613e-1,2.613e-1,
380.288,7.286e-2,7.286e-2,
380.293,1.963e-2,1.963e-2,
380.298,5.108e-3,5.108e-3,
380.303,1.284e-3,1.284e-3,
380.308,3.117e-4,3.117e-4,
380.313,7.312e-5,7.312e-5,
380.318,1.657e-5,1.657e-5,
380.323,3.626e-6,3.626e-6,
380.328,7.667e-7,7.667e-7,
383.909,1.196e-8,,1.196e-8
383.914,5.514e-8,,5.514e-8
383.919,2.457e-7,,2.457e-7
383.924,1.058e-6,,1.058e-6
383.929,4.407e-6,,4.407e-6
383.934,1.774e-5,,1.774e-5
383.939,6.904e-5,,6.904e-5
383.944,2.597e-4,,2.597e-4
383.949,9.444e-4,,9.444e-4
383.954,3.320e-3,,3.320e-3
383.959,1.128e-2,,1.128e-2
383.964,3.706e-2,,3.706e-2
383.969,1.177e-1,,1.177e-1
383.974,3.612e-1,,3.612e-1
383.979,1.072e+0,,1.072e+0
383.984,3.074e+0,,3.074e+0
383.989,8.525e+0,,8.525e+0
383.994,2.285e+1,,2.285e+1
383.999,5.922e+1,,5.922e+1
384.004,1.483e+2,,1.483e+2
384.009,3.592e+2,,3.592e+2
384.014,8.408e+2,,8.408e+2
384.019,1.903e+3,,1.903e+3
384.024,4.162e+3,,4.162e+3
384.029,8.800e+3,,8.800e+3
384.034,1.799e+4,,1.799e+4
384.039,3.555e+4,,3.555e+4
384.044,6.790e+4,,6.790e+4
384.049,1.254e+5,,1.254e+5
384.054,2.238e+5,,2.238e+5
384.059,3.862e+5,,3.862e+5
384.064,6.441e+5,,6.441e+5
384.069,1.039e+6,,1.039e+6
384.074,1.619e+6,,1.619e+6
384.079,2.439e+6,,2.439e+6
384.084,3.553e+6,,3.553e+6
384.089,5.003e+6,,5.003e+6
384.094,6.811e+6,,6.811e+6
384.099,8.962e+6,,8.962e+6
384.104,1.140e+7,,1.140e+7
384.109,1.402e+7,,1.402e+7
384.114,1.666e+7,,1.666e+7
384.119,1.914e+7,,1.914e+7
384.124,2.126e+7,,2.126e+7
384.129,2.283e+7,,2.283e+7
384.134,2.370e+7,,2.370e+7
384.139,2.378e+7,,2.378e+7
384.144,2.306e+7,,2.306e+7
384.149,2.163e+7,,2.163e+7
384.154,1.960e+7,,1.960e+7
384.159,1.718e+7,,1.718e+7
384.164,1.455e+7,,1.455e+7
384.169,1.191e+7,,1.191e+7
384.174,9.429e+6,,9.429e+6
384.179,7.214e+6,,7.214e+6
384.184,5.336e+6,,5.336e+6
384.189,3.815e+6,,3.815e+6
384.194,2.637e+6,,2.637e+6
384.199,1.762e+6,,1.762e+6
384.204,1.138e+6,,1.138e+6
384.209,7.106e+5,,7.106e+5
384.214,4.289e+5,,4.289e+5
384.219,2.503e+5,,2.503e+5
384.224,1.412e+5,,1.412e+5
384.229,7.697e+4,,7.697e+4
384.234,4.057e+4,,4.057e+4
384.239,2.067e+4,,2.067e+4
384.244,1.018e+4,,1.018e+4
384.249,4.847e+3,,4.847e+3
384.254,2.231e+3,,2.231e+3
384.259,9.927e+2,,9.927e+2
384.264,4.270e+2,,4.270e+2
384.269,1.775e+2,,1.775e+2
384.274,7.135e+1,,7.135e+1
384.279,2.772e+1,,2.772e+1
384.284,1.041e+1,,1.041e+1
384.289,3.780e+0,,3.780e+0
384.294,1.327e+0,,1.327e+0
384.299,4.502e-1,,4.502e-1
384.304,1.477e-1,,1.477e-1
384.309,4.682e-2,,4.682e-2
384.314,1.435e-2,,1.435e-2
384.319,4.251e-3,,4.251e-3
384.324,1.218e-3,,1.218e-3
384.329,3.371e-4,,3.371e-4
384.334,9.023e-5,,9.023e-5
384.339,2.334e-5,,2.334e-5
384.344,5.839e-6,,5.839e-6
384.349,1.412e-6,,1.412e-6
384.354,3.299e-7,,3.299e-7
384.359,7.454e-8,,7.454e-8
384.364,1.628e-8,,1.628e-8
384.369,3.437e-9,,3.437e-9
398.209,1.637e-10,,1.637e-10
398.214,7.354e-10,,7.354e-10
398.219,3.201e-9,,3.201e-9
398.224,1.350e-8,,1.350e-8
398.229,5.517e-8,,5.517e-8
398.234,2.185e-7,,2.185e-7
398.239,8.384e-7,,8.384e-7
398.244,3.117e-6,,3.117e-6
398.249,1.123e-5,,1.123e-5
398.254,3.922e-5,,3.922e-5
398.259,1.327e-4,,1.327e-4
398.264,4.349e-4,,4.349e-4
398.269,1.382e-3,,1.382e-3
398.274,4.253e-3,,4.253e-3
398.279,1.268e-2,,1.268e-2
398.284,3.666e-2,,3.666e-2
398.289,1.027e-1,,1.027e-1
398.294,2.786e-1,,2.786e-1
398.299,7.327e-1,,7.327e-1
398.304,1.867e+0,,1.867e+0
398.309,4.610e+0,,4.610e+0
398.314,1.103e+1,,1.103e+1
398.319,2.557e+1,,2.557e+1
398.324,5.745e+1,,5.745e+1
398.329,1.251e+2,,1.251e+2
398.334,2.638e+2,,2.638e+2
398.339,5.392e+2,,5.392e+2
398.344,1.068e+3,,1.068e+3
398.349,2.050e+3,,2.050e+3
398.354,3.812e+3,,3.812e+3
398.359,6.869e+3,,6.869e+3
398.364,1.199e+4,,1.199e+4
398.369,2.030e+4,,2.030e+4
398.374,3.328e+4,,3.328e+4
398.379,5.287e+4,,5.287e+4
398.384,8.139e+4,,8.139e+4
398.389,1.214e+5,,1.214e+5
398.394,1.755e+5,,1.755e+5
398.399,2.458e+5,,2.458e+5
398.404,3.337e+5,,3.337e+5
398.409,4.388e+5,,4.388e+5
398.414,5.593e+5,,5.593e+5
398.419,6.907e+5,,6.907e+5
398.424,8.265e+5,,8.265e+5
398.429,9.583e+5,,9.583e+5
398.434,1.077e+6,,1.077e+6
398.439,1.172e+6,,1.172e+6
398.444,1.237e+6,,1.237e+6
398.449,1.264e+6,,1.264e+6
398.454,1.252e+6,,1.252e+6
398.459,1.202e+6,,1.202e+6
398.464,1.118e+6,,1.118e+6
398.469,1.008e+6,,1.008e+6
398.474,8.802e+5,,8.802e+5
398.479,7.449e+5,,7.449e+5
398.484,6.108e+5,,6.108e+5
398.489,4.854e+5,,4.854e+5
398.494,3.737e+5,,3.737e+5
398.499,2.788e+5,,2.788e+5
398.504,2.016e+5,,2.016e+5
398.509,1.412e+5,,1.412e+5
398.514,9.587e+4,,9.587e+4
398.519,6.306e+4,,6.306e+4
398.524,4.020e+4,,4.020e+4
398.529,2.483e+4,,2.483e+4
398.534,1.486e+4,,1.486e+4
398.539,8.617e+3,,8.617e+3
398.544,4.842e+3,,4.842e+3
398.549,2.637e+3,,2.637e+3
398.554,1.391e+3,,1.391e+3
398.559,7.114e+2,,7.114e+2
398.564,3.525e+2,,3.525e+2
398.569,1.692e+2,,1.692e+2
398.574,7.871e+1,,7.871e+1
398.579,3.548e+1,,3.548e+1
398.584,1.550e+1,,1.550e+1
398.589,6.560e+0,,6.560e+0
398.594,2.690e+0,,2.690e+0
398.599,1.069e+0,,1.069e+0
398.604,4.118e-1,,4.118e-1
398.609,1.537e-1,,1.537e-1
398.614,5.556e-2,,5.556e-2
398.619,1.947e-2,,1.947e-2
398.624,6.609e-3,,6.609e-3
398.629,2.174e-3,,2.174e-3
398.634,6.932e-4,,6.932e-4
398.639,2.141e-4,,2.141e-4
398.644,6.410e-5,,6.410e-5
398.649,1.859e-5,,1.859e-5
398.654,5.225e-6,,5.225e-6
398.659,1.423e-6,,1.423e-6
398.664,3.755e-7,,3.755e-7
398.669,9.603e-8,,9.603e-8
398.674,2.380e-8,,2.380e-8
398.679,5.714e-9,,5.714e-9
398.684,1.329e-9,,1.329e-9
398.689,2.997e-10,,2.997e-10
410.783,3.843e-10,,3.843e-10
410.788,1.634e-9,,1.634e-9
410.793,6.743e-9,,6.743e-9
410.798,2.702e-8,,2.702e-8
410.803,1.051e-7,,1.051e-7
410.808,3.969e-7,,3.969e-7
410.813,1.455e-6,,1.455e-6
410.818,5.181e-6,,5.181e-6
410.823,1.790e-5,,1.790e-5
410.828,6.006e-5,,6.006e-5
410.833,1.956e-4,,1.956e-4
410.838,6.186e-4,,6.186e-4
410.843,1.899e-3,,1.899e-3
410.848,5.660e-3,,5.660e-3
410.853,1.638e-2,,1.638e-2
410.858,4.601e-2,,4.601e-2
410.863,1.255e-1,,1.255e-1
410.868,3.322e-1,,3.322e-1
410.873,8.540e-1,,8.540e-1
410.878,2.131e+0,,2.131e+0
410.883,5.163e+0,,5.163e+0
410.888,1.214e+1,,1.214e+1
410.893,2.773e+1,,2.773e+1
410.898,6.148e+1,,6.148e+1
410.903,1.323e+2,,1.323e+2
410.908,2.765e+2,,2.765e+2
410.913,5.608e+2,,5.608e+2
410.918,1.105e+3,,1.105e+3
410.923,2.112e+3,,2.112e+3
410.928,3.920e+3,,3.920e+3
410.933,7.064e+3,,7.064e+3
410.938,1.236e+4,,1.236e+4
410.943,2.099e+4,,2.099e+4
410.948,3.462e+4,,3.462e+4
410.953,5.542e+4,,5.542e+4
410.958,8.613e+4,,8.613e+4
410.963,1.300e+5,,1.300e+5
410.968,1.904e+5,,1.904e+5
410.973,2.707e+5,,2.707e+5
410.978,3.738e+5,,3.738e+5
410.983,5.011e+5,,5.011e+5
410.988,6.521e+5,,6.521e+5
410.993,8.239e+5,,8.239e+5
410.998,1.011e+6,,1.011e+6
411.003,1.203e+6,,1.203e+6
411.008,1.391e+6,,1.391e+6
411.013,1.562e+6,,1.562e+6
411.018,1.702e+6,,1.702e+6
411.023,1.801e+6,,1.801e+6
411.028,1.851e+6,,1.851e+6
411.033,1.848e+6,,1.848e+6
411.038,1.793e+6,,1.793e+6
411.043,1.692e+6,,1.692e+6
411.048,1.556e+6,,1.556e+6
411.053,1.398e+6,,1.398e+6
411.058,1.232e+6,,1.232e+6
411.063,1.073e+6,,1.073e+6
411.068,9.360e+5,,9.360e+5
411.073,8.304e+5,,8.304e+5
411.078,7.640e+5,,7.640e+5
411.083,7.404e+5,,7.404e+5
411.088,7.593e+5,,7.593e+5
411.093,8.164e+5,,8.164e+5
411.098,9.044e+5,,9.044e+5
411.103,1.013e+6,,1.013e+6
411.108,1.130e+6,,1.130e+6
411.113,1.243e+6,,1.243e+6
411.118,1.339e+6,,1.339e+6
411.123,1.408e+6,,1.408e+6
411.128,1.441e+6,,1.441e+6
411.133,1.434e+6,,1.434e+6
411.138,1.386e+6,,1.386e+6
411.143,1.302e+6,,1.302e+6
411.148,1.187e+6,,1.187e+6
411.153,1.052e+6,,1.052e+6
411.158,9.043e+5,,9.043e+5
411.163,7.549e+5,,7.549e+5
411.168,6.119e+5,,6.119e+5
411.173,4.815e+5,,4.815e+5
411.178,3.679e+5,,3.679e+5
411.183,2.729e+5,,2.729e+5
411.188,1.965e+5,,1.965e+5
411.193,1.374e+5,,1.374e+5
411.198,9.324e+4,,9.324e+4
411.203,6.144e+4,,6.144e+4
411.208,3.931e+4,,3.931e+4
411.213,2.441e+4,,2.441e+4
411.218,1.472e+4,,1.472e+4
411.223,8.618e+3,,8.618e+3
411.228,4.898e+3,,4.898e+3
411.233,2.703e+3,,2.703e+3
411.238,1.448e+3,,1.448e+3
411.243,7.531e+2,,7.531e+2
411.248,3.803e+2,,3.803e+2
411.253,1.864e+2,,1.864e+2
411.258,8.872e+1,,8.872e+1
411.263,4.099e+1,,4.099e+1
411.268,1.839e+1,,1.839e+1
411.273,8.009e+0,,8.009e+0
411.278,3.386e+0,,3.386e+0
411.283,1.390e+0,,1.390e+0
411.288,5.540e-1,,5.540e-1
411.293,2.144e-1,,2.144e-1
411.298,8.052e-2,,8.052e-2
411.303,2.936e-2,,2.936e-2
411.308,1.040e-2,,1.040e-2
411.313,3.574e-3,,3.574e-3
411.318,1.193e-3,,1.193e-3
411.323,3.864e-4,,3.864e-4
411.328,1.215e-4,,1.215e-4
411.333,3.712e-5,,3.712e-5
411.338,1.100e-5,,1.100e-5
411.343,3.168e-6,,3.168e-6
411.348,8.852e-7,,8.852e-7
411.353,2.401e-7,,2.401e-7
411.358,6.325e-8,,6.325e-8
411.363,1.617e-8,,1.617e-8
411.368,4.016e-9,,4.016e-9
411.373,9.679e-10,,9.679e-10
411.378,2.265e-10,,2.265e-10
429.069,6.000e-10,,6.000e-10
429.074,2.400e-9,,2.400e-9
429.079,9.341e-9,,9.341e-9
429.084,3.539e-8,,3.539e-8
429.089,1.305e-7,,1.305e-7
429.094,4.681e-7,,4.681e-7
429.099,1.635e-6,,1.635e-6
429.104,5.556e-6,,5.556e-6
429.109,1.838e-5,,1.838e-5
429.114,5.917e-5,,5.917e-5
429.119,1.854e-4,,1.854e-4
429.124,5.653e-4,,5.653e-4
429.129,1.678e-3,,1.678e-3
429.134,4.845e-3,,4.845e-3
429.139,1.362e-2,,1.362e-2
429.144,3.726e-2,,3.726e-2
429.149,9.920e-2,,9.920e-2
429.154,2.571e-1,,2.571e-1
429.159,6.483e-1,,6.483e-1
429.164,1.591e+0,,1.591e+0
429.169,3.801e+0,,3.801e+0
429.174,8.836e+0,,8.836e+0
429.179,1.999e+1,,1.999e+1
429.184,4.402e+1,,4.402e+1
429.189,9.435e+1,,9.435e+1
429.194,1.968e+2,,1.968e+2
429.199,3.995e+2,,3.995e+2
429.204,7.892e+2,,7.892e+2
429.209,1.517e+3,,1.517e+3
429.214,2.839e+3,,2.839e+3
429.219,5.171e+3,,5.171e+3
429.224,9.166e+3,,9.166e+3
429.229,1.581e+4,,1.581e+4
429.234,2.654e+4,,2.654e+4
429.239,4.337e+4,,4.337e+4
429.244,6.897e+4,,6.897e+4
429.249,1.067e+5,,1.067e+5
429.254,1.608e+5,,1.608e+5
429.259,2.357e+5,,2.357e+5
429.264,3.363e+5,,3.363e+5
429.269,4.669e+5,,4.669e+5
429.274,6.309e+5,,6.309e+5
429.279,8.298e+5,,8.298e+5
429.284,1.062e+6,,1.062e+6
429.289,1.323e+6,,1.323e+6
429.294,1.604e+6,,1.604e+6
429.299,1.893e+6,,1.893e+6
429.304,2.174e+6,,2.174e+6
429.309,2.430e+6,,2.430e+6
429.314,2.644e+6,,2.644e+6
429.319,2.799e+6,,2.799e+6
429.324,2.886e+6,,2.886e+6
429.329,2.896e+6,,2.896e+6
429.334,2.831e+6,,2.831e+6
429.339,2.697e+6,,2.697e+6
429.344,2.506e+6,,2.506e+6
429.349,2.276e+6,,2.276e+6
429.354,2.026e+6,,2.026e+6
429.359,1.776e+6,,1.776e+6
429.364,1.546e+6,,1.546e+6
429.369,1.354e+6,,1.354e+6
429.374,1.211e+6,,1.211e+6
429.379,1.126e+6,,1.126e+6
429.384,1.102e+6,,1.102e+6
429.389,1.139e+6,,1.139e+6
429.394,1.229e+6,,1.229e+6
429.399,1.363e+6,,1.363e+6
429.404,1.526e+6,,1.526e+6
429.409,1.704e+6,,1.704e+6
429.414,1.877e+6,,1.877e+6
429.419,2.030e+6,,2.030e+6
429.424,2.147e+6,,2.147e+6
429.429,2.216e+6,,2.216e+6
429.434,2.230e+6,,2.230e+6
429.439,2.185e+6,,2.185e+6
429.444,2.085e+6,,2.085e+6
429.449,1.938e+6,,1.938e+6
429.454,1.752e+6,,1.752e+6
429.459,1.542e+6,,1.542e+6
429.464,1.321e+6,,1.321e+6
429.469,1.102e+6,,1.102e+6
429.474,8.943e+5,,8.943e+5
429.479,7.063e+5,,7.063e+5
429.484,5.430e+5,,5.430e+5
429.489,4.063e+5,,4.063e+5
429.494,2.958e+5,,2.958e+5
429.499,2.096e+5,,2.096e+5
429.504,1.446e+5,,1.446e+5
429.509,9.707e+4,,9.707e+4
429.514,6.342e+4,,6.342e+4
429.519,4.032e+4,,4.032e+4
429.524,2.495e+4,,2.495e+4
429.529,1.503e+4,,1.503e+4
429.534,8.810e+3,,8.810e+3
429.539,5.026e+3,,5.026e+3
429.544,2.791e+3,,2.791e+3
429.549,1.508e+3,,1.508e+3
429.554,7.932e+2,,7.932e+2
429.559,4.060e+2,,4.060e+2
429.564,2.023e+2,,2.023e+2
429.569,9.806e+1,,9.806e+1
429.574,4.627e+1,,4.627e+1
429.579,2.125e+1,,2.125e+1
429.584,9.499e+0,,9.499e+0
429.589,4.132e+0,,4.132e+0
429.594,1.749e+0,,1.749e+0
429.599,7.209e-1,,7.209e-1
429.604,2.891e-1,,2.891e-1
429.609,1.128e-1,,1.128e-1
429.614,4.286e-2,,4.286e-2
429.619,1.585e-2,,1.585e-2
429.624,5.702e-3,,5.702e-3
429.629,1.997e-3,,1.997e-3
429.634,6.805e-4,,6.805e-4
429.639,2.257e-4,,2.257e-4
429.644,7.287e-5,,7.287e-5
429.649,2.290e-5,,2.290e-5
429.654,7.002e-6,,7.002e-6
429.659,2.084e-6,,2.084e-6
429.664,6.036e-7,,6.036e-7
429.669,1.702e-7,,1.702e-7
429.674,4.668e-8,,4.668e-8
429.679,1.247e-8,,1.247e-8
429.684,3.240e-9,,3.240e-9
429.689,8.194e-10,,8.194e-10
452.201,1.831e-7,1.831e-7,
452.206,6.828e-7,6.828e-7,
452.211,2.485e-6,2.485e-6,
452.216,8.828e-6,8.828e-6,
452.221,3.060e-5,3.060e-5,
452.226,1.035e-4,1.035e-4,
452.231,3.417e-4,3.417e-4,
452.236,1.101e-3,1.101e-3,
452.241,3.460e-3,3.460e-3,
452.246,1.062e-2,1.062e-2,
452.251,3.178e-2,3.178e-2,
452.256,9.286e-2,9.286e-2,
452.261,2.647e-1,2.647e-1,
452.266,7.366e-1,7.366e-1,
452.271,2.000e+0,2.000e+0,
452.276,5.300e+0,5.300e+0,
452.281,1.370e+1,1.370e+1,
452.286,3.458e+1,3.458e+1,
452.291,8.515e+1,8.515e+1,
452.297,2.431e+2,2.431e+2,
452.302,5.674e+2,5.674e+2,
452.307,1.292e+3,1.292e+3,
