Wavelength (nm),Sum,Sn I (5.3e-02),Sn II (9.4e-01)
596.233,6.230e-9,,6.230e-9
596.238,1.631e-8,,1.631e-8
596.243,4.210e-8,,4.210e-8
596.248,1.071e-7,,1.071e-7
596.253,2.689e-7,,2.689e-7
596.258,6.655e-7,,6.655e-7
596.263,1.624e-6,,1.624e-6
596.268,3.908e-6,,3.908e-6
596.273,9.271e-6,,9.271e-6
596.278,2.169e-5,,2.169e-5
596.283,5.004e-5,,5.004e-5
596.288,1.138e-4,,1.138e-4
596.293,2.553e-4,,2.553e-4
596.298,5.646e-4,,5.646e-4
596.303,1.231e-3,,1.231e-3
596.308,2.648e-3,,2.648e-3
596.313,5.614e-3,,5.614e-3
596.318,1.174e-2,,1.174e-2
596.323,2.420e-2,,2.420e-2
596.328,4.920e-2,,4.920e-2
596.333,9.862e-2,,9.862e-2
596.338,1.949e-1,,1.949e-1
596.343,3.799e-1,,3.799e-1
596.348,7.301e-1,,7.301e-1
596.353,1.384e+0,,1.384e+0
596.358,2.585e+0,,2.585e+0
596.363,4.763e+0,,4.763e+0
596.368,8.654e+0,,8.654e+0
596.373,1.550e+1,,1.550e+1
596.378,2.739e+1,,2.739e+1
596.383,4.770e+1,,4.770e+1
596.388,8.193e+1,,8.193e+1
596.393,1.387e+2,,1.387e+2
596.398,2.317e+2,,2.317e+2
596.403,3.815e+2,,3.815e+2
596.408,6.194e+2,,6.194e+2
596.413,9.917e+2,,9.917e+2
596.418,1.566e+3,,1.566e+3
596.423,2.437e+3,,2.437e+3
596.428,3.741e+3,,3.741e+3
596.433,5.662e+3,,5.662e+3
596.438,8.450e+3,,8.450e+3
596.443,1.243e+4,,1.243e+4
596.448,1.804e+4,,1.804e+4
596.453,2.582e+4,,2.582e+4
596.458,3.642e+4,,3.642e+4
596.463,5.067e+4,,5.067e+4
596.468,6.951e+4,,6.951e+4
596.473,9.402e+4,,9.402e+4
596.478,1.254e+5,,1.254e+5
596.483,1.649e+5,,1.649e+5
596.488,2.139e+5,,2.139e+5
596.493,2.735e+5,,2.735e+5
596.498,3.448e+5,,3.448e+5
596.503,4.287e+5,,4.287e+5
596.508,5.255e+5,,5.255e+5
596.513,6.353e+5,,6.353e+5
596.518,7.572e+5,,7.572e+5
596.523,8.900e+5,,8.900e+5
596.528,1.031e+6,,1.031e+6
596.533,1.179e+6,,1.179e+6
596.538,1.328e+6,,1.328e+6
596.543,1.476e+6,,1.476e+6
596.548,1.617e+6,,1.617e+6
596.553,1.747e+6,,1.747e+6
596.558,1.861e+6,,1.861e+6
596.563,1.955e+6,,1.955e+6
596.568,2.025e+6,,2.025e+6
596.573,2.068e+6,,2.068e+6
596.578,2.082e+6,,2.082e+6
596.583,2.068e+6,,2.068e+6
596.588,2.025e+6,,2.025e+6
596.593,1.955e+6,,1.955e+6
596.598,1.861e+6,,1.861e+6
596.603,1.747e+6,,1.747e+6
596.608,1.617e+6,,1.617e+6
596.613,1.476e+6,,1.476e+6
596.618,1.328e+6,,1.328e+6
596.623,1.179e+6,,1.179e+6
596.628,1.031e+6,,1.031e+6
596.633,8.900e+5,,8.900e+5
596.638,7.572e+5,,7.572e+5
596.643,6.353e+5,,6.353e+5
596.648,5.255e+5,,5.255e+5
596.653,4.287e+5,,4.287e+5
596.658,3.448e+5,,3.448e+5
596.663,2.735e+5,,2.735e+5
596.668,2.139e+5,,2.139e+5
596.673,1.649e+5,9.414e-9,1.649e+5
596.678,1.254e+5,2.538e-8,1.254e+5
596.683,9.402e+4,6.747e-8,9.402e+4
596.688,6.951e+4,1.769e-7,6.951e+4
596.693,5.067e+4,4.571e-7,5.067e+4
596.698,3.642e+4,1.165e-6,3.642e+4
596.703,2.582e+4,2.928e-6,2.582e+4
596.708,1.804e+4,7.257e-6,1.804e+4
596.713,1.243e+4,1.774e-5,1.243e+4
596.718,8.450e+3,4.274e-5,8.450e+3
596.723,5.662e+3,1.016e-4,5.662e+3
596.728,3.741e+3,2.380e-4,3.741e+3
596.733,2.437e+3,5.498e-4,2.437e+3
596.738,1.566e+3,1.253e-3,1.566e+3
596.743,9.917e+2,2.814e-3,9.917e+2
596.748,6.194e+2,6.233e-3,6.194e+2
596.753,3.815e+2,1.362e-2,3.815e+2
596.758,2.317e+2,2.933e-2,2.317e+2
596.763,1.388e+2,6.229e-2,1.387e+2
596.768,8.206e+1,1.305e-1,8.193e+1
596.773,4.797e+1,2.694e-1,4.770e+1
596.778,2.793e+1,5.486e-1,2.739e+1
596.783,1.660e+1,1.102e+0,1.550e+1
596.788,1.084e+1,2.181e+0,8.654e+0
596.793,9.023e+0,4.259e+0,4.763e+0
596.798,1.079e+1,8.201e+0,2.585e+0
596.803,1.695e+1,1.557e+1,1.384e+0
596.808,2.987e+1,2.914e+1,7.301e-1
596.813,5.418e+1,5.380e+1,3.799e-1
596.818,9.812e+1,9.793e+1,1.949e-1
596.823,1.759e+2,1.758e+2,9.862e-2
596.828,3.111e+2,3.111e+2,4.920e-2
596.833,5.430e+2,5.429e+2,2.420e-2
596.838,9.344e+2,9.344e+2,1.174e-2
596.843,1.586e+3,1.586e+3,5.614e-3
596.848,2.653e+3,2.653e+3,2.648e-3
596.853,4.378e+3,4.378e+3,1.231e-3
596.858,7.123e+3,7.123e+3,5.646e-4
596.863,1.143e+4,1.143e+4,2.553e-4
596.868,1.808e+4,1.808e+4,1.138e-4
596.873,2.820e+4,2.820e+4,5.004e-5
596.878,4.338e+4,4.338e+4,2.169e-5
596.883,6.580e+4,6.580e+4,9.271e-6
596.888,9.842e+4,9.842e+4,3.908e-6
596.893,1.452e+5,1.452e+5,1.624e-6
596.898,2.111e+5,2.111e+5,6.655e-7
596.903,3.027e+5,3.027e+5,2.689e-7
596.908,4.281e+5,4.281e+5,1.071e-7
596.913,5.969e+5,5.969e+5,4.210e-8
596.918,8.207e+5,8.207e+5,1.631e-8
596.923,1.113e+6,1.113e+6,6.230e-9
596.928,1.488e+6,1.488e+6,2.347e-9
596.933,1.961e+6,1.961e+6,8.716e-10
596.938,2.549e+6,2.549e+6,3.192e-10
596.943,3.268e+6,3.268e+6,
596.948,4.130e+6,4.130e+6,
596.953,5.148e+6,5.148e+6,
596.958,6.327e+6,6.327e+6,
596.963,7.667e+6,7.667e+6,
596.968,9.163e+6,9.163e+6,
596.973,1.080e+7,1.080e+7,
596.978,1.255e+7,1.255e+7,
596.983,1.437e+7,1.437e+7,
596.988,1.624e+7,1.624e+7,
596.993,1.809e+7,1.809e+7,
596.998,1.987e+7,1.987e+7,
597.003,2.153e+7,2.153e+7,
597.008,2.300e+7,2.300e+7,
597.013,2.422e+7,2.422e+7,
597.018,2.516e+7,2.516e+7,
597.023,2.576e+7,2.576e+7,
597.028,2.602e+7,2.602e+7,
597.033,2.591e+7,2.591e+7,
597.038,2.544e+7,2.544e+7,
597.043,2.463e+7,2.463e+7,
597.048,2.352e+7,2.352e+7,
597.053,2.214e+7,2.214e+7,
597.058,2.056e+7,2.056e+7,
597.063,1.882e+7,1.882e+7,
597.068,1.699e+7,1.699e+7,
597.073,1.512e+7,1.512e+7,
597.078,1.327e+7,1.327e+7,
597.083,1.148e+7,1.148e+7,
597.088,9.801e+6,9.801e+6,
597.093,8.248e+6,8.248e+6,
597.098,6.844e+6,6.844e+6,
597.103,5.600e+6,5.600e+6,
597.108,4.518e+6,4.518e+6,
597.113,3.595e+6,3.595e+6,
597.118,2.820e+6,2.820e+6,
597.123,2.182e+6,2.182e+6,
597.128,1.664e+6,1.664e+6,
597.133,1.252e+6,1.252e+6,
597.138,9.285e+5,9.285e+5,
597.143,6.791e+5,6.791e+5,
597.148,4.898e+5,4.898e+5,
597.153,3.483e+5,3.483e+5,
597.158,2.443e+5,2.443e+5,
597.163,1.689e+5,1.689e+5,
597.168,1.152e+5,1.152e+5,
597.173,7.743e+4,7.743e+4,
597.178,5.133e+4,5.133e+4,
597.183,3.356e+4,3.356e+4,
597.188,2.163e+4,2.163e+4,
597.193,1.375e+4,1.375e+4,
597.198,8.620e+3,8.620e+3,
597.203,5.328e+3,5.328e+3,
597.208,3.247e+3,3.247e+3,
597.213,1.951e+3,1.951e+3,
597.218,1.156e+3,1.156e+3,
597.223,6.758e+2,6.758e+2,
597.228,3.894e+2,3.894e+2,
597.233,2.212e+2,2.212e+2,
597.238,1.240e+2,1.240e+2,
597.243,6.848e+1,6.848e+1,
597.248,3.731e+1,3.731e+1,
597.253,2.004e+1,2.004e+1,
597.258,1.062e+1,1.062e+1,
597.263,5.545e+0,5.545e+0,
597.268,2.856e+0,2.856e+0,
597.273,1.450e+0,1.450e+0,
597.278,7.263e-1,7.263e-1,
597.283,3.587e-1,3.587e-1,
597.288,1.747e-1,1.747e-1,
597.293,8.386e-2,8.386e-2,
597.298,3.971e-2,3.971e-2,
597.303,1.854e-2,1.854e-2,
597.308,8.534e-3,8.534e-3,
597.313,3.874e-3,3.874e-3,
597.318,1.734e-3,1.734e-3,
597.323,7.655e-4,7.655e-4,
597.328,3.332e-4,3.332e-4,
597.333,1.430e-4,1.430e-4,
597.338,6.052e-5,6.052e-5,
597.343,2.526e-5,2.526e-5,
597.348,1.039e-5,1.039e-5,
597.353,4.217e-6,4.217e-6,
597.358,1.687e-6,1.687e-6,
597.363,6.657e-7,6.657e-7,
597.368,2.590e-7,2.590e-7,
597.373,9.936e-8,9.936e-8,
597.378,3.759e-8,3.759e-8,
597.383,1.402e-8,1.402e-8,
597.388,5.157e-9,5.157e-9,
