Wavelength (nm),Sum(calc),C I (6.9e-1),C II (3.1e-1),C III (8.0e-8)
270.826,1.012e-1,2.980e-10,1.012e-1,5.120e-30
270.831,1.881e-1,2.979e-10,1.881e-1,5.148e-30
270.836,3.267e-1,2.978e-10,3.267e-1,5.177e-30
270.841,5.299e-1,2.977e-10,5.299e-1,5.205e-30
270.846,8.031e-1,2.977e-10,8.031e-1,5.234e-30
270.851,1.137e+0,2.976e-10,1.137e+0,5.262e-30
270.856,1.503e+0,2.975e-10,1.503e+0,5.291e-30
270.861,1.857e+0,2.974e-10,1.857e+0,5.319e-30
270.866,2.143e+0,2.974e-10,2.143e+0,5.348e-30
270.871,2.309e+0,2.973e-10,2.309e+0,5.376e-30
270.876,2.325e+0,2.972e-10,2.325e+0,5.405e-30
270.881,2.187e+0,2.971e-10,2.187e+0,5.433e-30
270.886,1.921e+0,2.970e-10,1.921e+0,5.462e-30
270.891,1.577e+0,2.970e-10,1.577e+0,5.490e-30
270.896,1.209e+0,2.969e-10,1.209e+0,5.519e-30
270.901,8.656e-1,2.968e-10,8.656e-1,5.547e-30
270.906,5.790e-1,2.967e-10,5.790e-1,5.575e-30
270.911,3.618e-1,2.967e-10,3.618e-1,5.604e-30
270.916,2.112e-1,2.966e-10,2.112e-1,5.632e-30
270.921,1.152e-1,2.965e-10,1.152e-1,5.661e-30
270.926,5.866e-2,2.964e-10,5.866e-2,5.689e-30
270.931,2.791e-2,2.964e-10,2.791e-2,5.718e-30
270.936,1.240e-2,2.963e-10,1.240e-2,5.746e-30
270.941,5.149e-3,2.962e-10,5.149e-3,5.775e-30
270.946,1.997e-3,2.961e-10,1.997e-3,5.803e-30
270.951,7.237e-4,2.960e-10,7.237e-4,5.832e-30
270.956,2.456e-4,2.960e-10,2.456e-4,5.860e-30
270.961,8.011e-5,2.959e-10,8.011e-5,5.889e-30
270.966,3.229e-5,2.958e-10,3.229e-5,5.917e-30
270.971,3.695e-5,2.957e-10,3.695e-5,5.946e-30
270.976,9.454e-5,2.957e-10,9.454e-5,5.974e-30
270.981,2.636e-4,2.956e-10,2.636e-4,6.003e-30
270.986,6.966e-4,2.955e-10,6.966e-4,6.031e-30
270.991,1.722e-3,2.954e-10,1.722e-3,6.060e-30
270.996,3.977e-3,2.953e-10,3.977e-3,6.088e-30
271.001,8.581e-3,2.953e-10,8.581e-3,6.117e-30
271.006,1.730e-2,2.952e-10,1.730e-2,6.145e-30
271.011,3.257e-2,2.951e-10,3.257e-2,6.173e-30
271.016,5.730e-2,2.950e-10,5.730e-2,6.202e-30
271.021,9.417e-2,2.950e-10,9.417e-2,6.230e-30
271.026,1.446e-1,2.949e-10,1.446e-1,6.259e-30
271.031,2.074e-1,2.948e-10,2.074e-1,6.287e-30
271.036,2.779e-1,2.947e-10,2.779e-1,6.316e-30
271.041,3.478e-1,2.947e-10,3.478e-1,6.344e-30
271.046,4.068e-1,2.946e-10,4.068e-1,6.373e-30
271.051,4.444e-1,2.945e-10,4.444e-1,6.401e-30
271.056,4.536e-1,2.944e-10,4.536e-1,6.430e-30
271.061,4.325e-1,2.943e-10,4.325e-1,6.458e-30
271.066,3.852e-1,2.943e-10,3.852e-1,6.487e-30
271.071,3.206e-1,2.942e-10,3.206e-1,6.515e-30
271.076,2.492e-1,2.941e-10,2.492e-1,6.544e-30
271.081,1.810e-1,2.940e-10,1.810e-1,6.572e-30
271.086,1.228e-1,2.940e-10,1.228e-1,6.601e-30
271.091,7.783e-2,2.939e-10,7.783e-2,6.629e-30
271.096,4.609e-2,2.938e-10,4.609e-2,6.658e-30
271.101,2.549e-2,2.937e-10,2.549e-2,6.686e-30
271.106,1.318e-2,2.937e-10,1.318e-2,6.715e-30
271.111,6.361e-3,2.936e-10,6.361e-3,6.743e-30
271.116,2.869e-3,2.935e-10,2.869e-3,6.772e-30
271.121,1.209e-3,2.934e-10,1.209e-3,6.800e-30
271.126,4.758e-4,2.933e-10,4.758e-4,6.828e-30
271.131,1.750e-4,2.933e-10,1.750e-4,6.857e-30
271.136,6.011e-5,2.932e-10,6.011e-5,6.885e-30
271.141,1.929e-5,2.931e-10,1.929e-5,6.914e-30
271.146,5.784e-6,2.930e-10,5.784e-6,6.942e-30
271.151,1.620e-6,2.930e-10,1.620e-6,6.971e-30
271.156,4.239e-7,2.929e-10,4.239e-7,6.999e-30
271.161,1.036e-7,2.928e-10,1.036e-7,7.028e-30
271.166,2.367e-8,2.927e-10,2.367e-8,7.056e-30
271.171,5.049e-9,2.926e-10,5.049e-9,7.085e-30
271.176,1.006e-9,2.926e-10,1.006e-9,7.113e-30
271.181,1.874e-10,2.925e-10,1.874e-10,7.142e-30
271.186,3.260e-11,2.924e-10,3.260e-11,7.170e-30
271.191,5.297e-12,2.923e-10,5.297e-12,7.199e-30
271.196,8.042e-13,2.923e-10,8.042e-13,7.227e-30
271.201,1.141e-13,2.922e-10,1.141e-13,7.256e-30
271.206,1.511e-14,2.921e-10,1.511e-14,7.284e-30
271.211,1.870e-15,2.920e-10,1.870e-15,7.313e-30
271.216,2.163e-16,2.920e-10,2.163e-16,7.341e-30
271.221,2.336e-17,2.919e-10,2.336e-17,7.370e-30
271.226,2.358e-18,2.918e-10,2.358e-18,7.398e-30
272.579,1.510e-29,2.709e-10,4.576e-18,1.510e-29
272.584,1.556e-28,2.709e-10,4.584e-18,1.556e-28
272.589,1.498e-27,2.708e-10,4.592e-18,1.498e-27
272.594,1.349e-26,2.707e-10,4.600e-18,1.349e-26
272.599,1.136e-25,2.706e-10,4.609e-18,1.136e-25
272.604,8.940e-25,2.705e-10,4.617e-18,8.940e-25
272.609,6.580e-24,2.705e-10,4.625e-18,6.580e-24
272.614,4.528e-23,2.704e-10,4.633e-18,4.528e-23
272.619,2.914e-22,2.703e-10,4.641e-18,2.914e-22
272.624,1.753e-21,2.702e-10,4.650e-18,1.753e-21
272.629,9.861e-21,2.702e-10,4.658e-18,9.861e-21
272.634,5.186e-20,2.701e-10,4.666e-18,5.186e-20
272.639,2.551e-19,2.700e-10,4.674e-18,2.551e-19
272.644,1.173e-18,2.699e-10,4.682e-18,1.173e-18
272.649,5.042e-18,2.699e-10,4.691e-18,5.042e-18
272.654,2.027e-17,2.698e-10,4.699e-18,2.027e-17
272.659,7.617e-17,2.697e-10,4.707e-18,7.617e-17
272.664,2.677e-16,2.696e-10,4.715e-18,2.677e-16
272.669,8.795e-16,2.695e-10,4.723e-18,8.795e-16
272.674,2.702e-15,2.695e-10,4.732e-18,2.702e-15
272.679,7.761e-15,2.694e-10,4.740e-18,7.761e-15
272.684,2.085e-14,2.693e-10,4.748e-18,2.085e-14
272.689,5.235e-14,2.692e-10,4.756e-18,5.235e-14
272.694,1.229e-13,2.692e-10,4.764e-18,1.229e-13
272.699,2.699e-13,2.691e-10,5.031e-17,2.698e-13
272.704,5.543e-13,2.690e-10,4.967e-16,5.538e-13
272.709,1.068e-12,2.689e-10,4.586e-15,1.063e-12
272.714,1.947e-12,2.688e-10,3.959e-14,1.907e-12
272.719,3.520e-12,2.688e-10,3.195e-13,3.200e-12
272.724,7.433e-12,2.687e-10,2.412e-12,5.021e-12
272.729,2.439e-11,2.686e-10,1.702e-11,7.364e-12
272.734,1.224e-10,2.685e-10,1.123e-10,1.010e-11
272.739,7.061e-10,2.685e-10,6.931e-10,1.295e-11
272.744,4.015e-9,2.684e-10,3.999e-9,1.553e-11
272.749,2.159e-8,2.683e-10,2.158e-8,1.741e-11
272.754,1.089e-7,2.682e-10,1.089e-7,1.825e-11
272.759,5.135e-7,2.682e-10,5.135e-7,1.788e-11
272.764,2.265e-6,2.681e-10,2.265e-6,1.639e-11
272.769,9.340e-6,2.680e-10,9.340e-6,1.404e-11
272.774,3.602e-5,2.679e-10,3.602e-5,1.125e-11
272.779,1.299e-4,2.678e-10,1.299e-4,8.424e-12
272.784,4.379e-4,2.678e-10,4.379e-4,5.900e-12
272.789,1.381e-3,2.677e-10,1.381e-3,3.863e-12
272.794,4.070e-3,2.676e-10,4.070e-3,2.365e-12
272.799,1.122e-2,2.675e-10,1.122e-2,1.354e-12
272.804,2.892e-2,2.675e-10,2.892e-2,7.247e-13
272.809,6.970e-2,2.674e-10,6.970e-2,3.627e-13
272.814,1.571e-1,2.673e-10,1.571e-1,1.697e-13
272.819,3.310e-1,2.672e-10,3.310e-1,7.424e-14
272.824,6.522e-1,2.672e-10,6.522e-1,3.037e-14
272.829,1.202e+0,2.671e-10,1.202e+0,1.162e-14
272.834,2.070e+0,2.670e-10,2.070e+0,4.154e-15
272.839,3.335e+0,2.669e-10,3.335e+0,1.389e-15
272.844,5.025e+0,2.668e-10,5.025e+0,4.343e-16
272.849,7.080e+0,2.668e-10,7.080e+0,1.269e-16
272.854,9.331e+0,2.667e-10,9.331e+0,3.470e-17
272.859,1.151e+1,2.666e-10,1.151e+1,8.867e-18
272.864,1.328e+1,2.665e-10,1.328e+1,2.119e-18
272.869,1.438e+1,2.665e-10,1.438e+1,4.733e-19
272.874,1.462e+1,2.664e-10,1.462e+1,9.887e-20
272.879,1.402e+1,2.663e-10,1.402e+1,1.931e-20
272.884,1.279e+1,2.662e-10,1.279e+1,3.527e-21
272.889,1.123e+1,2.661e-10,1.123e+1,6.021e-22
272.894,9.690e+0,2.661e-10,9.690e+0,9.613e-23
272.899,8.430e+0,2.660e-10,8.430e+0,1.435e-23
272.904,7.566e+0,2.659e-10,7.566e+0,2.003e-24
272.909,7.060e+0,2.658e-10,7.060e+0,2.613e-25
272.914,6.766e+0,2.658e-10,6.766e+0,3.189e-26
272.919,6.498e+0,2.657e-10,6.498e+0,3.638e-27
272.923,6.195e+0,2.656e-10,6.195e+0,6.104e-28
272.928,5.633e+0,2.655e-10,5.633e+0,6.170e-29
272.933,4.868e+0,2.655e-10,4.868e+0,5.832e-30
272.938,3.968e+0,2.654e-10,3.968e+0,5.827e-30
272.943,3.039e+0,2.653e-10,3.039e+0,5.823e-30
272.948,2.181e+0,2.652e-10,2.181e+0,5.818e-30
272.953,1.466e+0,2.652e-10,1.466e+0,5.814e-30
272.958,9.218e-1,2.651e-10,9.218e-1,5.809e-30
272.963,5.422e-1,2.650e-10,5.422e-1,5.805e-30
272.968,2.983e-1,2.649e-10,2.983e-1,5.800e-30
272.973,1.535e-1,2.649e-10,1.535e-1,5.796e-30
272.978,7.382e-2,2.648e-10,7.382e-2,5.792e-30
272.983,3.321e-2,2.647e-10,3.321e-2,5.787e-30
272.988,1.397e-2,2.646e-10,1.397e-2,5.783e-30
272.993,5.495e-3,2.645e-10,5.495e-3,5.778e-30
272.998,2.021e-3,2.645e-10,2.021e-3,5.774e-30
273.003,6.951e-4,2.644e-10,6.951e-4,5.769e-30
273.008,2.235e-4,2.643e-10,2.235e-4,5.765e-30
273.013,6.722e-5,2.642e-10,6.722e-5,5.760e-30
273.018,1.890e-5,2.642e-10,1.890e-5,5.756e-30
273.023,4.970e-6,2.641e-10,4.970e-6,5.752e-30
273.028,1.222e-6,2.640e-10,1.222e-6,5.747e-30
273.033,2.810e-7,2.639e-10,2.810e-7,5.743e-30
273.038,6.040e-8,2.639e-10,6.040e-8,5.738e-30
273.043,1.214e-8,2.638e-10,1.214e-8,5.734e-30
273.048,2.282e-9,2.637e-10,2.282e-9,5.729e-30
273.053,4.012e-10,2.636e-10,4.012e-10,5.725e-30
273.058,6.594e-11,2.635e-10,6.594e-11,5.720e-30
273.063,1.013e-11,2.635e-10,1.013e-11,5.716e-30
273.068,1.456e-12,2.634e-10,1.456e-12,5.712e-30
273.073,1.957e-13,2.633e-10,1.957e-13,5.707e-30
273.078,2.459e-14,2.632e-10,2.459e-14,5.703e-30
273.083,2.889e-15,2.632e-10,2.889e-15,5.698e-30
273.088,3.174e-16,2.631e-10,3.174e-16,5.694e-30
273.093,3.261e-17,2.630e-10,3.261e-17,5.689e-30
273.098,3.133e-18,2.629e-10,3.133e-18,5.685e-30
274.466,1.300e-15,2.418e-10,1.300e-15,4.468e-30
274.471,1.368e-14,2.417e-10,1.368e-14,4.464e-30
274.476,1.347e-13,2.417e-10,1.347e-13,4.460e-30
274.481,1.241e-12,2.416e-10,1.241e-12,4.455e-30
274.486,1.070e-11,2.415e-10,1.070e-11,4.451e-30
274.491,8.631e-11,2.414e-10,8.631e-11,4.446e-30
274.496,6.517e-10,2.414e-10,6.517e-10,4.442e-30
274.501,4.606e-9,2.413e-10,4.606e-9,4.437e-30
274.506,3.046e-8,2.412e-10,3.046e-8,4.433e-30
274.511,1.886e-7,2.411e-10,1.886e-7,4.428e-30
274.516,1.092e-6,2.411e-10,1.092e-6,4.424e-30
274.521,5.921e-6,2.410e-10,5.921e-6,4.420e-30
274.526,3.004e-5,2.409e-10,3.004e-5,4.415e-30
274.531,1.426e-4,2.408e-10,1.426e-4,4.411e-30
274.536,6.338e-4,2.407e-10,6.338e-4,4.406e-30
274.541,2.636e-3,2.407e-10,2.636e-3,4.402e-30
274.546,1.026e-2,2.406e-10,1.026e-2,4.397e-30
274.551,3.736e-2,2.405e-10,3.736e-2,4.393e-30
274.556,1.273e-1,2.404e-10,1.273e-1,4.388e-30
274.561,4.062e-1,2.404e-10,4.062e-1,4.384e-30
274.566,1.213e+0,2.403e-10,1.213e+0,4.380e-30
274.571,3.388e+0,2.402e-10,3.388e+0,4.375e-30
274.576,8.859e+0,2.401e-10,8.859e+0,4.371e-30
274.581,2.168e+1,2.401e-10,2.168e+1,4.366e-30
274.586,4.964e+1,2.400e-10,4.964e+1,4.362e-30
274.591,1.064e+2,2.399e-10,1.064e+2,4.357e-30
274.596,2.134e+2,2.398e-10,2.134e+2,4.353e-30
274.601,4.006e+2,2.397e-10,4.006e+2,4.348e-30
274.606,7.037e+2,2.397e-10,7.037e+2,4.344e-30
274.611,1.157e+3,2.396e-10,1.157e+3,4.340e-30
274.616,1.780e+3,2.395e-10,1.780e+3,4.335e-30
274.621,2.563e+3,2.394e-10,2.563e+3,4.331e-30
274.626,3.454e+3,2.394e-10,3.454e+3,4.326e-30
274.631,4.356e+3,2.393e-10,4.356e+3,4.322e-30
274.636,5.141e+3,2.392e-10,5.141e+3,4.317e-30
274.641,5.679e+3,2.391e-10,5.679e+3,4.313e-30
274.646,5.871e+3,2.390e-10,5.871e+3,4.308e-30
274.651,5.682e+3,2.390e-10,5.682e+3,4.304e-30
274.656,5.152e+3,2.389e-10,5.152e+3,4.299e-30
274.661,4.385e+3,2.388e-10,4.385e+3,4.295e-30
274.666,3.524e+3,2.387e-10,3.524e+3,4.291e-30
274.671,2.717e+3,2.387e-10,2.717e+3,4.286e-30
274.676,2.098e+3,2.386e-10,2.098e+3,4.282e-30
274.681,1.771e+3,2.385e-10,1.771e+3,4.277e-30
274.686,1.814e+3,2.384e-10,1.814e+3,4.273e-30
274.691,2.278e+3,2.384e-10,2.278e+3,4.268e-30
274.696,3.186e+3,2.383e-10,3.186e+3,4.264e-30
274.701,4.511e+3,2.382e-10,4.511e+3,4.259e-30
274.706,6.157e+3,2.381e-10,6.157e+3,4.255e-30
274.711,7.949e+3,2.380e-10,7.949e+3,4.251e-30
274.716,9.639e+3,2.380e-10,9.639e+3,4.246e-30
274.721,1.095e+4,2.379e-10,1.095e+4,4.242e-30
274.726,1.165e+4,2.378e-10,1.165e+4,4.237e-30
274.731,1.161e+4,2.377e-10,1.161e+4,4.233e-30
274.736,1.082e+4,2.377e-10,1.082e+4,4.228e-30
274.741,9.441e+3,2.376e-10,9.441e+3,4.224e-30
274.746,7.710e+3,2.375e-10,7.710e+3,4.219e-30
274.751,5.893e+3,2.374e-10,5.893e+3,4.215e-30
274.756,4.216e+3,2.374e-10,4.216e+3,4.211e-30
274.761,2.823e+3,2.373e-10,2.823e+3,4.206e-30
274.766,1.769e+3,2.372e-10,1.769e+3,4.202e-30
274.771,1.038e+3,2.371e-10,1.038e+3,4.197e-30
274.776,5.699e+2,2.370e-10,5.699e+2,4.193e-30
274.781,2.929e+2,2.370e-10,2.929e+2,4.188e-30
274.786,1.409e+2,2.369e-10,1.409e+2,4.184e-30
274.791,6.342e+1,2.368e-10,6.342e+1,4.179e-30
274.796,2.672e+1,2.367e-10,2.672e+1,4.175e-30
274.801,1.054e+1,2.367e-10,1.054e+1,4.171e-30
274.806,3.890e+0,2.366e-10,3.890e+0,4.166e-30
274.811,1.344e+0,2.365e-10,1.344e+0,4.162e-30
274.816,4.347e-1,2.364e-10,4.347e-1,4.157e-30
274.821,1.316e-1,2.363e-10,1.316e-1,4.153e-30
274.826,3.728e-2,2.363e-10,3.728e-2,4.148e-30
274.831,9.885e-3,2.362e-10,9.885e-3,4.144e-30
274.836,2.454e-3,2.361e-10,2.454e-3,4.139e-30
274.841,5.700e-4,2.360e-10,5.700e-4,4.135e-30
274.846,1.239e-4,2.360e-10,1.239e-4,4.131e-30
274.851,2.523e-5,2.359e-10,2.523e-5,4.126e-30
274.856,4.806e-6,2.358e-10,4.806e-6,4.122e-30
274.861,8.569e-7,2.357e-10,8.569e-7,4.117e-30
274.866,1.430e-7,2.357e-10,1.430e-7,4.113e-30
274.871,2.234e-8,2.356e-10,2.234e-8,4.108e-30
274.876,3.267e-9,2.355e-10,3.267e-9,4.104e-30
274.881,4.471e-10,2.354e-10,4.471e-10,4.099e-30
274.886,5.727e-11,2.353e-10,5.727e-11,4.095e-30
274.891,6.867e-12,2.353e-10,6.867e-12,4.091e-30
274.896,7.707e-13,2.352e-10,7.707e-13,4.086e-30
274.901,8.097e-14,2.351e-10,8.097e-14,4.082e-30
274.906,7.961e-15,2.350e-10,7.961e-15,4.077e-30
276.334,2.080e-18,2.130e-10,2.080e-18,2.807e-30
276.339,2.065e-17,2.129e-10,2.065e-17,2.803e-30
276.344,1.920e-16,2.129e-10,1.920e-16,2.799e-30
276.349,1.672e-15,2.128e-10,1.672e-15,2.794e-30
276.354,1.365e-14,2.127e-10,1.365e-14,2.790e-30
276.359,1.043e-13,2.126e-10,1.043e-13,2.785e-30
276.364,7.467e-13,2.125e-10,7.467e-13,2.781e-30
276.369,5.007e-12,2.125e-10,5.007e-12,2.776e-30
276.374,3.145e-11,2.124e-10,3.145e-11,2.772e-30
276.379,1.851e-10,2.123e-10,1.851e-10,2.767e-30
276.384,1.020e-9,2.122e-10,1.020e-9,2.763e-30
276.389,5.265e-9,2.122e-10,5.265e-9,2.759e-30
276.394,2.546e-8,2.121e-10,2.546e-8,2.754e-30
276.399,1.153e-7,2.120e-10,1.153e-7,2.750e-30
276.404,4.893e-7,2.119e-10,4.893e-7,2.745e-30
276.409,1.944e-6,2.119e-10,1.944e-6,2.741e-30
276.414,7.238e-6,2.118e-10,7.238e-6,2.736e-30
276.419,2.524e-5,2.117e-10,2.524e-5,2.732e-30
276.424,8.244e-5,2.116e-10,8.244e-5,2.727e-30
276.429,2.522e-4,2.115e-10,2.522e-4,2.723e-30
276.434,7.228e-4,2.115e-10,7.228e-4,2.719e-30
276.439,1.940e-3,2.114e-10,1.940e-3,2.714e-30
276.444,4.879e-3,2.113e-10,4.879e-3,2.710e-30
276.449,1.149e-2,2.112e-10,1.149e-2,2.705e-30
276.454,2.535e-2,2.112e-10,2.535e-2,2.701e-30
276.459,5.239e-2,2.111e-10,5.239e-2,2.696e-30
276.464,1.014e-1,2.110e-10,1.014e-1,2.692e-30
276.469,1.839e-1,2.109e-10,1.839e-1,2.687e-30
276.474,3.123e-1,2.109e-10,3.123e-1,2.683e-30
276.479,4.969e-1,2.108e-10,4.969e-1,2.679e-30
276.484,7.404e-1,2.107e-10,7.404e-1,2.674e-30
276.489,1.034e+0,2.106e-10,1.034e+0,2.670e-30
276.494,1.351e+0,2.105e-10,1.351e+0,2.665e-30
276.499,1.655e+0,2.105e-10,1.655e+0,2.661e-30
276.504,1.899e+0,2.104e-10,1.899e+0,2.656e-30
276.509,2.040e+0,2.103e-10,2.040e+0,2.652e-30
276.514,2.054e+0,2.102e-10,2.054e+0,2.647e-30
276.519,1.936e+0,2.102e-10,1.936e+0,2.643e-30
276.524,1.710e+0,2.101e-10,1.710e+0,2.639e-30
276.529,1.415e+0,2.100e-10,1.415e+0,2.634e-30
276.534,1.098e+0,2.099e-10,1.098e+0,2.630e-30
276.539,8.004e-1,2.098e-10,8.004e-1,2.625e-30
276.544,5.527e-1,2.098e-10,5.527e-1,2.621e-30
276.548,4.021e-1,2.097e-10,4.021e-1,2.617e-30
276.553,2.800e-1,2.096e-10,2.800e-1,2.613e-30
276.558,2.348e-1,2.096e-10,2.348e-1,2.608e-30
276.563,2.722e-1,2.095e-10,2.722e-1,2.604e-30
276.568,4.029e-1,2.094e-10,4.029e-1,2.599e-30
276.573,6.419e-1,2.093e-10,6.419e-1,2.595e-30
276.578,1.003e+0,2.092e-10,1.003e+0,2.590e-30
276.583,1.486e+0,2.092e-10,1.486e+0,2.586e-30
276.588,2.071e+0,2.091e-10,2.071e+0,2.582e-30
276.593,2.706e+0,2.090e-10,2.706e+0,2.577e-30
276.598,3.314e+0,2.089e-10,3.314e+0,2.573e-30
276.603,3.801e+0,2.089e-10,3.801e+0,2.568e-30
276.608,4.084e+0,2.088e-10,4.084e+0,2.564e-30
276.613,4.111e+0,2.087e-10,4.111e+0,2.559e-30
276.618,3.876e+0,2.086e-10,3.876e+0,2.555e-30
276.623,3.424e+0,2.086e-10,3.424e+0,2.550e-30
276.628,2.833e+0,2.085e-10,2.833e+0,2.546e-30
276.633,2.195e+0,2.084e-10,2.195e+0,2.542e-30
276.638,1.594e+0,2.083e-10,1.594e+0,2.537e-30
276.643,1.084e+0,2.082e-10,1.084e+0,2.533e-30
276.648,6.905e-1,2.082e-10,6.905e-1,2.528e-30
276.653,4.121e-1,2.081e-10,4.121e-1,2.524e-30
276.658,2.304e-1,2.080e-10,2.304e-1,2.519e-30
276.663,1.206e-1,2.079e-10,1.206e-1,2.515e-30
276.668,5.918e-2,2.079e-10,5.918e-2,2.510e-30
276.673,2.723e-2,2.078e-10,2.723e-2,2.506e-30
276.678,1.186e-2,2.077e-10,1.186e-2,2.502e-30
276.683,5.213e-3,2.076e-10,5.213e-3,2.497e-30
276.688,3.235e-3,2.076e-10,3.235e-3,2.493e-30
276.693,4.628e-3,2.075e-10,4.628e-3,2.488e-30
276.698,1.051e-2,2.074e-10,1.051e-2,2.484e-30
276.703,2.492e-2,2.073e-10,2.492e-2,2.479e-30
276.708,5.623e-2,2.072e-10,5.623e-2,2.475e-30
276.713,1.191e-1,2.072e-10,1.191e-1,2.470e-30
276.718,2.363e-1,2.071e-10,2.363e-1,2.466e-30
276.723,4.393e-1,2.070e-10,4.393e-1,2.462e-30
276.728,7.652e-1,2.069e-10,7.652e-1,2.457e-30
276.733,1.248e+0,2.069e-10,1.248e+0,2.453e-30
276.738,1.908e+0,2.068e-10,1.908e+0,2.448e-30
276.743,2.732e+0,2.067e-10,2.732e+0,2.444e-30
276.748,3.665e+0,2.066e-10,3.665e+0,2.439e-30
276.753,4.606e+0,2.065e-10,4.606e+0,2.435e-30
276.758,5.423e+0,2.065e-10,5.423e+0,2.430e-30
276.763,5.980e+0,2.064e-10,5.980e+0,2.426e-30
276.768,6.179e+0,2.063e-10,6.179e+0,2.422e-30
276.773,5.980e+0,2.062e-10,5.980e+0,2.417e-30
276.778,5.423e+0,2.062e-10,5.423e+0,2.413e-30
276.783,4.606e+0,2.061e-10,4.606e+0,2.408e-30
276.788,3.665e+0,2.060e-10,3.665e+0,2.404e-30
276.793,2.732e+0,2.059e-10,2.732e+0,2.399e-30
276.798,1.908e+0,2.059e-10,1.908e+0,2.395e-30
276.803,1.248e+0,2.058e-10,1.248e+0,2.390e-30
276.808,7.652e-1,2.057e-10,7.652e-1,2.386e-30
276.813,4.393e-1,2.056e-10,4.393e-1,2.382e-30
276.818,2.363e-1,2.055e-10,2.363e-1,2.377e-30
276.823,1.191e-1,2.055e-10,1.191e-1,2.373e-30
276.828,5.621e-2,2.054e-10,5.621e-2,2.368e-30
276.833,2.486e-2,2.053e-10,2.486e-2,2.364e-30
276.838,1.030e-2,2.052e-10,1.030e-2,2.359e-30
276.843,3.997e-3,2.052e-10,3.997e-3,2.355e-30
276.848,1.453e-3,2.051e-10,1.453e-3,2.350e-30
276.853,4.950e-4,2.050e-10,4.950e-4,2.346e-30
276.858,1.579e-4,2.049e-10,1.579e-4,2.342e-30
276.863,4.722e-5,2.049e-10,4.722e-5,2.337e-30
276.868,1.322e-5,2.048e-10,1.322e-5,2.333e-30
276.873,3.469e-6,2.047e-10,3.469e-6,2.328e-30
276.878,8.525e-7,2.046e-10,8.525e-7,2.324e-30
276.883,1.963e-7,2.045e-10,1.963e-7,2.319e-30
276.888,4.233e-8,2.045e-10,4.233e-8,2.315e-30
276.893,8.553e-9,2.044e-10,8.553e-9,2.310e-30
276.898,1.619e-9,2.043e-10,1.619e-9,2.306e-30
276.903,2.871e-10,2.042e-10,2.871e-10,2.302e-30
276.908,4.770e-11,2.042e-10,4.770e-11,2.297e-30
276.913,7.423e-12,2.041e-10,7.423e-12,2.293e-30
276.918,1.082e-12,2.040e-10,1.082e-12,2.288e-30
276.923,1.478e-13,2.039e-10,1.478e-13,2.284e-30
276.928,1.891e-14,2.038e-10,1.891e-14,2.279e-30
276.933,2.267e-15,2.038e-10,2.267e-15,2.275e-30
276.938,2.545e-16,2.037e-10,2.545e-16,2.270e-30
276.943,2.678e-17,2.036e-10,2.678e-17,2.266e-30
276.948,2.639e-18,2.035e-10,2.639e-18,2.262e-30
279.275,1.924e-31,1.676e-10,4.920e-19,1.924e-31
279.280,1.916e-30,1.676e-10,4.874e-19,1.916e-30
279.285,1.790e-29,1.675e-10,4.828e-19,1.790e-29
279.290,1.568e-28,1.674e-10,4.781e-19,1.568e-28
279.295,1.289e-27,1.673e-10,4.735e-19,1.289e-27
279.300,9.934e-27,1.673e-10,4.689e-19,9.934e-27
279.305,7.183e-26,1.672e-10,4.643e-19,7.183e-26
279.310,4.872e-25,1.671e-10,4.597e-19,4.872e-25
279.315,3.099e-24,1.670e-10,4.551e-19,3.099e-24
279.320,1.849e-23,1.670e-10,4.505e-19,1.849e-23
279.325,1.035e-22,1.669e-10,4.458e-19,1.035e-22
279.330,5.434e-22,1.668e-10,4.412e-19,5.434e-22
279.335,2.676e-21,1.667e-10,4.366e-19,2.676e-21
279.340,1.236e-20,1.666e-10,4.320e-19,1.236e-20
279.345,5.355e-20,1.666e-10,4.274e-19,5.355e-20
279.350,2.176e-19,1.665e-10,4.228e-19,2.176e-19
279.355,8.295e-19,1.664e-10,4.182e-19,8.295e-19
279.360,2.966e-18,1.663e-10,4.136e-19,2.966e-18
279.365,9.946e-18,1.663e-10,4.089e-19,9.946e-18
279.370,3.129e-17,1.662e-10,4.043e-19,3.129e-17
279.375,9.232e-17,1.661e-10,3.997e-19,9.232e-17
279.380,2.555e-16,1.660e-10,3.951e-19,2.555e-16
279.385,6.632e-16,1.660e-10,3.905e-19,6.632e-16
279.390,1.615e-15,1.659e-10,3.859e-19,1.615e-15
279.395,3.688e-15,1.658e-10,3.813e-19,3.688e-15
279.400,7.902e-15,1.657e-10,3.767e-19,7.902e-15
279.405,1.588e-14,1.656e-10,3.720e-19,1.588e-14
279.410,2.993e-14,1.656e-10,3.674e-19,2.993e-14
279.415,5.291e-14,1.655e-10,3.628e-19,5.291e-14
279.420,8.774e-14,1.654e-10,3.582e-19,8.774e-14
279.425,1.365e-13,1.653e-10,3.536e-19,1.365e-13
279.430,1.991e-13,1.653e-10,3.490e-19,1.991e-13
279.435,2.725e-13,1.652e-10,3.444e-19,2.725e-13
279.440,3.498e-13,1.651e-10,3.398e-19,3.498e-13
279.445,4.211e-13,1.650e-10,3.351e-19,4.211e-13
279.449,4.666e-13,1.650e-10,3.315e-19,4.666e-13
279.454,5.006e-13,1.649e-10,3.268e-19,5.006e-13
