Wavelength (nm),Sum(calc),Al I (3.9e-2),Al II (7.6e-1),Al III (5.6e-4),Si I (2.2e-2),Si II (1.8e-1),Si III (1.5e-4)
348.842,2.662e-9,3.729e-8,1.566e-10,1.957e-19,4.470e-10,5.985e-11,2.662e-9
348.847,8.253e-10,3.730e-8,1.567e-10,1.955e-19,4.470e-10,5.986e-11,8.253e-10
348.852,2.461e-10,3.730e-8,1.568e-10,1.953e-19,4.470e-10,5.988e-11,2.461e-10
348.857,7.056e-11,3.730e-8,1.570e-10,1.952e-19,4.470e-10,5.989e-11,7.056e-11
348.862,1.945e-11,3.730e-8,1.571e-10,1.950e-19,4.470e-10,5.990e-11,1.945e-11
348.867,5.157e-12,3.730e-8,1.572e-10,1.948e-19,4.470e-10,5.991e-11,5.157e-12
348.872,1.314e-12,3.730e-8,1.574e-10,1.946e-19,4.470e-10,5.992e-11,1.314e-12
348.877,3.220e-13,3.730e-8,1.575e-10,1.944e-19,4.470e-10,5.993e-11,3.220e-13
348.882,7.583e-14,3.730e-8,1.576e-10,1.942e-19,4.470e-10,5.994e-11,7.583e-14
348.887,1.716e-14,3.731e-8,1.578e-10,1.940e-19,4.470e-10,5.995e-11,1.716e-14
348.892,3.734e-15,3.731e-8,1.579e-10,1.938e-19,4.470e-10,5.997e-11,3.734e-15
348.897,7.806e-16,3.731e-8,1.580e-10,1.936e-19,4.470e-10,5.998e-11,7.806e-16
348.902,1.568e-16,3.731e-8,1.582e-10,1.935e-19,4.470e-10,5.999e-11,1.568e-16
348.907,3.022e-17,3.731e-8,1.583e-10,1.933e-19,4.470e-10,6.000e-11,3.022e-17
348.912,5.606e-18,3.731e-8,1.584e-10,1.931e-19,4.470e-10,6.001e-11,5.606e-18
348.917,9.645e-19,3.731e-8,1.586e-10,1.929e-19,4.470e-10,6.002e-11,9.645e-19
348.922,1.496e-19,3.731e-8,1.587e-10,1.927e-19,4.471e-10,6.003e-11,1.496e-19
348.927,1.860e-20,3.731e-8,1.588e-10,1.925e-19,4.471e-10,6.004e-11,1.860e-20
352.262,6.646e-20,3.813e-8,2.477e-10,6.646e-20,4.502e-10,6.747e-11,2.991e-21
352.267,3.984e-19,3.813e-8,2.479e-10,3.984e-19,4.502e-10,6.749e-11,2.968e-21
352.272,2.389e-18,3.813e-8,2.480e-10,2.389e-18,4.502e-10,6.750e-11,2.944e-21
352.277,1.325e-17,3.814e-8,2.481e-10,1.325e-17,4.502e-10,6.751e-11,2.921e-21
352.282,7.059e-17,3.814e-8,2.483e-10,7.059e-17,4.502e-10,6.752e-11,2.898e-21
352.287,3.613e-16,3.814e-8,2.484e-10,3.613e-16,4.502e-10,6.753e-11,2.874e-21
352.292,1.777e-15,3.814e-8,2.485e-10,1.777e-15,4.502e-10,6.754e-11,2.851e-21
352.297,8.393e-15,3.814e-8,2.487e-10,8.393e-15,4.502e-10,6.755e-11,2.827e-21
352.302,3.810e-14,3.814e-8,2.488e-10,3.810e-14,4.502e-10,6.756e-11,2.804e-21
352.307,1.661e-13,3.814e-8,2.489e-10,1.661e-13,4.503e-10,6.757e-11,2.781e-21
352.312,6.961e-13,3.814e-8,2.491e-10,6.961e-13,4.503e-10,6.759e-11,2.757e-21
352.317,2.802e-12,3.815e-8,2.492e-10,2.802e-12,4.503e-10,6.760e-11,2.734e-21
352.322,1.084e-11,3.815e-8,2.493e-10,1.084e-11,4.503e-10,6.761e-11,2.710e-21
352.327,4.028e-11,3.815e-8,2.495e-10,4.028e-11,4.503e-10,6.762e-11,2.687e-21
352.332,1.438e-10,3.815e-8,2.496e-10,1.438e-10,4.503e-10,6.763e-11,2.664e-21
352.337,4.935e-10,3.815e-8,2.497e-10,4.935e-10,4.503e-10,6.764e-11,2.640e-21
352.342,1.627e-9,3.815e-8,2.499e-10,1.627e-9,4.503e-10,6.765e-11,2.617e-21
352.347,5.154e-9,3.815e-8,2.500e-10,5.154e-9,4.503e-10,6.766e-11,2.593e-21
352.352,1.569e-8,3.815e-8,2.501e-10,1.569e-8,4.503e-10,6.767e-11,2.570e-21
352.357,4.590e-8,3.816e-8,2.503e-10,4.590e-8,4.503e-10,6.769e-11,2.547e-21
352.362,1.290e-7,3.816e-8,2.504e-10,1.290e-7,4.503e-10,6.770e-11,2.523e-21
352.367,3.485e-7,3.816e-8,2.505e-10,3.485e-7,4.503e-10,6.771e-11,2.500e-21
352.372,9.046e-7,3.816e-8,2.507e-10,9.046e-7,4.503e-10,6.772e-11,2.477e-21
352.377,2.257e-6,3.816e-8,2.508e-10,2.257e-6,4.503e-10,6.773e-11,1.447e-20
352.382,5.410e-6,3.816e-8,2.509e-10,5.410e-6,4.503e-10,6.774e-11,8.127e-20
352.387,1.247e-5,3.816e-8,2.511e-10,1.247e-5,4.503e-10,6.775e-11,4.383e-19
352.392,2.760e-5,3.816e-8,2.512e-10,2.760e-5,4.503e-10,6.776e-11,2.271e-18
352.397,5.875e-5,3.816e-8,2.513e-10,5.875e-5,4.503e-10,6.778e-11,1.130e-17
352.402,1.202e-4,3.817e-8,2.515e-10,1.202e-4,4.503e-10,6.779e-11,5.401e-17
352.407,2.362e-4,3.817e-8,2.516e-10,2.362e-4,4.503e-10,6.780e-11,2.480e-16
352.412,4.464e-4,3.817e-8,2.517e-10,4.464e-4,4.503e-10,6.781e-11,1.094e-15
352.417,8.109e-4,3.817e-8,2.519e-10,8.109e-4,4.504e-10,6.782e-11,4.635e-15
352.422,1.416e-3,3.817e-8,2.520e-10,1.416e-3,4.504e-10,6.783e-11,1.886e-14
352.427,2.376e-3,3.817e-8,2.521e-10,2.376e-3,4.504e-10,6.784e-11,7.375e-14
352.432,3.833e-3,3.817e-8,2.523e-10,3.833e-3,4.504e-10,6.785e-11,2.769e-13
352.437,5.944e-3,3.817e-8,2.524e-10,5.944e-3,4.504e-10,6.786e-11,9.990e-13
352.442,8.862e-3,3.818e-8,2.525e-10,8.862e-3,4.504e-10,6.788e-11,3.462e-12
352.447,1.270e-2,3.818e-8,2.527e-10,1.270e-2,4.504e-10,6.789e-11,1.152e-11
352.452,1.750e-2,3.818e-8,2.528e-10,1.750e-2,4.504e-10,6.790e-11,3.684e-11
352.457,2.318e-2,3.818e-8,2.529e-10,2.318e-2,4.504e-10,6.791e-11,1.131e-10
352.462,2.952e-2,3.818e-8,2.531e-10,2.952e-2,4.504e-10,6.792e-11,3.338e-10
352.467,3.615e-2,3.818e-8,2.532e-10,3.615e-2,4.504e-10,6.793e-11,9.459e-10
352.472,4.255e-2,3.818e-8,2.533e-10,4.255e-2,4.504e-10,6.794e-11,2.575e-9
352.477,4.816e-2,3.818e-8,2.535e-10,4.816e-2,4.504e-10,6.795e-11,6.733e-9
352.482,5.242e-2,3.819e-8,2.536e-10,5.242e-2,4.504e-10,6.796e-11,1.691e-8
352.487,5.484e-2,3.819e-8,2.537e-10,5.484e-2,4.504e-10,6.798e-11,4.080e-8
352.492,5.518e-2,3.819e-8,2.539e-10,5.518e-2,4.504e-10,6.799e-11,9.457e-8
352.497,5.338e-2,3.819e-8,2.540e-10,5.338e-2,4.504e-10,6.800e-11,2.105e-7
352.502,4.965e-2,3.819e-8,2.541e-10,4.965e-2,4.504e-10,6.801e-11,4.502e-7
352.507,4.441e-2,3.819e-8,2.543e-10,4.441e-2,4.504e-10,6.802e-11,9.249e-7
352.512,3.819e-2,3.819e-8,2.544e-10,3.819e-2,4.504e-10,6.803e-11,1.825e-6
352.517,3.158e-2,3.819e-8,2.545e-10,3.158e-2,4.504e-10,6.804e-11,3.459e-6
352.522,2.512e-2,3.820e-8,2.547e-10,2.511e-2,4.505e-10,6.805e-11,6.299e-6
352.527,1.921e-2,3.820e-8,2.548e-10,1.920e-2,4.505e-10,6.806e-11,1.102e-5
352.532,1.413e-2,3.820e-8,2.549e-10,1.411e-2,4.505e-10,6.808e-11,1.851e-5
352.537,1.001e-2,3.820e-8,2.551e-10,9.977e-3,4.505e-10,6.809e-11,2.987e-5
352.542,6.828e-3,3.820e-8,2.552e-10,6.782e-3,4.505e-10,6.810e-11,4.630e-5
352.547,4.501e-3,3.820e-8,2.553e-10,4.432e-3,4.505e-10,6.811e-11,6.895e-5
352.552,2.884e-3,3.820e-8,2.555e-10,2.785e-3,4.505e-10,6.812e-11,9.862e-5
352.557,1.818e-3,3.820e-8,2.556e-10,1.683e-3,4.505e-10,6.813e-11,1.355e-4
352.562,1.157e-3,3.821e-8,2.557e-10,9.778e-4,4.505e-10,6.814e-11,1.788e-4
352.567,7.729e-4,3.821e-8,2.559e-10,5.462e-4,4.505e-10,6.815e-11,2.267e-4
352.572,5.694e-4,3.821e-8,2.560e-10,2.933e-4,4.505e-10,6.817e-11,2.761e-4
352.577,4.745e-4,3.821e-8,2.561e-10,1.515e-4,4.505e-10,6.818e-11,3.230e-4
352.582,4.382e-4,3.821e-8,2.563e-10,7.519e-5,4.505e-10,6.819e-11,3.630e-4
352.587,4.277e-4,3.821e-8,2.564e-10,3.589e-5,4.505e-10,6.820e-11,3.918e-4
352.592,4.227e-4,3.821e-8,2.565e-10,1.647e-5,4.505e-10,6.821e-11,4.062e-4
352.597,4.119e-4,3.821e-8,2.567e-10,7.264e-6,4.505e-10,6.822e-11,4.046e-4
352.602,3.902e-4,3.822e-8,2.568e-10,3.080e-6,4.505e-10,6.823e-11,3.871e-4
352.607,3.570e-4,3.822e-8,2.569e-10,1.256e-6,4.505e-10,6.824e-11,3.557e-4
352.612,3.145e-4,3.822e-8,2.571e-10,4.921e-7,4.505e-10,6.825e-11,3.140e-4
352.617,2.665e-4,3.822e-8,2.572e-10,1.854e-7,4.505e-10,6.827e-11,2.663e-4
352.622,2.170e-4,3.822e-8,2.573e-10,6.713e-8,4.505e-10,6.828e-11,2.169e-4
352.627,1.698e-4,3.822e-8,2.575e-10,2.336e-8,4.506e-10,6.829e-11,1.697e-4
352.632,1.276e-4,3.822e-8,2.576e-10,7.816e-9,4.506e-10,6.830e-11,1.276e-4
352.637,9.210e-5,3.822e-8,2.577e-10,2.513e-9,4.506e-10,6.831e-11,9.210e-5
352.642,6.387e-5,3.822e-8,2.579e-10,7.768e-10,4.506e-10,6.832e-11,6.387e-5
352.647,4.255e-5,3.823e-8,2.580e-10,2.308e-10,4.506e-10,6.833e-11,4.255e-5
352.652,2.723e-5,3.823e-8,2.581e-10,6.588e-11,4.506e-10,6.834e-11,2.723e-5
352.657,1.674e-5,3.823e-8,2.583e-10,1.808e-11,4.506e-10,6.835e-11,1.674e-5
352.662,9.883e-6,3.823e-8,2.584e-10,4.767e-12,4.506e-10,6.837e-11,9.883e-6
352.667,5.605e-6,3.823e-8,2.585e-10,1.208e-12,4.506e-10,6.838e-11,5.605e-6
352.672,3.054e-6,3.823e-8,2.587e-10,2.942e-13,4.506e-10,6.839e-11,3.054e-6
352.677,1.598e-6,3.823e-8,2.588e-10,6.885e-14,4.506e-10,6.840e-11,1.598e-6
352.682,8.035e-7,3.823e-8,2.589e-10,1.548e-14,4.506e-10,6.841e-11,8.035e-7
352.687,3.880e-7,3.824e-8,2.591e-10,3.346e-15,4.506e-10,6.842e-11,3.880e-7
352.692,1.800e-7,3.824e-8,2.592e-10,6.950e-16,4.506e-10,6.843e-11,1.800e-7
352.696,9.457e-8,3.824e-8,2.593e-10,1.920e-16,4.506e-10,6.844e-11,9.457e-8
352.701,4.080e-8,3.824e-8,2.594e-10,3.712e-17,4.506e-10,6.845e-11,4.080e-8
352.706,1.691e-8,3.824e-8,2.596e-10,6.894e-18,4.506e-10,6.846e-11,1.691e-8
352.711,6.733e-9,3.824e-8,2.597e-10,1.135e-18,4.506e-10,6.847e-11,6.733e-9
352.716,2.575e-9,3.824e-8,2.598e-10,1.955e-19,4.506e-10,6.849e-11,2.575e-9
352.721,9.459e-10,3.824e-8,2.600e-10,4.728e-18,4.506e-10,6.850e-11,9.459e-10
352.726,3.338e-10,3.825e-8,2.601e-10,9.260e-18,4.506e-10,6.851e-11,3.338e-10
352.731,1.131e-10,3.825e-8,2.602e-10,1.379e-17,4.507e-10,6.852e-11,1.131e-10
352.736,3.684e-11,3.825e-8,2.604e-10,1.832e-17,4.507e-10,6.853e-11,3.684e-11
352.741,1.152e-11,3.825e-8,2.605e-10,2.286e-17,4.507e-10,6.854e-11,1.152e-11
352.746,3.462e-12,3.825e-8,2.606e-10,2.739e-17,4.507e-10,6.855e-11,3.462e-12
352.751,9.990e-13,3.825e-8,2.608e-10,3.192e-17,4.507e-10,6.856e-11,9.990e-13
352.756,2.769e-13,3.825e-8,2.609e-10,3.645e-17,4.507e-10,6.857e-11,2.769e-13
352.761,7.375e-14,3.825e-8,2.610e-10,4.099e-17,4.507e-10,6.859e-11,7.375e-14
352.766,1.886e-14,3.826e-8,2.612e-10,4.552e-17,4.507e-10,6.860e-11,1.886e-14
352.771,4.635e-15,3.826e-8,2.613e-10,5.005e-17,4.507e-10,6.861e-11,4.635e-15
352.776,1.094e-15,3.826e-8,2.614e-10,5.458e-17,4.507e-10,6.862e-11,1.094e-15
352.781,2.480e-16,3.826e-8,2.616e-10,5.911e-17,4.507e-10,6.863e-11,2.480e-16
352.786,5.401e-17,3.826e-8,2.617e-10,6.365e-17,4.507e-10,6.864e-11,5.401e-17
352.791,1.130e-17,3.826e-8,2.618e-10,6.818e-17,4.507e-10,6.865e-11,1.130e-17
352.796,2.271e-18,3.826e-8,2.620e-10,7.271e-17,4.507e-10,6.866e-11,2.271e-18
352.801,4.383e-19,3.826e-8,2.621e-10,7.724e-17,4.507e-10,6.868e-11,4.383e-19
352.806,8.127e-20,3.827e-8,2.622e-10,8.177e-17,4.507e-10,6.869e-11,8.127e-20
352.811,1.447e-20,3.827e-8,2.624e-10,8.631e-17,4.507e-10,6.870e-11,1.447e-20
352.816,2.477e-21,3.827e-8,2.625e-10,9.084e-17,4.507e-10,6.871e-11,2.477e-21
356.741,1.261e-21,3.923e-8,3.671e-10,3.649e-15,4.544e-10,7.745e-11,1.261e-21
356.746,7.285e-21,3.923e-8,3.673e-10,3.653e-15,4.544e-10,7.747e-11,7.285e-21
356.751,4.047e-20,3.923e-8,3.674e-10,3.658e-15,4.544e-10,7.748e-11,4.047e-20
356.756,2.162e-19,3.923e-8,3.675e-10,3.662e-15,4.545e-10,7.749e-11,2.162e-19
356.761,1.110e-18,3.923e-8,3.677e-10,3.667e-15,4.545e-10,7.750e-11,1.110e-18
356.766,5.482e-18,3.923e-8,3.678e-10,3.671e-15,4.545e-10,7.751e-11,5.482e-18
356.771,2.603e-17,3.924e-8,3.679e-10,3.676e-15,4.545e-10,7.752e-11,2.603e-17
356.776,1.188e-16,3.924e-8,3.681e-10,3.680e-15,4.545e-10,7.753e-11,1.188e-16
356.781,5.217e-16,3.924e-8,3.682e-10,3.685e-15,4.545e-10,7.754e-11,5.217e-16
356.786,2.202e-15,3.924e-8,3.683e-10,3.689e-15,4.545e-10,7.755e-11,2.202e-15
356.791,8.938e-15,3.924e-8,3.685e-10,3.694e-15,4.545e-10,7.757e-11,8.938e-15
356.796,3.488e-14,3.924e-8,3.686e-10,3.698e-15,4.545e-10,7.758e-11,3.488e-14
356.801,1.309e-13,3.924e-8,3.687e-10,3.703e-15,4.545e-10,7.759e-11,1.309e-13
356.806,4.721e-13,3.924e-8,3.689e-10,3.708e-15,4.545e-10,7.760e-11,4.721e-13
356.811,1.638e-12,3.925e-8,3.690e-10,3.712e-15,4.545e-10,7.761e-11,1.638e-12
356.816,5.463e-12,3.925e-8,3.691e-10,3.717e-15,4.545e-10,7.762e-11,5.463e-12
356.821,1.752e-11,3.925e-8,3.693e-10,3.721e-15,4.545e-10,7.763e-11,1.752e-11
356.826,5.403e-11,3.925e-8,3.694e-10,3.726e-15,4.545e-10,7.764e-11,5.403e-11
356.831,1.602e-10,3.925e-8,3.695e-10,3.730e-15,4.545e-10,7.765e-11,1.602e-10
356.836,4.567e-10,3.925e-8,3.697e-10,3.735e-15,4.545e-10,7.767e-11,4.567e-10
356.841,1.252e-9,3.925e-8,3.698e-10,3.739e-15,4.545e-10,7.768e-11,1.252e-9
356.846,3.300e-9,3.925e-8,3.699e-10,3.744e-15,4.545e-10,7.769e-11,3.300e-9
356.851,8.364e-9,3.926e-8,3.701e-10,3.748e-15,4.545e-10,7.770e-11,8.364e-9
356.856,2.038e-8,3.926e-8,3.702e-10,3.753e-15,4.545e-10,7.771e-11,2.038e-8
356.861,4.776e-8,3.926e-8,3.703e-10,3.757e-15,4.545e-10,7.772e-11,4.776e-8
356.866,1.076e-7,3.926e-8,3.705e-10,3.762e-15,4.546e-10,7.773e-11,1.076e-7
356.871,2.331e-7,3.926e-8,3.706e-10,3.766e-15,4.546e-10,7.774e-11,2.331e-7
356.876,4.855e-7,3.926e-8,3.707e-10,3.771e-15,4.546e-10,7.776e-11,4.855e-7
356.881,9.723e-7,3.926e-8,3.709e-10,3.775e-15,4.546e-10,7.777e-11,9.723e-7
356.886,1.872e-6,3.926e-8,3.710e-10,3.780e-15,4.546e-10,7.778e-11,1.872e-6
356.891,3.467e-6,3.927e-8,3.711e-10,3.785e-15,4.546e-10,7.779e-11,3.467e-6
356.896,6.172e-6,3.927e-8,3.713e-10,3.789e-15,4.546e-10,7.780e-11,6.172e-6
356.901,1.057e-5,3.927e-8,3.714e-10,3.794e-15,4.546e-10,7.781e-11,1.057e-5
356.906,1.739e-5,3.927e-8,3.715e-10,3.798e-15,4.546e-10,7.782e-11,1.739e-5
356.911,2.752e-5,3.927e-8,3.717e-10,3.803e-15,4.546e-10,7.783e-11,2.752e-5
356.916,4.188e-5,3.927e-8,3.718e-10,3.807e-15,4.546e-10,7.784e-11,4.188e-5
356.921,6.128e-5,3.927e-8,3.719e-10,3.812e-15,4.546e-10,7.786e-11,6.128e-5
356.926,8.622e-5,3.927e-8,3.721e-10,3.816e-15,4.546e-10,7.787e-11,8.622e-5
356.931,1.166e-4,3.928e-8,3.722e-10,3.821e-15,4.546e-10,7.788e-11,1.166e-4
356.936,1.517e-4,3.928e-8,3.723e-10,3.825e-15,4.546e-10,7.789e-11,1.517e-4
356.941,1.897e-4,3.928e-8,3.725e-10,3.830e-15,4.546e-10,7.790e-11,1.897e-4
356.946,2.282e-4,3.928e-8,3.726e-10,3.834e-15,4.546e-10,7.791e-11,2.282e-4
356.951,2.638e-4,3.928e-8,3.727e-10,3.839e-15,4.546e-10,7.792e-11,2.638e-4
356.956,2.933e-4,3.928e-8,3.729e-10,3.843e-15,4.546e-10,7.793e-11,2.933e-4
356.961,3.135e-4,3.928e-8,3.730e-10,3.848e-15,4.546e-10,7.794e-11,3.135e-4
356.966,3.222e-4,3.928e-8,3.731e-10,3.853e-15,4.546e-10,7.796e-11,3.222e-4
356.971,3.185e-4,3.929e-8,3.733e-10,3.857e-15,4.547e-10,7.797e-11,3.185e-4
356.976,3.026e-4,3.929e-8,3.734e-10,3.862e-15,4.547e-10,7.798e-11,3.026e-4
356.981,2.765e-4,3.929e-8,3.735e-10,3.866e-15,4.547e-10,7.799e-11,2.765e-4
356.985,2.501e-4,3.929e-8,3.736e-10,3.870e-15,4.547e-10,7.800e-11,2.501e-4
356.990,2.129e-4,3.929e-8,3.738e-10,3.874e-15,4.547e-10,7.801e-11,2.129e-4
356.995,1.743e-4,3.929e-8,3.739e-10,3.879e-15,4.547e-10,7.802e-11,1.743e-4
357.000,1.372e-4,3.929e-8,3.740e-10,3.883e-15,4.547e-10,7.803e-11,1.372e-4
357.005,1.038e-4,3.929e-8,3.742e-10,3.888e-15,4.547e-10,7.804e-11,1.038e-4
357.010,7.557e-5,3.929e-8,3.743e-10,3.892e-15,4.547e-10,7.805e-11,7.557e-5
357.015,5.288e-5,3.930e-8,3.744e-10,3.897e-15,4.547e-10,7.806e-11,5.288e-5
357.020,3.558e-5,3.930e-8,3.746e-10,3.901e-15,4.547e-10,7.808e-11,3.558e-5
357.025,2.301e-5,3.930e-8,3.747e-10,3.906e-15,4.547e-10,7.809e-11,2.301e-5
357.030,1.432e-5,3.930e-8,3.748e-10,3.911e-15,4.547e-10,7.810e-11,1.432e-5
357.035,8.562e-6,3.930e-8,3.750e-10,3.915e-15,4.547e-10,7.811e-11,8.562e-6
357.040,4.924e-6,3.930e-8,3.751e-10,3.920e-15,4.547e-10,7.812e-11,4.924e-6
357.045,2.722e-6,3.930e-8,3.752e-10,3.924e-15,4.547e-10,7.813e-11,2.722e-6
357.050,1.447e-6,3.930e-8,3.754e-10,3.929e-15,4.547e-10,7.814e-11,1.447e-6
357.055,7.399e-7,3.931e-8,3.755e-10,3.933e-15,4.547e-10,7.815e-11,7.399e-7
357.060,3.637e-7,3.931e-8,3.756e-10,3.938e-15,4.547e-10,7.817e-11,3.637e-7
357.065,1.719e-7,3.931e-8,3.758e-10,3.942e-15,4.547e-10,7.818e-11,1.719e-7
357.070,7.812e-8,3.931e-8,3.759e-10,3.947e-15,4.547e-10,7.819e-11,7.812e-8
357.075,3.413e-8,3.931e-8,3.760e-10,3.951e-15,4.548e-10,7.820e-11,3.413e-8
357.080,1.434e-8,3.931e-8,3.762e-10,3.956e-15,4.548e-10,7.821e-11,1.434e-8
357.085,5.793e-9,3.931e-8,3.763e-10,3.960e-15,4.548e-10,7.822e-11,5.793e-9
357.090,2.250e-9,3.931e-8,3.764e-10,3.965e-15,4.548e-10,7.823e-11,2.250e-9
357.095,8.404e-10,3.932e-8,3.766e-10,3.969e-15,4.548e-10,7.824e-11,8.404e-10
357.100,3.018e-10,3.932e-8,3.767e-10,3.974e-15,4.548e-10,7.825e-11,3.018e-10
357.105,1.042e-10,3.932e-8,3.768e-10,3.979e-15,4.548e-10,7.827e-11,1.042e-10
357.110,3.460e-11,3.932e-8,3.770e-10,3.983e-15,4.548e-10,7.828e-11,3.460e-11
357.115,1.104e-11,3.932e-8,3.771e-10,3.988e-15,4.548e-10,7.829e-11,1.104e-11
357.120,3.390e-12,3.932e-8,3.772e-10,3.992e-15,4.548e-10,7.830e-11,3.390e-12
357.125,1.001e-12,3.932e-8,3.774e-10,3.997e-15,4.548e-10,7.831e-11,1.001e-12
357.130,2.839e-13,3.932e-8,3.775e-10,4.001e-15,4.548e-10,7.832e-11,2.839e-13
357.135,7.748e-14,3.933e-8,3.776e-10,4.006e-15,4.548e-10,7.833e-11,7.748e-14
357.140,2.033e-14,3.933e-8,3.778e-10,4.010e-15,4.548e-10,7.834e-11,2.033e-14
357.145,5.128e-15,3.933e-8,3.779e-10,4.015e-15,4.548e-10,7.835e-11,5.128e-15
357.150,1.244e-15,3.933e-8,3.780e-10,4.019e-15,4.548e-10,7.837e-11,1.244e-15
357.155,2.901e-16,3.933e-8,3.782e-10,4.024e-15,4.548e-10,7.838e-11,2.901e-16
357.160,6.505e-17,3.933e-8,3.783e-10,4.028e-15,4.548e-10,7.839e-11,6.505e-17
357.165,1.403e-17,3.933e-8,3.784e-10,4.033e-15,4.548e-10,7.840e-11,1.403e-17
357.170,2.908e-18,3.933e-8,3.786e-10,4.037e-15,4.548e-10,7.841e-11,2.908e-18
357.175,5.797e-19,3.934e-8,3.787e-10,4.042e-15,4.548e-10,7.842e-11,5.797e-19
357.180,1.111e-19,3.934e-8,3.788e-10,4.047e-15,4.549e-10,7.843e-11,1.111e-19
357.185,2.048e-20,3.934e-8,3.790e-10,4.051e-15,4.549e-10,7.844e-11,2.048e-20
357.190,3.629e-21,3.934e-8,3.791e-10,4.056e-15,4.549e-10,7.845e-11,3.629e-21
358.428,4.121e-10,3.964e-8,4.121e-10,5.178e-15,4.560e-10,8.121e-11,1.860e-18
358.433,2.379e-9,3.964e-8,2.379e-9,5.182e-15,4.560e-10,8.122e-11,1.868e-18
358.438,1.321e-8,3.964e-8,1.321e-8,5.187e-15,4.560e-10,8.124e-11,1.875e-18
358.443,7.053e-8,3.965e-8,7.053e-8,5.191e-15,4.560e-10,8.125e-11,1.883e-18
358.448,3.623e-7,3.965e-8,3.623e-7,5.196e-15,4.560e-10,8.126e-11,1.890e-18
358.453,1.790e-6,3.965e-8,1.790e-6,5.200e-15,4.561e-10,8.127e-11,1.898e-18
358.458,8.507e-6,3.965e-8,8.507e-6,5.205e-15,4.561e-10,8.128e-11,1.905e-18
358.463,3.889e-5,3.965e-8,3.889e-5,5.209e-15,4.561e-10,8.129e-11,1.913e-18
358.468,1.710e-4,3.965e-8,1.710e-4,5.214e-15,4.561e-10,8.130e-11,1.920e-18
358.473,7.233e-4,3.965e-8,7.233e-4,5.219e-15,4.561e-10,8.131e-11,1.928e-18
358.478,2.942e-3,3.965e-8,2.942e-3,5.223e-15,4.561e-10,8.132e-11,1.935e-18
358.483,1.151e-2,3.966e-8,1.151e-2,5.228e-15,4.561e-10,8.134e-11,1.943e-18
358.488,4.334e-2,3.966e-8,4.334e-2,5.232e-15,4.561e-10,8.135e-11,1.950e-18
358.493,1.569e-1,3.966e-8,1.569e-1,5.237e-15,4.561e-10,8.136e-11,1.958e-18
358.498,5.464e-1,3.966e-8,5.464e-1,5.241e-15,4.561e-10,8.137e-11,1.965e-18
358.503,1.830e+0,3.966e-8,1.830e+0,5.246e-15,4.561e-10,8.138e-11,1.972e-18
358.508,5.897e+0,3.966e-8,5.897e+0,5.250e-15,4.561e-10,8.139e-11,1.980e-18
358.513,1.828e+1,3.966e-8,1.828e+1,5.255e-15,4.561e-10,8.140e-11,1.987e-18
358.518,5.448e+1,3.966e-8,5.448e+1,5.259e-15,4.561e-10,8.141e-11,1.995e-18
358.523,1.562e+2,3.967e-8,1.562e+2,5.264e-15,4.561e-10,8.143e-11,2.002e-18
358.528,4.308e+2,3.967e-8,4.308e+2,5.268e-15,4.561e-10,8.144e-11,2.010e-18
358.533,1.143e+3,3.967e-8,1.143e+3,5.273e-15,4.561e-10,8.145e-11,2.017e-18
358.538,2.916e+3,3.967e-8,2.916e+3,5.277e-15,4.561e-10,8.146e-11,2.025e-18
358.543,7.158e+3,3.967e-8,7.158e+3,5.282e-15,4.561e-10,8.147e-11,2.032e-18
358.548,1.690e+4,3.967e-8,1.690e+4,5.287e-15,4.561e-10,8.148e-11,2.040e-18
358.553,3.838e+4,3.967e-8,3.838e+4,5.291e-15,4.561e-10,8.149e-11,2.047e-18
358.558,8.383e+4,3.967e-8,8.383e+4,5.296e-15,4.562e-10,8.150e-11,2.055e-18
358.563,1.761e+5,3.968e-8,1.761e+5,5.300e-15,4.562e-10,8.151e-11,2.062e-18
358.568,3.560e+5,3.968e-8,3.560e+5,5.305e-15,4.562e-10,8.153e-11,2.070e-18
358.573,6.921e+5,3.968e-8,6.921e+5,5.309e-15,4.562e-10,8.154e-11,2.077e-18
358.578,1.294e+6,3.968e-8,1.294e+6,5.314e-15,4.562e-10,8.155e-11,2.085e-18
358.583,2.328e+6,3.968e-8,2.328e+6,5.318e-15,4.562e-10,8.156e-11,2.092e-18
358.588,4.029e+6,3.968e-8,4.029e+6,5.323e-15,4.562e-10,8.157e-11,2.100e-18
358.593,6.706e+6,3.968e-8,6.706e+6,5.327e-15,4.562e-10,8.158e-11,2.107e-18
358.598,1.074e+7,3.968e-8,1.074e+7,5.332e-15,4.562e-10,8.159e-11,2.115e-18
358.603,1.655e+7,3.968e-8,1.655e+7,5.336e-15,4.562e-10,8.160e-11,2.122e-18
358.608,2.453e+7,3.969e-8,2.453e+7,5.341e-15,4.562e-10,8.161e-11,2.130e-18
358.613,3.500e+7,3.969e-8,3.500e+7,5.345e-15,4.562e-10,8.163e-11,2.137e-18
358.618,4.806e+7,3.969e-8,4.806e+7,5.350e-15,4.562e-10,8.164e-11,2.145e-18
358.623,6.354e+7,3.969e-8,6.354e+7,5.354e-15,4.562e-10,8.165e-11,2.152e-18
358.628,8.092e+7,3.969e-8,8.092e+7,5.359e-15,4.562e-10,8.166e-11,2.160e-18
