Wavelength (nm),Sum(calc),Al I (3.9e-2),Al II (7.6e-1),Al III (5.6e-4),Si I (2.2e-2),Si II (1.8e-1),Si III (1.5e-4)
263.082,2.817e+7,2.171e-9,1.010e+5,1.121e-18,2.807e+7,2.865e-12,5.698e-19
263.087,5.289e+7,2.171e-9,2.796e+5,1.121e-18,5.261e+7,2.855e-12,5.665e-19
263.092,9.247e+7,2.171e-9,7.201e+5,1.122e-18,9.175e+7,2.846e-12,5.631e-19
263.097,1.506e+8,2.172e-9,1.725e+6,1.122e-18,1.488e+8,2.837e-12,5.598e-19
263.102,2.285e+8,2.172e-9,3.845e+6,1.123e-18,2.246e+8,2.828e-12,5.564e-19
263.107,3.234e+8,2.172e-9,7.972e+6,1.124e-18,3.154e+8,2.818e-12,5.531e-19
263.112,4.274e+8,2.173e-9,1.538e+7,1.124e-18,4.120e+8,2.809e-12,5.497e-19
263.117,5.283e+8,2.173e-9,2.760e+7,1.125e-18,5.007e+8,2.800e-12,5.464e-19
263.122,6.122e+8,2.173e-9,4.608e+7,1.125e-18,5.662e+8,2.790e-12,5.430e-19
263.127,6.671e+8,2.173e-9,7.158e+7,1.126e-18,5.955e+8,2.781e-12,5.397e-19
263.132,6.862e+8,2.174e-9,1.035e+8,1.126e-18,5.827e+8,2.772e-12,5.363e-19
263.137,6.696e+8,2.174e-9,1.391e+8,1.127e-18,5.305e+8,2.762e-12,5.330e-19
263.142,6.233e+8,2.174e-9,1.740e+8,1.127e-18,4.493e+8,2.753e-12,5.296e-19
263.147,5.565e+8,2.175e-9,2.025e+8,1.128e-18,3.541e+8,2.744e-12,5.263e-19
263.152,4.787e+8,2.175e-9,2.192e+8,1.128e-18,2.595e+8,2.735e-12,5.229e-19
263.157,3.978e+8,2.175e-9,2.208e+8,1.129e-18,1.770e+8,2.725e-12,5.196e-19
263.162,3.192e+8,2.176e-9,2.069e+8,1.129e-18,1.123e+8,2.716e-12,5.162e-19
263.167,2.467e+8,2.176e-9,1.804e+8,1.130e-18,6.629e+7,2.707e-12,5.129e-19
263.172,1.827e+8,2.176e-9,1.463e+8,1.130e-18,3.640e+7,2.697e-12,5.095e-19
263.177,1.290e+8,2.177e-9,1.104e+8,1.131e-18,1.860e+7,2.688e-12,5.062e-19
263.182,8.634e+7,2.177e-9,7.750e+7,1.131e-18,8.839e+6,2.679e-12,5.028e-19
263.187,5.453e+7,2.177e-9,5.062e+7,1.132e-18,3.909e+6,2.669e-12,4.995e-19
263.192,3.236e+7,2.178e-9,3.076e+7,1.132e-18,1.608e+6,2.660e-12,4.961e-19
263.197,1.800e+7,2.178e-9,1.739e+7,1.133e-18,6.153e+5,2.651e-12,4.928e-19
263.202,9.363e+6,2.178e-9,9.144e+6,1.133e-18,2.191e+5,2.642e-12,4.894e-19
263.207,4.547e+6,2.178e-9,4.474e+6,1.134e-18,7.257e+4,2.632e-12,4.861e-19
263.212,2.059e+6,2.179e-9,2.037e+6,1.134e-18,2.236e+4,2.623e-12,4.827e-19
263.217,8.689e+5,2.179e-9,8.625e+5,1.135e-18,6.412e+3,2.614e-12,4.794e-19
263.222,3.415e+5,2.179e-9,3.398e+5,1.135e-18,1.710e+3,2.604e-12,4.760e-19
263.227,1.250e+5,2.180e-9,1.246e+5,1.136e-18,4.243e+2,2.595e-12,4.727e-19
263.232,4.258e+4,2.180e-9,4.248e+4,1.136e-18,9.796e+1,2.586e-12,4.693e-19
263.237,1.350e+4,2.180e-9,1.348e+4,1.137e-18,2.104e+1,2.576e-12,4.660e-19
263.242,3.982e+3,2.181e-9,3.978e+3,1.137e-18,4.203e+0,2.567e-12,4.626e-19
263.247,1.093e+3,2.181e-9,1.092e+3,1.138e-18,7.814e-1,2.558e-12,4.593e-19
263.252,2.792e+2,2.181e-9,2.791e+2,1.138e-18,1.351e-1,2.549e-12,4.559e-19
263.257,6.636e+1,2.182e-9,6.634e+1,1.139e-18,2.174e-2,2.539e-12,4.526e-19
263.262,1.467e+1,2.182e-9,1.467e+1,1.139e-18,3.254e-3,2.530e-12,4.492e-19
263.267,3.018e+0,2.182e-9,3.018e+0,1.140e-18,4.531e-4,2.521e-12,4.458e-19
263.272,5.776e-1,2.182e-9,5.776e-1,1.140e-18,5.869e-5,2.511e-12,4.425e-19
263.277,1.029e-1,2.183e-9,1.028e-1,1.141e-18,7.074e-6,2.502e-12,4.391e-19
263.282,1.704e-2,2.183e-9,1.704e-2,1.141e-18,7.931e-7,2.493e-12,4.358e-19
263.287,2.626e-3,2.183e-9,2.626e-3,1.142e-18,8.273e-8,2.483e-12,4.324e-19
263.292,3.765e-4,2.184e-9,3.765e-4,1.142e-18,8.029e-9,2.474e-12,4.291e-19
263.297,5.022e-5,2.184e-9,5.022e-5,1.143e-18,8.028e-9,2.465e-12,4.257e-19
263.302,6.233e-6,2.184e-9,6.233e-6,1.143e-18,8.027e-9,2.456e-12,4.224e-19
263.307,7.196e-7,2.185e-9,7.196e-7,1.144e-18,8.026e-9,2.446e-12,4.190e-19
263.312,7.730e-8,2.185e-9,7.730e-8,1.144e-18,8.025e-9,2.437e-12,4.157e-19
263.317,7.725e-9,2.185e-9,7.725e-9,1.145e-18,8.025e-9,2.428e-12,4.123e-19
263.322,7.182e-10,2.186e-9,7.182e-10,1.145e-18,8.024e-9,2.418e-12,4.090e-19
263.601,2.284e-11,2.203e-9,2.284e-11,1.174e-18,7.976e-9,1.899e-12,2.220e-19
263.606,2.465e-10,2.203e-9,2.465e-10,1.174e-18,7.975e-9,1.890e-12,2.186e-19
263.611,2.475e-9,2.203e-9,2.475e-9,1.175e-18,7.974e-9,1.881e-12,2.153e-19
263.616,2.314e-8,2.204e-9,2.314e-8,1.175e-18,7.973e-9,1.872e-12,2.119e-19
263.621,2.013e-7,2.204e-9,2.013e-7,1.176e-18,7.973e-9,1.862e-12,2.086e-19
263.626,1.629e-6,2.204e-9,1.629e-6,1.176e-18,7.972e-9,1.853e-12,2.052e-19
263.631,1.228e-5,2.205e-9,1.228e-5,1.177e-18,7.971e-9,1.844e-12,2.019e-19
263.636,8.607e-5,2.205e-9,8.607e-5,1.177e-18,7.970e-9,1.834e-12,1.985e-19
263.641,5.616e-4,2.205e-9,5.616e-4,1.178e-18,7.969e-9,1.825e-12,1.952e-19
263.646,3.411e-3,2.205e-9,3.411e-3,1.178e-18,7.968e-9,1.816e-12,1.918e-19
263.651,1.928e-2,2.206e-9,1.928e-2,1.179e-18,7.967e-9,1.806e-12,1.885e-19
263.656,1.014e-1,2.206e-9,1.014e-1,1.179e-18,7.967e-9,1.797e-12,1.851e-19
263.661,4.963e-1,2.206e-9,4.963e-1,1.180e-18,7.966e-9,1.788e-12,1.818e-19
263.666,2.261e+0,2.207e-9,2.261e+0,1.180e-18,7.965e-9,1.779e-12,1.784e-19
263.671,9.586e+0,2.207e-9,9.586e+0,1.181e-18,7.964e-9,1.769e-12,1.751e-19
263.676,3.783e+1,2.207e-9,3.783e+1,1.181e-18,7.963e-9,1.760e-12,1.717e-19
263.681,1.389e+2,2.208e-9,1.389e+2,1.182e-18,7.962e-9,1.751e-12,1.684e-19
263.686,4.747e+2,2.208e-9,4.747e+2,1.182e-18,7.961e-9,1.741e-12,1.650e-19
263.691,1.510e+3,2.208e-9,1.510e+3,1.183e-18,7.961e-9,1.732e-12,1.617e-19
263.696,4.469e+3,2.209e-9,4.469e+3,1.183e-18,7.960e-9,1.723e-12,1.583e-19
263.701,1.231e+4,2.209e-9,1.231e+4,1.184e-18,7.959e-9,1.713e-12,1.550e-19
263.706,3.156e+4,2.209e-9,3.156e+4,1.184e-18,7.958e-9,1.704e-12,1.516e-19
263.711,7.530e+4,2.209e-9,7.530e+4,1.185e-18,7.957e-9,1.695e-12,1.483e-19
263.716,1.672e+5,2.210e-9,1.672e+5,1.185e-18,7.956e-9,1.686e-12,1.449e-19
263.721,3.455e+5,2.210e-9,3.455e+5,1.186e-18,7.955e-9,1.676e-12,1.416e-19
263.726,6.645e+5,2.210e-9,6.645e+5,1.186e-18,7.955e-9,1.667e-12,1.382e-19
263.731,1.189e+6,2.211e-9,1.189e+6,1.187e-18,7.954e-9,1.658e-12,1.349e-19
263.736,1.981e+6,2.211e-9,1.981e+6,1.187e-18,7.953e-9,1.648e-12,1.315e-19
263.741,3.071e+6,2.211e-9,3.071e+6,1.188e-18,7.952e-9,1.639e-12,1.282e-19
263.746,4.431e+6,2.212e-9,4.431e+6,1.188e-18,7.951e-9,1.630e-12,1.248e-19
263.751,5.951e+6,2.212e-9,5.951e+6,1.189e-18,7.950e-9,1.620e-12,1.215e-19
263.756,7.440e+6,2.212e-9,7.440e+6,1.189e-18,7.950e-9,1.611e-12,1.181e-19
263.761,8.662e+6,2.213e-9,8.662e+6,1.190e-18,7.949e-9,1.602e-12,1.147e-19
263.766,9.399e+6,2.213e-9,9.399e+6,1.190e-18,7.948e-9,1.593e-12,1.114e-19
263.771,9.521e+6,2.213e-9,9.521e+6,1.191e-18,7.947e-9,1.583e-12,1.080e-19
263.776,9.040e+6,2.213e-9,9.040e+6,1.191e-18,7.946e-9,1.574e-12,1.047e-19
263.781,8.110e+6,2.214e-9,8.110e+6,1.192e-18,7.945e-9,1.565e-12,1.013e-19
263.786,6.992e+6,2.214e-9,6.992e+6,1.192e-18,7.944e-9,1.555e-12,9.799e-20
263.791,5.971e+6,2.214e-9,5.971e+6,1.193e-18,7.944e-9,1.546e-12,9.464e-20
263.796,5.281e+6,2.215e-9,5.281e+6,1.193e-18,7.943e-9,1.537e-12,9.129e-20
263.801,5.042e+6,2.215e-9,5.042e+6,1.194e-18,7.942e-9,1.527e-12,8.794e-20
263.806,5.236e+6,2.215e-9,5.236e+6,1.194e-18,7.941e-9,1.518e-12,8.459e-20
263.811,5.726e+6,2.216e-9,5.726e+6,1.195e-18,7.940e-9,1.509e-12,8.124e-20
263.816,6.301e+6,2.216e-9,6.301e+6,1.196e-18,7.939e-9,1.500e-12,7.788e-20
263.821,6.754e+6,2.216e-9,6.754e+6,1.196e-18,7.938e-9,1.490e-12,7.453e-20
263.826,6.937e+6,2.217e-9,6.937e+6,1.197e-18,7.938e-9,1.481e-12,7.118e-20
263.831,6.811e+6,2.217e-9,6.811e+6,1.197e-18,7.937e-9,1.472e-12,6.783e-20
263.836,6.445e+6,2.217e-9,6.445e+6,1.198e-18,7.936e-9,1.462e-12,6.448e-20
263.841,5.976e+6,2.217e-9,5.976e+6,1.198e-18,7.935e-9,1.453e-12,6.113e-20
263.846,5.551e+6,2.218e-9,5.551e+6,1.199e-18,7.934e-9,1.444e-12,5.778e-20
263.851,5.265e+6,2.218e-9,5.265e+6,1.199e-18,7.933e-9,1.434e-12,5.443e-20
263.856,5.127e+6,2.218e-9,5.127e+6,1.200e-18,7.932e-9,1.425e-12,5.107e-20
263.861,5.064e+6,2.219e-9,5.064e+6,1.200e-18,7.932e-9,1.416e-12,4.772e-20
263.866,4.965e+6,2.219e-9,4.965e+6,1.201e-18,7.931e-9,1.407e-12,4.437e-20
263.871,4.725e+6,2.219e-9,4.725e+6,1.201e-18,7.930e-9,1.397e-12,4.102e-20
263.876,4.291e+6,2.220e-9,4.291e+6,1.202e-18,7.929e-9,1.388e-12,3.767e-20
263.881,3.680e+6,2.220e-9,3.680e+6,1.202e-18,7.928e-9,1.379e-12,3.432e-20
263.886,2.961e+6,2.220e-9,2.961e+6,1.203e-18,7.927e-9,1.369e-12,3.097e-20
263.891,2.227e+6,2.221e-9,2.227e+6,1.203e-18,7.926e-9,1.360e-12,2.762e-20
263.896,1.562e+6,2.221e-9,1.562e+6,1.204e-18,7.926e-9,1.351e-12,2.426e-20
263.901,1.021e+6,2.221e-9,1.021e+6,1.204e-18,7.925e-9,1.341e-12,2.091e-20
263.906,6.216e+5,2.221e-9,6.216e+5,1.205e-18,7.924e-9,1.332e-12,1.756e-20
263.911,3.524e+5,2.222e-9,3.524e+5,1.205e-18,7.923e-9,1.323e-12,1.421e-20
263.916,1.859e+5,2.222e-9,1.859e+5,1.206e-18,7.922e-9,1.314e-12,1.525e-19
263.921,9.131e+4,2.222e-9,9.131e+4,1.206e-18,7.921e-9,1.304e-12,1.523e-18
263.926,4.174e+4,2.223e-9,4.174e+4,1.207e-18,7.920e-9,1.295e-12,1.416e-17
263.931,1.776e+4,2.223e-9,1.776e+4,1.207e-18,7.920e-9,1.286e-12,1.226e-16
263.936,7.032e+3,2.223e-9,7.032e+3,1.208e-18,7.919e-9,1.276e-12,9.875e-16
263.941,2.592e+3,2.224e-9,2.592e+3,1.208e-18,7.918e-9,1.267e-12,7.405e-15
263.946,8.890e+2,2.224e-9,8.890e+2,1.209e-18,7.917e-9,1.258e-12,5.168e-14
263.951,2.838e+2,2.224e-9,2.838e+2,1.209e-18,7.916e-9,1.248e-12,3.358e-13
263.956,8.432e+1,2.225e-9,8.432e+1,1.210e-18,7.915e-9,1.239e-12,2.030e-12
263.961,2.332e+1,2.225e-9,2.332e+1,1.210e-18,7.914e-9,1.230e-12,1.143e-11
263.966,6.002e+0,2.225e-9,6.002e+0,1.211e-18,7.914e-9,1.221e-12,5.988e-11
263.971,1.438e+0,2.225e-9,1.438e+0,1.211e-18,7.913e-9,1.211e-12,2.920e-10
263.976,3.205e-1,2.226e-9,3.205e-1,1.212e-18,7.912e-9,1.202e-12,1.326e-9
263.981,6.650e-2,2.226e-9,6.650e-2,1.212e-18,7.911e-9,1.193e-12,5.602e-9
263.986,1.284e-2,2.226e-9,1.284e-2,1.213e-18,7.910e-9,1.183e-12,2.203e-8
263.991,2.308e-3,2.227e-9,2.308e-3,1.213e-18,7.909e-9,1.174e-12,8.066e-8
263.996,3.864e-4,2.227e-9,3.861e-4,1.214e-18,7.908e-9,1.165e-12,2.748e-7
264.001,6.098e-5,2.227e-9,6.011e-5,1.214e-18,7.908e-9,1.156e-12,8.718e-7
264.006,1.128e-5,2.228e-9,8.710e-6,1.215e-18,7.907e-9,1.146e-12,2.574e-6
264.011,8.248e-6,2.228e-9,1.175e-6,1.215e-18,7.906e-9,1.137e-12,7.073e-6
264.016,1.824e-5,2.228e-9,1.474e-7,1.216e-18,7.905e-9,1.128e-12,1.809e-5
264.021,4.310e-5,2.229e-9,1.722e-8,1.216e-18,7.904e-9,1.118e-12,4.308e-5
264.026,9.549e-5,2.229e-9,1.872e-9,1.217e-18,7.903e-9,1.109e-12,9.548e-5
264.031,1.970e-4,2.229e-9,1.895e-10,1.217e-18,7.902e-9,1.100e-12,1.970e-4
264.036,3.782e-4,2.230e-9,1.784e-11,1.218e-18,7.902e-9,1.090e-12,3.782e-4
264.041,6.761e-4,2.230e-9,1.564e-12,1.218e-18,7.901e-9,1.081e-12,6.761e-4
264.046,1.125e-3,2.230e-9,1.836e-12,1.219e-18,7.900e-9,1.072e-12,1.125e-3
264.051,1.742e-3,2.230e-9,2.107e-12,1.219e-18,7.899e-9,1.063e-12,1.742e-3
264.056,2.511e-3,2.231e-9,2.379e-12,1.220e-18,7.898e-9,1.053e-12,2.511e-3
264.061,3.369e-3,2.231e-9,2.651e-12,1.220e-18,7.897e-9,1.044e-12,3.369e-3
264.066,4.207e-3,2.231e-9,2.922e-12,1.221e-18,7.896e-9,1.035e-12,4.207e-3
264.071,4.891e-3,2.232e-9,3.194e-12,1.221e-18,7.896e-9,1.025e-12,4.891e-3
264.075,5.239e-3,2.232e-9,3.411e-12,1.222e-18,7.895e-9,1.018e-12,5.239e-3
264.080,5.353e-3,2.232e-9,3.683e-12,1.222e-18,7.894e-9,1.009e-12,5.353e-3
264.085,5.091e-3,2.233e-9,3.955e-12,1.223e-18,7.893e-9,9.993e-13,5.091e-3
264.090,4.507e-3,2.233e-9,4.226e-12,1.223e-18,7.892e-9,9.900e-13,4.507e-3
264.095,3.714e-3,2.233e-9,4.498e-12,1.224e-18,7.892e-9,9.807e-13,3.714e-3
264.100,2.848e-3,2.233e-9,4.770e-12,1.224e-18,7.891e-9,9.714e-13,2.848e-3
264.105,2.034e-3,2.234e-9,5.041e-12,1.225e-18,7.890e-9,9.621e-13,2.034e-3
264.110,1.351e-3,2.234e-9,5.313e-12,1.225e-18,7.889e-9,9.528e-13,1.351e-3
264.115,8.359e-4,2.234e-9,5.585e-12,1.226e-18,7.888e-9,9.435e-13,8.359e-4
264.120,4.813e-4,2.235e-9,5.856e-12,1.226e-18,7.887e-9,9.342e-13,4.813e-4
264.125,2.579e-4,2.235e-9,6.128e-12,1.227e-18,7.886e-9,9.249e-13,2.579e-4
264.130,1.287e-4,2.235e-9,6.400e-12,1.227e-18,7.886e-9,9.156e-13,1.287e-4
264.135,5.974e-5,2.236e-9,6.671e-12,1.228e-18,7.885e-9,9.063e-13,5.974e-5
264.140,2.582e-5,2.236e-9,6.943e-12,1.228e-18,7.884e-9,8.970e-13,2.582e-5
264.145,1.039e-5,2.236e-9,7.215e-12,1.229e-18,7.883e-9,8.877e-13,1.039e-5
264.150,3.890e-6,2.237e-9,7.486e-12,1.229e-18,7.882e-9,8.784e-13,3.890e-6
264.155,1.356e-6,2.237e-9,7.758e-12,1.230e-18,7.881e-9,8.691e-13,1.356e-6
264.160,4.399e-7,2.237e-9,8.030e-12,1.230e-18,7.880e-9,8.598e-13,4.399e-7
264.165,1.328e-7,2.237e-9,8.301e-12,1.231e-18,7.880e-9,8.505e-13,1.328e-7
264.170,3.734e-8,2.238e-9,8.573e-12,1.231e-18,7.879e-9,8.412e-13,3.734e-8
264.175,9.771e-9,2.238e-9,8.845e-12,1.232e-18,7.878e-9,8.319e-13,9.771e-9
264.180,2.380e-9,2.238e-9,9.116e-12,1.232e-18,7.877e-9,8.226e-13,2.380e-9
264.185,5.395e-10,2.239e-9,9.388e-12,1.233e-18,7.876e-9,8.133e-13,5.395e-10
264.190,1.138e-10,2.239e-9,9.660e-12,1.233e-18,7.875e-9,8.040e-13,1.138e-10
264.195,2.236e-11,2.239e-9,9.931e-12,1.234e-18,7.874e-9,7.947e-13,2.236e-11
264.200,4.088e-12,2.240e-9,1.020e-11,1.235e-18,7.874e-9,7.854e-13,4.088e-12
264.205,6.957e-13,2.240e-9,1.047e-11,1.235e-18,7.873e-9,7.761e-13,6.957e-13
264.210,1.102e-13,2.240e-9,1.075e-11,1.236e-18,7.872e-9,7.668e-13,1.102e-13
264.215,1.625e-14,2.241e-9,1.102e-11,1.236e-18,7.871e-9,7.575e-13,1.625e-14
264.220,2.230e-15,2.241e-9,1.129e-11,1.237e-18,7.870e-9,7.482e-13,2.230e-15
264.225,2.848e-16,2.241e-9,1.156e-11,1.237e-18,7.869e-9,7.389e-13,2.848e-16
264.230,3.387e-17,2.241e-9,1.183e-11,1.238e-18,7.868e-9,7.296e-13,3.387e-17
264.235,3.749e-18,2.242e-9,1.210e-11,1.238e-18,7.868e-9,7.203e-13,3.749e-18
264.240,3.862e-19,2.242e-9,1.238e-11,1.239e-18,7.867e-9,7.110e-13,3.862e-19
264.245,3.704e-20,2.242e-9,1.265e-11,1.239e-18,7.866e-9,7.017e-13,3.704e-20
264.250,3.306e-21,2.243e-9,1.292e-11,1.240e-18,7.865e-9,6.924e-13,3.306e-21
264.385,4.413e-13,2.251e-9,2.025e-11,1.253e-18,7.842e-9,4.413e-13,3.456e-21
264.390,4.763e-12,2.251e-9,2.053e-11,1.254e-18,7.841e-9,4.763e-12,3.462e-21
264.395,4.787e-11,2.252e-9,2.080e-11,1.254e-18,7.840e-9,4.787e-11,3.467e-21
264.400,4.479e-10,2.252e-9,2.107e-11,1.255e-18,7.839e-9,4.479e-10,3.473e-21
264.405,3.902e-9,2.252e-9,2.134e-11,1.255e-18,7.838e-9,3.902e-9,3.478e-21
264.410,3.165e-8,2.253e-9,2.161e-11,1.256e-18,7.838e-9,3.165e-8,3.484e-21
264.415,2.390e-7,2.253e-9,2.188e-11,1.256e-18,7.837e-9,2.390e-7,3.490e-21
264.420,1.680e-6,2.253e-9,2.216e-11,1.257e-18,7.836e-9,1.680e-6,3.495e-21
264.425,1.100e-5,2.253e-9,2.243e-11,1.257e-18,7.835e-9,1.100e-5,3.501e-21
264.430,6.704e-5,2.254e-9,2.270e-11,1.258e-18,7.834e-9,6.704e-5,3.506e-21
264.435,3.804e-4,2.254e-9,2.297e-11,1.258e-18,7.833e-9,3.804e-4,3.512e-21
264.440,2.010e-3,2.254e-9,2.324e-11,1.259e-18,7.832e-9,2.010e-3,3.518e-21
264.445,9.886e-3,2.255e-9,2.351e-11,1.259e-18,7.832e-9,9.886e-3,3.523e-21
264.450,4.528e-2,2.255e-9,2.379e-11,1.260e-18,7.831e-9,4.528e-2,3.529e-21
264.455,1.931e-1,2.255e-9,2.406e-11,1.260e-18,7.830e-9,1.931e-1,3.534e-21
264.460,7.665e-1,2.256e-9,2.433e-11,1.261e-18,7.829e-9,7.665e-1,3.540e-21
264.465,2.833e+0,2.256e-9,2.460e-11,1.261e-18,7.828e-9,2.833e+0,3.545e-21
264.470,9.751e+0,2.256e-9,2.487e-11,1.262e-18,7.827e-9,9.751e+0,3.551e-21
264.475,3.124e+1,2.257e-9,2.514e-11,1.262e-18,7.827e-9,3.124e+1,3.557e-21
264.480,9.321e+1,2.257e-9,2.542e-11,1.263e-18,7.826e-9,9.321e+1,3.562e-21
264.485,2.589e+2,2.257e-9,2.569e-11,1.263e-18,7.825e-9,2.589e+2,3.568e-21
264.490,6.696e+2,2.257e-9,2.596e-11,1.264e-18,7.824e-9,6.696e+2,3.573e-21
264.495,1.612e+3,2.258e-9,2.623e-11,1.264e-18,7.823e-9,1.612e+3,3.579e-21
264.500,3.614e+3,2.258e-9,2.650e-11,1.265e-18,7.822e-9,3.614e+3,3.584e-21
264.505,7.544e+3,2.258e-9,2.677e-11,1.265e-18,7.821e-9,7.544e+3,3.590e-21
264.510,1.466e+4,2.259e-9,2.705e-11,1.266e-18,7.821e-9,1.466e+4,3.596e-21
264.515,2.652e+4,2.259e-9,2.732e-11,1.267e-18,7.820e-9,2.652e+4,3.601e-21
264.520,4.468e+4,2.259e-9,2.759e-11,1.267e-18,7.819e-9,4.468e+4,3.607e-21
264.525,7.008e+4,2.260e-9,2.786e-11,1.268e-18,7.818e-9,7.008e+4,3.612e-21
264.530,1.023e+5,2.260e-9,2.813e-11,1.268e-18,7.817e-9,1.023e+5,3.618e-21
264.535,1.391e+5,2.260e-9,2.840e-11,1.269e-18,7.816e-9,1.391e+5,3.623e-21
264.540,1.761e+5,2.261e-9,2.868e-11,1.269e-18,7.815e-9,1.761e+5,3.629e-21
264.545,2.076e+5,2.261e-9,2.895e-11,1.270e-18,7.815e-9,2.076e+5,3.635e-21
264.550,2.278e+5,2.261e-9,2.922e-11,1.270e-18,7.814e-9,2.278e+5,3.640e-21
264.555,2.327e+5,2.261e-9,2.949e-11,1.271e-18,7.813e-9,2.327e+5,3.646e-21
264.560,2.214e+5,2.262e-9,2.976e-11,1.271e-18,7.812e-9,2.214e+5,3.651e-21
264.565,1.960e+5,2.262e-9,3.003e-11,1.272e-18,7.811e-9,1.960e+5,3.657e-21
264.570,1.617e+5,2.262e-9,3.031e-11,1.272e-18,7.810e-9,1.617e+5,3.662e-21
264.575,1.241e+5,2.263e-9,3.058e-11,1.273e-18,7.809e-9,1.241e+5,3.668e-21
264.580,8.871e+4,2.263e-9,3.085e-11,1.273e-18,7.809e-9,8.871e+4,3.674e-21
264.585,5.904e+4,2.263e-9,3.112e-11,1.274e-18,7.808e-9,5.904e+4,3.679e-21
264.590,3.658e+4,2.264e-9,3.139e-11,1.274e-18,7.807e-9,3.658e+4,3.685e-21
264.595,2.110e+4,2.264e-9,3.166e-11,1.275e-18,7.806e-9,2.110e+4,3.690e-21
264.600,1.134e+4,2.264e-9,3.194e-11,1.275e-18,7.805e-9,1.134e+4,3.696e-21
264.605,5.669e+3,2.265e-9,3.221e-11,1.276e-18,7.804e-9,5.669e+3,3.701e-21
264.610,2.639e+3,2.265e-9,3.248e-11,1.276e-18,7.803e-9,2.639e+3,3.707e-21
264.615,1.144e+3,2.265e-9,3.275e-11,1.277e-18,7.803e-9,1.144e+3,3.713e-21
264.620,4.618e+2,2.265e-9,3.302e-11,1.277e-18,7.802e-9,4.618e+2,3.718e-21
264.625,1.735e+2,2.266e-9,3.329e-11,1.278e-18,7.801e-9,1.735e+2,3.724e-21
264.630,6.072e+1,2.266e-9,3.357e-11,1.278e-18,7.800e-9,6.072e+1,3.729e-21
264.635,1.978e+1,2.266e-9,3.384e-11,1.279e-18,7.799e-9,1.978e+1,3.735e-21
264.640,5.999e+0,2.267e-9,3.411e-11,1.279e-18,7.798e-9,5.999e+0,3.740e-21
264.645,1.694e+0,2.267e-9,3.438e-11,1.280e-18,7.797e-9,1.694e+0,3.746e-21
264.650,4.454e-1,2.267e-9,3.465e-11,1.280e-18,7.797e-9,4.454e-1,3.752e-21
264.655,1.090e-1,2.268e-9,3.492e-11,1.281e-18,7.796e-9,1.090e-1,3.757e-21
264.660,2.485e-2,2.268e-9,3.520e-11,1.281e-18,7.795e-9,2.485e-2,3.763e-21
264.665,5.272e-3,2.268e-9,3.547e-11,1.282e-18,7.794e-9,5.272e-3,3.768e-21
264.670,1.042e-3,2.269e-9,3.574e-11,1.282e-18,7.793e-9,1.042e-3,3.774e-21
264.675,1.916e-4,2.269e-9,3.601e-11,1.283e-18,7.792e-9,1.916e-4,3.779e-21
264.680,3.281e-5,2.269e-9,3.628e-11,1.283e-18,7.791e-9,3.281e-5,3.785e-21
264.685,5.232e-6,2.269e-9,3.655e-11,1.284e-18,7.791e-9,5.232e-6,3.791e-21
264.690,7.768e-7,2.270e-9,3.683e-11,1.284e-18,7.790e-9,7.768e-7,3.796e-21
264.695,1.074e-7,2.270e-9,3.710e-11,1.285e-18,7.789e-9,1.074e-7,3.802e-21
264.700,1.382e-8,2.270e-9,3.737e-11,1.285e-18,7.788e-9,1.382e-8,3.807e-21
264.705,1.656e-9,2.271e-9,3.764e-11,1.286e-18,7.787e-9,1.656e-9,3.813e-21
264.710,1.847e-10,2.271e-9,3.791e-11,1.286e-18,7.786e-9,1.847e-10,3.818e-21
264.715,1.918e-11,2.271e-9,3.818e-11,1.287e-18,7.785e-9,1.918e-11,3.824e-21
264.720,1.855e-12,2.272e-9,3.846e-11,1.287e-18,7.785e-9,1.855e-12,3.830e-21
264.725,1.670e-13,2.272e-9,3.873e-11,1.288e-18,7.784e-9,1.670e-13,3.835e-21
265.079,2.294e-9,2.294e-9,5.796e-11,1.324e-18,7.723e-9,3.195e-13,4.230e-21
265.084,2.445e-8,2.445e-8,5.823e-11,1.324e-18,7.722e-9,3.216e-13,4.235e-21
265.089,2.428e-7,2.428e-7,5.850e-11,1.325e-18,7.721e-9,3.238e-13,4.241e-21
265.094,2.245e-6,2.245e-6,5.878e-11,1.325e-18,7.721e-9,3.259e-13,4.246e-21
265.099,1.934e-5,1.934e-5,5.905e-11,1.326e-18,7.720e-9,3.281e-13,4.252e-21
265.104,1.552e-4,1.552e-4,5.932e-11,1.326e-18,7.719e-9,3.302e-13,4.258e-21
265.109,1.159e-3,1.159e-3,5.959e-11,1.327e-18,7.718e-9,3.324e-13,4.263e-21
265.114,8.068e-3,8.068e-3,5.986e-11,1.327e-18,7.717e-9,3.345e-13,4.269e-21
265.119,5.230e-2,5.230e-2,6.013e-11,1.328e-18,7.716e-9,3.367e-13,4.274e-21
265.124,3.158e-1,3.158e-1,6.041e-11,1.328e-18,7.715e-9,3.388e-13,4.280e-21
265.129,1.776e+0,1.776e+0,6.068e-11,1.329e-18,7.715e-9,3.410e-13,4.285e-21
265.134,9.300e+0,9.300e+0,6.095e-11,1.329e-18,7.714e-9,3.431e-13,4.291e-21
265.139,4.537e+1,4.537e+1,6.122e-11,1.330e-18,7.713e-9,3.453e-13,4.297e-21
