Wavelength (nm),Sum(calc),Mn I (1.3e-2),Mn II (3.9e-1),Cu I (5.2e-2),Cu II (5.5e-1)
444.968,3.592e+0,3.592e+0,6.246e-12,2.023e-10,1.038e-12
444.973,9.299e+0,9.299e+0,6.246e-12,2.022e-10,1.038e-12
444.978,2.347e+1,2.347e+1,6.247e-12,2.021e-10,1.038e-12
444.983,5.778e+1,5.778e+1,6.247e-12,2.020e-10,1.038e-12
444.988,1.387e+2,1.387e+2,6.247e-12,2.020e-10,1.038e-12
444.993,3.246e+2,3.246e+2,6.247e-12,2.019e-10,1.038e-12
444.998,7.407e+2,7.407e+2,6.247e-12,2.018e-10,1.038e-12
445.003,1.648e+3,1.648e+3,6.247e-12,2.017e-10,1.038e-12
445.008,3.576e+3,3.576e+3,6.248e-12,2.016e-10,1.038e-12
445.013,7.566e+3,7.566e+3,6.248e-12,2.015e-10,1.038e-12
445.018,1.561e+4,1.561e+4,6.248e-12,2.014e-10,1.038e-12
445.023,3.140e+4,3.140e+4,6.248e-12,2.013e-10,1.038e-12
445.028,6.158e+4,6.158e+4,6.248e-12,2.012e-10,1.038e-12
445.033,1.178e+5,1.178e+5,6.248e-12,2.011e-10,1.038e-12
445.038,2.196e+5,2.196e+5,6.249e-12,2.010e-10,1.038e-12
445.043,3.994e+5,3.994e+5,6.249e-12,2.009e-10,1.038e-12
445.048,7.082e+5,7.082e+5,6.249e-12,2.008e-10,1.038e-12
445.053,1.224e+6,1.224e+6,6.249e-12,2.007e-10,1.038e-12
445.058,2.064e+6,2.064e+6,6.249e-12,2.006e-10,1.038e-12
445.063,3.393e+6,3.393e+6,6.249e-12,2.006e-10,1.038e-12
445.068,5.439e+6,5.439e+6,6.249e-12,2.005e-10,1.038e-12
445.073,8.502e+6,8.502e+6,6.250e-12,2.004e-10,1.038e-12
445.078,1.296e+7,1.296e+7,6.250e-12,2.003e-10,1.038e-12
445.083,1.925e+7,1.925e+7,6.250e-12,2.002e-10,1.038e-12
445.088,2.790e+7,2.790e+7,6.250e-12,2.001e-10,1.038e-12
445.093,3.942e+7,3.942e+7,6.250e-12,2.000e-10,1.038e-12
445.098,5.431e+7,5.431e+7,6.250e-12,1.999e-10,1.038e-12
445.103,7.296e+7,7.296e+7,6.251e-12,1.998e-10,1.038e-12
445.108,9.558e+7,9.558e+7,6.251e-12,1.997e-10,1.038e-12
445.113,1.221e+8,1.221e+8,6.251e-12,1.996e-10,1.038e-12
445.118,1.520e+8,1.520e+8,6.251e-12,1.995e-10,1.038e-12
445.123,1.847e+8,1.847e+8,6.251e-12,1.994e-10,1.038e-12
445.128,2.187e+8,2.187e+8,6.251e-12,1.993e-10,1.038e-12
445.133,2.525e+8,2.525e+8,6.252e-12,1.993e-10,1.038e-12
445.138,2.843e+8,2.843e+8,6.252e-12,1.992e-10,1.038e-12
445.143,3.121e+8,3.121e+8,6.252e-12,1.991e-10,1.038e-12
445.148,3.341e+8,3.341e+8,6.252e-12,1.990e-10,1.038e-12
445.153,3.488e+8,3.488e+8,6.252e-12,1.989e-10,1.038e-12
445.158,3.550e+8,3.550e+8,6.252e-12,1.988e-10,1.038e-12
445.162,3.537e+8,3.537e+8,6.253e-12,1.987e-10,1.038e-12
445.167,3.441e+8,3.441e+8,6.253e-12,1.986e-10,1.038e-12
445.172,3.264e+8,3.264e+8,6.253e-12,1.985e-10,1.038e-12
445.177,3.021e+8,3.021e+8,6.253e-12,1.984e-10,1.039e-12
445.182,2.727e+8,2.727e+8,6.253e-12,1.983e-10,1.039e-12
445.187,2.402e+8,2.402e+8,6.253e-12,1.982e-10,1.039e-12
445.192,2.065e+8,2.065e+8,6.254e-12,1.982e-10,1.039e-12
445.197,1.734e+8,1.734e+8,6.254e-12,1.981e-10,1.039e-12
445.202,1.424e+8,1.424e+8,6.254e-12,1.980e-10,1.039e-12
445.207,1.147e+8,1.147e+8,6.254e-12,1.979e-10,1.039e-12
445.212,9.079e+7,9.079e+7,6.254e-12,1.978e-10,1.039e-12
445.217,7.111e+7,7.111e+7,6.254e-12,1.977e-10,1.039e-12
445.222,5.562e+7,5.562e+7,6.254e-12,1.976e-10,1.039e-12
445.227,4.407e+7,4.407e+7,6.255e-12,1.975e-10,1.039e-12
445.232,3.606e+7,3.606e+7,6.255e-12,1.974e-10,1.039e-12
445.237,3.111e+7,3.111e+7,6.255e-12,1.973e-10,1.039e-12
445.242,2.874e+7,2.874e+7,6.255e-12,1.972e-10,1.039e-12
445.247,2.846e+7,2.846e+7,6.255e-12,1.971e-10,1.039e-12
445.252,2.987e+7,2.987e+7,6.255e-12,1.970e-10,1.039e-12
445.257,3.256e+7,3.256e+7,6.256e-12,1.969e-10,1.039e-12
445.262,3.619e+7,3.619e+7,6.256e-12,1.969e-10,1.039e-12
445.267,4.041e+7,4.041e+7,6.256e-12,1.968e-10,1.039e-12
445.272,4.488e+7,4.488e+7,6.256e-12,1.967e-10,1.039e-12
445.277,4.929e+7,4.929e+7,6.256e-12,1.966e-10,1.039e-12
445.282,5.329e+7,5.329e+7,6.256e-12,1.965e-10,1.039e-12
445.287,5.657e+7,5.657e+7,6.257e-12,1.964e-10,1.039e-12
445.292,5.887e+7,5.887e+7,6.257e-12,1.963e-10,1.039e-12
445.297,5.997e+7,5.997e+7,6.257e-12,1.962e-10,1.039e-12
445.302,5.976e+7,5.976e+7,6.257e-12,1.961e-10,1.039e-12
445.307,5.821e+7,5.821e+7,6.257e-12,1.960e-10,1.039e-12
445.312,5.539e+7,5.539e+7,6.257e-12,1.959e-10,1.039e-12
445.317,5.147e+7,5.147e+7,6.258e-12,1.958e-10,1.039e-12
445.322,4.669e+7,4.669e+7,6.258e-12,1.957e-10,1.039e-12
445.327,4.133e+7,4.133e+7,6.258e-12,1.956e-10,1.039e-12
445.332,3.571e+7,3.571e+7,6.258e-12,1.955e-10,1.039e-12
445.337,3.010e+7,3.010e+7,6.258e-12,1.955e-10,1.039e-12
445.342,2.475e+7,2.475e+7,6.258e-12,1.954e-10,1.039e-12
445.347,1.985e+7,1.985e+7,6.259e-12,1.953e-10,1.039e-12
445.352,1.553e+7,1.553e+7,6.259e-12,1.952e-10,1.039e-12
445.357,1.185e+7,1.185e+7,6.259e-12,1.951e-10,1.039e-12
445.362,8.815e+6,8.815e+6,6.259e-12,1.950e-10,1.039e-12
445.367,6.396e+6,6.396e+6,6.259e-12,1.949e-10,1.039e-12
445.372,4.526e+6,4.526e+6,6.259e-12,1.948e-10,1.039e-12
445.377,3.124e+6,3.124e+6,6.260e-12,1.947e-10,1.039e-12
445.382,2.102e+6,2.102e+6,6.260e-12,1.946e-10,1.039e-12
445.387,1.379e+6,1.379e+6,6.260e-12,1.945e-10,1.039e-12
445.392,8.827e+5,8.827e+5,6.260e-12,1.944e-10,1.039e-12
445.397,5.508e+5,5.508e+5,6.260e-12,1.943e-10,1.039e-12
445.402,3.351e+5,3.351e+5,6.260e-12,1.942e-10,1.039e-12
445.407,1.988e+5,1.988e+5,6.261e-12,1.942e-10,1.039e-12
445.412,1.151e+5,1.151e+5,6.261e-12,1.941e-10,1.039e-12
445.417,6.496e+4,6.496e+4,6.261e-12,1.940e-10,1.039e-12
445.422,3.584e+4,3.584e+4,6.261e-12,1.939e-10,1.039e-12
445.427,1.946e+4,1.946e+4,6.261e-12,1.938e-10,1.039e-12
445.432,1.068e+4,1.068e+4,6.261e-12,1.937e-10,1.039e-12
445.437,6.485e+3,6.485e+3,6.261e-12,1.936e-10,1.039e-12
445.442,5.347e+3,5.347e+3,6.262e-12,1.935e-10,1.039e-12
445.447,6.813e+3,6.813e+3,6.262e-12,1.934e-10,1.039e-12
445.452,1.140e+4,1.140e+4,6.262e-12,1.933e-10,1.039e-12
445.457,2.073e+4,2.073e+4,6.262e-12,1.932e-10,1.039e-12
445.462,3.786e+4,3.786e+4,6.262e-12,1.931e-10,1.039e-12
445.467,6.791e+4,6.791e+4,6.262e-12,1.930e-10,1.039e-12
445.472,1.190e+5,1.190e+5,6.263e-12,1.929e-10,1.039e-12
445.477,2.035e+5,2.035e+5,6.263e-12,1.928e-10,1.039e-12
445.482,3.392e+5,3.392e+5,6.263e-12,1.928e-10,1.040e-12
445.487,5.516e+5,5.516e+5,6.263e-12,1.927e-10,1.040e-12
445.492,8.744e+5,8.744e+5,6.263e-12,1.926e-10,1.040e-12
445.497,1.352e+6,1.352e+6,6.263e-12,1.925e-10,1.040e-12
445.502,2.038e+6,2.038e+6,6.264e-12,1.924e-10,1.040e-12
445.507,2.996e+6,2.996e+6,6.264e-12,1.923e-10,1.040e-12
445.512,4.295e+6,4.295e+6,6.264e-12,1.922e-10,1.040e-12
445.517,6.004e+6,6.004e+6,6.264e-12,1.921e-10,1.040e-12
445.522,8.184e+6,8.184e+6,6.264e-12,1.920e-10,1.040e-12
445.527,1.088e+7,1.088e+7,6.264e-12,1.919e-10,1.040e-12
445.532,1.410e+7,1.410e+7,6.265e-12,1.918e-10,1.040e-12
445.537,1.782e+7,1.782e+7,6.265e-12,1.917e-10,1.040e-12
445.542,2.196e+7,2.196e+7,6.265e-12,1.916e-10,1.040e-12
445.547,2.639e+7,2.639e+7,6.265e-12,1.915e-10,1.040e-12
445.552,3.093e+7,3.093e+7,6.265e-12,1.915e-10,1.040e-12
445.557,3.535e+7,3.535e+7,6.265e-12,1.914e-10,1.040e-12
445.562,3.939e+7,3.939e+7,6.266e-12,1.913e-10,1.040e-12
445.567,4.281e+7,4.281e+7,6.266e-12,1.912e-10,1.040e-12
445.572,4.537e+7,4.537e+7,6.266e-12,1.911e-10,1.040e-12
445.577,4.688e+7,4.688e+7,6.266e-12,1.910e-10,1.040e-12
445.582,4.725e+7,4.725e+7,6.266e-12,1.909e-10,1.040e-12
445.587,4.644e+7,4.644e+7,6.266e-12,1.908e-10,1.040e-12
445.592,4.453e+7,4.453e+7,6.267e-12,1.907e-10,1.040e-12
445.597,4.167e+7,4.167e+7,6.267e-12,1.906e-10,1.040e-12
445.602,3.807e+7,3.807e+7,6.267e-12,1.905e-10,1.040e-12
445.607,3.400e+7,3.400e+7,6.267e-12,1.904e-10,1.040e-12
445.612,2.973e+7,2.973e+7,6.267e-12,1.903e-10,1.040e-12
445.617,2.557e+7,2.557e+7,6.267e-12,1.902e-10,1.040e-12
445.622,2.175e+7,2.175e+7,6.267e-12,1.901e-10,1.040e-12
445.627,1.850e+7,1.850e+7,6.268e-12,1.901e-10,1.040e-12
445.632,1.599e+7,1.599e+7,6.268e-12,1.900e-10,1.040e-12
445.637,1.437e+7,1.437e+7,6.268e-12,1.899e-10,1.040e-12
445.642,1.370e+7,1.370e+7,6.268e-12,1.898e-10,1.040e-12
445.647,1.404e+7,1.404e+7,6.268e-12,1.897e-10,1.040e-12
445.652,1.540e+7,1.540e+7,6.268e-12,1.896e-10,1.040e-12
445.657,1.777e+7,1.777e+7,6.269e-12,1.895e-10,1.040e-12
445.662,2.109e+7,2.109e+7,6.269e-12,1.894e-10,1.040e-12
445.667,2.529e+7,2.529e+7,6.269e-12,1.893e-10,1.040e-12
445.672,3.030e+7,3.030e+7,6.269e-12,1.892e-10,1.040e-12
445.677,3.602e+7,3.602e+7,6.269e-12,1.891e-10,1.040e-12
445.682,4.235e+7,4.235e+7,6.269e-12,1.890e-10,1.040e-12
445.687,4.920e+7,4.920e+7,6.270e-12,1.889e-10,1.040e-12
445.692,5.650e+7,5.650e+7,6.270e-12,1.888e-10,1.040e-12
445.697,6.418e+7,6.418e+7,6.270e-12,1.888e-10,1.040e-12
445.702,7.219e+7,7.219e+7,6.270e-12,1.887e-10,1.040e-12
445.707,8.049e+7,8.049e+7,6.270e-12,1.886e-10,1.040e-12
445.712,8.899e+7,8.899e+7,6.270e-12,1.885e-10,1.040e-12
445.717,9.761e+7,9.761e+7,6.271e-12,1.884e-10,1.040e-12
445.722,1.062e+8,1.062e+8,6.271e-12,1.883e-10,1.040e-12
445.727,1.145e+8,1.145e+8,6.271e-12,1.882e-10,1.040e-12
445.732,1.223e+8,1.223e+8,6.271e-12,1.881e-10,1.040e-12
445.737,1.293e+8,1.293e+8,6.271e-12,1.880e-10,1.040e-12
445.742,1.352e+8,1.352e+8,6.271e-12,1.879e-10,1.040e-12
445.747,1.399e+8,1.399e+8,6.272e-12,1.878e-10,1.040e-12
445.752,1.433e+8,1.433e+8,6.272e-12,1.877e-10,1.040e-12
445.757,1.456e+8,1.456e+8,6.272e-12,1.876e-10,1.040e-12
445.762,1.469e+8,1.469e+8,6.272e-12,1.875e-10,1.040e-12
445.767,1.477e+8,1.477e+8,6.272e-12,1.874e-10,1.040e-12
445.772,1.484e+8,1.484e+8,6.272e-12,1.874e-10,1.040e-12
445.777,1.496e+8,1.496e+8,6.273e-12,1.873e-10,1.040e-12
445.782,1.517e+8,1.517e+8,6.273e-12,1.872e-10,1.041e-12
445.787,1.549e+8,1.549e+8,6.273e-12,1.871e-10,1.041e-12
445.792,1.593e+8,1.593e+8,6.273e-12,1.870e-10,1.041e-12
445.797,1.647e+8,1.647e+8,6.273e-12,1.869e-10,1.041e-12
445.802,1.705e+8,1.705e+8,6.273e-12,1.868e-10,1.041e-12
445.807,1.760e+8,1.760e+8,6.273e-12,1.867e-10,1.041e-12
445.812,1.804e+8,1.804e+8,6.274e-12,1.866e-10,1.041e-12
445.817,1.829e+8,1.829e+8,6.274e-12,1.865e-10,1.041e-12
445.822,1.827e+8,1.827e+8,6.274e-12,1.864e-10,1.041e-12
445.827,1.795e+8,1.795e+8,6.274e-12,1.863e-10,1.041e-12
445.832,1.729e+8,1.729e+8,6.274e-12,1.862e-10,1.041e-12
445.837,1.632e+8,1.632e+8,6.274e-12,1.861e-10,1.041e-12
445.842,1.506e+8,1.506e+8,6.275e-12,1.861e-10,1.041e-12
445.847,1.358e+8,1.358e+8,6.275e-12,1.860e-10,1.041e-12
445.852,1.196e+8,1.196e+8,6.275e-12,1.859e-10,1.041e-12
445.857,1.028e+8,1.028e+8,6.275e-12,1.858e-10,1.041e-12
445.862,8.629e+7,8.629e+7,6.275e-12,1.857e-10,1.041e-12
445.867,7.065e+7,7.065e+7,6.275e-12,1.856e-10,1.041e-12
445.872,5.643e+7,5.643e+7,6.276e-12,1.855e-10,1.041e-12
445.877,4.396e+7,4.396e+7,6.276e-12,1.854e-10,1.041e-12
445.882,3.340e+7,3.340e+7,6.276e-12,1.853e-10,1.041e-12
445.887,2.475e+7,2.475e+7,6.276e-12,1.852e-10,1.041e-12
445.892,1.789e+7,1.789e+7,6.276e-12,1.851e-10,1.041e-12
445.897,1.261e+7,1.261e+7,6.276e-12,1.850e-10,1.041e-12
445.902,8.667e+6,8.667e+6,6.277e-12,1.849e-10,1.041e-12
445.907,5.809e+6,5.809e+6,6.277e-12,1.848e-10,1.041e-12
445.912,3.797e+6,3.797e+6,6.277e-12,1.847e-10,1.041e-12
445.917,2.420e+6,2.420e+6,6.277e-12,1.847e-10,1.041e-12
445.922,1.504e+6,1.504e+6,6.277e-12,1.846e-10,1.041e-12
445.927,9.119e+5,9.119e+5,6.277e-12,1.845e-10,1.041e-12
445.932,5.390e+5,5.390e+5,6.278e-12,1.844e-10,1.041e-12
445.937,3.107e+5,3.107e+5,6.278e-12,1.843e-10,1.041e-12
445.941,1.964e+5,1.964e+5,6.278e-12,1.842e-10,1.041e-12
445.946,1.083e+5,1.083e+5,6.278e-12,1.841e-10,1.041e-12
445.951,5.838e+4,5.838e+4,6.278e-12,1.840e-10,1.041e-12
445.956,3.102e+4,3.102e+4,6.278e-12,1.839e-10,1.041e-12
445.961,1.676e+4,1.676e+4,6.278e-12,1.838e-10,1.041e-12
445.966,1.025e+4,1.025e+4,6.279e-12,1.837e-10,1.041e-12
445.971,8.806e+3,8.806e+3,6.279e-12,1.836e-10,1.041e-12
445.976,1.169e+4,1.169e+4,6.279e-12,1.836e-10,1.041e-12
445.981,1.982e+4,1.982e+4,6.279e-12,1.835e-10,1.041e-12
445.986,3.589e+4,3.589e+4,6.279e-12,1.834e-10,1.041e-12
445.991,6.491e+4,6.491e+4,6.279e-12,1.833e-10,1.041e-12
445.996,1.152e+5,1.152e+5,6.280e-12,1.832e-10,1.041e-12
446.001,1.996e+5,1.996e+5,6.280e-12,1.831e-10,1.041e-12
446.006,3.374e+5,3.374e+5,6.280e-12,1.830e-10,1.041e-12
446.011,5.562e+5,5.562e+5,6.280e-12,1.829e-10,1.041e-12
446.016,8.942e+5,8.942e+5,6.280e-12,1.828e-10,1.041e-12
446.021,1.402e+6,1.402e+6,6.280e-12,1.827e-10,1.041e-12
446.026,2.144e+6,2.144e+6,6.281e-12,1.826e-10,1.041e-12
446.031,3.196e+6,3.196e+6,6.281e-12,1.825e-10,1.041e-12
446.036,4.648e+6,4.648e+6,6.281e-12,1.824e-10,1.041e-12
446.041,6.590e+6,6.590e+6,6.281e-12,1.823e-10,1.041e-12
446.046,9.114e+6,9.114e+6,6.281e-12,1.823e-10,1.041e-12
446.051,1.229e+7,1.229e+7,6.281e-12,1.822e-10,1.041e-12
446.056,1.616e+7,1.616e+7,6.282e-12,1.821e-10,1.041e-12
446.061,2.073e+7,2.073e+7,6.282e-12,1.820e-10,1.041e-12
446.066,2.594e+7,2.594e+7,6.282e-12,1.819e-10,1.041e-12
446.071,3.165e+7,3.165e+7,6.282e-12,1.818e-10,1.041e-12
446.076,3.768e+7,3.768e+7,6.282e-12,1.817e-10,1.041e-12
446.081,4.377e+7,4.377e+7,6.282e-12,1.816e-10,1.041e-12
446.086,4.964e+7,4.964e+7,6.283e-12,1.815e-10,1.042e-12
446.091,5.497e+7,5.497e+7,6.283e-12,1.814e-10,1.042e-12
446.096,5.952e+7,5.952e+7,6.283e-12,1.813e-10,1.042e-12
446.101,6.309e+7,6.309e+7,6.283e-12,1.812e-10,1.042e-12
446.106,6.562e+7,6.562e+7,6.283e-12,1.811e-10,1.042e-12
446.111,6.720e+7,6.720e+7,6.283e-12,1.810e-10,1.042e-12
446.116,6.812e+7,6.812e+7,6.284e-12,1.810e-10,1.042e-12
446.121,6.881e+7,6.881e+7,6.284e-12,1.809e-10,1.042e-12
446.126,6.990e+7,6.990e+7,6.284e-12,1.808e-10,1.042e-12
446.131,7.215e+7,7.215e+7,6.284e-12,1.807e-10,1.042e-12
446.136,7.636e+7,7.636e+7,6.284e-12,1.806e-10,1.042e-12
446.141,8.333e+7,8.333e+7,6.284e-12,1.805e-10,1.042e-12
446.146,9.373e+7,9.373e+7,6.285e-12,1.804e-10,1.042e-12
446.151,1.081e+8,1.081e+8,6.285e-12,1.803e-10,1.042e-12
446.156,1.265e+8,1.265e+8,6.285e-12,1.802e-10,1.042e-12
446.161,1.488e+8,1.488e+8,6.285e-12,1.801e-10,1.042e-12
446.166,1.743e+8,1.743e+8,6.285e-12,1.800e-10,1.042e-12
446.171,2.021e+8,2.021e+8,6.285e-12,1.799e-10,1.042e-12
446.176,2.306e+8,2.306e+8,6.285e-12,1.798e-10,1.042e-12
446.181,2.581e+8,2.581e+8,6.286e-12,1.797e-10,1.042e-12
446.186,2.829e+8,2.829e+8,6.286e-12,1.796e-10,1.042e-12
446.191,3.031e+8,3.031e+8,6.286e-12,1.796e-10,1.042e-12
446.196,3.171e+8,3.171e+8,6.286e-12,1.795e-10,1.042e-12
446.201,3.238e+8,3.238e+8,6.286e-12,1.794e-10,1.042e-12
446.206,3.227e+8,3.227e+8,6.286e-12,1.793e-10,1.042e-12
446.211,3.137e+8,3.137e+8,6.287e-12,1.792e-10,1.042e-12
446.216,2.975e+8,2.975e+8,6.287e-12,1.791e-10,1.042e-12
446.221,2.752e+8,2.752e+8,6.287e-12,1.790e-10,1.042e-12
446.226,2.482e+8,2.482e+8,6.287e-12,1.789e-10,1.042e-12
446.231,2.184e+8,2.184e+8,6.287e-12,1.788e-10,1.042e-12
446.236,1.873e+8,1.873e+8,6.287e-12,1.787e-10,1.042e-12
446.241,1.567e+8,1.567e+8,6.288e-12,1.786e-10,1.042e-12
446.246,1.279e+8,1.279e+8,6.288e-12,1.785e-10,1.042e-12
446.251,1.018e+8,1.018e+8,6.288e-12,1.784e-10,1.042e-12
446.256,7.896e+7,7.896e+7,6.288e-12,1.783e-10,1.042e-12
446.261,5.975e+7,5.975e+7,6.288e-12,1.783e-10,1.042e-12
446.266,4.409e+7,4.409e+7,6.288e-12,1.782e-10,1.042e-12
446.271,3.173e+7,3.173e+7,6.289e-12,1.781e-10,1.042e-12
446.276,2.227e+7,2.227e+7,6.289e-12,1.780e-10,1.042e-12
446.281,1.524e+7,1.524e+7,6.289e-12,1.779e-10,1.042e-12
446.286,1.017e+7,1.017e+7,6.289e-12,1.778e-10,1.042e-12
446.291,6.621e+6,6.621e+6,6.289e-12,1.777e-10,1.042e-12
446.296,4.202e+6,4.202e+6,6.289e-12,1.776e-10,1.042e-12
446.301,2.601e+6,2.601e+6,6.290e-12,1.775e-10,1.042e-12
446.306,1.570e+6,1.570e+6,6.290e-12,1.774e-10,1.042e-12
446.311,9.249e+5,9.249e+5,6.290e-12,1.773e-10,1.042e-12
446.316,5.319e+5,5.319e+5,6.290e-12,1.772e-10,1.042e-12
446.321,2.999e+5,2.999e+5,6.290e-12,1.771e-10,1.042e-12
446.326,1.679e+5,1.679e+5,6.290e-12,1.770e-10,1.042e-12
446.331,9.794e+4,9.794e+4,6.291e-12,1.769e-10,1.042e-12
446.336,6.759e+4,6.759e+4,6.291e-12,1.769e-10,1.042e-12
446.341,6.627e+4,6.627e+4,6.291e-12,1.768e-10,1.042e-12
446.346,9.258e+4,9.258e+4,6.291e-12,1.767e-10,1.042e-12
446.351,1.536e+5,1.536e+5,6.291e-12,1.766e-10,1.042e-12
446.356,2.657e+5,2.657e+5,6.291e-12,1.765e-10,1.042e-12
446.361,4.571e+5,4.571e+5,6.291e-12,1.764e-10,1.042e-12
446.366,7.706e+5,7.706e+5,6.292e-12,1.763e-10,1.042e-12
446.371,1.269e+6,1.269e+6,6.292e-12,1.762e-10,1.042e-12
446.376,2.038e+6,2.038e+6,6.292e-12,1.761e-10,1.042e-12
446.381,3.193e+6,3.193e+6,6.292e-12,1.760e-10,1.042e-12
446.386,4.879e+6,4.879e+6,6.292e-12,1.759e-10,1.042e-12
446.391,7.270e+6,7.270e+6,6.292e-12,1.758e-10,1.043e-12
446.396,1.056e+7,1.056e+7,6.293e-12,1.757e-10,1.043e-12
446.401,1.497e+7,1.497e+7,6.293e-12,1.756e-10,1.043e-12
446.406,2.069e+7,2.069e+7,6.293e-12,1.756e-10,1.043e-12
446.411,2.789e+7,2.789e+7,6.293e-12,1.755e-10,1.043e-12
446.416,3.666e+7,3.666e+7,6.293e-12,1.754e-10,1.043e-12
446.421,4.699e+7,4.699e+7,6.293e-12,1.753e-10,1.043e-12
446.426,5.875e+7,5.875e+7,6.294e-12,1.752e-10,1.043e-12
446.431,7.162e+7,7.162e+7,6.294e-12,1.751e-10,1.043e-12
446.436,8.515e+7,8.515e+7,6.294e-12,1.750e-10,1.043e-12
446.441,9.874e+7,9.874e+7,6.294e-12,1.749e-10,1.043e-12
446.446,1.116e+8,1.116e+8,6.294e-12,1.748e-10,1.043e-12
446.451,1.231e+8,1.231e+8,6.294e-12,1.747e-10,1.043e-12
446.456,1.324e+8,1.324e+8,6.295e-12,1.746e-10,1.043e-12
446.461,1.389e+8,1.389e+8,6.295e-12,1.745e-10,1.043e-12
446.466,1.420e+8,1.420e+8,6.295e-12,1.744e-10,1.043e-12
446.471,1.417e+8,1.417e+8,6.295e-12,1.743e-10,1.043e-12
446.476,1.378e+8,1.378e+8,6.295e-12,1.742e-10,1.043e-12
446.481,1.308e+8,1.308e+8,6.295e-12,1.742e-10,1.043e-12
446.486,1.210e+8,1.210e+8,6.296e-12,1.741e-10,1.043e-12
446.491,1.092e+8,1.092e+8,6.296e-12,1.740e-10,1.043e-12
446.496,9.605e+7,9.605e+7,6.296e-12,1.739e-10,1.043e-12
446.501,8.242e+7,8.242e+7,6.296e-12,1.738e-10,1.043e-12
446.506,6.898e+7,6.898e+7,6.296e-12,1.737e-10,1.043e-12
446.511,5.629e+7,5.629e+7,6.296e-12,1.736e-10,1.043e-12
446.516,4.481e+7,4.481e+7,6.297e-12,1.735e-10,1.043e-12
446.521,3.478e+7,3.478e+7,6.297e-12,1.734e-10,1.043e-12
446.526,2.633e+7,2.633e+7,6.297e-12,1.733e-10,1.043e-12
446.531,1.943e+7,1.943e+7,6.297e-12,1.732e-10,1.043e-12
446.536,1.399e+7,1.399e+7,6.297e-12,1.731e-10,1.043e-12
446.541,9.823e+6,9.823e+6,6.297e-12,1.730e-10,1.043e-12
446.546,6.726e+6,6.726e+6,6.297e-12,1.729e-10,1.043e-12
446.551,4.491e+6,4.491e+6,6.298e-12,1.729e-10,1.043e-12
446.556,2.925e+6,2.925e+6,6.298e-12,1.728e-10,1.043e-12
446.561,1.857e+6,1.857e+6,6.298e-12,1.727e-10,1.043e-12
446.566,1.150e+6,1.150e+6,6.298e-12,1.726e-10,1.043e-12
446.571,6.949e+5,6.949e+5,6.298e-12,1.725e-10,1.043e-12
446.576,4.093e+5,4.093e+5,6.298e-12,1.724e-10,1.043e-12
446.581,2.351e+5,2.351e+5,6.299e-12,1.723e-10,1.043e-12
446.586,1.317e+5,1.317e+5,6.299e-12,1.722e-10,1.043e-12
446.591,7.196e+4,7.196e+4,6.299e-12,1.721e-10,1.043e-12
446.596,3.834e+4,3.834e+4,6.299e-12,1.720e-10,1.043e-12
446.601,1.992e+4,1.992e+4,6.299e-12,1.719e-10,1.043e-12
446.606,1.010e+4,1.010e+4,6.299e-12,1.718e-10,1.043e-12
446.611,4.989e+3,4.989e+3,6.300e-12,1.717e-10,1.043e-12
446.616,2.404e+3,2.404e+3,6.300e-12,1.716e-10,1.043e-12
446.621,1.130e+3,1.130e+3,6.300e-12,1.715e-10,1.043e-12
446.626,5.180e+2,5.180e+2,6.300e-12,1.715e-10,1.043e-12
446.631,2.315e+2,2.315e+2,6.300e-12,1.714e-10,1.043e-12
446.636,1.009e+2,1.009e+2,6.300e-12,1.713e-10,1.043e-12
446.641,4.291e+1,4.291e+1,6.301e-12,1.712e-10,1.043e-12
446.646,1.779e+1,1.779e+1,6.301e-12,1.711e-10,1.043e-12
446.651,7.194e+0,7.194e+0,6.301e-12,1.710e-10,1.043e-12
446.656,2.837e+0,2.837e+0,6.301e-12,1.709e-10,1.043e-12
446.661,1.091e+0,1.091e+0,6.301e-12,1.708e-10,1.043e-12
446.666,4.091e-1,4.091e-1,6.301e-12,1.707e-10,1.043e-12
446.671,1.496e-1,1.496e-1,6.302e-12,1.706e-10,1.043e-12
446.676,5.336e-2,5.336e-2,6.302e-12,1.705e-10,1.043e-12
446.681,1.856e-2,1.856e-2,6.302e-12,1.704e-10,1.043e-12
446.686,6.297e-3,6.297e-3,6.302e-12,1.703e-10,1.043e-12
446.691,2.083e-3,2.083e-3,6.302e-12,1.702e-10,1.044e-12
446.696,6.720e-4,6.720e-4,6.302e-12,1.702e-10,1.044e-12
446.701,2.114e-4,2.114e-4,6.303e-12,1.701e-10,1.044e-12
446.706,6.488e-5,6.488e-5,6.303e-12,1.700e-10,1.044e-12
446.711,1.941e-5,1.941e-5,6.303e-12,1.699e-10,1.044e-12
446.716,5.666e-6,5.666e-6,6.303e-12,1.698e-10,1.044e-12
446.720,2.077e-6,2.077e-6,6.303e-12,1.697e-10,1.044e-12
446.725,5.795e-7,5.795e-7,6.303e-12,1.696e-10,1.044e-12
446.730,1.578e-7,1.578e-7,6.303e-12,1.695e-10,1.044e-12
446.735,4.259e-8,4.259e-8,6.304e-12,1.694e-10,1.044e-12
446.740,1.388e-8,1.388e-8,6.304e-12,1.693e-10,1.044e-12
446.745,1.465e-8,1.465e-8,6.304e-12,1.692e-10,1.044e-12
