Wavelength (nm),Sum(calc),Mn I (1.3e-2),Mn II (3.9e-1),Cu I (5.2e-2),Cu II (5.5e-1)
370.474,4.854e+2,4.854e+2,5.796e-13,3.879e-9,1.874e-13
370.479,1.264e+3,1.264e+3,5.797e-13,3.878e-9,1.874e-13
370.484,3.176e+3,3.176e+3,5.797e-13,3.878e-9,1.874e-13
370.489,7.692e+3,7.692e+3,5.797e-13,3.877e-9,1.874e-13
370.494,1.796e+4,1.796e+4,5.798e-13,3.876e-9,1.874e-13
370.499,4.045e+4,4.045e+4,5.798e-13,3.876e-9,1.874e-13
370.504,8.785e+4,8.785e+4,5.798e-13,3.875e-9,1.874e-13
370.509,1.839e+5,1.839e+5,5.798e-13,3.875e-9,1.874e-13
370.514,3.714e+5,3.714e+5,5.799e-13,3.874e-9,1.874e-13
370.518,6.346e+5,6.346e+5,5.799e-13,3.874e-9,1.874e-13
370.523,1.200e+6,1.200e+6,5.799e-13,3.873e-9,1.874e-13
370.528,2.188e+6,2.188e+6,5.800e-13,3.872e-9,1.874e-13
370.533,3.847e+6,3.847e+6,5.800e-13,3.872e-9,1.874e-13
370.538,6.521e+6,6.521e+6,5.800e-13,3.871e-9,1.874e-13
370.543,1.066e+7,1.066e+7,5.800e-13,3.871e-9,1.874e-13
370.548,1.680e+7,1.680e+7,5.801e-13,3.870e-9,1.874e-13
370.553,2.554e+7,2.554e+7,5.801e-13,3.870e-9,1.874e-13
370.558,3.743e+7,3.743e+7,5.801e-13,3.869e-9,1.874e-13
370.563,5.289e+7,5.289e+7,5.802e-13,3.868e-9,1.874e-13
370.568,7.207e+7,7.207e+7,5.802e-13,3.868e-9,1.874e-13
370.573,9.470e+7,9.470e+7,5.802e-13,3.867e-9,1.874e-13
370.578,1.200e+8,1.200e+8,5.802e-13,3.867e-9,1.874e-13
370.583,1.466e+8,1.466e+8,5.803e-13,3.866e-9,1.874e-13
370.588,1.727e+8,1.727e+8,5.803e-13,3.865e-9,1.874e-13
370.593,1.961e+8,1.961e+8,5.803e-13,3.865e-9,1.874e-13
370.598,2.148e+8,2.148e+8,5.804e-13,3.864e-9,1.874e-13
370.603,2.269e+8,2.269e+8,5.804e-13,3.864e-9,1.874e-13
370.608,2.310e+8,2.310e+8,5.804e-13,3.863e-9,1.874e-13
370.613,2.269e+8,2.269e+8,5.804e-13,3.863e-9,1.874e-13
370.618,2.148e+8,2.148e+8,5.805e-13,3.862e-9,1.874e-13
370.623,1.961e+8,1.961e+8,5.805e-13,3.861e-9,1.874e-13
370.628,1.727e+8,1.727e+8,5.805e-13,3.861e-9,1.874e-13
370.633,1.466e+8,1.466e+8,5.806e-13,3.860e-9,1.874e-13
370.638,1.200e+8,1.200e+8,5.806e-13,3.860e-9,1.874e-13
370.643,9.470e+7,9.470e+7,5.806e-13,3.859e-9,1.874e-13
370.648,7.207e+7,7.207e+7,5.806e-13,3.858e-9,1.874e-13
370.653,5.289e+7,5.289e+7,5.807e-13,3.858e-9,1.874e-13
370.658,3.743e+7,3.743e+7,5.807e-13,3.857e-9,1.874e-13
370.663,2.554e+7,2.554e+7,5.807e-13,3.857e-9,1.874e-13
370.668,1.680e+7,1.680e+7,5.808e-13,3.856e-9,1.874e-13
370.673,1.066e+7,1.066e+7,5.808e-13,3.856e-9,1.874e-13
370.678,6.521e+6,6.521e+6,5.808e-13,3.855e-9,1.874e-13
370.683,3.847e+6,3.847e+6,5.808e-13,3.854e-9,1.874e-13
370.688,2.188e+6,2.188e+6,5.809e-13,3.854e-9,1.873e-13
370.693,1.200e+6,1.200e+6,5.809e-13,3.853e-9,1.873e-13
370.698,6.346e+5,6.346e+5,5.809e-13,3.853e-9,1.873e-13
370.703,3.236e+5,3.236e+5,5.810e-13,3.852e-9,1.873e-13
370.708,1.591e+5,1.591e+5,5.810e-13,3.851e-9,1.873e-13
370.713,7.545e+4,7.545e+4,5.810e-13,3.851e-9,1.873e-13
370.718,3.449e+4,3.449e+4,5.810e-13,3.850e-9,1.873e-13
370.723,1.521e+4,1.521e+4,5.811e-13,3.850e-9,1.873e-13
370.728,6.464e+3,6.464e+3,5.811e-13,3.849e-9,1.873e-13
370.733,2.649e+3,2.649e+3,5.811e-13,3.849e-9,1.873e-13
370.738,1.048e+3,1.048e+3,5.812e-13,3.848e-9,1.873e-13
370.743,4.005e+2,4.005e+2,5.812e-13,3.847e-9,1.873e-13
370.748,1.506e+2,1.506e+2,5.812e-13,3.847e-9,1.873e-13
370.753,6.246e+1,6.246e+1,5.813e-13,3.846e-9,1.873e-13
370.758,4.486e+1,4.486e+1,5.813e-13,3.846e-9,1.873e-13
370.763,7.335e+1,7.335e+1,5.813e-13,3.845e-9,1.873e-13
370.768,1.639e+2,1.639e+2,5.813e-13,3.844e-9,1.873e-13
370.773,3.759e+2,3.759e+2,5.814e-13,3.844e-9,1.873e-13
370.778,8.383e+2,8.383e+2,5.814e-13,3.843e-9,1.873e-13
370.783,1.805e+3,1.805e+3,5.814e-13,3.843e-9,1.873e-13
370.788,3.747e+3,3.747e+3,5.815e-13,3.842e-9,1.873e-13
370.793,7.502e+3,7.502e+3,5.815e-13,3.841e-9,1.873e-13
370.798,1.449e+4,1.449e+4,5.815e-13,3.841e-9,1.873e-13
370.803,2.697e+4,2.697e+4,5.815e-13,3.840e-9,1.873e-13
370.808,4.842e+4,4.842e+4,5.816e-13,3.840e-9,1.873e-13
370.813,8.383e+4,8.383e+4,5.816e-13,3.839e-9,1.873e-13
370.818,1.399e+5,1.399e+5,5.816e-13,3.839e-9,1.873e-13
370.823,2.253e+5,2.253e+5,5.817e-13,3.838e-9,1.873e-13
370.828,3.498e+5,3.498e+5,5.817e-13,3.837e-9,1.873e-13
370.833,5.236e+5,5.236e+5,5.817e-13,3.837e-9,1.873e-13
370.838,7.559e+5,7.559e+5,5.817e-13,3.836e-9,1.873e-13
370.843,1.052e+6,1.052e+6,5.818e-13,3.836e-9,1.873e-13
370.848,1.412e+6,1.412e+6,5.818e-13,3.835e-9,1.873e-13
370.853,1.828e+6,1.828e+6,5.818e-13,3.834e-9,1.873e-13
370.858,2.282e+6,2.282e+6,5.819e-13,3.834e-9,1.873e-13
370.863,2.747e+6,2.747e+6,5.819e-13,3.833e-9,1.873e-13
370.868,3.188e+6,3.188e+6,5.819e-13,3.833e-9,1.873e-13
370.873,3.569e+6,3.569e+6,5.819e-13,3.832e-9,1.873e-13
370.878,3.852e+6,3.852e+6,5.820e-13,3.832e-9,1.873e-13
370.883,4.009e+6,4.009e+6,5.820e-13,3.831e-9,1.873e-13
370.888,4.025e+6,4.025e+6,5.820e-13,3.830e-9,1.873e-13
370.893,3.897e+6,3.897e+6,5.821e-13,3.830e-9,1.873e-13
370.898,3.639e+6,3.639e+6,5.821e-13,3.829e-9,1.873e-13
370.903,3.281e+6,3.281e+6,5.821e-13,3.829e-9,1.873e-13
370.908,2.858e+6,2.858e+6,5.821e-13,3.828e-9,1.873e-13
370.913,2.411e+6,2.411e+6,5.822e-13,3.827e-9,1.873e-13
370.918,1.979e+6,1.979e+6,5.822e-13,3.827e-9,1.873e-13
370.923,1.597e+6,1.597e+6,5.822e-13,3.826e-9,1.873e-13
370.928,1.292e+6,1.292e+6,5.823e-13,3.826e-9,1.873e-13
370.933,1.081e+6,1.081e+6,5.823e-13,3.825e-9,1.873e-13
370.938,9.774e+5,9.774e+5,5.823e-13,3.825e-9,1.873e-13
370.943,9.840e+5,9.840e+5,5.823e-13,3.824e-9,1.873e-13
370.948,1.099e+6,1.099e+6,5.824e-13,3.823e-9,1.873e-13
370.953,1.315e+6,1.315e+6,5.824e-13,3.823e-9,1.873e-13
370.958,1.618e+6,1.618e+6,5.824e-13,3.822e-9,1.873e-13
370.963,1.985e+6,1.985e+6,5.825e-13,3.822e-9,1.873e-13
370.968,2.388e+6,2.388e+6,5.825e-13,3.821e-9,1.873e-13
370.973,2.793e+6,2.793e+6,5.825e-13,3.820e-9,1.873e-13
370.978,3.161e+6,3.161e+6,5.825e-13,3.820e-9,1.873e-13
370.983,3.457e+6,3.457e+6,5.826e-13,3.819e-9,1.873e-13
370.988,3.648e+6,3.648e+6,5.826e-13,3.819e-9,1.873e-13
370.993,3.714e+6,3.714e+6,5.826e-13,3.818e-9,1.873e-13
370.998,3.646e+6,3.646e+6,5.827e-13,3.818e-9,1.873e-13
371.003,3.453e+6,3.453e+6,5.827e-13,3.817e-9,1.873e-13
371.008,3.153e+6,3.153e+6,5.827e-13,3.816e-9,1.873e-13
371.013,2.776e+6,2.776e+6,5.827e-13,3.816e-9,1.873e-13
371.018,2.358e+6,2.358e+6,5.828e-13,3.815e-9,1.873e-13
371.023,1.931e+6,1.931e+6,5.828e-13,3.815e-9,1.873e-13
371.028,1.525e+6,1.525e+6,5.828e-13,3.814e-9,1.873e-13
371.033,1.161e+6,1.161e+6,5.829e-13,3.813e-9,1.873e-13
371.038,8.526e+5,8.526e+5,5.829e-13,3.813e-9,1.873e-13
371.043,6.037e+5,6.037e+5,5.829e-13,3.812e-9,1.873e-13
371.048,4.123e+5,4.123e+5,5.829e-13,3.812e-9,1.873e-13
371.053,2.715e+5,2.715e+5,5.830e-13,3.811e-9,1.873e-13
371.058,1.724e+5,1.724e+5,5.830e-13,3.811e-9,1.873e-13
371.063,1.056e+5,1.056e+5,5.830e-13,3.810e-9,1.873e-13
371.068,6.234e+4,6.234e+4,5.831e-13,3.809e-9,1.873e-13
371.073,3.550e+4,3.550e+4,5.831e-13,3.809e-9,1.873e-13
371.078,1.949e+4,1.949e+4,5.831e-13,3.808e-9,1.873e-13
371.083,1.032e+4,1.032e+4,5.831e-13,3.808e-9,1.873e-13
371.088,5.272e+3,5.272e+3,5.832e-13,3.807e-9,1.873e-13
371.093,2.596e+3,2.596e+3,5.832e-13,3.806e-9,1.873e-13
371.098,1.233e+3,1.233e+3,5.832e-13,3.806e-9,1.873e-13
371.103,5.645e+2,5.645e+2,5.833e-13,3.805e-9,1.873e-13
371.108,2.493e+2,2.493e+2,5.833e-13,3.805e-9,1.873e-13
371.113,1.062e+2,1.062e+2,5.833e-13,3.804e-9,1.873e-13
371.118,4.359e+1,4.359e+1,5.833e-13,3.803e-9,1.873e-13
371.123,1.726e+1,1.726e+1,5.834e-13,3.803e-9,1.873e-13
371.128,6.592e+0,6.592e+0,5.834e-13,3.802e-9,1.873e-13
371.133,2.427e+0,2.427e+0,5.834e-13,3.802e-9,1.873e-13
371.138,8.620e-1,8.620e-1,5.835e-13,3.801e-9,1.873e-13
371.143,2.952e-1,2.952e-1,5.835e-13,3.801e-9,1.873e-13
371.148,9.747e-2,9.747e-2,5.835e-13,3.800e-9,1.873e-13
371.153,3.104e-2,3.104e-2,5.836e-13,3.799e-9,1.873e-13
371.158,9.531e-3,9.531e-3,5.836e-13,3.799e-9,1.873e-13
371.163,2.822e-3,2.822e-3,5.836e-13,3.798e-9,1.873e-13
371.168,8.060e-4,8.060e-4,5.836e-13,3.798e-9,1.873e-13
371.173,2.219e-4,2.219e-4,5.837e-13,3.797e-9,1.873e-13
371.178,5.893e-5,5.893e-5,5.837e-13,3.796e-9,1.873e-13
371.183,1.509e-5,1.509e-5,5.837e-13,3.796e-9,1.873e-13
371.188,3.727e-6,3.727e-6,5.838e-13,3.795e-9,1.873e-13
371.193,8.874e-7,8.874e-7,5.838e-13,3.795e-9,1.873e-13
371.198,2.038e-7,2.038e-7,5.838e-13,3.794e-9,1.873e-13
371.203,4.513e-8,4.513e-8,5.838e-13,3.794e-9,1.873e-13
371.208,9.636e-9,9.636e-9,5.839e-13,3.793e-9,1.873e-13
371.213,1.984e-9,1.984e-9,5.839e-13,3.792e-9,1.873e-13
371.218,3.940e-10,3.940e-10,5.839e-13,3.792e-9,1.873e-13
371.223,7.545e-11,7.545e-11,5.840e-13,3.791e-9,1.873e-13
371.228,1.393e-11,1.393e-11,5.840e-13,3.791e-9,1.873e-13
371.233,2.481e-12,2.481e-12,5.840e-13,3.790e-9,1.873e-13
371.652,1.103e-10,1.103e-10,5.864e-13,3.741e-9,1.872e-13
371.657,6.143e-10,6.143e-10,5.865e-13,3.740e-9,1.872e-13
371.662,3.300e-9,3.300e-9,5.865e-13,3.740e-9,1.872e-13
371.667,1.709e-8,1.709e-8,5.865e-13,3.739e-9,1.872e-13
371.672,8.542e-8,8.542e-8,5.865e-13,3.739e-9,1.872e-13
371.677,4.116e-7,4.116e-7,5.866e-13,3.738e-9,1.872e-13
371.682,1.913e-6,1.913e-6,5.866e-13,3.738e-9,1.872e-13
371.687,8.578e-6,8.578e-6,5.866e-13,3.737e-9,1.872e-13
371.692,3.709e-5,3.709e-5,5.867e-13,3.736e-9,1.872e-13
371.697,1.547e-4,1.547e-4,5.867e-13,3.736e-9,1.872e-13
371.702,6.222e-4,6.222e-4,5.867e-13,3.735e-9,1.872e-13
371.707,2.414e-3,2.414e-3,5.867e-13,3.735e-9,1.872e-13
371.712,9.032e-3,9.032e-3,5.868e-13,3.734e-9,1.872e-13
371.717,3.260e-2,3.260e-2,5.868e-13,3.733e-9,1.872e-13
371.722,1.135e-1,1.135e-1,5.868e-13,3.733e-9,1.872e-13
371.727,3.809e-1,3.809e-1,5.869e-13,3.732e-9,1.872e-13
371.732,1.233e+0,1.233e+0,5.869e-13,3.732e-9,1.872e-13
371.737,3.852e+0,3.852e+0,5.869e-13,3.731e-9,1.872e-13
371.742,1.160e+1,1.160e+1,5.869e-13,3.731e-9,1.872e-13
371.747,3.371e+1,3.371e+1,5.870e-13,3.730e-9,1.872e-13
371.752,9.444e+1,9.444e+1,5.870e-13,3.729e-9,1.872e-13
371.757,2.552e+2,2.552e+2,5.870e-13,3.729e-9,1.872e-13
371.762,6.653e+2,6.653e+2,5.871e-13,3.728e-9,1.872e-13
371.767,1.673e+3,1.673e+3,5.871e-13,3.728e-9,1.872e-13
371.772,4.056e+3,4.056e+3,5.871e-13,3.727e-9,1.872e-13
371.777,9.485e+3,9.485e+3,5.871e-13,3.726e-9,1.872e-13
371.782,2.139e+4,2.139e+4,5.872e-13,3.726e-9,1.872e-13
371.787,4.654e+4,4.654e+4,5.872e-13,3.725e-9,1.872e-13
371.792,9.766e+4,9.766e+4,5.872e-13,3.725e-9,1.872e-13
371.797,1.976e+5,1.976e+5,5.873e-13,3.724e-9,1.872e-13
371.802,3.858e+5,3.858e+5,5.873e-13,3.724e-9,1.872e-13
371.807,7.263e+5,7.263e+5,5.873e-13,3.723e-9,1.872e-13
371.812,1.319e+6,1.319e+6,5.873e-13,3.722e-9,1.872e-13
371.817,2.310e+6,2.310e+6,5.874e-13,3.722e-9,1.872e-13
371.822,3.901e+6,3.901e+6,5.874e-13,3.721e-9,1.872e-13
371.827,6.356e+6,6.356e+6,5.874e-13,3.721e-9,1.872e-13
371.832,9.986e+6,9.986e+6,5.875e-13,3.720e-9,1.872e-13
371.837,1.513e+7,1.513e+7,5.875e-13,3.719e-9,1.872e-13
371.842,2.212e+7,2.212e+7,5.875e-13,3.719e-9,1.872e-13
371.847,3.119e+7,3.119e+7,5.875e-13,3.718e-9,1.872e-13
371.852,4.241e+7,4.241e+7,5.876e-13,3.718e-9,1.872e-13
371.857,5.562e+7,5.562e+7,5.876e-13,3.717e-9,1.872e-13
371.862,7.035e+7,7.035e+7,5.876e-13,3.717e-9,1.872e-13
371.867,8.582e+7,8.582e+7,5.877e-13,3.716e-9,1.872e-13
371.872,1.010e+8,1.010e+8,5.877e-13,3.715e-9,1.872e-13
371.877,1.146e+8,1.146e+8,5.877e-13,3.715e-9,1.872e-13
371.882,1.254e+8,1.254e+8,5.877e-13,3.714e-9,1.872e-13
371.887,1.324e+8,1.324e+8,5.878e-13,3.714e-9,1.872e-13
371.892,1.349e+8,1.349e+8,5.878e-13,3.713e-9,1.872e-13
371.897,1.324e+8,1.324e+8,5.878e-13,3.712e-9,1.872e-13
371.902,1.254e+8,1.254e+8,5.879e-13,3.712e-9,1.872e-13
371.907,1.146e+8,1.146e+8,5.879e-13,3.711e-9,1.872e-13
371.912,1.010e+8,1.010e+8,5.879e-13,3.711e-9,1.872e-13
371.917,8.582e+7,8.582e+7,5.879e-13,3.710e-9,1.872e-13
371.922,7.035e+7,7.035e+7,5.880e-13,3.710e-9,1.872e-13
371.927,5.562e+7,5.562e+7,5.880e-13,3.709e-9,1.872e-13
371.932,4.241e+7,4.241e+7,5.880e-13,3.708e-9,1.872e-13
371.937,3.119e+7,3.119e+7,5.881e-13,3.708e-9,1.872e-13
371.942,2.212e+7,2.212e+7,5.881e-13,3.707e-9,1.872e-13
371.947,1.513e+7,1.513e+7,5.881e-13,3.707e-9,1.872e-13
371.952,9.986e+6,9.986e+6,5.881e-13,3.706e-9,1.872e-13
371.957,6.356e+6,6.356e+6,5.882e-13,3.705e-9,1.872e-13
371.962,3.901e+6,3.901e+6,5.882e-13,3.705e-9,1.872e-13
371.967,2.310e+6,2.310e+6,5.882e-13,3.704e-9,1.872e-13
371.972,1.319e+6,1.319e+6,5.883e-13,3.704e-9,1.872e-13
371.977,7.263e+5,7.263e+5,5.883e-13,3.703e-9,1.872e-13
371.982,3.858e+5,3.858e+5,5.883e-13,3.702e-9,1.872e-13
371.987,1.976e+5,1.976e+5,5.883e-13,3.702e-9,1.872e-13
371.992,9.766e+4,9.766e+4,5.884e-13,3.701e-9,1.872e-13
371.997,4.654e+4,4.654e+4,5.884e-13,3.701e-9,1.872e-13
372.002,2.139e+4,2.139e+4,5.884e-13,3.700e-9,1.871e-13
372.007,9.485e+3,9.485e+3,5.885e-13,3.700e-9,1.871e-13
372.012,4.056e+3,4.056e+3,5.885e-13,3.699e-9,1.871e-13
372.017,1.673e+3,1.673e+3,5.885e-13,3.698e-9,1.871e-13
372.022,6.653e+2,6.653e+2,5.885e-13,3.698e-9,1.871e-13
372.027,2.552e+2,2.552e+2,5.886e-13,3.697e-9,1.871e-13
372.032,9.444e+1,9.444e+1,5.886e-13,3.697e-9,1.871e-13
372.037,3.371e+1,3.371e+1,5.886e-13,3.696e-9,1.871e-13
372.042,1.160e+1,1.160e+1,5.887e-13,3.695e-9,1.871e-13
372.047,3.852e+0,3.852e+0,5.887e-13,3.695e-9,1.871e-13
372.052,1.233e+0,1.233e+0,5.887e-13,3.694e-9,1.871e-13
372.057,3.809e-1,3.809e-1,5.888e-13,3.694e-9,1.871e-13
372.062,1.135e-1,1.135e-1,5.888e-13,3.693e-9,1.871e-13
372.067,3.260e-2,3.260e-2,5.888e-13,3.693e-9,1.871e-13
372.071,1.171e-2,1.171e-2,5.888e-13,3.692e-9,1.871e-13
372.076,3.152e-3,3.152e-3,5.889e-13,3.691e-9,1.871e-13
372.081,8.183e-4,8.183e-4,5.889e-13,3.691e-9,1.871e-13
372.086,2.049e-4,2.049e-4,5.889e-13,3.690e-9,1.871e-13
372.091,4.949e-5,4.949e-5,5.889e-13,3.690e-9,1.871e-13
372.096,1.153e-5,1.153e-5,5.890e-13,3.689e-9,1.871e-13
372.101,2.590e-6,2.590e-6,5.890e-13,3.689e-9,1.871e-13
372.106,5.614e-7,5.614e-7,5.890e-13,3.688e-9,1.871e-13
372.111,1.173e-7,1.173e-7,5.891e-13,3.687e-9,1.871e-13
372.116,2.365e-8,2.365e-8,5.891e-13,3.687e-9,1.871e-13
372.121,4.598e-9,4.598e-9,5.891e-13,3.686e-9,1.871e-13
372.126,8.623e-10,8.623e-10,5.891e-13,3.686e-9,1.871e-13
372.131,1.560e-10,1.560e-10,5.892e-13,3.685e-9,1.871e-13
372.136,2.721e-11,2.721e-11,5.892e-13,3.684e-9,1.871e-13
372.646,1.058e-11,1.058e-11,5.921e-13,3.625e-9,1.871e-13
372.651,5.921e-11,5.921e-11,5.922e-13,3.624e-9,1.871e-13
372.656,3.198e-10,3.198e-10,5.922e-13,3.624e-9,1.871e-13
372.661,1.666e-9,1.666e-9,5.922e-13,3.623e-9,1.870e-13
372.666,8.373e-9,8.373e-9,5.923e-13,3.623e-9,1.870e-13
372.671,4.059e-8,4.059e-8,5.923e-13,3.622e-9,1.870e-13
372.676,1.899e-7,1.899e-7,5.923e-13,3.621e-9,1.870e-13
372.681,8.566e-7,8.566e-7,5.923e-13,3.621e-9,1.870e-13
372.686,3.728e-6,3.728e-6,5.924e-13,3.620e-9,1.870e-13
372.691,1.565e-5,1.565e-5,5.924e-13,3.620e-9,1.870e-13
372.696,6.340e-5,6.340e-5,5.924e-13,3.619e-9,1.870e-13
372.701,2.477e-4,2.477e-4,5.925e-13,3.618e-9,1.870e-13
372.706,9.338e-4,9.338e-4,5.925e-13,3.618e-9,1.870e-13
372.711,3.396e-3,3.396e-3,5.925e-13,3.617e-9,1.870e-13
372.716,1.191e-2,1.191e-2,5.925e-13,3.617e-9,1.870e-13
372.721,4.031e-2,4.031e-2,5.926e-13,3.616e-9,1.870e-13
372.726,1.316e-1,1.316e-1,5.926e-13,3.616e-9,1.870e-13
372.731,4.143e-1,4.143e-1,5.926e-13,3.615e-9,1.870e-13
372.736,1.259e+0,1.259e+0,5.927e-13,3.614e-9,1.870e-13
372.741,3.689e+0,3.689e+0,5.927e-13,3.614e-9,1.870e-13
372.746,1.043e+1,1.043e+1,5.927e-13,3.613e-9,1.870e-13
372.751,2.844e+1,2.844e+1,5.927e-13,3.613e-9,1.870e-13
372.756,7.482e+1,7.482e+1,5.928e-13,3.612e-9,1.870e-13
372.761,1.899e+2,1.899e+2,5.928e-13,3.611e-9,1.870e-13
372.766,4.649e+2,4.649e+2,5.928e-13,3.611e-9,1.870e-13
372.771,1.098e+3,1.098e+3,5.929e-13,3.610e-9,1.870e-13
372.776,2.502e+3,2.502e+3,5.929e-13,3.610e-9,1.870e-13
372.781,5.498e+3,5.498e+3,5.929e-13,3.609e-9,1.870e-13
372.786,1.166e+4,1.166e+4,5.929e-13,3.608e-9,1.870e-13
372.791,2.385e+4,2.385e+4,5.930e-13,3.608e-9,1.870e-13
372.796,4.705e+4,4.705e+4,5.930e-13,3.607e-9,1.870e-13
372.801,8.956e+4,8.956e+4,5.930e-13,3.607e-9,1.870e-13
372.806,1.645e+5,1.645e+5,5.931e-13,3.606e-9,1.870e-13
372.811,2.913e+5,2.913e+5,5.931e-13,3.606e-9,1.870e-13
372.816,4.978e+5,4.978e+5,5.931e-13,3.605e-9,1.870e-13
372.821,8.206e+5,8.206e+5,5.931e-13,3.604e-9,1.870e-13
372.826,1.305e+6,1.305e+6,5.932e-13,3.604e-9,1.870e-13
372.831,2.002e+6,2.002e+6,5.932e-13,3.603e-9,1.870e-13
372.836,2.963e+6,2.963e+6,5.932e-13,3.603e-9,1.870e-13
372.841,4.230e+6,4.230e+6,5.933e-13,3.602e-9,1.870e-13
372.846,5.826e+6,5.826e+6,5.933e-13,3.601e-9,1.870e-13
372.850,7.335e+6,7.335e+6,5.933e-13,3.601e-9,1.870e-13
372.855,9.472e+6,9.472e+6,5.933e-13,3.600e-9,1.870e-13
372.860,1.180e+7,1.180e+7,5.934e-13,3.600e-9,1.870e-13
372.865,1.419e+7,1.419e+7,5.934e-13,3.599e-9,1.870e-13
372.870,1.646e+7,1.646e+7,5.934e-13,3.599e-9,1.870e-13
372.875,1.844e+7,1.844e+7,5.935e-13,3.598e-9,1.870e-13
372.880,1.995e+7,1.995e+7,5.935e-13,3.598e-9,1.870e-13
372.885,2.086e+7,2.086e+7,5.935e-13,3.597e-9,1.870e-13
372.890,2.111e+7,2.111e+7,5.935e-13,3.596e-9,1.870e-13
372.895,2.070e+7,2.070e+7,5.936e-13,3.596e-9,1.870e-13
372.900,1.974e+7,1.974e+7,5.936e-13,3.595e-9,1.870e-13
372.905,1.836e+7,1.836e+7,5.936e-13,3.595e-9,1.870e-13
372.910,1.677e+7,1.677e+7,5.937e-13,3.594e-9,1.870e-13
372.915,1.516e+7,1.516e+7,5.937e-13,3.593e-9,1.870e-13
372.920,1.368e+7,1.368e+7,5.937e-13,3.593e-9,1.870e-13
372.925,1.246e+7,1.246e+7,5.937e-13,3.592e-9,1.870e-13
372.930,1.154e+7,1.154e+7,5.938e-13,3.592e-9,1.870e-13
372.935,1.090e+7,1.090e+7,5.938e-13,3.591e-9,1.870e-13
372.940,1.047e+7,1.047e+7,5.938e-13,3.590e-9,1.870e-13
372.945,1.016e+7,1.016e+7,5.939e-13,3.590e-9,1.870e-13
372.950,9.851e+6,9.851e+6,5.939e-13,3.589e-9,1.870e-13
372.955,9.459e+6,9.459e+6,5.939e-13,3.589e-9,1.870e-13
372.960,8.922e+6,8.922e+6,5.939e-13,3.588e-9,1.870e-13
372.965,8.216e+6,8.216e+6,5.940e-13,3.588e-9,1.870e-13
372.970,7.356e+6,7.356e+6,5.940e-13,3.587e-9,1.870e-13
372.975,6.386e+6,6.386e+6,5.940e-13,3.586e-9,1.870e-13
372.980,5.364e+6,5.364e+6,5.941e-13,3.586e-9,1.870e-13
372.985,4.356e+6,4.356e+6,5.941e-13,3.585e-9,1.870e-13
372.990,3.417e+6,3.417e+6,5.941e-13,3.585e-9,1.870e-13
372.995,2.589e+6,2.589e+6,5.941e-13,3.584e-9,1.870e-13
373.000,1.895e+6,1.895e+6,5.942e-13,3.583e-9,1.870e-13
373.005,1.341e+6,1.341e+6,5.942e-13,3.583e-9,1.870e-13
373.010,9.225e+5,9.225e+5,5.942e-13,3.582e-9,1.870e-13
373.015,6.240e+5,6.240e+5,5.943e-13,3.582e-9,1.870e-13
373.020,4.284e+5,4.284e+5,5.943e-13,3.581e-9,1.870e-13
373.025,3.197e+5,3.197e+5,5.943e-13,3.581e-9,1.870e-13
373.030,2.859e+5,2.859e+5,5.943e-13,3.580e-9,1.870e-13
373.035,3.208e+5,3.208e+5,5.944e-13,3.579e-9,1.870e-13
373.040,4.239e+5,4.239e+5,5.944e-13,3.579e-9,1.870e-13
373.045,5.990e+5,5.990e+5,5.944e-13,3.578e-9,1.870e-13
373.050,8.521e+5,8.521e+5,5.945e-13,3.578e-9,1.870e-13
373.055,1.188e+6,1.188e+6,5.945e-13,3.577e-9,1.870e-13
373.060,1.608e+6,1.608e+6,5.945e-13,3.576e-9,1.870e-13
373.065,2.103e+6,2.103e+6,5.945e-13,3.576e-9,1.870e-13
373.070,2.656e+6,2.656e+6,5.946e-13,3.575e-9,1.870e-13
373.075,3.238e+6,3.238e+6,5.946e-13,3.575e-9,1.870e-13
373.080,3.812e+6,3.812e+6,5.946e-13,3.574e-9,1.870e-13
373.085,4.336e+6,4.336e+6,5.947e-13,3.574e-9,1.870e-13
373.090,4.771e+6,4.771e+6,5.947e-13,3.573e-9,1.870e-13
373.095,5.093e+6,5.093e+6,5.947e-13,3.572e-9,1.870e-13
373.100,5.299e+6,5.299e+6,5.948e-13,3.572e-9,1.870e-13
373.105,5.423e+6,5.423e+6,5.948e-13,3.571e-9,1.870e-13
373.110,5.542e+6,5.542e+6,5.948e-13,3.571e-9,1.870e-13
373.115,5.785e+6,5.785e+6,5.948e-13,3.570e-9,1.870e-13
373.120,6.337e+6,6.337e+6,5.949e-13,3.569e-9,1.870e-13
373.125,7.443e+6,7.443e+6,5.949e-13,3.569e-9,1.870e-13
373.130,9.391e+6,9.391e+6,5.949e-13,3.568e-9,1.870e-13
373.135,1.250e+7,1.250e+7,5.950e-13,3.568e-9,1.870e-13
373.140,1.710e+7,1.710e+7,5.950e-13,3.567e-9,1.870e-13
373.145,2.345e+7,2.345e+7,5.950e-13,3.567e-9,1.870e-13
373.150,3.171e+7,3.171e+7,5.950e-13,3.566e-9,1.870e-13
373.155,4.187e+7,4.187e+7,5.951e-13,3.565e-9,1.870e-13
373.160,5.366e+7,5.366e+7,5.951e-13,3.565e-9,1.870e-13
373.165,6.657e+7,6.657e+7,5.951e-13,3.564e-9,1.870e-13
373.170,7.980e+7,7.980e+7,5.952e-13,3.564e-9,1.870e-13
