Wavelength (nm),Sum(calc),Cu I (8.1e-2),Cu II (8.6e-1),Sn I (2.1e-3),Sn II (3.8e-2),Pb I (8.7e-4),Pb II (1.9e-2)
336.735,6.010e-6,5.980e-8,6.010e-6,1.485e-9,7.767e-10,2.622e-10,
336.740,1.311e-6,5.979e-8,1.311e-6,1.484e-9,7.763e-10,2.622e-10,
336.745,2.735e-7,5.979e-8,2.735e-7,1.484e-9,7.760e-10,2.622e-10,
336.750,5.461e-8,5.978e-8,5.461e-8,1.484e-9,7.756e-10,2.622e-10,
336.755,1.043e-8,5.978e-8,1.043e-8,1.484e-9,7.752e-10,2.622e-10,
336.760,1.907e-9,5.978e-8,1.907e-9,1.484e-9,7.749e-10,2.622e-10,
336.765,3.336e-10,5.977e-8,3.336e-10,1.484e-9,7.745e-10,2.622e-10,
336.770,5.582e-11,5.977e-8,5.582e-11,1.484e-9,7.741e-10,2.622e-10,
336.775,8.939e-12,5.976e-8,8.939e-12,1.484e-9,7.737e-10,2.622e-10,
336.830,2.779e-12,5.971e-8,2.779e-12,1.483e-9,7.697e-10,2.621e-10,
336.835,1.804e-11,5.971e-8,1.804e-11,1.483e-9,7.693e-10,2.621e-10,
336.840,1.121e-10,5.971e-8,1.121e-10,1.483e-9,7.689e-10,2.621e-10,
336.845,6.664e-10,5.970e-8,6.664e-10,1.482e-9,7.686e-10,2.621e-10,
336.850,3.791e-9,5.970e-8,3.791e-9,1.482e-9,7.682e-10,2.621e-10,
336.855,2.064e-8,5.969e-8,2.064e-8,1.482e-9,7.678e-10,2.621e-10,
336.860,1.075e-7,5.969e-8,1.075e-7,1.482e-9,7.674e-10,2.621e-10,
336.865,5.361e-7,5.968e-8,5.361e-7,1.482e-9,7.671e-10,2.620e-10,
336.870,2.557e-6,5.968e-8,2.557e-6,1.482e-9,7.667e-10,2.620e-10,
336.875,1.168e-5,5.967e-8,1.168e-5,1.482e-9,7.663e-10,2.620e-10,
336.880,5.101e-5,5.967e-8,5.101e-5,1.482e-9,7.660e-10,2.620e-10,
336.885,2.132e-4,5.967e-8,2.132e-4,1.482e-9,7.656e-10,2.620e-10,
336.890,8.531e-4,5.966e-8,8.531e-4,1.482e-9,7.652e-10,2.620e-10,
336.895,3.266e-3,5.966e-8,3.266e-3,1.481e-9,7.649e-10,2.620e-10,
336.900,1.197e-2,5.965e-8,1.197e-2,1.481e-9,7.645e-10,2.620e-10,
336.905,4.195e-2,5.965e-8,4.195e-2,1.481e-9,7.641e-10,2.620e-10,
336.910,1.407e-1,5.964e-8,1.407e-1,1.481e-9,7.637e-10,2.620e-10,
336.915,4.518e-1,5.964e-8,4.518e-1,1.481e-9,7.634e-10,2.620e-10,
336.920,1.388e+0,5.964e-8,1.388e+0,1.481e-9,7.630e-10,2.620e-10,
336.925,4.080e+0,5.963e-8,4.080e+0,1.481e-9,7.626e-10,2.620e-10,
336.930,1.148e+1,5.963e-8,1.148e+1,1.481e-9,7.623e-10,2.619e-10,
336.935,3.090e+1,5.962e-8,3.090e+1,1.481e-9,7.619e-10,2.619e-10,
336.940,7.961e+1,5.962e-8,7.961e+1,1.481e-9,7.615e-10,2.619e-10,
336.945,1.963e+2,5.961e-8,1.963e+2,1.480e-9,7.612e-10,2.619e-10,
336.950,4.630e+2,5.961e-8,4.630e+2,1.480e-9,7.608e-10,2.619e-10,
336.955,1.045e+3,5.960e-8,1.045e+3,1.480e-9,7.604e-10,2.619e-10,
336.960,2.258e+3,5.960e-8,2.258e+3,1.480e-9,7.600e-10,2.619e-10,
336.966,5.369e+3,5.960e-8,5.369e+3,1.480e-9,7.596e-10,2.619e-10,
336.971,1.053e+4,5.959e-8,1.053e+4,1.480e-9,7.592e-10,2.619e-10,
336.976,1.976e+4,5.959e-8,1.976e+4,1.480e-9,7.589e-10,2.619e-10,
336.981,3.548e+4,5.958e-8,3.548e+4,1.480e-9,7.585e-10,2.619e-10,
336.986,6.096e+4,5.958e-8,6.096e+4,1.480e-9,7.581e-10,2.619e-10,
336.991,1.002e+5,5.957e-8,1.002e+5,1.480e-9,7.577e-10,2.619e-10,
336.996,1.577e+5,5.957e-8,1.577e+5,1.479e-9,7.574e-10,2.618e-10,
337.001,2.375e+5,5.956e-8,2.375e+5,1.479e-9,7.570e-10,2.618e-10,
337.006,3.423e+5,5.956e-8,3.423e+5,1.479e-9,7.566e-10,2.618e-10,
337.011,4.720e+5,5.956e-8,4.720e+5,1.479e-9,7.563e-10,2.618e-10,
337.016,6.228e+5,5.955e-8,6.228e+5,1.479e-9,7.559e-10,2.618e-10,
337.021,7.864e+5,5.955e-8,7.864e+5,1.479e-9,7.555e-10,2.618e-10,
337.026,9.502e+5,5.954e-8,9.502e+5,1.479e-9,7.551e-10,2.618e-10,
337.031,1.099e+6,5.954e-8,1.099e+6,1.479e-9,7.548e-10,2.618e-10,
337.036,1.216e+6,5.953e-8,1.216e+6,1.479e-9,7.544e-10,2.618e-10,
337.041,1.287e+6,5.953e-8,1.287e+6,1.479e-9,7.540e-10,2.618e-10,
337.046,1.305e+6,5.953e-8,1.305e+6,1.478e-9,7.537e-10,2.618e-10,
337.051,1.265e+6,5.952e-8,1.265e+6,1.478e-9,7.533e-10,2.618e-10,
337.056,1.174e+6,5.952e-8,1.174e+6,1.478e-9,7.529e-10,2.618e-10,
337.061,1.042e+6,5.951e-8,1.042e+6,1.478e-9,7.526e-10,2.617e-10,
337.066,8.856e+5,5.951e-8,8.856e+5,1.478e-9,7.522e-10,2.617e-10,
337.071,7.201e+5,5.950e-8,7.201e+5,1.478e-9,7.518e-10,2.617e-10,
337.076,5.603e+5,5.950e-8,5.603e+5,1.478e-9,7.514e-10,2.617e-10,
337.081,4.172e+5,5.949e-8,4.172e+5,1.478e-9,7.511e-10,2.617e-10,
337.086,2.973e+5,5.949e-8,2.973e+5,1.478e-9,7.507e-10,2.617e-10,
337.091,2.027e+5,5.949e-8,2.027e+5,1.478e-9,7.503e-10,2.617e-10,
337.096,1.323e+5,5.948e-8,1.323e+5,1.478e-9,7.500e-10,2.617e-10,
337.101,8.259e+4,5.948e-8,8.259e+4,1.477e-9,7.496e-10,2.617e-10,
337.106,4.935e+4,5.947e-8,4.935e+4,1.477e-9,7.492e-10,2.617e-10,
337.111,2.822e+4,5.947e-8,2.822e+4,1.477e-9,7.489e-10,2.617e-10,
337.116,1.544e+4,5.946e-8,1.544e+4,1.477e-9,7.485e-10,2.617e-10,
337.121,8.085e+3,5.946e-8,8.085e+3,1.477e-9,7.481e-10,2.617e-10,
337.126,4.051e+3,5.946e-8,4.051e+3,1.477e-9,7.477e-10,2.616e-10,
337.131,1.942e+3,5.945e-8,1.942e+3,1.477e-9,7.474e-10,2.616e-10,
337.136,8.912e+2,5.945e-8,8.912e+2,1.477e-9,7.470e-10,2.616e-10,
337.141,3.913e+2,5.944e-8,3.913e+2,1.477e-9,7.466e-10,2.616e-10,
337.146,1.644e+2,5.944e-8,1.644e+2,1.477e-9,7.463e-10,2.616e-10,
337.151,6.611e+1,5.943e-8,6.611e+1,1.476e-9,7.459e-10,2.616e-10,
337.156,2.544e+1,5.943e-8,2.544e+1,1.476e-9,7.455e-10,2.616e-10,
337.161,9.366e+0,5.942e-8,9.366e+0,1.476e-9,7.451e-10,2.616e-10,
337.166,3.300e+0,5.942e-8,3.300e+0,1.476e-9,7.448e-10,2.616e-10,
337.171,1.113e+0,5.942e-8,1.113e+0,1.476e-9,7.444e-10,2.616e-10,
337.176,3.590e-1,5.941e-8,3.590e-1,1.476e-9,7.440e-10,2.616e-10,
337.181,1.109e-1,5.941e-8,1.109e-1,1.476e-9,7.437e-10,2.616e-10,
337.186,3.276e-2,5.940e-8,3.276e-2,1.476e-9,7.433e-10,2.616e-10,
337.191,9.261e-3,5.940e-8,9.261e-3,1.476e-9,7.429e-10,2.615e-10,
337.196,2.506e-3,5.939e-8,2.506e-3,1.476e-9,7.426e-10,2.615e-10,
337.201,6.488e-4,5.939e-8,6.488e-4,1.475e-9,7.422e-10,2.615e-10,
337.206,1.608e-4,5.939e-8,1.608e-4,1.475e-9,7.418e-10,2.615e-10,
337.211,3.812e-5,5.938e-8,3.812e-5,1.475e-9,7.414e-10,2.615e-10,
337.216,8.648e-6,5.938e-8,8.648e-6,1.475e-9,7.411e-10,2.615e-10,
337.221,1.878e-6,5.937e-8,1.878e-6,1.475e-9,7.407e-10,2.615e-10,
337.226,3.901e-7,5.937e-8,3.901e-7,1.475e-9,7.403e-10,2.615e-10,
337.231,7.757e-8,5.936e-8,7.757e-8,1.475e-9,7.400e-10,2.615e-10,
337.236,1.476e-8,5.936e-8,1.476e-8,1.475e-9,7.396e-10,2.615e-10,
337.241,2.687e-9,5.935e-8,2.687e-9,1.475e-9,7.392e-10,2.615e-10,
337.246,4.682e-10,5.935e-8,4.682e-10,1.475e-9,7.389e-10,2.615e-10,
337.251,7.806e-11,5.935e-8,7.806e-11,1.474e-9,7.385e-10,2.615e-10,
337.256,1.245e-11,5.934e-8,1.245e-11,1.474e-9,7.381e-10,2.614e-10,
337.282,4.433e-12,5.932e-8,4.433e-12,1.474e-9,7.362e-10,2.614e-10,
337.287,2.814e-11,5.931e-8,2.814e-11,1.474e-9,7.358e-10,2.614e-10,
337.292,1.709e-10,5.931e-8,1.709e-10,1.474e-9,7.354e-10,2.614e-10,
337.297,9.938e-10,5.931e-8,9.938e-10,1.474e-9,7.351e-10,2.614e-10,
337.302,5.530e-9,5.930e-8,5.530e-9,1.473e-9,7.347e-10,2.614e-10,
337.307,2.945e-8,5.930e-8,2.945e-8,1.473e-9,7.343e-10,2.614e-10,
337.312,1.501e-7,5.929e-8,1.501e-7,1.473e-9,7.340e-10,2.614e-10,
337.317,7.321e-7,5.929e-8,7.321e-7,1.473e-9,7.336e-10,2.614e-10,
337.322,3.418e-6,5.928e-8,3.418e-6,1.473e-9,7.332e-10,2.613e-10,
337.327,1.527e-5,5.928e-8,1.527e-5,1.473e-9,7.329e-10,2.613e-10,
337.332,6.529e-5,5.928e-8,6.529e-5,1.473e-9,7.325e-10,2.613e-10,
337.337,2.672e-4,5.927e-8,2.672e-4,1.473e-9,7.321e-10,2.613e-10,
337.342,1.046e-3,5.927e-8,1.046e-3,1.473e-9,7.317e-10,2.613e-10,
337.347,3.922e-3,5.926e-8,3.922e-3,1.473e-9,7.314e-10,2.613e-10,
337.352,1.407e-2,5.926e-8,1.407e-2,1.472e-9,7.310e-10,2.613e-10,
337.357,4.831e-2,5.925e-8,4.831e-2,1.472e-9,7.306e-10,2.613e-10,
337.362,1.587e-1,5.925e-8,1.587e-1,1.472e-9,7.303e-10,2.613e-10,
337.367,4.992e-1,5.924e-8,4.992e-1,1.472e-9,7.299e-10,2.613e-10,
337.372,1.502e+0,5.924e-8,1.502e+0,1.472e-9,7.295e-10,2.613e-10,
337.377,4.327e+0,5.924e-8,4.327e+0,1.472e-9,7.291e-10,2.613e-10,
337.382,1.193e+1,5.923e-8,1.193e+1,1.472e-9,7.288e-10,2.613e-10,
337.387,3.147e+1,5.923e-8,3.147e+1,1.472e-9,7.284e-10,2.612e-10,
337.392,7.946e+1,5.922e-8,7.946e+1,1.472e-9,7.280e-10,2.612e-10,
337.397,1.920e+2,5.922e-8,1.920e+2,1.472e-9,7.277e-10,2.612e-10,
337.402,4.441e+2,5.921e-8,4.441e+2,1.472e-9,7.273e-10,2.612e-10,
337.407,9.829e+2,5.921e-8,9.829e+2,1.471e-9,7.269e-10,2.612e-10,
337.412,2.082e+3,5.921e-8,2.082e+3,1.471e-9,7.266e-10,2.612e-10,
337.417,4.221e+3,5.920e-8,4.221e+3,1.471e-9,7.262e-10,2.612e-10,
337.422,8.191e+3,5.920e-8,8.191e+3,1.471e-9,7.258e-10,2.612e-10,
337.427,1.521e+4,5.919e-8,1.521e+4,1.471e-9,7.254e-10,2.612e-10,
337.432,2.703e+4,5.919e-8,2.703e+4,1.471e-9,7.251e-10,2.612e-10,
337.437,4.598e+4,5.918e-8,4.598e+4,1.471e-9,7.247e-10,2.612e-10,
337.442,7.485e+4,5.918e-8,7.485e+4,1.471e-9,7.243e-10,2.612e-10,
337.447,1.166e+5,5.917e-8,1.166e+5,1.471e-9,7.240e-10,2.612e-10,
337.452,1.739e+5,5.917e-8,1.739e+5,1.471e-9,7.236e-10,2.611e-10,
337.457,2.481e+5,5.917e-8,2.481e+5,1.470e-9,7.232e-10,2.611e-10,
337.462,3.388e+5,5.916e-8,3.388e+5,1.470e-9,7.228e-10,2.611e-10,
337.467,4.429e+5,5.916e-8,4.429e+5,1.470e-9,7.225e-10,2.611e-10,
337.472,5.540e+5,5.915e-8,5.540e+5,1.470e-9,7.221e-10,2.611e-10,
337.477,6.632e+5,5.915e-8,6.632e+5,1.470e-9,7.217e-10,2.611e-10,
337.482,7.599e+5,5.914e-8,7.599e+5,1.470e-9,7.214e-10,2.611e-10,
337.487,8.333e+5,5.914e-8,8.333e+5,1.470e-9,7.210e-10,2.611e-10,
337.492,8.745e+5,5.914e-8,8.745e+5,1.470e-9,7.206e-10,2.611e-10,
337.497,8.784e+5,5.913e-8,8.784e+5,1.470e-9,7.203e-10,2.611e-10,
337.502,8.443e+5,5.913e-8,8.443e+5,1.470e-9,7.199e-10,2.611e-10,
337.507,7.768e+5,5.912e-8,7.768e+5,1.469e-9,7.195e-10,2.611e-10,
337.512,6.839e+5,5.912e-8,6.839e+5,1.469e-9,7.191e-10,2.611e-10,
337.517,5.763e+5,5.911e-8,5.763e+5,1.469e-9,7.188e-10,2.610e-10,
337.522,4.648e+5,5.911e-8,4.648e+5,1.469e-9,7.184e-10,2.610e-10,
337.527,3.587e+5,5.911e-8,3.587e+5,1.469e-9,7.180e-10,2.610e-10,
337.532,2.650e+5,5.910e-8,2.650e+5,1.469e-9,7.177e-10,2.610e-10,
337.537,1.873e+5,5.910e-8,1.873e+5,1.469e-9,7.173e-10,2.610e-10,
337.542,1.267e+5,5.909e-8,1.267e+5,1.469e-9,7.169e-10,2.610e-10,
337.547,8.207e+4,5.909e-8,8.207e+4,1.469e-9,7.166e-10,2.610e-10,
337.552,5.086e+4,5.908e-8,5.086e+4,1.469e-9,7.162e-10,2.610e-10,
337.557,3.017e+4,5.908e-8,3.017e+4,1.468e-9,7.158e-10,2.610e-10,
337.562,1.712e+4,5.907e-8,1.712e+4,1.468e-9,7.154e-10,2.610e-10,
337.567,9.303e+3,5.907e-8,9.303e+3,1.468e-9,7.151e-10,2.610e-10,
337.573,4.221e+3,5.906e-8,4.221e+3,1.468e-9,7.146e-10,2.610e-10,
337.578,2.082e+3,5.906e-8,2.082e+3,1.468e-9,7.143e-10,2.610e-10,
337.583,9.829e+2,5.906e-8,9.829e+2,1.468e-9,7.139e-10,2.609e-10,
337.588,4.441e+2,5.905e-8,4.441e+2,1.468e-9,7.135e-10,2.609e-10,
337.593,1.920e+2,5.905e-8,1.920e+2,1.468e-9,7.131e-10,2.609e-10,
337.598,7.946e+1,5.904e-8,7.946e+1,1.468e-9,7.128e-10,2.609e-10,
337.603,3.147e+1,5.904e-8,3.147e+1,1.468e-9,7.124e-10,2.609e-10,
337.608,1.193e+1,5.903e-8,1.193e+1,1.467e-9,7.120e-10,2.609e-10,
337.613,4.327e+0,5.903e-8,4.327e+0,1.467e-9,7.117e-10,2.609e-10,
337.618,1.502e+0,5.903e-8,1.502e+0,1.467e-9,7.113e-10,2.609e-10,
337.623,4.992e-1,5.902e-8,4.992e-1,1.467e-9,7.109e-10,2.609e-10,
337.628,1.587e-1,5.902e-8,1.587e-1,1.467e-9,7.106e-10,2.609e-10,
337.633,4.831e-2,5.901e-8,4.831e-2,1.467e-9,7.102e-10,2.609e-10,
337.638,1.407e-2,5.901e-8,1.407e-2,1.467e-9,7.098e-10,2.609e-10,
337.643,3.922e-3,5.900e-8,3.922e-3,1.467e-9,7.094e-10,2.609e-10,
337.648,1.046e-3,5.900e-8,1.046e-3,1.467e-9,7.091e-10,2.608e-10,
337.653,2.672e-4,5.900e-8,2.672e-4,1.467e-9,7.087e-10,2.608e-10,
337.658,6.529e-5,5.899e-8,6.529e-5,1.466e-9,7.083e-10,2.608e-10,
337.663,1.527e-5,5.899e-8,1.527e-5,1.466e-9,7.080e-10,2.608e-10,
337.668,3.418e-6,5.898e-8,3.418e-6,1.466e-9,7.076e-10,2.608e-10,
337.673,7.321e-7,5.898e-8,7.321e-7,1.466e-9,7.072e-10,2.608e-10,
337.678,1.501e-7,5.897e-8,1.501e-7,1.466e-9,7.068e-10,2.608e-10,
337.683,2.945e-8,5.897e-8,2.945e-8,1.466e-9,7.065e-10,2.608e-10,
337.688,5.530e-9,5.896e-8,5.530e-9,1.466e-9,7.061e-10,2.608e-10,
337.693,9.938e-10,5.896e-8,9.938e-10,1.466e-9,7.057e-10,2.608e-10,
337.698,1.709e-10,5.896e-8,1.709e-10,1.466e-9,7.054e-10,2.608e-10,
337.703,2.814e-11,5.895e-8,2.814e-11,1.466e-9,7.050e-10,2.608e-10,
337.708,4.433e-12,5.895e-8,4.433e-12,1.466e-9,7.046e-10,2.608e-10,
337.858,2.910e-12,5.882e-8,2.910e-12,1.463e-9,6.935e-10,2.605e-10,
337.863,1.835e-11,5.881e-8,1.835e-11,1.462e-9,6.931e-10,2.605e-10,
337.868,1.108e-10,5.881e-8,1.108e-10,1.462e-9,6.928e-10,2.605e-10,
337.874,9.048e-10,5.880e-8,9.048e-10,1.462e-9,6.923e-10,2.605e-10,
337.879,4.961e-9,5.880e-8,4.961e-9,1.462e-9,6.920e-10,2.605e-10,
337.884,2.604e-8,5.879e-8,2.604e-8,1.462e-9,6.916e-10,2.605e-10,
337.889,1.308e-7,5.879e-8,1.308e-7,1.462e-9,6.912e-10,2.605e-10,
337.894,6.293e-7,5.878e-8,6.293e-7,1.462e-9,6.908e-10,2.605e-10,
337.899,2.897e-6,5.878e-8,2.897e-6,1.462e-9,6.905e-10,2.605e-10,
337.904,1.276e-5,5.878e-8,1.276e-5,1.462e-9,6.901e-10,2.605e-10,
337.909,5.383e-5,5.877e-8,5.383e-5,1.462e-9,6.897e-10,2.605e-10,
337.914,2.173e-4,5.877e-8,2.173e-4,1.461e-9,6.894e-10,2.604e-10,
337.919,8.399e-4,5.876e-8,8.399e-4,1.461e-9,6.890e-10,2.604e-10,
337.924,3.107e-3,5.876e-8,3.107e-3,1.461e-9,6.886e-10,2.604e-10,
337.929,1.100e-2,5.875e-8,1.100e-2,1.461e-9,6.883e-10,2.604e-10,
337.934,3.728e-2,5.875e-8,3.728e-2,1.461e-9,6.879e-10,2.604e-10,
337.939,1.209e-1,5.875e-8,1.209e-1,1.461e-9,6.875e-10,2.604e-10,
337.944,3.755e-1,5.874e-8,3.755e-1,1.461e-9,6.871e-10,2.604e-10,
337.949,1.116e+0,5.874e-8,1.116e+0,1.461e-9,6.868e-10,2.604e-10,
337.954,3.175e+0,5.873e-8,3.175e+0,1.461e-9,6.864e-10,2.604e-10,
337.959,8.647e+0,5.873e-8,8.647e+0,1.461e-9,6.860e-10,2.604e-10,
337.964,2.254e+1,5.872e-8,2.254e+1,1.460e-9,6.857e-10,2.604e-10,
337.969,5.624e+1,5.872e-8,5.624e+1,1.460e-9,6.853e-10,2.604e-10,
337.974,1.343e+2,5.871e-8,1.343e+2,1.460e-9,6.849e-10,2.604e-10,
337.979,3.071e+2,5.871e-8,3.071e+2,1.460e-9,6.845e-10,2.603e-10,
337.984,6.719e+2,5.871e-8,6.719e+2,1.460e-9,6.842e-10,2.603e-10,
337.989,1.407e+3,5.870e-8,1.407e+3,1.460e-9,6.838e-10,2.603e-10,
337.994,2.822e+3,5.870e-8,2.822e+3,1.460e-9,6.834e-10,2.603e-10,
337.999,5.415e+3,5.869e-8,5.415e+3,1.460e-9,6.831e-10,2.603e-10,
338.004,9.946e+3,5.869e-8,9.946e+3,1.460e-9,6.827e-10,2.603e-10,
338.009,1.749e+4,5.868e-8,1.749e+4,1.460e-9,6.823e-10,2.603e-10,
338.014,2.943e+4,5.868e-8,2.943e+4,1.460e-9,6.820e-10,2.603e-10,
338.019,4.742e+4,5.868e-8,4.742e+4,1.459e-9,6.816e-10,2.603e-10,
338.024,7.312e+4,5.867e-8,7.312e+4,1.459e-9,6.812e-10,2.603e-10,
338.029,1.079e+5,5.867e-8,1.079e+5,1.459e-9,6.808e-10,2.603e-10,
338.034,1.525e+5,5.866e-8,1.525e+5,1.459e-9,6.805e-10,2.603e-10,
338.039,2.062e+5,5.866e-8,2.062e+5,1.459e-9,6.801e-10,2.603e-10,
338.044,2.669e+5,5.865e-8,2.669e+5,1.459e-9,6.797e-10,2.602e-10,
338.049,3.308e+5,5.865e-8,3.308e+5,1.459e-9,6.794e-10,2.602e-10,
338.054,3.923e+5,5.864e-8,3.923e+5,1.459e-9,6.790e-10,2.602e-10,
338.059,4.454e+5,5.864e-8,4.454e+5,1.459e-9,6.786e-10,2.602e-10,
338.064,4.840e+5,5.864e-8,4.840e+5,1.459e-9,6.783e-10,2.602e-10,
338.069,5.034e+5,5.863e-8,5.034e+5,1.458e-9,6.779e-10,2.602e-10,
338.074,5.012e+5,5.863e-8,5.012e+5,1.458e-9,6.775e-10,2.602e-10,
338.079,4.776e+5,5.862e-8,4.776e+5,1.458e-9,6.771e-10,2.602e-10,
338.084,4.357e+5,5.862e-8,4.357e+5,1.458e-9,6.768e-10,2.602e-10,
338.089,3.805e+5,5.861e-8,3.805e+5,1.458e-9,6.764e-10,2.602e-10,
338.094,3.180e+5,5.861e-8,3.180e+5,1.458e-9,6.760e-10,2.602e-10,
338.099,2.544e+5,5.861e-8,2.544e+5,1.458e-9,6.757e-10,2.602e-10,
338.104,1.948e+5,5.860e-8,1.948e+5,1.458e-9,6.753e-10,2.602e-10,
338.109,1.428e+5,5.860e-8,1.428e+5,1.458e-9,6.749e-10,2.601e-10,
338.114,1.002e+5,5.859e-8,1.002e+5,1.458e-9,6.745e-10,2.601e-10,
338.119,6.729e+4,5.859e-8,6.729e+4,1.457e-9,6.742e-10,2.601e-10,
338.124,4.326e+4,5.858e-8,4.326e+4,1.457e-9,6.738e-10,2.601e-10,
338.129,2.662e+4,5.858e-8,2.662e+4,1.457e-9,6.734e-10,2.601e-10,
338.134,1.568e+4,5.857e-8,1.568e+4,1.457e-9,6.731e-10,2.601e-10,
338.139,8.838e+3,5.857e-8,8.838e+3,1.457e-9,6.727e-10,2.601e-10,
338.144,4.770e+3,5.857e-8,4.770e+3,1.457e-9,6.723e-10,2.601e-10,
338.149,2.464e+3,5.856e-8,2.464e+3,1.457e-9,6.720e-10,2.601e-10,
338.154,1.218e+3,5.856e-8,1.218e+3,1.457e-9,6.716e-10,2.601e-10,
338.159,5.765e+2,5.855e-8,5.765e+2,1.457e-9,6.712e-10,2.601e-10,
338.164,2.612e+2,5.855e-8,2.612e+2,1.457e-9,6.708e-10,2.601e-10,
338.169,1.132e+2,5.854e-8,1.132e+2,1.456e-9,6.705e-10,2.601e-10,
338.174,4.701e+1,5.854e-8,4.701e+1,1.456e-9,6.701e-10,2.600e-10,
338.180,1.545e+1,5.853e-8,1.545e+1,1.456e-9,6.697e-10,2.600e-10,
338.185,5.823e+0,5.853e-8,5.823e+0,1.456e-9,6.693e-10,2.600e-10,
338.190,2.101e+0,5.853e-8,2.101e+0,1.456e-9,6.689e-10,2.600e-10,
338.195,7.257e-1,5.852e-8,7.257e-1,1.456e-9,6.685e-10,2.600e-10,
338.200,2.399e-1,5.852e-8,2.399e-1,1.456e-9,6.682e-10,2.600e-10,
338.205,7.593e-2,5.851e-8,7.593e-2,1.456e-9,6.678e-10,2.600e-10,
338.210,2.300e-2,5.851e-8,2.300e-2,1.456e-9,6.674e-10,2.600e-10,
338.215,6.668e-3,5.850e-8,6.668e-3,1.456e-9,6.671e-10,2.600e-10,
338.220,1.851e-3,5.850e-8,1.851e-3,1.455e-9,6.667e-10,2.600e-10,
338.225,4.917e-4,5.850e-8,4.917e-4,1.455e-9,6.663e-10,2.600e-10,
338.230,1.250e-4,5.849e-8,1.250e-4,1.455e-9,6.660e-10,2.600e-10,
338.235,3.043e-5,5.849e-8,3.043e-5,1.455e-9,6.656e-10,2.600e-10,
338.240,7.090e-6,5.848e-8,7.090e-6,1.455e-9,6.652e-10,2.599e-10,
338.245,1.581e-6,5.848e-8,1.581e-6,1.455e-9,6.648e-10,2.599e-10,
338.250,3.375e-7,5.847e-8,3.375e-7,1.455e-9,6.645e-10,2.599e-10,
338.255,6.896e-8,5.847e-8,6.896e-8,1.455e-9,6.641e-10,2.599e-10,
338.260,1.349e-8,5.846e-8,1.349e-8,1.455e-9,6.637e-10,2.599e-10,
338.265,2.525e-9,5.846e-8,2.525e-9,1.455e-9,6.634e-10,2.599e-10,
338.270,4.525e-10,5.846e-8,4.525e-10,1.454e-9,6.630e-10,2.599e-10,
338.275,7.761e-11,5.845e-8,7.761e-11,1.454e-9,6.626e-10,2.599e-10,
338.280,1.274e-11,5.845e-8,1.274e-11,1.454e-9,6.623e-10,2.599e-10,
338.285,2.002e-12,5.844e-8,2.002e-12,1.454e-9,6.619e-10,2.599e-10,
347.014,1.521e-11,5.082e-8,2.355e-12,1.283e-9,1.521e-11,2.466e-10,
347.019,9.163e-11,5.081e-8,2.355e-12,1.283e-9,9.163e-11,2.466e-10,
347.024,5.295e-10,5.081e-8,2.355e-12,1.283e-9,5.295e-10,2.466e-10,
347.029,2.935e-9,5.081e-8,2.355e-12,1.283e-9,2.935e-9,2.465e-10,
347.034,1.561e-8,5.080e-8,2.355e-12,1.283e-9,1.561e-8,2.465e-10,
347.039,7.966e-8,5.080e-8,2.356e-12,1.283e-9,7.966e-8,2.465e-10,
347.044,3.900e-7,5.079e-8,2.356e-12,1.283e-9,3.900e-7,2.465e-10,
347.049,1.832e-6,5.079e-8,2.356e-12,1.282e-9,1.832e-6,2.465e-10,
347.054,8.252e-6,5.078e-8,2.356e-12,1.282e-9,8.252e-6,2.465e-10,
347.059,3.567e-5,5.078e-8,2.356e-12,1.282e-9,3.567e-5,2.465e-10,
347.064,1.479e-4,5.077e-8,2.357e-12,1.282e-9,1.479e-4,2.465e-10,
347.069,5.886e-4,5.077e-8,2.357e-12,1.282e-9,5.886e-4,2.465e-10,
347.074,2.247e-3,5.077e-8,2.357e-12,1.282e-9,2.247e-3,2.465e-10,
347.079,8.227e-3,5.076e-8,2.357e-12,1.282e-9,8.227e-3,2.465e-10,
347.084,2.890e-2,5.076e-8,2.357e-12,1.282e-9,2.890e-2,2.465e-10,
347.089,9.741e-2,5.075e-8,2.358e-12,1.282e-9,9.741e-2,2.465e-10,
347.094,3.150e-1,5.075e-8,2.358e-12,1.282e-9,3.150e-1,2.464e-10,
347.099,9.772e-1,5.074e-8,2.358e-12,1.281e-9,9.772e-1,2.464e-10,
347.104,2.908e+0,5.074e-8,2.358e-12,1.281e-9,2.908e+0,2.464e-10,
347.109,8.304e+0,5.074e-8,2.358e-12,1.281e-9,8.304e+0,2.464e-10,
347.114,2.275e+1,5.073e-8,2.359e-12,1.281e-9,2.275e+1,2.464e-10,
347.119,5.978e+1,5.073e-8,2.359e-12,1.281e-9,5.978e+1,2.464e-10,
347.124,1.507e+2,5.072e-8,2.359e-12,1.281e-9,1.507e+2,2.464e-10,
347.129,3.646e+2,5.072e-8,2.359e-12,1.281e-9,3.646e+2,2.464e-10,
347.134,8.460e+2,5.071e-8,2.359e-12,1.281e-9,8.460e+2,2.464e-10,
347.139,1.884e+3,5.071e-8,2.360e-12,1.281e-9,1.884e+3,2.464e-10,
347.144,4.023e+3,5.070e-8,2.360e-12,1.281e-9,4.023e+3,2.464e-10,
347.149,8.244e+3,5.070e-8,2.360e-12,1.280e-9,8.244e+3,2.464e-10,
