Wavelength (nm),Sum(calc),Cu I (8.1e-2),Cu II (8.6e-1),Sn I (2.1e-3),Sn II (3.8e-2),Pb I (8.7e-4),Pb II (1.9e-2)
333.098,2.696e+7,6.297e-8,1.561e-12,2.696e+7,7.199e-11,2.678e-10,
333.103,1.888e+7,6.297e-8,1.553e-12,1.888e+7,7.188e-11,2.678e-10,
333.108,1.264e+7,6.297e-8,1.545e-12,1.264e+7,7.176e-11,2.678e-10,
333.113,8.091e+6,6.296e-8,1.537e-12,8.091e+6,7.164e-11,2.678e-10,
333.118,4.950e+6,6.296e-8,1.529e-12,4.950e+6,7.153e-11,2.678e-10,
333.123,2.895e+6,6.295e-8,1.521e-12,2.895e+6,7.141e-11,2.677e-10,
333.128,1.619e+6,6.295e-8,1.513e-12,1.619e+6,7.129e-11,2.677e-10,
333.133,8.651e+5,6.294e-8,1.504e-12,8.651e+5,7.118e-11,2.677e-10,
333.138,4.420e+5,6.294e-8,1.496e-12,4.420e+5,7.106e-11,2.677e-10,
333.143,2.159e+5,6.293e-8,1.488e-12,2.159e+5,7.094e-11,2.677e-10,
333.148,1.008e+5,6.293e-8,1.480e-12,1.008e+5,7.083e-11,2.677e-10,
333.153,4.497e+4,6.293e-8,1.472e-12,4.497e+4,7.071e-11,2.677e-10,
333.158,1.919e+4,6.292e-8,1.464e-12,1.919e+4,7.059e-11,2.677e-10,
333.163,7.824e+3,6.292e-8,1.456e-12,7.824e+3,7.048e-11,2.677e-10,
333.168,3.050e+3,6.291e-8,1.448e-12,3.050e+3,7.036e-11,2.677e-10,
333.173,1.137e+3,6.291e-8,1.440e-12,1.137e+3,7.024e-11,2.677e-10,
333.178,4.049e+2,6.290e-8,1.432e-12,4.049e+2,7.013e-11,2.677e-10,
333.183,1.379e+2,6.290e-8,1.424e-12,1.379e+2,7.001e-11,2.677e-10,
333.188,4.488e+1,6.290e-8,1.416e-12,4.488e+1,6.989e-11,2.677e-10,
333.193,1.397e+1,6.289e-8,1.407e-12,1.397e+1,6.978e-11,2.676e-10,
333.198,4.154e+0,6.289e-8,1.399e-12,4.154e+0,6.966e-11,2.676e-10,
333.203,1.181e+0,6.288e-8,1.391e-12,1.181e+0,6.954e-11,2.676e-10,
333.208,3.211e-1,6.288e-8,1.383e-12,3.211e-1,6.943e-11,2.676e-10,
333.213,8.343e-2,6.287e-8,1.375e-12,8.343e-2,6.931e-11,2.676e-10,
333.218,2.072e-2,6.287e-8,1.367e-12,2.072e-2,6.919e-11,2.676e-10,
333.223,4.920e-3,6.286e-8,1.359e-12,4.920e-3,6.908e-11,2.676e-10,
333.228,1.117e-3,6.286e-8,1.351e-12,1.117e-3,6.896e-11,2.676e-10,
333.233,2.423e-4,6.286e-8,1.343e-12,2.423e-4,6.884e-11,2.676e-10,
333.238,5.025e-5,6.285e-8,1.335e-12,5.025e-5,6.873e-11,2.676e-10,
333.243,9.964e-6,6.285e-8,1.327e-12,9.964e-6,6.861e-11,2.676e-10,
333.248,1.888e-6,6.284e-8,1.318e-12,1.888e-6,6.850e-11,2.676e-10,
333.253,3.421e-7,6.284e-8,1.310e-12,3.421e-7,6.838e-11,2.676e-10,
333.258,5.925e-8,6.283e-8,1.302e-12,5.925e-8,6.826e-11,2.675e-10,
333.263,9.810e-9,6.283e-8,1.294e-12,9.810e-9,6.815e-11,2.675e-10,
333.268,1.553e-9,6.283e-8,1.286e-12,1.553e-9,6.803e-11,2.675e-10,
333.650,6.684e-13,6.249e-8,6.684e-13,1.545e-9,5.912e-11,2.669e-10,
333.655,4.497e-12,6.249e-8,4.497e-12,1.545e-9,5.901e-11,2.669e-10,
333.660,2.894e-11,6.248e-8,2.894e-11,1.545e-9,5.889e-11,2.669e-10,
333.665,1.780e-10,6.248e-8,1.780e-10,1.545e-9,5.877e-11,2.669e-10,
333.670,1.047e-9,6.247e-8,1.047e-9,1.545e-9,5.866e-11,2.669e-10,
333.675,5.888e-9,6.247e-8,5.888e-9,1.545e-9,5.854e-11,2.669e-10,
333.680,3.166e-8,6.247e-8,3.166e-8,1.544e-9,5.842e-11,2.669e-10,
333.685,1.628e-7,6.246e-8,1.628e-7,1.544e-9,5.831e-11,2.669e-10,
333.690,8.000e-7,6.246e-8,8.000e-7,1.544e-9,5.819e-11,2.669e-10,
333.695,3.760e-6,6.245e-8,3.760e-6,1.544e-9,5.807e-11,2.669e-10,
333.700,1.690e-5,6.245e-8,1.690e-5,1.544e-9,5.796e-11,2.669e-10,
333.705,7.260e-5,6.244e-8,7.260e-5,1.544e-9,5.784e-11,2.669e-10,
333.710,2.983e-4,6.244e-8,2.983e-4,1.544e-9,5.772e-11,2.669e-10,
333.715,1.172e-3,6.243e-8,1.172e-3,1.544e-9,5.761e-11,2.668e-10,
333.720,4.400e-3,6.243e-8,4.400e-3,1.544e-9,5.749e-11,2.668e-10,
333.725,1.580e-2,6.243e-8,1.580e-2,1.544e-9,5.737e-11,2.668e-10,
333.730,5.425e-2,6.242e-8,5.425e-2,1.543e-9,5.726e-11,2.668e-10,
333.735,1.781e-1,6.242e-8,1.781e-1,1.543e-9,5.714e-11,2.668e-10,
333.740,5.590e-1,6.241e-8,5.590e-1,1.543e-9,5.702e-11,2.668e-10,
333.745,1.678e+0,6.241e-8,1.678e+0,1.543e-9,5.691e-11,2.668e-10,
333.750,4.814e+0,6.240e-8,4.814e+0,1.543e-9,5.679e-11,2.668e-10,
333.755,1.321e+1,6.240e-8,1.321e+1,1.543e-9,5.667e-11,2.668e-10,
333.760,3.465e+1,6.240e-8,3.465e+1,1.543e-9,5.656e-11,2.668e-10,
333.765,8.691e+1,6.239e-8,8.691e+1,1.543e-9,5.644e-11,2.668e-10,
333.770,2.084e+2,6.239e-8,2.084e+2,1.543e-9,5.632e-11,2.668e-10,
333.775,4.779e+2,6.238e-8,4.779e+2,1.543e-9,5.621e-11,2.668e-10,
333.780,1.048e+3,6.238e-8,1.048e+3,1.542e-9,5.609e-11,2.667e-10,
333.785,2.196e+3,6.237e-8,2.196e+3,1.542e-9,5.597e-11,2.667e-10,
333.790,4.402e+3,6.237e-8,4.402e+3,1.542e-9,5.586e-11,2.667e-10,
333.795,8.436e+3,6.236e-8,8.436e+3,1.542e-9,5.574e-11,2.667e-10,
333.800,1.546e+4,6.236e-8,1.546e+4,1.542e-9,5.562e-11,2.667e-10,
333.805,2.708e+4,6.236e-8,2.708e+4,1.542e-9,5.551e-11,2.667e-10,
333.810,4.536e+4,6.235e-8,4.536e+4,1.542e-9,5.539e-11,2.667e-10,
333.815,7.265e+4,6.235e-8,7.265e+4,1.542e-9,5.528e-11,2.667e-10,
333.820,1.112e+5,6.234e-8,1.112e+5,1.542e-9,5.516e-11,2.667e-10,
333.825,1.629e+5,6.234e-8,1.629e+5,1.542e-9,5.504e-11,2.667e-10,
333.830,2.280e+5,6.233e-8,2.280e+5,1.542e-9,5.493e-11,2.667e-10,
333.835,3.052e+5,6.233e-8,3.052e+5,1.541e-9,5.481e-11,2.667e-10,
333.840,3.906e+5,6.233e-8,3.906e+5,1.541e-9,5.469e-11,2.667e-10,
333.845,4.780e+5,6.232e-8,4.780e+5,1.541e-9,5.458e-11,2.666e-10,
333.850,5.593e+5,6.232e-8,5.593e+5,1.541e-9,5.446e-11,2.666e-10,
333.855,6.256e+5,6.231e-8,6.256e+5,1.541e-9,5.434e-11,2.666e-10,
333.860,6.692e+5,6.231e-8,6.692e+5,1.541e-9,5.423e-11,2.666e-10,
333.865,6.844e+5,6.230e-8,6.844e+5,1.541e-9,5.411e-11,2.666e-10,
333.870,6.692e+5,6.230e-8,6.692e+5,1.541e-9,5.399e-11,2.666e-10,
333.875,6.256e+5,6.230e-8,6.256e+5,1.541e-9,5.388e-11,2.666e-10,
333.880,5.593e+5,6.229e-8,5.593e+5,1.541e-9,5.376e-11,2.666e-10,
333.885,4.780e+5,6.229e-8,4.780e+5,1.540e-9,5.364e-11,2.666e-10,
333.890,3.906e+5,6.228e-8,3.906e+5,1.540e-9,5.353e-11,2.666e-10,
333.895,3.052e+5,6.228e-8,3.052e+5,1.540e-9,5.341e-11,2.666e-10,
333.900,2.280e+5,6.227e-8,2.280e+5,1.540e-9,5.329e-11,2.666e-10,
333.905,1.629e+5,6.227e-8,1.629e+5,1.540e-9,5.318e-11,2.666e-10,
333.910,1.112e+5,6.226e-8,1.112e+5,1.540e-9,5.306e-11,2.665e-10,
333.915,7.265e+4,6.226e-8,7.265e+4,1.540e-9,5.294e-11,2.665e-10,
333.920,4.536e+4,6.226e-8,4.536e+4,1.540e-9,5.283e-11,2.665e-10,
333.925,2.708e+4,6.225e-8,2.708e+4,1.540e-9,5.271e-11,2.665e-10,
333.931,1.374e+4,6.225e-8,1.374e+4,1.540e-9,5.257e-11,2.665e-10,
333.936,7.434e+3,6.224e-8,7.434e+3,1.539e-9,5.245e-11,2.665e-10,
333.941,3.844e+3,6.224e-8,3.844e+3,1.539e-9,5.234e-11,2.665e-10,
333.946,1.901e+3,6.223e-8,1.901e+3,1.539e-9,5.222e-11,2.665e-10,
333.951,8.987e+2,6.223e-8,8.987e+2,1.539e-9,5.210e-11,2.665e-10,
333.956,4.063e+2,6.222e-8,4.063e+2,1.539e-9,5.199e-11,2.665e-10,
333.961,1.756e+2,6.222e-8,1.756e+2,1.539e-9,5.187e-11,2.665e-10,
333.966,7.257e+1,6.222e-8,7.257e+1,1.539e-9,5.175e-11,2.665e-10,
333.971,2.867e+1,6.221e-8,2.867e+1,1.539e-9,5.164e-11,2.665e-10,
333.976,1.083e+1,6.221e-8,1.083e+1,1.539e-9,5.152e-11,2.664e-10,
333.981,3.913e+0,6.220e-8,3.913e+0,1.539e-9,5.140e-11,2.664e-10,
333.986,1.352e+0,6.220e-8,1.352e+0,1.538e-9,5.129e-11,2.664e-10,
333.991,4.463e-1,6.219e-8,4.463e-1,1.538e-9,5.117e-11,2.664e-10,
333.996,1.409e-1,6.219e-8,1.409e-1,1.538e-9,5.106e-11,2.664e-10,
334.001,4.254e-2,6.219e-8,4.254e-2,1.538e-9,5.094e-11,2.664e-10,
334.006,1.228e-2,6.218e-8,1.228e-2,1.538e-9,5.082e-11,2.664e-10,
334.011,3.389e-3,6.218e-8,3.389e-3,1.538e-9,5.071e-11,2.664e-10,
334.016,8.944e-4,6.217e-8,8.944e-4,1.538e-9,5.059e-11,2.664e-10,
334.021,2.257e-4,6.217e-8,2.257e-4,1.538e-9,5.047e-11,2.664e-10,
334.026,5.444e-5,6.216e-8,5.444e-5,1.538e-9,5.036e-11,2.664e-10,
334.031,1.256e-5,6.216e-8,1.256e-5,1.538e-9,5.024e-11,2.664e-10,
334.036,2.769e-6,6.215e-8,2.769e-6,1.537e-9,5.012e-11,2.664e-10,
334.041,5.839e-7,6.215e-8,5.839e-7,1.537e-9,5.001e-11,2.663e-10,
334.046,1.177e-7,6.215e-8,1.177e-7,1.537e-9,4.989e-11,2.663e-10,
334.051,2.269e-8,6.214e-8,2.269e-8,1.537e-9,4.977e-11,2.663e-10,
334.056,4.183e-9,6.214e-8,4.183e-9,1.537e-9,4.966e-11,2.663e-10,
334.061,7.372e-10,6.213e-8,7.372e-10,1.537e-9,4.954e-11,2.663e-10,
334.066,1.242e-10,6.213e-8,1.242e-10,1.537e-9,4.942e-11,2.663e-10,
334.071,2.001e-11,6.212e-8,2.001e-11,1.537e-9,4.931e-11,2.663e-10,
334.076,3.083e-12,6.212e-8,3.083e-12,1.537e-9,4.919e-11,2.663e-10,
334.919,2.953e-11,6.138e-8,3.512e-12,1.520e-9,2.953e-11,2.650e-10,
334.924,1.890e-10,6.138e-8,3.515e-12,1.520e-9,1.890e-10,2.650e-10,
334.929,1.157e-9,6.137e-8,3.517e-12,1.520e-9,1.157e-9,2.650e-10,
334.934,6.777e-9,6.137e-8,3.520e-12,1.520e-9,6.777e-9,2.650e-10,
334.939,3.796e-8,6.137e-8,3.523e-12,1.520e-9,3.796e-8,2.650e-10,
334.944,2.033e-7,6.136e-8,3.525e-12,1.520e-9,2.033e-7,2.650e-10,
334.949,1.042e-6,6.136e-8,3.528e-12,1.520e-9,1.042e-6,2.650e-10,
334.954,5.105e-6,6.135e-8,3.530e-12,1.519e-9,5.105e-6,2.650e-10,
334.959,2.393e-5,6.135e-8,3.533e-12,1.519e-9,2.393e-5,2.649e-10,
334.964,1.073e-4,6.134e-8,3.535e-12,1.519e-9,1.073e-4,2.649e-10,
334.969,4.599e-4,6.134e-8,3.538e-12,1.519e-9,4.599e-4,2.649e-10,
334.974,1.886e-3,6.134e-8,3.540e-12,1.519e-9,1.886e-3,2.649e-10,
334.979,7.398e-3,6.133e-8,3.543e-12,1.519e-9,7.398e-3,2.649e-10,
334.984,2.776e-2,6.133e-8,3.545e-12,1.519e-9,2.776e-2,2.649e-10,
334.989,9.960e-2,6.132e-8,3.548e-12,1.519e-9,9.960e-2,2.649e-10,
334.994,3.418e-1,6.132e-8,3.551e-12,1.519e-9,3.418e-1,2.649e-10,
334.999,1.122e+0,6.131e-8,3.553e-12,1.519e-9,1.122e+0,2.649e-10,
335.004,3.523e+0,6.131e-8,3.556e-12,1.519e-9,3.523e+0,2.649e-10,
335.009,1.058e+1,6.130e-8,3.558e-12,1.518e-9,1.058e+1,2.649e-10,
335.014,3.039e+1,6.130e-8,3.561e-12,1.518e-9,3.039e+1,2.649e-10,
335.019,8.348e+1,6.130e-8,3.563e-12,1.518e-9,8.348e+1,2.649e-10,
335.024,2.194e+2,6.129e-8,3.566e-12,1.518e-9,2.194e+2,2.649e-10,
335.029,5.513e+2,6.129e-8,3.568e-12,1.518e-9,5.513e+2,2.648e-10,
335.034,1.325e+3,6.128e-8,3.571e-12,1.518e-9,1.325e+3,2.648e-10,
335.039,3.046e+3,6.128e-8,3.573e-12,1.518e-9,3.046e+3,2.648e-10,
335.044,6.699e+3,6.127e-8,3.576e-12,1.518e-9,6.699e+3,2.648e-10,
335.049,1.409e+4,6.127e-8,3.579e-12,1.518e-9,1.409e+4,2.648e-10,
335.054,2.834e+4,6.127e-8,3.581e-12,1.518e-9,2.834e+4,2.648e-10,
335.059,5.454e+4,6.126e-8,3.584e-12,1.517e-9,5.454e+4,2.648e-10,
335.064,1.004e+5,6.126e-8,3.586e-12,1.517e-9,1.004e+5,2.648e-10,
335.069,1.767e+5,6.125e-8,3.589e-12,1.517e-9,1.767e+5,2.648e-10,
335.074,2.976e+5,6.125e-8,3.591e-12,1.517e-9,2.976e+5,2.648e-10,
335.079,4.794e+5,6.124e-8,3.594e-12,1.517e-9,4.794e+5,2.648e-10,
335.084,7.391e+5,6.124e-8,3.596e-12,1.517e-9,7.391e+5,2.648e-10,
335.089,1.091e+6,6.123e-8,3.599e-12,1.517e-9,1.091e+6,2.648e-10,
335.094,1.541e+6,6.123e-8,3.602e-12,1.517e-9,1.541e+6,2.647e-10,
335.099,2.089e+6,6.123e-8,3.604e-12,1.517e-9,2.089e+6,2.647e-10,
335.104,2.719e+6,6.122e-8,3.607e-12,1.517e-9,2.719e+6,2.647e-10,
335.109,3.411e+6,6.122e-8,3.609e-12,1.516e-9,3.411e+6,2.647e-10,
335.114,4.146e+6,6.121e-8,3.612e-12,1.516e-9,4.146e+6,2.647e-10,
335.119,4.926e+6,6.121e-8,3.614e-12,1.516e-9,4.926e+6,2.647e-10,
335.124,5.795e+6,6.120e-8,3.617e-12,1.516e-9,5.795e+6,2.647e-10,
335.129,6.864e+6,6.120e-8,3.619e-12,1.516e-9,6.864e+6,2.647e-10,
335.134,8.332e+6,6.120e-8,3.622e-12,1.516e-9,8.332e+6,2.647e-10,
335.139,1.049e+7,6.119e-8,3.624e-12,1.516e-9,1.049e+7,2.647e-10,
335.145,1.449e+7,6.119e-8,3.627e-12,1.516e-9,1.449e+7,2.647e-10,
335.150,1.945e+7,6.118e-8,3.630e-12,1.516e-9,1.945e+7,2.647e-10,
335.155,2.622e+7,6.118e-8,3.633e-12,1.516e-9,2.622e+7,2.647e-10,
335.160,3.490e+7,6.117e-8,3.635e-12,1.515e-9,3.490e+7,2.646e-10,
335.165,4.532e+7,6.117e-8,3.638e-12,1.515e-9,4.532e+7,2.646e-10,
335.170,5.698e+7,6.116e-8,3.640e-12,1.515e-9,5.698e+7,2.646e-10,
335.175,6.898e+7,6.116e-8,3.643e-12,1.515e-9,6.898e+7,2.646e-10,
335.180,8.020e+7,6.116e-8,3.645e-12,1.515e-9,8.020e+7,2.646e-10,
335.185,8.938e+7,6.115e-8,3.648e-12,1.515e-9,8.938e+7,2.646e-10,
335.190,9.540e+7,6.115e-8,3.650e-12,1.515e-9,9.540e+7,2.646e-10,
335.195,9.745e+7,6.114e-8,3.653e-12,1.515e-9,9.745e+7,2.646e-10,
335.200,9.526e+7,6.114e-8,3.656e-12,1.515e-9,9.526e+7,2.646e-10,
335.205,8.908e+7,6.113e-8,3.658e-12,1.515e-9,8.908e+7,2.646e-10,
335.210,7.969e+7,6.113e-8,3.661e-12,1.514e-9,7.969e+7,2.646e-10,
335.215,6.819e+7,6.112e-8,3.663e-12,1.514e-9,6.819e+7,2.646e-10,
335.220,5.581e+7,6.112e-8,3.666e-12,1.514e-9,5.581e+7,2.646e-10,
335.225,4.370e+7,6.112e-8,3.668e-12,1.514e-9,4.370e+7,2.645e-10,
335.230,3.272e+7,6.111e-8,3.671e-12,1.514e-9,3.272e+7,2.645e-10,
335.235,2.343e+7,6.111e-8,3.673e-12,1.514e-9,2.343e+7,2.645e-10,
335.240,1.605e+7,6.110e-8,3.676e-12,1.514e-9,1.605e+7,2.645e-10,
335.245,1.052e+7,6.110e-8,3.678e-12,1.514e-9,1.052e+7,2.645e-10,
335.250,6.592e+6,6.109e-8,3.681e-12,1.514e-9,6.592e+6,2.645e-10,
335.255,3.952e+6,6.109e-8,3.684e-12,1.514e-9,3.952e+6,2.645e-10,
335.260,2.266e+6,6.109e-8,3.686e-12,1.513e-9,2.266e+6,2.645e-10,
335.265,1.242e+6,6.108e-8,3.689e-12,1.513e-9,1.242e+6,2.645e-10,
335.270,6.517e+5,6.108e-8,3.691e-12,1.513e-9,6.517e+5,2.645e-10,
335.275,3.269e+5,6.107e-8,3.694e-12,1.513e-9,3.269e+5,2.645e-10,
335.280,1.569e+5,6.107e-8,3.696e-12,1.513e-9,1.569e+5,2.645e-10,
335.285,7.201e+4,6.106e-8,3.699e-12,1.513e-9,7.201e+4,2.645e-10,
335.290,3.161e+4,6.106e-8,3.701e-12,1.513e-9,3.161e+4,2.644e-10,
335.295,1.327e+4,6.105e-8,3.704e-12,1.513e-9,1.327e+4,2.644e-10,
335.300,5.330e+3,6.105e-8,3.706e-12,1.513e-9,5.330e+3,2.644e-10,
335.305,2.048e+3,6.105e-8,3.709e-12,1.513e-9,2.048e+3,2.644e-10,
335.310,7.523e+2,6.104e-8,3.712e-12,1.513e-9,7.523e+2,2.644e-10,
335.315,2.644e+2,6.104e-8,3.714e-12,1.512e-9,2.644e+2,2.644e-10,
335.320,8.886e+1,6.103e-8,3.717e-12,1.512e-9,8.886e+1,2.644e-10,
335.325,2.857e+1,6.103e-8,3.719e-12,1.512e-9,2.857e+1,2.644e-10,
335.330,8.784e+0,6.102e-8,3.722e-12,1.512e-9,8.784e+0,2.644e-10,
335.335,2.584e+0,6.102e-8,3.724e-12,1.512e-9,2.584e+0,2.644e-10,
335.340,7.268e-1,6.102e-8,3.727e-12,1.512e-9,7.268e-1,2.644e-10,
335.345,1.956e-1,6.101e-8,3.729e-12,1.512e-9,1.956e-1,2.644e-10,
335.350,5.033e-2,6.101e-8,3.732e-12,1.512e-9,5.033e-2,2.644e-10,
335.355,1.239e-2,6.100e-8,3.735e-12,1.512e-9,1.239e-2,2.643e-10,
335.360,2.917e-3,6.100e-8,3.737e-12,1.512e-9,2.917e-3,2.643e-10,
335.365,6.568e-4,6.099e-8,3.740e-12,1.511e-9,6.568e-4,2.643e-10,
335.370,1.415e-4,6.099e-8,3.742e-12,1.511e-9,1.415e-4,2.643e-10,
335.375,2.915e-5,6.098e-8,3.745e-12,1.511e-9,2.915e-5,2.643e-10,
335.380,5.743e-6,6.098e-8,3.747e-12,1.511e-9,5.743e-6,2.643e-10,
335.385,1.082e-6,6.098e-8,3.750e-12,1.511e-9,1.082e-6,2.643e-10,
335.390,1.951e-7,6.097e-8,3.752e-12,1.511e-9,1.951e-7,2.643e-10,
335.395,3.364e-8,6.097e-8,3.755e-12,1.511e-9,3.364e-8,2.643e-10,
335.400,5.549e-9,6.096e-8,3.757e-12,1.511e-9,5.549e-9,2.643e-10,
335.405,8.752e-10,6.096e-8,3.760e-12,1.511e-9,8.752e-10,2.643e-10,
336.353,4.243e-12,6.013e-8,4.243e-12,1.492e-9,8.050e-10,2.628e-10,
336.359,3.884e-11,6.013e-8,3.884e-11,1.492e-9,8.046e-10,2.628e-10,
336.364,2.341e-10,6.012e-8,2.341e-10,1.492e-9,8.042e-10,2.628e-10,
336.369,1.351e-9,6.012e-8,1.351e-9,1.492e-9,8.038e-10,2.628e-10,
336.374,7.454e-9,6.011e-8,7.454e-9,1.492e-9,8.035e-10,2.628e-10,
336.379,3.936e-8,6.011e-8,3.936e-8,1.492e-9,8.031e-10,2.628e-10,
336.384,1.989e-7,6.010e-8,1.989e-7,1.491e-9,8.027e-10,2.628e-10,
336.389,9.615e-7,6.010e-8,9.615e-7,1.491e-9,8.023e-10,2.628e-10,
336.394,4.448e-6,6.009e-8,4.448e-6,1.491e-9,8.020e-10,2.628e-10,
336.399,1.969e-5,6.009e-8,1.969e-5,1.491e-9,8.016e-10,2.628e-10,
336.404,8.337e-5,6.009e-8,8.337e-5,1.491e-9,8.012e-10,2.627e-10,
336.409,3.378e-4,6.008e-8,3.378e-4,1.491e-9,8.009e-10,2.627e-10,
336.414,1.310e-3,6.008e-8,1.310e-3,1.491e-9,8.005e-10,2.627e-10,
336.419,4.859e-3,6.007e-8,4.859e-3,1.491e-9,8.001e-10,2.627e-10,
336.424,1.725e-2,6.007e-8,1.725e-2,1.491e-9,7.997e-10,2.627e-10,
336.429,5.858e-2,6.006e-8,5.858e-2,1.491e-9,7.994e-10,2.627e-10,
336.434,1.904e-1,6.006e-8,1.904e-1,1.490e-9,7.990e-10,2.627e-10,
336.439,5.919e-1,6.006e-8,5.919e-1,1.490e-9,7.986e-10,2.627e-10,
336.444,1.761e+0,6.005e-8,1.761e+0,1.490e-9,7.983e-10,2.627e-10,
336.449,5.012e+0,6.005e-8,5.012e+0,1.490e-9,7.979e-10,2.627e-10,
336.454,1.365e+1,6.004e-8,1.365e+1,1.490e-9,7.975e-10,2.627e-10,
336.459,3.558e+1,6.004e-8,3.558e+1,1.490e-9,7.972e-10,2.627e-10,
336.464,8.872e+1,6.003e-8,8.872e+1,1.490e-9,7.968e-10,2.627e-10,
336.469,2.117e+2,6.003e-8,2.117e+2,1.490e-9,7.964e-10,2.626e-10,
336.474,4.832e+2,6.002e-8,4.832e+2,1.490e-9,7.960e-10,2.626e-10,
336.479,1.055e+3,6.002e-8,1.055e+3,1.490e-9,7.957e-10,2.626e-10,
336.484,2.206e+3,6.002e-8,2.206e+3,1.489e-9,7.953e-10,2.626e-10,
336.489,4.411e+3,6.001e-8,4.411e+3,1.489e-9,7.949e-10,2.626e-10,
336.494,8.440e+3,6.001e-8,8.440e+3,1.489e-9,7.946e-10,2.626e-10,
336.499,1.545e+4,6.000e-8,1.545e+4,1.489e-9,7.942e-10,2.626e-10,
336.504,2.706e+4,6.000e-8,2.706e+4,1.489e-9,7.938e-10,2.626e-10,
336.509,4.536e+4,5.999e-8,4.536e+4,1.489e-9,7.935e-10,2.626e-10,
336.514,7.275e+4,5.999e-8,7.275e+4,1.489e-9,7.931e-10,2.626e-10,
336.519,1.116e+5,5.999e-8,1.116e+5,1.489e-9,7.927e-10,2.626e-10,
336.524,1.639e+5,5.998e-8,1.639e+5,1.489e-9,7.923e-10,2.626e-10,
336.529,2.302e+5,5.998e-8,2.302e+5,1.489e-9,7.920e-10,2.626e-10,
336.534,3.094e+5,5.997e-8,3.094e+5,1.489e-9,7.916e-10,2.625e-10,
336.539,3.980e+5,5.997e-8,3.980e+5,1.488e-9,7.912e-10,2.625e-10,
336.544,4.897e+5,5.996e-8,4.897e+5,1.488e-9,7.909e-10,2.625e-10,
336.549,5.766e+5,5.996e-8,5.766e+5,1.488e-9,7.905e-10,2.625e-10,
336.554,6.496e+5,5.996e-8,6.496e+5,1.488e-9,7.901e-10,2.625e-10,
336.559,7.002e+5,5.995e-8,7.002e+5,1.488e-9,7.897e-10,2.625e-10,
336.564,7.222e+5,5.995e-8,7.222e+5,1.488e-9,7.894e-10,2.625e-10,
336.569,7.127e+5,5.994e-8,7.127e+5,1.488e-9,7.890e-10,2.625e-10,
336.574,6.729e+5,5.994e-8,6.729e+5,1.488e-9,7.886e-10,2.625e-10,
336.579,6.080e+5,5.993e-8,6.080e+5,1.488e-9,7.883e-10,2.625e-10,
336.584,5.256e+5,5.993e-8,5.256e+5,1.488e-9,7.879e-10,2.625e-10,
336.589,4.347e+5,5.992e-8,4.347e+5,1.487e-9,7.875e-10,2.625e-10,
336.594,3.440e+5,5.992e-8,3.440e+5,1.487e-9,7.872e-10,2.625e-10,
336.599,2.605e+5,5.992e-8,2.605e+5,1.487e-9,7.868e-10,2.624e-10,
336.604,1.887e+5,5.991e-8,1.887e+5,1.487e-9,7.864e-10,2.624e-10,
336.609,1.308e+5,5.991e-8,1.308e+5,1.487e-9,7.860e-10,2.624e-10,
336.614,8.679e+4,5.990e-8,8.679e+4,1.487e-9,7.857e-10,2.624e-10,
336.619,5.509e+4,5.990e-8,5.509e+4,1.487e-9,7.853e-10,2.624e-10,
336.624,3.345e+4,5.989e-8,3.345e+4,1.487e-9,7.849e-10,2.624e-10,
336.629,1.944e+4,5.989e-8,1.944e+4,1.487e-9,7.846e-10,2.624e-10,
336.634,1.081e+4,5.989e-8,1.081e+4,1.487e-9,7.842e-10,2.624e-10,
336.639,5.748e+3,5.988e-8,5.748e+3,1.486e-9,7.838e-10,2.624e-10,
336.644,2.926e+3,5.988e-8,2.926e+3,1.486e-9,7.834e-10,2.624e-10,
336.649,1.425e+3,5.987e-8,1.425e+3,1.486e-9,7.831e-10,2.624e-10,
336.654,6.640e+2,5.987e-8,6.640e+2,1.486e-9,7.827e-10,2.624e-10,
336.659,2.960e+2,5.986e-8,2.960e+2,1.486e-9,7.823e-10,2.624e-10,
336.665,1.059e+2,5.986e-8,1.059e+2,1.486e-9,7.819e-10,2.623e-10,
336.670,4.286e+1,5.985e-8,4.286e+1,1.486e-9,7.815e-10,2.623e-10,
336.675,1.659e+1,5.985e-8,1.659e+1,1.486e-9,7.812e-10,2.623e-10,
336.680,6.146e+0,5.984e-8,6.146e+0,1.486e-9,7.808e-10,2.623e-10,
336.685,2.178e+0,5.984e-8,2.178e+0,1.486e-9,7.804e-10,2.623e-10,
336.690,7.387e-1,5.984e-8,7.387e-1,1.485e-9,7.800e-10,2.623e-10,
336.695,2.397e-1,5.983e-8,2.397e-1,1.485e-9,7.797e-10,2.623e-10,
336.700,7.441e-2,5.983e-8,7.441e-2,1.485e-9,7.793e-10,2.623e-10,
336.705,2.210e-2,5.982e-8,2.210e-2,1.485e-9,7.789e-10,2.623e-10,
336.710,6.282e-3,5.982e-8,6.282e-3,1.485e-9,7.786e-10,2.623e-10,
336.715,1.709e-3,5.981e-8,1.709e-3,1.485e-9,7.782e-10,2.623e-10,
336.720,4.446e-4,5.981e-8,4.446e-4,1.485e-9,7.778e-10,2.623e-10,
336.725,1.107e-4,5.981e-8,1.107e-4,1.485e-9,7.774e-10,2.623e-10,
336.730,2.637e-5,5.980e-8,2.637e-5,1.485e-9,7.771e-10,2.622e-10,
