Wavelength (nm),Sum(calc),Fe I (3.1e-1),Fe II (6.9e-1),Fe III (1.6e-4),Fe IV (1.1e-14),Fe V (3.3e-34)
427.94,1.696e+6,1.696e+6,2.638e-12,1.068e-10,4.896e-31,6.758e-50
427.96,2.997e+6,2.997e+6,2.638e-12,3.615e-11,4.893e-31,6.526e-50
427.97,3.925e+6,3.925e+6,2.638e-12,2.555e-11,4.891e-31,6.410e-50
427.99,6.539e+6,6.539e+6,2.638e-12,3.434e-11,4.888e-31,6.178e-50
428.01,1.047e+7,1.047e+7,2.638e-12,1.007e-10,4.885e-31,5.946e-50
428.02,1.306e+7,1.306e+7,2.638e-12,1.805e-10,4.884e-31,5.830e-50
428.04,1.973e+7,1.973e+7,2.639e-12,5.715e-10,4.881e-31,5.599e-50
428.06,2.865e+7,2.865e+7,2.639e-12,1.746e-9,4.878e-31,5.367e-50
428.07,3.401e+7,3.401e+7,2.639e-12,3.007e-9,4.876e-31,5.251e-50
428.09,4.656e+7,4.656e+7,2.639e-12,8.664e-9,4.873e-31,5.019e-50
428.11,6.129e+7,6.129e+7,2.639e-12,2.400e-8,4.870e-31,4.787e-50
428.12,6.929e+7,6.929e+7,2.639e-12,3.937e-8,4.869e-31,4.671e-50
428.14,8.599e+7,8.599e+7,2.640e-12,1.028e-7,4.866e-31,4.440e-50
428.15,9.440e+7,9.440e+7,2.640e-12,1.638e-7,4.864e-31,4.324e-50
428.17,1.105e+8,1.105e+8,2.640e-12,4.034e-7,4.861e-31,4.092e-50
428.19,1.243e+8,1.243e+8,2.640e-12,9.555e-7,4.858e-31,3.860e-50
428.20,1.299e+8,1.299e+8,2.640e-12,1.449e-6,4.856e-31,3.744e-50
428.22,1.377e+8,1.377e+8,2.640e-12,3.236e-6,4.853e-31,3.512e-50
428.24,1.405e+8,1.405e+8,2.640e-12,6.948e-6,4.850e-31,3.281e-50
428.25,1.398e+8,1.398e+8,2.641e-12,1.003e-5,4.849e-31,3.165e-50
428.27,1.344e+8,1.344e+8,2.641e-12,2.032e-5,4.846e-31,2.933e-50
428.29,1.243e+8,1.243e+8,2.641e-12,3.955e-5,4.843e-31,2.701e-50
428.30,1.177e+8,1.177e+8,2.641e-12,5.439e-5,4.841e-31,2.585e-50
428.32,1.026e+8,1.026e+8,2.641e-12,9.984e-5,4.838e-31,2.353e-50
428.33,9.440e+7,9.440e+7,2.641e-12,1.333e-4,4.837e-31,2.237e-50
428.35,7.757e+7,7.757e+7,2.641e-12,2.307e-4,4.834e-31,2.006e-50
428.37,6.129e+7,6.129e+7,2.642e-12,3.841e-4,4.831e-31,1.774e-50
428.38,5.369e+7,5.369e+7,2.642e-12,4.883e-4,4.829e-31,1.658e-50
428.40,3.999e+7,3.999e+7,2.642e-12,7.663e-4,4.826e-31,1.426e-50
428.42,2.865e+7,2.865e+7,2.642e-12,1.156e-3,4.823e-31,1.194e-50
428.43,2.389e+7,2.389e+7,2.642e-12,1.400e-3,4.821e-31,1.078e-50
428.45,1.613e+7,1.613e+7,2.642e-12,1.992e-3,4.818e-31,8.464e-51
428.47,1.047e+7,1.047e+7,2.643e-12,2.725e-3,4.815e-31,6.146e-51
428.48,8.317e+6,8.317e+6,2.643e-12,3.141e-3,4.814e-31,4.987e-51
428.50,5.091e+6,5.091e+6,2.643e-12,4.053e-3,4.811e-31,2.669e-51
428.51,3.925e+6,3.925e+6,2.643e-12,4.536e-3,4.809e-31,1.510e-51
428.53,2.265e+6,2.265e+6,2.643e-12,5.518e-3,4.806e-31,8.582e-51
428.55,1.257e+6,1.257e+6,2.643e-12,6.455e-3,4.803e-31,4.691e-50
428.56,9.228e+5,9.228e+5,2.643e-12,6.879e-3,4.802e-31,1.081e-49
428.58,4.828e+5,4.828e+5,2.644e-12,7.588e-3,4.799e-31,5.571e-49
428.60,2.429e+5,2.429e+5,2.644e-12,8.047e-3,4.796e-31,2.762e-48
428.61,1.697e+5,1.697e+5,2.644e-12,8.166e-3,4.794e-31,6.060e-48
428.63,8.051e+4,8.051e+4,2.644e-12,8.166e-3,4.791e-31,2.833e-47
428.65,3.671e+4,3.671e+4,2.644e-12,7.852e-3,4.788e-31,1.274e-46
428.66,2.443e+4,2.443e+4,2.644e-12,7.588e-3,4.787e-31,2.662e-46
428.68,1.050e+4,1.050e+4,2.644e-12,6.879e-3,4.783e-31,1.129e-45
428.69,6.787e+3,6.787e+3,2.645e-12,6.455e-3,4.782e-31,2.291e-45
428.71,2.751e+3,2.751e+3,2.645e-12,5.518e-3,4.779e-31,9.163e-45
428.73,1.072e+3,1.072e+3,2.645e-12,4.536e-3,4.776e-31,3.525e-44
428.74,6.596e+2,6.596e+2,2.645e-12,4.053e-3,4.774e-31,6.812e-44
428.76,2.425e+2,2.425e+2,2.645e-12,3.141e-3,4.771e-31,2.471e-43
428.78,8.614e+1,8.613e+1,2.645e-12,2.341e-3,4.768e-31,8.620e-43
428.79,5.108e+1,5.108e+1,2.645e-12,1.992e-3,4.767e-31,1.587e-42
428.81,1.976e+1,1.976e+1,2.646e-12,1.400e-3,4.764e-31,5.220e-42
428.83,1.501e+1,1.500e+1,2.646e-12,9.460e-4,4.761e-31,1.652e-41
428.84,1.991e+1,1.991e+1,2.646e-12,7.663e-4,4.759e-31,2.895e-41
428.86,5.140e+1,5.140e+1,2.646e-12,4.883e-4,4.756e-31,8.640e-41
428.87,8.646e+1,8.646e+1,2.646e-12,3.841e-4,4.755e-31,1.471e-40
428.89,2.421e+2,2.421e+2,2.646e-12,2.307e-4,4.752e-31,4.140e-40
428.91,6.549e+2,6.549e+2,2.647e-12,1.333e-4,4.748e-31,1.120e-39
428.92,1.062e+3,1.062e+3,2.647e-12,9.984e-5,4.747e-31,1.817e-39
428.94,2.710e+3,2.710e+3,2.647e-12,5.439e-5,4.744e-31,4.637e-39
428.96,6.653e+3,6.653e+3,2.647e-12,2.849e-5,4.741e-31,1.138e-38
428.97,1.027e+4,1.027e+4,2.647e-12,2.032e-5,4.739e-31,1.758e-38
428.99,2.378e+4,2.378e+4,2.647e-12,1.003e-5,4.736e-31,4.069e-38
429.01,5.295e+4,5.295e+4,2.647e-12,4.765e-6,4.733e-31,9.060e-38
429.02,7.787e+4,7.787e+4,2.648e-12,3.236e-6,4.732e-31,1.332e-37
429.04,1.635e+5,1.635e+5,2.648e-12,1.449e-6,4.729e-31,2.798e-37
429.05,2.335e+5,2.335e+5,2.648e-12,9.555e-7,4.727e-31,3.995e-37
429.07,4.624e+5,4.624e+5,2.648e-12,4.035e-7,4.724e-31,7.912e-37
429.09,8.807e+5,8.807e+5,2.648e-12,1.641e-7,4.721e-31,1.507e-36
429.10,1.198e+6,1.198e+6,2.648e-12,1.033e-7,4.720e-31,2.049e-36
429.12,2.152e+6,2.152e+6,2.648e-12,4.087e-8,4.717e-31,3.681e-36
429.14,3.717e+6,3.717e+6,2.649e-12,1.896e-8,4.714e-31,6.359e-36
429.15,4.814e+6,4.814e+6,2.649e-12,1.627e-8,4.712e-31,8.237e-36
429.17,7.843e+6,7.843e+6,2.649e-12,2.439e-8,4.709e-31,1.342e-35
429.19,1.229e+7,1.229e+7,2.649e-12,5.880e-8,4.706e-31,2.103e-35
429.20,1.516e+7,1.516e+7,2.649e-12,9.422e-8,4.704e-31,2.594e-35
429.22,2.240e+7,2.240e+7,2.649e-12,2.389e-7,4.701e-31,3.832e-35
429.23,2.683e+7,2.683e+7,2.649e-12,3.758e-7,4.700e-31,4.591e-35
429.25,3.739e+7,3.739e+7,2.650e-12,9.035e-7,4.697e-31,6.398e-35
429.27,5.012e+7,5.012e+7,2.650e-12,2.090e-6,4.694e-31,8.575e-35
429.28,5.717e+7,5.717e+7,2.650e-12,3.132e-6,4.692e-31,9.783e-35
429.30,7.227e+7,7.227e+7,2.650e-12,6.831e-6,4.689e-31,1.237e-34
429.32,8.785e+7,8.785e+7,2.650e-12,1.433e-5,4.686e-31,1.503e-34
429.33,9.545e+7,9.545e+7,2.650e-12,2.046e-5,4.685e-31,1.633e-34
429.35,1.094e+8,1.094e+8,2.651e-12,4.048e-5,4.682e-31,1.872e-34
429.36,1.155e+8,1.155e+8,2.651e-12,5.611e-5,4.680e-31,1.976e-34
429.38,1.248e+8,1.248e+8,2.651e-12,1.047e-4,4.677e-31,2.136e-34
429.40,1.298e+8,1.298e+8,2.651e-12,1.880e-4,4.674e-31,2.221e-34
429.41,1.304e+8,1.304e+8,2.651e-12,2.482e-4,4.672e-31,2.232e-34
429.43,1.279e+8,1.279e+8,2.651e-12,4.201e-4,4.669e-31,2.189e-34
429.45,1.207e+8,1.207e+8,2.651e-12,6.840e-4,4.666e-31,2.064e-34
429.46,1.155e+8,1.155e+8,2.652e-12,8.602e-4,4.665e-31,1.976e-34
429.48,1.027e+8,1.027e+8,2.652e-12,1.321e-3,4.662e-31,1.757e-34
429.50,8.790e+7,8.790e+7,2.652e-12,1.951e-3,4.659e-31,1.503e-34
429.51,8.014e+7,8.014e+7,2.652e-12,2.337e-3,4.657e-31,1.370e-34
429.53,6.475e+7,6.475e+7,2.652e-12,3.255e-3,4.654e-31,1.105e-34
429.54,5.740e+7,5.740e+7,2.652e-12,3.786e-3,4.653e-31,9.783e-35
429.56,4.397e+7,4.397e+7,2.653e-12,4.974e-3,4.650e-31,7.443e-35
429.58,3.276e+7,3.276e+7,2.653e-12,6.285e-3,4.647e-31,5.446e-35
429.59,2.811e+7,2.811e+7,2.653e-12,6.963e-3,4.645e-31,4.591e-35
429.61,2.091e+7,2.091e+7,2.653e-12,8.299e-3,4.642e-31,3.168e-35
429.63,1.658e+7,1.658e+7,2.653e-12,9.512e-3,4.639e-31,2.103e-35
429.64,1.553e+7,1.553e+7,2.653e-12,1.004e-2,4.637e-31,1.688e-35
429.66,1.576e+7,1.576e+7,2.653e-12,1.085e-2,4.634e-31,1.056e-35
429.68,1.931e+7,1.931e+7,2.654e-12,1.128e-2,4.631e-31,6.359e-36
429.69,2.244e+7,2.244e+7,2.654e-12,1.134e-2,4.630e-31,4.862e-36
429.71,3.170e+7,3.170e+7,2.654e-12,1.112e-2,4.627e-31,2.760e-36
429.72,3.794e+7,3.794e+7,2.654e-12,1.085e-2,4.625e-31,2.049e-36
429.74,5.383e+7,5.383e+7,2.654e-12,1.004e-2,4.622e-31,1.097e-36
429.76,7.440e+7,7.440e+7,2.654e-12,8.928e-3,4.619e-31,5.650e-37
429.77,8.637e+7,8.637e+7,2.654e-12,8.299e-3,4.618e-31,3.995e-37
429.79,1.133e+8,1.133e+8,2.655e-12,6.963e-3,4.615e-31,1.940e-37
429.81,1.430e+8,1.430e+8,2.655e-12,5.619e-3,4.612e-31,9.060e-38
429.82,1.584e+8,1.584e+8,2.655e-12,4.974e-3,4.610e-31,6.102e-38
429.84,1.887e+8,1.887e+8,2.655e-12,3.786e-3,4.607e-31,2.687e-38
429.86,2.162e+8,2.162e+8,2.655e-12,2.771e-3,4.604e-31,1.138e-38
429.87,2.281e+8,2.281e+8,2.655e-12,2.337e-3,4.602e-31,7.301e-39
429.89,2.466e+8,2.466e+8,2.656e-12,1.613e-3,4.599e-31,2.916e-39
429.90,2.527e+8,2.527e+8,2.656e-12,1.321e-3,4.598e-31,1.817e-39
429.92,2.576e+8,2.576e+8,2.656e-12,8.602e-4,4.595e-31,6.844e-40
429.94,2.527e+8,2.527e+8,2.656e-12,5.387e-4,4.592e-31,2.480e-40
429.95,2.466e+8,2.466e+8,2.656e-12,4.201e-4,4.590e-31,1.471e-40
429.97,2.281e+8,2.281e+8,2.656e-12,2.482e-4,4.587e-31,5.026e-41
429.99,2.029e+8,2.029e+8,2.656e-12,1.411e-4,4.584e-31,1.652e-41
430.00,1.886e+8,1.886e+8,2.657e-12,1.049e-4,4.583e-31,9.331e-42
430.02,1.583e+8,1.583e+8,2.657e-12,5.661e-5,4.580e-31,2.892e-42
430.04,1.278e+8,1.278e+8,2.657e-12,3.011e-5,4.577e-31,8.620e-43
430.05,1.131e+8,1.131e+8,2.657e-12,2.228e-5,4.575e-31,4.638e-43
430.07,8.614e+7,8.614e+7,2.657e-12,1.407e-5,4.572e-31,1.304e-43
430.08,7.407e+7,7.407e+7,2.657e-12,1.295e-5,4.571e-31,6.812e-44
430.10,5.319e+7,5.319e+7,2.657e-12,1.618e-5,4.567e-31,1.806e-44
430.12,3.674e+7,3.674e+7,2.658e-12,2.816e-5,4.564e-31,4.604e-45
430.13,3.009e+7,3.009e+7,2.658e-12,3.870e-5,4.563e-31,2.291e-45
430.15,1.960e+7,1.960e+7,2.658e-12,7.355e-5,4.560e-31,5.509e-46
430.17,1.228e+7,1.228e+7,2.658e-12,1.364e-4,4.557e-31,1.274e-46
430.18,9.582e+6,9.582e+6,2.658e-12,1.833e-4,4.555e-31,6.038e-47
430.20,5.664e+6,5.664e+6,2.658e-12,3.219e-4,4.552e-31,1.317e-47
430.22,3.220e+6,3.220e+6,2.659e-12,5.438e-4,4.549e-31,2.762e-48
430.23,2.392e+6,2.392e+6,2.659e-12,6.967e-4,4.548e-31,1.246e-48
430.25,1.284e+6,1.284e+6,2.659e-12,1.110e-3,4.545e-31,2.466e-49
430.26,9.272e+5,9.272e+5,2.659e-12,1.382e-3,4.543e-31,1.081e-49
430.28,4.725e+5,4.725e+5,2.659e-12,2.078e-3,4.540e-31,2.016e-50
430.30,2.393e+5,2.393e+5,2.659e-12,3.005e-3,4.537e-31,3.617e-51
430.31,1.750e+5,1.750e+5,2.659e-12,3.562e-3,4.536e-31,1.510e-51
430.33,1.179e+5,1.179e+5,2.660e-12,4.861e-3,4.532e-31,1.530e-51
430.35,1.419e+5,1.419e+5,2.660e-12,6.380e-3,4.529e-31,1.551e-51
430.36,1.889e+5,1.889e+5,2.660e-12,7.204e-3,4.528e-31,1.561e-51
430.38,3.883e+5,3.883e+5,2.660e-12,8.920e-3,4.525e-31,1.581e-51
430.40,8.284e+5,8.284e+5,2.660e-12,1.062e-2,4.522e-31,1.602e-51
430.41,1.201e+6,1.201e+6,2.660e-12,1.143e-2,4.520e-31,1.612e-51
430.43,2.457e+6,2.457e+6,2.660e-12,1.284e-2,4.517e-31,1.632e-51
430.44,3.467e+6,3.467e+6,2.661e-12,1.341e-2,4.516e-31,1.643e-51
430.46,6.704e+6,6.704e+6,2.661e-12,1.422e-2,4.513e-31,1.663e-51
430.48,1.247e+7,1.247e+7,2.661e-12,1.450e-2,4.510e-31,1.683e-51
430.49,1.676e+7,1.676e+7,2.661e-12,1.443e-2,4.508e-31,1.694e-51
430.51,2.942e+7,2.942e+7,2.661e-12,1.388e-2,4.505e-31,1.714e-51
430.53,4.968e+7,4.968e+7,2.661e-12,1.284e-2,4.502e-31,1.734e-51
430.54,6.362e+7,6.362e+7,2.661e-12,1.217e-2,4.501e-31,1.745e-51
430.56,1.013e+8,1.013e+8,2.662e-12,1.062e-2,4.498e-31,1.765e-51
430.58,1.553e+8,1.553e+8,2.662e-12,8.921e-3,4.494e-31,1.785e-51
430.59,1.894e+8,1.894e+8,2.662e-12,8.056e-3,4.493e-31,1.796e-51
430.61,2.739e+8,2.739e+8,2.662e-12,6.383e-3,4.490e-31,1.816e-51
430.62,3.245e+8,3.245e+8,2.662e-12,5.600e-3,4.488e-31,1.826e-51
430.64,4.426e+8,4.426e+8,2.662e-12,4.189e-3,4.485e-31,1.847e-51
430.66,5.808e+8,5.808e+8,2.663e-12,3.022e-3,4.482e-31,1.867e-51
430.67,6.556e+8,6.556e+8,2.663e-12,2.534e-3,4.481e-31,1.877e-51
430.69,8.116e+8,8.116e+8,2.663e-12,1.749e-3,4.478e-31,1.898e-51
430.71,9.664e+8,9.664e+8,2.663e-12,1.201e-3,4.475e-31,1.918e-51
430.72,1.039e+9,1.039e+9,2.663e-12,1.008e-3,4.473e-31,1.928e-51
430.74,1.168e+9,1.168e+9,2.663e-12,7.699e-4,4.470e-31,1.949e-51
430.76,1.262e+9,1.262e+9,2.663e-12,7.184e-4,4.467e-31,1.969e-51
430.77,1.293e+9,1.293e+9,2.664e-12,7.616e-4,4.466e-31,1.979e-51
430.79,1.318e+9,1.318e+9,2.664e-12,9.929e-4,4.463e-31,2.000e-51
430.80,1.312e+9,1.312e+9,2.664e-12,1.186e-3,4.461e-31,2.010e-51
430.82,1.262e+9,1.262e+9,2.664e-12,1.749e-3,4.458e-31,2.030e-51
430.84,1.168e+9,1.168e+9,2.664e-12,2.574e-3,4.455e-31,2.051e-51
430.85,1.107e+9,1.107e+9,2.664e-12,3.096e-3,4.453e-31,2.061e-51
430.87,9.664e+8,9.664e+8,2.664e-12,4.371e-3,4.450e-31,2.081e-51
430.89,8.116e+8,8.116e+8,2.665e-12,5.951e-3,4.447e-31,2.102e-51
430.90,7.330e+8,7.330e+8,2.665e-12,6.847e-3,4.446e-31,2.112e-51
430.92,5.808e+8,5.808e+8,2.665e-12,8.806e-3,4.443e-31,2.132e-51
430.94,4.426e+8,4.426e+8,2.665e-12,1.090e-2,4.440e-31,2.153e-51
430.95,3.809e+8,3.809e+8,2.665e-12,1.195e-2,4.438e-31,2.163e-51
430.97,2.739e+8,2.739e+8,2.665e-12,1.395e-2,4.435e-31,2.183e-51
430.98,2.289e+8,2.289e+8,2.665e-12,1.486e-2,4.434e-31,2.193e-51
431.00,1.553e+8,1.553e+8,2.666e-12,1.637e-2,4.431e-31,2.214e-51
431.02,1.013e+8,1.013e+8,2.666e-12,1.735e-2,4.428e-31,2.234e-51
431.03,8.068e+7,8.068e+7,2.666e-12,1.760e-2,4.426e-31,2.244e-51
431.05,4.968e+7,4.968e+7,2.666e-12,1.760e-2,4.423e-31,2.265e-51
431.07,2.942e+7,2.942e+7,2.666e-12,1.693e-2,4.420e-31,2.285e-51
431.08,2.232e+7,2.232e+7,2.666e-12,1.637e-2,4.418e-31,2.295e-51
431.10,1.247e+7,1.247e+7,2.667e-12,1.486e-2,4.415e-31,2.316e-51
431.12,6.704e+6,6.704e+6,2.667e-12,1.297e-2,4.412e-31,2.336e-51
431.13,4.844e+6,4.844e+6,2.667e-12,1.195e-2,4.411e-31,2.346e-51
431.15,2.457e+6,2.457e+6,2.667e-12,9.842e-3,4.408e-31,2.367e-51
431.16,1.724e+6,1.724e+6,2.667e-12,8.805e-3,4.406e-31,2.377e-51
431.18,8.250e+5,8.250e+5,2.667e-12,6.844e-3,4.403e-31,2.397e-51
431.20,3.797e+5,3.797e+5,2.668e-12,5.118e-3,4.400e-31,2.418e-51
431.21,2.539e+5,2.539e+5,2.668e-12,4.362e-3,4.399e-31,2.428e-51
431.23,1.103e+5,1.103e+5,2.668e-12,3.077e-3,4.396e-31,2.448e-51
431.25,4.605e+4,4.605e+4,2.668e-12,2.089e-3,4.393e-31,2.469e-51
431.26,2.934e+4,2.934e+4,2.668e-12,1.696e-3,4.391e-31,2.479e-51
431.28,1.156e+4,1.156e+4,2.668e-12,1.086e-3,4.388e-31,2.499e-51
431.30,4.383e+3,4.383e+3,2.668e-12,6.691e-4,4.385e-31,2.520e-51
431.31,2.660e+3,2.660e+3,2.669e-12,5.176e-4,4.383e-31,2.530e-51
431.33,9.513e+2,9.513e+2,2.669e-12,3.009e-4,4.380e-31,2.550e-51
431.34,5.607e+2,5.607e+2,2.669e-12,2.261e-4,4.379e-31,2.561e-51
431.36,1.892e+2,1.892e+2,2.669e-12,1.240e-4,4.376e-31,2.581e-51
431.38,6.142e+1,6.142e+1,2.669e-12,6.542e-5,4.373e-31,2.601e-51
431.39,3.449e+1,3.449e+1,2.669e-12,4.683e-5,4.371e-31,2.612e-51
431.41,1.056e+1,1.056e+1,2.669e-12,2.331e-5,4.368e-31,2.632e-51
431.43,3.112e+0,3.112e+0,2.670e-12,1.116e-5,4.365e-31,2.652e-51
431.44,1.665e+0,1.665e+0,2.670e-12,7.614e-6,4.364e-31,2.663e-51
431.46,4.627e-1,4.627e-1,2.670e-12,3.440e-6,4.361e-31,2.683e-51
431.48,1.237e-1,1.237e-1,2.670e-12,1.495e-6,4.358e-31,2.703e-51
431.49,6.305e-2,6.305e-2,2.670e-12,9.716e-7,4.356e-31,2.714e-51
431.51,1.590e-2,1.590e-2,2.670e-12,3.985e-7,4.353e-31,2.734e-51
431.52,7.873e-3,7.873e-3,2.670e-12,2.515e-7,4.351e-31,2.744e-51
431.54,1.874e-3,1.874e-3,2.671e-12,9.732e-8,4.348e-31,2.765e-51
431.56,4.290e-4,4.289e-4,2.671e-12,3.623e-8,4.345e-31,2.785e-51
431.57,2.023e-4,2.023e-4,2.671e-12,2.178e-8,4.344e-31,2.795e-51
431.59,4.370e-5,4.369e-5,2.671e-12,7.651e-9,4.341e-31,2.816e-51
431.61,9.081e-6,9.078e-6,2.671e-12,2.585e-9,4.338e-31,2.836e-51
431.62,4.080e-6,4.078e-6,2.671e-12,1.481e-9,4.336e-31,2.846e-51
431.64,7.999e-7,7.995e-7,2.672e-12,4.721e-10,4.333e-31,2.867e-51
431.65,3.491e-7,3.489e-7,2.672e-12,2.627e-10,4.332e-31,2.877e-51
431.67,7.213e-8,7.205e-8,2.672e-12,7.902e-11,4.329e-31,2.897e-51
431.69,5.402e-8,5.400e-8,2.672e-12,2.287e-11,4.326e-31,2.918e-51
431.70,9.962e-8,9.961e-8,2.672e-12,1.212e-11,4.324e-31,2.928e-51
431.72,5.311e-7,5.311e-7,2.672e-12,3.310e-12,4.321e-31,2.948e-51
431.74,2.725e-6,2.725e-6,2.672e-12,8.692e-13,4.318e-31,2.969e-51
431.75,6.085e-6,6.085e-6,2.673e-12,4.390e-13,4.317e-31,2.979e-51
431.77,2.947e-5,2.947e-5,2.673e-12,1.088e-13,4.313e-31,2.999e-51
431.79,1.373e-4,1.373e-4,2.673e-12,2.594e-14,4.310e-31,3.020e-51
431.80,2.922e-4,2.922e-4,2.673e-12,1.248e-14,4.309e-31,3.030e-51
431.82,1.286e-3,1.286e-3,2.673e-12,2.807e-15,4.306e-31,3.050e-51
431.83,2.658e-3,2.658e-3,2.673e-12,1.312e-15,4.304e-31,3.060e-51
431.85,1.104e-2,1.104e-2,2.673e-12,2.785e-16,4.301e-31,3.081e-51
431.87,4.410e-2,4.410e-2,2.674e-12,5.685e-17,4.298e-31,3.101e-51
431.88,8.688e-2,8.688e-2,2.674e-12,2.532e-17,4.297e-31,3.111e-51
431.90,3.277e-1,3.277e-1,2.674e-12,4.877e-18,4.294e-31,3.132e-51
431.92,1.189e+0,1.189e+0,2.674e-12,9.037e-19,4.291e-31,3.152e-51
431.93,2.233e+0,2.233e+0,2.674e-12,3.834e-19,4.289e-31,3.162e-51
431.95,7.649e+0,7.649e+0,2.674e-12,3.822e-19,4.286e-31,3.183e-51
431.97,2.521e+1,2.521e+1,2.675e-12,3.810e-19,4.283e-31,3.203e-51
431.98,4.512e+1,4.512e+1,2.675e-12,3.804e-19,4.282e-31,3.213e-51
432.00,1.404e+2,1.404e+2,2.675e-12,3.792e-19,4.278e-31,3.234e-51
432.01,2.441e+2,2.441e+2,2.675e-12,3.786e-19,4.277e-31,3.244e-51
432.03,7.169e+2,7.169e+2,2.675e-12,3.773e-19,4.274e-31,3.264e-51
432.05,2.026e+3,2.026e+3,2.675e-12,3.761e-19,4.271e-31,3.285e-51
432.06,3.357e+3,3.357e+3,2.675e-12,3.755e-19,4.269e-31,3.295e-51
432.08,8.955e+3,8.955e+3,2.676e-12,3.743e-19,4.266e-31,3.315e-51
432.10,2.299e+4,2.299e+4,2.676e-12,3.731e-19,4.263e-31,3.336e-51
432.11,3.630e+4,3.630e+4,2.676e-12,3.725e-19,4.262e-31,3.346e-51
432.13,8.796e+4,8.796e+4,2.676e-12,3.713e-19,4.259e-31,3.366e-51
432.15,2.051e+5,2.051e+5,2.676e-12,3.701e-19,4.256e-31,3.387e-51
432.16,3.086e+5,3.086e+5,2.676e-12,3.695e-19,4.254e-31,3.397e-51
432.18,6.792e+5,6.792e+5,2.676e-12,3.683e-19,4.251e-31,3.417e-51
432.19,9.932e+5,9.932e+5,2.677e-12,3.677e-19,4.250e-31,3.428e-51
432.21,2.063e+6,2.063e+6,2.677e-12,3.665e-19,4.247e-31,3.448e-51
432.23,4.124e+6,4.124e+6,2.677e-12,3.653e-19,4.244e-31,3.468e-51
432.24,5.747e+6,5.747e+6,2.677e-12,3.647e-19,4.242e-31,3.479e-51
432.26,1.084e+7,1.084e+7,2.677e-12,3.635e-19,4.239e-31,3.499e-51
432.28,1.969e+7,1.969e+7,2.677e-12,3.622e-19,4.236e-31,3.519e-51
432.29,2.615e+7,2.615e+7,2.677e-12,3.616e-19,4.234e-31,3.530e-51
432.31,4.481e+7,4.481e+7,2.678e-12,3.604e-19,4.231e-31,3.550e-51
432.33,7.390e+7,7.390e+7,2.678e-12,3.592e-19,4.228e-31,3.570e-51
432.34,9.354e+7,9.354e+7,2.678e-12,3.586e-19,4.227e-31,3.581e-51
432.36,1.456e+8,1.456e+8,2.678e-12,3.574e-19,4.224e-31,3.601e-51
432.37,1.791e+8,1.791e+8,2.678e-12,3.568e-19,4.222e-31,3.611e-51
432.39,2.631e+8,2.631e+8,2.678e-12,3.556e-19,4.219e-31,3.632e-51
432.41,3.719e+8,3.719e+8,2.679e-12,3.544e-19,4.216e-31,3.652e-51
432.42,4.359e+8,4.359e+8,2.679e-12,3.538e-19,4.215e-31,3.662e-51
432.44,5.818e+8,5.818e+8,2.679e-12,3.526e-19,4.212e-31,3.683e-51
432.46,7.471e+8,7.471e+8,2.679e-12,3.514e-19,4.209e-31,3.703e-51
432.47,8.344e+8,8.344e+8,2.679e-12,3.508e-19,4.207e-31,3.713e-51
432.49,1.011e+9,1.011e+9,2.679e-12,3.496e-19,4.204e-31,3.734e-51
432.51,1.180e+9,1.180e+9,2.679e-12,3.484e-19,4.201e-31,3.754e-51
432.52,1.256e+9,1.256e+9,2.680e-12,3.477e-19,4.199e-31,3.764e-51
432.54,1.383e+9,1.383e+9,2.680e-12,3.465e-19,4.196e-31,3.785e-51
432.55,1.430e+9,1.430e+9,2.680e-12,3.459e-19,4.195e-31,3.795e-51
432.57,1.486e+9,1.486e+9,2.680e-12,3.447e-19,4.192e-31,3.815e-51
432.59,1.486e+9,1.486e+9,2.680e-12,3.435e-19,4.189e-31,3.836e-51
432.60,1.465e+9,1.465e+9,2.680e-12,3.429e-19,4.187e-31,3.846e-51
432.62,1.383e+9,1.383e+9,2.680e-12,3.417e-19,4.184e-31,3.866e-51
432.64,1.256e+9,1.256e+9,2.681e-12,3.405e-19,4.181e-31,3.887e-51
432.65,1.180e+9,1.180e+9,2.681e-12,3.399e-19,4.180e-31,3.897e-51
432.67,1.011e+9,1.011e+9,2.681e-12,3.387e-19,4.177e-31,3.917e-51
432.69,8.344e+8,8.344e+8,2.681e-12,3.375e-19,4.174e-31,3.938e-51
432.70,7.471e+8,7.471e+8,2.681e-12,3.369e-19,4.172e-31,3.948e-51
432.72,5.818e+8,5.818e+8,2.681e-12,3.357e-19,4.169e-31,3.968e-51
432.73,5.060e+8,5.060e+8,2.681e-12,3.351e-19,4.167e-31,3.979e-51
432.75,3.719e+8,3.719e+8,2.682e-12,3.339e-19,4.164e-31,3.999e-51
432.77,2.631e+8,2.631e+8,2.682e-12,3.326e-19,4.161e-31,4.019e-51
432.78,2.181e+8,2.181e+8,2.682e-12,3.320e-19,4.160e-31,4.030e-51
432.80,1.456e+8,1.456e+8,2.682e-12,3.308e-19,4.157e-31,4.050e-51
432.82,9.354e+7,9.354e+7,2.682e-12,3.296e-19,4.154e-31,4.070e-51
432.83,7.390e+7,7.390e+7,2.682e-12,3.290e-19,4.152e-31,4.081e-51
432.85,4.481e+7,4.481e+7,2.683e-12,3.278e-19,4.149e-31,4.101e-51
432.87,2.615e+7,2.615e+7,2.683e-12,3.266e-19,4.146e-31,4.121e-51
