Wavelength (nm),Sum(calc),Al I (4.9e-2),Al II (9.5e-1),Al III (7.0e-4)
207.35,1.274e+7,,1.274e+7,2.305e-1
207.37,1.780e+7,,1.780e+7,2.385e-1
207.39,2.105e+7,,2.105e+7,2.091e-1
207.40,2.149e+7,,2.149e+7,1.840e-1
207.42,1.977e+7,,1.977e+7,1.258e-1
207.44,1.538e+7,,1.538e+7,7.287e-2
207.45,1.274e+7,,1.274e+7,5.212e-2
207.47,7.709e+6,,7.709e+6,2.355e-2
207.49,3.947e+6,,3.947e+6,9.016e-3
207.50,2.652e+6,,2.652e+6,5.243e-3
207.52,1.056e+6,,1.056e+6,1.565e-3
207.54,3.558e+5,,3.558e+5,3.960e-4
207.55,1.940e+5,,1.940e+5,1.872e-4
207.57,5.084e+4,,5.084e+4,3.693e-5
207.59,1.127e+4,,1.127e+4,6.173e-6
207.60,4.984e+3,,4.984e+3,2.372e-6
207.62,8.596e+2,,8.596e+2,3.092e-7
207.64,1.254e+2,,1.254e+2,3.414e-8
207.65,4.499e+1,,4.499e+1,1.066e-8
207.67,5.106e+0,,5.106e+0,9.176e-10
207.69,4.902e-1,,4.902e-1,6.691e-11
207.70,1.426e-1,,1.426e-1,1.698e-11
207.72,1.065e-2,,1.065e-2,9.650e-13
207.74,6.730e-4,,6.730e-4,4.646e-14
207.75,1.589e-4,,1.589e-4,9.577e-15
207.77,7.809e-6,,7.809e-6,3.593e-16
207.79,3.246e-7,,3.246e-7,1.141e-17
207.80,6.217e-8,,6.217e-8,1.553e-18
207.82,2.011e-9,,2.011e-9,1.521e-18
207.84,5.501e-11,,5.501e-11,1.489e-18
208.47,4.757e-19,,5.776e-11,4.757e-19
208.49,1.792e-17,,5.784e-11,1.792e-17
208.50,1.034e-16,,5.789e-11,1.034e-16
208.52,3.043e-15,,5.797e-11,3.043e-15
208.54,7.592e-14,,5.806e-11,7.592e-14
208.55,3.565e-13,,5.810e-11,3.565e-13
208.57,6.944e-12,,5.819e-11,6.944e-12
208.59,1.147e-10,,5.828e-11,1.147e-10
208.60,4.381e-10,,5.832e-11,4.381e-10
208.62,5.650e-9,,5.841e-11,5.650e-9
208.64,6.179e-8,,5.850e-11,6.179e-8
208.65,1.921e-7,,5.854e-11,1.921e-7
208.67,1.640e-6,,5.863e-11,1.640e-6
208.69,1.187e-5,,5.872e-11,1.187e-5
208.70,3.003e-5,,5.876e-11,3.003e-5
208.72,1.697e-4,,5.885e-11,1.697e-4
208.74,8.135e-4,,5.893e-11,8.135e-4
208.75,1.674e-3,,5.898e-11,1.674e-3
208.77,6.265e-3,,5.906e-11,6.265e-3
208.79,1.988e-2,,5.915e-11,1.988e-2
208.80,3.329e-2,,5.920e-11,3.329e-2
208.82,8.248e-2,,5.928e-11,8.248e-2
208.84,1.733e-1,,5.937e-11,1.733e-1
208.85,2.361e-1,,5.941e-11,2.361e-1
208.87,3.872e-1,,5.950e-11,3.872e-1
208.89,5.386e-1,,5.959e-11,5.386e-1
208.90,5.971e-1,,5.963e-11,5.971e-1
208.92,6.484e-1,,5.972e-11,6.484e-1
208.94,5.971e-1,,5.981e-11,5.971e-1
208.95,5.386e-1,,5.985e-11,5.386e-1
208.97,3.872e-1,,5.994e-11,3.872e-1
208.99,2.361e-1,,6.002e-11,2.361e-1
209.00,1.733e-1,,3.578e-10,1.733e-1
209.02,8.248e-2,,1.124e-8,8.248e-2
209.04,3.331e-2,,2.998e-7,3.331e-2
209.05,1.994e-2,,1.456e-6,1.994e-2
209.07,6.643e-3,,3.034e-5,6.612e-3
209.09,3.867e-3,,5.368e-4,3.331e-3
209.10,6.337e-3,,2.123e-3,4.214e-3
209.12,4.220e-2,,2.936e-2,1.284e-2
209.14,3.848e-1,,3.447e-1,4.008e-2
209.15,1.178e+0,,1.111e+0,6.696e-2
209.17,1.036e+1,,1.020e+1,1.654e-1
209.19,7.982e+1,,7.947e+1,3.466e-1
209.20,2.091e+2,,2.087e+2,4.717e-1
209.22,1.274e+3,,1.273e+3,7.724e-1
209.24,6.598e+3,,6.597e+3,1.073e+0
209.25,1.413e+4,,1.413e+4,1.189e+0
209.27,5.743e+4,,5.743e+4,1.291e+0
209.29,1.987e+5,,1.987e+5,1.189e+0
209.30,3.482e+5,,3.482e+5,1.073e+0
209.32,9.499e+5,,9.499e+5,7.724e-1
209.34,2.219e+6,,2.219e+6,4.717e-1
209.35,3.205e+6,,3.205e+6,3.466e-1
209.37,5.988e+6,,5.988e+6,1.654e-1
209.39,9.723e+6,,9.723e+6,6.695e-2
209.40,1.179e+7,,1.179e+7,4.005e-2
209.42,1.579e+7,,1.579e+7,1.267e-2
209.44,1.887e+7,,1.887e+7,3.401e-3
209.45,1.982e+7,,1.982e+7,1.656e-3
209.47,2.029e+7,,2.029e+7,3.474e-4
209.49,1.881e+7,,1.881e+7,6.182e-5
209.50,1.743e+7,,1.743e+7,2.452e-5
209.52,1.382e+7,,1.382e+7,3.409e-6
209.54,9.771e+6,,9.771e+6,4.022e-7
209.55,7.844e+6,,7.844e+6,1.299e-7
209.57,4.584e+6,,4.584e+6,1.197e-8
209.59,2.337e+6,,2.337e+6,9.363e-10
209.60,1.582e+6,,1.582e+6,2.462e-10
209.62,6.494e+5,,6.494e+5,1.505e-11
209.64,2.296e+5,,2.296e+5,7.801e-13
209.65,1.290e+5,,1.290e+5,1.670e-13
209.67,3.625e+4,,3.625e+4,6.767e-15
209.69,8.719e+3,,8.719e+3,2.326e-16
209.70,4.031e+3,,4.031e+3,2.324e-16
209.72,7.649e+2,,7.649e+2,2.320e-16
209.74,1.238e+2,,1.238e+2,2.316e-16
209.75,4.688e+1,,4.688e+1,2.314e-16
209.77,5.962e+0,,5.962e+0,2.309e-16
209.79,6.452e-1,,6.452e-1,2.305e-16
209.80,1.997e-1,,1.997e-1,2.303e-16
209.82,1.695e-2,,1.695e-2,2.299e-16
209.84,1.222e-3,,1.222e-3,2.295e-16
209.85,3.088e-4,,3.088e-4,2.293e-16
209.87,1.744e-5,,1.744e-5,2.288e-16
209.89,8.365e-7,,8.365e-7,2.284e-16
209.90,1.723e-7,,1.723e-7,2.282e-16
209.92,6.468e-9,,6.468e-9,2.278e-16
209.94,2.051e-10,,2.051e-10,2.274e-16
209.95,3.445e-11,,3.445e-11,2.271e-16
211.39,3.518e-9,3.518e-9,4.633e-11,1.969e-16
211.40,2.014e-8,2.014e-8,4.641e-11,1.967e-16
211.42,5.854e-7,5.854e-7,4.658e-11,1.962e-16
211.44,1.449e-5,1.449e-5,4.674e-11,1.958e-16
211.45,6.790e-5,6.790e-5,4.682e-11,1.956e-16
211.47,1.321e-3,1.321e-3,4.699e-11,1.952e-16
211.49,2.190e-2,2.190e-2,4.715e-11,1.948e-16
211.50,8.396e-2,8.396e-2,4.724e-11,1.946e-16
211.52,1.094e+0,1.094e+0,4.740e-11,1.941e-16
211.54,1.214e+1,1.214e+1,4.756e-11,1.937e-16
211.55,3.809e+1,3.809e+1,4.765e-11,1.935e-16
211.57,3.323e+2,3.323e+2,4.781e-11,1.931e-16
211.59,2.469e+3,2.469e+3,4.798e-11,1.927e-16
211.60,6.339e+3,6.339e+3,4.806e-11,1.924e-16
211.62,3.703e+4,3.703e+4,4.822e-11,1.920e-16
211.64,1.842e+5,1.842e+5,4.839e-11,1.916e-16
211.65,3.870e+5,3.870e+5,4.847e-11,1.914e-16
211.67,1.513e+6,1.513e+6,4.864e-11,1.910e-16
211.69,5.042e+6,5.042e+6,4.880e-11,1.906e-16
211.70,8.666e+6,8.666e+6,4.888e-11,1.903e-16
211.72,2.269e+7,2.269e+7,4.905e-11,1.899e-16
211.74,5.062e+7,5.062e+7,4.921e-11,1.895e-16
211.75,7.119e+7,7.119e+7,4.930e-11,1.893e-16
211.77,1.248e+8,1.248e+8,4.946e-11,1.889e-16
211.79,1.864e+8,1.864e+8,4.963e-11,1.885e-16
211.80,2.145e+8,2.145e+8,4.971e-11,1.882e-16
211.82,2.519e+8,2.519e+8,4.987e-11,1.878e-16
211.84,2.519e+8,2.519e+8,5.004e-11,1.874e-16
211.85,2.372e+8,2.372e+8,5.012e-11,1.872e-16
211.87,1.864e+8,1.864e+8,5.029e-11,1.868e-16
211.89,1.248e+8,1.248e+8,5.045e-11,1.863e-16
211.90,9.618e+7,9.618e+7,5.053e-11,1.861e-16
211.92,5.062e+7,5.062e+7,5.070e-11,1.857e-16
211.94,2.269e+7,2.269e+7,5.086e-11,1.853e-16
211.95,1.431e+7,1.431e+7,5.095e-11,1.851e-16
211.97,5.042e+6,5.042e+6,5.111e-11,1.847e-16
211.99,1.513e+6,1.513e+6,5.128e-11,1.842e-16
212.00,7.808e+5,7.808e+5,5.136e-11,1.840e-16
212.02,1.842e+5,1.842e+5,5.152e-11,1.836e-16
212.04,3.704e+4,3.704e+4,5.169e-11,1.832e-16
212.05,1.566e+4,1.566e+4,5.177e-11,1.830e-16
212.07,2.711e+3,2.711e+3,5.193e-11,1.826e-16
212.09,2.256e+3,2.256e+3,5.210e-11,1.821e-16
212.10,5.232e+3,5.232e+3,5.218e-11,1.819e-16
212.12,3.212e+4,3.212e+4,5.235e-11,1.815e-16
212.14,1.717e+5,1.717e+5,5.251e-11,1.811e-16
212.15,3.740e+5,3.740e+5,5.259e-11,1.809e-16
212.17,1.574e+6,1.574e+6,5.276e-11,1.805e-16
212.19,5.648e+6,5.648e+6,5.292e-11,1.800e-16
212.20,1.008e+7,1.008e+7,5.301e-11,1.798e-16
212.22,2.845e+7,2.845e+7,5.317e-11,1.794e-16
212.24,6.848e+7,6.848e+7,5.334e-11,1.790e-16
212.25,1.001e+8,1.001e+8,5.342e-11,1.788e-16
212.27,1.895e+8,1.895e+8,5.358e-11,1.784e-16
212.29,3.060e+8,3.060e+8,5.375e-11,1.779e-16
212.30,3.662e+8,3.662e+8,5.383e-11,1.777e-16
212.32,4.654e+8,4.654e+8,5.400e-11,1.773e-16
212.34,5.041e+8,5.041e+8,5.416e-11,1.769e-16
212.35,4.941e+8,4.941e+8,5.424e-11,1.767e-16
212.37,4.212e+8,4.212e+8,5.441e-11,1.763e-16
212.39,3.060e+8,3.060e+8,5.457e-11,1.758e-16
212.40,2.457e+8,2.457e+8,5.466e-11,1.756e-16
212.42,1.405e+8,1.405e+8,5.482e-11,1.752e-16
212.44,6.848e+7,6.848e+7,5.499e-11,1.748e-16
212.45,4.503e+7,4.503e+7,5.507e-11,1.746e-16
212.47,1.727e+7,1.727e+7,5.523e-11,1.742e-16
212.49,5.648e+6,5.648e+6,5.540e-11,1.737e-16
212.50,3.042e+6,3.042e+6,5.548e-11,1.735e-16
212.52,7.828e+5,7.828e+5,5.565e-11,1.731e-16
212.54,1.717e+5,1.717e+5,5.581e-11,1.727e-16
212.55,7.574e+4,7.574e+4,5.589e-11,1.725e-16
212.57,1.308e+4,1.308e+4,5.606e-11,1.720e-16
212.59,1.924e+3,1.924e+3,5.622e-11,1.716e-16
212.60,6.952e+2,6.952e+2,5.630e-11,1.714e-16
212.62,8.051e+1,8.051e+1,5.647e-11,1.710e-16
212.64,8.106e+0,8.106e+0,5.663e-11,1.706e-16
212.65,2.931e+0,2.931e+0,5.672e-11,1.704e-16
212.67,6.969e+0,6.969e+0,5.688e-11,1.699e-16
212.69,6.782e+1,6.782e+1,5.705e-11,1.695e-16
212.70,2.020e+2,2.020e+2,5.713e-11,1.693e-16
212.72,1.591e+3,1.591e+3,5.729e-11,1.689e-16
212.74,1.069e+4,1.069e+4,5.746e-11,1.685e-16
212.75,2.610e+4,2.610e+4,5.754e-11,1.683e-16
212.77,1.382e+5,1.382e+5,5.771e-11,1.678e-16
212.79,6.245e+5,6.245e+5,5.787e-11,1.674e-16
212.80,1.251e+6,1.251e+6,5.795e-11,1.672e-16
212.82,4.454e+6,4.454e+6,5.812e-11,1.668e-16
212.84,1.353e+7,1.353e+7,5.828e-11,1.664e-16
212.85,2.222e+7,2.222e+7,5.837e-11,1.662e-16
212.87,5.321e+7,5.321e+7,5.853e-11,1.657e-16
212.89,1.087e+8,1.087e+8,5.870e-11,1.653e-16
212.90,1.464e+8,1.464e+8,5.878e-11,1.651e-16
212.92,2.357e+8,2.357e+8,5.894e-11,1.647e-16
212.94,3.238e+8,3.238e+8,5.911e-11,1.643e-16
212.95,3.575e+8,3.575e+8,5.919e-11,1.641e-16
212.97,3.871e+8,3.871e+8,5.936e-11,1.636e-16
212.99,3.575e+8,3.575e+8,5.952e-11,1.632e-16
213.00,3.238e+8,3.238e+8,5.960e-11,1.630e-16
213.02,2.357e+8,2.357e+8,5.977e-11,1.626e-16
213.04,1.464e+8,1.464e+8,5.993e-11,1.622e-16
213.05,1.087e+8,1.087e+8,6.002e-11,1.620e-16
213.07,5.321e+7,5.321e+7,6.018e-11,1.615e-16
213.09,2.222e+7,2.222e+7,6.035e-11,1.611e-16
213.10,1.353e+7,1.353e+7,6.043e-11,1.609e-16
213.12,4.454e+6,4.454e+6,6.059e-11,1.605e-16
213.14,1.251e+6,1.251e+6,6.076e-11,1.601e-16
213.15,6.245e+5,6.245e+5,6.084e-11,1.599e-16
213.17,1.382e+5,1.382e+5,6.100e-11,1.594e-16
213.19,2.624e+4,2.624e+4,6.117e-11,1.590e-16
213.20,1.109e+4,1.109e+4,6.125e-11,1.588e-16
213.22,4.710e+3,4.710e+3,6.142e-11,1.584e-16
213.24,2.104e+4,2.104e+4,6.158e-11,1.580e-16
213.25,5.084e+4,5.084e+4,6.166e-11,1.577e-16
213.27,2.677e+5,2.677e+5,6.183e-11,1.573e-16
213.29,1.205e+6,1.205e+6,6.199e-11,1.569e-16
213.30,2.411e+6,2.411e+6,6.208e-11,1.567e-16
213.32,8.571e+6,8.571e+6,6.224e-11,1.563e-16
213.34,2.602e+7,2.602e+7,6.241e-11,1.559e-16
213.35,4.274e+7,4.274e+7,6.249e-11,1.556e-16
213.37,1.024e+8,1.024e+8,6.265e-11,1.552e-16
213.39,2.097e+8,2.097e+8,6.282e-11,1.548e-16
213.40,2.829e+8,2.829e+8,6.290e-11,1.546e-16
213.42,4.573e+8,4.573e+8,6.307e-11,1.542e-16
213.44,6.314e+8,6.314e+8,6.323e-11,1.538e-16
213.45,6.994e+8,6.994e+8,6.331e-11,1.535e-16
213.47,7.626e+8,7.626e+8,6.348e-11,1.531e-16
213.49,7.103e+8,7.103e+8,6.364e-11,1.527e-16
213.50,6.463e+8,6.463e+8,6.373e-11,1.525e-16
213.52,4.754e+8,4.754e+8,6.389e-11,1.521e-16
213.54,2.988e+8,2.988e+8,6.406e-11,1.517e-16
213.55,2.233e+8,2.233e+8,6.414e-11,1.514e-16
213.57,1.108e+8,1.108e+8,6.430e-11,1.510e-16
213.59,4.701e+7,4.701e+7,6.447e-11,1.506e-16
213.60,2.886e+7,2.886e+7,6.455e-11,1.504e-16
213.62,9.671e+6,9.671e+6,6.472e-11,1.500e-16
213.64,2.769e+6,2.769e+6,6.488e-11,1.495e-16
213.65,1.397e+6,1.397e+6,6.496e-11,1.493e-16
213.67,3.161e+5,3.161e+5,6.513e-11,1.489e-16
213.69,6.111e+4,6.111e+4,6.529e-11,1.485e-16
213.70,2.534e+4,2.534e+4,6.537e-11,1.483e-16
213.72,3.871e+3,3.871e+3,6.554e-11,1.479e-16
213.74,5.056e+2,5.056e+2,6.570e-11,1.474e-16
213.75,1.723e+2,1.723e+2,6.579e-11,1.472e-16
213.77,1.778e+1,1.778e+1,6.595e-11,1.468e-16
213.79,1.569e+0,1.569e+0,6.612e-11,1.464e-16
213.80,4.396e-1,4.396e-1,6.620e-11,1.462e-16
213.82,3.066e-2,3.066e-2,6.636e-11,1.458e-16
213.84,1.829e-3,1.829e-3,6.653e-11,1.453e-16
213.85,4.211e-4,4.211e-4,6.661e-11,1.451e-16
213.87,1.986e-5,1.986e-5,6.678e-11,1.447e-16
213.89,8.007e-7,8.007e-7,6.694e-11,1.443e-16
213.90,1.516e-7,1.516e-7,6.702e-11,1.441e-16
214.10,5.829e-10,5.829e-10,6.867e-11,1.399e-16
214.12,1.968e-8,1.968e-8,6.884e-11,1.395e-16
214.14,5.680e-7,5.680e-7,6.900e-11,1.390e-16
214.15,2.878e-6,2.878e-6,6.909e-11,1.388e-16
214.17,6.570e-5,6.570e-5,6.925e-11,1.384e-16
214.19,1.283e-3,1.283e-3,6.941e-11,1.380e-16
214.20,5.346e-3,5.346e-3,6.950e-11,1.378e-16
214.22,8.255e-2,8.255e-2,6.966e-11,1.374e-16
214.24,1.090e+0,1.090e+0,6.983e-11,1.369e-16
214.25,3.736e+0,3.736e+0,6.991e-11,1.367e-16
214.27,3.902e+1,3.902e+1,7.007e-11,1.363e-16
214.29,3.486e+2,3.486e+2,7.024e-11,1.359e-16
214.30,9.824e+2,9.824e+2,7.032e-11,1.357e-16
214.32,6.940e+3,6.940e+3,7.049e-11,1.352e-16
214.34,4.193e+4,4.193e+4,7.065e-11,1.348e-16
214.35,9.719e+4,9.719e+4,7.073e-11,1.346e-16
214.37,4.644e+5,4.644e+5,7.090e-11,1.342e-16
214.39,1.898e+6,1.898e+6,7.106e-11,1.338e-16
214.40,3.618e+6,3.618e+6,7.115e-11,1.336e-16
214.42,1.169e+7,1.169e+7,7.131e-11,1.331e-16
214.44,3.231e+7,3.231e+7,7.148e-11,1.327e-16
214.45,5.066e+7,5.066e+7,7.156e-11,1.325e-16
214.47,1.107e+8,1.107e+8,7.172e-11,1.321e-16
214.49,2.070e+8,2.070e+8,7.189e-11,1.317e-16
214.50,2.669e+8,2.669e+8,7.197e-11,1.315e-16
214.52,3.947e+8,3.947e+8,7.214e-11,1.310e-16
214.54,4.990e+8,4.990e+8,7.230e-11,1.306e-16
214.55,5.292e+8,5.292e+8,7.238e-11,1.304e-16
214.57,5.292e+8,5.292e+8,7.255e-11,1.300e-16
214.59,4.525e+8,4.525e+8,7.271e-11,1.296e-16
214.60,3.947e+8,3.947e+8,7.280e-11,1.294e-16
214.62,2.669e+8,2.669e+8,7.296e-11,1.289e-16
214.64,1.544e+8,1.544e+8,7.313e-11,1.285e-16
214.65,1.107e+8,1.107e+8,7.321e-11,1.283e-16
214.67,5.066e+7,5.066e+7,7.337e-11,1.279e-16
214.69,1.982e+7,1.982e+7,7.354e-11,1.275e-16
214.70,1.169e+7,1.169e+7,7.362e-11,1.273e-16
214.72,3.618e+6,3.618e+6,7.379e-11,1.268e-16
214.74,9.573e+5,9.573e+5,7.395e-11,1.264e-16
214.75,4.644e+5,4.644e+5,7.403e-11,1.262e-16
214.77,9.722e+4,9.722e+4,7.420e-11,1.258e-16
214.79,1.765e+4,1.765e+4,7.436e-11,1.254e-16
214.80,7.679e+3,7.679e+3,7.444e-11,1.252e-16
214.82,6.572e+3,6.572e+3,7.461e-11,1.247e-16
214.84,3.631e+4,3.631e+4,7.477e-11,1.243e-16
214.85,8.691e+4,8.691e+4,7.486e-11,1.241e-16
214.87,4.453e+5,4.453e+5,7.502e-11,1.237e-16
214.89,1.954e+6,1.954e+6,7.519e-11,1.233e-16
214.90,3.861e+6,3.861e+6,7.527e-11,1.231e-16
214.92,1.341e+7,1.341e+7,7.543e-11,1.226e-16
214.94,3.987e+7,3.987e+7,7.560e-11,1.222e-16
214.95,6.485e+7,6.485e+7,7.568e-11,1.220e-16
214.97,1.527e+8,1.527e+8,7.585e-11,1.216e-16
214.99,3.076e+8,3.076e+8,7.601e-11,1.212e-16
215.00,4.118e+8,4.118e+8,7.609e-11,1.209e-16
215.02,6.569e+8,6.569e+8,7.626e-11,1.205e-16
215.04,8.968e+8,8.968e+8,7.642e-11,1.201e-16
215.05,9.885e+8,9.885e+8,7.651e-11,1.199e-16
215.07,1.068e+9,1.068e+9,7.667e-11,1.195e-16
215.09,9.885e+8,9.885e+8,7.684e-11,1.191e-16
215.10,8.968e+8,8.968e+8,7.692e-11,1.188e-16
215.12,6.569e+8,6.569e+8,7.708e-11,1.184e-16
215.14,4.118e+8,4.118e+8,7.725e-11,1.180e-16
215.15,3.076e+8,3.076e+8,7.733e-11,1.178e-16
215.17,1.527e+8,1.527e+8,7.750e-11,1.174e-16
215.19,6.485e+7,6.485e+7,7.766e-11,1.170e-16
215.20,3.987e+7,3.987e+7,7.774e-11,1.167e-16
215.22,1.341e+7,1.341e+7,7.791e-11,1.163e-16
215.24,3.861e+6,3.861e+6,7.807e-11,1.159e-16
215.25,1.954e+6,1.954e+6,7.816e-11,1.157e-16
215.27,4.453e+5,4.453e+5,7.832e-11,1.153e-16
215.29,8.687e+4,8.687e+4,7.848e-11,1.148e-16
215.30,3.619e+4,3.619e+4,7.857e-11,1.146e-16
215.32,5.590e+3,5.590e+3,7.873e-11,1.142e-16
215.34,7.389e+2,7.389e+2,7.890e-11,1.138e-16
215.35,2.534e+2,2.534e+2,7.898e-11,1.136e-16
215.37,2.652e+1,2.652e+1,7.914e-11,1.132e-16
215.39,2.376e+0,2.376e+0,7.931e-11,1.127e-16
215.40,6.707e-1,6.707e-1,7.939e-11,1.125e-16
215.42,4.757e-2,4.757e-2,7.956e-11,1.121e-16
215.44,2.887e-3,2.887e-3,7.972e-11,1.117e-16
215.45,6.710e-4,6.710e-4,7.980e-11,1.115e-16
215.47,3.225e-5,3.225e-5,7.997e-11,1.111e-16
215.49,1.326e-6,1.326e-6,8.013e-11,1.106e-16
215.50,2.537e-7,2.537e-7,8.022e-11,1.104e-16
215.52,8.263e-9,8.263e-9,8.038e-11,1.100e-16
216.42,2.109e-9,2.109e-9,8.780e-11,9.109e-17
216.44,6.603e-8,6.603e-8,8.797e-11,9.066e-17
216.45,3.489e-7,3.489e-7,8.805e-11,9.045e-17
216.47,8.684e-6,8.684e-6,8.821e-11,9.003e-17
216.49,1.854e-4,1.854e-4,8.838e-11,8.961e-17
216.50,8.092e-4,8.092e-4,8.846e-11,8.940e-17
216.52,1.374e-2,1.374e-2,8.863e-11,8.898e-17
216.54,2.001e-1,2.001e-1,8.879e-11,8.856e-17
216.55,7.210e-1,7.210e-1,8.887e-11,8.835e-17
216.57,8.348e+0,8.348e+0,8.904e-11,8.793e-17
216.59,8.293e+1,8.293e+1,8.920e-11,8.751e-17
216.60,2.468e+2,2.468e+2,8.929e-11,8.730e-17
216.62,1.949e+3,1.949e+3,8.945e-11,8.688e-17
216.64,1.321e+4,1.321e+4,8.962e-11,8.646e-17
216.65,3.246e+4,3.246e+4,8.970e-11,8.625e-17
216.67,1.748e+5,1.748e+5,8.986e-11,8.583e-17
216.69,8.078e+5,8.078e+5,9.003e-11,8.541e-17
216.70,1.640e+6,1.640e+6,9.011e-11,8.520e-17
216.72,6.023e+6,6.023e+6,9.028e-11,8.478e-17
216.74,1.898e+7,1.898e+7,9.044e-11,8.436e-17
216.75,3.182e+7,3.182e+7,9.052e-11,8.415e-17
216.77,7.972e+7,7.972e+7,9.069e-11,8.372e-17
