Wavelength (nm),Sum,Al I (3.4e-01),Al II (6.6e-01),Al III (4.9e-05)
465.58,6.924e-3,,6.924e-3,
465.6,2.243e-2,,2.243e-2,
465.62,7.030e-2,,7.030e-2,
465.63,1.229e-1,,1.229e-1,
465.65,3.666e-1,,3.666e-1,
465.67,1.058e+0,,1.058e+0,
465.68,1.775e+0,,1.775e+0,
465.7,4.872e+0,,4.872e+0,
465.72,1.294e+1,,1.294e+1,
465.73,2.083e+1,,2.083e+1,
465.75,5.264e+1,,5.264e+1,
465.77,1.287e+2,,1.287e+2,
465.78,1.988e+2,,1.988e+2,
465.8,4.624e+2,,4.624e+2,
465.82,1.041e+3,,1.041e+3,
465.83,1.542e+3,,1.542e+3,
465.85,3.303e+3,,3.303e+3,
465.87,6.843e+3,,6.843e+3,
465.88,9.729e+3,,9.729e+3,
465.9,1.918e+4,,1.918e+4,
465.92,3.658e+4,,3.658e+4,
465.93,4.990e+4,,4.990e+4,
465.95,9.056e+4,,9.056e+4,
465.97,1.590e+5,,1.590e+5,
465.98,2.081e+5,,2.081e+5,
466,3.477e+5,,3.477e+5,
466.02,5.619e+5,,5.619e+5,
466.03,7.056e+5,,7.056e+5,
466.05,1.085e+6,,1.085e+6,
466.07,1.615e+6,,1.615e+6,
466.08,1.945e+6,,1.945e+6,
466.1,2.754e+6,,2.754e+6,
466.12,3.772e+6,,3.772e+6,
466.13,4.360e+6,,4.360e+6,
466.15,5.682e+6,,5.682e+6,
466.17,7.165e+6,,7.165e+6,
466.18,7.946e+6,,7.946e+6,
466.2,9.533e+6,,9.533e+6,
466.22,1.106e+7,,1.106e+7,
466.23,1.177e+7,,1.177e+7,
466.25,1.300e+7,,1.300e+7,
466.27,1.389e+7,,1.389e+7,
466.28,1.418e+7,,1.418e+7,
466.3,1.442e+7,,1.442e+7,
466.32,1.418e+7,,1.418e+7,
466.33,1.389e+7,,1.389e+7,
466.35,1.300e+7,,1.300e+7,
466.37,1.177e+7,,1.177e+7,
466.38,1.106e+7,,1.106e+7,
466.4,9.533e+6,,9.533e+6,
466.42,7.946e+6,,7.946e+6,
466.43,7.165e+6,,7.165e+6,
466.45,5.682e+6,,5.682e+6,
466.47,4.360e+6,,4.360e+6,
466.48,3.772e+6,,3.772e+6,
466.5,2.754e+6,,2.754e+6,
466.52,1.945e+6,,1.945e+6,
466.53,1.615e+6,,1.615e+6,
466.55,1.085e+6,,1.085e+6,
466.57,7.056e+5,,7.056e+5,
466.58,5.619e+5,,5.619e+5,
466.6,3.477e+5,,3.477e+5,
466.62,2.081e+5,,2.081e+5,
466.63,1.590e+5,,1.590e+5,
466.65,9.056e+4,,9.056e+4,
466.67,4.990e+4,,4.990e+4,
466.68,3.658e+4,,3.658e+4,
466.7,1.918e+4,,1.918e+4,
466.72,9.729e+3,,9.729e+3,
466.73,6.843e+3,,6.843e+3,
466.75,3.303e+3,,3.303e+3,
466.77,1.542e+3,,1.542e+3,
466.78,1.041e+3,,1.041e+3,
466.8,4.624e+2,,4.624e+2,
466.82,1.988e+2,,1.988e+2,
466.83,1.287e+2,,1.287e+2,
466.85,5.264e+1,,5.264e+1,
466.87,2.083e+1,,2.083e+1,
466.88,1.294e+1,,1.294e+1,
466.9,4.872e+0,,4.872e+0,
466.92,1.775e+0,,1.775e+0,
466.93,1.058e+0,,1.058e+0,
466.95,3.666e-1,,3.666e-1,
466.97,1.229e-1,,1.229e-1,
466.98,7.030e-2,,7.030e-2,
467,2.243e-2,,2.243e-2,
467.02,6.924e-3,,6.924e-3,
467.03,3.799e-3,,3.799e-3,
467.05,1.116e-3,,1.116e-3,
467.07,3.171e-4,,3.171e-4,
467.08,1.669e-4,,1.669e-4,
467.1,4.513e-5,,4.513e-5,
467.12,1.181e-5,,1.181e-5,
467.13,5.963e-6,,5.963e-6,
467.15,1.484e-6,,1.484e-6,
467.17,3.574e-7,,3.574e-7,
467.18,1.732e-7,,1.732e-7,
467.2,3.968e-8,,3.968e-8,
467.22,8.796e-9,,8.796e-9,
467.23,4.090e-9,,4.090e-9,
467.25,8.627e-10,,8.627e-10,
469.17,9.152e-19,,,9.152e-19
469.19,4.772e-18,,,4.772e-18
469.2,1.009e-17,,,1.009e-17
469.22,4.397e-17,,,4.397e-17
469.24,1.856e-16,,,1.856e-16
469.25,3.768e-16,,,3.768e-16
469.27,1.515e-15,,,1.515e-15
469.29,5.902e-15,,,5.902e-15
469.3,1.151e-14,,,1.151e-14
469.32,4.269e-14,,,4.269e-14
469.34,1.534e-13,,,1.534e-13
469.35,2.872e-13,,,2.872e-13
469.37,9.831e-13,,,9.831e-13
469.39,3.258e-12,,,3.258e-12
469.4,5.861e-12,,,5.861e-12
469.42,1.851e-11,,,1.851e-11
469.44,5.660e-11,,,5.660e-11
469.45,9.779e-11,,,9.779e-11
469.47,2.850e-10,,,2.850e-10
469.49,8.041e-10,,,8.041e-10
469.5,1.335e-9,,,1.335e-9
469.52,3.588e-9,,,3.588e-9
469.54,9.344e-9,,,9.344e-9
469.55,1.490e-8,,,1.490e-8
469.57,3.696e-8,,,3.696e-8
469.59,8.882e-8,,,8.882e-8
469.6,1.360e-7,,,1.360e-7
469.62,3.115e-7,,,3.115e-7
469.64,6.909e-7,,,6.909e-7
469.65,1.017e-6,,,1.017e-6
469.67,2.149e-6,,,2.149e-6
469.69,4.398e-6,,,4.398e-6
469.7,6.217e-6,,,6.217e-6
469.72,1.213e-5,,,1.213e-5
469.74,2.291e-5,,,2.291e-5
469.75,3.112e-5,,,3.112e-5
469.77,5.603e-5,,,5.603e-5
469.79,9.771e-5,,,9.771e-5
469.8,1.275e-4,,,1.275e-4
469.82,2.119e-4,,,2.119e-4
469.84,3.412e-4,,,3.412e-4
469.85,4.277e-4,,,4.277e-4
469.87,6.562e-4,,,6.562e-4
469.89,9.752e-4,,,9.752e-4
469.9,1.175e-3,,,1.175e-3
469.92,1.664e-3,,,1.664e-3
469.94,2.282e-3,,,2.282e-3
469.95,2.642e-3,,,2.642e-3
469.97,3.454e-3,,,3.454e-3
469.99,4.374e-3,,,4.374e-3
470,4.864e-3,,,4.864e-3
470.02,5.872e-3,,,5.872e-3
470.04,6.865e-3,,,6.865e-3
470.05,7.334e-3,,,7.334e-3
470.07,8.173e-3,,,8.173e-3
470.09,8.821e-3,,,8.821e-3
470.1,9.055e-3,,,9.055e-3
470.12,9.315e-3,,,9.315e-3
470.14,9.280e-3,,,9.280e-3
470.15,9.153e-3,,,9.153e-3
470.17,8.692e-3,,,8.692e-3
470.19,7.994e-3,,,7.994e-3
470.2,7.575e-3,,,7.575e-3
470.22,6.640e-3,,,6.640e-3
470.24,5.637e-3,,,5.637e-3
470.25,5.132e-3,,,5.132e-3
470.27,4.152e-3,,,4.152e-3
470.29,3.254e-3,,,3.254e-3
470.3,2.846e-3,,,2.846e-3
470.32,2.125e-3,,,2.125e-3
470.34,1.537e-3,,,1.537e-3
470.35,1.292e-3,,,1.292e-3
470.37,8.902e-4,,,8.902e-4
470.39,5.942e-4,,,5.942e-4
470.4,4.797e-4,,,4.797e-4
470.42,3.051e-4,,,3.051e-4
470.44,1.880e-4,,,1.880e-4
470.45,1.457e-4,,,1.457e-4
470.47,8.555e-5,,,8.555e-5
470.49,4.863e-5,,,4.863e-5
470.5,3.623e-5,,,3.623e-5
470.52,1.962e-5,,,1.962e-5
470.54,1.029e-5,,,1.029e-5
470.55,7.364e-6,,,7.364e-6
470.57,3.681e-6,,,3.681e-6
470.59,1.781e-6,,,1.781e-6
470.6,1.224e-6,,,1.224e-6
470.62,5.645e-7,,,5.645e-7
470.64,2.520e-7,,,2.520e-7
470.65,1.664e-7,,,1.664e-7
470.67,7.078e-8,,,7.078e-8
470.69,2.916e-8,,,2.916e-8
470.7,1.849e-8,,,1.849e-8
470.72,7.255e-9,,,7.255e-9
470.74,2.757e-9,,,2.757e-9
470.75,1.679e-9,,,1.679e-9
470.77,6.077e-10,,,6.077e-10
470.79,2.130e-10,,,2.130e-10
470.8,1.246e-10,,,1.246e-10
470.82,4.160e-11,,,4.160e-11
470.84,1.345e-11,,,1.345e-11
470.85,7.554e-12,,,7.554e-12
470.87,2.326e-12,,,2.326e-12
470.89,6.936e-13,,,6.936e-13
470.9,3.742e-13,,,3.742e-13
470.92,1.063e-13,,,1.063e-13
470.94,2.923e-14,,,2.923e-14
470.95,1.514e-14,,,1.514e-14
470.97,3.966e-15,,,3.966e-15
470.99,1.006e-15,,,1.006e-15
471,5.004e-16,,,5.004e-16
471.02,1.209e-16,,,1.209e-16
471.04,2.827e-17,,,2.827e-17
471.05,1.350e-17,,,1.350e-17
471.07,2.813e-18,,,2.813e-18
471.09,6.086e-19,,,6.086e-19
489.41,3.066e-19,,,3.066e-19
489.43,1.544e-18,,,1.544e-18
489.44,3.187e-18,,,3.187e-18
489.46,1.327e-17,,,1.327e-17
489.48,5.361e-17,,,5.361e-17
489.49,1.066e-16,,,1.066e-16
489.51,4.118e-16,,,4.118e-16
489.53,1.545e-15,,,1.545e-15
489.54,2.958e-15,,,2.958e-15
489.56,1.061e-14,,,1.061e-14
489.58,3.694e-14,,,3.694e-14
489.59,6.815e-14,,,6.815e-14
489.61,2.269e-13,,,2.269e-13
489.63,7.331e-13,,,7.331e-13
489.64,1.303e-12,,,1.303e-12
489.66,4.026e-12,,,4.026e-12
489.68,1.208e-11,,,1.208e-11
489.69,2.068e-11,,,2.068e-11
489.71,5.932e-11,,,5.932e-11
489.73,1.651e-10,,,1.651e-10
489.74,2.725e-10,,,2.725e-10
489.76,7.254e-10,,,7.254e-10
489.78,1.874e-9,,,1.874e-9
489.79,2.980e-9,,,2.980e-9
489.81,7.363e-9,,,7.363e-9
489.83,1.766e-8,,,1.766e-8
489.84,2.705e-8,,,2.705e-8
489.86,6.205e-8,,,6.205e-8
489.88,1.382e-7,,,1.382e-7
489.89,2.039e-7,,,2.039e-7
489.91,4.341e-7,,,4.341e-7
489.93,8.972e-7,,,8.972e-7
489.94,1.276e-6,,,1.276e-6
489.96,2.521e-6,,,2.521e-6
489.98,4.837e-6,,,4.837e-6
489.99,6.626e-6,,,6.626e-6
490.01,1.216e-5,,,1.216e-5
490.03,2.165e-5,,,2.165e-5
490.04,2.858e-5,,,2.858e-5
490.06,4.868e-5,,,4.868e-5
490.08,8.049e-5,,,8.049e-5
490.09,1.023e-4,,,1.023e-4
490.11,1.618e-4,,,1.618e-4
490.13,2.484e-4,,,2.484e-4
490.14,3.043e-4,,,3.043e-4
490.16,4.467e-4,,,4.467e-4
490.18,6.365e-4,,,6.365e-4
490.19,7.514e-4,,,7.514e-4
490.21,1.024e-3,,,1.024e-3
490.23,1.354e-3,,,1.354e-3
490.24,1.541e-3,,,1.541e-3
490.26,1.949e-3,,,1.949e-3
490.28,2.393e-3,,,2.393e-3
490.29,2.623e-3,,,2.623e-3
490.31,3.080e-3,,,3.080e-3
490.33,3.512e-3,,,3.512e-3
490.34,3.708e-3,,,3.708e-3
490.36,4.043e-3,,,4.043e-3
490.38,4.280e-3,,,4.280e-3
490.39,4.354e-3,,,4.354e-3
490.41,4.408e-3,,,4.408e-3
490.43,4.331e-3,,,4.331e-3
490.44,4.246e-3,,,4.246e-3
490.46,3.990e-3,,,3.990e-3
490.48,3.640e-3,,,3.640e-3
490.49,3.438e-3,,,3.438e-3
490.51,3.000e-3,,,3.000e-3
490.53,2.541e-3,,,2.541e-3
490.54,2.312e-3,,,2.312e-3
490.56,1.873e-3,,,1.873e-3
490.58,1.473e-3,,,1.473e-3
490.59,1.292e-3,,,1.292e-3
490.61,9.713e-4,,,9.713e-4
490.63,7.091e-4,,,7.091e-4
490.64,5.992e-4,,,5.992e-4
490.66,4.183e-4,,,4.183e-4
490.68,2.835e-4,,,2.835e-4
490.69,2.308e-4,,,2.308e-4
490.71,1.496e-4,,,1.496e-4
490.73,9.416e-5,,,9.416e-5
490.74,7.386e-5,,,7.386e-5
490.76,4.445e-5,,,4.445e-5
490.78,2.597e-5,,,2.597e-5
490.79,1.963e-5,,,1.963e-5
490.81,1.097e-5,,,1.097e-5
490.83,5.948e-6,,,5.948e-6
490.84,4.332e-6,,,4.332e-6
490.86,2.247e-6,,,2.247e-6
490.88,1.131e-6,,,1.131e-6
490.89,7.940e-7,,,7.940e-7
490.91,3.824e-7,,,3.824e-7
490.93,1.788e-7,,,1.788e-7
490.94,1.209e-7,,,1.209e-7
490.96,5.404e-8,,,5.404e-8
490.98,2.345e-8,,,2.345e-8
490.99,1.528e-8,,,1.528e-8
491.01,6.342e-9,,,6.342e-9
491.03,2.555e-9,,,2.555e-9
491.04,1.604e-9,,,1.604e-9
491.06,6.181e-10,,,6.181e-10
491.08,2.312e-10,,,2.312e-10
491.09,1.398e-10,,,1.398e-10
491.11,5.002e-11,,,5.002e-11
491.13,1.737e-11,,,1.737e-11
491.14,1.012e-11,,,1.012e-11
491.16,3.362e-12,,,3.362e-12
491.18,1.084e-12,,,1.084e-12
491.19,6.085e-13,,,6.085e-13
491.21,1.876e-13,,,1.876e-13
491.23,5.615e-14,,,5.615e-14
491.24,3.037e-14,,,3.037e-14
491.26,8.693e-15,,,8.693e-15
491.28,2.415e-15,,,2.415e-15
491.29,1.259e-15,,,1.259e-15
491.31,3.345e-16,,,3.345e-16
491.33,8.626e-17,,,8.626e-17
491.34,4.332e-17,,,4.332e-17
491.36,1.068e-17,,,1.068e-17
491.38,2.558e-18,,,2.558e-18
491.39,1.238e-18,,,1.238e-18
491.41,2.148e-19,,,2.148e-19
513.4,6.865e-12,,6.865e-12,
513.42,2.787e-11,,2.787e-11,
513.43,5.558e-11,,5.558e-11,
513.45,2.166e-10,,2.166e-10,
513.47,8.583e-10,,8.583e-10,
513.48,1.657e-9,,1.657e-9,
513.5,6.052e-9,,6.052e-9,
513.52,2.151e-8,,2.151e-8,
513.53,4.017e-8,,4.017e-8,
513.55,1.371e-7,,1.371e-7,
513.57,4.558e-7,,4.558e-7,
513.58,8.225e-7,,8.225e-7,
513.6,2.625e-6,,2.625e-6,
513.62,8.157e-6,,8.157e-6,
513.63,1.423e-5,,1.423e-5,
513.65,4.248e-5,,4.248e-5,
513.67,1.234e-4,,1.234e-4,
513.68,2.082e-4,,2.082e-4,
513.7,5.811e-4,,5.811e-4,
513.72,1.579e-3,,1.579e-3,
513.73,2.576e-3,,2.576e-3,
513.75,6.724e-3,,6.724e-3,
513.77,1.708e-2,,1.708e-2,
513.78,2.696e-2,,2.696e-2,
513.8,6.583e-2,,6.583e-2,
513.82,1.565e-1,,1.565e-1,
513.83,2.389e-1,,2.389e-1,
513.85,5.457e-1,,5.457e-1,
513.87,1.214e+0,,1.214e+0,
513.88,1.792e+0,,1.792e+0,
513.9,3.832e+0,,3.832e+0,
513.92,7.979e+0,,7.979e+0,
513.93,1.140e+1,,1.140e+1,
513.95,2.282e+1,,2.282e+1,
513.97,4.449e+1,,4.449e+1,
513.98,6.151e+1,,6.151e+1,
514,1.153e+2,,1.153e+2,
514.02,2.106e+2,,2.106e+2,
514.03,2.819e+2,,2.819e+2,
514.05,4.952e+2,,4.952e+2,
514.07,8.479e+2,,8.479e+2,
514.08,1.099e+3,,1.099e+3,
514.1,1.810e+3,,1.810e+3,
514.12,2.907e+3,,2.907e+3,
514.13,3.649e+3,,3.649e+3,
514.15,5.641e+3,,5.641e+3,
514.17,8.504e+3,,8.504e+3,
514.18,1.034e+4,,1.034e+4,
514.2,1.502e+4,,1.502e+4,
514.22,2.128e+4,,2.128e+4,
514.23,2.510e+4,,2.510e+4,
514.25,3.429e+4,,3.429e+4,
514.27,4.571e+4,,4.571e+4,
514.28,5.230e+4,,5.230e+4,
514.3,6.727e+4,,6.727e+4,
514.32,8.450e+4,,8.450e+4,
514.33,9.387e+4,,9.387e+4,
514.35,1.139e+5,,1.139e+5,
514.37,1.349e+5,,1.349e+5,
514.38,1.456e+5,,1.456e+5,
514.4,1.668e+5,,1.668e+5,
514.42,1.868e+5,,1.868e+5,
514.43,1.960e+5,,1.960e+5,
514.45,2.122e+5,,2.122e+5,
514.47,2.247e+5,,2.247e+5,
514.48,2.293e+5,,2.293e+5,
514.5,2.349e+5,,2.349e+5,
514.52,2.354e+5,,2.354e+5,
514.53,2.337e+5,,2.337e+5,
514.55,2.265e+5,,2.265e+5,
514.57,2.148e+5,,2.148e+5,
514.58,2.074e+5,,2.074e+5,
514.6,1.901e+5,,1.901e+5,
514.62,1.704e+5,,1.704e+5,
514.63,1.600e+5,,1.600e+5,
514.65,1.386e+5,,1.386e+5,
514.67,1.173e+5,,1.173e+5,
514.68,1.070e+5,,1.070e+5,
514.7,8.748e+4,,8.748e+4,
514.72,6.984e+4,,6.984e+4,
514.73,6.185e+4,,6.185e+4,
514.75,4.763e+4,,4.763e+4,
514.77,3.580e+4,,3.580e+4,
514.78,3.075e+4,,3.075e+4,
514.8,2.228e+4,,2.228e+4,
514.82,1.574e+4,,1.574e+4,
514.83,1.311e+4,,1.311e+4,
514.85,8.923e+3,,8.923e+3,
514.87,5.921e+3,,5.921e+3,
514.88,4.777e+3,,4.777e+3,
514.9,3.050e+3,,3.050e+3,
514.92,1.898e+3,,1.898e+3,
514.93,1.483e+3,,1.483e+3,
514.95,8.875e+2,,8.875e+2,
514.97,5.175e+2,,5.175e+2,
514.98,3.913e+2,,3.913e+2,
515,2.194e+2,,2.194e+2,
515.02,1.198e+2,,1.198e+2,
515.03,8.764e+1,,8.764e+1,
515.05,4.599e+1,,4.599e+1,
515.07,2.350e+1,,2.350e+1,
515.08,1.663e+1,,1.663e+1,
515.1,8.168e+0,,8.168e+0,
515.12,3.909e+0,,3.909e+0,
515.13,2.681e+0,,2.681e+0,
515.15,1.250e+0,,1.250e+0,
515.17,6.039e-1,,6.039e-1,
515.18,4.487e-1,,4.487e-1,
515.2,3.568e-1,,3.568e-1,
515.22,5.238e-1,,5.238e-1,
515.23,7.276e-1,,7.276e-1,
515.25,1.520e+0,,1.520e+0,
515.27,3.214e+0,,3.214e+0,
515.28,4.641e+0,,4.641e+0,
515.3,9.501e+0,,9.501e+0,
515.32,1.894e+1,,1.894e+1,
515.33,2.647e+1,,2.647e+1,
515.35,5.068e+1,,5.068e+1,
515.37,9.444e+1,,9.444e+1,
515.38,1.276e+2,,1.276e+2,
515.4,2.283e+2,,2.283e+2,
515.42,3.976e+2,,3.976e+2,
515.43,5.194e+2,,5.194e+2,
515.45,8.686e+2,,8.686e+2,
515.47,1.414e+3,,1.414e+3,
515.48,1.785e+3,,1.785e+3,
515.5,2.790e+3,,2.790e+3,
515.52,4.244e+3,,4.244e+3,
515.53,5.182e+3,,5.182e+3,
515.55,7.568e+3,,7.568e+3,
515.57,1.076e+4,,1.076e+4,
515.58,1.270e+4,,1.270e+4,
515.6,1.733e+4,,1.733e+4,
515.62,2.303e+4,,2.303e+4,
515.63,2.628e+4,,2.628e+4,
515.65,3.352e+4,,3.352e+4,
515.67,4.163e+4,,4.163e+4,
515.68,4.592e+4,,4.592e+4,
515.7,5.475e+4,,5.475e+4,
515.72,6.353e+4,,6.353e+4,
515.73,6.775e+4,,6.775e+4,
515.75,7.550e+4,,7.550e+4,
515.77,8.188e+4,,8.188e+4,
515.78,8.441e+4,,8.441e+4,
515.8,8.791e+4,,8.791e+4,
515.82,8.911e+4,,8.911e+4,
515.83,8.880e+4,,8.880e+4,
515.85,8.643e+4,,8.643e+4,
515.87,8.188e+4,,8.188e+4,
515.88,7.889e+4,,7.889e+4,
515.9,7.176e+4,,7.176e+4,
515.92,6.353e+4,,6.353e+4,
515.93,5.918e+4,,5.918e+4,
515.95,5.031e+4,,5.031e+4,
515.97,4.163e+4,,4.163e+4,
515.98,3.748e+4,,3.748e+4,
516,2.978e+4,,2.978e+4,
516.02,2.303e+4,,2.303e+4,
516.03,2.005e+4,,2.005e+4,
516.05,1.489e+4,,1.489e+4,
516.07,1.076e+4,,1.076e+4,
516.08,9.054e+3,,9.054e+3,
516.1,6.283e+3,,6.283e+3,
516.12,4.244e+3,,4.244e+3,
516.13,3.453e+3,,3.453e+3,
516.15,2.239e+3,,2.239e+3,
516.17,1.414e+3,,1.414e+3,
516.18,1.112e+3,,1.112e+3,
516.2,6.740e+2,,6.740e+2,
516.22,3.976e+2,,3.976e+2,
516.23,3.023e+2,,3.023e+2,
516.25,1.713e+2,,1.713e+2,
516.27,9.444e+1,,9.444e+1,
516.28,6.942e+1,,6.942e+1,
516.3,3.675e+1,,3.675e+1,
516.32,1.894e+1,,1.894e+1,
516.33,1.346e+1,,1.346e+1,
516.35,6.660e+0,,6.660e+0,
516.37,3.207e+0,,3.207e+0,
516.38,2.203e+0,,2.203e+0,
516.4,1.019e+0,,1.019e+0,
516.42,4.586e-1,,4.586e-1,
516.43,3.046e-1,,3.046e-1,
516.45,1.316e-1,,1.316e-1,
516.47,5.538e-2,,5.538e-2,
516.48,3.555e-2,,3.555e-2,
516.5,1.436e-2,,1.436e-2,
516.52,5.646e-3,,5.646e-3,
516.53,3.504e-3,,3.504e-3,
516.55,1.323e-3,,1.323e-3,
516.57,4.861e-4,,4.861e-4,
516.58,2.917e-4,,2.917e-4,
516.6,1.029e-4,,1.029e-4,
516.62,3.534e-5,,3.534e-5,
516.63,2.050e-5,,2.050e-5,
516.65,6.759e-6,,6.759e-6,
516.67,2.169e-6,,2.169e-6,
516.68,1.216e-6,,1.216e-6,
516.7,3.749e-7,,3.749e-7,
516.72,1.124e-7,,1.124e-7,
516.73,6.096e-8,,6.096e-8,
516.75,1.756e-8,,1.756e-8,
516.77,4.921e-9,,4.921e-9,
516.78,2.579e-9,,2.579e-9,
516.8,6.942e-10,,6.942e-10,
516.82,1.819e-10,,1.819e-10,
516.83,9.215e-11,,9.215e-11,
516.85,2.318e-11,,2.318e-11,
558.2,3.233e-10,,3.233e-10,
558.21,6.177e-10,,6.177e-10,
558.23,2.216e-9,,2.216e-9,
558.25,7.766e-9,,7.766e-9,
558.26,1.442e-8,,1.442e-8,
558.28,4.882e-8,,4.882e-8,
558.3,1.615e-7,,1.615e-7,
558.31,2.914e-7,,2.914e-7,
558.33,9.315e-7,,9.315e-7,
558.35,2.910e-6,,2.910e-6,
558.36,5.100e-6,,5.100e-6,
558.38,1.539e-5,,1.539e-5,
558.4,4.540e-5,,4.540e-5,
558.41,7.730e-5,,7.730e-5,
558.43,2.203e-4,,2.203e-4,
558.45,6.134e-4,,6.134e-4,
558.46,1.015e-3,,1.015e-3,
558.48,2.730e-3,,2.730e-3,
558.5,7.177e-3,,7.177e-3,
558.51,1.154e-2,,1.154e-2,
558.53,2.930e-2,,2.930e-2,
558.55,7.273e-2,,7.273e-2,
558.56,1.136e-1,,1.136e-1,
558.58,2.724e-1,,2.724e-1,
558.6,6.382e-1,,6.382e-1,
558.61,9.686e-1,,9.686e-1,
558.63,2.193e+0,,2.193e+0,
558.65,4.850e+0,,4.850e+0,
558.66,7.152e+0,,7.152e+0,
558.68,1.529e+1,,1.529e+1,
558.7,3.192e+1,,3.192e+1,
558.71,4.574e+1,,4.574e+1,
558.73,9.228e+1,,9.228e+1,
558.75,1.820e+2,,1.820e+2,
558.76,2.533e+2,,2.533e+2,
558.78,4.825e+2,,4.825e+2,
558.8,8.982e+2,,8.982e+2,
558.81,1.215e+3,,1.215e+3,
558.83,2.185e+3,,2.185e+3,
558.85,3.840e+3,,3.840e+3,
558.86,5.047e+3,,5.047e+3,
558.88,8.568e+3,,8.568e+3,
558.9,1.422e+4,,1.422e+4,
558.91,1.815e+4,,1.815e+4,
558.93,2.910e+4,,2.910e+4,
558.95,4.558e+4,,4.558e+4,
558.96,5.655e+4,,5.655e+4,
558.98,8.558e+4,,8.558e+4,
559,1.266e+5,,1.266e+5,
559.01,1.526e+5,,1.526e+5,
559.03,2.180e+5,,2.180e+5,
559.05,3.043e+5,,3.043e+5,
559.06,3.565e+5,,3.565e+5,
559.08,4.808e+5,,4.808e+5,
559.1,6.338e+5,,6.338e+5,
559.11,7.214e+5,,7.214e+5,
559.13,9.186e+5,,9.186e+5,
559.15,1.143e+6,,1.143e+6,
559.16,1.264e+6,,1.264e+6,
559.18,1.520e+6,,1.520e+6,
559.2,1.785e+6,,1.785e+6,
559.21,1.918e+6,,1.918e+6,
559.23,2.177e+6,,2.177e+6,
559.25,2.415e+6,,2.415e+6,
559.26,2.521e+6,,2.521e+6,
559.28,2.702e+6,,2.702e+6,
559.3,2.829e+6,,2.829e+6,
559.31,2.870e+6,,2.870e+6,
559.33,2.903e+6,,2.903e+6,
559.35,2.870e+6,,2.870e+6,
559.36,2.829e+6,,2.829e+6,
559.38,2.702e+6,,2.702e+6,
559.4,2.521e+6,,2.521e+6,
559.41,2.415e+6,,2.415e+6,
559.43,2.177e+6,,2.177e+6,
559.45,1.918e+6,,1.918e+6,
559.46,1.785e+6,,1.785e+6,
559.48,1.520e+6,,1.520e+6,
559.5,1.264e+6,,1.264e+6,
559.51,1.143e+6,,1.143e+6,
559.53,9.186e+5,,9.186e+5,
559.55,7.214e+5,,7.214e+5,
559.56,6.338e+5,,6.338e+5,
559.58,4.808e+5,,4.808e+5,
559.6,3.565e+5,,3.565e+5,
559.61,3.043e+5,,3.043e+5,
559.63,2.180e+5,,2.180e+5,
559.65,1.526e+5,,1.526e+5,
559.66,1.266e+5,,1.266e+5,
559.68,8.558e+4,,8.558e+4,
559.7,5.655e+4,,5.655e+4,
559.71,4.558e+4,,4.558e+4,
559.73,2.910e+4,,2.910e+4,
559.75,1.815e+4,,1.815e+4,
559.76,1.422e+4,,1.422e+4,
559.78,8.568e+3,,8.568e+3,
559.8,5.047e+3,,5.047e+3,
559.81,3.840e+3,,3.840e+3,
559.83,2.185e+3,,2.185e+3,
559.85,1.215e+3,,1.215e+3,
559.86,8.982e+2,,8.982e+2,
559.88,4.825e+2,,4.825e+2,
559.9,2.533e+2,,2.533e+2,
559.91,1.820e+2,,1.820e+2,
559.93,9.228e+1,,9.228e+1,
559.95,4.574e+1,,4.574e+1,
559.96,3.192e+1,,3.192e+1,
559.98,1.529e+1,,1.529e+1,
560,7.152e+0,,7.152e+0,
560.01,4.850e+0,,4.850e+0,
560.03,2.193e+0,,2.193e+0,
560.05,9.686e-1,,9.686e-1,
560.06,6.382e-1,,6.382e-1,
560.08,2.724e-1,,2.724e-1,
560.1,1.136e-1,,1.136e-1,
560.11,7.273e-2,,7.273e-2,
560.13,2.930e-2,,2.930e-2,
560.15,1.154e-2,,1.154e-2,
560.16,7.177e-3,,7.177e-3,
560.18,2.730e-3,,2.730e-3,
560.2,1.015e-3,,1.015e-3,
560.21,6.134e-4,,6.134e-4,
560.23,2.203e-4,,2.203e-4,
560.25,7.730e-5,,7.730e-5,
560.26,4.540e-5,,4.540e-5,
560.28,1.539e-5,,1.539e-5,
560.3,5.101e-6,,5.101e-6,
560.31,2.912e-6,,2.912e-6,
560.33,9.379e-7,,9.379e-7,
560.35,3.114e-7,,3.114e-7,
560.36,1.965e-7,,1.965e-7,
560.38,1.536e-7,,1.536e-7,
560.4,3.210e-7,,3.210e-7,
560.41,5.279e-7,,5.279e-7,
560.43,1.473e-6,,1.473e-6,
560.45,4.067e-6,,4.067e-6,
560.46,6.704e-6,,6.704e-6,
560.48,1.791e-5,,1.791e-5,
560.5,4.676e-5,,4.676e-5,
560.51,7.491e-5,,7.491e-5,
560.53,1.890e-4,,1.890e-4,
560.55,4.661e-4,,4.661e-4,
560.56,7.257e-4,,7.257e-4,
560.58,1.729e-3,,1.729e-3,
560.6,4.027e-3,,4.027e-3,
560.61,6.094e-3,,6.094e-3,
560.63,1.372e-2,,1.372e-2,
560.65,3.017e-2,,3.017e-2,
560.67,6.487e-2,,6.487e-2,
560.68,9.430e-2,,9.430e-2,
560.7,1.959e-1,,1.959e-1,
560.72,3.979e-1,,3.979e-1,
