Wavelength (nm),Sum(calc),Nd I (3.8e-3),Nd II (8.9e-1)
390.441,3.261e+3,,3.261e+3
390.449,1.446e+4,,1.446e+4
390.457,5.896e+4,,5.896e+4
390.466,2.592e+5,,2.592e+5
390.474,8.841e+5,,8.841e+5
390.482,2.773e+6,,2.773e+6
390.490,7.999e+6,,7.999e+6
390.498,2.121e+7,,2.121e+7
390.506,5.173e+7,,5.173e+7
390.514,1.160e+8,,1.160e+8
390.522,2.392e+8,,2.392e+8
390.531,4.884e+8,,4.884e+8
390.539,8.426e+8,,8.426e+8
390.547,1.337e+9,,1.337e+9
390.555,1.950e+9,,1.950e+9
390.563,2.615e+9,,2.615e+9
390.571,3.226e+9,,3.226e+9
390.579,3.659e+9,,3.659e+9
390.588,3.813e+9,,3.813e+9
390.596,3.618e+9,,3.618e+9
390.604,3.157e+9,,3.157e+9
390.612,2.533e+9,,2.533e+9
390.620,1.869e+9,,1.869e+9
390.628,1.268e+9,,1.268e+9
390.636,7.907e+8,,7.907e+8
390.644,4.535e+8,,4.535e+8
390.653,2.196e+8,,2.196e+8
390.661,1.055e+8,,1.055e+8
390.669,4.698e+7,,4.698e+7
390.677,2.043e+7,,2.043e+7
390.685,1.164e+7,,1.164e+7
390.693,1.486e+7,,1.486e+7
390.701,3.172e+7,,3.172e+7
390.709,7.106e+7,,7.106e+7
390.718,1.627e+8,,1.627e+8
390.726,3.114e+8,,3.114e+8
390.734,5.482e+8,,5.482e+8
390.742,8.877e+8,,8.877e+8
390.750,1.322e+9,,1.322e+9
390.758,1.810e+9,,1.810e+9
390.766,2.279e+9,,2.279e+9
390.774,2.639e+9,,2.639e+9
390.783,2.816e+9,,2.816e+9
390.791,2.729e+9,,2.729e+9
390.799,2.432e+9,,2.432e+9
390.807,1.993e+9,,1.993e+9
390.815,1.502e+9,,1.502e+9
390.823,1.041e+9,,1.041e+9
390.831,6.633e+8,,6.633e+8
390.840,3.615e+8,,3.615e+8
390.848,1.928e+8,,1.928e+8
390.856,9.455e+7,,9.455e+7
390.864,4.264e+7,,4.264e+7
390.872,1.769e+7,,1.769e+7
390.880,6.746e+6,,6.746e+6
390.888,2.366e+6,,2.366e+6
390.896,7.631e+5,,7.631e+5
390.905,1.933e+5,,1.933e+5
390.913,5.217e+4,,5.217e+4
390.921,1.295e+4,,1.295e+4
390.929,2.957e+3,,2.957e+3
390.937,6.261e+2,,6.261e+2
390.945,1.553e+2,,1.553e+2
390.953,2.253e+2,,2.253e+2
390.961,1.080e+3,,1.080e+3
390.970,6.327e+3,,6.327e+3
390.978,2.794e+4,,2.794e+4
390.986,1.135e+5,,1.135e+5
390.994,4.239e+5,,4.239e+5
391.002,1.456e+6,,1.456e+6
391.010,4.602e+6,,4.602e+6
391.018,1.337e+7,,1.337e+7
391.026,3.575e+7,,3.575e+7
391.035,9.776e+7,,9.776e+7
391.043,2.187e+8,,2.187e+8
391.051,4.502e+8,,4.502e+8
391.059,8.520e+8,,8.520e+8
391.067,1.483e+9,,1.483e+9
391.075,2.375e+9,,2.375e+9
391.083,3.497e+9,,3.497e+9
391.091,4.736e+9,,4.736e+9
391.100,6.028e+9,,6.028e+9
391.108,6.834e+9,,6.834e+9
391.116,7.126e+9,,7.126e+9
391.124,6.834e+9,,6.834e+9
391.132,6.028e+9,,6.028e+9
391.140,4.890e+9,,4.890e+9
391.148,3.649e+9,,3.649e+9
391.157,2.375e+9,,2.375e+9
391.165,1.483e+9,,1.483e+9
391.173,8.520e+8,,8.520e+8
391.181,4.502e+8,,4.502e+8
391.189,2.187e+8,,2.187e+8
391.197,9.776e+7,,9.776e+7
391.205,4.018e+7,,4.018e+7
391.213,1.519e+7,,1.519e+7
391.222,4.602e+6,,4.602e+6
391.230,1.458e+6,,1.458e+6
391.238,4.328e+5,,4.328e+5
391.246,1.466e+5,,1.466e+5
391.254,1.417e+5,,1.417e+5
391.262,3.652e+5,,3.652e+5
391.270,1.043e+6,,1.043e+6
391.278,2.781e+6,,2.781e+6
391.287,7.595e+6,,7.595e+6
391.295,1.698e+7,,1.698e+7
391.303,3.490e+7,,3.490e+7
391.311,6.601e+7,,6.601e+7
391.319,1.148e+8,,1.148e+8
391.327,1.837e+8,,1.837e+8
391.335,2.704e+8,,2.704e+8
391.343,3.661e+8,,3.661e+8
391.352,4.658e+8,,4.658e+8
391.360,5.280e+8,,5.280e+8
391.368,5.506e+8,,5.506e+8
391.376,5.280e+8,,5.280e+8
391.384,4.658e+8,,4.658e+8
391.392,3.780e+8,,3.780e+8
391.400,2.821e+8,,2.821e+8
391.409,1.837e+8,,1.837e+8
391.417,1.148e+8,,1.148e+8
391.425,6.601e+7,,6.601e+7
391.433,3.490e+7,,3.490e+7
391.441,1.698e+7,,1.698e+7
391.449,7.596e+6,,7.596e+6
391.457,3.132e+6,,3.132e+6
391.465,1.210e+6,,1.210e+6
391.474,4.752e+5,,4.752e+5
391.482,5.040e+5,,5.040e+5
391.490,1.238e+6,,1.238e+6
391.498,3.428e+6,,3.428e+6
391.506,8.931e+6,,8.931e+6
391.514,2.145e+7,,2.145e+7
391.522,4.740e+7,,4.740e+7
391.530,9.637e+7,,9.637e+7
391.539,1.938e+8,,1.938e+8
391.547,3.299e+8,,3.299e+8
391.555,5.167e+8,,5.167e+8
391.563,7.444e+8,,7.444e+8
391.571,9.866e+8,,9.866e+8
391.579,1.203e+9,,1.203e+9
391.587,1.349e+9,,1.349e+9
391.595,1.392e+9,,1.392e+9
391.604,1.305e+9,,1.305e+9
391.612,1.128e+9,,1.128e+9
391.620,8.965e+8,,8.965e+8
391.628,6.555e+8,,6.555e+8
391.636,4.410e+8,,4.410e+8
391.644,2.729e+8,,2.729e+8
391.652,1.553e+8,,1.553e+8
391.661,7.458e+7,,7.458e+7
391.669,3.556e+7,,3.556e+7
391.677,1.559e+7,,1.559e+7
391.685,6.291e+6,,6.291e+6
391.693,2.335e+6,,2.335e+6
391.701,7.970e+5,,7.970e+5
391.709,2.503e+5,,2.503e+5
391.717,7.232e+4,,7.232e+4
391.726,1.619e+4,,1.619e+4
391.734,3.918e+3,,3.918e+3
391.742,8.720e+2,,8.720e+2
391.750,1.785e+2,,1.785e+2
391.758,3.363e+1,,3.363e+1
391.766,5.827e+0,,5.827e+0
391.774,9.289e-1,,9.289e-1
391.782,1.374e-1,,1.374e-1
391.791,2.632e-2,,2.632e-2
391.799,8.835e-2,,8.835e-2
391.807,5.705e-1,,5.705e-1
391.815,3.455e+0,,3.455e+0
391.823,1.926e+1,,1.926e+1
391.831,9.878e+1,,9.878e+1
391.839,4.661e+2,,4.661e+2
391.847,2.024e+3,,2.024e+3
391.856,9.556e+3,,9.556e+3
391.864,3.476e+4,,3.476e+4
391.872,1.163e+5,,1.163e+5
391.880,3.582e+5,,3.582e+5
391.888,1.015e+6,,1.015e+6
391.896,2.645e+6,,2.645e+6
391.904,6.342e+6,,6.342e+6
391.913,1.536e+7,,1.536e+7
391.921,3.086e+7,,3.086e+7
391.929,5.704e+7,,5.704e+7
391.937,9.701e+7,,9.701e+7
391.945,1.518e+8,,1.518e+8
391.953,2.186e+8,,2.186e+8
391.961,2.896e+8,,2.896e+8
391.969,3.530e+8,,3.530e+8
391.978,3.998e+8,,3.998e+8
391.986,4.098e+8,,4.098e+8
391.994,3.900e+8,,3.900e+8
392.002,3.509e+8,,3.509e+8
392.010,3.142e+8,,3.142e+8
392.018,3.125e+8,,3.125e+8
392.026,3.888e+8,,3.888e+8
392.034,5.954e+8,,5.954e+8
392.043,1.052e+9,,1.052e+9
392.051,1.704e+9,,1.704e+9
392.059,2.587e+9,,2.587e+9
392.067,3.638e+9,,3.638e+9
392.075,4.714e+9,,4.714e+9
392.083,5.625e+9,,5.625e+9
392.091,6.177e+9,,6.177e+9
392.099,6.242e+9,,6.242e+9
392.108,5.717e+9,,5.717e+9
392.116,4.840e+9,,4.840e+9
392.124,3.770e+9,,3.770e+9
392.132,2.702e+9,,2.702e+9
392.140,1.782e+9,,1.782e+9
392.148,1.081e+9,,1.081e+9
392.156,6.038e+8,,6.038e+8
392.165,2.837e+8,,2.837e+8
392.173,1.327e+8,,1.327e+8
392.181,5.713e+7,,5.713e+7
392.189,2.263e+7,,2.263e+7
392.197,8.245e+6,,8.245e+6
392.205,2.764e+6,,2.764e+6
392.213,8.528e+5,,8.528e+5
392.221,2.421e+5,,2.421e+5
392.230,5.315e+4,,5.315e+4
392.238,1.264e+4,,1.264e+4
392.246,2.766e+3,,2.766e+3
392.254,5.569e+2,,5.569e+2
392.262,1.032e+2,,1.032e+2
392.270,1.759e+1,,1.759e+1
392.278,2.759e+0,,2.759e+0
392.286,3.981e-1,,3.981e-1
392.295,4.084e-2,,4.084e-2
392.303,4.938e-3,,4.938e-3
392.311,5.493e-4,,5.493e-4
392.319,5.623e-5,,5.623e-5
392.327,5.297e-6,,5.297e-6
392.335,4.590e-7,,4.590e-7
392.473,2.936e-7,,2.936e-7
392.482,4.429e-6,,4.429e-6
392.490,4.524e-5,,4.524e-5
392.498,4.254e-4,,4.254e-4
392.506,3.681e-3,,3.681e-3
392.514,2.932e-2,,2.932e-2
392.522,2.149e-1,,2.149e-1
392.530,1.450e+0,,1.450e+0
392.538,9.000e+0,,9.000e+0
392.547,6.357e+1,,6.357e+1
392.555,3.309e+2,,3.309e+2
392.563,1.585e+3,,1.585e+3
392.571,6.988e+3,,6.988e+3
392.579,2.835e+4,,2.835e+4
392.587,1.059e+5,,1.059e+5
392.595,3.639e+5,,3.639e+5
392.603,1.151e+6,,1.151e+6
392.612,3.808e+6,,3.808e+6
392.620,1.010e+7,,1.010e+7
392.628,2.465e+7,,2.465e+7
392.636,5.536e+7,,5.536e+7
392.644,1.144e+8,,1.144e+8
392.652,2.177e+8,,2.177e+8
392.660,3.813e+8,,3.813e+8
392.669,6.484e+8,,6.484e+8
392.677,9.519e+8,,9.519e+8
392.685,1.286e+9,,1.286e+9
392.693,1.599e+9,,1.599e+9
392.701,1.830e+9,,1.830e+9
392.709,1.927e+9,,1.927e+9
392.717,1.868e+9,,1.868e+9
392.725,1.667e+9,,1.667e+9
392.734,1.328e+9,,1.328e+9
392.742,9.929e+8,,9.929e+8
392.750,6.834e+8,,6.834e+8
392.758,4.329e+8,,4.329e+8
392.766,2.524e+8,,2.524e+8
392.774,1.355e+8,,1.355e+8
392.782,6.690e+7,,6.690e+7
392.790,3.041e+7,,3.041e+7
392.799,1.134e+7,,1.134e+7
392.807,4.321e+6,,4.321e+6
392.815,1.515e+6,,1.515e+6
392.823,4.891e+5,,4.891e+5
392.831,1.453e+5,,1.453e+5
392.839,3.972e+4,,3.972e+4
392.847,9.995e+3,,9.995e+3
392.855,2.315e+3,,2.315e+3
392.864,4.043e+2,,4.043e+2
392.872,7.849e+1,,7.849e+1
392.880,1.402e+1,,1.402e+1
392.888,2.306e+0,,2.306e+0
392.896,3.490e-1,,3.490e-1
392.904,4.861e-2,,4.861e-2
392.912,6.232e-3,,6.232e-3
392.921,5.596e-4,,5.596e-4
392.929,6.014e-5,,6.014e-5
392.937,5.948e-6,,5.948e-6
392.945,5.415e-7,,5.415e-7
393.238,6.753e-8,,6.753e-8
393.246,7.983e-7,,7.983e-7
393.254,8.687e-6,,8.687e-6
393.262,8.704e-5,,8.704e-5
393.270,8.029e-4,,8.029e-4
393.278,6.818e-3,,6.818e-3
393.286,5.331e-2,,5.331e-2
393.294,3.837e-1,,3.837e-1
393.303,3.202e+0,,3.202e+0
393.311,1.934e+1,,1.934e+1
393.319,1.075e+2,,1.075e+2
393.327,5.501e+2,,5.501e+2
393.335,2.592e+3,,2.592e+3
393.343,1.125e+4,,1.125e+4
393.351,4.491e+4,,4.491e+4
393.359,1.651e+5,,1.651e+5
393.368,6.473e+5,,6.473e+5
393.376,1.997e+6,,1.997e+6
393.384,5.670e+6,,5.670e+6
393.392,1.483e+7,,1.483e+7
393.400,3.569e+7,,3.569e+7
393.408,7.908e+7,,7.908e+7
393.416,1.613e+8,,1.613e+8
393.425,3.260e+8,,3.260e+8
393.433,5.579e+8,,5.579e+8
393.441,8.791e+8,,8.791e+8
393.449,1.275e+9,,1.275e+9
393.457,1.703e+9,,1.703e+9
393.465,2.094e+9,,2.094e+9
393.473,2.371e+9,,2.371e+9
393.481,2.471e+9,,2.471e+9
393.490,2.345e+9,,2.345e+9
393.498,2.050e+9,,2.050e+9
393.506,1.650e+9,,1.650e+9
393.514,1.223e+9,,1.223e+9
393.522,8.343e+8,,8.343e+8
393.530,5.241e+8,,5.241e+8
393.538,3.030e+8,,3.030e+8
393.546,1.613e+8,,1.613e+8
393.555,7.192e+7,,7.192e+7
393.563,3.212e+7,,3.212e+7
393.571,1.321e+7,,1.321e+7
393.579,4.999e+6,,4.999e+6
393.587,1.742e+6,,1.742e+6
393.595,5.591e+5,,5.591e+5
393.603,1.651e+5,,1.651e+5
393.611,4.491e+4,,4.491e+4
393.620,9.403e+3,,9.403e+3
393.628,2.145e+3,,2.145e+3
393.636,4.506e+2,,4.506e+2
393.644,8.714e+1,,8.714e+1
393.652,1.551e+1,,1.551e+1
393.660,2.543e+0,,2.543e+0
393.668,3.837e-1,,3.837e-1
393.677,4.141e-2,,4.141e-2
393.685,5.242e-3,,5.242e-3
393.693,6.109e-4,,6.109e-4
393.701,6.555e-5,,6.555e-5
393.709,6.475e-6,,6.475e-6
393.717,5.889e-7,,5.889e-7
393.912,8.652e-7,,8.652e-7
393.920,9.733e-6,,9.733e-6
393.929,1.343e-4,,1.343e-4
393.937,1.268e-3,,1.268e-3
393.945,1.102e-2,,1.102e-2
393.953,8.828e-2,,8.828e-2
393.961,6.510e-1,,6.510e-1
393.969,4.421e+0,,4.421e+0
393.977,2.765e+1,,2.765e+1
393.985,1.592e+2,,1.592e+2
393.994,1.034e+3,,1.034e+3
394.002,5.001e+3,,5.001e+3
394.010,2.226e+4,,2.226e+4
394.018,9.128e+4,,9.128e+4
394.026,3.446e+5,,3.446e+5
394.034,1.198e+6,,1.198e+6
394.042,3.837e+6,,3.837e+6
394.050,1.131e+7,,1.131e+7
394.059,3.461e+7,,3.461e+7
394.067,8.567e+7,,8.567e+7
394.075,1.953e+8,,1.953e+8
394.083,4.099e+8,,4.099e+8
394.091,7.924e+8,,7.924e+8
394.099,1.411e+9,,1.411e+9
394.107,2.313e+9,,2.313e+9
394.115,3.492e+9,,3.492e+9
394.124,5.030e+9,,5.030e+9
394.132,6.374e+9,,6.374e+9
394.140,7.439e+9,,7.439e+9
394.148,7.995e+9,,7.995e+9
394.156,7.913e+9,,7.913e+9
394.164,7.212e+9,,7.212e+9
394.172,6.054e+9,,6.054e+9
394.180,4.680e+9,,4.680e+9
394.189,3.174e+9,,3.174e+9
394.197,2.060e+9,,2.060e+9
394.205,1.231e+9,,1.231e+9
394.213,6.772e+8,,6.772e+8
394.221,3.432e+8,,3.432e+8
394.229,1.602e+8,,1.602e+8
394.237,6.883e+7,,6.883e+7
394.246,2.412e+7,,2.412e+7
394.254,8.701e+6,,8.701e+6
394.262,2.891e+6,,2.891e+6
394.270,8.843e+5,,8.843e+5
394.278,2.492e+5,,2.492e+5
394.286,6.464e+4,,6.464e+4
394.294,1.545e+4,,1.545e+4
394.302,3.399e+3,,3.399e+3
394.311,5.608e+2,,5.608e+2
394.319,1.036e+2,,1.036e+2
394.327,1.762e+1,,1.762e+1
394.335,2.760e+0,,2.760e+0
394.343,3.981e-1,,3.981e-1
394.351,5.288e-2,,5.288e-2
394.359,6.469e-3,,6.469e-3
394.367,7.288e-4,,7.288e-4
394.376,5.664e-5,,5.664e-5
394.384,5.356e-6,,5.356e-6
394.392,4.664e-7,,4.664e-7
394.871,3.061e-7,,3.061e-7
394.880,4.788e-6,,4.788e-6
394.888,5.057e-5,,5.057e-5
394.896,4.921e-4,,4.921e-4
394.904,4.411e-3,,4.411e-3
394.912,3.643e-2,,3.643e-2
394.920,2.772e-1,,2.772e-1
394.928,1.943e+0,,1.943e+0
394.936,1.255e+1,,1.255e+1
394.945,9.275e+1,,9.275e+1
394.953,5.032e+2,,5.032e+2
394.961,2.515e+3,,2.515e+3
394.969,1.158e+4,,1.158e+4
394.977,4.913e+4,,4.913e+4
394.985,1.920e+5,,1.920e+5
394.993,6.913e+5,,6.913e+5
395.002,2.649e+6,,2.649e+6
395.010,8.012e+6,,8.012e+6
395.018,2.233e+7,,2.233e+7
395.026,5.733e+7,,5.733e+7
395.034,1.356e+8,,1.356e+8
395.042,2.955e+8,,2.955e+8
395.050,5.932e+8,,5.932e+8
395.058,1.097e+9,,1.097e+9
395.067,1.987e+9,,1.987e+9
395.075,3.087e+9,,3.087e+9
395.083,4.419e+9,,4.419e+9
395.091,5.828e+9,,5.828e+9
395.099,7.081e+9,,7.081e+9
395.107,7.926e+9,,7.926e+9
395.115,8.176e+9,,8.176e+9
395.123,7.774e+9,,7.774e+9
395.132,6.673e+9,,6.673e+9
395.140,5.370e+9,,5.370e+9
395.148,4.042e+9,,4.042e+9
395.156,2.924e+9,,2.924e+9
395.164,2.165e+9,,2.165e+9
395.172,1.819e+9,,1.819e+9
395.180,1.855e+9,,1.855e+9
395.188,2.183e+9,,2.183e+9
395.197,2.735e+9,,2.735e+9
395.205,3.222e+9,,3.222e+9
395.213,3.566e+9,,3.566e+9
395.221,3.682e+9,,3.682e+9
395.229,3.558e+9,,3.558e+9
395.237,3.251e+9,,3.251e+9
395.245,2.864e+9,,2.864e+9
395.254,2.461e+9,,2.461e+9
395.262,2.205e+9,,2.205e+9
395.270,2.055e+9,,2.055e+9
395.278,1.979e+9,,1.979e+9
395.286,1.937e+9,,1.937e+9
395.294,1.901e+9,,1.901e+9
395.302,1.876e+9,,1.876e+9
395.310,1.888e+9,,1.888e+9
395.319,1.975e+9,,1.975e+9
395.327,2.115e+9,,2.115e+9
395.335,2.272e+9,,2.272e+9
395.343,2.381e+9,,2.381e+9
395.351,2.380e+9,,2.380e+9
395.359,2.235e+9,,2.235e+9
395.367,1.954e+9,,1.954e+9
395.375,1.583e+9,,1.583e+9
395.384,1.136e+9,,1.136e+9
395.392,7.770e+8,,7.770e+8
395.400,4.898e+8,,4.898e+8
395.408,2.846e+8,,2.846e+8
395.416,1.524e+8,,1.524e+8
395.424,7.520e+7,,7.520e+7
395.432,3.419e+7,,3.419e+7
395.440,1.432e+7,,1.432e+7
395.449,4.879e+6,,4.879e+6
395.457,1.717e+6,,1.717e+6
395.465,5.570e+5,,5.570e+5
395.473,1.664e+5,,1.664e+5
395.481,4.583e+4,,4.583e+4
395.489,1.162e+4,,1.162e+4
395.497,2.717e+3,,2.717e+3
395.506,4.802e+2,,4.802e+2
395.514,9.430e+1,,9.430e+1
395.522,1.706e+1,,1.706e+1
395.530,2.845e+0,,2.845e+0
395.538,4.371e-1,,4.371e-1
395.546,6.186e-2,,6.186e-2
395.554,8.067e-3,,8.067e-3
395.562,9.698e-4,,9.698e-4
395.571,8.787e-5,,8.787e-5
395.579,7.547e-5,,7.547e-5
395.587,6.117e-4,,6.117e-4
395.595,5.113e-3,,5.113e-3
395.603,3.942e-2,,3.942e-2
395.611,2.802e-1,,2.802e-1
395.619,1.835e+0,,1.835e+0
395.627,1.107e+1,,1.107e+1
395.636,7.587e+1,,7.587e+1
395.644,3.849e+2,,3.849e+2
395.652,1.799e+3,,1.799e+3
395.660,7.752e+3,,7.752e+3
395.668,3.078e+4,,3.078e+4
395.676,1.126e+5,,1.126e+5
395.684,3.796e+5,,3.796e+5
395.692,1.180e+6,,1.180e+6
395.701,3.830e+6,,3.830e+6
395.709,1.000e+7,,1.000e+7
395.717,2.408e+7,,2.408e+7
395.725,5.341e+7,,5.341e+7
395.733,1.092e+8,,1.092e+8
395.741,2.056e+8,,2.056e+8
395.749,3.570e+8,,3.570e+8
395.758,6.021e+8,,6.021e+8
395.766,8.786e+8,,8.786e+8
395.774,1.181e+9,,1.181e+9
395.782,1.464e+9,,1.464e+9
395.790,1.672e+9,,1.672e+9
395.798,1.760e+9,,1.760e+9
395.806,1.706e+9,,1.706e+9
395.814,1.525e+9,,1.525e+9
395.823,1.219e+9,,1.219e+9
395.831,9.158e+8,,9.158e+8
395.839,6.340e+8,,6.340e+8
395.847,4.045e+8,,4.045e+8
395.855,2.378e+8,,2.378e+8
395.863,1.289e+8,,1.289e+8
395.871,6.435e+7,,6.435e+7
395.879,2.961e+7,,2.961e+7
395.888,1.121e+7,,1.121e+7
395.896,4.338e+6,,4.338e+6
395.904,1.546e+6,,1.546e+6
395.912,5.079e+5,,5.079e+5
395.920,1.537e+5,,1.537e+5
395.928,4.289e+4,,4.289e+4
395.936,1.103e+4,,1.103e+4
395.944,2.612e+3,,2.612e+3
395.953,4.688e+2,,4.688e+2
395.961,9.336e+1,,9.336e+1
395.969,1.713e+1,,1.713e+1
395.977,2.898e+0,,2.898e+0
395.985,4.516e-1,,4.516e-1
395.993,6.487e-2,,6.487e-2
396.001,8.678e-3,,8.678e-3
396.010,1.887e-3,,1.887e-3
396.018,8.958e-3,,8.958e-3
396.026,6.673e-2,,6.673e-2
396.034,4.626e-1,,4.626e-1
396.042,2.957e+0,,2.957e+0
396.050,1.742e+1,,1.742e+1
396.058,9.456e+1,,9.456e+1
396.066,4.732e+2,,4.732e+2
396.075,2.627e+3,,2.627e+3
396.083,1.106e+4,,1.106e+4
396.091,4.288e+4,,4.288e+4
396.099,1.533e+5,,1.533e+5
396.107,5.051e+5,,5.051e+5
396.115,1.534e+6,,1.534e+6
396.123,4.294e+6,,4.294e+6
396.131,1.108e+7,,1.108e+7
396.140,2.919e+7,,2.919e+7
396.148,6.334e+7,,6.334e+7
396.156,1.267e+8,,1.267e+8
396.164,2.335e+8,,2.335e+8
396.172,3.967e+8,,3.967e+8
396.180,6.213e+8,,6.213e+8
396.188,8.971e+8,,8.971e+8
396.196,1.195e+9,,1.195e+9
396.205,1.500e+9,,1.500e+9
396.213,1.691e+9,,1.691e+9
396.221,1.780e+9,,1.780e+9
396.229,1.778e+9,,1.778e+9
396.237,1.745e+9,,1.745e+9
396.245,1.789e+9,,1.789e+9
396.253,2.040e+9,,2.040e+9
396.262,2.713e+9,,2.713e+9
396.270,3.721e+9,,3.721e+9
396.278,5.067e+9,,5.067e+9
396.286,6.579e+9,,6.579e+9
396.294,7.989e+9,,7.989e+9
396.302,9.000e+9,,9.000e+9
396.310,9.377e+9,,9.377e+9
396.318,9.035e+9,,9.035e+9
396.327,7.918e+9,,7.918e+9
396.335,6.547e+9,,6.547e+9
396.343,5.135e+9,,5.135e+9
396.351,3.934e+9,,3.934e+9
396.359,3.081e+9,,3.081e+9
396.367,2.585e+9,,2.585e+9
396.375,2.357e+9,,2.357e+9
396.383,2.261e+9,,2.261e+9
396.392,2.155e+9,,2.155e+9
396.400,1.980e+9,,1.980e+9
396.408,1.708e+9,,1.708e+9
396.416,1.370e+9,,1.370e+9
396.424,1.016e+9,,1.016e+9
396.432,6.963e+8,,6.963e+8
396.440,4.401e+8,,4.401e+8
396.448,2.565e+8,,2.565e+8
396.457,1.268e+8,,1.268e+8
396.465,6.215e+7,,6.215e+7
396.473,2.809e+7,,2.809e+7
396.481,1.170e+7,,1.170e+7
396.489,4.492e+6,,4.492e+6
396.497,1.590e+6,,1.590e+6
396.505,5.187e+5,,5.187e+5
396.514,1.335e+5,,1.335e+5
396.522,3.662e+4,,3.662e+4
396.530,9.261e+3,,9.261e+3
396.538,2.159e+3,,2.159e+3
396.546,4.640e+2,,4.640e+2
396.554,9.190e+1,,9.190e+1
396.562,1.678e+1,,1.678e+1
396.570,2.824e+0,,2.824e+0
396.579,3.451e-1,,3.451e-1
396.587,4.885e-2,,4.885e-2
396.595,6.373e-3,,6.373e-3
396.603,7.665e-4,,7.665e-4
396.611,8.497e-5,,8.497e-5
396.619,8.682e-6,,8.682e-6
396.627,8.178e-7,,8.178e-7
397.083,6.172e-7,,6.172e-7
397.091,6.957e-6,,6.957e-6
397.099,7.231e-5,,7.231e-5
397.107,6.930e-4,,6.930e-4
397.115,6.125e-3,,6.125e-3
397.123,4.991e-2,,4.991e-2
397.131,3.751e-1,,3.751e-1
397.139,2.599e+0,,2.599e+0
397.148,2.082e+1,,2.082e+1
397.156,1.215e+2,,1.215e+2
397.164,6.533e+2,,6.533e+2
397.172,3.240e+3,,3.240e+3
397.180,1.482e+4,,1.482e+4
397.188,6.250e+4,,6.250e+4
397.196,2.431e+5,,2.431e+5
397.204,8.718e+5,,8.718e+5
397.213,3.329e+6,,3.329e+6
397.221,1.005e+7,,1.005e+7
397.229,2.800e+7,,2.800e+7
397.237,7.191e+7,,7.191e+7
397.245,1.704e+8,,1.704e+8
397.253,3.724e+8,,3.724e+8
397.261,7.513e+8,,7.513e+8
397.269,1.399e+9,,1.399e+9
397.278,2.561e+9,,2.561e+9
397.286,4.033e+9,,4.033e+9
397.294,5.878e+9,,5.878e+9
397.302,7.940e+9,,7.940e+9
397.310,9.964e+9,,9.964e+9
397.318,1.165e+10,,1.165e+10
397.326,1.274e+10,,1.274e+10
397.335,1.309e+10,,1.309e+10
397.343,1.263e+10,,1.263e+10
397.351,1.157e+10,,1.157e+10
397.359,1.013e+10,,1.013e+10
397.367,8.475e+9,,8.475e+9
397.375,6.782e+9,,6.782e+9
397.383,5.176e+9,,5.176e+9
397.391,3.749e+9,,3.749e+9
397.400,2.435e+9,,2.435e+9
397.408,1.552e+9,,1.552e+9
397.416,9.239e+8,,9.239e+8
397.424,5.122e+8,,5.122e+8
397.432,2.637e+8,,2.637e+8
397.440,1.258e+8,,1.258e+8
397.448,5.550e+7,,5.550e+7
397.456,2.264e+7,,2.264e+7
397.465,7.507e+6,,7.507e+6
397.473,2.585e+6,,2.585e+6
397.481,8.212e+5,,8.212e+5
397.489,2.407e+5,,2.407e+5
397.497,6.509e+4,,6.509e+4
397.505,1.624e+4,,1.624e+4
397.513,3.775e+3,,3.775e+3
397.521,1.011e+3,,1.011e+3
397.530,1.439e+3,,1.439e+3
397.538,5.953e+3,,5.953e+3
397.546,2.470e+4,,2.470e+4
397.554,9.484e+4,,9.484e+4
397.562,3.359e+5,,3.359e+5
397.570,1.097e+6,,1.097e+6
397.578,3.305e+6,,3.305e+6
397.587,1.037e+7,,1.037e+7
397.595,2.631e+7,,2.631e+7
397.603,6.155e+7,,6.155e+7
397.611,1.328e+8,,1.328e+8
397.619,2.642e+8,,2.642e+8
397.627,4.848e+8,,4.848e+8
397.635,8.204e+8,,8.204e+8
397.643,1.280e+9,,1.280e+9
397.652,1.918e+9,,1.918e+9
397.660,2.520e+9,,2.520e+9
397.668,3.054e+9,,3.054e+9
397.676,3.414e+9,,3.414e+9
397.684,3.519e+9,,3.519e+9
397.692,3.346e+9,,3.346e+9
397.700,2.933e+9,,2.933e+9
397.708,2.372e+9,,2.372e+9
397.717,1.695e+9,,1.695e+9
397.725,1.154e+9,,1.154e+9
397.733,7.248e+8,,7.248e+8
397.741,4.197e+8,,4.197e+8
397.749,2.241e+8,,2.241e+8
397.757,1.104e+8,,1.104e+8
397.765,5.015e+7,,5.015e+7
397.773,2.101e+7,,2.101e+7
397.782,7.166e+6,,7.166e+6
397.790,2.528e+6,,2.528e+6
397.798,8.251e+5,,8.251e+5
397.806,2.587e+5,,2.587e+5
397.814,1.160e+5,,1.160e+5
397.822,1.930e+5,,1.930e+5
397.830,6.004e+5,,6.004e+5
397.839,2.142e+6,,2.142e+6
397.847,6.125e+6,,6.125e+6
397.855,1.616e+7,,1.616e+7
397.863,3.931e+7,,3.931e+7
397.871,8.821e+7,,8.821e+7
397.879,1.826e+8,,1.826e+8
397.887,3.485e+8,,3.485e+8
397.895,6.137e+8,,6.137e+8
397.904,1.053e+9,,1.053e+9
397.912,1.562e+9,,1.562e+9
397.920,2.136e+9,,2.136e+9
