Wavelength (nm),Sum(calc),Si I (1.1e-1),Si II (8.9e-1),Si III (7.3e-4)
318.781,2.470e-15,2.034e-9,4.740e-11,2.470e-15
318.786,4.133e-16,2.035e-9,4.740e-11,4.133e-16
318.791,6.581e-17,2.035e-9,4.740e-11,6.581e-17
318.796,9.976e-18,2.035e-9,4.741e-11,9.976e-18
318.801,1.440e-18,2.035e-9,4.741e-11,1.440e-18
319.445,2.234e-19,2.059e-9,4.762e-11,2.234e-19
319.450,1.636e-18,2.059e-9,4.762e-11,1.636e-18
319.455,1.131e-17,2.059e-9,4.762e-11,1.131e-17
319.460,7.443e-17,2.059e-9,4.763e-11,7.443e-17
319.465,4.666e-16,2.059e-9,4.763e-11,4.666e-16
319.470,2.785e-15,2.060e-9,4.763e-11,2.785e-15
319.475,1.583e-14,2.060e-9,4.763e-11,1.583e-14
319.480,8.571e-14,2.060e-9,4.763e-11,8.571e-14
319.485,4.418e-13,2.060e-9,4.763e-11,4.418e-13
319.490,2.169e-12,2.060e-9,4.764e-11,2.169e-12
319.495,1.014e-11,2.060e-9,4.764e-11,1.014e-11
319.500,4.513e-11,2.061e-9,4.764e-11,4.513e-11
319.505,1.913e-10,2.061e-9,4.764e-11,1.913e-10
319.510,7.722e-10,2.061e-9,4.764e-11,7.722e-10
319.515,2.969e-9,2.061e-9,4.764e-11,2.969e-9
319.520,1.087e-8,2.061e-9,4.765e-11,1.087e-8
319.525,3.788e-8,2.062e-9,4.765e-11,3.788e-8
319.530,1.258e-7,2.062e-9,4.765e-11,1.258e-7
319.535,3.975e-7,2.062e-9,4.765e-11,3.975e-7
319.540,1.197e-6,2.062e-9,4.765e-11,1.197e-6
319.545,3.431e-6,2.062e-9,4.765e-11,3.431e-6
319.550,9.366e-6,2.062e-9,4.766e-11,9.366e-6
319.555,2.435e-5,2.063e-9,4.766e-11,2.435e-5
319.560,6.028e-5,2.063e-9,4.766e-11,6.028e-5
319.565,1.421e-4,2.063e-9,4.766e-11,1.421e-4
319.570,3.191e-4,2.063e-9,4.766e-11,3.191e-4
319.575,6.823e-4,2.063e-9,4.766e-11,6.823e-4
319.580,1.389e-3,2.064e-9,4.767e-11,1.389e-3
319.585,2.694e-3,2.064e-9,4.767e-11,2.694e-3
319.590,4.975e-3,2.064e-9,4.767e-11,4.975e-3
319.595,8.749e-3,2.064e-9,4.767e-11,8.749e-3
319.600,1.465e-2,2.064e-9,4.767e-11,1.465e-2
319.605,2.337e-2,2.064e-9,4.767e-11,2.337e-2
319.610,3.549e-2,2.065e-9,4.768e-11,3.549e-2
319.615,5.134e-2,2.065e-9,4.768e-11,5.134e-2
319.620,7.072e-2,2.065e-9,4.768e-11,7.072e-2
319.625,9.278e-2,2.065e-9,4.768e-11,9.278e-2
319.630,1.159e-1,2.065e-9,4.768e-11,1.159e-1
319.635,1.379e-1,2.066e-9,4.768e-11,1.379e-1
319.640,1.563e-1,2.066e-9,4.769e-11,1.563e-1
319.645,1.687e-1,2.066e-9,4.769e-11,1.687e-1
319.650,1.733e-1,2.066e-9,4.769e-11,1.733e-1
319.655,1.697e-1,2.066e-9,4.769e-11,1.697e-1
319.660,1.582e-1,2.066e-9,4.769e-11,1.582e-1
319.665,1.404e-1,2.067e-9,4.769e-11,1.404e-1
319.669,1.233e-1,2.067e-9,4.770e-11,1.233e-1
319.674,1.002e-1,2.067e-9,4.770e-11,1.002e-1
319.679,7.764e-2,2.067e-9,4.770e-11,7.764e-2
319.684,5.727e-2,2.067e-9,4.770e-11,5.727e-2
319.689,4.023e-2,2.068e-9,4.770e-11,4.023e-2
319.694,2.692e-2,2.068e-9,4.770e-11,2.692e-2
319.699,1.716e-2,2.068e-9,4.771e-11,1.716e-2
319.704,1.041e-2,2.068e-9,4.771e-11,1.041e-2
319.709,6.020e-3,2.068e-9,4.771e-11,6.020e-3
319.714,3.315e-3,2.068e-9,4.771e-11,3.315e-3
319.719,1.739e-3,2.069e-9,4.771e-11,1.739e-3
319.724,8.685e-4,2.069e-9,4.771e-11,8.685e-4
319.729,4.132e-4,2.069e-9,4.772e-11,4.132e-4
319.734,1.873e-4,2.069e-9,4.772e-11,1.873e-4
319.739,8.083e-5,2.069e-9,4.772e-11,8.083e-5
319.744,3.323e-5,2.070e-9,4.772e-11,3.323e-5
319.749,1.302e-5,2.070e-9,4.772e-11,1.302e-5
319.754,4.856e-6,2.070e-9,4.772e-11,4.856e-6
319.759,1.725e-6,2.070e-9,4.773e-11,1.725e-6
319.764,5.840e-7,2.070e-9,4.773e-11,5.840e-7
319.769,1.883e-7,2.070e-9,4.773e-11,1.883e-7
319.774,5.783e-8,2.071e-9,4.773e-11,5.783e-8
319.779,1.692e-8,2.071e-9,4.773e-11,1.692e-8
319.784,4.715e-9,2.071e-9,4.773e-11,4.715e-9
319.789,1.252e-9,2.071e-9,4.774e-11,1.252e-9
319.794,3.166e-10,2.071e-9,4.774e-11,3.166e-10
319.799,7.628e-11,2.072e-9,4.774e-11,7.628e-11
319.804,1.751e-11,2.072e-9,4.774e-11,1.751e-11
319.809,3.828e-12,2.072e-9,4.774e-11,3.828e-12
319.814,7.973e-13,2.072e-9,4.774e-11,7.973e-13
319.819,1.582e-13,2.072e-9,4.775e-11,1.582e-13
319.824,2.991e-14,2.072e-9,4.775e-11,2.991e-14
319.829,5.386e-15,2.073e-9,4.775e-11,5.386e-15
319.834,9.242e-16,2.073e-9,4.775e-11,9.242e-16
319.839,1.511e-16,2.073e-9,4.775e-11,1.511e-16
319.844,2.353e-17,2.073e-9,4.775e-11,2.353e-17
319.849,3.491e-18,2.073e-9,4.776e-11,3.491e-18
319.854,1.601e-19,2.074e-9,4.776e-11,1.601e-19
320.184,4.787e-11,2.086e-9,4.787e-11,1.477e-19
320.189,3.375e-10,2.086e-9,3.375e-10,1.475e-19
320.194,2.267e-9,2.086e-9,2.267e-9,1.473e-19
320.199,1.450e-8,2.086e-9,1.450e-8,1.471e-19
320.204,8.837e-8,2.086e-9,8.837e-8,1.469e-19
320.209,5.128e-7,2.087e-9,5.128e-7,1.467e-19
320.214,2.835e-6,2.087e-9,2.835e-6,1.466e-19
320.219,1.492e-5,2.087e-9,1.492e-5,1.464e-19
320.224,7.483e-5,2.087e-9,7.483e-5,1.462e-19
320.229,3.574e-4,2.087e-9,3.574e-4,1.460e-19
320.234,1.626e-3,2.087e-9,1.626e-3,1.458e-19
320.239,7.044e-3,2.088e-9,7.044e-3,1.456e-19
320.244,2.907e-2,2.088e-9,2.907e-2,1.454e-19
320.249,1.143e-1,2.088e-9,1.143e-1,1.452e-19
320.254,4.277e-1,2.088e-9,4.277e-1,1.450e-19
320.259,1.525e+0,2.088e-9,1.525e+0,1.449e-19
320.264,5.179e+0,2.089e-9,5.179e+0,1.447e-19
320.269,1.675e+1,2.089e-9,1.675e+1,1.445e-19
320.274,5.161e+1,2.089e-9,5.161e+1,1.443e-19
320.279,1.515e+2,2.089e-9,1.515e+2,1.441e-19
320.284,4.233e+2,2.089e-9,4.233e+2,1.439e-19
320.289,1.127e+3,2.089e-9,1.127e+3,1.437e-19
320.294,2.857e+3,2.090e-9,2.857e+3,1.435e-19
320.299,6.899e+3,2.090e-9,6.899e+3,1.434e-19
320.304,1.587e+4,2.090e-9,1.587e+4,1.432e-19
320.309,3.476e+4,2.090e-9,3.476e+4,1.430e-19
320.314,7.254e+4,2.090e-9,7.254e+4,1.428e-19
320.319,1.442e+5,2.091e-9,1.442e+5,1.426e-19
320.324,2.729e+5,2.091e-9,2.729e+5,1.424e-19
320.329,4.920e+5,2.091e-9,4.920e+5,1.422e-19
320.334,8.448e+5,2.091e-9,8.448e+5,1.420e-19
320.339,1.382e+6,2.091e-9,1.382e+6,1.418e-19
320.344,2.152e+6,2.091e-9,2.152e+6,1.417e-19
320.349,3.193e+6,2.092e-9,3.193e+6,1.415e-19
320.354,4.513e+6,2.092e-9,4.513e+6,1.413e-19
320.359,6.074e+6,2.092e-9,6.074e+6,1.411e-19
320.364,7.787e+6,2.092e-9,7.787e+6,1.409e-19
320.369,9.509e+6,2.092e-9,9.509e+6,1.407e-19
320.374,1.106e+7,2.093e-9,1.106e+7,1.405e-19
320.379,1.225e+7,2.093e-9,1.225e+7,1.403e-19
320.384,1.292e+7,2.093e-9,1.292e+7,1.401e-19
320.388,1.303e+7,2.093e-9,1.303e+7,1.400e-19
320.393,1.259e+7,2.093e-9,1.259e+7,1.398e-19
320.398,1.159e+7,2.093e-9,1.159e+7,1.396e-19
320.403,1.016e+7,2.094e-9,1.016e+7,1.394e-19
320.408,8.484e+6,2.094e-9,8.484e+6,1.392e-19
320.413,6.748e+6,2.094e-9,6.748e+6,1.390e-19
320.418,5.112e+6,2.094e-9,5.112e+6,1.389e-19
320.423,3.689e+6,2.094e-9,3.689e+6,1.387e-19
320.428,2.535e+6,2.095e-9,2.535e+6,1.385e-19
320.433,1.659e+6,2.095e-9,1.659e+6,1.383e-19
320.438,1.035e+6,2.095e-9,1.035e+6,1.381e-19
320.443,6.143e+5,2.095e-9,6.143e+5,1.379e-19
320.448,3.474e+5,2.095e-9,3.474e+5,1.377e-19
320.453,1.872e+5,2.095e-9,1.872e+5,1.375e-19
320.458,9.603e+4,2.096e-9,9.603e+4,1.373e-19
320.463,4.693e+4,2.096e-9,4.693e+4,1.372e-19
320.468,2.184e+4,2.096e-9,2.184e+4,1.370e-19
320.473,9.683e+3,2.096e-9,9.683e+3,1.368e-19
320.478,4.089e+3,2.096e-9,4.089e+3,1.366e-19
320.483,1.644e+3,2.097e-9,1.644e+3,1.364e-19
320.488,6.299e+2,2.097e-9,6.299e+2,1.362e-19
320.493,2.298e+2,2.097e-9,2.298e+2,1.360e-19
320.498,7.985e+1,2.097e-9,7.985e+1,1.358e-19
320.503,2.643e+1,2.097e-9,2.643e+1,1.357e-19
320.508,8.332e+0,2.097e-9,8.332e+0,1.355e-19
320.513,2.502e+0,2.098e-9,2.502e+0,1.353e-19
320.518,7.154e-1,2.098e-9,7.154e-1,1.351e-19
320.523,1.949e-1,2.098e-9,1.949e-1,1.349e-19
320.528,5.055e-2,2.098e-9,5.055e-2,1.347e-19
320.533,1.249e-2,2.098e-9,1.249e-2,1.345e-19
320.538,2.940e-3,2.099e-9,2.940e-3,1.343e-19
320.543,6.590e-4,2.099e-9,6.590e-4,1.341e-19
320.548,1.407e-4,2.099e-9,1.407e-4,1.340e-19
320.553,2.861e-5,2.099e-9,2.861e-5,1.338e-19
320.558,5.541e-6,2.099e-9,5.541e-6,1.336e-19
320.563,1.022e-6,2.099e-9,1.022e-6,1.334e-19
320.568,1.796e-7,2.100e-9,1.796e-7,1.332e-19
320.573,3.006e-8,2.100e-9,3.006e-8,1.330e-19
320.578,4.791e-9,2.100e-9,4.791e-9,1.328e-19
320.583,7.273e-10,2.100e-9,7.273e-10,1.326e-19
320.588,1.052e-10,2.100e-9,1.052e-10,1.324e-19
320.593,1.448e-11,2.101e-9,1.448e-11,1.323e-19
320.798,4.827e-11,2.108e-9,4.827e-11,1.245e-19
320.803,3.447e-10,2.108e-9,3.447e-10,1.243e-19
320.808,2.345e-9,2.108e-9,2.345e-9,1.241e-19
320.813,1.520e-8,2.109e-9,1.520e-8,1.240e-19
320.818,9.383e-8,2.109e-9,9.383e-8,1.238e-19
320.823,5.519e-7,2.109e-9,5.519e-7,1.236e-19
320.828,3.092e-6,2.109e-9,3.092e-6,1.234e-19
320.833,1.650e-5,2.109e-9,1.650e-5,1.232e-19
320.838,8.392e-5,2.110e-9,8.392e-5,1.230e-19
320.843,4.065e-4,2.110e-9,4.065e-4,1.228e-19
320.848,1.876e-3,2.110e-9,1.876e-3,1.226e-19
320.853,8.246e-3,2.110e-9,8.246e-3,9.004e-19
320.858,3.453e-2,2.110e-9,3.453e-2,6.319e-18
320.863,1.378e-1,2.110e-9,1.378e-1,4.212e-17
320.868,5.236e-1,2.111e-9,5.236e-1,2.674e-16
320.873,1.896e+0,2.111e-9,1.896e+0,1.618e-15
320.878,6.539e+0,2.111e-9,6.539e+0,9.322e-15
320.883,2.149e+1,2.111e-9,2.149e+1,5.118e-14
320.888,6.726e+1,2.111e-9,6.726e+1,2.677e-13
320.893,2.006e+2,2.112e-9,2.006e+2,1.334e-12
320.898,5.697e+2,2.112e-9,5.697e+2,6.330e-12
320.903,1.542e+3,2.112e-9,1.542e+3,2.863e-11
320.908,3.975e+3,2.112e-9,3.975e+3,1.233e-10
320.913,9.762e+3,2.112e-9,9.762e+3,5.062e-10
320.918,2.284e+4,2.112e-9,2.284e+4,1.979e-9
320.923,5.090e+4,2.113e-9,5.090e+4,7.372e-9
320.928,1.081e+5,2.113e-9,1.081e+5,2.616e-8
320.933,2.186e+5,2.113e-9,2.186e+5,8.845e-8
320.938,4.213e+5,2.113e-9,4.213e+5,2.849e-7
320.943,7.733e+5,2.113e-9,7.733e+5,8.742e-7
320.948,1.352e+6,2.114e-9,1.352e+6,2.556e-6
320.953,2.253e+6,2.114e-9,2.253e+6,7.118e-6
320.958,3.575e+6,2.114e-9,3.575e+6,1.889e-5
320.963,5.406e+6,2.114e-9,5.406e+6,4.774e-5
320.968,7.786e+6,2.114e-9,7.786e+6,1.150e-4
320.973,1.068e+7,2.114e-9,1.068e+7,2.638e-4
320.978,1.396e+7,2.115e-9,1.396e+7,5.767e-4
320.983,1.739e+7,2.115e-9,1.739e+7,1.201e-3
320.988,2.062e+7,2.115e-9,2.062e+7,2.383e-3
320.993,2.331e+7,2.115e-9,2.331e+7,4.505e-3
320.998,2.509e+7,2.115e-9,2.509e+7,8.114e-3
321.003,2.573e+7,2.116e-9,2.573e+7,1.392e-2
321.008,2.514e+7,2.116e-9,2.514e+7,2.276e-2
321.013,2.340e+7,2.116e-9,2.340e+7,3.546e-2
321.018,2.074e+7,2.116e-9,2.074e+7,5.262e-2
321.023,1.752e+7,2.116e-9,1.752e+7,7.440e-2
321.028,1.410e+7,2.116e-9,1.410e+7,1.002e-1
321.033,1.081e+7,2.117e-9,1.081e+7,1.287e-1
321.038,7.892e+6,2.117e-9,7.892e+6,1.573e-1
321.043,5.490e+6,2.117e-9,5.490e+6,1.833e-1
321.048,3.638e+6,2.117e-9,3.638e+6,2.036e-1
321.053,2.297e+6,2.117e-9,2.297e+6,2.154e-1
321.058,1.382e+6,2.118e-9,1.382e+6,2.171e-1
321.063,7.916e+5,2.118e-9,7.916e+5,2.085e-1
321.068,4.321e+5,2.118e-9,4.321e+5,1.908e-1
321.073,2.247e+5,2.118e-9,2.247e+5,1.664e-1
321.078,1.113e+5,2.118e-9,1.113e+5,1.383e-1
321.083,5.251e+4,2.118e-9,5.251e+4,1.095e-1
321.088,2.361e+4,2.119e-9,2.361e+4,8.263e-2
321.093,1.011e+4,2.119e-9,1.011e+4,5.942e-2
321.098,4.125e+3,2.119e-9,4.125e+3,4.072e-2
321.103,1.603e+3,2.119e-9,1.603e+3,2.659e-2
321.107,7.268e+2,2.119e-9,7.268e+2,1.826e-2
321.112,2.589e+2,2.120e-9,2.589e+2,1.094e-2
321.117,8.784e+1,2.120e-9,8.783e+1,6.241e-3
321.122,2.839e+1,2.120e-9,2.839e+1,3.395e-3
321.127,8.743e+0,2.120e-9,8.741e+0,1.760e-3
321.132,2.565e+0,2.120e-9,2.564e+0,8.693e-4
321.137,7.169e-1,2.120e-9,7.165e-1,4.094e-4
321.142,1.909e-1,2.121e-9,1.908e-1,1.837e-4
321.147,4.845e-2,2.121e-9,4.838e-2,7.860e-5
321.152,1.172e-2,2.121e-9,1.169e-2,3.205e-5
321.157,2.702e-3,2.121e-9,2.690e-3,1.246e-5
321.162,5.944e-4,2.121e-9,5.898e-4,4.616e-6
321.167,1.248e-4,2.122e-9,1.232e-4,1.631e-6
321.172,2.506e-5,2.122e-9,2.451e-5,5.490e-7
321.177,4.823e-6,2.122e-9,4.646e-6,1.762e-7
321.182,8.930e-7,2.122e-9,8.391e-7,5.393e-8
321.187,1.601e-7,2.122e-9,1.443e-7,1.574e-8
321.192,2.803e-8,2.122e-9,2.366e-8,4.377e-9
321.197,4.854e-9,2.123e-9,3.693e-9,1.161e-9
321.202,8.429e-10,2.123e-9,5.493e-10,2.936e-10
321.207,1.486e-10,2.123e-9,7.783e-11,7.080e-11
321.212,1.628e-11,2.123e-9,7.780e-11,1.628e-11
321.217,3.569e-12,2.123e-9,7.777e-11,3.569e-12
321.222,7.461e-13,2.124e-9,7.774e-11,7.461e-13
321.227,1.487e-13,2.124e-9,7.770e-11,1.487e-13
321.232,2.828e-14,2.124e-9,7.767e-11,2.828e-14
321.237,5.127e-15,2.124e-9,7.764e-11,5.127e-15
321.242,8.866e-16,2.124e-9,7.761e-11,8.866e-16
321.247,1.462e-16,2.124e-9,7.758e-11,1.462e-16
321.252,2.299e-17,2.125e-9,7.755e-11,2.299e-17
321.257,3.449e-18,2.125e-9,7.752e-11,3.449e-18
321.262,2.195e-19,2.125e-9,7.748e-11,2.195e-19
321.267,3.108e-20,2.125e-9,7.745e-11,3.108e-20
321.417,7.578e-21,2.131e-9,7.651e-11,7.578e-21
321.422,5.525e-20,2.131e-9,7.648e-11,5.525e-20
321.427,3.838e-19,2.131e-9,7.644e-11,3.838e-19
321.432,2.540e-18,2.131e-9,7.641e-11,2.540e-18
321.437,1.602e-17,2.131e-9,7.638e-11,1.602e-17
321.442,9.627e-17,2.132e-9,7.635e-11,9.627e-17
321.447,5.512e-16,2.132e-9,7.632e-11,5.512e-16
321.452,3.007e-15,2.132e-9,7.629e-11,3.007e-15
321.457,1.563e-14,2.132e-9,7.625e-11,1.563e-14
321.462,7.741e-14,2.132e-9,7.622e-11,7.741e-14
321.467,3.653e-13,2.132e-9,7.619e-11,3.653e-13
321.472,1.643e-12,2.133e-9,7.616e-11,1.643e-12
321.477,7.037e-12,2.133e-9,7.613e-11,7.037e-12
321.482,2.872e-11,2.133e-9,7.610e-11,2.872e-11
321.487,1.117e-10,2.133e-9,7.607e-11,1.117e-10
321.492,4.140e-10,2.133e-9,7.603e-11,4.140e-10
321.497,1.462e-9,2.134e-9,7.600e-11,1.462e-9
321.502,4.918e-9,2.134e-9,7.597e-11,4.918e-9
321.507,1.577e-8,2.134e-9,7.594e-11,1.577e-8
321.512,4.815e-8,2.134e-9,7.591e-11,4.815e-8
321.517,1.401e-7,2.134e-9,7.588e-11,1.401e-7
321.522,3.886e-7,2.134e-9,7.585e-11,3.886e-7
321.527,1.027e-6,2.135e-9,7.581e-11,1.027e-6
321.532,2.584e-6,2.135e-9,7.578e-11,2.584e-6
321.537,6.199e-6,2.135e-9,7.575e-11,6.199e-6
321.542,1.417e-5,2.135e-9,7.572e-11,1.417e-5
321.547,3.085e-5,2.135e-9,7.569e-11,3.085e-5
321.552,6.401e-5,2.136e-9,7.566e-11,6.401e-5
321.557,1.265e-4,2.136e-9,7.562e-11,1.265e-4
321.562,2.384e-4,2.136e-9,7.559e-11,2.384e-4
321.567,4.278e-4,2.136e-9,7.556e-11,4.278e-4
321.572,7.315e-4,2.136e-9,7.553e-11,7.315e-4
321.577,1.192e-3,2.136e-9,7.550e-11,1.192e-3
321.582,1.850e-3,2.137e-9,7.547e-11,1.850e-3
321.587,2.737e-3,2.137e-9,7.544e-11,2.737e-3
321.592,3.858e-3,2.137e-9,7.540e-11,3.858e-3
321.597,5.181e-3,2.137e-9,7.537e-11,5.181e-3
321.602,6.629e-3,2.137e-9,7.534e-11,6.629e-3
321.607,8.082e-3,2.138e-9,7.531e-11,8.082e-3
321.612,9.389e-3,2.138e-9,7.528e-11,9.389e-3
321.617,1.039e-2,2.138e-9,7.525e-11,1.039e-2
321.622,1.096e-2,2.138e-9,7.522e-11,1.096e-2
321.627,1.101e-2,2.138e-9,7.518e-11,1.101e-2
321.632,1.054e-2,2.138e-9,7.515e-11,1.054e-2
321.637,9.619e-3,2.139e-9,7.512e-11,9.619e-3
321.642,8.361e-3,2.139e-9,7.509e-11,8.361e-3
321.647,6.924e-3,2.139e-9,7.506e-11,6.924e-3
321.652,5.464e-3,2.139e-9,7.503e-11,5.464e-3
321.657,4.108e-3,2.139e-9,7.499e-11,4.108e-3
321.662,2.943e-3,2.140e-9,7.496e-11,2.943e-3
321.667,2.009e-3,2.140e-9,7.493e-11,2.009e-3
321.672,1.307e-3,2.140e-9,7.490e-11,1.307e-3
321.677,8.097e-4,2.140e-9,7.487e-11,8.097e-4
321.682,4.781e-4,2.140e-9,7.484e-11,4.781e-4
321.687,2.690e-4,2.140e-9,7.481e-11,2.690e-4
321.692,1.442e-4,2.141e-9,7.477e-11,1.442e-4
321.697,7.364e-5,2.141e-9,7.474e-11,7.364e-5
321.702,3.584e-5,2.141e-9,7.471e-11,3.584e-5
321.707,1.662e-5,2.141e-9,7.468e-11,1.662e-5
321.712,7.342e-6,2.141e-9,7.465e-11,7.342e-6
321.717,3.091e-6,2.142e-9,7.462e-11,3.091e-6
321.722,1.240e-6,2.142e-9,7.459e-11,1.240e-6
321.727,4.737e-7,2.142e-9,7.455e-11,4.737e-7
321.732,1.725e-7,2.142e-9,7.452e-11,1.725e-7
321.737,5.985e-8,2.142e-9,7.449e-11,5.985e-8
321.742,1.979e-8,2.143e-9,7.446e-11,1.979e-8
321.747,6.232e-9,2.143e-9,7.443e-11,6.232e-9
321.752,1.870e-9,2.143e-9,7.440e-11,1.870e-9
321.757,5.349e-10,2.143e-9,7.436e-11,5.349e-10
321.762,1.457e-10,2.143e-9,7.433e-11,1.457e-10
321.767,3.784e-11,2.143e-9,7.430e-11,3.784e-11
321.772,9.359e-12,2.144e-9,7.427e-11,9.359e-12
321.777,2.206e-12,2.144e-9,7.424e-11,2.206e-12
321.782,4.953e-13,2.144e-9,7.421e-11,4.953e-13
321.787,1.060e-13,2.144e-9,7.418e-11,1.060e-13
321.792,2.161e-14,2.144e-9,7.414e-11,2.161e-14
321.797,4.198e-15,2.145e-9,7.411e-11,4.198e-15
321.802,7.769e-16,2.145e-9,7.408e-11,7.769e-16
321.807,1.370e-16,2.145e-9,7.405e-11,1.370e-16
321.812,2.302e-17,2.145e-9,7.402e-11,2.302e-17
321.817,3.686e-18,2.145e-9,7.399e-11,3.686e-18
321.822,5.623e-19,2.145e-9,7.396e-11,5.623e-19
321.826,1.207e-19,2.146e-9,7.393e-11,1.207e-19
322.845,1.430e-18,2.183e-9,6.751e-11,1.430e-18
322.850,9.958e-18,2.183e-9,6.748e-11,9.958e-18
322.855,6.608e-17,2.183e-9,6.745e-11,6.608e-17
322.860,4.180e-16,2.183e-9,6.742e-11,4.180e-16
322.865,2.520e-15,2.183e-9,6.738e-11,2.520e-15
322.870,1.448e-14,2.184e-9,6.735e-11,1.448e-14
322.875,7.935e-14,2.184e-9,6.732e-11,7.935e-14
322.880,4.144e-13,2.184e-9,6.729e-11,4.144e-13
322.885,2.063e-12,2.184e-9,6.726e-11,2.063e-12
322.890,9.788e-12,2.184e-9,6.723e-11,9.788e-12
322.895,4.427e-11,2.185e-9,6.719e-11,4.427e-11
322.900,1.909e-10,2.185e-9,6.716e-11,1.909e-10
322.905,7.844e-10,2.185e-9,6.713e-11,7.844e-10
322.910,3.073e-9,2.185e-9,6.710e-11,3.073e-9
322.915,1.148e-8,2.185e-9,6.707e-11,1.148e-8
322.920,4.085e-8,2.186e-9,6.704e-11,4.085e-8
322.925,1.386e-7,2.186e-9,6.701e-11,1.386e-7
322.930,4.483e-7,2.186e-9,6.697e-11,4.483e-7
322.935,1.382e-6,2.186e-9,6.694e-11,1.382e-6
322.940,4.061e-6,2.186e-9,6.691e-11,4.061e-6
322.945,1.138e-5,2.186e-9,6.688e-11,1.138e-5
322.950,3.038e-5,2.187e-9,6.685e-11,3.038e-5
322.955,7.732e-5,2.187e-9,6.682e-11,7.732e-5
322.960,1.876e-4,2.187e-9,6.679e-11,1.876e-4
322.965,4.339e-4,2.187e-9,6.675e-11,4.339e-4
322.970,9.565e-4,2.187e-9,6.672e-11,9.565e-4
322.975,2.010e-3,2.188e-9,6.669e-11,2.010e-3
322.980,4.026e-3,2.188e-9,6.666e-11,4.026e-3
322.985,7.688e-3,2.188e-9,6.663e-11,7.688e-3
322.990,1.399e-2,2.188e-9,6.660e-11,1.399e-2
322.995,2.428e-2,2.188e-9,6.656e-11,2.428e-2
323.000,4.015e-2,2.188e-9,6.653e-11,4.015e-2
323.005,6.329e-2,2.189e-9,6.650e-11,6.329e-2
323.010,9.510e-2,2.189e-9,6.647e-11,9.510e-2
323.015,1.362e-1,2.189e-9,6.644e-11,1.362e-1
323.020,1.860e-1,2.189e-9,6.641e-11,1.860e-1
323.025,2.421e-1,2.189e-9,6.638e-11,2.421e-1
323.030,3.003e-1,2.190e-9,6.634e-11,3.003e-1
323.035,3.551e-1,2.190e-9,6.631e-11,3.551e-1
323.040,4.003e-1,2.190e-9,6.628e-11,4.003e-1
323.045,4.302e-1,2.190e-9,6.625e-11,4.302e-1
323.050,4.406e-1,2.190e-9,6.622e-11,4.406e-1
323.055,4.302e-1,2.190e-9,6.619e-11,4.302e-1
323.060,4.003e-1,2.191e-9,6.616e-11,4.003e-1
323.065,3.551e-1,2.191e-9,6.612e-11,3.551e-1
323.070,3.003e-1,2.191e-9,6.609e-11,3.003e-1
323.075,2.421e-1,2.191e-9,6.606e-11,2.421e-1
323.080,1.860e-1,2.191e-9,6.603e-11,1.860e-1
323.085,1.362e-1,2.192e-9,6.600e-11,1.362e-1
323.090,9.510e-2,2.192e-9,6.597e-11,9.510e-2
323.095,6.329e-2,2.192e-9,6.593e-11,6.329e-2
323.100,4.015e-2,2.192e-9,6.590e-11,4.015e-2
323.105,2.428e-2,2.192e-9,6.587e-11,2.428e-2
323.110,1.399e-2,2.192e-9,6.584e-11,1.399e-2
323.115,7.688e-3,2.193e-9,6.581e-11,7.688e-3
323.120,4.026e-3,2.193e-9,6.578e-11,4.026e-3
323.125,2.010e-3,2.193e-9,6.575e-11,2.010e-3
323.130,9.565e-4,2.193e-9,6.571e-11,9.565e-4
323.135,4.339e-4,2.193e-9,6.568e-11,4.339e-4
323.140,1.876e-4,2.194e-9,6.565e-11,1.876e-4
323.145,7.732e-5,2.194e-9,6.562e-11,7.732e-5
323.150,3.038e-5,2.194e-9,6.559e-11,3.038e-5
323.155,1.138e-5,2.194e-9,6.556e-11,1.138e-5
323.160,4.061e-6,2.194e-9,6.553e-11,4.061e-6
323.165,1.382e-6,2.194e-9,6.549e-11,1.382e-6
323.170,4.483e-7,2.195e-9,6.546e-11,4.483e-7
323.175,1.386e-7,2.195e-9,6.543e-11,1.386e-7
323.180,4.085e-8,2.195e-9,6.540e-11,4.085e-8
323.185,1.148e-8,2.195e-9,6.537e-11,1.148e-8
323.190,3.073e-9,2.195e-9,6.534e-11,3.073e-9
323.195,7.844e-10,2.196e-9,6.530e-11,7.844e-10
323.200,1.909e-10,2.196e-9,6.527e-11,1.909e-10
323.205,4.427e-11,2.196e-9,6.524e-11,4.427e-11
323.210,9.796e-12,2.196e-9,6.521e-11,9.796e-12
323.215,2.109e-12,2.196e-9,6.518e-11,2.109e-12
323.220,6.664e-13,2.196e-9,6.515e-11,6.664e-13
323.225,1.391e-12,2.197e-9,6.512e-11,1.391e-12
323.230,6.521e-12,2.197e-9,6.508e-11,6.521e-12
323.235,3.077e-11,2.197e-9,6.505e-11,3.077e-11
323.240,1.387e-10,2.197e-9,6.502e-11,1.387e-10
323.245,5.962e-10,2.197e-9,6.499e-11,5.962e-10
323.250,2.443e-9,2.198e-9,6.496e-11,2.443e-9
323.255,9.542e-9,2.198e-9,6.493e-11,9.542e-9
323.259,2.742e-8,2.198e-9,6.490e-11,2.742e-8
323.264,9.828e-8,2.198e-9,6.487e-11,9.828e-8
323.269,3.358e-7,2.198e-9,6.484e-11,3.358e-7
