Wavelength (nm),Sum(calc),Si I (1.1e-1),Si II (8.9e-1),Si III (7.3e-4)
323.274,1.094e-6,2.198e-9,6.481e-11,1.094e-6
323.279,3.396e-6,2.199e-9,6.478e-11,3.396e-6
323.284,1.005e-5,2.199e-9,6.474e-11,1.005e-5
323.289,2.837e-5,2.199e-9,6.471e-11,2.837e-5
323.294,7.632e-5,2.199e-9,6.468e-11,7.632e-5
323.299,1.957e-4,2.199e-9,6.465e-11,1.957e-4
323.304,4.786e-4,2.200e-9,6.462e-11,4.786e-4
323.309,1.115e-3,2.200e-9,6.459e-11,1.115e-3
323.314,2.479e-3,2.200e-9,6.456e-11,2.479e-3
323.319,5.250e-3,2.200e-9,6.452e-11,5.250e-3
323.324,1.060e-2,2.200e-9,6.449e-11,1.060e-2
323.329,2.041e-2,2.200e-9,6.446e-11,2.041e-2
323.334,3.746e-2,2.201e-9,6.443e-11,3.746e-2
323.339,6.553e-2,2.201e-9,6.440e-11,6.553e-2
323.344,1.093e-1,2.201e-9,6.437e-11,1.093e-1
323.349,1.738e-1,2.201e-9,6.433e-11,1.738e-1
323.354,2.634e-1,2.201e-9,6.430e-11,2.634e-1
323.359,3.806e-1,2.202e-9,6.427e-11,3.806e-1
323.364,5.244e-1,2.202e-9,6.424e-11,5.244e-1
323.369,6.886e-1,2.202e-9,6.421e-11,6.886e-1
323.374,8.621e-1,2.202e-9,6.418e-11,8.621e-1
323.379,1.029e+0,2.202e-9,6.415e-11,1.029e+0
323.384,1.171e+0,2.202e-9,6.411e-11,1.171e+0
323.389,1.270e+0,2.203e-9,6.408e-11,1.270e+0
323.394,1.313e+0,2.203e-9,6.405e-11,1.313e+0
323.399,1.294e+0,2.203e-9,6.402e-11,1.294e+0
323.404,1.216e+0,2.203e-9,6.399e-11,1.216e+0
323.409,1.090e+0,2.203e-9,6.396e-11,1.090e+0
323.414,9.306e-1,2.204e-9,6.393e-11,9.306e-1
323.419,7.577e-1,2.204e-9,6.389e-11,7.577e-1
323.424,5.881e-1,2.204e-9,6.386e-11,5.881e-1
323.429,4.352e-1,2.204e-9,6.383e-11,4.352e-1
323.434,3.070e-1,2.204e-9,6.380e-11,3.070e-1
323.439,2.064e-1,2.204e-9,6.377e-11,2.064e-1
323.444,1.323e-1,2.205e-9,6.374e-11,1.323e-1
323.449,8.087e-2,2.205e-9,6.370e-11,8.087e-2
323.454,4.712e-2,2.205e-9,6.367e-11,4.712e-2
323.459,2.617e-2,2.205e-9,6.364e-11,2.617e-2
323.464,1.386e-2,2.205e-9,6.361e-11,1.386e-2
323.469,6.994e-3,2.206e-9,6.358e-11,6.994e-3
323.474,3.366e-3,2.206e-9,6.355e-11,3.366e-3
323.479,1.544e-3,2.206e-9,6.352e-11,1.544e-3
323.484,6.752e-4,2.206e-9,6.348e-11,6.752e-4
323.489,2.815e-4,2.206e-9,6.345e-11,2.815e-4
323.494,1.119e-4,2.206e-9,6.342e-11,1.119e-4
323.499,4.239e-5,2.207e-9,6.339e-11,4.239e-5
323.504,1.531e-5,2.207e-9,6.336e-11,1.531e-5
323.509,5.272e-6,2.207e-9,6.333e-11,5.272e-6
323.514,1.731e-6,2.207e-9,6.330e-11,1.731e-6
323.519,5.416e-7,2.207e-9,6.326e-11,5.416e-7
323.524,1.616e-7,2.208e-9,6.323e-11,1.616e-7
323.529,4.596e-8,2.208e-9,6.320e-11,4.596e-8
323.534,1.246e-8,2.208e-9,6.317e-11,1.246e-8
323.539,3.221e-9,2.208e-9,6.314e-11,3.221e-9
323.544,7.936e-10,2.208e-9,6.311e-11,7.936e-10
323.549,1.864e-10,2.208e-9,6.307e-11,1.864e-10
323.554,4.174e-11,2.209e-9,6.304e-11,4.174e-11
323.559,8.911e-12,2.209e-9,6.301e-11,8.911e-12
323.564,1.814e-12,2.209e-9,6.298e-11,1.814e-12
323.569,3.519e-13,2.209e-9,6.295e-11,3.519e-13
323.574,6.508e-14,2.209e-9,6.292e-11,6.508e-14
323.579,1.148e-14,2.210e-9,6.289e-11,1.148e-14
323.584,1.929e-15,2.210e-9,6.285e-11,1.929e-15
323.589,3.091e-16,2.210e-9,6.282e-11,3.091e-16
323.594,4.722e-17,2.210e-9,6.279e-11,4.722e-17
323.599,6.877e-18,2.210e-9,6.276e-11,6.877e-18
323.954,1.916e-18,2.223e-9,6.052e-11,1.916e-18
323.959,1.367e-17,2.223e-9,6.049e-11,1.367e-17
323.964,9.302e-17,2.224e-9,6.046e-11,9.302e-17
323.969,6.035e-16,2.224e-9,6.043e-11,6.035e-16
323.974,3.734e-15,2.224e-9,6.040e-11,3.734e-15
323.978,1.550e-14,2.224e-9,6.037e-11,1.550e-14
323.983,8.805e-14,2.224e-9,6.034e-11,8.805e-14
323.988,4.768e-13,2.224e-9,6.031e-11,4.768e-13
323.993,2.462e-12,2.225e-9,6.028e-11,2.462e-12
323.998,1.212e-11,2.225e-9,6.025e-11,1.212e-11
324.003,5.690e-11,2.225e-9,6.021e-11,5.690e-11
324.008,2.547e-10,2.225e-9,6.018e-11,2.547e-10
324.013,1.087e-9,2.225e-9,6.015e-11,1.087e-9
324.018,4.425e-9,2.226e-9,6.012e-11,4.425e-9
324.023,1.717e-8,2.226e-9,6.009e-11,1.717e-8
324.028,6.355e-8,2.226e-9,6.006e-11,6.355e-8
324.033,2.243e-7,2.226e-9,6.003e-11,2.243e-7
324.038,7.546e-7,2.226e-9,5.999e-11,7.546e-7
324.043,2.421e-6,2.226e-9,5.996e-11,2.421e-6
324.048,7.406e-6,2.227e-9,5.993e-11,7.406e-6
324.053,2.161e-5,2.227e-9,5.990e-11,2.161e-5
324.058,6.010e-5,2.227e-9,5.987e-11,6.010e-5
324.063,1.594e-4,2.227e-9,5.984e-11,1.594e-4
324.068,4.031e-4,2.227e-9,5.980e-11,4.031e-4
324.073,9.722e-4,2.228e-9,5.977e-11,9.722e-4
324.078,2.235e-3,2.228e-9,5.974e-11,2.235e-3
324.083,4.902e-3,2.228e-9,5.971e-11,4.902e-3
324.088,1.025e-2,2.228e-9,5.968e-11,1.025e-2
324.093,2.043e-2,2.228e-9,5.965e-11,2.043e-2
324.098,3.884e-2,2.229e-9,5.962e-11,3.884e-2
324.103,7.040e-2,2.229e-9,5.958e-11,7.040e-2
324.108,1.217e-1,2.229e-9,5.955e-11,1.217e-1
324.113,2.005e-1,2.229e-9,5.952e-11,2.005e-1
324.118,3.151e-1,2.229e-9,5.949e-11,3.151e-1
324.123,4.722e-1,2.229e-9,5.946e-11,4.722e-1
324.128,6.747e-1,2.230e-9,5.943e-11,6.747e-1
324.133,9.193e-1,2.230e-9,5.940e-11,9.193e-1
324.138,1.194e+0,2.230e-9,5.936e-11,1.194e+0
324.143,1.479e+0,2.230e-9,5.933e-11,1.479e+0
324.148,1.748e+0,2.230e-9,5.930e-11,1.748e+0
324.153,1.968e+0,2.231e-9,5.927e-11,1.968e+0
324.158,2.114e+0,2.231e-9,5.924e-11,2.114e+0
324.163,2.165e+0,2.231e-9,5.921e-11,2.165e+0
324.168,2.114e+0,2.231e-9,5.917e-11,2.114e+0
324.173,1.968e+0,2.231e-9,5.914e-11,1.968e+0
324.178,1.748e+0,2.231e-9,5.911e-11,1.748e+0
324.183,1.479e+0,2.232e-9,5.908e-11,1.479e+0
324.188,1.194e+0,2.232e-9,5.905e-11,1.194e+0
324.193,9.193e-1,2.232e-9,5.902e-11,9.193e-1
324.198,6.747e-1,2.232e-9,5.899e-11,6.747e-1
324.203,4.722e-1,2.232e-9,5.895e-11,4.722e-1
324.208,3.151e-1,2.233e-9,5.892e-11,3.151e-1
324.213,2.005e-1,2.233e-9,5.889e-11,2.005e-1
324.218,1.217e-1,2.233e-9,5.886e-11,1.217e-1
324.223,7.040e-2,2.233e-9,5.883e-11,7.040e-2
324.228,3.884e-2,2.233e-9,5.880e-11,3.884e-2
324.233,2.043e-2,2.233e-9,5.877e-11,2.043e-2
324.238,1.025e-2,2.234e-9,5.873e-11,1.025e-2
324.243,4.902e-3,2.234e-9,5.870e-11,4.902e-3
324.248,2.235e-3,2.234e-9,5.867e-11,2.235e-3
324.253,9.722e-4,2.234e-9,5.864e-11,9.722e-4
324.258,4.031e-4,2.234e-9,5.861e-11,4.031e-4
324.263,1.594e-4,2.235e-9,5.858e-11,1.594e-4
324.268,6.010e-5,2.235e-9,5.854e-11,6.010e-5
324.273,2.161e-5,2.235e-9,5.851e-11,2.161e-5
324.278,7.406e-6,2.235e-9,5.848e-11,7.406e-6
324.283,2.421e-6,2.235e-9,5.845e-11,2.421e-6
324.288,7.546e-7,2.235e-9,5.842e-11,7.546e-7
324.293,2.243e-7,2.236e-9,5.839e-11,2.243e-7
324.298,6.355e-8,2.236e-9,5.836e-11,6.355e-8
324.303,1.717e-8,2.236e-9,5.832e-11,1.717e-8
324.308,4.425e-9,2.236e-9,5.829e-11,4.425e-9
324.313,1.087e-9,2.236e-9,5.826e-11,1.087e-9
324.318,2.547e-10,2.237e-9,5.823e-11,2.547e-10
324.323,5.690e-11,2.237e-9,5.820e-11,5.690e-11
324.328,1.212e-11,2.237e-9,5.817e-11,1.212e-11
324.333,2.462e-12,2.237e-9,5.814e-11,2.462e-12
324.338,4.768e-13,2.237e-9,5.810e-11,4.768e-13
324.343,8.805e-14,2.237e-9,5.807e-11,8.805e-14
324.348,1.550e-14,2.238e-9,5.804e-11,1.550e-14
324.353,2.603e-15,2.238e-9,5.801e-11,2.603e-15
324.358,4.168e-16,2.238e-9,5.798e-11,4.168e-16
324.363,6.363e-17,2.238e-9,5.795e-11,6.363e-17
324.368,9.263e-18,2.238e-9,5.791e-11,9.263e-18
324.897,2.621e-22,2.258e-9,5.458e-11,2.621e-22
324.902,1.867e-21,2.258e-9,5.455e-11,1.867e-21
324.907,1.268e-20,2.258e-9,5.452e-11,1.268e-20
324.912,8.216e-20,2.258e-9,5.449e-11,8.216e-20
324.917,5.077e-19,2.258e-9,5.446e-11,5.077e-19
324.922,2.993e-18,2.259e-9,5.442e-11,2.993e-18
324.927,1.682e-17,2.259e-9,5.439e-11,1.682e-17
324.932,9.022e-17,2.259e-9,5.436e-11,9.022e-17
324.937,4.614e-16,2.259e-9,5.433e-11,4.614e-16
324.942,2.251e-15,2.259e-9,5.430e-11,2.251e-15
324.947,1.047e-14,2.260e-9,5.427e-11,1.047e-14
324.952,4.648e-14,2.260e-9,5.424e-11,4.648e-14
324.957,1.967e-13,2.260e-9,5.420e-11,1.967e-13
324.962,7.942e-13,2.260e-9,5.417e-11,7.942e-13
324.967,3.058e-12,2.260e-9,5.414e-11,3.058e-12
324.972,1.123e-11,2.260e-9,5.411e-11,1.123e-11
324.977,3.935e-11,2.261e-9,5.408e-11,3.935e-11
324.982,1.315e-10,2.261e-9,5.405e-11,1.315e-10
324.987,4.190e-10,2.261e-9,5.401e-11,4.190e-10
324.992,1.274e-9,2.261e-9,5.398e-11,1.274e-9
324.997,3.694e-9,2.261e-9,5.395e-11,3.694e-9
325.002,1.022e-8,2.262e-9,5.392e-11,1.022e-8
325.007,2.695e-8,2.262e-9,5.389e-11,2.695e-8
325.012,6.783e-8,2.262e-9,5.386e-11,6.783e-8
325.017,1.628e-7,2.262e-9,5.383e-11,1.628e-7
325.022,3.730e-7,2.262e-9,5.379e-11,3.730e-7
325.027,8.150e-7,2.262e-9,5.376e-11,8.150e-7
325.032,1.699e-6,2.263e-9,5.373e-11,1.699e-6
325.037,3.381e-6,2.263e-9,5.370e-11,3.381e-6
325.042,6.422e-6,2.263e-9,5.367e-11,6.422e-6
325.047,1.165e-5,2.263e-9,5.364e-11,1.165e-5
325.052,2.017e-5,2.263e-9,5.361e-11,2.017e-5
325.057,3.337e-5,2.264e-9,5.357e-11,3.337e-5
325.062,5.280e-5,2.264e-9,5.354e-11,5.280e-5
325.067,7.993e-5,2.264e-9,5.351e-11,7.993e-5
325.072,1.159e-4,2.264e-9,5.348e-11,1.159e-4
325.077,1.611e-4,2.264e-9,5.345e-11,1.611e-4
325.082,2.152e-4,2.264e-9,5.342e-11,2.152e-4
325.087,2.767e-4,2.265e-9,5.338e-11,2.767e-4
325.092,3.431e-4,2.265e-9,5.335e-11,3.431e-4
325.097,4.116e-4,2.265e-9,5.332e-11,4.116e-4
325.102,4.790e-4,2.265e-9,5.329e-11,4.790e-4
325.107,5.422e-4,2.265e-9,5.326e-11,5.422e-4
325.112,5.986e-4,2.266e-9,5.323e-11,5.986e-4
325.117,6.461e-4,2.266e-9,5.320e-11,6.461e-4
325.122,6.831e-4,2.266e-9,5.316e-11,6.831e-4
325.127,7.087e-4,2.266e-9,5.313e-11,7.087e-4
325.132,7.231e-4,2.266e-9,5.310e-11,7.231e-4
325.137,7.278e-4,2.266e-9,5.307e-11,7.278e-4
325.142,7.258e-4,2.267e-9,5.304e-11,7.258e-4
325.147,7.216e-4,2.267e-9,5.301e-11,7.216e-4
325.152,7.202e-4,2.267e-9,5.298e-11,7.202e-4
325.157,7.258e-4,2.267e-9,5.294e-11,7.258e-4
325.162,7.405e-4,2.267e-9,5.291e-11,7.405e-4
325.167,7.628e-4,2.268e-9,5.288e-11,7.628e-4
325.172,7.878e-4,2.268e-9,5.285e-11,7.878e-4
325.177,8.078e-4,2.268e-9,5.282e-11,8.078e-4
325.182,8.140e-4,2.268e-9,5.279e-11,8.140e-4
325.187,7.992e-4,2.268e-9,5.275e-11,7.992e-4
325.192,7.595e-4,2.268e-9,5.272e-11,7.595e-4
325.197,6.951e-4,2.269e-9,5.269e-11,6.951e-4
325.202,6.106e-4,2.269e-9,5.266e-11,6.106e-4
325.207,5.138e-4,2.269e-9,5.263e-11,5.138e-4
325.212,4.136e-4,2.269e-9,5.260e-11,4.136e-4
325.217,3.183e-4,2.269e-9,5.257e-11,3.183e-4
325.222,2.345e-4,2.270e-9,5.253e-11,2.345e-4
325.227,1.663e-4,2.270e-9,5.250e-11,1.663e-4
325.232,1.155e-4,2.270e-9,5.247e-11,1.155e-4
325.237,8.268e-5,2.270e-9,5.244e-11,8.268e-5
325.242,6.822e-5,2.270e-9,5.241e-11,6.822e-5
325.247,7.356e-5,2.270e-9,5.238e-11,7.356e-5
325.252,1.022e-4,2.271e-9,5.234e-11,1.022e-4
325.257,1.601e-4,2.271e-9,5.231e-11,1.601e-4
325.262,2.558e-4,2.271e-9,5.228e-11,2.558e-4
325.267,3.989e-4,2.271e-9,5.225e-11,3.989e-4
325.272,5.983e-4,2.271e-9,5.222e-11,5.983e-4
325.277,8.598e-4,2.272e-9,5.219e-11,8.598e-4
325.282,1.183e-3,2.272e-9,5.216e-11,1.183e-3
325.287,1.558e-3,2.272e-9,5.212e-11,1.558e-3
325.292,1.967e-3,2.272e-9,5.209e-11,1.967e-3
325.297,2.385e-3,2.272e-9,5.206e-11,2.385e-3
325.302,2.782e-3,2.272e-9,5.203e-11,2.782e-3
325.307,3.130e-3,2.273e-9,5.200e-11,3.130e-3
325.312,3.411e-3,2.273e-9,5.197e-11,3.411e-3
325.317,3.615e-3,2.273e-9,5.194e-11,3.615e-3
325.322,3.750e-3,2.273e-9,5.190e-11,3.750e-3
325.327,3.833e-3,2.273e-9,5.187e-11,3.833e-3
325.332,3.890e-3,2.274e-9,5.184e-11,3.890e-3
325.337,3.949e-3,2.274e-9,5.181e-11,3.949e-3
325.342,4.033e-3,2.274e-9,5.178e-11,4.033e-3
325.347,4.150e-3,2.274e-9,5.175e-11,4.150e-3
325.352,4.294e-3,2.274e-9,5.171e-11,4.294e-3
325.357,4.443e-3,2.274e-9,5.168e-11,4.443e-3
325.362,4.562e-3,2.275e-9,5.165e-11,4.562e-3
325.367,4.611e-3,2.275e-9,5.162e-11,4.611e-3
325.372,4.553e-3,2.275e-9,5.159e-11,4.553e-3
325.377,4.366e-3,2.275e-9,5.156e-11,4.366e-3
325.382,4.046e-3,2.275e-9,5.153e-11,4.046e-3
325.387,3.611e-3,2.276e-9,5.149e-11,3.611e-3
325.392,3.097e-3,2.276e-9,5.146e-11,3.097e-3
325.397,2.548e-3,2.276e-9,5.143e-11,2.548e-3
325.402,2.013e-3,2.276e-9,5.140e-11,2.013e-3
325.407,1.534e-3,2.276e-9,5.137e-11,1.534e-3
325.411,1.212e-3,2.276e-9,5.134e-11,1.212e-3
325.416,9.054e-4,2.277e-9,5.131e-11,9.054e-4
325.421,7.174e-4,2.277e-9,5.128e-11,7.174e-4
325.426,6.569e-4,2.277e-9,5.125e-11,6.569e-4
325.431,7.305e-4,2.277e-9,5.122e-11,7.305e-4
325.436,9.441e-4,2.277e-9,5.119e-11,9.441e-4
325.441,1.300e-3,2.278e-9,5.115e-11,1.300e-3
325.446,1.796e-3,2.278e-9,5.112e-11,1.796e-3
325.451,2.412e-3,2.278e-9,5.109e-11,2.412e-3
325.456,3.113e-3,2.278e-9,5.106e-11,3.113e-3
325.461,3.843e-3,2.278e-9,5.103e-11,3.843e-3
325.466,4.531e-3,2.278e-9,5.100e-11,4.531e-3
325.471,5.097e-3,2.279e-9,5.097e-11,5.097e-3
325.476,5.471e-3,2.279e-9,5.093e-11,5.471e-3
325.481,5.601e-3,2.279e-9,5.090e-11,5.601e-3
325.486,5.470e-3,2.279e-9,5.087e-11,5.470e-3
325.491,5.096e-3,2.279e-9,5.084e-11,5.096e-3
325.496,4.529e-3,2.280e-9,5.081e-11,4.529e-3
325.501,3.840e-3,2.280e-9,5.078e-11,3.840e-3
325.506,3.105e-3,2.280e-9,5.074e-11,3.105e-3
325.511,2.395e-3,2.280e-9,5.071e-11,2.395e-3
325.516,1.762e-3,2.280e-9,5.068e-11,1.762e-3
325.521,1.237e-3,2.280e-9,5.065e-11,1.237e-3
325.526,8.282e-4,2.281e-9,5.062e-11,8.282e-4
325.531,5.289e-4,2.281e-9,5.059e-11,5.289e-4
325.536,3.222e-4,2.281e-9,5.056e-11,3.222e-4
325.541,1.873e-4,2.281e-9,5.052e-11,1.873e-4
325.546,1.038e-4,2.281e-9,5.049e-11,1.038e-4
325.551,5.489e-5,2.282e-9,5.046e-11,5.489e-5
325.556,2.769e-5,2.282e-9,5.043e-11,2.769e-5
325.561,1.332e-5,2.282e-9,5.040e-11,1.332e-5
325.566,6.114e-6,2.282e-9,5.037e-11,6.114e-6
325.571,2.677e-6,2.282e-9,5.034e-11,2.677e-6
325.576,1.118e-6,2.282e-9,5.030e-11,1.118e-6
325.581,4.454e-7,2.283e-9,5.027e-11,4.454e-7
325.586,1.693e-7,2.283e-9,5.024e-11,1.693e-7
325.591,6.135e-8,2.283e-9,5.021e-11,6.135e-8
325.596,2.121e-8,2.283e-9,5.018e-11,2.121e-8
325.601,6.998e-9,2.283e-9,5.015e-11,6.998e-9
325.606,2.202e-9,2.284e-9,5.011e-11,2.202e-9
325.611,6.608e-10,2.284e-9,5.008e-11,6.608e-10
325.616,1.892e-10,2.284e-9,5.005e-11,1.892e-10
325.621,5.166e-11,2.284e-9,5.002e-11,5.166e-11
325.626,1.346e-11,2.284e-9,4.999e-11,1.346e-11
325.631,3.344e-12,2.284e-9,4.996e-11,3.344e-12
325.636,7.928e-13,2.285e-9,4.993e-11,7.928e-13
325.641,1.793e-13,2.285e-9,4.989e-11,1.793e-13
325.646,3.866e-14,2.285e-9,4.986e-11,3.866e-14
325.651,7.955e-15,2.285e-9,4.983e-11,7.955e-15
325.656,1.561e-15,2.285e-9,4.980e-11,1.561e-15
325.661,2.923e-16,2.286e-9,4.977e-11,2.923e-16
325.666,5.245e-17,2.286e-9,4.974e-11,5.245e-17
325.671,1.053e-17,2.286e-9,4.971e-11,1.053e-17
325.676,1.156e-17,2.286e-9,4.967e-11,1.156e-17
325.681,5.989e-17,2.286e-9,4.964e-11,5.989e-17
325.686,3.359e-16,2.286e-9,4.961e-11,3.359e-16
325.691,1.804e-15,2.287e-9,4.958e-11,1.804e-15
325.696,9.243e-15,2.287e-9,4.955e-11,9.243e-15
325.701,4.518e-14,2.287e-9,4.952e-11,4.518e-14
325.706,2.107e-13,2.287e-9,4.948e-11,2.107e-13
325.711,9.373e-13,2.287e-9,4.945e-11,9.373e-13
325.716,3.978e-12,2.288e-9,4.942e-11,3.978e-12
325.721,1.611e-11,2.288e-9,4.939e-11,1.611e-11
325.726,6.222e-11,2.288e-9,4.936e-11,6.222e-11
325.731,2.293e-10,2.288e-9,4.933e-11,2.293e-10
325.736,8.060e-10,2.288e-9,4.930e-11,8.060e-10
325.741,2.703e-9,2.288e-9,4.926e-11,2.703e-9
325.746,8.649e-9,2.289e-9,4.923e-11,8.649e-9
325.751,2.640e-8,2.289e-9,4.920e-11,2.640e-8
325.756,7.688e-8,2.289e-9,4.917e-11,7.688e-8
325.761,2.136e-7,2.289e-9,4.914e-11,2.136e-7
325.766,5.660e-7,2.289e-9,4.911e-11,5.660e-7
325.771,1.431e-6,2.290e-9,4.908e-11,1.431e-6
325.776,3.452e-6,2.290e-9,4.904e-11,3.452e-6
325.781,7.944e-6,2.290e-9,4.901e-11,7.944e-6
325.786,1.744e-5,2.290e-9,4.898e-11,1.744e-5
325.791,3.653e-5,2.290e-9,4.895e-11,3.653e-5
325.796,7.298e-5,2.290e-9,4.892e-11,7.298e-5
325.801,1.391e-4,2.291e-9,4.889e-11,1.391e-4
325.806,2.530e-4,2.291e-9,4.885e-11,2.530e-4
325.811,4.388e-4,2.291e-9,4.882e-11,4.388e-4
325.816,7.263e-4,2.291e-9,4.879e-11,7.263e-4
325.821,1.147e-3,2.291e-9,4.876e-11,1.147e-3
325.826,1.727e-3,2.292e-9,4.873e-11,1.727e-3
325.831,2.482e-3,2.292e-9,4.870e-11,2.482e-3
325.836,3.403e-3,2.292e-9,4.867e-11,3.403e-3
325.841,4.450e-3,2.292e-9,4.863e-11,4.450e-3
325.846,5.553e-3,2.292e-9,4.860e-11,5.553e-3
325.851,6.610e-3,2.293e-9,4.857e-11,6.610e-3
325.856,7.506e-3,2.293e-9,4.854e-11,7.506e-3
325.861,8.131e-3,2.293e-9,4.851e-11,8.131e-3
325.866,8.404e-3,2.293e-9,4.848e-11,8.404e-3
325.871,8.286e-3,2.293e-9,4.845e-11,8.286e-3
325.876,7.794e-3,2.293e-9,4.841e-11,7.794e-3
325.881,6.994e-3,2.294e-9,4.838e-11,6.994e-3
325.886,5.987e-3,2.294e-9,4.835e-11,5.987e-3
325.891,4.890e-3,2.294e-9,4.832e-11,4.890e-3
325.896,3.810e-3,2.294e-9,4.829e-11,3.810e-3
325.901,2.832e-3,2.294e-9,4.826e-11,2.832e-3
325.906,2.008e-3,2.295e-9,4.822e-11,2.008e-3
325.911,1.359e-3,2.295e-9,4.819e-11,1.359e-3
325.916,8.768e-4,2.295e-9,4.816e-11,8.768e-4
325.921,5.399e-4,2.295e-9,4.813e-11,5.399e-4
325.926,3.171e-4,2.295e-9,4.810e-11,3.171e-4
325.931,1.777e-4,2.295e-9,4.807e-11,1.777e-4
325.936,9.500e-5,2.296e-9,4.804e-11,9.500e-5
325.941,4.845e-5,2.296e-9,4.800e-11,4.845e-5
325.946,2.357e-5,2.296e-9,4.797e-11,2.357e-5
325.951,1.094e-5,2.296e-9,4.794e-11,1.094e-5
325.956,4.845e-6,2.296e-9,4.791e-11,4.845e-6
325.961,2.047e-6,2.297e-9,4.788e-11,2.047e-6
325.966,8.250e-7,2.297e-9,4.785e-11,8.250e-7
325.971,3.172e-7,2.297e-9,4.782e-11,3.172e-7
325.976,1.163e-7,2.297e-9,4.778e-11,1.163e-7
325.981,4.071e-8,2.297e-9,4.775e-11,4.071e-8
325.986,1.359e-8,2.297e-9,4.772e-11,1.359e-8
325.991,4.329e-9,2.298e-9,4.769e-11,4.329e-9
325.996,1.315e-9,2.298e-9,4.766e-11,1.315e-9
326.001,3.812e-10,2.298e-9,4.763e-11,3.812e-10
326.006,1.054e-10,2.298e-9,4.759e-11,1.054e-10
326.011,2.781e-11,2.298e-9,4.756e-11,2.781e-11
326.016,6.999e-12,2.299e-9,4.753e-11,6.999e-12
326.021,1.681e-12,2.299e-9,4.750e-11,1.681e-12
326.026,3.849e-13,2.299e-9,4.747e-11,3.849e-13
326.031,8.412e-14,2.299e-9,4.744e-11,8.412e-14
326.036,1.754e-14,2.299e-9,4.741e-11,1.754e-14
326.041,3.488e-15,2.299e-9,4.737e-11,3.488e-15
326.046,6.617e-16,2.300e-9,4.734e-11,6.617e-16
326.051,1.198e-16,2.300e-9,4.731e-11,1.198e-16
326.056,2.068e-17,2.300e-9,4.728e-11,2.068e-17
326.061,3.407e-18,2.300e-9,4.725e-11,3.407e-18
326.066,5.355e-19,2.300e-9,4.722e-11,5.355e-19
326.071,8.029e-20,2.301e-9,4.718e-11,8.029e-20
326.835,1.275e-21,2.328e-9,4.237e-11,1.275e-21
326.840,8.957e-21,2.329e-9,4.234e-11,8.957e-21
326.844,4.119e-20,2.329e-9,4.231e-11,4.119e-20
326.849,2.660e-19,2.329e-9,4.228e-11,2.660e-19
326.854,1.639e-18,2.329e-9,4.225e-11,1.639e-18
326.859,9.639e-18,2.329e-9,4.222e-11,9.639e-18
326.864,5.410e-17,2.329e-9,4.219e-11,5.410e-17
326.869,2.898e-16,2.330e-9,4.216e-11,2.898e-16
326.874,1.481e-15,2.330e-9,4.213e-11,1.481e-15
326.879,7.224e-15,2.330e-9,4.209e-11,7.224e-15
326.884,3.363e-14,2.330e-9,4.206e-11,3.363e-14
326.889,1.494e-13,2.330e-9,4.203e-11,1.494e-13
326.894,6.334e-13,2.331e-9,4.200e-11,6.334e-13
326.899,2.563e-12,2.331e-9,4.197e-11,2.563e-12
326.904,9.896e-12,2.331e-9,4.194e-11,9.896e-12
326.909,3.646e-11,2.331e-9,4.191e-11,3.646e-11
326.914,1.282e-10,2.331e-9,4.187e-11,1.282e-10
326.919,4.303e-10,2.331e-9,4.184e-11,4.303e-10
326.924,1.378e-9,2.332e-9,4.181e-11,1.378e-9
326.929,4.212e-9,2.332e-9,4.178e-11,4.212e-9
326.934,1.229e-8,2.332e-9,4.175e-11,1.229e-8
326.939,3.420e-8,2.332e-9,4.172e-11,3.420e-8
326.944,9.086e-8,2.332e-9,4.168e-11,9.086e-8
326.949,2.303e-7,2.333e-9,4.165e-11,2.303e-7
326.954,5.573e-7,2.333e-9,4.162e-11,5.573e-7
326.959,1.287e-6,2.333e-9,4.159e-11,1.287e-6
326.964,2.835e-6,2.333e-9,4.156e-11,2.835e-6
326.969,5.962e-6,2.333e-9,4.153e-11,5.962e-6
326.974,1.196e-5,2.333e-9,4.150e-11,1.196e-5
326.979,2.291e-5,2.334e-9,4.146e-11,2.291e-5
326.984,4.188e-5,2.334e-9,4.143e-11,4.188e-5
326.989,7.304e-5,2.334e-9,4.140e-11,7.304e-5
326.994,1.216e-4,2.334e-9,4.137e-11,1.216e-4
326.999,1.931e-4,2.334e-9,4.134e-11,1.931e-4
327.004,2.928e-4,2.335e-9,4.131e-11,2.928e-4
327.009,4.236e-4,2.335e-9,4.128e-11,4.236e-4
327.014,5.848e-4,2.335e-9,4.124e-11,5.848e-4
327.019,7.705e-4,2.335e-9,4.121e-11,7.705e-4
327.024,9.689e-4,2.335e-9,4.118e-11,9.689e-4
327.029,1.163e-3,2.336e-9,4.115e-11,1.163e-3
327.034,1.331e-3,2.336e-9,4.112e-11,1.331e-3
327.039,1.455e-3,2.336e-9,4.109e-11,1.455e-3
327.044,1.518e-3,2.336e-9,4.105e-11,1.518e-3
327.049,1.511e-3,2.336e-9,4.102e-11,1.511e-3
327.054,1.435e-3,2.336e-9,4.099e-11,1.435e-3
327.059,1.301e-3,2.337e-9,4.096e-11,1.301e-3
327.064,1.125e-3,2.337e-9,4.093e-11,1.125e-3
327.069,9.289e-4,2.337e-9,4.090e-11,9.289e-4
327.074,7.319e-4,2.337e-9,4.087e-11,7.319e-4
