Wavelength (nm),Sum(calc),Ni I (6.8e-2),Ni II (9.3e-1),Ni III (6.9e-4)
459.603,3.576e-2,7.939e-10,,3.576e-2
459.608,5.184e-2,7.936e-10,,5.184e-2
459.613,7.341e-2,7.934e-10,,7.341e-2
459.618,1.015e-1,7.932e-10,,1.015e-1
459.623,1.371e-1,7.929e-10,,1.371e-1
459.628,1.808e-1,7.927e-10,,1.808e-1
459.633,2.329e-1,7.925e-10,,2.329e-1
459.638,2.930e-1,7.922e-10,,2.930e-1
459.643,3.600e-1,7.920e-10,,3.600e-1
459.648,4.319e-1,7.918e-10,,4.319e-1
459.653,5.062e-1,7.915e-10,,5.062e-1
459.658,5.792e-1,7.913e-10,,5.792e-1
459.663,6.474e-1,7.911e-10,,6.474e-1
459.669,7.170e-1,7.908e-10,,7.170e-1
459.674,7.607e-1,7.906e-10,,7.607e-1
459.679,7.882e-1,7.903e-10,,7.882e-1
459.684,7.976e-1,7.901e-10,,7.976e-1
459.689,7.882e-1,7.899e-10,,7.882e-1
459.694,7.607e-1,7.896e-10,,7.607e-1
459.699,7.170e-1,7.894e-10,,7.170e-1
459.704,6.601e-1,7.892e-10,,6.601e-1
459.709,5.934e-1,7.889e-10,,5.934e-1
459.714,5.210e-1,7.887e-10,,5.210e-1
459.719,4.467e-1,7.885e-10,,4.467e-1
459.724,3.741e-1,7.882e-10,,3.741e-1
459.729,3.059e-1,7.880e-10,,3.059e-1
459.734,2.443e-1,7.878e-10,,2.443e-1
459.739,1.906e-1,7.875e-10,,1.906e-1
459.744,1.452e-1,7.873e-10,,1.452e-1
459.749,1.080e-1,7.871e-10,,1.080e-1
459.754,7.847e-2,7.868e-10,,7.847e-2
459.759,5.568e-2,7.866e-10,,5.568e-2
459.764,3.859e-2,7.864e-10,,3.859e-2
459.769,2.611e-2,7.861e-10,,2.611e-2
459.774,1.726e-2,7.859e-10,,1.726e-2
459.779,1.114e-2,7.857e-10,,1.114e-2
459.784,7.023e-3,7.854e-10,,7.023e-3
459.789,4.324e-3,7.852e-10,,4.324e-3
459.794,2.600e-3,7.850e-10,,2.600e-3
459.799,1.527e-3,7.847e-10,,1.527e-3
459.804,8.754e-4,7.845e-10,,8.754e-4
459.809,4.903e-4,7.843e-10,,4.903e-4
459.814,2.682e-4,7.840e-10,,2.682e-4
459.819,1.432e-4,7.838e-10,,1.432e-4
459.824,7.473e-5,7.836e-10,,7.473e-5
459.829,3.807e-5,7.834e-10,,3.807e-5
459.834,1.894e-5,7.831e-10,,1.894e-5
459.839,9.205e-6,7.829e-10,,9.205e-6
459.844,4.369e-6,7.827e-10,,4.369e-6
459.849,2.025e-6,7.824e-10,,2.025e-6
459.854,9.164e-7,7.822e-10,,9.164e-7
459.859,4.051e-7,7.820e-10,,4.051e-7
459.864,1.749e-7,7.817e-10,,1.749e-7
459.869,7.374e-8,7.815e-10,,7.374e-8
459.874,3.036e-8,7.813e-10,,3.036e-8
459.879,1.221e-8,7.810e-10,,1.221e-8
459.884,4.795e-9,7.808e-10,,4.795e-9
459.889,1.839e-9,7.806e-10,,1.839e-9
459.894,6.888e-10,7.803e-10,,6.888e-10
459.899,2.520e-10,7.801e-10,,2.520e-10
459.904,9.002e-11,7.799e-10,,9.002e-11
459.909,3.141e-11,7.796e-10,,3.141e-11
459.914,1.070e-11,7.794e-10,,1.070e-11
459.919,3.562e-12,7.792e-10,,3.562e-12
459.924,1.158e-12,7.789e-10,,1.158e-12
459.929,3.674e-13,7.787e-10,,3.674e-13
459.934,1.139e-13,7.785e-10,,1.139e-13
459.939,3.447e-14,7.782e-10,,3.447e-14
459.944,1.019e-14,7.780e-10,,1.019e-14
459.949,2.943e-15,7.778e-10,,2.943e-15
459.954,8.298e-16,7.775e-10,,8.298e-16
459.959,2.285e-16,7.773e-10,,2.285e-16
459.964,6.146e-17,7.771e-10,,6.146e-17
459.969,1.614e-17,7.768e-10,,1.614e-17
459.974,4.141e-18,7.766e-10,,4.141e-18
460.209,7.657e-10,7.657e-10,,
460.214,2.971e-9,2.971e-9,,
460.219,1.126e-8,1.126e-8,,
460.224,4.166e-8,4.166e-8,,
460.229,1.506e-7,1.506e-7,,
460.234,5.317e-7,5.317e-7,,
460.239,1.833e-6,1.833e-6,,
460.244,6.174e-6,6.174e-6,,
460.249,2.031e-5,2.031e-5,,
460.254,6.525e-5,6.525e-5,,
460.259,2.047e-4,2.047e-4,,
460.264,6.275e-4,6.275e-4,,
460.269,1.878e-3,1.878e-3,,
460.274,5.492e-3,5.492e-3,,
460.279,1.568e-2,1.568e-2,,
460.284,4.373e-2,4.373e-2,,
460.289,1.191e-1,1.191e-1,,
460.294,3.169e-1,3.169e-1,,
460.299,8.235e-1,8.235e-1,,
460.304,2.090e+0,2.090e+0,,
460.309,5.181e+0,5.181e+0,,
460.314,1.254e+1,1.254e+1,,
460.319,2.966e+1,2.966e+1,,
460.324,6.850e+1,6.850e+1,,
460.329,1.545e+2,1.545e+2,,
460.334,3.404e+2,3.404e+2,,
460.339,7.325e+2,7.325e+2,,
460.344,1.539e+3,1.539e+3,,
460.349,3.160e+3,3.160e+3,,
460.354,6.335e+3,6.335e+3,,
460.359,1.240e+4,1.240e+4,,
460.364,2.372e+4,2.372e+4,,
460.369,4.431e+4,4.431e+4,,
460.374,8.085e+4,8.085e+4,,
460.379,1.441e+5,1.441e+5,,
460.384,2.507e+5,2.507e+5,,
460.389,4.262e+5,4.262e+5,,
460.394,7.075e+5,7.075e+5,,
460.399,1.147e+6,1.147e+6,,
460.404,1.817e+6,1.817e+6,,
460.409,2.810e+6,2.810e+6,,
460.414,4.246e+6,4.246e+6,,
460.419,6.265e+6,6.265e+6,,
460.424,9.029e+6,9.029e+6,,
460.429,1.271e+7,1.271e+7,,
460.434,1.747e+7,1.747e+7,,
460.439,2.346e+7,2.346e+7,,
460.444,3.077e+7,3.077e+7,,
460.449,3.941e+7,3.941e+7,,
460.454,4.931e+7,4.931e+7,,
460.459,6.025e+7,6.025e+7,,
460.464,7.190e+7,7.190e+7,,
460.469,8.381e+7,8.381e+7,,
460.474,9.542e+7,9.542e+7,,
460.479,1.061e+8,1.061e+8,,
460.484,1.152e+8,1.152e+8,,
460.489,1.222e+8,1.222e+8,,
460.494,1.266e+8,1.266e+8,,
460.499,1.281e+8,1.281e+8,,
460.504,1.266e+8,1.266e+8,,
460.509,1.222e+8,1.222e+8,,
460.514,1.152e+8,1.152e+8,,
460.519,1.061e+8,1.061e+8,,
460.524,9.542e+7,9.542e+7,,
460.529,8.381e+7,8.381e+7,,
460.534,7.190e+7,7.190e+7,,
460.539,6.025e+7,6.025e+7,,
460.544,4.931e+7,4.931e+7,,
460.549,3.941e+7,3.941e+7,,
460.554,3.077e+7,3.077e+7,,
460.559,2.346e+7,2.346e+7,,
460.564,1.747e+7,1.747e+7,,
460.569,1.271e+7,1.271e+7,,
460.574,9.029e+6,9.029e+6,,
460.579,6.265e+6,6.265e+6,,
460.584,4.246e+6,4.246e+6,,
460.589,2.810e+6,2.810e+6,,
460.594,1.817e+6,1.817e+6,,
460.599,1.147e+6,1.147e+6,,
460.604,7.075e+5,7.075e+5,,
460.609,4.262e+5,4.262e+5,,
460.614,2.507e+5,2.507e+5,,
460.619,1.441e+5,1.441e+5,,
460.624,8.085e+4,8.085e+4,,
460.629,4.431e+4,4.431e+4,,
460.634,2.372e+4,2.372e+4,,
460.639,1.240e+4,1.240e+4,,
460.644,6.335e+3,6.335e+3,,
460.649,3.160e+3,3.160e+3,,
460.654,1.539e+3,1.539e+3,,
460.659,7.325e+2,7.325e+2,,
460.664,3.404e+2,3.404e+2,,
460.669,1.545e+2,1.545e+2,,
460.674,6.850e+1,6.850e+1,,
460.679,2.966e+1,2.966e+1,,
460.684,1.254e+1,1.254e+1,,
460.689,5.181e+0,5.181e+0,,
460.694,2.090e+0,2.090e+0,,
460.699,8.235e-1,8.235e-1,,
460.704,3.169e-1,3.169e-1,,
460.709,1.191e-1,1.191e-1,,
460.714,4.373e-2,4.373e-2,,
460.719,1.568e-2,1.568e-2,,
460.724,5.492e-3,5.492e-3,,
460.729,1.878e-3,1.878e-3,,
460.734,6.275e-4,6.275e-4,,
460.739,2.047e-4,2.047e-4,,
460.744,6.525e-5,6.525e-5,,
460.749,2.031e-5,2.031e-5,,
460.754,6.174e-6,6.174e-6,,
460.759,1.833e-6,1.833e-6,,
460.764,5.317e-7,5.317e-7,,
460.769,1.506e-7,1.506e-7,,
460.774,4.166e-8,4.166e-8,,
460.780,8.640e-9,8.640e-9,,
460.785,2.269e-9,2.269e-9,,
464.573,1.345e-9,1.345e-9,,
464.578,5.136e-9,5.136e-9,,
464.583,1.916e-8,1.916e-8,,
464.588,6.984e-8,6.984e-8,,
464.593,2.488e-7,2.488e-7,,
464.598,8.657e-7,8.657e-7,,
464.603,2.944e-6,2.944e-6,,
464.608,9.783e-6,9.783e-6,,
464.613,3.176e-5,3.176e-5,,
464.618,1.008e-4,1.008e-4,,
464.623,3.124e-4,3.124e-4,,
464.628,9.463e-4,9.463e-4,,
464.633,2.801e-3,2.801e-3,,
464.638,8.101e-3,8.101e-3,,
464.643,2.289e-2,2.289e-2,,
464.648,6.322e-2,6.322e-2,,
464.653,1.706e-1,1.706e-1,,
464.658,4.497e-1,4.497e-1,,
464.663,1.159e+0,1.159e+0,,
464.668,2.917e+0,2.917e+0,,
464.673,7.174e+0,7.174e+0,,
464.678,1.724e+1,1.724e+1,,
464.683,4.049e+1,4.049e+1,,
464.688,9.292e+1,9.292e+1,,
464.693,2.084e+2,2.084e+2,,
464.698,4.565e+2,4.565e+2,,
464.703,9.774e+2,9.774e+2,,
464.708,2.045e+3,2.045e+3,,
464.713,4.179e+3,4.179e+3,,
464.718,8.347e+3,8.347e+3,,
464.723,1.629e+4,1.629e+4,,
464.728,3.107e+4,3.107e+4,,
464.733,5.789e+4,5.789e+4,,
464.738,1.054e+5,1.054e+5,,
464.743,1.875e+5,1.875e+5,,
464.748,3.260e+5,3.260e+5,,
464.753,5.538e+5,5.538e+5,,
464.758,9.192e+5,9.192e+5,,
464.763,1.491e+6,1.491e+6,,
464.768,2.363e+6,2.363e+6,,
464.773,3.658e+6,3.658e+6,,
464.778,5.536e+6,5.536e+6,,
464.783,8.184e+6,8.184e+6,,
464.788,1.182e+7,1.182e+7,,
464.793,1.669e+7,1.669e+7,,
464.798,2.302e+7,2.302e+7,,
464.803,3.103e+7,3.103e+7,,
464.808,4.087e+7,4.087e+7,,
464.813,5.259e+7,5.259e+7,,
464.818,6.612e+7,6.612e+7,,
464.823,8.124e+7,8.124e+7,,
464.828,9.754e+7,9.754e+7,,
464.833,1.144e+8,1.144e+8,,
464.838,1.312e+8,1.312e+8,,
464.843,1.469e+8,1.469e+8,,
464.848,1.608e+8,1.608e+8,,
464.853,1.719e+8,1.719e+8,,
464.858,1.797e+8,1.797e+8,,
464.863,1.834e+8,1.834e+8,,
464.868,1.830e+8,1.830e+8,,
464.873,1.784e+8,1.784e+8,,
464.878,1.700e+8,1.700e+8,,
464.883,1.582e+8,1.582e+8,,
464.888,1.439e+8,1.439e+8,,
464.893,1.279e+8,1.279e+8,,
464.898,1.110e+8,1.110e+8,,
464.903,9.421e+7,9.421e+7,,
464.908,7.811e+7,7.811e+7,,
464.913,6.328e+7,6.328e+7,,
464.918,5.009e+7,5.009e+7,,
464.923,3.875e+7,3.875e+7,,
464.928,2.929e+7,2.929e+7,,
464.933,2.163e+7,2.163e+7,,
464.938,1.561e+7,1.561e+7,,
464.943,1.101e+7,1.101e+7,,
464.948,7.583e+6,7.583e+6,,
464.953,5.105e+6,5.105e+6,,
464.958,3.358e+6,3.358e+6,,
464.963,2.159e+6,2.159e+6,,
464.968,1.356e+6,1.356e+6,,
464.973,8.321e+5,8.321e+5,,
464.978,4.990e+5,4.990e+5,,
464.983,2.924e+5,2.924e+5,,
464.988,1.674e+5,1.674e+5,,
464.993,9.367e+4,9.367e+4,,
464.998,5.121e+4,5.121e+4,,
465.003,2.736e+4,2.736e+4,,
465.008,1.428e+4,1.428e+4,,
465.013,7.282e+3,7.282e+3,,
465.018,3.629e+3,3.629e+3,,
465.023,1.767e+3,1.767e+3,,
465.028,8.409e+2,8.409e+2,,
465.033,3.910e+2,3.910e+2,,
465.038,1.776e+2,1.776e+2,,
465.043,7.885e+1,7.885e+1,,
465.048,3.420e+1,3.420e+1,,
465.053,1.450e+1,1.450e+1,,
465.058,6.003e+0,6.003e+0,,
465.063,2.429e+0,2.429e+0,,
465.068,9.606e-1,9.606e-1,,
465.073,3.712e-1,3.712e-1,,
465.078,1.401e-1,1.401e-1,,
465.083,5.169e-2,5.169e-2,,
465.088,1.863e-2,1.863e-2,,
465.093,6.563e-3,6.563e-3,,
465.098,2.259e-3,2.259e-3,,
465.103,7.596e-4,7.596e-4,,
465.108,2.496e-4,2.496e-4,,
465.113,8.014e-5,8.014e-5,,
465.118,2.514e-5,2.514e-5,,
465.123,7.709e-6,7.709e-6,,
465.128,2.309e-6,2.309e-6,,
465.133,6.759e-7,6.759e-7,,
465.138,1.933e-7,1.933e-7,,
465.143,5.402e-8,5.402e-8,,
465.148,1.475e-8,1.475e-8,,
465.153,3.936e-9,3.936e-9,,
469.858,4.414e-10,4.414e-10,,
469.863,1.658e-9,1.658e-9,,
469.868,6.087e-9,6.087e-9,,
469.873,2.185e-8,2.185e-8,,
469.878,7.668e-8,7.668e-8,,
469.883,2.631e-7,2.631e-7,,
469.888,8.823e-7,8.823e-7,,
469.893,2.893e-6,2.893e-6,,
469.898,9.274e-6,9.274e-6,,
469.903,2.907e-5,2.907e-5,,
469.908,8.906e-5,8.906e-5,,
469.913,2.668e-4,2.668e-4,,
469.918,7.812e-4,7.812e-4,,
469.923,2.236e-3,2.236e-3,,
469.928,6.259e-3,6.259e-3,,
469.933,1.713e-2,1.713e-2,,
469.938,4.581e-2,4.581e-2,,
469.943,1.198e-1,1.198e-1,,
469.948,3.063e-1,3.063e-1,,
469.953,7.657e-1,7.657e-1,,
469.958,1.871e+0,1.871e+0,,
469.963,4.470e+0,4.470e+0,,
469.968,1.044e+1,1.044e+1,,
469.973,2.384e+1,2.384e+1,,
469.978,5.321e+1,5.321e+1,,
469.983,1.161e+2,1.161e+2,,
469.988,2.478e+2,2.478e+2,,
469.993,5.168e+2,5.168e+2,,
469.998,1.054e+3,1.054e+3,,
470.003,2.101e+3,2.101e+3,,
470.008,4.094e+3,4.094e+3,,
470.013,7.801e+3,7.801e+3,,
470.018,1.453e+4,1.453e+4,,
470.023,2.646e+4,2.646e+4,,
470.028,4.711e+4,4.711e+4,,
470.033,8.200e+4,8.200e+4,,
470.038,1.395e+5,1.395e+5,,
470.043,2.321e+5,2.321e+5,,
470.048,3.775e+5,3.775e+5,,
470.053,6.002e+5,6.002e+5,,
470.058,9.329e+5,9.329e+5,,
470.063,1.418e+6,1.418e+6,,
470.068,2.106e+6,2.106e+6,,
470.073,3.059e+6,3.059e+6,,
470.078,4.344e+6,4.344e+6,,
470.083,6.030e+6,6.030e+6,,
470.088,8.183e+6,8.183e+6,,
470.093,1.086e+7,1.086e+7,,
470.098,1.408e+7,1.408e+7,,
470.103,1.786e+7,1.786e+7,,
470.108,2.214e+7,2.214e+7,,
470.113,2.683e+7,2.683e+7,,
470.118,3.179e+7,3.179e+7,,
470.123,3.683e+7,3.683e+7,,
470.128,4.171e+7,4.171e+7,,
470.133,4.618e+7,4.618e+7,,
470.138,4.998e+7,4.998e+7,,
470.143,5.289e+7,5.289e+7,,
470.148,5.472e+7,5.472e+7,,
470.153,5.534e+7,5.534e+7,,
470.158,5.472e+7,5.472e+7,,
470.163,5.289e+7,5.289e+7,,
470.168,4.998e+7,4.998e+7,,
470.173,4.618e+7,4.618e+7,,
470.178,4.171e+7,4.171e+7,,
470.183,3.683e+7,3.683e+7,,
470.188,3.179e+7,3.179e+7,,
470.193,2.683e+7,2.683e+7,,
470.198,2.214e+7,2.214e+7,,
470.203,1.786e+7,1.786e+7,,
470.208,1.408e+7,1.408e+7,,
470.213,1.086e+7,1.086e+7,,
470.218,8.183e+6,8.183e+6,,
470.223,6.030e+6,6.030e+6,,
470.228,4.344e+6,4.344e+6,,
470.233,3.059e+6,3.059e+6,,
470.238,2.106e+6,2.106e+6,,
470.243,1.418e+6,1.418e+6,,
470.248,9.329e+5,9.329e+5,,
470.253,6.002e+5,6.002e+5,,
470.258,3.775e+5,3.775e+5,,
470.263,2.321e+5,2.321e+5,,
470.268,1.395e+5,1.395e+5,,
470.273,8.200e+4,8.200e+4,,
470.278,4.711e+4,4.711e+4,,
470.283,2.646e+4,2.646e+4,,
470.288,1.453e+4,1.453e+4,,
470.293,7.801e+3,7.801e+3,,
470.298,4.094e+3,4.094e+3,,
470.303,2.101e+3,2.101e+3,,
470.308,1.054e+3,1.054e+3,,
470.313,5.168e+2,5.168e+2,,
470.318,2.478e+2,2.478e+2,,
470.323,1.161e+2,1.161e+2,,
470.328,5.321e+1,5.321e+1,,
470.333,2.384e+1,2.384e+1,,
470.338,1.044e+1,1.044e+1,,
470.343,4.470e+0,4.470e+0,,
470.348,1.871e+0,1.871e+0,,
470.353,7.657e-1,7.657e-1,,
470.358,3.063e-1,3.063e-1,,
470.363,1.198e-1,1.198e-1,,
470.368,4.581e-2,4.581e-2,,
470.373,1.713e-2,1.713e-2,,
470.378,6.259e-3,6.259e-3,,
470.383,2.236e-3,2.236e-3,,
470.388,7.812e-4,7.812e-4,,
470.393,2.668e-4,2.668e-4,,
470.398,8.906e-5,8.906e-5,,
470.403,2.907e-5,2.907e-5,,
470.408,9.274e-6,9.274e-6,,
470.413,2.893e-6,2.893e-6,,
470.418,8.823e-7,8.823e-7,,
470.423,2.631e-7,2.631e-7,,
470.428,7.668e-8,7.668e-8,,
470.433,2.185e-8,2.185e-8,,
470.438,6.087e-9,6.087e-9,,
470.443,1.658e-9,1.658e-9,,
471.149,7.588e-9,7.588e-9,,
471.154,2.804e-8,2.804e-8,,
471.159,1.013e-7,1.013e-7,,
471.164,3.579e-7,3.579e-7,,
471.169,1.236e-6,1.236e-6,,
471.174,4.175e-6,4.175e-6,,
471.179,1.379e-5,1.379e-5,,
471.184,4.451e-5,4.451e-5,,
471.189,1.405e-4,1.405e-4,,
471.194,4.337e-4,4.337e-4,,
471.199,1.309e-3,1.309e-3,,
471.204,3.862e-3,3.862e-3,,
471.209,1.114e-2,1.114e-2,,
471.214,3.143e-2,3.143e-2,,
471.219,8.670e-2,8.670e-2,,
471.224,2.338e-1,2.338e-1,,
471.229,6.166e-1,6.166e-1,,
471.234,1.590e+0,1.590e+0,,
471.239,4.007e+0,4.007e+0,,
471.244,9.877e+0,9.877e+0,,
471.249,2.380e+1,2.380e+1,,
471.254,5.609e+1,5.609e+1,,
471.259,1.292e+2,1.292e+2,,
471.264,2.911e+2,2.911e+2,,
471.269,6.412e+2,6.412e+2,,
471.274,1.381e+3,1.381e+3,,
471.279,2.908e+3,2.908e+3,,
471.284,5.986e+3,5.986e+3,,
471.289,1.205e+4,1.205e+4,,
471.294,2.372e+4,2.372e+4,,
471.299,4.564e+4,4.564e+4,,
471.304,8.589e+4,8.589e+4,,
471.309,1.580e+5,1.580e+5,,
471.314,2.842e+5,2.842e+5,,
471.319,4.999e+5,4.999e+5,,
471.324,8.598e+5,8.598e+5,,
471.329,1.446e+6,1.446e+6,,
471.334,2.377e+6,2.377e+6,,
471.339,3.821e+6,3.821e+6,,
471.344,6.005e+6,6.005e+6,,
471.349,9.228e+6,9.228e+6,,
471.354,1.387e+7,1.387e+7,,
471.359,2.037e+7,2.037e+7,,
471.364,2.926e+7,2.926e+7,,
471.369,4.110e+7,4.110e+7,,
471.374,5.644e+7,5.644e+7,,
471.379,7.579e+7,7.579e+7,,
471.384,9.950e+7,9.950e+7,,
471.389,1.277e+8,1.277e+8,,
471.394,1.603e+8,1.603e+8,,
471.399,1.967e+8,1.967e+8,,
471.404,2.360e+8,2.360e+8,,
471.409,2.769e+8,2.769e+8,,
471.414,3.177e+8,3.177e+8,,
471.419,3.563e+8,3.563e+8,,
471.424,3.907e+8,3.907e+8,,
471.429,4.189e+8,4.189e+8,,
471.434,4.392e+8,4.392e+8,,
471.439,4.502e+8,4.502e+8,,
471.444,4.513e+8,4.513e+8,,
471.449,4.422e+8,4.422e+8,,
471.454,4.238e+8,4.238e+8,,
471.459,3.971e+8,3.971e+8,,
471.464,3.639e+8,3.639e+8,,
471.469,3.262e+8,3.262e+8,,
471.474,2.861e+8,2.861e+8,,
471.479,2.457e+8,2.457e+8,,
471.484,2.068e+8,2.068e+8,,
471.489,1.708e+8,1.708e+8,,
471.494,1.391e+8,1.391e+8,,
471.499,1.122e+8,1.122e+8,,
471.504,9.050e+7,9.050e+7,,
471.509,7.409e+7,7.409e+7,,
471.514,6.274e+7,6.274e+7,,
471.519,5.603e+7,5.603e+7,,
471.524,5.344e+7,5.344e+7,,
471.529,5.435e+7,5.435e+7,,
471.534,5.809e+7,5.809e+7,,
471.539,6.396e+7,6.396e+7,,
471.544,7.123e+7,7.123e+7,,
471.549,7.916e+7,7.916e+7,,
471.554,8.706e+7,8.706e+7,,
471.559,9.425e+7,9.425e+7,,
471.564,1.001e+8,1.001e+8,,
471.569,1.042e+8,1.042e+8,,
471.574,1.062e+8,1.062e+8,,
471.579,1.059e+8,1.059e+8,,
471.584,1.033e+8,1.033e+8,,
471.589,9.849e+7,9.849e+7,,
471.594,9.185e+7,9.185e+7,,
471.599,8.376e+7,8.376e+7,,
471.604,7.468e+7,7.468e+7,,
471.609,6.511e+7,6.511e+7,,
471.614,5.550e+7,5.550e+7,,
471.619,4.626e+7,4.626e+7,,
471.624,3.770e+7,3.770e+7,,
471.629,3.004e+7,3.004e+7,,
471.634,2.341e+7,2.341e+7,,
471.639,1.783e+7,1.783e+7,,
471.644,1.328e+7,1.328e+7,,
471.649,9.674e+6,9.674e+6,,
471.654,6.889e+6,6.889e+6,,
471.659,4.797e+6,4.797e+6,,
471.664,3.266e+6,3.266e+6,,
471.669,2.174e+6,2.174e+6,,
471.674,1.415e+6,1.415e+6,,
471.679,9.004e+5,9.004e+5,,
471.684,5.603e+5,5.603e+5,,
471.689,3.409e+5,3.409e+5,,
471.694,2.028e+5,2.028e+5,,
471.699,1.180e+5,1.180e+5,,
471.704,6.709e+4,6.709e+4,,
471.709,3.731e+4,3.731e+4,,
471.714,2.029e+4,2.029e+4,,
471.719,1.078e+4,1.078e+4,,
471.724,5.606e+3,5.606e+3,,
471.729,2.849e+3,2.849e+3,,
471.734,1.416e+3,1.416e+3,,
471.739,6.881e+2,6.881e+2,,
471.744,3.269e+2,3.269e+2,,
471.749,1.519e+2,1.519e+2,,
471.754,6.898e+1,6.898e+1,,
471.759,3.063e+1,3.063e+1,,
471.764,1.330e+1,1.330e+1,,
471.769,5.648e+0,5.648e+0,,
471.774,2.345e+0,2.345e+0,,
471.779,9.519e-1,9.519e-1,,
471.784,3.778e-1,3.778e-1,,
471.789,1.466e-1,1.466e-1,,
471.794,5.563e-2,5.563e-2,,
471.799,2.064e-2,2.064e-2,,
471.804,7.487e-3,7.487e-3,,
471.809,2.656e-3,2.656e-3,,
471.814,9.210e-4,9.210e-4,,
471.819,3.123e-4,3.123e-4,,
471.824,1.036e-4,1.036e-4,,
471.829,3.357e-5,3.357e-5,,
471.834,1.064e-5,1.064e-5,,
471.839,3.298e-6,3.298e-6,,
471.844,9.995e-7,9.995e-7,,
471.849,2.961e-7,2.961e-7,,
471.854,8.580e-8,8.580e-8,,
471.859,2.430e-8,2.430e-8,,
471.864,6.732e-9,6.732e-9,,
471.869,1.823e-9,1.823e-9,,
472.950,3.712e-10,3.712e-10,,
472.955,1.377e-9,1.377e-9,,
472.960,4.992e-9,4.992e-9,,
472.965,1.770e-8,1.770e-8,,
472.970,6.138e-8,6.138e-8,,
472.975,2.082e-7,2.082e-7,,
472.980,6.903e-7,6.903e-7,,
472.985,2.239e-6,2.239e-6,,
472.990,7.101e-6,7.101e-6,,
472.995,2.202e-5,2.202e-5,,
473.000,6.680e-5,6.680e-5,,
473.005,1.981e-4,1.981e-4,,
473.011,7.092e-4,7.092e-4,,
473.016,2.003e-3,2.003e-3,,
473.021,5.530e-3,5.530e-3,,
473.026,1.494e-2,1.494e-2,,
473.031,3.944e-2,3.944e-2,,
473.036,1.019e-1,1.019e-1,,
473.041,2.573e-1,2.573e-1,,
473.046,6.355e-1,6.355e-1,,
473.051,1.535e+0,1.535e+0,,
473.056,3.626e+0,3.626e+0,,
473.061,8.375e+0,8.375e+0,,
473.066,1.892e+1,1.892e+1,,
473.071,4.179e+1,4.179e+1,,
473.076,9.027e+1,9.027e+1,,
473.081,1.907e+2,1.907e+2,,
473.086,3.940e+2,3.940e+2,,
473.091,7.960e+2,7.960e+2,,
473.096,1.573e+3,1.573e+3,,
473.101,3.038e+3,3.038e+3,,
473.106,5.741e+3,5.741e+3,,
473.111,1.061e+4,1.061e+4,,
473.116,1.917e+4,1.917e+4,,
473.121,3.387e+4,3.387e+4,,
473.126,5.852e+4,5.852e+4,,
473.131,9.889e+4,9.889e+4,,
473.136,1.634e+5,1.634e+5,,
473.141,2.641e+5,2.641e+5,,
473.146,4.174e+5,4.174e+5,,
473.151,6.451e+5,6.451e+5,,
473.156,9.750e+5,9.750e+5,,
473.161,1.441e+6,1.441e+6,,
473.166,2.083e+6,2.083e+6,,
473.171,2.944e+6,2.944e+6,,
473.176,4.069e+6,4.069e+6,,
473.181,5.501e+6,5.501e+6,,
473.186,7.271e+6,7.271e+6,,
473.191,9.399e+6,9.399e+6,,
473.196,1.188e+7,1.188e+7,,
473.201,1.469e+7,1.469e+7,,
473.206,1.776e+7,1.776e+7,,
473.211,2.100e+7,2.100e+7,,
473.216,2.428e+7,2.428e+7,,
473.221,2.745e+7,2.745e+7,,
473.226,3.035e+7,3.035e+7,,
473.231,3.281e+7,3.281e+7,,
473.236,3.470e+7,3.470e+7,,
473.241,3.588e+7,3.588e+7,,
473.246,3.628e+7,3.628e+7,,
473.251,3.588e+7,3.588e+7,,
473.256,3.470e+7,3.470e+7,,
473.261,3.281e+7,3.281e+7,,
473.266,3.035e+7,3.035e+7,,
473.271,2.745e+7,2.745e+7,,
473.276,2.428e+7,2.428e+7,,
473.281,2.100e+7,2.100e+7,,
473.286,1.776e+7,1.776e+7,,
473.291,1.469e+7,1.469e+7,,
473.296,1.188e+7,1.188e+7,,
473.301,9.399e+6,9.399e+6,,
473.306,7.271e+6,7.271e+6,,
473.311,5.501e+6,5.501e+6,,
473.316,4.069e+6,4.069e+6,,
473.321,2.944e+6,2.944e+6,,
473.326,2.083e+6,2.083e+6,,
473.331,1.441e+6,1.441e+6,,
473.336,9.750e+5,9.750e+5,,
473.341,6.451e+5,6.451e+5,,
473.346,4.174e+5,4.174e+5,,
473.351,2.641e+5,2.641e+5,,
473.356,1.634e+5,1.634e+5,,
473.361,9.889e+4,9.889e+4,,
473.366,5.852e+4,5.852e+4,,
473.371,3.387e+4,3.387e+4,,
473.376,1.917e+4,1.917e+4,,
473.381,1.061e+4,1.061e+4,,
473.386,5.741e+3,5.741e+3,,
473.391,3.038e+3,3.038e+3,,
473.396,1.573e+3,1.573e+3,,
473.401,7.960e+2,7.960e+2,,
473.406,3.940e+2,3.940e+2,,
473.411,1.907e+2,1.907e+2,,
473.416,9.027e+1,9.027e+1,,
473.421,4.179e+1,4.179e+1,,
473.426,1.892e+1,1.892e+1,,
473.431,8.375e+0,8.375e+0,,
473.436,3.626e+0,3.626e+0,,
473.441,1.535e+0,1.535e+0,,
473.446,6.355e-1,6.355e-1,,
473.451,2.573e-1,2.573e-1,,
473.456,1.019e-1,1.019e-1,,
473.461,3.944e-2,3.944e-2,,
