Wavelength (nm),Sum(calc),Ni I (6.8e-2),Ni II (9.3e-1),Ni III (6.9e-4)
345.666,7.964e-3,7.964e-3,,5.158e-18
345.671,3.513e-2,3.513e-2,,5.158e-18
345.676,1.486e-1,1.486e-1,,5.158e-18
345.681,6.028e-1,6.028e-1,,5.159e-18
345.686,2.345e+0,2.345e+0,,5.159e-18
345.691,8.751e+0,8.751e+0,,5.160e-18
345.696,3.132e+1,3.132e+1,,5.160e-18
345.701,1.075e+2,1.075e+2,,5.160e-18
345.706,3.538e+2,3.538e+2,,5.161e-18
345.711,1.117e+3,1.117e+3,,5.161e-18
345.716,3.381e+3,3.381e+3,,5.162e-18
345.721,9.818e+3,9.818e+3,,5.162e-18
345.726,2.734e+4,2.734e+4,,5.162e-18
345.731,7.302e+4,7.302e+4,,5.163e-18
345.736,1.870e+5,1.870e+5,,5.163e-18
345.741,4.595e+5,4.595e+5,,5.164e-18
345.746,1.083e+6,1.083e+6,,5.164e-18
345.751,2.446e+6,2.446e+6,,5.164e-18
345.756,5.301e+6,5.301e+6,,5.165e-18
345.761,1.102e+7,1.102e+7,,5.165e-18
345.766,2.196e+7,2.196e+7,,5.165e-18
345.771,4.197e+7,4.197e+7,,5.166e-18
345.776,7.695e+7,7.695e+7,,5.166e-18
345.781,1.353e+8,1.353e+8,,5.167e-18
345.786,2.282e+8,2.282e+8,,5.167e-18
345.791,3.690e+8,3.690e+8,,5.167e-18
345.796,5.723e+8,5.723e+8,,5.168e-18
345.801,8.514e+8,8.514e+8,,5.168e-18
345.806,1.215e+9,1.215e+9,,5.169e-18
345.811,1.662e+9,1.662e+9,,5.169e-18
345.816,2.181e+9,2.181e+9,,5.169e-18
345.821,2.744e+9,2.744e+9,,5.170e-18
345.826,3.312e+9,3.312e+9,,5.170e-18
345.831,3.834e+9,3.834e+9,,5.171e-18
345.836,4.257e+9,4.257e+9,,5.171e-18
345.841,4.532e+9,4.532e+9,,5.171e-18
345.846,4.628e+9,4.628e+9,,5.172e-18
345.851,4.532e+9,4.532e+9,,5.172e-18
345.856,4.257e+9,4.257e+9,,5.172e-18
345.861,3.834e+9,3.834e+9,,5.173e-18
345.866,3.312e+9,3.312e+9,,5.173e-18
345.871,2.744e+9,2.744e+9,,5.174e-18
345.876,2.181e+9,2.181e+9,,5.174e-18
345.881,1.662e+9,1.662e+9,,5.174e-18
345.886,1.215e+9,1.215e+9,,5.175e-18
345.891,8.514e+8,8.514e+8,,5.175e-18
345.896,5.723e+8,5.723e+8,,5.176e-18
345.901,3.690e+8,3.690e+8,,5.176e-18
345.906,2.282e+8,2.282e+8,,5.176e-18
345.911,1.353e+8,1.353e+8,,5.177e-18
345.916,7.695e+7,7.695e+7,,5.177e-18
345.921,4.197e+7,4.197e+7,,5.178e-18
345.926,2.196e+7,2.196e+7,,5.178e-18
345.931,1.102e+7,1.102e+7,,5.178e-18
345.936,5.301e+6,5.301e+6,,5.179e-18
345.941,2.446e+6,2.446e+6,,5.179e-18
345.946,1.083e+6,1.083e+6,,5.179e-18
345.951,4.595e+5,4.595e+5,,5.180e-18
345.956,1.870e+5,1.870e+5,,5.180e-18
345.961,7.302e+4,7.302e+4,,5.181e-18
345.966,2.734e+4,2.734e+4,,5.181e-18
345.971,9.818e+3,9.818e+3,,5.181e-18
345.976,3.381e+3,3.381e+3,,5.182e-18
345.981,1.117e+3,1.117e+3,,5.182e-18
345.986,3.538e+2,3.538e+2,,5.183e-18
345.991,1.075e+2,1.075e+2,,5.183e-18
345.996,3.151e+1,3.151e+1,,5.183e-18
346.001,9.547e+0,9.547e+0,,5.184e-18
346.006,5.408e+0,5.408e+0,,5.184e-18
346.011,1.191e+1,1.191e+1,,5.185e-18
346.016,4.018e+1,4.018e+1,,5.185e-18
346.021,1.360e+2,1.360e+2,,5.185e-18
346.026,4.427e+2,4.427e+2,,5.186e-18
346.031,1.383e+3,1.383e+3,,5.186e-18
346.036,4.144e+3,4.144e+3,,5.186e-18
346.041,1.191e+4,1.191e+4,,5.187e-18
346.046,3.283e+4,3.283e+4,,5.187e-18
346.051,8.679e+4,8.679e+4,,5.188e-18
346.056,2.201e+5,2.201e+5,,5.188e-18
346.061,5.352e+5,5.352e+5,,5.188e-18
346.066,1.249e+6,1.249e+6,,5.189e-18
346.071,2.794e+6,2.794e+6,,5.189e-18
346.076,5.995e+6,5.995e+6,,5.190e-18
346.081,1.234e+7,1.234e+7,,5.190e-18
346.086,2.436e+7,2.436e+7,,5.190e-18
346.091,4.612e+7,4.612e+7,,5.191e-18
346.096,8.376e+7,8.376e+7,,5.191e-18
346.101,1.459e+8,1.459e+8,,5.192e-18
346.106,2.437e+8,2.437e+8,,5.192e-18
346.111,3.906e+8,3.906e+8,,5.192e-18
346.116,6.003e+8,6.003e+8,,5.193e-18
346.121,8.849e+8,8.849e+8,,5.193e-18
346.126,1.251e+9,1.251e+9,,5.193e-18
346.131,1.697e+9,1.697e+9,,5.194e-18
346.136,2.207e+9,2.207e+9,,5.194e-18
346.141,2.753e+9,2.753e+9,,5.195e-18
346.146,3.294e+9,3.294e+9,,5.195e-18
346.151,3.780e+9,3.780e+9,,5.195e-18
346.156,4.161e+9,4.161e+9,,5.196e-18
346.161,4.393e+9,4.393e+9,,5.196e-18
346.166,4.448e+9,4.448e+9,,5.197e-18
346.171,4.320e+9,4.320e+9,,5.197e-18
346.176,4.024e+9,4.024e+9,,5.197e-18
346.181,3.595e+9,3.595e+9,,5.198e-18
346.186,3.081e+9,3.081e+9,,5.198e-18
346.191,2.532e+9,2.532e+9,,5.199e-18
346.196,1.996e+9,1.996e+9,,5.199e-18
346.201,1.510e+9,1.510e+9,,5.199e-18
346.206,1.095e+9,1.095e+9,,5.200e-18
346.211,7.615e+8,7.615e+8,,5.200e-18
346.216,5.080e+8,5.080e+8,,5.200e-18
346.221,3.251e+8,3.251e+8,,5.201e-18
346.226,1.995e+8,1.995e+8,,5.201e-18
346.231,1.174e+8,1.174e+8,,5.202e-18
346.236,6.631e+7,6.631e+7,,5.202e-18
346.241,3.591e+7,3.591e+7,,5.202e-18
346.246,1.865e+7,1.865e+7,,5.203e-18
346.251,9.291e+6,9.291e+6,,5.203e-18
346.256,4.439e+6,4.439e+6,,5.204e-18
346.261,2.034e+6,2.034e+6,,5.204e-18
346.266,8.942e+5,8.942e+5,,5.204e-18
346.271,3.770e+5,3.770e+5,,5.205e-18
346.276,1.524e+5,1.524e+5,,5.205e-18
346.282,4.868e+4,4.868e+4,,5.206e-18
346.287,1.796e+4,1.796e+4,,5.206e-18
346.292,6.353e+3,6.353e+3,,5.206e-18
346.297,2.156e+3,2.156e+3,,5.207e-18
346.302,7.018e+2,7.018e+2,,5.207e-18
346.307,2.191e+2,2.191e+2,,5.208e-18
346.312,6.560e+1,6.560e+1,,5.208e-18
346.317,1.884e+1,1.884e+1,,5.208e-18
346.322,5.190e+0,5.190e+0,,5.209e-18
346.327,1.371e+0,1.371e+0,,5.209e-18
346.332,3.474e-1,3.474e-1,,5.209e-18
346.337,8.444e-2,8.444e-2,,5.210e-18
346.342,1.969e-2,1.969e-2,,5.210e-18
346.347,4.401e-3,4.401e-3,,5.211e-18
346.352,9.439e-4,9.439e-4,,5.211e-18
346.357,1.941e-4,1.941e-4,,5.211e-18
346.362,3.830e-5,3.830e-5,,5.212e-18
346.367,7.247e-6,7.247e-6,,5.212e-18
346.372,1.315e-6,1.315e-6,,5.213e-18
346.377,2.289e-7,2.289e-7,,5.213e-18
346.382,3.822e-8,3.822e-8,,5.213e-18
347.032,2.530e-9,2.530e-9,,5.264e-18
347.037,1.562e-8,1.562e-8,,5.264e-18
347.042,9.252e-8,9.252e-8,,5.265e-18
347.047,5.257e-7,5.257e-7,,5.265e-18
347.052,2.866e-6,2.866e-6,,5.265e-18
347.057,1.499e-5,1.499e-5,,5.266e-18
347.062,7.521e-5,7.521e-5,,5.266e-18
347.067,3.620e-4,3.620e-4,,5.267e-18
347.072,1.672e-3,1.672e-3,,5.267e-18
347.077,7.408e-3,7.408e-3,,5.267e-18
347.082,3.149e-2,3.149e-2,,5.268e-18
347.087,1.284e-1,1.284e-1,,5.268e-18
347.092,5.025e-1,5.025e-1,,5.269e-18
347.097,1.886e+0,1.886e+0,,5.269e-18
347.102,6.792e+0,6.792e+0,,5.269e-18
347.107,2.347e+1,2.347e+1,,5.270e-18
347.112,7.778e+1,7.778e+1,,5.270e-18
347.117,2.473e+2,2.473e+2,,5.270e-18
347.122,7.545e+2,7.545e+2,,5.271e-18
347.127,2.208e+3,2.208e+3,,5.271e-18
347.132,6.201e+3,6.201e+3,,5.272e-18
347.137,1.671e+4,1.671e+4,,5.272e-18
347.142,4.317e+4,4.317e+4,,5.272e-18
347.147,1.071e+5,1.071e+5,,5.273e-18
347.152,2.547e+5,2.547e+5,,5.273e-18
347.157,5.812e+5,5.812e+5,,5.274e-18
347.162,1.273e+6,1.273e+6,,5.274e-18
347.167,2.673e+6,2.673e+6,,5.274e-18
347.172,5.387e+6,5.387e+6,,5.275e-18
347.177,1.041e+7,1.041e+7,,5.275e-18
347.182,1.932e+7,1.932e+7,,5.276e-18
347.187,3.438e+7,3.438e+7,,5.276e-18
347.192,5.869e+7,5.869e+7,,5.276e-18
347.197,9.613e+7,9.613e+7,,5.277e-18
347.202,1.511e+8,1.511e+8,,5.277e-18
347.207,2.277e+8,2.277e+8,,5.277e-18
347.212,3.294e+8,3.294e+8,,5.278e-18
347.217,4.570e+8,4.570e+8,,5.278e-18
347.222,6.084e+8,6.084e+8,,5.279e-18
347.227,7.771e+8,7.771e+8,,5.279e-18
347.232,9.521e+8,9.521e+8,,5.279e-18
347.237,1.119e+9,1.119e+9,,5.280e-18
347.242,1.262e+9,1.262e+9,,5.280e-18
347.247,1.366e+9,1.366e+9,,5.281e-18
347.252,1.418e+9,1.418e+9,,5.281e-18
347.257,1.412e+9,1.412e+9,,5.281e-18
347.262,1.349e+9,1.349e+9,,5.282e-18
347.267,1.236e+9,1.236e+9,,5.282e-18
347.272,1.087e+9,1.087e+9,,5.283e-18
347.277,9.173e+8,9.173e+8,,5.283e-18
347.282,7.424e+8,7.424e+8,,5.283e-18
347.287,5.765e+8,5.765e+8,,5.284e-18
347.292,4.295e+8,4.295e+8,,5.284e-18
347.297,3.070e+8,3.070e+8,,5.284e-18
347.302,2.105e+8,2.105e+8,,5.285e-18
347.307,1.385e+8,1.385e+8,,5.285e-18
347.312,8.739e+7,8.739e+7,,5.286e-18
347.317,5.291e+7,5.291e+7,,5.286e-18
347.322,3.074e+7,3.074e+7,,5.286e-18
347.327,1.713e+7,1.713e+7,,5.287e-18
347.332,9.159e+6,9.159e+6,,5.287e-18
347.337,4.698e+6,4.698e+6,,5.288e-18
347.342,2.312e+6,2.312e+6,,5.288e-18
347.347,1.092e+6,1.092e+6,,5.288e-18
347.352,4.944e+5,4.944e+5,,5.289e-18
347.357,2.148e+5,2.148e+5,,5.289e-18
347.362,8.957e+4,8.957e+4,,5.290e-18
347.367,3.583e+4,3.583e+4,,5.290e-18
347.372,1.375e+4,1.375e+4,,5.290e-18
347.377,5.061e+3,5.061e+3,,5.291e-18
347.382,1.787e+3,1.787e+3,,5.291e-18
347.387,6.057e+2,6.057e+2,,5.291e-18
347.393,1.565e+2,1.565e+2,,5.292e-18
347.398,4.840e+1,4.840e+1,,5.292e-18
347.403,1.436e+1,1.436e+1,,5.293e-18
347.408,4.089e+0,4.089e+0,,5.293e-18
347.413,1.117e+0,1.117e+0,,5.294e-18
347.418,2.926e-1,2.926e-1,,5.294e-18
347.423,7.356e-2,7.356e-2,,5.294e-18
347.428,1.774e-2,1.774e-2,,5.295e-18
347.433,4.105e-3,4.105e-3,,5.295e-18
347.438,9.112e-4,9.112e-4,,5.295e-18
347.443,1.941e-4,1.941e-4,,5.296e-18
347.448,3.965e-5,3.965e-5,,5.296e-18
347.453,7.772e-6,7.772e-6,,5.297e-18
347.458,1.462e-6,1.462e-6,,5.297e-18
347.463,2.637e-7,2.637e-7,,5.297e-18
347.468,4.564e-8,4.564e-8,,5.298e-18
347.473,7.579e-9,7.579e-9,,5.298e-18
348.158,2.904e-9,2.904e-9,,5.351e-18
348.163,1.743e-8,1.743e-8,,5.352e-18
348.168,1.004e-7,1.004e-7,,5.352e-18
348.173,5.548e-7,5.548e-7,,5.353e-18
348.178,2.943e-6,2.943e-6,,5.353e-18
348.183,1.498e-5,1.498e-5,,5.353e-18
348.188,7.317e-5,7.317e-5,,5.354e-18
348.193,3.430e-4,3.430e-4,,5.354e-18
348.198,1.543e-3,1.543e-3,,5.355e-18
348.203,6.660e-3,6.660e-3,,5.355e-18
348.208,2.759e-2,2.759e-2,,5.355e-18
348.213,1.097e-1,1.097e-1,,5.356e-18
348.218,4.184e-1,4.184e-1,,5.356e-18
348.223,1.532e+0,1.532e+0,,5.356e-18
348.228,5.381e+0,5.381e+0,,5.357e-18
348.233,1.814e+1,1.814e+1,,5.357e-18
348.238,5.870e+1,5.870e+1,,5.358e-18
348.243,1.822e+2,1.822e+2,,5.358e-18
348.248,5.430e+2,5.430e+2,,5.358e-18
348.253,1.552e+3,1.552e+3,,5.359e-18
348.258,4.260e+3,4.260e+3,,5.359e-18
348.263,1.122e+4,1.122e+4,,5.360e-18
348.268,2.834e+4,2.834e+4,,5.360e-18
348.273,6.872e+4,6.872e+4,,5.360e-18
348.278,1.599e+5,1.599e+5,,5.361e-18
348.283,3.571e+5,3.571e+5,,5.361e-18
348.288,7.651e+5,7.651e+5,,5.362e-18
348.293,1.573e+6,1.573e+6,,5.362e-18
348.298,3.105e+6,3.105e+6,,5.362e-18
348.303,5.880e+6,5.880e+6,,5.363e-18
348.308,1.069e+7,1.069e+7,,5.363e-18
348.313,1.864e+7,1.864e+7,,5.363e-18
348.318,3.119e+7,3.119e+7,,5.364e-18
348.323,5.009e+7,5.009e+7,,5.364e-18
348.328,7.720e+7,7.720e+7,,5.365e-18
348.333,1.142e+8,1.142e+8,,5.365e-18
348.338,1.621e+8,1.621e+8,,5.365e-18
348.343,2.207e+8,2.207e+8,,5.366e-18
348.348,2.885e+8,2.885e+8,,5.366e-18
348.353,3.619e+8,3.619e+8,,5.367e-18
348.358,4.356e+8,4.356e+8,,5.367e-18
348.363,5.031e+8,5.031e+8,,5.367e-18
348.368,5.577e+8,5.577e+8,,5.368e-18
348.373,5.933e+8,5.933e+8,,5.368e-18
348.378,6.056e+8,6.056e+8,,5.369e-18
348.383,5.933e+8,5.933e+8,,5.369e-18
348.388,5.577e+8,5.577e+8,,5.369e-18
348.393,5.031e+8,5.031e+8,,5.370e-18
348.398,4.356e+8,4.356e+8,,5.370e-18
348.403,3.619e+8,3.619e+8,,5.370e-18
348.408,2.885e+8,2.885e+8,,5.371e-18
348.413,2.207e+8,2.207e+8,,5.371e-18
348.418,1.621e+8,1.621e+8,,5.372e-18
348.423,1.142e+8,1.142e+8,,5.372e-18
348.428,7.720e+7,7.720e+7,,5.372e-18
348.433,5.009e+7,5.009e+7,,5.373e-18
348.438,3.119e+7,3.119e+7,,5.373e-18
348.443,1.864e+7,1.864e+7,,5.374e-18
348.448,1.069e+7,1.069e+7,,5.374e-18
348.453,5.880e+6,5.880e+6,,5.374e-18
348.458,3.105e+6,3.105e+6,,5.375e-18
348.463,1.573e+6,1.573e+6,,5.375e-18
348.468,7.651e+5,7.651e+5,,5.376e-18
348.473,3.571e+5,3.571e+5,,5.376e-18
348.478,1.599e+5,1.599e+5,,5.376e-18
348.483,6.872e+4,6.872e+4,,5.377e-18
348.488,2.834e+4,2.834e+4,,5.377e-18
348.493,1.122e+4,1.122e+4,,5.377e-18
348.498,4.260e+3,4.260e+3,,5.378e-18
348.504,1.262e+3,1.262e+3,,5.378e-18
348.509,4.379e+2,4.379e+2,,5.379e-18
348.514,1.458e+2,1.458e+2,,5.379e-18
348.519,4.657e+1,4.657e+1,,5.379e-18
348.524,1.427e+1,1.427e+1,,5.380e-18
348.529,4.199e+0,4.199e+0,,5.380e-18
348.534,1.186e+0,1.186e+0,,5.381e-18
348.539,3.212e-1,3.212e-1,,5.381e-18
348.544,8.350e-2,8.350e-2,,5.381e-18
348.549,2.083e-2,2.083e-2,,5.382e-18
348.554,4.987e-3,4.987e-3,,5.382e-18
348.559,1.146e-3,1.146e-3,,5.383e-18
348.564,2.526e-4,2.526e-4,,5.383e-18
348.569,5.346e-5,5.346e-5,,5.383e-18
348.574,1.085e-5,1.085e-5,,5.384e-18
348.579,2.115e-6,2.115e-6,,5.384e-18
348.584,3.954e-7,3.954e-7,,5.385e-18
348.589,7.096e-8,7.096e-8,,5.385e-18
348.594,1.222e-8,1.222e-8,,5.385e-18
348.599,2.019e-9,2.019e-9,,5.386e-18
349.074,1.439e-8,1.439e-8,,5.423e-18
349.079,8.697e-8,8.697e-8,,5.423e-18
349.084,5.045e-7,5.045e-7,,5.423e-18
349.089,2.809e-6,2.809e-6,,5.424e-18
349.094,1.502e-5,1.502e-5,,5.424e-18
349.099,7.704e-5,7.704e-5,,5.425e-18
349.104,3.793e-4,3.793e-4,,5.425e-18
349.109,1.793e-3,1.793e-3,,5.425e-18
349.114,8.134e-3,8.134e-3,,5.426e-18
349.119,3.542e-2,3.542e-2,,5.426e-18
349.124,1.480e-1,1.480e-1,,5.427e-18
349.129,5.940e-1,5.940e-1,,5.427e-18
349.134,2.287e+0,2.287e+0,,5.427e-18
349.139,8.454e+0,8.454e+0,,5.428e-18
349.144,2.999e+1,2.999e+1,,5.428e-18
349.149,1.021e+2,1.021e+2,,5.428e-18
349.154,3.338e+2,3.338e+2,,5.429e-18
349.159,1.047e+3,1.047e+3,,5.429e-18
349.164,3.154e+3,3.154e+3,,5.430e-18
349.169,9.116e+3,9.116e+3,,5.430e-18
349.174,2.529e+4,2.529e+4,,5.430e-18
349.179,6.735e+4,6.735e+4,,5.431e-18
349.184,1.722e+5,1.722e+5,,5.431e-18
349.189,4.224e+5,4.224e+5,,5.432e-18
349.194,9.946e+5,9.946e+5,,5.432e-18
349.199,2.248e+6,2.248e+6,,5.432e-18
349.204,4.878e+6,4.878e+6,,5.433e-18
349.209,1.016e+7,1.016e+7,,5.433e-18
349.214,2.030e+7,2.030e+7,,5.434e-18
349.219,3.896e+7,3.896e+7,,5.434e-18
349.224,7.174e+7,7.174e+7,,5.434e-18
349.229,1.268e+8,1.268e+8,,5.435e-18
349.234,2.152e+8,2.152e+8,,5.435e-18
349.239,3.504e+8,3.504e+8,,5.435e-18
349.244,5.477e+8,5.477e+8,,5.436e-18
349.249,8.217e+8,8.217e+8,,5.436e-18
349.254,1.183e+9,1.183e+9,,5.437e-18
349.259,1.636e+9,1.636e+9,,5.437e-18
349.264,2.170e+9,2.170e+9,,5.437e-18
349.269,2.764e+9,2.764e+9,,5.438e-18
349.274,3.379e+9,3.379e+9,,5.438e-18
349.279,3.964e+9,3.964e+9,,5.439e-18
349.284,4.465e+9,4.465e+9,,5.439e-18
349.289,4.826e+9,4.826e+9,,5.439e-18
349.294,5.008e+9,5.008e+9,,5.440e-18
349.299,4.987e+9,4.987e+9,,5.440e-18
349.304,4.767e+9,4.767e+9,,5.441e-18
349.309,4.374e+9,4.374e+9,,5.441e-18
349.314,3.852e+9,3.852e+9,,5.441e-18
349.319,3.256e+9,3.256e+9,,5.442e-18
349.324,2.642e+9,2.642e+9,,5.442e-18
349.329,2.058e+9,2.058e+9,,5.442e-18
349.334,1.538e+9,1.538e+9,,5.443e-18
349.339,1.104e+9,1.104e+9,,5.443e-18
349.344,7.602e+8,7.602e+8,,5.444e-18
349.349,5.025e+8,5.025e+8,,5.444e-18
349.354,3.189e+8,3.189e+8,,5.444e-18
349.359,1.942e+8,1.942e+8,,5.445e-18
349.364,1.135e+8,1.135e+8,,5.445e-18
349.369,6.370e+7,6.370e+7,,5.446e-18
349.374,3.431e+7,3.431e+7,,5.446e-18
349.379,1.774e+7,1.774e+7,,5.446e-18
349.384,8.801e+6,8.801e+6,,5.447e-18
349.389,4.192e+6,4.192e+6,,5.447e-18
349.394,1.916e+6,1.916e+6,,5.448e-18
349.399,8.408e+5,8.408e+5,,5.448e-18
349.404,3.541e+5,3.541e+5,,5.448e-18
349.409,1.432e+5,1.432e+5,,5.449e-18
349.414,5.555e+4,5.555e+4,,5.449e-18
349.419,2.069e+4,2.069e+4,,5.449e-18
349.424,7.397e+3,7.397e+3,,5.450e-18
349.429,2.538e+3,2.538e+3,,5.450e-18
349.434,8.360e+2,8.360e+2,,5.451e-18
349.439,2.643e+2,2.643e+2,,5.451e-18
349.444,8.020e+1,8.020e+1,,5.451e-18
349.449,2.336e+1,2.336e+1,,5.452e-18
349.454,6.530e+0,6.530e+0,,5.452e-18
349.459,1.752e+0,1.752e+0,,5.453e-18
349.464,4.513e-1,4.513e-1,,5.453e-18
349.469,1.116e-1,1.116e-1,,5.453e-18
349.474,2.648e-2,2.648e-2,,5.454e-18
349.479,6.031e-3,6.031e-3,,5.454e-18
349.484,1.319e-3,1.319e-3,,5.455e-18
349.489,2.767e-4,2.767e-4,,5.455e-18
349.494,5.573e-5,5.573e-5,,5.455e-18
349.499,1.077e-5,1.077e-5,,5.456e-18
349.504,1.999e-6,1.999e-6,,5.456e-18
349.509,3.561e-7,3.561e-7,,5.456e-18
349.514,6.089e-8,6.089e-8,,5.457e-18
349.865,2.636e-9,2.636e-9,,5.484e-18
349.870,1.554e-8,1.554e-8,,5.485e-18
349.875,8.802e-8,8.802e-8,,5.485e-18
349.880,4.785e-7,4.785e-7,,5.485e-18
349.885,2.497e-6,2.497e-6,,5.486e-18
349.890,1.251e-5,1.251e-5,,5.486e-18
349.895,6.017e-5,6.017e-5,,5.486e-18
349.900,2.779e-4,2.779e-4,,5.487e-18
349.905,1.232e-3,1.232e-3,,5.487e-18
349.910,5.242e-3,5.242e-3,,5.488e-18
349.915,2.142e-2,2.142e-2,,5.488e-18
349.920,8.401e-2,8.401e-2,,5.488e-18
349.925,3.163e-1,3.163e-1,,5.489e-18
349.930,1.144e+0,1.144e+0,,5.489e-18
349.935,3.969e+0,3.969e+0,,5.490e-18
349.940,1.322e+1,1.322e+1,,5.490e-18
349.945,4.229e+1,4.229e+1,,5.490e-18
349.950,1.299e+2,1.299e+2,,5.491e-18
349.955,3.828e+2,3.828e+2,,5.491e-18
349.960,1.083e+3,1.083e+3,,5.492e-18
349.965,2.944e+3,2.944e+3,,5.492e-18
349.970,7.678e+3,7.678e+3,,5.492e-18
349.975,1.923e+4,1.923e+4,,5.493e-18
349.980,4.622e+4,4.622e+4,,5.493e-18
349.985,1.067e+5,1.067e+5,,5.493e-18
349.990,2.363e+5,2.363e+5,,5.494e-18
349.995,5.027e+5,5.027e+5,,5.494e-18
350.000,1.027e+6,1.027e+6,,5.495e-18
350.005,2.012e+6,2.012e+6,,5.495e-18
350.010,3.787e+6,3.787e+6,,5.495e-18
350.015,6.843e+6,6.843e+6,,5.496e-18
350.020,1.187e+7,1.187e+7,,5.496e-18
350.025,1.977e+7,1.977e+7,,5.497e-18
350.030,3.160e+7,3.160e+7,,5.497e-18
350.035,4.850e+7,4.850e+7,,5.497e-18
350.040,7.145e+7,7.145e+7,,5.498e-18
350.045,1.011e+8,1.011e+8,,5.498e-18
350.050,1.372e+8,1.372e+8,,5.499e-18
350.055,1.789e+8,1.789e+8,,5.499e-18
350.060,2.239e+8,2.239e+8,,5.499e-18
350.065,2.691e+8,2.691e+8,,5.500e-18
350.070,3.104e+8,3.104e+8,,5.500e-18
350.075,3.437e+8,3.437e+8,,5.500e-18
350.080,3.654e+8,3.654e+8,,5.501e-18
350.085,3.729e+8,3.729e+8,,5.501e-18
350.090,3.654e+8,3.654e+8,,5.502e-18
350.095,3.437e+8,3.437e+8,,5.502e-18
350.100,3.104e+8,3.104e+8,,5.502e-18
350.105,2.691e+8,2.691e+8,,5.503e-18
350.110,2.239e+8,2.239e+8,,5.503e-18
350.115,1.789e+8,1.789e+8,,5.504e-18
350.120,1.372e+8,1.372e+8,,5.504e-18
350.125,1.011e+8,1.011e+8,,5.504e-18
350.130,7.145e+7,7.145e+7,,5.505e-18
350.135,4.850e+7,4.850e+7,,5.505e-18
350.140,3.160e+7,3.160e+7,,5.506e-18
350.145,1.977e+7,1.977e+7,,5.506e-18
350.150,1.187e+7,1.187e+7,,5.506e-18
350.155,6.843e+6,6.843e+6,,5.507e-18
350.160,3.787e+6,3.787e+6,,5.507e-18
350.165,2.012e+6,2.012e+6,,5.507e-18
350.170,1.027e+6,1.027e+6,,5.508e-18
350.175,5.027e+5,5.027e+5,,5.508e-18
350.180,2.363e+5,2.363e+5,,5.509e-18
350.185,1.067e+5,1.067e+5,,5.509e-18
350.190,4.622e+4,4.622e+4,,5.509e-18
350.195,1.923e+4,1.923e+4,,5.510e-18
350.200,7.678e+3,7.678e+3,,5.510e-18
350.205,2.944e+3,2.944e+3,,5.511e-18
350.210,1.083e+3,1.083e+3,,5.511e-18
350.215,3.828e+2,3.828e+2,,5.511e-18
350.220,1.299e+2,1.299e+2,,5.512e-18
350.225,4.229e+1,4.229e+1,,5.512e-18
350.230,1.322e+1,1.322e+1,,5.513e-18
350.235,3.969e+0,3.969e+0,,5.513e-18
350.240,1.144e+0,1.144e+0,,5.513e-18
350.245,3.163e-1,3.163e-1,,5.514e-18
350.250,8.401e-2,8.401e-2,,5.514e-18
350.255,2.142e-2,2.142e-2,,5.514e-18
350.260,5.242e-3,5.242e-3,,5.515e-18
350.265,1.232e-3,1.232e-3,,5.515e-18
350.270,2.779e-4,2.779e-4,,5.516e-18
350.275,6.017e-5,6.017e-5,,5.516e-18
350.280,1.251e-5,1.251e-5,,5.516e-18
350.285,2.497e-6,2.497e-6,,5.517e-18
350.290,4.785e-7,4.785e-7,,5.517e-18
350.295,8.802e-8,8.802e-8,,5.518e-18
350.300,1.554e-8,1.554e-8,,5.518e-18
350.305,2.636e-9,2.636e-9,,5.518e-18
350.811,5.543e-9,5.543e-9,,5.558e-18
350.816,3.318e-8,3.318e-8,,5.558e-18
350.821,1.907e-7,1.907e-7,,5.558e-18
350.826,1.053e-6,1.053e-6,,5.559e-18
350.831,5.579e-6,5.579e-6,,5.559e-18
350.836,2.839e-5,2.839e-5,,5.560e-18
350.841,1.388e-4,1.388e-4,,5.560e-18
350.846,6.511e-4,6.511e-4,,5.560e-18
350.851,2.934e-3,2.934e-3,,5.561e-18
350.856,1.269e-2,1.269e-2,,5.561e-18
350.861,5.274e-2,5.274e-2,,5.562e-18
350.866,2.104e-1,2.104e-1,,5.562e-18
350.871,8.060e-1,8.060e-1,,5.562e-18
350.876,2.965e+0,2.965e+0,,5.563e-18
350.881,1.047e+1,1.047e+1,,5.563e-18
350.886,3.552e+1,3.552e+1,,5.564e-18
350.891,1.157e+2,1.157e+2,,5.564e-18
350.896,3.618e+2,3.618e+2,,5.564e-18
350.901,1.086e+3,1.086e+3,,5.565e-18
350.906,3.133e+3,3.133e+3,,5.565e-18
350.911,8.675e+3,8.675e+3,,5.565e-18
350.916,2.306e+4,2.306e+4,,5.566e-18
350.921,5.889e+4,5.889e+4,,5.566e-18
350.926,1.444e+5,1.444e+5,,5.567e-18
350.931,3.398e+5,3.398e+5,,5.567e-18
350.936,7.682e+5,7.682e+5,,5.567e-18
350.941,1.668e+6,1.668e+6,,5.568e-18
350.946,3.476e+6,3.476e+6,,5.568e-18
350.951,6.956e+6,6.956e+6,,5.569e-18
350.956,1.337e+7,1.337e+7,,5.569e-18
350.961,2.467e+7,2.467e+7,,5.569e-18
350.966,4.372e+7,4.372e+7,,5.570e-18
350.971,7.439e+7,7.439e+7,,5.570e-18
350.976,1.215e+8,1.215e+8,,5.570e-18
350.981,1.907e+8,1.907e+8,,5.571e-18
350.986,2.873e+8,2.873e+8,,5.571e-18
