Wavelength (nm),Sum(calc),Mn I (3.3e-2),Mn II (9.6e-1)
359.982,4.651e+0,4.651e+0,2.165e-12
359.987,1.385e+1,1.385e+1,2.166e-12
359.992,3.967e+1,3.967e+1,2.166e-12
359.997,1.094e+2,1.094e+2,2.167e-12
360.002,2.900e+2,2.900e+2,2.168e-12
360.007,7.401e+2,7.401e+2,2.168e-12
360.012,1.817e+3,1.817e+3,2.169e-12
360.017,4.293e+3,4.293e+3,2.169e-12
360.022,9.760e+3,9.760e+3,2.170e-12
360.027,2.135e+4,2.135e+4,2.170e-12
360.032,4.492e+4,4.492e+4,2.171e-12
360.037,9.097e+4,9.097e+4,2.172e-12
360.042,1.772e+5,1.772e+5,2.172e-12
360.047,3.323e+5,3.323e+5,2.173e-12
360.052,5.993e+5,5.993e+5,2.173e-12
360.057,1.040e+6,1.040e+6,2.174e-12
360.062,1.737e+6,1.737e+6,2.174e-12
360.067,2.791e+6,2.791e+6,2.175e-12
360.072,4.314e+6,4.314e+6,2.176e-12
360.077,6.417e+6,6.417e+6,2.176e-12
360.082,9.185e+6,9.185e+6,2.177e-12
360.087,1.265e+7,1.265e+7,2.177e-12
360.092,1.676e+7,1.676e+7,2.178e-12
360.097,2.137e+7,2.137e+7,2.179e-12
360.102,2.621e+7,2.621e+7,2.179e-12
360.107,3.094e+7,3.094e+7,2.180e-12
360.112,3.514e+7,3.514e+7,2.180e-12
360.117,3.839e+7,3.839e+7,2.181e-12
360.122,4.037e+7,4.037e+7,2.181e-12
360.127,4.084e+7,4.084e+7,2.182e-12
360.132,3.975e+7,3.975e+7,2.183e-12
360.137,3.723e+7,3.723e+7,2.183e-12
360.142,3.355e+7,3.355e+7,2.184e-12
360.147,2.909e+7,2.909e+7,2.184e-12
360.152,2.427e+7,2.427e+7,2.185e-12
360.157,1.948e+7,1.948e+7,2.185e-12
360.162,1.505e+7,1.505e+7,2.186e-12
360.167,1.118e+7,1.118e+7,2.187e-12
360.172,7.995e+6,7.995e+6,2.187e-12
360.177,5.500e+6,5.500e+6,2.188e-12
360.182,3.641e+6,3.641e+6,2.188e-12
360.187,2.319e+6,2.319e+6,2.189e-12
360.192,1.421e+6,1.421e+6,2.190e-12
360.197,8.381e+5,8.381e+5,2.190e-12
360.202,4.755e+5,4.755e+5,2.191e-12
360.207,2.596e+5,2.596e+5,2.191e-12
360.212,1.364e+5,1.364e+5,2.192e-12
360.217,6.892e+4,6.892e+4,2.192e-12
360.222,3.351e+4,3.351e+4,2.193e-12
360.227,1.568e+4,1.568e+4,2.194e-12
360.232,7.060e+3,7.060e+3,2.194e-12
360.237,3.058e+3,3.058e+3,2.195e-12
360.242,1.275e+3,1.275e+3,2.195e-12
360.247,5.112e+2,5.112e+2,2.196e-12
360.252,1.972e+2,1.972e+2,2.196e-12
360.257,7.323e+1,7.323e+1,2.197e-12
360.262,2.616e+1,2.616e+1,2.198e-12
360.267,8.992e+0,8.992e+0,2.198e-12
360.272,2.974e+0,2.974e+0,2.199e-12
360.277,9.463e-1,9.463e-1,2.199e-12
360.282,2.897e-1,2.897e-1,2.200e-12
360.287,8.536e-2,8.536e-2,2.201e-12
360.292,2.420e-2,2.420e-2,2.201e-12
360.297,6.599e-3,6.599e-3,2.202e-12
360.302,1.732e-3,1.732e-3,2.202e-12
360.306,5.776e-4,5.776e-4,2.203e-12
360.311,1.414e-4,1.414e-4,2.203e-12
360.316,3.331e-5,3.331e-5,2.204e-12
360.321,7.551e-6,7.551e-6,2.204e-12
360.326,1.647e-6,1.647e-6,2.205e-12
360.331,3.456e-7,3.456e-7,2.206e-12
360.336,6.977e-8,6.977e-8,2.206e-12
360.341,1.355e-8,1.355e-8,2.207e-12
360.346,2.534e-9,2.534e-9,2.207e-12
360.351,4.557e-10,4.557e-10,2.208e-12
360.356,7.886e-11,7.886e-11,2.209e-12
360.521,4.679e-10,4.679e-10,2.228e-12
360.526,2.729e-9,2.729e-9,2.228e-12
360.531,1.532e-8,1.532e-8,2.229e-12
360.536,8.273e-8,8.273e-8,2.229e-12
360.541,4.300e-7,4.300e-7,2.230e-12
360.546,2.151e-6,2.151e-6,2.230e-12
360.551,1.035e-5,1.035e-5,2.231e-12
360.556,4.795e-5,4.795e-5,2.232e-12
360.561,2.137e-4,2.137e-4,2.232e-12
360.566,9.166e-4,9.166e-4,2.233e-12
360.571,3.783e-3,3.783e-3,2.233e-12
360.576,1.503e-2,1.503e-2,2.234e-12
360.581,5.744e-2,5.744e-2,2.235e-12
360.586,2.113e-1,2.113e-1,2.235e-12
360.591,7.478e-1,7.478e-1,2.236e-12
360.596,2.547e+0,2.547e+0,2.236e-12
360.601,8.349e+0,8.349e+0,2.237e-12
360.606,2.633e+1,2.633e+1,2.237e-12
360.611,7.993e+1,7.993e+1,2.238e-12
360.616,2.335e+2,2.335e+2,2.239e-12
360.621,6.563e+2,6.563e+2,2.239e-12
360.626,1.775e+3,1.775e+3,2.240e-12
360.631,4.621e+3,4.621e+3,2.240e-12
360.636,1.157e+4,1.157e+4,2.241e-12
360.641,2.790e+4,2.790e+4,2.241e-12
360.646,6.471e+4,6.471e+4,2.242e-12
360.651,1.444e+5,1.444e+5,2.243e-12
360.656,3.103e+5,3.103e+5,2.243e-12
360.661,6.414e+5,6.414e+5,2.244e-12
360.666,1.276e+6,1.276e+6,2.244e-12
360.671,2.442e+6,2.442e+6,2.245e-12
360.676,4.498e+6,4.498e+6,2.246e-12
360.681,7.974e+6,7.974e+6,2.246e-12
360.686,1.360e+7,1.360e+7,2.247e-12
360.691,2.233e+7,2.233e+7,2.247e-12
360.696,3.527e+7,3.527e+7,2.248e-12
360.701,5.361e+7,5.361e+7,2.248e-12
360.706,7.842e+7,7.842e+7,2.249e-12
360.711,1.104e+8,1.104e+8,2.250e-12
360.716,1.495e+8,1.495e+8,2.250e-12
360.721,1.949e+8,1.949e+8,2.251e-12
360.726,2.445e+8,2.445e+8,2.251e-12
360.731,2.952e+8,2.952e+8,2.252e-12
360.736,3.429e+8,3.429e+8,2.252e-12
360.741,3.834e+8,3.834e+8,2.253e-12
360.746,4.125e+8,4.125e+8,2.254e-12
360.751,4.272e+8,4.272e+8,2.254e-12
360.756,4.259e+8,4.259e+8,2.255e-12
360.761,4.091e+8,4.091e+8,2.255e-12
360.766,3.788e+8,3.788e+8,2.256e-12
360.771,3.390e+8,3.390e+8,2.257e-12
360.776,2.943e+8,2.943e+8,2.257e-12
360.781,2.501e+8,2.501e+8,2.258e-12
360.786,2.112e+8,2.112e+8,2.258e-12
360.791,1.818e+8,1.818e+8,2.259e-12
360.796,1.651e+8,1.651e+8,2.259e-12
360.801,1.632e+8,1.632e+8,2.260e-12
360.806,1.765e+8,1.765e+8,2.261e-12
360.811,2.043e+8,2.043e+8,2.261e-12
360.816,2.445e+8,2.445e+8,2.262e-12
360.821,2.935e+8,2.935e+8,2.262e-12
360.826,3.466e+8,3.466e+8,2.263e-12
360.831,3.983e+8,3.983e+8,2.263e-12
360.836,4.430e+8,4.430e+8,2.264e-12
360.841,4.753e+8,4.753e+8,2.265e-12
360.846,4.914e+8,4.914e+8,2.265e-12
360.851,4.892e+8,4.892e+8,2.266e-12
360.856,4.689e+8,4.689e+8,2.266e-12
360.861,4.325e+8,4.325e+8,2.267e-12
360.866,3.839e+8,3.839e+8,2.268e-12
360.871,3.280e+8,3.280e+8,2.268e-12
360.876,2.696e+8,2.696e+8,2.269e-12
360.881,2.133e+8,2.133e+8,2.269e-12
360.886,1.624e+8,1.624e+8,2.270e-12
360.891,1.190e+8,1.190e+8,2.270e-12
360.896,8.391e+7,8.391e+7,2.271e-12
360.901,5.694e+7,5.694e+7,2.272e-12
360.906,3.718e+7,3.718e+7,2.272e-12
360.911,2.337e+7,2.337e+7,2.273e-12
360.916,1.415e+7,1.415e+7,2.273e-12
360.921,8.269e+6,8.269e+6,2.274e-12
360.926,4.714e+6,4.714e+6,2.274e-12
360.931,2.719e+6,2.719e+6,2.275e-12
360.936,1.782e+6,1.782e+6,2.276e-12
360.941,1.635e+6,1.635e+6,2.276e-12
360.946,2.222e+6,2.222e+6,2.277e-12
360.951,3.690e+6,3.690e+6,2.277e-12
360.956,6.395e+6,6.395e+6,2.278e-12
360.961,1.090e+7,1.090e+7,2.279e-12
360.966,1.799e+7,1.799e+7,2.279e-12
360.971,2.860e+7,2.860e+7,2.280e-12
360.976,4.377e+7,4.377e+7,2.280e-12
360.981,6.449e+7,6.449e+7,2.281e-12
360.986,9.143e+7,9.143e+7,2.281e-12
360.991,1.247e+8,1.247e+8,2.282e-12
360.996,1.638e+8,1.638e+8,2.283e-12
361.001,2.070e+8,2.070e+8,2.283e-12
361.006,2.517e+8,2.517e+8,2.284e-12
361.011,2.946e+8,2.946e+8,2.284e-12
361.016,3.318e+8,3.318e+8,2.285e-12
361.021,3.596e+8,3.596e+8,2.285e-12
361.026,3.751e+8,3.751e+8,2.286e-12
361.031,3.765e+8,3.765e+8,2.287e-12
361.036,3.638e+8,3.638e+8,2.287e-12
361.041,3.382e+8,3.382e+8,2.288e-12
361.046,3.026e+8,3.026e+8,2.288e-12
361.051,2.605e+8,2.605e+8,2.289e-12
361.056,2.159e+8,2.159e+8,2.290e-12
361.061,1.722e+8,1.722e+8,2.290e-12
361.066,1.321e+8,1.321e+8,2.291e-12
361.071,9.759e+7,9.759e+7,2.291e-12
361.076,6.936e+7,6.936e+7,2.292e-12
361.081,4.744e+7,4.744e+7,2.292e-12
361.086,3.123e+7,3.123e+7,2.293e-12
361.091,1.979e+7,1.979e+7,2.294e-12
361.096,1.206e+7,1.206e+7,2.294e-12
361.101,7.077e+6,7.077e+6,2.295e-12
361.106,3.996e+6,3.996e+6,2.295e-12
361.111,2.171e+6,2.171e+6,2.296e-12
361.116,1.135e+6,1.135e+6,2.296e-12
361.121,5.714e+5,5.714e+5,2.297e-12
361.126,2.768e+5,2.768e+5,2.298e-12
361.131,1.290e+5,1.290e+5,2.298e-12
361.136,5.786e+4,5.786e+4,2.299e-12
361.141,2.498e+4,2.498e+4,2.299e-12
361.146,1.038e+4,1.038e+4,2.300e-12
361.151,4.148e+3,4.148e+3,2.301e-12
361.156,1.596e+3,1.596e+3,2.301e-12
361.161,5.909e+2,5.909e+2,2.302e-12
361.166,2.106e+2,2.106e+2,2.302e-12
361.171,7.221e+1,7.221e+1,2.303e-12
361.175,2.984e+1,2.984e+1,2.303e-12
361.180,9.549e+0,9.549e+0,2.304e-12
361.185,2.941e+0,2.941e+0,2.304e-12
361.190,8.717e-1,8.717e-1,2.305e-12
361.195,2.487e-1,2.487e-1,2.306e-12
361.200,6.826e-2,6.826e-2,2.306e-12
361.205,1.803e-2,1.803e-2,2.307e-12
361.210,4.585e-3,4.585e-3,2.307e-12
361.215,1.122e-3,1.122e-3,2.308e-12
361.220,2.641e-4,2.641e-4,2.309e-12
361.225,5.985e-5,5.985e-5,2.309e-12
361.230,1.305e-5,1.305e-5,2.310e-12
361.235,2.739e-6,2.739e-6,2.310e-12
361.240,5.533e-7,5.533e-7,2.311e-12
361.245,1.075e-7,1.075e-7,2.311e-12
361.250,2.012e-8,2.012e-8,2.312e-12
361.255,3.621e-9,3.621e-9,2.313e-12
361.260,6.273e-10,6.273e-10,2.313e-12
361.295,6.776e-12,6.776e-12,2.317e-12
361.300,4.044e-11,4.044e-11,2.318e-12
361.305,2.323e-10,2.323e-10,2.318e-12
361.310,1.284e-9,1.284e-9,2.319e-12
361.315,6.835e-9,6.835e-9,2.320e-12
361.320,3.501e-8,3.501e-8,2.320e-12
361.325,1.726e-7,1.726e-7,2.321e-12
361.330,8.187e-7,8.187e-7,2.321e-12
361.335,3.738e-6,3.738e-6,2.322e-12
361.340,1.643e-5,1.643e-5,2.322e-12
361.345,6.949e-5,6.949e-5,2.323e-12
361.350,2.829e-4,2.829e-4,2.324e-12
361.355,1.109e-3,1.109e-3,2.324e-12
361.360,4.181e-3,4.181e-3,2.325e-12
361.365,1.518e-2,1.518e-2,2.325e-12
361.370,5.302e-2,5.302e-2,2.326e-12
361.375,1.783e-1,1.783e-1,2.326e-12
361.380,5.769e-1,5.769e-1,2.327e-12
361.385,1.797e+0,1.797e+0,2.328e-12
361.390,5.387e+0,5.387e+0,2.328e-12
361.395,1.554e+1,1.554e+1,2.329e-12
361.400,4.316e+1,4.316e+1,2.329e-12
361.405,1.154e+2,1.154e+2,2.330e-12
361.410,2.968e+2,2.968e+2,2.330e-12
361.415,7.348e+2,7.348e+2,2.331e-12
361.420,1.751e+3,1.751e+3,2.332e-12
361.425,4.016e+3,4.016e+3,2.332e-12
361.430,8.866e+3,8.866e+3,2.333e-12
361.435,1.884e+4,1.884e+4,2.333e-12
361.440,3.852e+4,3.852e+4,2.334e-12
361.445,7.581e+4,7.581e+4,2.335e-12
361.450,1.436e+5,1.436e+5,2.335e-12
361.455,2.618e+5,2.618e+5,2.336e-12
361.460,4.595e+5,4.595e+5,2.336e-12
361.465,7.760e+5,7.760e+5,2.337e-12
361.470,1.261e+6,1.261e+6,2.337e-12
361.475,1.973e+6,1.973e+6,2.338e-12
361.480,2.972e+6,2.972e+6,2.339e-12
361.485,4.307e+6,4.307e+6,2.339e-12
361.490,6.007e+6,6.007e+6,2.340e-12
361.495,8.065e+6,8.065e+6,2.340e-12
361.500,1.042e+7,1.042e+7,2.341e-12
361.505,1.296e+7,1.296e+7,2.341e-12
361.510,1.551e+7,1.551e+7,2.342e-12
361.515,1.787e+7,1.787e+7,2.343e-12
361.520,1.982e+7,1.982e+7,2.343e-12
361.525,2.115e+7,2.115e+7,2.344e-12
361.530,2.172e+7,2.172e+7,2.344e-12
361.535,2.147e+7,2.147e+7,2.345e-12
361.540,2.043e+7,2.043e+7,2.346e-12
361.545,1.871e+7,1.871e+7,2.346e-12
361.550,1.649e+7,1.649e+7,2.347e-12
361.555,1.399e+7,1.399e+7,2.347e-12
361.560,1.142e+7,1.142e+7,2.348e-12
361.565,8.977e+6,8.977e+6,2.348e-12
361.570,6.790e+6,6.790e+6,2.349e-12
361.575,4.943e+6,4.943e+6,2.350e-12
361.580,3.463e+6,3.463e+6,2.350e-12
361.585,2.335e+6,2.335e+6,2.351e-12
361.590,1.516e+6,1.516e+6,2.351e-12
361.595,9.468e+5,9.468e+5,2.352e-12
361.600,5.692e+5,5.692e+5,2.352e-12
361.605,3.294e+5,3.294e+5,2.353e-12
361.610,1.835e+5,1.835e+5,2.354e-12
361.615,9.834e+4,9.834e+4,2.354e-12
361.620,5.073e+4,5.073e+4,2.355e-12
361.625,2.519e+4,2.519e+4,2.355e-12
361.630,1.204e+4,1.204e+4,2.356e-12
361.635,5.538e+3,5.538e+3,2.357e-12
361.640,2.452e+3,2.452e+3,2.357e-12
361.645,1.045e+3,1.045e+3,2.358e-12
361.650,4.285e+2,4.285e+2,2.358e-12
361.655,1.691e+2,1.691e+2,2.359e-12
361.660,6.425e+1,6.425e+1,2.359e-12
361.665,2.349e+1,2.349e+1,2.360e-12
361.670,8.268e+0,8.268e+0,2.361e-12
361.675,2.801e+0,2.801e+0,2.361e-12
361.680,9.130e-1,9.130e-1,2.362e-12
361.685,2.865e-1,2.865e-1,2.362e-12
361.690,8.651e-2,8.651e-2,2.363e-12
361.695,2.514e-2,2.514e-2,2.363e-12
361.700,7.034e-3,7.034e-3,2.364e-12
361.705,1.894e-3,1.894e-3,2.365e-12
361.710,4.908e-4,4.908e-4,2.365e-12
361.715,1.224e-4,1.224e-4,2.366e-12
361.720,2.939e-5,2.939e-5,2.366e-12
361.725,6.790e-6,6.790e-6,2.367e-12
361.730,1.510e-6,1.510e-6,2.368e-12
361.735,3.231e-7,3.231e-7,2.368e-12
361.740,6.657e-8,6.657e-8,2.369e-12
361.745,1.320e-8,1.320e-8,2.369e-12
361.750,2.518e-9,2.518e-9,2.370e-12
361.755,4.625e-10,4.625e-10,2.370e-12
361.760,8.176e-11,8.176e-11,2.371e-12
362.144,1.024e-10,1.024e-10,2.415e-12
362.149,5.967e-10,5.967e-10,2.416e-12
362.154,3.349e-9,3.349e-9,2.417e-12
362.159,1.809e-8,1.809e-8,2.417e-12
362.164,9.406e-8,9.406e-8,2.418e-12
362.169,4.708e-7,4.708e-7,2.418e-12
362.174,2.269e-6,2.269e-6,2.419e-12
362.179,1.052e-5,1.052e-5,2.420e-12
362.184,4.700e-5,4.700e-5,2.420e-12
362.189,2.020e-4,2.020e-4,2.421e-12
362.194,8.360e-4,8.360e-4,2.421e-12
362.199,3.330e-3,3.330e-3,2.422e-12
362.204,1.277e-2,1.277e-2,2.422e-12
362.209,4.714e-2,4.714e-2,2.423e-12
362.214,1.675e-1,1.675e-1,2.424e-12
362.219,5.730e-1,5.730e-1,2.424e-12
362.224,1.887e+0,1.887e+0,2.425e-12
362.229,5.981e+0,5.981e+0,2.425e-12
362.234,1.825e+1,1.825e+1,2.426e-12
362.239,5.361e+1,5.361e+1,2.426e-12
362.244,1.516e+2,1.516e+2,2.427e-12
362.249,4.126e+2,4.126e+2,2.428e-12
362.254,1.081e+3,1.081e+3,2.428e-12
362.259,2.727e+3,2.727e+3,2.429e-12
362.264,6.623e+3,6.623e+3,2.429e-12
362.269,1.548e+4,1.548e+4,2.430e-12
362.274,3.483e+4,3.483e+4,2.430e-12
362.279,7.545e+4,7.545e+4,2.431e-12
362.284,1.573e+5,1.573e+5,2.432e-12
362.289,3.158e+5,3.158e+5,2.432e-12
362.294,6.102e+5,6.102e+5,2.433e-12
362.299,1.135e+6,1.135e+6,2.433e-12
362.304,2.033e+6,2.033e+6,2.434e-12
362.309,3.504e+6,3.504e+6,2.435e-12
362.314,5.814e+6,5.814e+6,2.435e-12
362.319,9.286e+6,9.286e+6,2.436e-12
362.324,1.428e+7,1.428e+7,2.436e-12
362.329,2.114e+7,2.114e+7,2.437e-12
362.334,3.012e+7,3.012e+7,2.437e-12
362.339,4.131e+7,4.131e+7,2.438e-12
362.344,5.455e+7,5.455e+7,2.439e-12
362.349,6.933e+7,6.933e+7,2.439e-12
362.354,8.483e+7,8.483e+7,2.440e-12
362.359,9.993e+7,9.993e+7,2.440e-12
362.364,1.133e+8,1.133e+8,2.441e-12
362.369,1.237e+8,1.237e+8,2.441e-12
362.374,1.299e+8,1.299e+8,2.442e-12
362.379,1.314e+8,1.314e+8,2.443e-12
362.384,1.280e+8,1.280e+8,2.443e-12
362.389,1.200e+8,1.200e+8,2.444e-12
362.394,1.082e+8,1.082e+8,2.444e-12
362.399,9.402e+7,9.402e+7,2.445e-12
362.404,7.861e+7,7.861e+7,2.446e-12
362.409,6.328e+7,6.328e+7,2.446e-12
362.414,4.903e+7,4.903e+7,2.447e-12
362.419,3.657e+7,3.657e+7,2.447e-12
362.424,2.626e+7,2.626e+7,2.448e-12
362.429,1.815e+7,1.815e+7,2.448e-12
362.434,1.208e+7,1.208e+7,2.449e-12
362.439,7.735e+6,7.735e+6,2.450e-12
362.444,4.769e+6,4.769e+6,2.450e-12
362.449,2.831e+6,2.831e+6,2.451e-12
362.454,1.617e+6,1.617e+6,2.451e-12
362.459,8.896e+5,8.896e+5,2.452e-12
362.464,4.710e+5,4.710e+5,2.452e-12
362.469,2.401e+5,2.401e+5,2.453e-12
362.474,1.178e+5,1.178e+5,2.454e-12
362.479,5.564e+4,5.564e+4,2.454e-12
362.484,2.530e+4,2.530e+4,2.455e-12
362.489,1.107e+4,1.107e+4,2.455e-12
362.494,4.665e+3,4.665e+3,2.456e-12
362.499,1.892e+3,1.892e+3,2.457e-12
362.504,7.388e+2,7.388e+2,2.457e-12
362.509,2.777e+2,2.777e+2,2.458e-12
362.514,1.005e+2,1.005e+2,2.458e-12
362.519,3.500e+1,3.500e+1,2.459e-12
362.524,1.173e+1,1.173e+1,2.459e-12
362.529,3.787e+0,3.787e+0,2.460e-12
362.534,1.177e+0,1.177e+0,2.461e-12
362.539,3.519e-1,3.519e-1,2.461e-12
362.544,1.013e-1,1.013e-1,2.462e-12
362.549,2.809e-2,2.809e-2,2.462e-12
362.554,7.493e-3,7.493e-3,2.463e-12
362.559,1.925e-3,1.925e-3,2.463e-12
362.564,4.759e-4,4.759e-4,2.464e-12
362.569,1.133e-4,1.133e-4,2.465e-12
362.574,2.595e-5,2.595e-5,2.465e-12
362.579,5.723e-6,5.723e-6,2.466e-12
362.584,1.215e-6,1.215e-6,2.466e-12
362.589,2.484e-7,2.484e-7,2.467e-12
362.594,4.886e-8,4.886e-8,2.468e-12
362.599,9.255e-9,9.255e-9,2.468e-12
362.604,1.687e-9,1.687e-9,2.469e-12
362.609,2.961e-10,2.961e-10,2.469e-12
363.343,1.050e-11,1.050e-11,2.554e-12
363.348,6.190e-11,6.190e-11,2.555e-12
363.353,3.513e-10,3.513e-10,2.555e-12
363.358,1.920e-9,1.920e-9,2.556e-12
363.363,1.010e-8,1.010e-8,2.557e-12
363.368,5.118e-8,5.118e-8,2.557e-12
363.373,2.497e-7,2.497e-7,2.558e-12
363.378,1.173e-6,1.173e-6,2.558e-12
363.383,5.305e-6,5.305e-6,2.559e-12
363.388,2.310e-5,2.310e-5,2.559e-12
363.393,9.689e-5,9.689e-5,2.560e-12
363.398,3.912e-4,3.912e-4,2.561e-12
363.403,1.521e-3,1.521e-3,2.561e-12
363.408,5.694e-3,5.694e-3,2.562e-12
363.413,2.053e-2,2.053e-2,2.562e-12
363.418,7.124e-2,7.124e-2,2.563e-12
363.423,2.381e-1,2.381e-1,2.563e-12
363.428,7.662e-1,7.662e-1,2.564e-12
363.433,2.374e+0,2.374e+0,2.565e-12
363.438,7.084e+0,7.084e+0,2.565e-12
363.443,2.035e+1,2.035e+1,2.566e-12
363.448,5.629e+1,5.629e+1,2.566e-12
363.453,1.499e+2,1.499e+2,2.567e-12
363.458,3.845e+2,3.845e+2,2.568e-12
363.463,9.496e+2,9.496e+2,2.568e-12
363.468,2.258e+3,2.258e+3,2.569e-12
363.473,5.170e+3,5.170e+3,2.569e-12
363.478,1.140e+4,1.140e+4,2.570e-12
363.483,2.419e+4,2.419e+4,2.570e-12
363.488,4.945e+4,4.945e+4,2.571e-12
363.493,9.731e+4,9.731e+4,2.572e-12
363.498,1.844e+5,1.844e+5,2.572e-12
363.503,3.365e+5,3.365e+5,2.573e-12
363.508,5.912e+5,5.912e+5,2.573e-12
363.513,1.000e+6,1.000e+6,2.574e-12
363.518,1.629e+6,1.629e+6,2.574e-12
363.523,2.555e+6,2.555e+6,2.575e-12
363.528,3.859e+6,3.859e+6,2.576e-12
363.533,5.612e+6,5.612e+6,2.576e-12
363.538,7.858e+6,7.858e+6,2.577e-12
363.543,1.060e+7,1.060e+7,2.577e-12
363.548,1.375e+7,1.375e+7,2.578e-12
363.553,1.719e+7,1.719e+7,2.579e-12
363.558,2.069e+7,2.069e+7,2.579e-12
363.563,2.398e+7,2.398e+7,2.580e-12
363.568,2.676e+7,2.676e+7,2.580e-12
363.573,2.876e+7,2.876e+7,2.581e-12
363.578,2.975e+7,2.975e+7,2.581e-12
363.583,2.964e+7,2.964e+7,2.582e-12
363.588,2.843e+7,2.843e+7,2.583e-12
363.593,2.626e+7,2.626e+7,2.583e-12
363.598,2.336e+7,2.336e+7,2.584e-12
363.603,2.000e+7,2.000e+7,2.584e-12
363.608,1.649e+7,1.649e+7,2.585e-12
363.613,1.309e+7,1.309e+7,2.585e-12
363.618,1.001e+7,1.001e+7,2.586e-12
363.623,7.369e+6,7.369e+6,2.587e-12
363.628,5.223e+6,5.223e+6,2.587e-12
363.633,3.565e+6,3.565e+6,2.588e-12
363.638,2.342e+6,2.342e+6,2.588e-12
363.643,1.482e+6,1.482e+6,2.589e-12
363.648,9.031e+5,9.031e+5,2.590e-12
363.653,5.298e+5,5.298e+5,2.590e-12
363.658,2.993e+5,2.993e+5,2.591e-12
363.663,1.628e+5,1.628e+5,2.591e-12
363.668,8.525e+4,8.525e+4,2.592e-12
363.673,4.299e+4,4.299e+4,2.592e-12
363.678,2.087e+4,2.087e+4,2.593e-12
363.683,9.759e+3,9.759e+3,2.594e-12
363.688,4.394e+3,4.394e+3,2.594e-12
363.693,1.904e+3,1.904e+3,2.595e-12
363.698,7.949e+2,7.949e+2,2.595e-12
363.703,3.195e+2,3.195e+2,2.596e-12
363.708,1.236e+2,1.236e+2,2.596e-12
363.713,4.607e+1,4.607e+1,2.597e-12
363.718,1.653e+1,1.653e+1,2.598e-12
363.723,5.710e+0,5.710e+0,2.598e-12
363.728,1.899e+0,1.899e+0,2.599e-12
363.733,6.083e-1,6.083e-1,2.599e-12
363.738,1.876e-1,1.876e-1,2.600e-12
363.743,5.571e-2,5.571e-2,2.601e-12
363.748,1.593e-2,1.593e-2,2.601e-12
363.753,4.386e-3,4.386e-3,2.602e-12
363.758,1.163e-3,1.163e-3,2.602e-12
363.763,2.968e-4,2.968e-4,2.603e-12
363.768,7.296e-5,7.296e-5,2.603e-12
363.773,1.727e-5,1.727e-5,2.604e-12
363.778,3.935e-6,3.935e-6,2.605e-12
363.783,8.633e-7,8.633e-7,2.605e-12
363.788,1.824e-7,1.824e-7,2.606e-12
363.792,5.118e-8,5.118e-8,2.606e-12
363.797,1.010e-8,1.010e-8,2.607e-12
363.802,1.920e-9,1.920e-9,2.607e-12
363.807,3.513e-10,3.513e-10,2.608e-12
363.812,6.190e-11,6.190e-11,2.609e-12
364.632,4.771e-12,4.771e-12,2.703e-12
364.637,2.777e-11,2.777e-11,2.704e-12
364.642,1.557e-10,1.557e-10,2.705e-12
364.647,8.407e-10,8.407e-10,2.705e-12
364.652,4.372e-9,4.372e-9,2.706e-12
364.657,2.190e-8,2.190e-8,2.706e-12
364.661,7.735e-8,7.735e-8,2.707e-12
364.666,3.621e-7,3.621e-7,2.707e-12
364.671,1.633e-6,1.633e-6,2.708e-12
364.676,7.091e-6,7.091e-6,2.709e-12
364.681,2.966e-5,2.966e-5,2.709e-12
364.686,1.195e-4,1.195e-4,2.710e-12
364.691,4.636e-4,4.636e-4,2.710e-12
364.696,1.732e-3,1.732e-3,2.711e-12
364.701,6.235e-3,6.235e-3,2.711e-12
364.706,2.161e-2,2.161e-2,2.712e-12
364.711,7.216e-2,7.216e-2,2.713e-12
364.716,2.320e-1,2.320e-1,2.713e-12
364.721,7.187e-1,7.187e-1,2.714e-12
364.726,2.144e+0,2.144e+0,2.714e-12
364.731,6.159e+0,6.159e+0,2.715e-12
364.736,1.704e+1,1.704e+1,2.715e-12
364.741,4.542e+1,4.542e+1,2.716e-12
364.746,1.166e+2,1.166e+2,2.717e-12
364.751,2.883e+2,2.883e+2,2.717e-12
364.756,6.864e+2,6.864e+2,2.718e-12
364.761,1.574e+3,1.574e+3,2.718e-12
364.766,3.477e+3,3.477e+3,2.719e-12
364.771,7.397e+3,7.397e+3,2.720e-12
364.776,1.516e+4,1.516e+4,2.720e-12
364.781,2.991e+4,2.991e+4,2.721e-12
364.786,5.685e+4,5.685e+4,2.721e-12
364.791,1.041e+5,1.041e+5,2.722e-12
364.796,1.835e+5,1.835e+5,2.722e-12
364.801,3.116e+5,3.116e+5,2.723e-12
364.806,5.097e+5,5.097e+5,2.724e-12
364.811,8.029e+5,8.029e+5,2.724e-12
364.816,1.218e+6,1.218e+6,2.725e-12
364.821,1.780e+6,1.780e+6,2.725e-12
364.826,2.505e+6,2.505e+6,2.726e-12
364.831,3.396e+6,3.396e+6,2.726e-12
364.836,4.434e+6,4.434e+6,2.727e-12
364.841,5.576e+6,5.576e+6,2.728e-12
364.846,6.753e+6,6.753e+6,2.728e-12
364.851,7.877e+6,7.877e+6,2.729e-12
364.856,8.850e+6,8.850e+6,2.729e-12
364.861,9.576e+6,9.576e+6,2.730e-12
364.866,9.980e+6,9.980e+6,2.730e-12
364.871,1.002e+7,1.002e+7,2.731e-12
364.876,9.684e+6,9.684e+6,2.732e-12
