Wavelength (nm),Sum(calc),Mn I (3.3e-2),Mn II (9.6e-1)
364.881,9.017e+6,9.017e+6,2.732e-12
364.886,8.087e+6,8.087e+6,2.733e-12
364.891,6.985e+6,6.985e+6,2.733e-12
364.896,5.811e+6,5.811e+6,2.734e-12
364.901,4.656e+6,4.656e+6,2.735e-12
364.906,3.593e+6,3.593e+6,2.735e-12
364.911,2.671e+6,2.671e+6,2.736e-12
364.916,1.912e+6,1.912e+6,2.736e-12
364.921,1.318e+6,1.318e+6,2.737e-12
364.926,8.753e+5,8.753e+5,2.737e-12
364.931,5.598e+5,5.598e+5,2.738e-12
364.936,3.449e+5,3.449e+5,2.739e-12
364.941,2.046e+5,2.046e+5,2.739e-12
364.946,1.169e+5,1.169e+5,2.740e-12
364.951,6.435e+4,6.435e+4,2.740e-12
364.956,3.411e+4,3.411e+4,2.741e-12
364.961,1.742e+4,1.742e+4,2.741e-12
364.966,8.564e+3,8.564e+3,2.742e-12
364.971,4.056e+3,4.056e+3,2.743e-12
364.976,1.850e+3,1.850e+3,2.743e-12
364.981,8.127e+2,8.127e+2,2.744e-12
364.986,3.439e+2,3.439e+2,2.744e-12
364.991,1.402e+2,1.402e+2,2.745e-12
364.996,5.501e+1,5.501e+1,2.746e-12
365.001,2.080e+1,2.080e+1,2.746e-12
365.006,7.572e+0,7.572e+0,2.747e-12
365.011,2.656e+0,2.656e+0,2.747e-12
365.016,8.970e-1,8.970e-1,2.748e-12
365.021,2.918e-1,2.918e-1,2.748e-12
365.026,9.142e-2,9.142e-2,2.749e-12
365.031,2.759e-2,2.759e-2,2.750e-12
365.036,8.021e-3,8.021e-3,2.750e-12
365.041,2.256e-3,2.256e-3,2.751e-12
365.046,6.527e-4,6.527e-4,2.751e-12
365.051,3.465e-4,3.465e-4,2.752e-12
365.056,7.666e-4,7.666e-4,2.752e-12
365.061,2.700e-3,2.700e-3,2.753e-12
365.066,9.589e-3,9.589e-3,2.754e-12
365.071,3.290e-2,3.290e-2,2.754e-12
365.076,1.088e-1,1.088e-1,2.755e-12
365.081,3.464e-1,3.464e-1,2.755e-12
365.086,1.062e+0,1.062e+0,2.756e-12
365.091,3.138e+0,3.138e+0,2.757e-12
365.096,8.931e+0,8.931e+0,2.757e-12
365.101,2.448e+1,2.448e+1,2.758e-12
365.106,6.462e+1,6.462e+1,2.758e-12
365.111,1.643e+2,1.643e+2,2.759e-12
365.116,4.025e+2,4.025e+2,2.759e-12
365.121,9.496e+2,9.496e+2,2.760e-12
365.126,2.158e+3,2.158e+3,2.761e-12
365.131,4.724e+3,4.724e+3,2.761e-12
365.136,9.959e+3,9.959e+3,2.762e-12
365.141,2.023e+4,2.023e+4,2.762e-12
365.146,3.956e+4,3.956e+4,2.763e-12
365.151,7.454e+4,7.454e+4,2.763e-12
365.156,1.353e+5,1.353e+5,2.764e-12
365.161,2.365e+5,2.365e+5,2.765e-12
365.166,3.981e+5,3.981e+5,2.765e-12
365.171,6.457e+5,6.457e+5,2.766e-12
365.176,1.009e+6,1.009e+6,2.766e-12
365.181,1.518e+6,1.518e+6,2.767e-12
365.186,2.200e+6,2.200e+6,2.768e-12
365.191,3.071e+6,3.071e+6,2.768e-12
365.196,4.129e+6,4.129e+6,2.769e-12
365.201,5.347e+6,5.347e+6,2.769e-12
365.206,6.671e+6,6.671e+6,2.770e-12
365.211,8.016e+6,8.016e+6,2.770e-12
365.216,9.277e+6,9.277e+6,2.771e-12
365.221,1.034e+7,1.034e+7,2.772e-12
365.226,1.111e+7,1.111e+7,2.772e-12
365.231,1.149e+7,1.149e+7,2.773e-12
365.236,1.144e+7,1.144e+7,2.773e-12
365.241,1.098e+7,1.098e+7,2.774e-12
365.246,1.015e+7,1.015e+7,2.774e-12
365.251,9.037e+6,9.037e+6,2.775e-12
365.256,7.750e+6,7.750e+6,2.776e-12
365.261,6.401e+6,6.401e+6,2.776e-12
365.266,5.093e+6,5.093e+6,2.777e-12
365.271,3.903e+6,3.903e+6,2.777e-12
365.276,2.881e+6,2.881e+6,2.778e-12
365.281,2.048e+6,2.048e+6,2.779e-12
365.286,1.403e+6,1.403e+6,2.779e-12
365.291,9.253e+5,9.253e+5,2.780e-12
365.296,5.879e+5,5.879e+5,2.780e-12
365.301,3.598e+5,3.598e+5,2.781e-12
365.306,2.121e+5,2.121e+5,2.781e-12
365.311,1.204e+5,1.204e+5,2.782e-12
365.316,6.587e+4,6.587e+4,2.783e-12
365.321,3.470e+4,3.470e+4,2.783e-12
365.326,1.761e+4,1.761e+4,2.784e-12
365.331,8.605e+3,8.605e+3,2.784e-12
365.336,4.051e+3,4.051e+3,2.785e-12
365.341,1.837e+3,1.837e+3,2.785e-12
365.346,8.022e+2,8.022e+2,2.786e-12
365.351,3.375e+2,3.375e+2,2.787e-12
365.356,1.368e+2,1.368e+2,2.787e-12
365.361,5.338e+1,5.338e+1,2.788e-12
365.366,2.007e+1,2.007e+1,2.788e-12
365.371,7.267e+0,7.267e+0,2.789e-12
365.376,2.535e+0,2.535e+0,2.790e-12
365.381,8.516e-1,8.516e-1,2.790e-12
365.386,2.756e-1,2.756e-1,2.791e-12
365.391,8.590e-2,8.590e-2,2.791e-12
365.396,2.579e-2,2.579e-2,2.792e-12
365.401,7.458e-3,7.458e-3,2.792e-12
365.406,2.077e-3,2.077e-3,2.793e-12
365.411,5.574e-4,5.574e-4,2.794e-12
365.416,1.440e-4,1.440e-4,2.794e-12
365.421,3.586e-5,3.586e-5,2.795e-12
365.426,8.597e-6,8.597e-6,2.795e-12
365.431,1.985e-6,1.985e-6,2.796e-12
365.436,4.417e-7,4.417e-7,2.796e-12
365.441,9.463e-8,9.463e-8,2.797e-12
365.446,1.953e-8,1.953e-8,2.798e-12
365.451,3.882e-9,3.882e-9,2.798e-12
365.456,7.434e-10,7.434e-10,2.799e-12
365.461,1.371e-10,1.371e-10,2.799e-12
365.466,2.436e-11,2.436e-11,2.800e-12
365.555,2.303e-11,2.303e-11,2.810e-12
365.560,1.309e-10,1.309e-10,2.811e-12
365.565,7.167e-10,7.167e-10,2.811e-12
365.570,3.780e-9,3.780e-9,2.812e-12
365.575,1.921e-8,1.921e-8,2.813e-12
365.580,9.401e-8,9.401e-8,2.813e-12
365.585,4.433e-7,4.433e-7,2.814e-12
365.590,2.014e-6,2.014e-6,2.814e-12
365.595,8.811e-6,8.811e-6,2.815e-12
365.600,3.714e-5,3.714e-5,2.815e-12
365.605,1.508e-4,1.508e-4,2.816e-12
365.610,5.899e-4,5.899e-4,2.817e-12
365.615,2.223e-3,2.223e-3,2.817e-12
365.620,8.069e-3,8.069e-3,2.818e-12
365.625,2.821e-2,2.821e-2,2.818e-12
365.630,9.504e-2,9.504e-2,2.819e-12
365.635,3.084e-1,3.084e-1,2.820e-12
365.640,9.641e-1,9.641e-1,2.820e-12
365.645,2.903e+0,2.903e+0,2.821e-12
365.650,8.422e+0,8.422e+0,2.821e-12
365.655,2.353e+1,2.353e+1,2.822e-12
365.660,6.335e+1,6.335e+1,2.822e-12
365.665,1.643e+2,1.643e+2,2.823e-12
365.670,4.104e+2,4.104e+2,2.824e-12
365.675,9.876e+2,9.876e+2,2.824e-12
365.680,2.290e+3,2.290e+3,2.825e-12
365.685,5.113e+3,5.113e+3,2.825e-12
365.690,1.100e+4,1.100e+4,2.826e-12
365.695,2.279e+4,2.279e+4,2.826e-12
365.700,4.551e+4,4.551e+4,2.827e-12
365.705,8.751e+4,8.751e+4,2.828e-12
365.710,1.621e+5,1.621e+5,2.828e-12
365.715,2.893e+5,2.893e+5,2.829e-12
365.720,4.974e+5,4.974e+5,2.829e-12
365.725,8.238e+5,8.238e+5,2.830e-12
365.730,1.314e+6,1.314e+6,2.830e-12
365.735,2.020e+6,2.020e+6,2.831e-12
365.740,2.990e+6,2.990e+6,2.832e-12
365.745,4.265e+6,4.265e+6,2.832e-12
365.750,5.859e+6,5.859e+6,2.833e-12
365.755,7.754e+6,7.754e+6,2.833e-12
365.760,9.886e+6,9.886e+6,2.834e-12
365.765,1.214e+7,1.214e+7,2.835e-12
365.770,1.437e+7,1.437e+7,2.835e-12
365.775,1.637e+7,1.637e+7,2.836e-12
365.780,1.798e+7,1.798e+7,2.836e-12
365.785,1.901e+7,1.901e+7,2.837e-12
365.790,1.937e+7,1.937e+7,2.837e-12
365.795,1.901e+7,1.901e+7,2.838e-12
365.800,1.798e+7,1.798e+7,2.839e-12
365.805,1.637e+7,1.637e+7,2.839e-12
365.810,1.437e+7,1.437e+7,2.840e-12
365.815,1.214e+7,1.214e+7,2.840e-12
365.820,9.886e+6,9.886e+6,2.841e-12
365.825,7.754e+6,7.754e+6,2.841e-12
365.830,5.859e+6,5.859e+6,2.842e-12
365.835,4.265e+6,4.265e+6,2.843e-12
365.840,2.990e+6,2.990e+6,2.843e-12
365.845,2.020e+6,2.020e+6,2.844e-12
365.850,1.314e+6,1.314e+6,2.844e-12
365.855,8.238e+5,8.238e+5,2.845e-12
365.860,4.974e+5,4.974e+5,2.846e-12
365.865,2.893e+5,2.893e+5,2.846e-12
365.870,1.621e+5,1.621e+5,2.847e-12
365.875,8.751e+4,8.751e+4,2.847e-12
365.880,4.551e+4,4.551e+4,2.848e-12
365.885,2.280e+4,2.280e+4,2.848e-12
365.890,1.101e+4,1.101e+4,2.849e-12
365.895,5.151e+3,5.151e+3,2.850e-12
365.900,2.400e+3,2.400e+3,2.850e-12
365.905,1.296e+3,1.296e+3,2.851e-12
365.910,1.240e+3,1.240e+3,2.851e-12
365.915,2.312e+3,2.312e+3,2.852e-12
365.920,5.421e+3,5.421e+3,2.852e-12
365.925,1.290e+4,1.290e+4,2.853e-12
365.930,2.983e+4,2.983e+4,2.854e-12
365.935,6.652e+4,6.652e+4,2.854e-12
365.940,1.429e+5,1.429e+5,2.855e-12
365.945,2.959e+5,2.959e+5,2.855e-12
365.950,5.902e+5,5.902e+5,2.856e-12
365.955,1.134e+6,1.134e+6,2.857e-12
365.960,2.099e+6,2.099e+6,2.857e-12
365.965,3.743e+6,3.743e+6,2.858e-12
365.970,6.430e+6,6.430e+6,2.858e-12
365.975,1.064e+7,1.064e+7,2.859e-12
365.980,1.697e+7,1.697e+7,2.859e-12
365.985,2.606e+7,2.606e+7,2.860e-12
365.990,3.856e+7,3.856e+7,2.861e-12
365.995,5.497e+7,5.497e+7,2.861e-12
366.000,7.549e+7,7.549e+7,2.862e-12
366.005,9.987e+7,9.987e+7,2.862e-12
366.010,1.273e+8,1.273e+8,2.863e-12
366.015,1.563e+8,1.563e+8,2.863e-12
366.020,1.849e+8,1.849e+8,2.864e-12
366.025,2.107e+8,2.107e+8,2.865e-12
366.030,2.313e+8,2.313e+8,2.865e-12
366.035,2.446e+8,2.446e+8,2.866e-12
366.040,2.492e+8,2.492e+8,2.866e-12
366.045,2.446e+8,2.446e+8,2.867e-12
366.050,2.313e+8,2.313e+8,2.868e-12
366.055,2.107e+8,2.107e+8,2.868e-12
366.060,1.849e+8,1.849e+8,2.869e-12
366.065,1.563e+8,1.563e+8,2.869e-12
366.070,1.273e+8,1.273e+8,2.870e-12
366.075,9.987e+7,9.987e+7,2.870e-12
366.080,7.549e+7,7.549e+7,2.871e-12
366.085,5.497e+7,5.497e+7,2.872e-12
366.090,3.856e+7,3.856e+7,2.872e-12
366.095,2.606e+7,2.606e+7,2.873e-12
366.100,1.697e+7,1.697e+7,2.873e-12
366.105,1.064e+7,1.064e+7,2.874e-12
366.110,6.430e+6,6.430e+6,2.874e-12
366.115,3.743e+6,3.743e+6,2.875e-12
366.120,2.099e+6,2.099e+6,2.876e-12
366.125,1.134e+6,1.134e+6,2.876e-12
366.130,5.902e+5,5.902e+5,2.877e-12
366.135,2.959e+5,2.959e+5,2.877e-12
366.140,1.429e+5,1.429e+5,2.878e-12
366.145,6.651e+4,6.651e+4,2.879e-12
366.150,2.982e+4,2.982e+4,2.879e-12
366.155,1.288e+4,1.288e+4,2.880e-12
366.160,5.357e+3,5.357e+3,2.880e-12
366.165,2.147e+3,2.147e+3,2.881e-12
366.170,8.291e+2,8.291e+2,2.881e-12
366.175,3.085e+2,3.085e+2,2.882e-12
366.180,1.107e+2,1.107e+2,2.883e-12
366.185,3.865e+1,3.865e+1,2.883e-12
366.190,1.418e+1,1.418e+1,2.884e-12
366.195,8.331e+0,8.331e+0,2.884e-12
366.200,1.305e+1,1.305e+1,2.885e-12
366.205,3.180e+1,3.180e+1,2.885e-12
366.210,8.076e+1,8.076e+1,2.886e-12
366.215,1.995e+2,1.995e+2,2.887e-12
366.220,4.752e+2,4.752e+2,2.887e-12
366.225,1.091e+3,1.091e+3,2.888e-12
366.230,2.412e+3,2.412e+3,2.888e-12
366.235,5.138e+3,5.138e+3,2.889e-12
366.240,1.055e+4,1.055e+4,2.890e-12
366.245,2.085e+4,2.085e+4,2.890e-12
366.250,3.973e+4,3.973e+4,2.891e-12
366.255,7.292e+4,7.292e+4,2.891e-12
366.260,1.290e+5,1.290e+5,2.892e-12
366.265,2.197e+5,2.197e+5,2.892e-12
366.270,3.606e+5,3.606e+5,2.893e-12
366.275,5.702e+5,5.702e+5,2.894e-12
366.280,8.687e+5,8.687e+5,2.894e-12
366.285,1.275e+6,1.275e+6,2.895e-12
366.290,1.803e+6,1.803e+6,2.895e-12
366.295,2.457e+6,2.457e+6,2.896e-12
366.300,3.224e+6,3.224e+6,2.896e-12
366.305,4.078e+6,4.078e+6,2.897e-12
366.310,4.968e+6,4.968e+6,2.898e-12
366.315,5.831e+6,5.831e+6,2.898e-12
366.320,6.594e+6,6.594e+6,2.899e-12
366.325,7.184e+6,7.184e+6,2.899e-12
366.330,7.540e+6,7.540e+6,2.900e-12
366.335,7.625e+6,7.625e+6,2.901e-12
366.340,7.429e+6,7.429e+6,2.901e-12
366.345,6.973e+6,6.973e+6,2.902e-12
366.350,6.305e+6,6.305e+6,2.902e-12
366.355,5.493e+6,5.493e+6,2.903e-12
366.360,4.611e+6,4.611e+6,2.903e-12
366.365,3.729e+6,3.729e+6,2.904e-12
366.370,2.905e+6,2.905e+6,2.905e-12
366.375,2.181e+6,2.181e+6,2.905e-12
366.380,1.577e+6,1.577e+6,2.906e-12
366.385,1.099e+6,1.099e+6,2.906e-12
366.390,7.374e+5,7.374e+5,2.907e-12
366.395,4.769e+5,4.769e+5,2.907e-12
366.400,2.971e+5,2.971e+5,2.908e-12
366.404,1.981e+5,1.981e+5,2.909e-12
366.409,1.154e+5,1.154e+5,2.909e-12
366.414,6.478e+4,6.478e+4,2.910e-12
366.419,3.503e+4,3.503e+4,2.910e-12
366.424,1.825e+4,1.825e+4,2.911e-12
366.429,9.161e+3,9.161e+3,2.911e-12
366.434,4.430e+3,4.430e+3,2.912e-12
366.439,2.064e+3,2.064e+3,2.913e-12
366.444,9.264e+2,9.264e+2,2.913e-12
366.449,4.006e+2,4.006e+2,2.914e-12
366.454,1.669e+2,1.669e+2,2.914e-12
366.459,6.700e+1,6.700e+1,2.915e-12
366.464,2.591e+1,2.591e+1,2.915e-12
366.469,9.653e+0,9.653e+0,2.916e-12
366.474,3.465e+0,3.465e+0,2.917e-12
366.479,1.198e+0,1.198e+0,2.917e-12
366.484,3.992e-1,3.992e-1,2.918e-12
366.489,1.281e-1,1.281e-1,2.918e-12
366.494,3.963e-2,3.963e-2,2.919e-12
366.499,1.181e-2,1.181e-2,2.920e-12
366.504,3.389e-3,3.389e-3,2.920e-12
366.509,9.372e-4,9.372e-4,2.921e-12
366.514,2.497e-4,2.497e-4,2.921e-12
366.519,6.409e-5,6.409e-5,2.922e-12
366.524,1.585e-5,1.585e-5,2.922e-12
366.529,3.776e-6,3.776e-6,2.923e-12
366.534,8.668e-7,8.668e-7,2.924e-12
366.539,1.918e-7,1.918e-7,2.924e-12
366.544,4.147e-8,4.147e-8,2.925e-12
366.549,1.168e-8,1.168e-8,2.925e-12
366.554,1.829e-8,1.829e-8,2.926e-12
366.559,8.102e-8,8.102e-8,2.926e-12
366.564,3.774e-7,3.774e-7,2.927e-12
366.569,1.700e-6,1.700e-6,2.928e-12
366.574,7.382e-6,7.382e-6,2.928e-12
366.579,3.088e-5,3.088e-5,2.929e-12
366.584,1.245e-4,1.245e-4,2.929e-12
366.589,4.833e-4,4.833e-4,2.930e-12
366.594,1.808e-3,1.808e-3,2.930e-12
366.599,6.519e-3,6.519e-3,2.931e-12
366.604,2.264e-2,2.264e-2,2.932e-12
366.609,7.579e-2,7.579e-2,2.932e-12
366.614,2.444e-1,2.444e-1,2.933e-12
366.619,7.593e-1,7.593e-1,2.933e-12
366.624,2.273e+0,2.273e+0,2.934e-12
366.629,6.557e+0,6.557e+0,2.935e-12
366.634,1.822e+1,1.822e+1,2.935e-12
366.639,4.880e+1,4.880e+1,2.936e-12
366.644,1.259e+2,1.259e+2,2.936e-12
366.649,3.130e+2,3.130e+2,2.937e-12
366.654,7.496e+2,7.496e+2,2.937e-12
366.659,1.730e+3,1.730e+3,2.938e-12
366.664,3.847e+3,3.847e+3,2.939e-12
366.669,8.242e+3,8.242e+3,2.939e-12
366.674,1.701e+4,1.701e+4,2.940e-12
366.679,3.384e+4,3.384e+4,2.940e-12
366.684,6.486e+4,6.486e+4,2.941e-12
366.689,1.198e+5,1.198e+5,2.941e-12
366.694,2.131e+5,2.131e+5,2.942e-12
366.699,3.652e+5,3.652e+5,2.943e-12
366.704,6.032e+5,6.032e+5,2.943e-12
366.709,9.600e+5,9.600e+5,2.944e-12
366.714,1.472e+6,1.472e+6,2.944e-12
366.719,2.175e+6,2.175e+6,2.945e-12
366.724,3.096e+6,3.096e+6,2.946e-12
366.729,4.246e+6,4.246e+6,2.946e-12
366.734,5.611e+6,5.611e+6,2.947e-12
366.739,7.144e+6,7.144e+6,2.947e-12
366.744,8.765e+6,8.765e+6,2.948e-12
366.749,1.036e+7,1.036e+7,2.948e-12
366.754,1.180e+7,1.180e+7,2.949e-12
366.759,1.295e+7,1.295e+7,2.950e-12
366.764,1.369e+7,1.369e+7,2.950e-12
366.769,1.395e+7,1.395e+7,2.951e-12
366.774,1.369e+7,1.369e+7,2.951e-12
366.779,1.295e+7,1.295e+7,2.952e-12
366.784,1.180e+7,1.180e+7,2.952e-12
366.789,1.036e+7,1.036e+7,2.953e-12
366.794,8.765e+6,8.765e+6,2.954e-12
366.799,7.144e+6,7.144e+6,2.954e-12
366.804,5.611e+6,5.611e+6,2.955e-12
366.809,4.246e+6,4.246e+6,2.955e-12
366.814,3.096e+6,3.096e+6,2.956e-12
366.819,2.175e+6,2.175e+6,2.957e-12
366.824,1.472e+6,1.472e+6,2.957e-12
366.829,9.600e+5,9.600e+5,2.958e-12
366.834,6.032e+5,6.032e+5,2.958e-12
366.839,3.652e+5,3.652e+5,2.959e-12
366.844,2.131e+5,2.131e+5,2.959e-12
366.849,1.198e+5,1.198e+5,2.960e-12
366.854,6.486e+4,6.486e+4,2.961e-12
366.859,3.384e+4,3.384e+4,2.961e-12
366.864,1.701e+4,1.701e+4,2.962e-12
366.869,8.242e+3,8.242e+3,2.962e-12
366.874,3.847e+3,3.847e+3,2.963e-12
366.879,1.730e+3,1.730e+3,2.963e-12
366.884,7.496e+2,7.496e+2,2.964e-12
366.889,3.130e+2,3.130e+2,2.965e-12
366.894,1.259e+2,1.259e+2,2.965e-12
366.899,4.880e+1,4.880e+1,2.966e-12
366.904,1.822e+1,1.822e+1,2.966e-12
366.909,6.557e+0,6.557e+0,2.967e-12
366.914,2.273e+0,2.273e+0,2.968e-12
366.919,7.593e-1,7.593e-1,2.968e-12
366.924,2.444e-1,2.444e-1,2.969e-12
366.929,7.579e-2,7.579e-2,2.969e-12
366.934,2.264e-2,2.264e-2,2.970e-12
366.939,6.519e-3,6.519e-3,2.970e-12
366.944,1.808e-3,1.808e-3,2.971e-12
366.949,4.833e-4,4.833e-4,2.972e-12
366.954,1.245e-4,1.245e-4,2.972e-12
366.959,3.088e-5,3.088e-5,2.973e-12
366.964,7.382e-6,7.382e-6,2.973e-12
366.969,1.700e-6,1.700e-6,2.974e-12
366.974,3.774e-7,3.774e-7,2.974e-12
366.979,8.070e-8,8.070e-8,2.975e-12
366.984,1.663e-8,1.663e-8,2.976e-12
366.989,3.301e-9,3.301e-9,2.976e-12
366.994,6.314e-10,6.314e-10,2.977e-12
366.999,1.164e-10,1.164e-10,2.977e-12
367.328,2.910e-11,2.910e-11,3.015e-12
367.333,1.651e-10,1.651e-10,3.016e-12
367.338,9.024e-10,9.024e-10,3.017e-12
367.343,4.754e-9,4.754e-9,3.017e-12
367.348,2.413e-8,2.413e-8,3.018e-12
367.353,1.181e-7,1.181e-7,3.018e-12
367.358,5.567e-7,5.567e-7,3.019e-12
367.363,2.529e-6,2.529e-6,3.020e-12
367.368,1.107e-5,1.107e-5,3.020e-12
367.373,4.672e-5,4.672e-5,3.021e-12
367.378,1.899e-4,1.899e-4,3.021e-12
367.383,7.442e-4,7.442e-4,3.022e-12
367.388,2.810e-3,2.810e-3,3.022e-12
367.393,1.022e-2,1.022e-2,3.023e-12
367.398,3.585e-2,3.585e-2,3.024e-12
367.403,1.211e-1,1.211e-1,3.024e-12
367.408,3.945e-1,3.945e-1,3.025e-12
367.413,1.238e+0,1.238e+0,3.025e-12
367.418,3.743e+0,3.743e+0,3.026e-12
367.423,1.091e+1,1.091e+1,3.026e-12
367.428,3.063e+1,3.063e+1,3.027e-12
367.433,8.288e+1,8.288e+1,3.028e-12
367.438,2.161e+2,2.161e+2,3.028e-12
367.443,5.432e+2,5.432e+2,3.029e-12
367.448,1.316e+3,1.316e+3,3.029e-12
367.453,3.070e+3,3.070e+3,3.030e-12
367.458,6.905e+3,6.905e+3,3.030e-12
367.463,1.496e+4,1.496e+4,3.031e-12
367.468,3.125e+4,3.125e+4,3.032e-12
367.473,6.290e+4,6.290e+4,3.032e-12
367.478,1.220e+5,1.220e+5,3.033e-12
367.483,2.280e+5,2.280e+5,3.033e-12
367.488,4.107e+5,4.107e+5,3.034e-12
367.493,7.129e+5,7.129e+5,3.035e-12
367.498,1.192e+6,1.192e+6,3.035e-12
367.503,1.922e+6,1.922e+6,3.036e-12
367.508,2.986e+6,2.986e+6,3.036e-12
367.513,4.469e+6,4.469e+6,3.037e-12
367.518,6.447e+6,6.447e+6,3.037e-12
367.523,8.962e+6,8.962e+6,3.038e-12
367.528,1.201e+7,1.201e+7,3.039e-12
367.533,1.550e+7,1.550e+7,3.039e-12
367.538,1.928e+7,1.928e+7,3.040e-12
367.543,2.311e+7,2.311e+7,3.040e-12
367.548,2.670e+7,2.670e+7,3.041e-12
367.553,2.973e+7,2.973e+7,3.041e-12
367.558,3.189e+7,3.189e+7,3.042e-12
367.563,3.297e+7,3.297e+7,3.043e-12
367.568,3.285e+7,3.285e+7,3.043e-12
367.573,3.155e+7,3.155e+7,3.044e-12
367.578,2.919e+7,2.919e+7,3.044e-12
367.583,2.604e+7,2.604e+7,3.045e-12
367.588,2.241e+7,2.241e+7,3.046e-12
367.593,1.863e+7,1.863e+7,3.046e-12
367.598,1.501e+7,1.501e+7,3.047e-12
367.603,1.184e+7,1.184e+7,3.047e-12
367.608,9.325e+6,9.325e+6,3.048e-12
367.613,7.670e+6,7.670e+6,3.048e-12
367.618,7.060e+6,7.060e+6,3.049e-12
367.623,7.706e+6,7.706e+6,3.050e-12
367.628,9.870e+6,9.870e+6,3.050e-12
367.633,1.387e+7,1.387e+7,3.051e-12
367.638,2.007e+7,2.007e+7,3.051e-12
367.643,2.881e+7,2.881e+7,3.052e-12
367.648,4.032e+7,4.032e+7,3.052e-12
367.653,5.464e+7,5.464e+7,3.053e-12
367.658,7.148e+7,7.148e+7,3.054e-12
367.663,9.020e+7,9.020e+7,3.054e-12
367.668,1.097e+8,1.097e+8,3.055e-12
367.673,1.286e+8,1.286e+8,3.055e-12
367.678,1.453e+8,1.453e+8,3.056e-12
367.683,1.582e+8,1.582e+8,3.057e-12
367.688,1.660e+8,1.660e+8,3.057e-12
367.693,1.678e+8,1.678e+8,3.058e-12
367.698,1.635e+8,1.635e+8,3.058e-12
367.703,1.536e+8,1.536e+8,3.059e-12
367.708,1.390e+8,1.390e+8,3.059e-12
367.713,1.212e+8,1.212e+8,3.060e-12
367.718,1.019e+8,1.019e+8,3.061e-12
367.723,8.251e+7,8.251e+7,3.061e-12
367.728,6.440e+7,6.440e+7,3.062e-12
367.733,4.844e+7,4.844e+7,3.062e-12
367.738,3.511e+7,3.511e+7,3.063e-12
367.743,2.453e+7,2.453e+7,3.063e-12
367.748,1.651e+7,1.651e+7,3.064e-12
367.753,1.071e+7,1.071e+7,3.065e-12
367.758,6.698e+6,6.698e+6,3.065e-12
367.763,4.035e+6,4.035e+6,3.066e-12
367.768,2.343e+6,2.343e+6,3.066e-12
367.773,1.311e+6,1.311e+6,3.067e-12
367.778,7.070e+5,7.070e+5,3.068e-12
367.783,3.674e+5,3.674e+5,3.068e-12
367.788,1.840e+5,1.840e+5,3.069e-12
367.793,8.879e+4,8.879e+4,3.069e-12
367.798,4.129e+4,4.129e+4,3.070e-12
367.803,1.851e+4,1.851e+4,3.070e-12
367.808,7.994e+3,7.994e+3,3.071e-12
367.813,3.327e+3,3.327e+3,3.072e-12
367.818,1.335e+3,1.335e+3,3.072e-12
367.823,5.159e+2,5.159e+2,3.073e-12
367.828,1.922e+2,1.922e+2,3.073e-12
367.833,6.900e+1,6.900e+1,3.074e-12
367.838,2.388e+1,2.388e+1,3.074e-12
367.843,7.979e+0,7.979e+0,3.075e-12
367.848,2.627e+0,2.627e+0,3.076e-12
367.853,1.023e+0,1.023e+0,3.076e-12
367.858,9.763e-1,9.763e-1,3.077e-12
367.863,2.350e+0,2.350e+0,3.077e-12
367.868,6.799e+0,6.799e+0,3.078e-12
367.873,1.942e+1,1.942e+1,3.079e-12
367.878,5.359e+1,5.359e+1,3.079e-12
367.883,1.426e+2,1.426e+2,3.080e-12
367.888,3.655e+2,3.655e+2,3.080e-12
367.893,9.030e+2,9.030e+2,3.081e-12
367.898,2.150e+3,2.150e+3,3.081e-12
367.903,4.934e+3,4.934e+3,3.082e-12
367.908,1.091e+4,1.091e+4,3.083e-12
367.913,2.326e+4,2.326e+4,3.083e-12
367.918,4.778e+4,4.778e+4,3.084e-12
367.923,9.460e+4,9.460e+4,3.084e-12
367.928,1.805e+5,1.805e+5,3.085e-12
367.933,3.319e+5,3.319e+5,3.085e-12
367.938,5.882e+5,5.882e+5,3.086e-12
367.943,1.005e+6,1.005e+6,3.087e-12
367.948,1.654e+6,1.654e+6,3.087e-12
367.953,2.624e+6,2.624e+6,3.088e-12
367.958,4.011e+6,4.011e+6,3.088e-12
367.963,5.911e+6,5.911e+6,3.089e-12
367.968,8.394e+6,8.394e+6,3.090e-12
367.973,1.149e+7,1.149e+7,3.090e-12
367.978,1.515e+7,1.515e+7,3.091e-12
367.983,1.926e+7,1.926e+7,3.091e-12
367.988,2.360e+7,2.360e+7,3.092e-12
367.993,2.786e+7,2.786e+7,3.092e-12
367.998,3.171e+7,3.171e+7,3.093e-12
368.003,3.477e+7,3.477e+7,3.094e-12
368.008,3.675e+7,3.675e+7,3.094e-12
368.013,3.744e+7,3.744e+7,3.095e-12
368.018,3.675e+7,3.675e+7,3.095e-12
368.023,3.477e+7,3.477e+7,3.096e-12
368.028,3.171e+7,3.171e+7,3.096e-12
368.033,2.786e+7,2.786e+7,3.097e-12
368.038,2.360e+7,2.360e+7,3.098e-12
368.043,1.926e+7,1.926e+7,3.098e-12
368.048,1.515e+7,1.515e+7,3.099e-12
368.053,1.149e+7,1.149e+7,3.099e-12
368.058,8.394e+6,8.394e+6,3.100e-12
368.063,5.911e+6,5.911e+6,3.101e-12
368.068,4.011e+6,4.011e+6,3.101e-12
368.073,2.624e+6,2.624e+6,3.102e-12
